"","date","DLTH"
"112","2016-05-03",22.08
"113","2016-05-04",22.33
"114","2016-05-05",22
"115","2016-05-06",22.27
"116","2016-05-09",23.01
"117","2016-05-10",22.73
"118","2016-05-11",22.17
"119","2016-05-12",22.440001
"120","2016-05-13",22.620001
"121","2016-05-16",22.950001
"122","2016-05-17",22.24
"123","2016-05-18",22.059999
"124","2016-05-19",22.35
"125","2016-05-20",23.030001
"126","2016-05-23",23.75
"127","2016-05-24",24.42
"128","2016-05-25",25.120001
"129","2016-05-26",24.879999
"130","2016-05-27",26.49
"131","2016-05-31",26.5
"132","2016-06-01",26.559999
"133","2016-06-02",26.5
"134","2016-06-03",26.07
"135","2016-06-06",26.15
"136","2016-06-07",25.639999
"137","2016-06-08",25.040001
"138","2016-06-09",24.690001
"139","2016-06-10",24.23
"140","2016-06-13",24.08
"141","2016-06-14",23.85
"142","2016-06-15",23.620001
"143","2016-06-16",24.200001
"144","2016-06-17",24.52
"145","2016-06-20",25.65
"146","2016-06-21",24.75
"147","2016-06-22",24.5
"148","2016-06-23",24
"149","2016-06-24",23.299999
"150","2016-06-27",22.93
"151","2016-06-28",23.35
"152","2016-06-29",24.059999
"153","2016-06-30",24.459999
"154","2016-07-01",23.85
"155","2016-07-05",23.450001
"156","2016-07-06",24.219999
"157","2016-07-07",24.280001
"158","2016-07-08",24.41
"159","2016-07-11",24.98
"160","2016-07-12",24.68
"161","2016-07-13",24.26
"162","2016-07-14",24.440001
"163","2016-07-15",24.23
"164","2016-07-18",25
"165","2016-07-19",24.879999
"166","2016-07-20",24.91
"167","2016-07-21",24.629999
"168","2016-07-22",24.889999
"169","2016-07-25",24.98
"170","2016-07-26",24.85
"171","2016-07-27",24.940001
"172","2016-07-28",24.540001
"173","2016-07-29",24.799999
"174","2016-08-01",25.530001
"175","2016-08-02",25.75
"176","2016-08-03",27.15
"177","2016-08-04",27.719999
"178","2016-08-05",28.440001
"179","2016-08-08",29.200001
"180","2016-08-09",29.209999
"181","2016-08-10",28.549999
"182","2016-08-11",28.379999
"183","2016-08-12",29.01
"184","2016-08-15",29.01
"185","2016-08-16",28.68
"186","2016-08-17",30.02
"187","2016-08-18",30.860001
"188","2016-08-19",30.610001
"189","2016-08-22",30.25
"190","2016-08-23",30.32
"191","2016-08-24",29.67
"192","2016-08-25",29.32
"193","2016-08-26",29.219999
"194","2016-08-29",29.360001
"195","2016-08-30",30
"196","2016-08-31",30.309999
"197","2016-09-01",29.5
"198","2016-09-02",29.639999
"199","2016-09-06",29.469999
"200","2016-09-07",29.58
"201","2016-09-08",29.16
"202","2016-09-09",28.309999
"203","2016-09-12",28.25
"204","2016-09-13",27.59
"205","2016-09-14",28.129999
"206","2016-09-15",28.07
"207","2016-09-16",28
"208","2016-09-19",27.860001
"209","2016-09-20",27.719999
"210","2016-09-21",27.76
"211","2016-09-22",28.049999
"212","2016-09-23",27.6
"213","2016-09-26",26.700001
"214","2016-09-27",27
"215","2016-09-28",26.82
"216","2016-09-29",26.58
"217","2016-09-30",26.51
"218","2016-10-03",26.42
"219","2016-10-04",26.719999
"220","2016-10-05",26.84
"221","2016-10-06",26.93
"222","2016-10-07",27.67
"223","2016-10-10",27.129999
"224","2016-10-11",27.200001
"225","2016-10-12",27.59
"226","2016-10-13",27.4
"227","2016-10-14",27.02
"228","2016-10-17",27.620001
"229","2016-10-18",27.610001
"230","2016-10-19",27.4
"231","2016-10-20",26.74
"232","2016-10-21",26.5
"233","2016-10-24",26.51
"234","2016-10-25",26.700001
"235","2016-10-26",26.450001
"236","2016-10-27",26.870001
"237","2016-10-28",26.690001
"238","2016-10-31",27.15
"239","2016-11-01",27
"240","2016-11-02",26.940001
"241","2016-11-03",26.809999
"242","2016-11-04",26.99
"243","2016-11-07",27.290001
"244","2016-11-08",26.860001
"245","2016-11-09",28.040001
"246","2016-11-10",29.75
"247","2016-11-11",30.379999
"248","2016-11-14",31.940001
"249","2016-11-15",31.719999
"250","2016-11-16",31.549999
"251","2016-11-17",32.779999
"252","2016-11-18",32.25
"253","2016-11-21",32.470001
"254","2016-11-22",33.490002
"255","2016-11-23",33.84
"256","2016-11-25",35.25
"257","2016-11-28",37.639999
"258","2016-11-29",35
"259","2016-11-30",33.509998
"260","2016-12-01",33.529999
"261","2016-12-02",32.880001
"262","2016-12-05",34.060001
"263","2016-12-06",33.919998
"264","2016-12-07",33.950001
"265","2016-12-08",37.040001
"266","2016-12-09",28.549999
"267","2016-12-12",28.799999
"268","2016-12-13",27.559999
"269","2016-12-14",27.85
"270","2016-12-15",26.93
"271","2016-12-16",25.01
"272","2016-12-19",25.35
"273","2016-12-20",27.200001
"274","2016-12-21",26.66
"275","2016-12-22",26.360001
"276","2016-12-23",26.120001
"277","2016-12-27",26.17
"278","2016-12-28",25.530001
"279","2016-12-29",25.450001
"280","2016-12-30",25.4
"281","2017-01-03",26.190001
"282","2017-01-04",26.77
"283","2017-01-05",25.84
"284","2017-01-06",25.91
"285","2017-01-09",25.790001
"286","2017-01-10",26.5
"287","2017-01-11",25.959999
"288","2017-01-12",25.620001
"289","2017-01-13",25.57
"290","2017-01-17",25.67
"291","2017-01-18",25.08
"292","2017-01-19",24.23
"293","2017-01-20",24.25
"294","2017-01-23",23.309999
"295","2017-01-24",23.190001
"296","2017-01-25",23.690001
"297","2017-01-26",23.360001
"298","2017-01-27",22.969999
"299","2017-01-30",22.280001
"300","2017-01-31",22.620001
"301","2017-02-01",22.77
"302","2017-02-02",22.959999
"303","2017-02-03",22.73
"304","2017-02-06",22.77
"305","2017-02-07",22.200001
"306","2017-02-08",22.290001
"307","2017-02-09",23.030001
"308","2017-02-10",23.43
"309","2017-02-13",23.17
"310","2017-02-14",22.870001
"311","2017-02-15",22.5
"312","2017-02-16",22.23
"313","2017-02-17",22.1
"314","2017-02-21",21.51
"315","2017-02-22",21.15
"316","2017-02-23",20.110001
"317","2017-02-24",21.51
"318","2017-02-27",21.209999
"319","2017-02-28",21.09
"320","2017-03-01",21.049999
"321","2017-03-02",20.299999
"322","2017-03-03",19.629999
"323","2017-03-06",19.09
"324","2017-03-07",18.780001
"325","2017-03-08",19.040001
"326","2017-03-09",18.76
"327","2017-03-10",18.83
"328","2017-03-13",18.959999
"329","2017-03-14",18.74
"330","2017-03-15",19.200001
"331","2017-03-16",18.43
"332","2017-03-17",18.85
"333","2017-03-20",19.299999
"334","2017-03-21",19.26
"335","2017-03-22",22.02
"336","2017-03-23",22.370001
"337","2017-03-24",22.76
"338","2017-03-27",21.620001
"339","2017-03-28",21.58
"340","2017-03-29",21.889999
"341","2017-03-30",21.59
"342","2017-03-31",21.290001
"343","2017-04-03",20.85
"344","2017-04-04",20.700001
"345","2017-04-05",20.48
"346","2017-04-06",20.959999
"347","2017-04-07",20.57
"348","2017-04-10",20.629999
"349","2017-04-11",21.15
"350","2017-04-12",20.99
"351","2017-04-13",20.620001
"352","2017-04-17",20.23
"353","2017-04-18",20.200001
"354","2017-04-19",20.33
"355","2017-04-20",20.459999
"356","2017-04-21",20.83
"357","2017-04-24",20.84
"358","2017-04-25",21.51
"359","2017-04-26",21.85
"360","2017-04-27",22.6
"361","2017-04-28",22.15
"362","2017-05-01",21.559999
"363","2017-05-02",21.35
"364","2017-05-03",20.9
"365","2017-05-04",20.83
"366","2017-05-05",21.129999
"367","2017-05-08",21.629999
"368","2017-05-09",21.870001
"369","2017-05-10",21.879999
"370","2017-05-11",21.23
"371","2017-05-12",21.17
"372","2017-05-15",21.6
"373","2017-05-16",21.389999
"374","2017-05-17",20.879999
"375","2017-05-18",20.639999
"376","2017-05-19",20.219999
"377","2017-05-22",21.190001
"378","2017-05-23",20.530001
"379","2017-05-24",19.690001
"380","2017-05-25",19.370001
"381","2017-05-26",19.790001
"382","2017-05-30",19.540001
"383","2017-05-31",19.52
"384","2017-06-01",20.129999
"385","2017-06-02",19.959999
"386","2017-06-05",20.629999
"387","2017-06-06",20.57
"388","2017-06-07",16.75
"389","2017-06-08",17.08
"390","2017-06-09",16.6
"391","2017-06-12",16.91
"392","2017-06-13",17.290001
"393","2017-06-14",17.610001
"394","2017-06-15",17.1
"395","2017-06-16",17.209999
"396","2017-06-19",17.4
"397","2017-06-20",17.450001
"398","2017-06-21",16.43
"399","2017-06-22",16.76
"400","2017-06-23",17.059999
"401","2017-06-26",17.24
"402","2017-06-27",17.809999
"403","2017-06-28",17.870001
"404","2017-06-29",18.09
"405","2017-06-30",18.209999
"406","2017-07-03",18.25
"407","2017-07-05",18.040001
"408","2017-07-06",17.530001
"409","2017-07-07",17.98
"410","2017-07-10",17.700001
"411","2017-07-11",17.780001
"412","2017-07-12",18.030001
"413","2017-07-13",18.969999
"414","2017-07-14",19.01
"415","2017-07-17",18.969999
"416","2017-07-18",18.870001
"417","2017-07-19",19.07
"418","2017-07-20",19.129999
"419","2017-07-21",19.48
"420","2017-07-24",19.440001
"421","2017-07-25",19.5
"422","2017-07-26",19.610001
"423","2017-07-27",19.77
"424","2017-07-28",19.559999
"425","2017-07-31",19.379999
"426","2017-08-01",19.33
"427","2017-08-02",19.34
"428","2017-08-03",19.23
"429","2017-08-04",19.4
"430","2017-08-07",19.440001
"431","2017-08-08",19.219999
"432","2017-08-09",19.09
"433","2017-08-10",18.889999
"434","2017-08-11",19.01
"435","2017-08-14",18.950001
"436","2017-08-15",18.76
"437","2017-08-16",19.08
"438","2017-08-17",18.959999
"439","2017-08-18",19.219999
"440","2017-08-21",19.25
"441","2017-08-22",20.51
"442","2017-08-23",20.02
"443","2017-08-24",20.139999
"444","2017-08-25",20.57
"445","2017-08-28",20.41
"446","2017-08-29",19.639999
"447","2017-08-30",19.68
"448","2017-08-31",19.59
"449","2017-09-01",19.969999
"450","2017-09-05",19.75
"451","2017-09-06",20.059999
"452","2017-09-07",19.5
"453","2017-09-08",19.299999
"454","2017-09-11",19.190001
"455","2017-09-12",19.290001
"456","2017-09-13",19.424999
"457","2017-09-14",19.219999
"458","2017-09-15",19.4
"459","2017-09-18",19.459999
"460","2017-09-19",19.360001
"461","2017-09-20",19.389999
"462","2017-09-21",19.77
"463","2017-09-22",19.620001
"464","2017-09-25",19.709999
"465","2017-09-26",20.379999
"466","2017-09-27",20.309999
"467","2017-09-28",20.24
"468","2017-09-29",20.290001
"469","2017-10-02",20.610001
"470","2017-10-03",20.65
"471","2017-10-04",20.325001
"472","2017-10-05",20.65
"473","2017-10-06",20.5
"474","2017-10-09",20.34
"475","2017-10-10",20.33
"476","2017-10-11",19.889999
"477","2017-10-12",19.58
"478","2017-10-13",18.959999
"479","2017-10-16",19.219999
"480","2017-10-17",19.280001
"481","2017-10-18",19.08
"482","2017-10-19",19.57
"483","2017-10-20",19.93
"484","2017-10-23",20.35
"485","2017-10-24",20.26
"486","2017-10-25",20.25
"487","2017-10-26",20.42
"488","2017-10-27",20.24
"489","2017-10-30",20.299999
"490","2017-10-31",20.66
"491","2017-11-01",19.639999
"492","2017-11-02",18.35
"493","2017-11-03",18
"494","2017-11-06",17.92
"495","2017-11-07",17.48
"496","2017-11-08",16.950001
"497","2017-11-09",17.68
"498","2017-11-10",17.67
"499","2017-11-13",17.299999
"500","2017-11-14",17.620001
"501","2017-11-15",17.35
"502","2017-11-16",17.84
"503","2017-11-17",18.139999
"504","2017-11-20",18.17
"505","2017-11-21",18.049999
"506","2017-11-22",18.219999
"507","2017-11-24",18.200001
"508","2017-11-27",18.58
"509","2017-11-28",19.040001
"510","2017-11-29",19.49
"511","2017-11-30",18.99
"512","2017-12-01",18.889999
"513","2017-12-04",18.799999
"514","2017-12-05",18.73
"515","2017-12-06",19.280001
"516","2017-12-07",16.004999
"517","2017-12-08",16.16
"518","2017-12-11",16.16
"519","2017-12-12",15.57
"520","2017-12-13",15.5
"521","2017-12-14",15.21
"522","2017-12-15",15.73
"523","2017-12-18",16.370001
"524","2017-12-19",16.799999
"525","2017-12-20",17.08
"526","2017-12-21",17.6
"527","2017-12-22",17.719999
"528","2017-12-26",17.82
"529","2017-12-27",17.93
"530","2017-12-28",17.780001
"531","2017-12-29",17.85
"532","2018-01-02",18.940001
"533","2018-01-03",18.540001
"534","2018-01-04",18.08
"535","2018-01-05",18.129999
"536","2018-01-08",18.25
"537","2018-01-09",17.950001
"538","2018-01-10",17.99
"539","2018-01-11",17.879999
"540","2018-01-12",17.82
"541","2018-01-16",17.440001
"542","2018-01-17",17.51
"543","2018-01-18",17.51
"544","2018-01-19",18.280001
"545","2018-01-22",18.59
"546","2018-01-23",18.309999
"547","2018-01-24",18.24
"548","2018-01-25",18.4
"549","2018-01-26",18.68
"550","2018-01-29",18.74
"551","2018-01-30",18.1
"552","2018-01-31",17.610001
"553","2018-02-01",17.09
"554","2018-02-02",16.83
"555","2018-02-05",16.52
"556","2018-02-06",16.57
"557","2018-02-07",17.08
"558","2018-02-08",16.940001
"559","2018-02-09",16.860001
"560","2018-02-12",17.200001
"561","2018-02-13",17.4
"562","2018-02-14",17.91
"563","2018-02-15",18.18
"564","2018-02-16",18.01
"565","2018-02-20",17.450001
"566","2018-02-21",17.5
"567","2018-02-22",17.75
"568","2018-02-23",17.85
"569","2018-02-26",18.280001
"570","2018-02-27",17.26
"571","2018-02-28",16.82
"572","2018-03-01",17.02
"573","2018-03-02",17.860001
"574","2018-03-05",18.07
"575","2018-03-06",18.700001
"576","2018-03-07",18.35
"577","2018-03-08",18.24
"578","2018-03-09",17.98
"579","2018-03-12",18.290001
"580","2018-03-13",18.389999
"581","2018-03-14",18.74
"582","2018-03-15",18.74
"583","2018-03-16",18.690001
"584","2018-03-19",18.85
"585","2018-03-20",16.82
"586","2018-03-21",17.99
"587","2018-03-22",17.74
"588","2018-03-23",17.940001
"589","2018-03-26",18.200001
"590","2018-03-27",18.26
"591","2018-03-28",18.33
"592","2018-03-29",18.73
"593","2018-04-02",18.57
"594","2018-04-03",18.83
"595","2018-04-04",19.459999
"596","2018-04-05",20.1
"597","2018-04-06",19.440001
"598","2018-04-09",18.870001
"599","2018-04-10",19.389999
"600","2018-04-11",19.469999
"601","2018-04-12",19.52
"602","2018-04-13",19.24
"603","2018-04-16",18.959999
"604","2018-04-17",19.01
"605","2018-04-18",19.200001
"606","2018-04-19",19.190001
"607","2018-04-20",18.290001
"608","2018-04-23",17.870001
"609","2018-04-24",17.639999
"610","2018-04-25",17.360001
"611","2018-04-26",17.48
"612","2018-04-27",17.52
"613","2018-04-30",17.35
"614","2018-05-01",17.23
"615","2018-05-02",17.32
"616","2018-05-03",17.059999
"617","2018-05-04",17.110001
"618","2018-05-07",16.870001
"619","2018-05-08",17.120001
"620","2018-05-09",17.139999
"621","2018-05-10",17.43
"622","2018-05-11",17.610001
"623","2018-05-14",17.02
"624","2018-05-15",17.09
"625","2018-05-16",17.049999
"626","2018-05-17",17.49
"627","2018-05-18",17
"628","2018-05-21",17.24
"629","2018-05-22",17.1
"630","2018-05-23",17.16
"631","2018-05-24",17.34
"632","2018-05-25",17.799999
"633","2018-05-29",17.184999
"634","2018-05-30",17.26
"635","2018-05-31",17.34
"636","2018-06-01",17.940001
"637","2018-06-04",19.129999
"638","2018-06-05",18.709999
"639","2018-06-06",18
"640","2018-06-07",17.780001
"641","2018-06-08",18.09
"642","2018-06-11",18.4
"643","2018-06-12",19.139999
"644","2018-06-13",19.549999
"645","2018-06-14",20.040001
"646","2018-06-15",20.48
"647","2018-06-18",21.139999
"648","2018-06-19",21.6
"649","2018-06-20",22.73
"650","2018-06-21",22.690001
"651","2018-06-22",22.01
"652","2018-06-25",21.58
"653","2018-06-26",22.639999
"654","2018-06-27",22.549999
"655","2018-06-28",23.65
"656","2018-06-29",23.790001
"657","2018-07-02",24.799999
"658","2018-07-03",24.799999
"659","2018-07-05",24.690001
"660","2018-07-06",24.76
"661","2018-07-09",24.209999
"662","2018-07-10",24.16
"663","2018-07-11",24.389999
"664","2018-07-12",24.48
"665","2018-07-13",24.42
"666","2018-07-16",24.360001
"667","2018-07-17",24.360001
"668","2018-07-18",24.450001
"669","2018-07-19",24.959999
"670","2018-07-20",25.02
"671","2018-07-23",25.219999
"672","2018-07-24",24.469999
"673","2018-07-25",24.709999
"674","2018-07-26",24.280001
"675","2018-07-27",23.16
"676","2018-07-30",23.040001
"677","2018-07-31",23.02
"678","2018-08-01",22.85
"679","2018-08-02",23.309999
"680","2018-08-03",23.629999
"681","2018-08-06",23.6
"682","2018-08-07",23.959999
"683","2018-08-08",24.389999
"684","2018-08-09",24.629999
"685","2018-08-10",25.48
"686","2018-08-13",25.33
"687","2018-08-14",26.83
"688","2018-08-15",26.74
"689","2018-08-16",27.66
"690","2018-08-17",28.33
"691","2018-08-20",29.129999
"692","2018-08-21",29.15
"693","2018-08-22",28.610001
"694","2018-08-23",28.68
"695","2018-08-24",28.27
"696","2018-08-27",27.68
"697","2018-08-28",28.1
"698","2018-08-29",28.110001
"699","2018-08-30",28.190001
"700","2018-08-31",28.940001
"701","2018-09-04",30.190001
"702","2018-09-05",34.209999
"703","2018-09-06",32.02
"704","2018-09-07",33.139999
"705","2018-09-10",32.5
"706","2018-09-11",32.529999
"707","2018-09-12",32.700001
"708","2018-09-13",32.369999
"709","2018-09-14",31.700001
"710","2018-09-17",31.33
"711","2018-09-18",31.290001
"712","2018-09-19",31.26
"713","2018-09-20",30.469999
"714","2018-09-21",29.809999
"715","2018-09-24",29.709999
"716","2018-09-25",30.280001
"717","2018-09-26",30.879999
"718","2018-09-27",31.33
"719","2018-09-28",31.459999
"720","2018-10-01",30.33
"721","2018-10-02",30.040001
"722","2018-10-03",30
"723","2018-10-04",29.690001
"724","2018-10-05",28.93
"725","2018-10-08",29.02
"726","2018-10-09",28.17
"727","2018-10-10",28.129999
"728","2018-10-11",28.07
"729","2018-10-12",28.940001
"730","2018-10-15",29.049999
"731","2018-10-16",29.690001
"732","2018-10-17",29.58
"733","2018-10-18",28.75
"734","2018-10-19",28.799999
"735","2018-10-22",30.030001
"736","2018-10-23",29.34
"737","2018-10-24",28.25
"738","2018-10-25",28.459999
"739","2018-10-26",29.17
"740","2018-10-29",28.639999
"741","2018-10-30",31.059999
"742","2018-10-31",30.73
"743","2018-11-01",31.09
"744","2018-11-02",32.139999
"745","2018-11-05",32.18
"746","2018-11-06",32.459999
"747","2018-11-07",31.08
"748","2018-11-08",31.01
"749","2018-11-09",31.129999
"750","2018-11-12",29.99
"751","2018-11-13",30.709999
"752","2018-11-14",31.309999
"753","2018-11-15",30.549999
"754","2018-11-16",30.58
"755","2018-11-19",29.889999
"756","2018-11-20",27.33
"757","2018-11-21",26.889999
"758","2018-11-23",27.07
"759","2018-11-26",28.6
"760","2018-11-27",29.389999
"761","2018-11-28",31.459999
"762","2018-11-29",31.809999
"763","2018-11-30",31.379999
"764","2018-12-03",32.389999
"765","2018-12-04",31.040001
"766","2018-12-06",30.365
"767","2018-12-07",24.334999
"768","2018-12-10",24.34
"769","2018-12-11",25.059999
"770","2018-12-12",26.09
"771","2018-12-13",27.440001
"772","2018-12-14",27.65
"773","2018-12-17",25.01
"774","2018-12-18",25.59
"775","2018-12-19",23.959999
"776","2018-12-20",22.889999
"777","2018-12-21",22.209999
"778","2018-12-24",21.9
"779","2018-12-26",24.209999
"780","2018-12-27",24.690001
"781","2018-12-28",24.809999
"782","2018-12-31",25.23
"783","2019-01-02",25.559999
"784","2019-01-03",24.209999
"785","2019-01-04",24.889999
"786","2019-01-07",25.4
"787","2019-01-08",25.08
"788","2019-01-09",25.040001
"789","2019-01-10",23.030001
"790","2019-01-11",24.08
"791","2019-01-14",23.370001
"792","2019-01-15",23.99
"793","2019-01-16",23.75
"794","2019-01-17",23.67
"795","2019-01-18",23.66
"796","2019-01-22",19.969999
"797","2019-01-23",20.389999
"798","2019-01-24",21.93
"799","2019-01-25",22.620001
"800","2019-01-28",23.030001
"801","2019-01-29",23
"802","2019-01-30",22.91
"803","2019-01-31",23.879999
"804","2019-02-01",23.48
"805","2019-02-04",23.26
"806","2019-02-05",24.190001
"807","2019-02-06",23.9
"808","2019-02-07",23.27
"809","2019-02-08",24.27
"810","2019-02-11",25
"811","2019-02-12",24.75
"812","2019-02-13",24.52
"813","2019-02-14",24.76
"814","2019-02-15",24.91
"815","2019-02-19",25.549999
"816","2019-02-20",25.93
"817","2019-02-21",25.209999
"818","2019-02-22",26.15
"819","2019-02-25",26.559999
"820","2019-02-26",26.440001
"821","2019-02-27",26.65
"822","2019-02-28",25.4
"823","2019-03-01",25.02
"824","2019-03-04",24.469999
"825","2019-03-05",24.200001
"826","2019-03-06",22.120001
"827","2019-03-07",22.49
"828","2019-03-08",22.440001
"829","2019-03-11",22.65
"830","2019-03-12",22.52
"831","2019-03-13",22.75
"832","2019-03-14",22.4
"833","2019-03-15",22.08
"834","2019-03-18",21.879999
"835","2019-03-19",22.48
"836","2019-03-20",22.76
"837","2019-03-21",22.82
"838","2019-03-22",22.059999
"839","2019-03-25",22.6
"840","2019-03-26",23.49
"841","2019-03-27",23.25
"842","2019-03-28",23.889999
"843","2019-03-29",23.84
"844","2019-04-01",24.41
"845","2019-04-02",23.17
"846","2019-04-03",23.66
"847","2019-04-04",23.540001
"848","2019-04-05",17.6
"849","2019-04-08",17.700001
"850","2019-04-09",17.24
"851","2019-04-10",17.110001
"852","2019-04-11",17.08
"853","2019-04-12",16.76
"854","2019-04-15",16.879999
"855","2019-04-16",16.57
"856","2019-04-17",16.280001
"857","2019-04-18",16.200001
"858","2019-04-22",16.49
"859","2019-04-23",16.690001
"860","2019-04-24",16.57
"861","2019-04-25",16.129999
"862","2019-04-26",16.48
"863","2019-04-29",16.299999
"864","2019-04-30",15.92
"865","2019-05-01",15.91
"866","2019-05-02",15.82
"867","2019-05-03",16.309999
"868","2019-05-06",16.6
"869","2019-05-07",16.690001
"870","2019-05-08",16.620001
"871","2019-05-09",16.790001
"872","2019-05-10",16.700001
"873","2019-05-13",15.83
"874","2019-05-14",16.120001
"875","2019-05-15",16.190001
"876","2019-05-16",16.1
"877","2019-05-17",15.83
"878","2019-05-20",15.81
"879","2019-05-21",16.01
"880","2019-05-22",15.72
"881","2019-05-23",15.6
"882","2019-05-24",15.99
"883","2019-05-28",15.99
"884","2019-05-29",15.49
"885","2019-05-30",15.13
"886","2019-05-31",14.95
"887","2019-06-03",15.32
"888","2019-06-04",15.72
"889","2019-06-05",15.24
"890","2019-06-06",15.55
"891","2019-06-07",15.24
"892","2019-06-10",15.34
"893","2019-06-11",15.32
"894","2019-06-12",15.07
"895","2019-06-13",14.9
"896","2019-06-14",13.37
"897","2019-06-17",13.69
"898","2019-06-18",13.96
"899","2019-06-19",13.96
"900","2019-06-20",13.99
"901","2019-06-21",14.32
"902","2019-06-24",13.79
"903","2019-06-25",13.34
"904","2019-06-26",13.2
"905","2019-06-27",13.82
"906","2019-06-28",13.59
"907","2019-07-01",13.82
"908","2019-07-02",13.73
"909","2019-07-03",13.84
"910","2019-07-05",13.94
"911","2019-07-08",13.81
"912","2019-07-09",13.42
"913","2019-07-10",12.75
"914","2019-07-11",12.82
"915","2019-07-12",13.64
"916","2019-07-15",13.64
"917","2019-07-16",13.64
"918","2019-07-17",13.26
"919","2019-07-18",12.79
"920","2019-07-19",13.03
"921","2019-07-22",12.53
"922","2019-07-23",12.73
"923","2019-07-24",12.81
"924","2019-07-25",12.37
"925","2019-07-26",12.46
"926","2019-07-29",12.54
"927","2019-07-30",12.06
"928","2019-07-31",12.15
"929","2019-08-01",12.13
"930","2019-08-02",12.26
"931","2019-08-05",11.57
"932","2019-08-06",11.69
"933","2019-08-07",11.62
"934","2019-08-08",11.49
"935","2019-08-09",10.99
"936","2019-08-12",10.1
"937","2019-08-13",10.21
"938","2019-08-14",9.94
"939","2019-08-15",9.86
"940","2019-08-16",10.04
"941","2019-08-19",10.17
"942","2019-08-20",10.08
"943","2019-08-21",10.01
"944","2019-08-22",10.1
"945","2019-08-23",9.38
"946","2019-08-26",9.27
"947","2019-08-27",8.86
"948","2019-08-28",9.23
"949","2019-08-29",8.89
"950","2019-08-30",9.19
"951","2019-09-03",8.88
"952","2019-09-04",9.1
"953","2019-09-05",8.89
"954","2019-09-06",9.12
"955","2019-09-09",10.16
"956","2019-09-10",10.52
"957","2019-09-11",11.02
"958","2019-09-12",9.81
"959","2019-09-13",9.94
"960","2019-09-16",9.77
"961","2019-09-17",9.55
"962","2019-09-18",9.37
"963","2019-09-19",9.21
"964","2019-09-20",9.21
"965","2019-09-23",8.81
"966","2019-09-24",8.43
"967","2019-09-25",8.42
"968","2019-09-26",8.28
"969","2019-09-27",8.63
"970","2019-09-30",8.48
"971","2019-10-01",8.48
"972","2019-10-02",8.29
