"","date","SHLX"
"1","2014-10-29",33.549999
"2","2014-10-30",33.200001
"3","2014-10-31",33.689999
"4","2014-11-03",33.799999
"5","2014-11-04",32.59
"6","2014-11-05",31.950001
"7","2014-11-06",32.599998
"8","2014-11-07",34.18
"9","2014-11-10",35.619999
"10","2014-11-11",36.84
"11","2014-11-12",36.779999
"12","2014-11-13",34.740002
"13","2014-11-14",35.68
"14","2014-11-17",35.369999
"15","2014-11-18",36.990002
"16","2014-11-19",36.619999
"17","2014-11-20",35.610001
"18","2014-11-21",35.220001
"19","2014-11-24",36.84
"20","2014-11-25",38.200001
"21","2014-11-26",38.41
"22","2014-11-28",36.52
"23","2014-12-01",34.299999
"24","2014-12-02",34.279999
"25","2014-12-03",36.09
"26","2014-12-04",36.700001
"27","2014-12-05",37.040001
"28","2014-12-08",34.599998
"29","2014-12-09",34.52
"30","2014-12-10",33.200001
"31","2014-12-11",33.98
"32","2014-12-12",33.860001
"33","2014-12-15",34.189999
"34","2014-12-16",34.900002
"35","2014-12-17",36.18
"36","2014-12-18",35.900002
"37","2014-12-19",35.330002
"38","2014-12-22",36.09
"39","2014-12-23",35.59
"40","2014-12-24",35.27
"41","2014-12-26",36
"42","2014-12-29",38.099998
"43","2014-12-30",39.490002
"44","2014-12-31",40.98
"45","2015-01-02",41.990002
"46","2015-01-05",41.869999
"47","2015-01-06",40.950001
"48","2015-01-07",40.57
"49","2015-01-08",41.189999
"50","2015-01-09",40.689999
"51","2015-01-12",37.740002
"52","2015-01-13",35.540001
"53","2015-01-14",35.740002
"54","2015-01-15",36.610001
"55","2015-01-16",37.540001
"56","2015-01-20",38.950001
"57","2015-01-21",39.93
"58","2015-01-22",40.529999
"59","2015-01-23",41.009998
"60","2015-01-26",42.119999
"61","2015-01-27",40.52
"62","2015-01-28",39.630001
"63","2015-01-29",39.299999
"64","2015-01-30",40.02
"65","2015-02-02",39.290001
"66","2015-02-03",40.59
"67","2015-02-04",39.299999
"68","2015-02-05",39.740002
"69","2015-02-06",38.77
"70","2015-02-09",38.720001
"71","2015-02-10",39.279999
"72","2015-02-11",39.119999
"73","2015-02-12",40.25
"74","2015-02-13",41.66
"75","2015-02-17",42.040001
"76","2015-02-18",42.130001
"77","2015-02-19",41.720001
"78","2015-02-20",41.27
"79","2015-02-23",40.09
"80","2015-02-24",39.290001
"81","2015-02-25",39.5
"82","2015-02-26",39.009998
"83","2015-02-27",39.060001
"84","2015-03-02",39.369999
"85","2015-03-03",39.990002
"86","2015-03-04",39.330002
"87","2015-03-05",39.080002
"88","2015-03-06",38.740002
"89","2015-03-09",38.259998
"90","2015-03-10",39.32
"91","2015-03-11",38.049999
"92","2015-03-12",38.139999
"93","2015-03-13",37.849998
"94","2015-03-16",38.630001
"95","2015-03-17",38.880001
"96","2015-03-18",38.950001
"97","2015-03-19",38.970001
"98","2015-03-20",39.049999
"99","2015-03-23",38.849998
"100","2015-03-24",38.27
"101","2015-03-25",38.779999
"102","2015-03-26",38.860001
"103","2015-03-27",38.919998
"104","2015-03-30",38.98
"105","2015-03-31",39
"106","2015-04-01",38.689999
"107","2015-04-02",38.549999
"108","2015-04-06",36.84
"109","2015-04-07",37.220001
"110","2015-04-08",38.93
"111","2015-04-09",38.939999
"112","2015-04-10",39
"113","2015-04-13",38.549999
"114","2015-04-14",38.98
"115","2015-04-15",38.880001
"116","2015-04-16",38.939999
"117","2015-04-17",38.990002
"118","2015-04-20",38.860001
"119","2015-04-21",38.91
"120","2015-04-22",38.860001
"121","2015-04-23",38.459999
"122","2015-04-24",39.16
"123","2015-04-27",39
"124","2015-04-28",39.02
"125","2015-04-29",38.990002
"126","2015-04-30",40.189999
"127","2015-05-01",41.200001
"128","2015-05-04",41.549999
"129","2015-05-05",40.259998
"130","2015-05-06",40.450001
"131","2015-05-07",40.419998
"132","2015-05-08",40.490002
"133","2015-05-11",41.130001
"134","2015-05-12",41.450001
"135","2015-05-13",42.970001
"136","2015-05-14",44.110001
"137","2015-05-15",44.189999
"138","2015-05-18",43.860001
"139","2015-05-19",43.650002
"140","2015-05-20",43.75
"141","2015-05-21",42.73
"142","2015-05-22",44.32
"143","2015-05-26",44.25
"144","2015-05-27",44.23
"145","2015-05-28",44.970001
"146","2015-05-29",44.900002
"147","2015-06-01",46.73
"148","2015-06-02",48
"149","2015-06-03",47.349998
"150","2015-06-04",47.009998
"151","2015-06-05",47.389999
"152","2015-06-08",46.799999
"153","2015-06-09",46.950001
"154","2015-06-10",47.299999
"155","2015-06-11",47.740002
