"","date","EC"
"84","2009-01-16",19.5
"85","2009-01-20",17.51
"86","2009-01-21",18.15
"87","2009-01-22",17.5
"88","2009-01-23",17.76
"89","2009-01-26",17.65
"90","2009-01-27",17.5
"91","2009-01-28",17.620001
"92","2009-01-29",16.969999
"93","2009-01-30",16.809999
"94","2009-02-02",16.48
"95","2009-02-03",16.58
"96","2009-02-04",16.75
"97","2009-02-05",17.5
"98","2009-02-06",17
"99","2009-02-09",17.450001
"100","2009-02-10",17.16
"101","2009-02-11",16.65
"102","2009-02-12",16.75
"103","2009-02-13",17.110001
"104","2009-02-17",16.74
"105","2009-02-18",16.33
"106","2009-02-19",16.370001
"107","2009-02-20",15.77
"108","2009-02-23",15.31
"109","2009-02-24",16.049999
"110","2009-02-25",15.56
"111","2009-02-26",16.34
"112","2009-02-27",15.85
"113","2009-03-02",16.25
"114","2009-03-03",15.98
"115","2009-03-04",16.879999
"116","2009-03-05",15.66
"117","2009-03-06",16
"118","2009-03-09",16.190001
"119","2009-03-10",16.68
"120","2009-03-11",16.6
"121","2009-03-12",17.219999
"122","2009-03-13",17.129999
"123","2009-03-16",17
"124","2009-03-17",17.690001
"125","2009-03-18",17.98
"126","2009-03-19",18.49
"127","2009-03-20",18.32
"128","2009-03-23",18.700001
"129","2009-03-24",18.209999
"130","2009-03-25",17.299999
"131","2009-03-26",17.84
"132","2009-03-27",17.110001
"133","2009-03-30",16.92
"134","2009-03-31",16.5
"135","2009-04-01",17.24
"136","2009-04-02",17.59
"137","2009-04-03",17.9
"138","2009-04-06",17.75
"139","2009-04-07",17.959999
"140","2009-04-08",17.959999
"141","2009-04-09",18.219999
"142","2009-04-13",17.9
"143","2009-04-14",17.99
"144","2009-04-15",17.99
"145","2009-04-16",18.219999
"146","2009-04-17",18.1
"147","2009-04-20",17.5
"148","2009-04-21",17.530001
"149","2009-04-22",18.5
"150","2009-04-23",18.17
"151","2009-04-24",18.73
"152","2009-04-27",18.33
"153","2009-04-28",17.84
"154","2009-04-29",18.34
"155","2009-04-30",18.01
"156","2009-05-01",18.9
"157","2009-05-04",19.15
"158","2009-05-05",19.34
"159","2009-05-06",19.27
"160","2009-05-07",20.049999
"161","2009-05-08",20.99
"162","2009-05-11",20.280001
"163","2009-05-12",20.67
"164","2009-05-13",20.040001
"165","2009-05-14",20.469999
"166","2009-05-15",20.48
"167","2009-05-18",20.73
"168","2009-05-19",21.129999
"169","2009-05-20",21.459999
"170","2009-05-21",20.93
"171","2009-05-22",21.540001
"172","2009-05-26",21.379999
"173","2009-05-27",21.23
"174","2009-05-28",22.16
"175","2009-05-29",22.290001
"176","2009-06-01",23.34
"177","2009-06-02",23.75
"178","2009-06-03",22.77
"179","2009-06-04",24
"180","2009-06-05",23.74
"181","2009-06-08",23.219999
"182","2009-06-09",23.51
"183","2009-06-10",23.940001
"184","2009-06-11",24.889999
"185","2009-06-12",24.77
"186","2009-06-15",24.43
"187","2009-06-16",23.9
"188","2009-06-17",23.700001
"189","2009-06-18",24.5
"190","2009-06-19",24.360001
"191","2009-06-22",23.49
"192","2009-06-23",24
"193","2009-06-24",23.200001
"194","2009-06-25",23.469999
"195","2009-06-26",23.969999
"196","2009-06-29",24.620001
"197","2009-06-30",24.389999
"198","2009-07-01",25.1
"199","2009-07-02",24.43
"200","2009-07-06",24.639999
"201","2009-07-07",23.799999
"202","2009-07-08",24
"203","2009-07-09",23.639999
"204","2009-07-10",24.23
"205","2009-07-13",24.5
"206","2009-07-14",24.35
"207","2009-07-15",25.35
"208","2009-07-16",25.469999
"209","2009-07-17",26.48
"210","2009-07-20",27.02
"211","2009-07-21",26.879999
"212","2009-07-22",27.1
"213","2009-07-23",28.77
"214","2009-07-24",28.549999
"215","2009-07-27",27.92
"216","2009-07-28",27.139999
"217","2009-07-29",26.25
"218","2009-07-30",27.379999
"219","2009-07-31",27.57
"220","2009-08-03",28.049999
"221","2009-08-04",28.129999
"222","2009-08-05",28.129999
"223","2009-08-06",28.059999
"224","2009-08-07",28.190001
"225","2009-08-10",28.18
"226","2009-08-11",27.23
"227","2009-08-12",26.950001
"228","2009-08-13",27.85
"229","2009-08-14",27.559999
"230","2009-08-17",26.5
"231","2009-08-18",26.41
"232","2009-08-19",27.18
"233","2009-08-20",27.25
"234","2009-08-21",27.700001
"235","2009-08-24",27.59
"236","2009-08-25",27.4
"237","2009-08-26",26.879999
"238","2009-08-27",27.040001
"239","2009-08-28",26.58
"240","2009-08-31",25.9
"241","2009-09-01",24.92
"242","2009-09-02",25.549999
"243","2009-09-03",26.09
"244","2009-09-04",26.41
"245","2009-09-08",27.799999
"246","2009-09-09",26.969999
"247","2009-09-10",27.02
"248","2009-09-11",26.299999
"249","2009-09-14",26.4
"250","2009-09-15",27.15
"251","2009-09-16",27.5
"252","2009-09-17",27.040001
"253","2009-09-18",27.92
"254","2009-09-21",27.93
"255","2009-09-22",28.33
"256","2009-09-23",28.209999
"257","2009-09-24",27.6
"258","2009-09-25",27.99
"259","2009-09-28",28
"260","2009-09-29",28.040001
"261","2009-09-30",28.59
"262","2009-10-01",27.52
"263","2009-10-02",27.940001
"264","2009-10-05",28.4
"265","2009-10-06",28.67
"266","2009-10-07",28.85
"267","2009-10-08",29.219999
"268","2009-10-09",29.5
"269","2009-10-12",30
"270","2009-10-13",29.74
"271","2009-10-14",29.99
"272","2009-10-15",29.389999
"273","2009-10-16",29.459999
"274","2009-10-19",29.32
"275","2009-10-20",28.280001
"276","2009-10-21",28.379999
"277","2009-10-22",27.84
"278","2009-10-23",27.549999
"279","2009-10-26",26.84
"280","2009-10-27",26.24
"281","2009-10-28",24.870001
"282","2009-10-29",26.200001
"283","2009-10-30",25.790001
"284","2009-11-02",25.799999
"285","2009-11-03",25.32
"286","2009-11-04",26.280001
"287","2009-11-05",26.870001
"288","2009-11-06",26.59
"289","2009-11-09",27.200001
"290","2009-11-10",27.27
"291","2009-11-11",27.120001
"292","2009-11-12",26.889999
"293","2009-11-13",26.530001
"294","2009-11-16",27.4
"295","2009-11-17",27.139999
"296","2009-11-18",27.07
"297","2009-11-19",26.76
"298","2009-11-20",25.85
"299","2009-11-23",26.52
"300","2009-11-24",26.469999
"301","2009-11-25",26.879999
"302","2009-11-27",26.040001
"303","2009-11-30",24.809999
"304","2009-12-01",25.58
"305","2009-12-02",25.5
"306","2009-12-03",25.91
"307","2009-12-04",25.780001
"308","2009-12-07",25.370001
"309","2009-12-08",25.190001
"310","2009-12-09",25.59
"311","2009-12-10",25.1
"312","2009-12-11",25.41
"313","2009-12-14",24.950001
"314","2009-12-15",24.85
"315","2009-12-16",25.08
"316","2009-12-17",24.299999
"317","2009-12-18",24.51
"318","2009-12-21",24.24
"319","2009-12-22",23.99
"320","2009-12-23",24.23
"321","2009-12-24",24.200001
"322","2009-12-28",24.440001
"323","2009-12-29",24.17
"324","2009-12-30",23.959999
"325","2009-12-31",24.26
"326","2010-01-04",24.91
"327","2010-01-05",24.889999
"328","2010-01-06",25.01
"329","2010-01-07",25.08
"330","2010-01-08",25.34
"331","2010-01-11",26
"332","2010-01-12",25.27
"333","2010-01-13",25.040001
"334","2010-01-14",25.25
"335","2010-01-15",25.41
"336","2010-01-19",25.639999
"337","2010-01-20",25.059999
"338","2010-01-21",23.6
"339","2010-01-22",23.77
"340","2010-01-25",24.379999
"341","2010-01-26",24.139999
"342","2010-01-27",24.77
"343","2010-01-28",24.5
"344","2010-01-29",24.360001
"345","2010-02-01",25
"346","2010-02-02",25.309999
"347","2010-02-03",24.799999
"348","2010-02-04",24
"349","2010-02-05",24.23
"350","2010-02-08",23.950001
"351","2010-02-09",24.879999
"352","2010-02-10",25.32
"353","2010-02-11",25.73
"354","2010-02-12",25.42
"355","2010-02-16",25.860001
"356","2010-02-17",26.049999
"357","2010-02-18",26.15
"358","2010-02-19",25.98
"359","2010-02-22",25.83
"360","2010-02-23",26.23
"361","2010-02-24",27.09
"362","2010-02-25",26.709999
"363","2010-02-26",26.91
"364","2010-03-01",27.059999
"365","2010-03-02",27.379999
"366","2010-03-03",27.299999
"367","2010-03-04",26.98
"368","2010-03-05",27.889999
"369","2010-03-08",27.969999
"370","2010-03-09",27.959999
"371","2010-03-10",28.379999
"372","2010-03-11",28.690001
"373","2010-03-12",28.15
"374","2010-03-15",28.59
"375","2010-03-16",28.4
"376","2010-03-17",28.73
"377","2010-03-18",28.459999
"378","2010-03-19",28.110001
"379","2010-03-22",28.08
"380","2010-03-23",28.42
"381","2010-03-24",28.07
"382","2010-03-25",28.030001
"383","2010-03-26",27.91
"384","2010-03-29",28.190001
"385","2010-03-30",28.190001
"386","2010-03-31",28.33
"387","2010-04-01",28.59
"388","2010-04-05",28.389999
"389","2010-04-06",28.780001
"390","2010-04-07",28.190001
"391","2010-04-08",28.34
"392","2010-04-09",28.139999
"393","2010-04-12",27.959999
"394","2010-04-13",27.92
"395","2010-04-14",27.9
"396","2010-04-15",27.879999
"397","2010-04-16",27.6
"398","2010-04-19",27.26
"399","2010-04-20",27.540001
"400","2010-04-21",28.16
"401","2010-04-22",28.02
"402","2010-04-23",28.459999
"403","2010-04-26",28.610001
"404","2010-04-27",27.9
"405","2010-04-28",27.799999
"406","2010-04-29",28.280001
"407","2010-04-30",28.48
"408","2010-05-03",28.43
"409","2010-05-04",27.690001
"410","2010-05-05",27.440001
"411","2010-05-06",26.219999
"412","2010-05-07",26.16
"413","2010-05-10",27.450001
"414","2010-05-11",27.719999
"415","2010-05-12",28.41
"416","2010-05-13",28.17
"417","2010-05-14",27.290001
"418","2010-05-17",27.48
"419","2010-05-18",27.32
"420","2010-05-19",27.17
"421","2010-05-20",26
"422","2010-05-21",26.459999
"423","2010-05-24",26.73
"424","2010-05-25",26.969999
"425","2010-05-26",26.6
"426","2010-05-27",27.709999
"427","2010-05-28",27.360001
"428","2010-06-01",27.34
"429","2010-06-02",28.049999
"430","2010-06-03",28.139999
"431","2010-06-04",27.440001
"432","2010-06-07",26.85
"433","2010-06-08",27.879999
"434","2010-06-09",27.610001
"435","2010-06-10",28.48
"436","2010-06-11",28.450001
"437","2010-06-14",28.25
"438","2010-06-15",28.610001
"439","2010-06-16",28.77
"440","2010-06-17",28.99
"441","2010-06-18",29.040001
"442","2010-06-21",29.360001
"443","2010-06-22",28.76
"444","2010-06-23",29.58
"445","2010-06-24",28.67
"446","2010-06-25",28.959999
"447","2010-06-28",29.1
"448","2010-06-29",29
"449","2010-06-30",28.67
"450","2010-07-01",28.84
"451","2010-07-02",28.9
"452","2010-07-06",28.92
"453","2010-07-07",29.889999
"454","2010-07-08",29.940001
"455","2010-07-09",30.83
"456","2010-07-12",30.709999
"457","2010-07-13",30.82
"458","2010-07-14",31.530001
"459","2010-07-15",32.169998
"460","2010-07-16",32.200001
"461","2010-07-19",32.150002
"462","2010-07-20",32.880001
"463","2010-07-21",32.59
"464","2010-07-22",33.630001
"465","2010-07-23",33.689999
"466","2010-07-26",33.950001
"467","2010-07-27",33.880001
"468","2010-07-28",33.630001
"469","2010-07-29",33.82
"470","2010-07-30",34.119999
"471","2010-08-02",34.490002
"472","2010-08-03",35.810001
"473","2010-08-04",36.41
"474","2010-08-05",37.459999
"475","2010-08-06",37.470001
"476","2010-08-09",37.630001
"477","2010-08-10",36.830002
"478","2010-08-11",36.009998
"479","2010-08-12",35.330002
"480","2010-08-13",36.68
"481","2010-08-16",37.23
"482","2010-08-17",36.869999
"483","2010-08-18",36.830002
"484","2010-08-19",36.75
"485","2010-08-20",36.810001
"486","2010-08-23",36.610001
"487","2010-08-24",37.209999
"488","2010-08-25",37.040001
"489","2010-08-26",37.889999
"490","2010-08-27",38.299999
"491","2010-08-30",37.740002
"492","2010-08-31",38.73
"493","2010-09-01",40.43
"494","2010-09-02",38.98
"495","2010-09-03",40.380001
"496","2010-09-07",40.27
"497","2010-09-08",41.82
"498","2010-09-09",42.240002
"499","2010-09-10",41.470001
"500","2010-09-13",41.259998
"501","2010-09-14",40.68
"502","2010-09-15",39.27
"503","2010-09-16",39.330002
"504","2010-09-17",39.310001
"505","2010-09-20",40.400002
"506","2010-09-21",40.98
"507","2010-09-22",39.880001
"508","2010-09-23",39.099998
"509","2010-09-24",39.599998
"510","2010-09-27",40.02
"511","2010-09-28",40.990002
"512","2010-09-29",42.360001
"513","2010-09-30",41.75
"514","2010-10-01",42.009998
"515","2010-10-04",41.400002
"516","2010-10-05",43.799999
"517","2010-10-06",46.32
"518","2010-10-07",44.540001
"519","2010-10-08",45.27
"520","2010-10-11",46.049999
"521","2010-10-12",46.790001
"522","2010-10-13",47.27
"523","2010-10-14",46.669998
"524","2010-10-15",47.150002
"525","2010-10-18",48.189999
"526","2010-10-19",47.529999
"527","2010-10-20",47.59
"528","2010-10-21",47.580002
"529","2010-10-22",47.82
"530","2010-10-25",47.900002
"531","2010-10-26",47.91
"532","2010-10-27",47.740002
"533","2010-10-28",46.810001
"534","2010-10-29",47.740002
"535","2010-11-01",48.240002
"536","2010-11-02",48.279999
"537","2010-11-03",48.450001
"538","2010-11-04",49.849998
"539","2010-11-05",51.59
"540","2010-11-08",51.919998
"541","2010-11-09",50.880001
"542","2010-11-10",50
"543","2010-11-11",47.779999
"544","2010-11-12",45.330002
"545","2010-11-15",46.02
"546","2010-11-16",43.68
"547","2010-11-17",44.849998
"548","2010-11-18",46.130001
"549","2010-11-19",43.860001
"550","2010-11-22",44
"551","2010-11-23",42.75
"552","2010-11-24",43.73
"553","2010-11-26",41.139999
"554","2010-11-29",40.470001
"555","2010-11-30",40.169998
"556","2010-12-01",40.790001
"557","2010-12-02",42.380001
"558","2010-12-03",41.880001
"559","2010-12-06",43.169998
"560","2010-12-07",42.400002
"561","2010-12-08",42.470001
"562","2010-12-09",43.200001
"563","2010-12-10",43.77
"564","2010-12-13",42.900002
"565","2010-12-14",43.900002
"566","2010-12-15",42.599998
"567","2010-12-16",42.5
"568","2010-12-17",40.950001
"569","2010-12-20",41.369999
"570","2010-12-21",41.630001
"571","2010-12-22",42.59
"572","2010-12-23",41.98
"573","2010-12-27",42.029999
"574","2010-12-28",41.5
"575","2010-12-29",42.580002
"576","2010-12-30",43.029999
"577","2010-12-31",43.619999
"578","2011-01-03",42.52
"579","2011-01-04",41.700001
"580","2011-01-05",41.279999
"581","2011-01-06",40.810001
"582","2011-01-07",40.970001
"583","2011-01-10",40.939999
"584","2011-01-11",41.25
"585","2011-01-12",42.25
"586","2011-01-13",43.169998
"587","2011-01-14",43.060001
"588","2011-01-18",43.810001
"589","2011-01-19",43.560001
"590","2011-01-20",42.41
"591","2011-01-21",42.73
"592","2011-01-24",42.330002
"593","2011-01-25",41.389999
"594","2011-01-26",42.650002
"595","2011-01-27",42.369999
"596","2011-01-28",42.259998
"597","2011-01-31",42.740002
"598","2011-02-01",43.099998
"599","2011-02-02",42.689999
"600","2011-02-03",42.07
"601","2011-02-04",41.389999
"602","2011-02-07",41.720001
"603","2011-02-08",42.18
"604","2011-02-09",42.380001
"605","2011-02-10",41.68
"606","2011-02-11",41.259998
"607","2011-02-14",41.330002
"608","2011-02-15",41.029999
"609","2011-02-16",41.040001
"610","2011-02-17",40.57
"611","2011-02-18",39.98
"612","2011-02-22",39.73
"613","2011-02-23",41.68
"614","2011-02-24",41.849998
"615","2011-02-25",41.759998
"616","2011-02-28",41.860001
"617","2011-03-01",41.98
"618","2011-03-02",41.91
"619","2011-03-03",42.610001
"620","2011-03-04",43.189999
"621","2011-03-07",43.060001
"622","2011-03-08",42.400002
"623","2011-03-09",42.610001
"624","2011-03-10",41.970001
"625","2011-03-11",41.990002
"626","2011-03-14",41.5
"627","2011-03-15",39.990002
"628","2011-03-16",39.540001
"629","2011-03-17",40.52
"630","2011-03-18",40.200001
"631","2011-03-21",40.880001
"632","2011-03-22",41.209999
"633","2011-03-23",42.009998
"634","2011-03-24",41.549999
"635","2011-03-25",40.720001
"636","2011-03-28",41.220001
"637","2011-03-29",41.220001
"638","2011-03-30",41.5
"639","2011-03-31",41.669998
"640","2011-04-01",42.029999
"641","2011-04-04",42.259998
"642","2011-04-05",42.630001
"643","2011-04-06",42.360001
"644","2011-04-07",41.59
"645","2011-04-08",41.490002
"646","2011-04-11",40.470001
"647","2011-04-12",39.66
"648","2011-04-13",40.540001
"649","2011-04-14",40.630001
"650","2011-04-15",40.610001
"651","2011-04-18",40.02
"652","2011-04-19",40.720001
"653","2011-04-20",42.18
"654","2011-04-21",42.889999
"655","2011-04-25",42.599998
"656","2011-04-26",42.740002
"657","2011-04-27",42.91
"658","2011-04-28",43.669998
"659","2011-04-29",43.869999
"660","2011-05-02",43.540001
"661","2011-05-03",42.77
"662","2011-05-04",43.040001
"663","2011-05-05",42.490002
"664","2011-05-06",42.529999
"665","2011-05-09",42.419998
"666","2011-05-10",43.830002
"667","2011-05-11",43.18
"668","2011-05-12",43.450001
"669","2011-05-13",43.259998
"670","2011-05-16",42.139999
"671","2011-05-17",42.389999
"672","2011-05-18",42.540001
"673","2011-05-19",43.830002
"674","2011-05-20",43.540001
"675","2011-05-23",43.130001
"676","2011-05-24",43.23
"677","2011-05-25",43.099998
"678","2011-05-26",43.540001
"679","2011-05-27",43.98
"680","2011-05-31",45.470001
"681","2011-06-01",44.869999
"682","2011-06-02",45.040001
"683","2011-06-03",45.23
"684","2011-06-06",45.610001
"685","2011-06-07",46
"686","2011-06-08",45.880001
"687","2011-06-09",45.490002
"688","2011-06-10",45.139999
"689","2011-06-13",45
"690","2011-06-14",44.810001
"691","2011-06-15",43.130001
"692","2011-06-16",42.650002
"693","2011-06-17",42.599998
"694","2011-06-20",42.540001
"695","2011-06-21",42.75
"696","2011-06-22",42.84
"697","2011-06-23",42.34
"698","2011-06-24",42.299999
"699","2011-06-27",42.709999
"700","2011-06-28",42.93
"701","2011-06-29",43.57
"702","2011-06-30",44.009998
"703","2011-07-01",44.23
"704","2011-07-05",43.68
"705","2011-07-06",42.790001
"706","2011-07-07",42.419998
"707","2011-07-08",42.310001
"708","2011-07-11",40.880001
"709","2011-07-12",40.650002
"710","2011-07-13",41.330002
"711","2011-07-14",41.099998
"712","2011-07-15",40.869999
"713","2011-07-18",41.459999
"714","2011-07-19",42.130001
"715","2011-07-20",41.950001
"716","2011-07-21",42.240002
"717","2011-07-22",42.360001
"718","2011-07-25",42.830002
"719","2011-07-26",42.470001
"720","2011-07-27",42.360001
"721","2011-07-28",42.5
"722","2011-07-29",42.25
"723","2011-08-01",42.549999
"724","2011-08-02",41.860001
"725","2011-08-03",42.220001
"726","2011-08-04",40.939999
"727","2011-08-05",40.900002
"728","2011-08-08",39.310001
"729","2011-08-09",41.389999
"730","2011-08-10",40.490002
"731","2011-08-11",41.200001
"732","2011-08-12",41.82
"733","2011-08-15",42.849998
"734","2011-08-16",41.84
"735","2011-08-17",42.119999
"736","2011-08-18",40.369999
"737","2011-08-19",40.220001
"738","2011-08-22",40.709999
"739","2011-08-23",41.41
"740","2011-08-24",40.66
"741","2011-08-25",40.330002
"742","2011-08-26",40.759998
"743","2011-08-29",42.650002
"744","2011-08-30",43.470001
"745","2011-08-31",43.720001
"746","2011-09-01",43.810001
"747","2011-09-02",43.669998
"748","2011-09-06",43.130001
"749","2011-09-07",43.509998
"750","2011-09-08",43.139999
"751","2011-09-09",42.470001
"752","2011-09-12",42.450001
"753","2011-09-13",42.84
"754","2011-09-14",42.810001
"755","2011-09-15",44.150002
"756","2011-09-16",45.529999
"757","2011-09-19",44.610001
"758","2011-09-20",44.560001
"759","2011-09-21",42.700001
"760","2011-09-22",40.32
"761","2011-09-23",40.09
"762","2011-09-26",40.759998
"763","2011-09-27",41.060001
"764","2011-09-28",40.130001
"765","2011-09-29",41.549999
"766","2011-09-30",40.290001
"767","2011-10-03",38.470001
"768","2011-10-04",39.419998
"769","2011-10-05",40.330002
"770","2011-10-06",40.400002
"771","2011-10-07",40.32
"772","2011-10-10",40.880001
"773","2011-10-11",40.639999
"774","2011-10-12",41.200001
"775","2011-10-13",41.119999
"776","2011-10-14",42.07
"777","2011-10-17",41.950001
"778","2011-10-18",41.889999
"779","2011-10-19",41.470001
"780","2011-10-20",41.73
"781","2011-10-21",42.529999
"782","2011-10-24",42.939999
"783","2011-10-25",42.619999
"784","2011-10-26",42.799999
"785","2011-10-27",44.02
"786","2011-10-28",43.580002
"787","2011-10-31",42.540001
"788","2011-11-01",41.98
"789","2011-11-02",42.23
"790","2011-11-03",42.560001
"791","2011-11-04",42.060001
"792","2011-11-07",42.919998
"793","2011-11-08",42.880001
"794","2011-11-09",41.860001
"795","2011-11-10",41.869999
"796","2011-11-11",42.150002
"797","2011-11-14",42.23
"798","2011-11-15",42.049999
"799","2011-11-16",41.610001
"800","2011-11-17",41.439999
"801","2011-11-18",41.560001
"802","2011-11-21",40.799999
"803","2011-11-22",40.990002
"804","2011-11-23",40.009998
"805","2011-11-25",39.93
"806","2011-11-28",41.189999
"807","2011-11-29",41.23
"808","2011-11-30",42.220001
"809","2011-12-01",42.470001
"810","2011-12-02",43.360001
"811","2011-12-05",42.880001
"812","2011-12-06",42.369999
"813","2011-12-07",43.130001
"814","2011-12-08",42.669998
"815","2011-12-09",43.450001
"816","2011-12-12",43.119999
"817","2011-12-13",43.18
"818","2011-12-14",42.5
"819","2011-12-15",42.869999
"820","2011-12-16",43
"821","2011-12-19",42.689999
"822","2011-12-20",43.779999
"823","2011-12-21",44.200001
"824","2011-12-22",44.68
"825","2011-12-23",44.700001
"826","2011-12-27",44.549999
"827","2011-12-28",43.959999
"828","2011-12-29",44.549999
"829","2011-12-30",44.52
"830","2012-01-03",44.970001
"831","2012-01-04",46.02
"832","2012-01-05",45.959999
"833","2012-01-06",45.779999
"834","2012-01-09",46.529999
"835","2012-01-10",48.220001
"836","2012-01-11",48.869999
"837","2012-01-12",47.279999
"838","2012-01-13",48.48
"839","2012-01-17",49.16
"840","2012-01-18",50.619999
"841","2012-01-19",49.93
"842","2012-01-20",50.029999
"843","2012-01-23",50.610001
"844","2012-01-24",50.27
"845","2012-01-25",50.709999
"846","2012-01-26",50.23
"847","2012-01-27",50.25
"848","2012-01-30",50.610001
"849","2012-01-31",51.07
"850","2012-02-01",51.279999
"851","2012-02-02",52.560001
"852","2012-02-03",52.59
"853","2012-02-06",52.049999
"854","2012-02-07",52.419998
"855","2012-02-08",53.02
"856","2012-02-09",53.470001
"857","2012-02-10",52.91
"858","2012-02-13",53.580002
"859","2012-02-14",53.529999
"860","2012-02-15",53.689999
"861","2012-02-16",55.630001
"862","2012-02-17",57.200001
"863","2012-02-21",55.349998
"864","2012-02-22",55.41
"865","2012-02-23",55.790001
"866","2012-02-24",56.32
"867","2012-02-27",56.48
"868","2012-02-28",56.669998
"869","2012-02-29",58.189999
"870","2012-03-01",59.59
"871","2012-03-02",58.73
"872","2012-03-05",58.970001
"873","2012-03-06",58.049999
"874","2012-03-07",58.470001
"875","2012-03-08",58.689999
"876","2012-03-09",58.360001
"877","2012-03-12",58.240002
"878","2012-03-13",60.5
"879","2012-03-14",60.25
"880","2012-03-15",60.139999
"881","2012-03-16",59.619999
"882","2012-03-19",60.84
"883","2012-03-20",59.25
"884","2012-03-21",59.709999
"885","2012-03-22",59.720001
"886","2012-03-23",60.720001
"887","2012-03-26",61.860001
"888","2012-03-27",61.490002
"889","2012-03-28",60.73
"890","2012-03-29",60.540001
"891","2012-03-30",61.09
"892","2012-04-02",62.27
"893","2012-04-03",63.130001
"894","2012-04-04",62.880001
"895","2012-04-05",62.650002
"896","2012-04-09",63.630001
"897","2012-04-10",63.299999
"898","2012-04-11",62.5
"899","2012-04-12",62.490002
"900","2012-04-13",62.73
"901","2012-04-16",63.610001
"902","2012-04-17",64.400002
"903","2012-04-18",63.630001
"904","2012-04-19",60.5
"905","2012-04-20",59.349998
"906","2012-04-23",59.77
"907","2012-04-24",59.639999
"908","2012-04-25",61.5
"909","2012-04-26",62.360001
"910","2012-04-27",63.110001
"911","2012-04-30",64.699997
"912","2012-05-01",67.480003
"913","2012-05-02",66.68
"914","2012-05-03",66.440002
"915","2012-05-04",63.66
"916","2012-05-07",64.449997
"917","2012-05-08",63.849998
"918","2012-05-09",63.57
"919","2012-05-10",63.630001
"920","2012-05-11",63.060001
"921","2012-05-14",61.759998
"922","2012-05-15",60.939999
"923","2012-05-16",60.700001
"924","2012-05-17",58.66
"925","2012-05-18",58.330002
"926","2012-05-21",58.049999
"927","2012-05-22",59.240002
"928","2012-05-23",58.709999
"929","2012-05-24",57.310001
"930","2012-05-25",57.73
"931","2012-05-29",60.119999
"932","2012-05-30",58.790001
"933","2012-05-31",59.560001
"934","2012-06-01",58.060001
"935","2012-06-04",58.82
"936","2012-06-05",58.84
"937","2012-06-06",59.240002
"938","2012-06-07",59.439999
"939","2012-06-08",58.77
"940","2012-06-11",57.830002
"941","2012-06-12",57.869999
"942","2012-06-13",57.380001
"943","2012-06-14",58.060001
"944","2012-06-15",59.349998
"945","2012-06-18",59.84
"946","2012-06-19",61.189999
"947","2012-06-20",61.259998
"948","2012-06-21",58.529999
"949","2012-06-22",56.240002
"950","2012-06-25",53.830002
"951","2012-06-26",54.130001
"952","2012-06-27",55.34
"953","2012-06-28",54.259998
"954","2012-06-29",55.790001
"955","2012-07-02",54.919998
"956","2012-07-03",56.68
"957","2012-07-05",56.630001
"958","2012-07-06",55.740002
"959","2012-07-09",55.900002
"960","2012-07-10",55.389999
"961","2012-07-11",55.77
"962","2012-07-12",55.259998
"963","2012-07-13",55.91
