"","date","SNE"
"1","2007-01-03",42.91
"2","2007-01-04",43.799999
"3","2007-01-05",44.799999
"4","2007-01-08",44.810001
"5","2007-01-09",46.400002
"6","2007-01-10",45.779999
"7","2007-01-11",45.650002
"8","2007-01-12",47.68
"9","2007-01-16",47
"10","2007-01-17",47.540001
"11","2007-01-18",46.360001
"12","2007-01-19",47.060001
"13","2007-01-22",46.299999
"14","2007-01-23",46.630001
"15","2007-01-24",46.860001
"16","2007-01-25",47.119999
"17","2007-01-26",47.830002
"18","2007-01-29",47
"19","2007-01-30",46.299999
"20","2007-01-31",46.330002
"21","2007-02-01",47.48
"22","2007-02-02",47.610001
"23","2007-02-05",47.630001
"24","2007-02-06",48.810001
"25","2007-02-07",48.75
"26","2007-02-08",48.369999
"27","2007-02-09",49.099998
"28","2007-02-12",48.84
"29","2007-02-13",49.709999
"30","2007-02-14",51.990002
"31","2007-02-15",51.790001
"32","2007-02-16",52.560001
"33","2007-02-20",52.540001
"34","2007-02-21",52.91
"35","2007-02-22",52.470001
"36","2007-02-23",52.27
"37","2007-02-26",52.900002
"38","2007-02-27",51.700001
"39","2007-02-28",51.73
"40","2007-03-01",51.869999
"41","2007-03-02",49.43
"42","2007-03-05",49
"43","2007-03-06",50.650002
"44","2007-03-07",50.099998
"45","2007-03-08",51.380001
"46","2007-03-09",52.490002
"47","2007-03-12",52.880001
"48","2007-03-13",51.27
"49","2007-03-14",50.560001
"50","2007-03-15",51.09
"51","2007-03-16",51.290001
"52","2007-03-19",52.32
"53","2007-03-20",51.82
"54","2007-03-21",52.77
"55","2007-03-22",52.830002
"56","2007-03-23",53.09
"57","2007-03-26",52.490002
"58","2007-03-27",52.349998
"59","2007-03-28",51.220001
"60","2007-03-29",51.09
"61","2007-03-30",50.490002
"62","2007-04-02",49.849998
"63","2007-04-03",51.09
"64","2007-04-04",51.779999
"65","2007-04-05",52.119999
"66","2007-04-09",53.25
"67","2007-04-10",54.009998
"68","2007-04-11",53.360001
"69","2007-04-12",54.540001
"70","2007-04-13",54.950001
"71","2007-04-16",55.459999
"72","2007-04-17",55.200001
"73","2007-04-18",55.209999
"74","2007-04-19",54.389999
"75","2007-04-20",54.669998
"76","2007-04-23",54.77
"77","2007-04-24",54.5
"78","2007-04-25",55.220001
"79","2007-04-26",54.200001
"80","2007-04-27",53.48
"81","2007-04-30",53.259998
"82","2007-05-01",52.830002
"83","2007-05-02",53.700001
"84","2007-05-03",53.66
"85","2007-05-04",53.950001
"86","2007-05-07",54.41
"87","2007-05-08",54.459999
"88","2007-05-09",55.630001
"89","2007-05-10",53.84
"90","2007-05-11",54.060001
"91","2007-05-14",54.110001
"92","2007-05-15",52.700001
"93","2007-05-16",55.849998
"94","2007-05-17",55.049999
"95","2007-05-18",55.560001
"96","2007-05-21",57.380001
"97","2007-05-22",59.459999
"98","2007-05-23",58.060001
"99","2007-05-24",56.52
"100","2007-05-25",56.75
"101","2007-05-29",56.709999
"102","2007-05-30",57.23
"103","2007-05-31",57.700001
"104","2007-06-01",57.09
"105","2007-06-04",56.700001
"106","2007-06-05",55.959999
"107","2007-06-06",55.68
"108","2007-06-07",54.759998
"109","2007-06-08",54.700001
"110","2007-06-11",54.889999
"111","2007-06-12",53.599998
"112","2007-06-13",55.099998
"113","2007-06-14",54.5
"114","2007-06-15",54.529999
"115","2007-06-18",54.150002
"116","2007-06-19",54.18
"117","2007-06-20",53.18
"118","2007-06-21",53.099998
"119","2007-06-22",52.41
"120","2007-06-25",51.98
"121","2007-06-26",51.299999
"122","2007-06-27",51.16
"123","2007-06-28",50.48
"124","2007-06-29",51.369999
"125","2007-07-02",51.57
"126","2007-07-03",50.669998
"127","2007-07-05",52.369999
"128","2007-07-06",53.139999
"129","2007-07-09",53.040001
"130","2007-07-10",52.130001
"131","2007-07-11",52.080002
"132","2007-07-12",52.790001
"133","2007-07-13",52.75
"134","2007-07-16",52.470001
"135","2007-07-17",51.919998
"136","2007-07-18",51.540001
"137","2007-07-19",52.209999
"138","2007-07-20",51.18
"139","2007-07-23",51.07
"140","2007-07-24",51.66
"141","2007-07-25",52.310001
"142","2007-07-26",51.360001
"143","2007-07-27",53.040001
"144","2007-07-30",53.759998
"145","2007-07-31",52.740002
"146","2007-08-01",52.029999
"147","2007-08-02",51.360001
"148","2007-08-03",49.77
"149","2007-08-06",50.700001
"150","2007-08-07",50.630001
"151","2007-08-08",49.459999
"152","2007-08-09",48.900002
"153","2007-08-10",48
"154","2007-08-13",48.400002
"155","2007-08-14",47.099998
"156","2007-08-15",46.459999
"157","2007-08-16",46.740002
"158","2007-08-17",46.57
