"","date","LYV"
"1","2007-01-03",23.17
"2","2007-01-04",23.700001
"3","2007-01-05",23.26
"4","2007-01-08",23.52
"5","2007-01-09",23.42
"6","2007-01-10",23.6
"7","2007-01-11",23.959999
"8","2007-01-12",23.6
"9","2007-01-16",23.559999
"10","2007-01-17",23.73
"11","2007-01-18",24.110001
"12","2007-01-19",24.77
"13","2007-01-22",24.559999
"14","2007-01-23",24.370001
"15","2007-01-24",24.74
"16","2007-01-25",24.209999
"17","2007-01-26",24.450001
"18","2007-01-29",24.41
"19","2007-01-30",24.34
"20","2007-01-31",24.68
"21","2007-02-01",24.48
"22","2007-02-02",24.459999
"23","2007-02-05",24.5
"24","2007-02-06",24.77
"25","2007-02-07",25
"26","2007-02-08",25.049999
"27","2007-02-09",24.66
"28","2007-02-12",24.299999
"29","2007-02-13",24.860001
"30","2007-02-14",24.75
"31","2007-02-15",24.77
"32","2007-02-16",24.950001
"33","2007-02-20",24.639999
"34","2007-02-21",24.65
"35","2007-02-22",24.41
"36","2007-02-23",24.120001
"37","2007-02-26",24.16
"38","2007-02-27",23.299999
"39","2007-02-28",23.139999
"40","2007-03-01",23.040001
"41","2007-03-02",22.219999
"42","2007-03-05",21.110001
"43","2007-03-06",21.75
"44","2007-03-07",21.209999
"45","2007-03-08",22.110001
"46","2007-03-09",22.26
"47","2007-03-12",22.32
"48","2007-03-13",21.49
"49","2007-03-14",21.76
"50","2007-03-15",22.209999
"51","2007-03-16",22.040001
"52","2007-03-19",22.02
"53","2007-03-20",22.59
"54","2007-03-21",22.91
"55","2007-03-22",22.92
"56","2007-03-23",23.120001
"57","2007-03-26",22.84
"58","2007-03-27",22.59
"59","2007-03-28",22.77
"60","2007-03-29",22.629999
"61","2007-03-30",22.059999
"62","2007-04-02",21.549999
"63","2007-04-03",21.790001
"64","2007-04-04",21.620001
"65","2007-04-05",21.5
"66","2007-04-09",21.41
"67","2007-04-10",21.6
"68","2007-04-11",21.57
"69","2007-04-12",21.290001
"70","2007-04-13",21.24
"71","2007-04-16",21.709999
"72","2007-04-17",21.73
"73","2007-04-18",21.49
"74","2007-04-19",21.35
"75","2007-04-20",22.32
"76","2007-04-23",21.35
"77","2007-04-24",21.299999
"78","2007-04-25",21.379999
"79","2007-04-26",21.120001
"80","2007-04-27",20.700001
"81","2007-04-30",20.290001
"82","2007-05-01",20.219999
"83","2007-05-02",20.5
"84","2007-05-03",20.709999
"85","2007-05-04",20.940001
"86","2007-05-07",21.02
"87","2007-05-08",20.959999
"88","2007-05-09",21.379999
"89","2007-05-10",21.59
"90","2007-05-11",21.040001
"91","2007-05-14",21.030001
"92","2007-05-15",20.51
"93","2007-05-16",20.299999
"94","2007-05-17",20.16
"95","2007-05-18",20.459999
"96","2007-05-21",20.110001
"97","2007-05-22",20.1
"98","2007-05-23",19.360001
"99","2007-05-24",19.27
"100","2007-05-25",19.9
"101","2007-05-29",20.049999
"102","2007-05-30",20.469999
"103","2007-05-31",22.4
"104","2007-06-01",22.610001
"105","2007-06-04",22.959999
"106","2007-06-05",23.02
"107","2007-06-06",22.93
"108","2007-06-07",22.67
"109","2007-06-08",22.92
"110","2007-06-11",23.17
"111","2007-06-12",22.77
"112","2007-06-13",22.52
"113","2007-06-14",22.99
"114","2007-06-15",23.610001
"115","2007-06-18",24.049999
"116","2007-06-19",23.9
"117","2007-06-20",23.25
"118","2007-06-21",22.98
"119","2007-06-22",22.959999
"120","2007-06-25",22.35
"121","2007-06-26",22.43
"122","2007-06-27",22.92
"123","2007-06-28",22.58
"124","2007-06-29",22.379999
"125","2007-07-02",22.549999
"126","2007-07-03",22.59
"127","2007-07-05",22.610001
"128","2007-07-06",22.870001
"129","2007-07-09",23.01
"130","2007-07-10",21.290001
"131","2007-07-11",21.5
"132","2007-07-12",22.129999
"133","2007-07-13",22.84
"134","2007-07-16",22.91
"135","2007-07-17",23.059999
"136","2007-07-18",22.75
"137","2007-07-19",22.99
"138","2007-07-20",22.629999
"139","2007-07-23",22.34
"140","2007-07-24",21.65
"141","2007-07-25",21.52
"142","2007-07-26",20.85
"143","2007-07-27",20.139999
"144","2007-07-30",19.790001
"145","2007-07-31",19.860001
"146","2007-08-01",20
"147","2007-08-02",19.959999
"148","2007-08-03",18.709999
"149","2007-08-06",17.57
"150","2007-08-07",17.4
"151","2007-08-08",19.459999
"152","2007-08-09",19.42
"153","2007-08-10",22.68
"154","2007-08-13",20.879999
"155","2007-08-14",20.370001
"156","2007-08-15",19.809999
"157","2007-08-16",20.01
"158","2007-08-17",20.889999
"159","2007-08-20",20.92
"160","2007-08-21",20.41
"161","2007-08-22",20.24
"162","2007-08-23",21.16
"163","2007-08-24",21.26
"164","2007-08-27",21.040001
"165","2007-08-28",20.610001
"166","2007-08-29",21.049999
"167","2007-08-30",20.610001
"168","2007-08-31",20.700001
"169","2007-09-04",21.09
"170","2007-09-05",20.719999
"171","2007-09-06",21.110001
"172","2007-09-07",20.299999
"173","2007-09-10",20.08
"174","2007-09-11",20.67
"175","2007-09-12",20.15
"176","2007-09-13",20.549999
"177","2007-09-14",20.73
"178","2007-09-17",19.860001
"179","2007-09-18",20.92
"180","2007-09-19",20.73
"181","2007-09-20",21.25
"182","2007-09-21",20.76
"183","2007-09-24",20.83
"184","2007-09-25",20.84
"185","2007-09-26",20.629999
"186","2007-09-27",20.690001
"187","2007-09-28",21.25
"188","2007-10-01",22.469999
"189","2007-10-02",22.940001
"190","2007-10-03",22.5
"191","2007-10-04",22.129999
"192","2007-10-05",23.08
"193","2007-10-08",22.959999
"194","2007-10-09",23.68
"195","2007-10-10",23.360001
"196","2007-10-11",22.49
"197","2007-10-12",22.17
"198","2007-10-15",21.42
"199","2007-10-16",21.450001
"200","2007-10-17",20.84
"201","2007-10-18",20.16
"202","2007-10-19",19.530001
"203","2007-10-22",20.23
"204","2007-10-23",20.07
"205","2007-10-24",20.040001
"206","2007-10-25",19.93
"207","2007-10-26",20.4
"208","2007-10-29",20.459999
"209","2007-10-30",20.25
"210","2007-10-31",20.440001
"211","2007-11-01",19
"212","2007-11-02",19.34
"213","2007-11-05",19.49
"214","2007-11-06",19.16
"215","2007-11-07",17.969999
"216","2007-11-08",18.34
"217","2007-11-09",15.79
"218","2007-11-12",16.370001
"219","2007-11-13",16.379999
"220","2007-11-14",15.98
"221","2007-11-15",16.33
"222","2007-11-16",16.23
"223","2007-11-19",15.61
"224","2007-11-20",14.3
"225","2007-11-21",14.56
"226","2007-11-23",14.59
"227","2007-11-26",13.68
"228","2007-11-27",13.16
"229","2007-11-28",13.6
"230","2007-11-29",13.56
"231","2007-11-30",13.42
"232","2007-12-03",13.12
"233","2007-12-04",12.91
"234","2007-12-05",12.56
"235","2007-12-06",13.66
"236","2007-12-07",13.57
