"","date","SYNA"
"1","2007-01-03",19.953333
"2","2007-01-04",20
"3","2007-01-05",19.933332
"4","2007-01-08",20.506666
"5","2007-01-09",21.053333
"6","2007-01-10",21.286667
"7","2007-01-11",21.113333
"8","2007-01-12",20.780001
"9","2007-01-16",20.620001
"10","2007-01-17",20.719999
"11","2007-01-18",19.620001
"12","2007-01-19",19.700001
"13","2007-01-22",19.066668
"14","2007-01-23",19.626667
"15","2007-01-24",20.093334
"16","2007-01-25",20.433332
"17","2007-01-26",18.086666
"18","2007-01-29",18.086666
"19","2007-01-30",17.966667
"20","2007-01-31",18.040001
"21","2007-02-01",18.006666
"22","2007-02-02",18.146667
"23","2007-02-05",18.08
"24","2007-02-06",17.793333
"25","2007-02-07",17.799999
"26","2007-02-08",17.713333
"27","2007-02-09",17.573334
"28","2007-02-12",17.133333
"29","2007-02-13",17.046667
"30","2007-02-14",17.193333
"31","2007-02-15",17.013334
"32","2007-02-16",17.026667
"33","2007-02-20",17.693333
"34","2007-02-21",17.700001
"35","2007-02-22",17.793333
"36","2007-02-23",17.639999
"37","2007-02-26",17.446667
"38","2007-02-27",16.4
"39","2007-02-28",16.360001
"40","2007-03-01",16.286667
"41","2007-03-02",15.893333
"42","2007-03-05",15.62
"43","2007-03-06",16.046667
"44","2007-03-07",15.786667
"45","2007-03-08",15.6
"46","2007-03-09",15.78
"47","2007-03-12",15.806666
"48","2007-03-13",15.46
"49","2007-03-14",15.58
"50","2007-03-15",15.82
"51","2007-03-16",15.706667
"52","2007-03-19",15.666667
"53","2007-03-20",16.246666
"54","2007-03-21",16.806667
"55","2007-03-22",17.113333
"56","2007-03-23",17.440001
"57","2007-03-26",17.693333
"58","2007-03-27",17.626667
"59","2007-03-28",17.406666
"60","2007-03-29",17.24
"61","2007-03-30",17.053333
"62","2007-04-02",17.299999
"63","2007-04-03",17.186666
"64","2007-04-04",17
"65","2007-04-05",16.786667
"66","2007-04-09",16.666666
"67","2007-04-10",17.106667
"68","2007-04-11",17.526667
"69","2007-04-12",17.746666
"70","2007-04-13",17.806667
"71","2007-04-16",18.200001
"72","2007-04-17",17.726667
"73","2007-04-18",17.799999
"74","2007-04-19",18.493334
"75","2007-04-20",18.5
"76","2007-04-23",18.726667
"77","2007-04-24",19.206667
"78","2007-04-25",19.153334
"79","2007-04-26",19.440001
"80","2007-04-27",20.326666
"81","2007-04-30",19.973333
"82","2007-05-01",19.66
"83","2007-05-02",19.866667
"84","2007-05-03",19.793333
"85","2007-05-04",19.793333
"86","2007-05-07",19.586666
"87","2007-05-08",19.76
"88","2007-05-09",19.799999
"89","2007-05-10",19.573334
"90","2007-05-11",19.973333
"91","2007-05-14",19.913334
"92","2007-05-15",19.573334
"93","2007-05-16",19.66
"94","2007-05-17",19.506666
"95","2007-05-18",19.813334
"96","2007-05-21",19.98
"97","2007-05-22",20.206667
"98","2007-05-23",20.193333
"99","2007-05-24",19.686666
"100","2007-05-25",19.719999
"101","2007-05-29",20.120001
"102","2007-05-30",20.553333
"103","2007-05-31",21.059999
"104","2007-06-01",20.946667
"105","2007-06-04",20.98
"106","2007-06-05",21.033333
"107","2007-06-06",20.986666
"108","2007-06-07",21.906666
"109","2007-06-08",22.68
"110","2007-06-11",22.313334
"111","2007-06-12",22.046667
"112","2007-06-13",22.733334
"113","2007-06-14",22.866667
"114","2007-06-15",23.066668
"115","2007-06-18",23.280001
"116","2007-06-19",23.466667
"117","2007-06-20",23.280001
"118","2007-06-21",23.093334
"119","2007-06-22",23.333334
"120","2007-06-25",22.940001
"121","2007-06-26",22.526667
"122","2007-06-27",23
"123","2007-06-28",23.533333
"124","2007-06-29",23.860001
"125","2007-07-02",24.48
"126","2007-07-03",24.733334
"127","2007-07-05",23.986666
"128","2007-07-06",24.18
"129","2007-07-09",24.68
"130","2007-07-10",24.433332
"131","2007-07-11",24.306667
"132","2007-07-12",25.486666
"133","2007-07-13",26.200001
"134","2007-07-16",25.473333
"135","2007-07-17",25.940001
"136","2007-07-18",25.573334
"137","2007-07-19",25.773333
"138","2007-07-20",25.886667
"139","2007-07-23",26.033333
