"","date","SAIA"
"1","2007-01-03",15.82
"2","2007-01-04",16.459999
"3","2007-01-05",16.026667
"4","2007-01-08",16.02
"5","2007-01-09",16.146667
"6","2007-01-10",16.139999
"7","2007-01-11",16.553333
"8","2007-01-12",17.266666
"9","2007-01-16",17.186666
"10","2007-01-17",17.206667
"11","2007-01-18",17.200001
"12","2007-01-19",17.393333
"13","2007-01-22",16.76
"14","2007-01-23",17.006666
"15","2007-01-24",17.08
"16","2007-01-25",16.879999
"17","2007-01-26",17.166666
"18","2007-01-29",17.446667
"19","2007-01-30",17.933332
"20","2007-01-31",17.766666
"21","2007-02-01",17.52
"22","2007-02-02",17.813334
"23","2007-02-05",17.593334
"24","2007-02-06",17.026667
"25","2007-02-07",17.146667
"26","2007-02-08",16.466667
"27","2007-02-09",16.433332
"28","2007-02-12",16.433332
"29","2007-02-13",16.92
"30","2007-02-14",17.533333
"31","2007-02-15",17.253334
"32","2007-02-16",17.34
"33","2007-02-20",17.406666
"34","2007-02-21",17.406666
"35","2007-02-22",18.733334
"36","2007-02-23",18.853333
"37","2007-02-26",18.440001
"38","2007-02-27",18.113333
"39","2007-02-28",18.16
"40","2007-03-01",17.886667
"41","2007-03-02",17.333334
"42","2007-03-05",17.200001
"43","2007-03-06",17.353333
"44","2007-03-07",17.4
"45","2007-03-08",17.366667
"46","2007-03-09",17.586666
"47","2007-03-12",17.213333
"48","2007-03-13",17.219999
"49","2007-03-14",16.66
"50","2007-03-15",17.733334
"51","2007-03-16",17.26
"52","2007-03-19",17.08
"53","2007-03-20",17.346666
"54","2007-03-21",17.513334
"55","2007-03-22",18.299999
"56","2007-03-23",18.453333
"57","2007-03-26",17.873333
"58","2007-03-27",17.16
"59","2007-03-28",16.113333
"60","2007-03-29",15.886666
"61","2007-03-30",15.833333
"62","2007-04-02",15.653334
"63","2007-04-03",15.893333
"64","2007-04-04",15.666667
"65","2007-04-05",15.906667
"66","2007-04-09",16.166666
"67","2007-04-10",16.153334
"68","2007-04-11",15.953333
"69","2007-04-12",16.133333
"70","2007-04-13",15.92
"71","2007-04-16",16.32
"72","2007-04-17",16.34
"73","2007-04-18",15.933333
"74","2007-04-19",16.540001
"75","2007-04-20",19.76
"76","2007-04-23",19.26
"77","2007-04-24",19.346666
"78","2007-04-25",19.860001
"79","2007-04-26",19.646667
"80","2007-04-27",19.593334
"81","2007-04-30",18.693333
"82","2007-05-01",19.033333
"83","2007-05-02",19.299999
"84","2007-05-03",19.186666
"85","2007-05-04",19.186666
"86","2007-05-07",19.299999
"87","2007-05-08",19.219999
"88","2007-05-09",19.08
"89","2007-05-10",18.360001
"90","2007-05-11",19.186666
"91","2007-05-14",18.413334
"92","2007-05-15",18.726667
"93","2007-05-16",18.92
"94","2007-05-17",18.540001
"95","2007-05-18",18.413334
"96","2007-05-21",18.326666
"97","2007-05-22",19.32
"98","2007-05-23",19.26
"99","2007-05-24",18.933332
"100","2007-05-25",18.726667
"101","2007-05-29",18.813334
"102","2007-05-30",19.219999
"103","2007-05-31",19.059999
"104","2007-06-01",18.633333
"105","2007-06-04",18.68
"106","2007-06-05",18.533333
"107","2007-06-06",17.906666
"108","2007-06-07",17.806667
"109","2007-06-08",17.860001
"110","2007-06-11",17.846666
"111","2007-06-12",17.846666
"112","2007-06-13",18.280001
"113","2007-06-14",18.673334
"114","2007-06-15",18.453333
"115","2007-06-18",18.120001
"116","2007-06-19",17.76
"117","2007-06-20",17.606667
"118","2007-06-21",17.92
"119","2007-06-22",17.786667
"120","2007-06-25",18.713333
"121","2007-06-26",18.02
"122","2007-06-27",18.986666
"123","2007-06-28",18.566668
"124","2007-06-29",18.173334
"125","2007-07-02",18
"126","2007-07-03",18.373333
"127","2007-07-05",18.086666
"128","2007-07-06",18.606667
"129","2007-07-09",19.333334
"130","2007-07-10",18.333334
"131","2007-07-11",18.666666
"132","2007-07-12",18.973333
"133","2007-07-13",18.879999
"134","2007-07-16",19.026667
"135","2007-07-17",18.946667
"136","2007-07-18",18.673334
"137","2007-07-19",18.299999
"138","2007-07-20",17.766666
"139","2007-07-23",16.559999
"140","2007-07-24",14.1
"141","2007-07-25",13.826667
"142","2007-07-26",13.54
"143","2007-07-27",14
"144","2007-07-30",14.08
"145","2007-07-31",13.486667
"146","2007-08-01",13.42
"147","2007-08-02",13.293333
"148","2007-08-03",12.266666
"149","2007-08-06",11.973333
"150","2007-08-07",11.033334
"151","2007-08-08",11.206667
"152","2007-08-09",10.953333
"153","2007-08-10",11.96
"154","2007-08-13",12.366667
"155","2007-08-14",12.106667
"156","2007-08-15",11.813334
"157","2007-08-16",12.186666
"158","2007-08-17",12.066667
"159","2007-08-20",12.266666
"160","2007-08-21",12.24
"161","2007-08-22",12.873333
"162","2007-08-23",12.186666
"163","2007-08-24",12.166667
"164","2007-08-27",11.993333
"165","2007-08-28",11.7
"166","2007-08-29",12.18
"167","2007-08-30",12.273334
"168","2007-08-31",12.526667
"169","2007-09-04",12.34
"170","2007-09-05",12.013333
"171","2007-09-06",11.94
"172","2007-09-07",11.453333
"173","2007-09-10",11.193334
"174","2007-09-11",11.366667
"175","2007-09-12",11.08
"176","2007-09-13",11.193334
"177","2007-09-14",11.093333
"178","2007-09-17",11.02
"179","2007-09-18",11.76
"180","2007-09-19",11.506667
"181","2007-09-20",11.033334
"182","2007-09-21",11.073334
"183","2007-09-24",11.033334
"184","2007-09-25",10.873333
"185","2007-09-26",11.146667
"186","2007-09-27",11.133333
"187","2007-09-28",11.02
"188","2007-10-01",11.466666
"189","2007-10-02",11.113334
"190","2007-10-03",11.006667
"191","2007-10-04",10.606667
"192","2007-10-05",11.22
"193","2007-10-08",11.333333
"194","2007-10-09",10.966666
"195","2007-10-10",11.093333
"196","2007-10-11",10.993333
"197","2007-10-12",10.966666
"198","2007-10-15",10.826667
"199","2007-10-16",10.6
"200","2007-10-17",10.6
"201","2007-10-18",10.466666
"202","2007-10-19",10.046667
"203","2007-10-22",10.333333
"204","2007-10-23",10.173333
"205","2007-10-24",9.926666
"206","2007-10-25",9.38
"207","2007-10-26",10.086667
"208","2007-10-29",9.42
"209","2007-10-30",9.006667
"210","2007-10-31",9.393333
"211","2007-11-01",8.873333
"212","2007-11-02",8.953333
"213","2007-11-05",8.953333
"214","2007-11-06",8.62
"215","2007-11-07",8.166667
"216","2007-11-08",8.186666
"217","2007-11-09",8.026667
"218","2007-11-12",8.413333
"219","2007-11-13",8.793333
"220","2007-11-14",8.606667
"221","2007-11-15",8.473333
"222","2007-11-16",8.493333
"223","2007-11-19",8.333333
"224","2007-11-20",8.146667
"225","2007-11-21",8.16
"226","2007-11-23",8.32
"227","2007-11-26",8
"228","2007-11-27",8.026667
"229","2007-11-28",8.753333
"230","2007-11-29",8.4
"231","2007-11-30",8.693334
"232","2007-12-03",8.42
"233","2007-12-04",8.273334
"234","2007-12-05",8.806666
"235","2007-12-06",8.773334
"236","2007-12-07",9.226666
"237","2007-12-10",9.926666
"238","2007-12-11",9.66
"239","2007-12-12",9.36
"240","2007-12-13",9.26
"241","2007-12-14",9.22
"242","2007-12-17",8.873333
"243","2007-12-18",8.706667
"244","2007-12-19",8.666667
"245","2007-12-20",8.666667
"246","2007-12-21",8.786667
"247","2007-12-24",8.54
"248","2007-12-26",8.98
"249","2007-12-27",8.466666
"250","2007-12-28",8.46
"251","2007-12-31",8.866667
"252","2008-01-02",8.5
"253","2008-01-03",8.08
"254","2008-01-04",8
"255","2008-01-07",8.066667
"256","2008-01-08",8.013333
"257","2008-01-09",8.346666
"258","2008-01-10",8.3
"259","2008-01-11",8
"260","2008-01-14",8.093333
"261","2008-01-15",8.02
"262","2008-01-16",8.006667
"263","2008-01-17",8
"264","2008-01-18",7.9
"265","2008-01-22",7.94
"266","2008-01-23",8.68
"267","2008-01-24",8.766666
"268","2008-01-25",9.026667
"269","2008-01-28",8.986667
"270","2008-01-29",8.833333
"271","2008-01-30",9.033334
"272","2008-01-31",9.406667
"273","2008-02-01",9.806666
"274","2008-02-04",9.82
"275","2008-02-05",9.513333
"276","2008-02-06",9.333333
"277","2008-02-07",10.106667
"278","2008-02-08",10
"279","2008-02-11",9.813334
"280","2008-02-12",9.673333
"281","2008-02-13",9.866667
"282","2008-02-14",10.02
"283","2008-02-15",9.966666
"284","2008-02-19",10.346666
"285","2008-02-20",10.506667
"286","2008-02-21",10.46
"287","2008-02-22",10.68
"288","2008-02-25",10.473333
"289","2008-02-26",10.713333
"290","2008-02-27",10.726666
"291","2008-02-28",10.346666
"292","2008-02-29",9.633333
"293","2008-03-03",10.26
"294","2008-03-04",10.66
"295","2008-03-05",10.833333
"296","2008-03-06",10.14
"297","2008-03-07",10.126667
"298","2008-03-10",9.786667
"299","2008-03-11",10.306666
"300","2008-03-12",9.733334
"301","2008-03-13",9.84
"302","2008-03-14",9.893333
"303","2008-03-17",9.953333
"304","2008-03-18",10.74
"305","2008-03-19",10.133333
"306","2008-03-20",10.886666
"307","2008-03-24",11.493333
"308","2008-03-25",10.866667
"309","2008-03-26",10.993333
"310","2008-03-27",10.713333
"311","2008-03-28",10.493333
"312","2008-03-31",10.573334
"313","2008-04-01",10.9
"314","2008-04-02",11.073334
"315","2008-04-03",11.266666
"316","2008-04-04",11.093333
"317","2008-04-07",11
"318","2008-04-08",10.706667
"319","2008-04-09",10.186666
"320","2008-04-10",10.42
"321","2008-04-11",9.973333
"322","2008-04-14",10.42
"323","2008-04-15",10.546667
"324","2008-04-16",10.88
"325","2008-04-17",10.44
"326","2008-04-18",10.386666
"327","2008-04-21",9.953333
"328","2008-04-22",9.56
"329","2008-04-23",9.493333
"330","2008-04-24",9.866667
"331","2008-04-25",9.933333
"332","2008-04-28",9.613334
"333","2008-04-29",9
"334","2008-04-30",9.206667
"335","2008-05-01",9.786667
"336","2008-05-02",9.94
"337","2008-05-05",9.36
"338","2008-05-06",9.466666
"339","2008-05-07",9.266666
"340","2008-05-08",9.313334
"341","2008-05-09",9.153334
"342","2008-05-12",9.173333
"343","2008-05-13",9.413333
"344","2008-05-14",9.386666
"345","2008-05-15",9.32
"346","2008-05-16",9.28
"347","2008-05-19",9.6
"348","2008-05-20",9.493333
"349","2008-05-21",9.206667
"350","2008-05-22",9.166667
"351","2008-05-23",9.113334
"352","2008-05-27",9.306666
"353","2008-05-28",9.2
"354","2008-05-29",9.213333
"355","2008-05-30",9.273334
"356","2008-06-02",9.093333
"357","2008-06-03",9.153334
"358","2008-06-04",9.266666
"359","2008-06-05",9.6
"360","2008-06-06",9.14
"361","2008-06-09",8.94
"362","2008-06-10",8.793333
"363","2008-06-11",8.533334
"364","2008-06-12",8.24
"365","2008-06-13",8.146667
"366","2008-06-16",7.886667
"367","2008-06-17",7.953333
"368","2008-06-18",8.2
"369","2008-06-19",8.56
"370","2008-06-20",8.253333
"371","2008-06-23",8.1
"372","2008-06-24",7.546667
"373","2008-06-25",7.393333
"374","2008-06-26",7.273334
"375","2008-06-27",7.06
"376","2008-06-30",7.28
"377","2008-07-01",7.273334
"378","2008-07-02",7.12
"379","2008-07-03",7.246666
"380","2008-07-07",7.553333
"381","2008-07-08",8.126667
"382","2008-07-09",7.773334
"383","2008-07-10",8.08
"384","2008-07-11",8.366667
"385","2008-07-14",8.393333
"386","2008-07-15",8.626667
"387","2008-07-16",9.746667
"388","2008-07-17",9.98
"389","2008-07-18",10.06
"390","2008-07-21",10.146667
"391","2008-07-22",10.86
"392","2008-07-23",10.74
"393","2008-07-24",9.846666
"394","2008-07-25",10.58
"395","2008-07-28",10.433333
"396","2008-07-29",10.486667
"397","2008-07-30",11.333333
"398","2008-07-31",11.666667
"399","2008-08-01",11.986667
"400","2008-08-04",11.9
"401","2008-08-05",12.333333
"402","2008-08-06",12.453333
"403","2008-08-07",12.26
"404","2008-08-08",12.6
"405","2008-08-11",12.86
"406","2008-08-12",12.96
"407","2008-08-13",13.113334
"408","2008-08-14",12.993333
"409","2008-08-15",13.166667
"410","2008-08-18",12.34
"411","2008-08-19",12.353333
"412","2008-08-20",12.286667
"413","2008-08-21",12
"414","2008-08-22",12.646667
"415","2008-08-25",12.406667
"416","2008-08-26",12.453333
"417","2008-08-27",12.6
"418","2008-08-28",12.986667
"419","2008-08-29",12.853333
"420","2008-09-02",12.646667
"421","2008-09-03",12.973333
"422","2008-09-04",11.966666
"423","2008-09-05",11.826667
"424","2008-09-08",11.806666
"425","2008-09-09",11.173333
"426","2008-09-10",11.226666
"427","2008-09-11",11.386666
"428","2008-09-12",11.313334
"429","2008-09-15",11.16
"430","2008-09-16",11.186666
"431","2008-09-17",10.053333
"432","2008-09-18",9.873333
"433","2008-09-19",10.52
"434","2008-09-22",10.253333
"435","2008-09-23",9.613334
"436","2008-09-24",9.566667
"437","2008-09-25",9.693334
"438","2008-09-26",9.12
"439","2008-09-29",8.573334
"440","2008-09-30",8.853333
"441","2008-10-01",8.766666
"442","2008-10-02",7.786667
"443","2008-10-03",7.133333
"444","2008-10-06",7.026667
"445","2008-10-07",6.4
"446","2008-10-08",6.466667
"447","2008-10-09",5.64
"448","2008-10-10",5.446667
"449","2008-10-13",6.393333
"450","2008-10-14",6.633333
"451","2008-10-15",5.806667
"452","2008-10-16",6.366667
"453","2008-10-17",6.12
"454","2008-10-20",6.273334
"455","2008-10-21",6.126667
"456","2008-10-22",5.62
"457","2008-10-23",5.313334
"458","2008-10-24",5.18
"459","2008-10-27",5.153333
"460","2008-10-28",5.333333
"461","2008-10-29",5.606667
"462","2008-10-30",6.006667
"463","2008-10-31",7.073333
"464","2008-11-03",7.066667
"465","2008-11-04",7.406667
"466","2008-11-05",7.02
"467","2008-11-06",6.466667
"468","2008-11-07",6.786667
"469","2008-11-10",6.473333
"470","2008-11-11",6.56
"471","2008-11-12",6.406667
"472","2008-11-13",6.853333
"473","2008-11-14",6.52
"474","2008-11-17",6.493333
"475","2008-11-18",6.126667
"476","2008-11-19",5.446667
"477","2008-11-20",4.68
"478","2008-11-21",4.78
"479","2008-11-24",5.173333
"480","2008-11-25",5.3
"481","2008-11-26",5.94
"482","2008-11-28",5.94
"483","2008-12-01",5.646667
"484","2008-12-02",6.166667
"485","2008-12-03",6.686666
"486","2008-12-04",6.713333
"487","2008-12-05",6.966667
"488","2008-12-08",7.366667
"489","2008-12-09",6.44
"490","2008-12-10",6.626667
"491","2008-12-11",5.826667
"492","2008-12-12",6.08
"493","2008-12-15",5.873333
"494","2008-12-16",6.426667
"495","2008-12-17",6.213333
"496","2008-12-18",5.873333
