"","date","TMDX"
"1","2019-05-02",22.360001
"2","2019-05-03",24.799999
"3","2019-05-06",27.41
"4","2019-05-07",26.290001
"5","2019-05-08",25
"6","2019-05-09",25.190001
"7","2019-05-10",26.73
"8","2019-05-13",26.99
"9","2019-05-14",27.18
"10","2019-05-15",27.049999
"11","2019-05-16",28.84
"12","2019-05-17",29.610001
"13","2019-05-20",29.68
"14","2019-05-21",30
"15","2019-05-22",30.41
"16","2019-05-23",28.870001
"17","2019-05-24",28.879999
"18","2019-05-28",30.139999
"19","2019-05-29",26.5
"20","2019-05-30",27.34
"21","2019-05-31",27.190001
"22","2019-06-03",27.639999
"23","2019-06-04",27.950001
"24","2019-06-05",26.82
"25","2019-06-06",26.469999
"26","2019-06-07",26.5
"27","2019-06-10",26.58
"28","2019-06-11",26.51
"29","2019-06-12",25.969999
"30","2019-06-13",24.92
"31","2019-06-14",26.02
"32","2019-06-17",26.49
"33","2019-06-18",28
"34","2019-06-19",27.23
"35","2019-06-20",27.99
"36","2019-06-21",27.02
"37","2019-06-24",28.16
"38","2019-06-25",28
"39","2019-06-26",27.860001
"40","2019-06-27",27.74
"41","2019-06-28",28.99
"42","2019-07-01",28.93
"43","2019-07-02",26.93
"44","2019-07-03",26.530001
"45","2019-07-05",26.059999
"46","2019-07-08",25.9
"47","2019-07-09",25.5
"48","2019-07-10",25.559999
"49","2019-07-11",25.5
"50","2019-07-12",25.5
"51","2019-07-15",25.299999
"52","2019-07-16",23.790001
"53","2019-07-17",23.25
"54","2019-07-18",24.85
"55","2019-07-19",25.93
"56","2019-07-22",25.690001
"57","2019-07-23",26.860001
"58","2019-07-24",26.67
"59","2019-07-25",26.83
"60","2019-07-26",25.9
"61","2019-07-29",25.559999
"62","2019-07-30",25.139999
"63","2019-07-31",23.73
"64","2019-08-01",23.65
"65","2019-08-02",23.26
"66","2019-08-05",21.889999
"67","2019-08-06",21.959999
"68","2019-08-07",22.4
"69","2019-08-08",21.030001
"70","2019-08-09",20.48
"71","2019-08-12",20.940001
"72","2019-08-13",20.809999
"73","2019-08-14",20.27
"74","2019-08-15",20.35
"75","2019-08-16",20.5
"76","2019-08-19",21
"77","2019-08-20",21.5
"78","2019-08-21",21.790001
"79","2019-08-22",23.200001
"80","2019-08-23",23.280001
"81","2019-08-26",24.129999
"82","2019-08-27",23.889999
"83","2019-08-28",24.17
"84","2019-08-29",23.950001
"85","2019-08-30",23.950001
"86","2019-09-03",23.969999
"87","2019-09-04",23.959999
"88","2019-09-05",23.5
"89","2019-09-06",23.84
"90","2019-09-09",23.950001
"91","2019-09-10",23.35
"92","2019-09-11",24.719999
"93","2019-09-12",24.75
"94","2019-09-13",23.98
"95","2019-09-16",24
"96","2019-09-17",23.799999
"97","2019-09-18",24.34
"98","2019-09-19",25.27
"99","2019-09-20",24.73
"100","2019-09-23",24.66
"101","2019-09-24",23.799999
"102","2019-09-25",23.200001
"103","2019-09-26",23.35
"104","2019-09-27",23.690001
"105","2019-09-30",23.75
"106","2019-10-01",21.639999
"107","2019-10-02",20.07
"108","2019-10-03",18.83
"109","2019-10-04",18.09
"110","2019-10-07",17.32
"111","2019-10-08",17.01
"112","2019-10-09",17.58
"113","2019-10-10",19.43
"114","2019-10-11",18.469999
"115","2019-10-14",17.75
"116","2019-10-15",17.809999
"117","2019-10-16",17.9
"118","2019-10-17",18.209999
"119","2019-10-18",17.74
"120","2019-10-21",17.73
"121","2019-10-22",17.82
"122","2019-10-23",17.799999
"123","2019-10-24",18.049999
"124","2019-10-25",17.85
"125","2019-10-28",18.299999
"126","2019-10-29",17.99
"127","2019-10-30",17.809999
"128","2019-10-31",17.940001
"129","2019-11-01",19.51
"130","2019-11-04",20.07
"131","2019-11-05",19.35
"132","2019-11-06",17.25
"133","2019-11-07",16.610001
"134","2019-11-08",16.950001
"135","2019-11-11",16.84
"136","2019-11-12",17.440001
"137","2019-11-13",17.23
"138","2019-11-14",17.870001
"139","2019-11-15",18.309999
"140","2019-11-18",18.190001
"141","2019-11-19",17.98
"142","2019-11-20",17.85
"143","2019-11-21",17.290001
"144","2019-11-22",18
"145","2019-11-25",18.73
"146","2019-11-26",18.92
"147","2019-11-27",18.969999
"148","2019-11-29",18.75
"149","2019-12-02",17.49
"150","2019-12-03",17.709999
"151","2019-12-04",17.700001
"152","2019-12-05",18.66
"153","2019-12-06",19.030001
"154","2019-12-09",20
"155","2019-12-10",20.01
"156","2019-12-11",19.379999
"157","2019-12-12",17.58
"158","2019-12-13",18.75
"159","2019-12-16",18.799999
"160","2019-12-17",18.879999
"161","2019-12-18",19.16
"162","2019-12-19",18.469999
"163","2019-12-20",18.620001
"164","2019-12-23",19.139999
"165","2019-12-24",19.059999
"166","2019-12-26",19.120001
"167","2019-12-27",18.59
"168","2019-12-30",18.790001
"169","2019-12-31",19.01
"170","2020-01-02",19.07
"171","2020-01-03",18.84
"172","2020-01-06",17.809999
"173","2020-01-07",17.98
"174","2020-01-08",17.809999
"175","2020-01-09",17.959999
"176","2020-01-10",18.719999
"177","2020-01-13",19.059999
"178","2020-01-14",19.43
"179","2020-01-15",18.9
"180","2020-01-16",19.200001
"181","2020-01-17",19.709999
"182","2020-01-21",20.200001
"183","2020-01-22",19.59
"184","2020-01-23",20
"185","2020-01-24",19.950001
"186","2020-01-27",19.75
"187","2020-01-28",20.030001
"188","2020-01-29",18.799999
"189","2020-01-30",17.860001
"190","2020-01-31",17.51
"191","2020-02-03",17.76
"192","2020-02-04",17.299999
"193","2020-02-05",17.82
"194","2020-02-06",17.440001
"195","2020-02-07",17.49
"196","2020-02-10",18.059999
"197","2020-02-11",18.34
"198","2020-02-12",18.83
"199","2020-02-13",19.09
"200","2020-02-14",19.190001
"201","2020-02-18",19.700001
"202","2020-02-19",20.07
"203","2020-02-20",19.08
"204","2020-02-21",18.51
"205","2020-02-24",17.43
"206","2020-02-25",16.93
"207","2020-02-26",16.67
"208","2020-02-27",16.139999
"209","2020-02-28",15.7
"210","2020-03-02",14.96
"211","2020-03-03",15.53
"212","2020-03-04",16.059999
"213","2020-03-05",15.36
"214","2020-03-06",15.51
"215","2020-03-09",13.83
"216","2020-03-10",14.68
"217","2020-03-11",13.62
"218","2020-03-12",11.94
"219","2020-03-13",12.83
"220","2020-03-16",10.5
"221","2020-03-17",12.68
"222","2020-03-18",14.2
"223","2020-03-19",14.42
"224","2020-03-20",13.74
"225","2020-03-23",13.73
"226","2020-03-24",13.78
"227","2020-03-25",13.04
"228","2020-03-26",12.89
"229","2020-03-27",11.76
"230","2020-03-30",11.99
"231","2020-03-31",12.08
"232","2020-04-01",11.66
"233","2020-04-02",12.16
"234","2020-04-03",11.88
"235","2020-04-06",12.16
"236","2020-04-07",13.61
"237","2020-04-08",15.17
"238","2020-04-09",15.05
"239","2020-04-13",14.51
"240","2020-04-14",14.14
"241","2020-04-15",15.04
"242","2020-04-16",15.69
"243","2020-04-17",16.58
"244","2020-04-20",16.209999
"245","2020-04-21",16.07
"246","2020-04-22",17.360001
"247","2020-04-23",17.190001
"248","2020-04-24",17.780001
"249","2020-04-27",17.4
"250","2020-04-28",17.870001
"251","2020-04-29",18.26
"252","2020-04-30",18.09
"253","2020-05-01",16.59
"254","2020-05-04",16.790001
"255","2020-05-05",16.99
"256","2020-05-06",16.860001
"257","2020-05-07",15.7
"258","2020-05-08",16.58
"259","2020-05-11",16.889999
"260","2020-05-12",16.040001
"261","2020-05-13",15.33
"262","2020-05-14",15.33
"263","2020-05-15",14.44
"264","2020-05-18",16.530001
"265","2020-05-19",15.87
"266","2020-05-20",16.469999
"267","2020-05-21",15.47
"268","2020-05-22",16
"269","2020-05-26",15.95
"270","2020-05-27",13.98
"271","2020-05-28",13.83
"272","2020-05-29",13.21
"273","2020-06-01",13.08
"274","2020-06-02",13.52
"275","2020-06-03",14.08
"276","2020-06-04",14.2
"277","2020-06-05",15
"278","2020-06-08",15.86
"279","2020-06-09",14.81
"280","2020-06-10",14.64
"281","2020-06-11",14.28
"282","2020-06-12",14.99
"283","2020-06-15",15.62
"284","2020-06-16",16.32
"285","2020-06-17",16.5
"286","2020-06-18",16.83
"287","2020-06-19",17.01
"288","2020-06-22",16.879999
"289","2020-06-23",16.940001
"290","2020-06-24",16.799999
"291","2020-06-25",17.32
"292","2020-06-26",16.780001
"293","2020-06-29",17.25
"294","2020-06-30",17.92
"295","2020-07-01",16.610001
"296","2020-07-02",17.42
"297","2020-07-06",17.43
"298","2020-07-07",17.16
"299","2020-07-08",17.26
"300","2020-07-09",17.51
"301","2020-07-10",16.84
"302","2020-07-13",17.35
"303","2020-07-14",16.629999
"304","2020-07-15",17.25
"305","2020-07-16",16.959999
"306","2020-07-17",17.440001
"307","2020-07-20",17.639999
"308","2020-07-21",17.99
"309","2020-07-22",17.780001
"310","2020-07-23",17.57
