"","date","BEP"
"1","2007-01-03",13.029576
"2","2007-01-04",12.965628
"3","2007-01-05",12.965628
"4","2007-01-08",12.773781
"5","2007-01-09",12.829736
"6","2007-01-10",12.829736
"7","2007-01-11",12.957634
"8","2007-01-12",12.957634
"9","2007-01-16",12.941647
"10","2007-01-17",12.821743
"11","2007-01-18",12.829736
"12","2007-01-19",12.797762
"13","2007-01-22",12.829736
"14","2007-01-23",12.861711
"15","2007-01-24",12.861711
"16","2007-01-25",12.861711
"17","2007-01-26",13.197442
"18","2007-01-29",13.309353
"19","2007-01-30",13.509192
"20","2007-01-31",13.133493
"21","2007-02-01",13.029576
"22","2007-02-02",12.861711
"23","2007-02-05",12.861711
"24","2007-02-06",12.965628
"25","2007-02-07",12.765787
"26","2007-02-08",12.693845
"27","2007-02-09",12.845723
"28","2007-02-12",12.973621
"29","2007-02-13",12.917665
"30","2007-02-14",13.077538
"31","2007-02-15",13.077538
"32","2007-02-16",13.477219
"33","2007-02-20",13.469225
"34","2007-02-21",13.43725
"35","2007-02-22",13.485211
"36","2007-02-23",13.669065
"37","2007-02-26",13.445244
"38","2007-02-27",13.445244
"39","2007-02-28",13.405275
"40","2007-03-01",13.301359
"41","2007-03-02",13.189448
"42","2007-03-05",13.189448
"43","2007-03-06",13.013589
"44","2007-03-07",12.997602
"45","2007-03-08",12.997602
"46","2007-03-09",13.181455
"47","2007-03-12",13.253397
"48","2007-03-13",13.309353
"49","2007-03-14",13.165467
"50","2007-03-15",13.205436
"51","2007-03-16",13.301359
"52","2007-03-19",13.429256
"53","2007-03-20",13.429256
"54","2007-03-21",13.549161
"55","2007-03-22",13.581135
"56","2007-03-23",13.541167
"57","2007-03-26",13.605116
"58","2007-03-27",13.653077
"59","2007-03-28",13.453238
"60","2007-03-29",13.541167
"61","2007-03-30",13.581135
"62","2007-04-02",13.469225
"63","2007-04-03",13.389289
"64","2007-04-04",13.509192
"65","2007-04-05",13.621103
"66","2007-04-09",13.565148
"67","2007-04-10",13.477219
"68","2007-04-11",13.669065
"69","2007-04-12",13.685052
"70","2007-04-13",13.741007
"71","2007-04-16",14.004796
"72","2007-04-17",14.036771
"73","2007-04-18",14.420464
"74","2007-04-19",14.348521
"75","2007-04-20",14.348521
"76","2007-04-23",14.516387
"77","2007-04-24",14.516387
"78","2007-04-25",14.748201
"79","2007-04-26",14.748201
"80","2007-04-27",14.508393
"81","2007-04-30",14.572342
"82","2007-05-01",14.676259
"83","2007-05-02",14.516387
"84","2007-05-03",14.572342
"85","2007-05-04",14.72422
"86","2007-05-07",14.72422
"87","2007-05-08",14.780176
"88","2007-05-09",14.764189
"89","2007-05-10",14.676259
"90","2007-05-11",14.676259
"91","2007-05-14",14.684253
"92","2007-05-15",14.828137
"93","2007-05-16",14.780176
"94","2007-05-17",14.852118
"95","2007-05-18",14.940048
"96","2007-05-21",14.940048
"97","2007-05-22",14.836131
"98","2007-05-23",14.764189
"99","2007-05-24",14.684253
"100","2007-05-25",14.70024
"101","2007-05-29",15.043964
"102","2007-05-30",14.8761
"103","2007-05-31",15.075939
"104","2007-06-01",15.051958
"105","2007-06-04",15.355716
"106","2007-06-05",15.27578
"107","2007-06-06",15.267786
"108","2007-06-07",15.283773
"109","2007-06-08",15.283773
"110","2007-06-11",15.107914
"111","2007-06-12",15.107914
"112","2007-06-13",15.107914
"113","2007-06-14",15.243805
"114","2007-06-15",15.347722
"115","2007-06-18",15.091927
"116","2007-06-19",15.315747
"117","2007-06-20",15.38769
"118","2007-06-21",15.475619
"119","2007-06-22",15.29976
"120","2007-06-25",15.379696
"121","2007-06-26",15.475619
"122","2007-06-27",15.307754
"123","2007-06-28",15.419664
"124","2007-06-29",15.443645
"125","2007-07-02",15.443645
"126","2007-07-03",15.467626
"127","2007-07-05",15.283773
"128","2007-07-06",15.539568
"129","2007-07-09",15.523582
"130","2007-07-10",15.427658
"131","2007-07-11",15.411671
"132","2007-07-12",15.395683
"133","2007-07-13",15.507594
"134","2007-07-16",15.747402
"135","2007-07-17",15.747402
"136","2007-07-18",15.619504
"137","2007-07-19",15.691447
"138","2007-07-20",15.707434
"139","2007-07-23",15.643485
"140","2007-07-24",16.059153
"141","2007-07-25",15.939249
"142","2007-07-26",15.795363
"143","2007-07-27",15.795363
"144","2007-07-30",15.163869
"145","2007-07-31",15.171863
"146","2007-08-01",15.075939
"147","2007-08-02",15.051958
"148","2007-08-03",14.924061
"149","2007-08-06",14.924061
"150","2007-08-07",14.756195
"151","2007-08-08",14.828137
"152","2007-08-09",14.556355
"153","2007-08-10",14.428457
"154","2007-08-13",14.468425
"155","2007-08-14",14.260592
"156","2007-08-15",14.388489
"157","2007-08-16",14.404476
"158","2007-08-17",14.404476
"159","2007-08-20",14.668265
"160","2007-08-21",14.70024
"161","2007-08-22",14.468425
"162","2007-08-23",14.684253
"163","2007-08-24",14.684253
"164","2007-08-27",14.676259
"165","2007-08-28",14.676259
"166","2007-08-29",14.588329
"167","2007-08-30",14.660272
"168","2007-08-31",14.676259
"169","2007-09-04",14.748201
"170","2007-09-05",14.748201
"171","2007-09-06",14.748201
"172","2007-09-07",14.748201
"173","2007-09-10",14.684253
"174","2007-09-11",14.708234
"175","2007-09-12",14.764189
"176","2007-09-13",15.027978
"177","2007-09-14",15.027978
"178","2007-09-17",15.027978
"179","2007-09-18",14.956036
"180","2007-09-19",14.956036
"181","2007-09-20",15.363709
"182","2007-09-21",15.939249
"183","2007-09-24",15.867306
"184","2007-09-25",15.995204
"185","2007-09-26",16.099121
"186","2007-09-27",16.362909
"187","2007-09-28",16.394884
"188","2007-10-01",16.394884
"189","2007-10-02",16.179056
"190","2007-10-03",16.163069
"191","2007-10-04",16.330935
"192","2007-10-05",16.354916
"193","2007-10-08",16.354916
"194","2007-10-09",16.306955
"195","2007-10-10",16.306955
"196","2007-10-11",16.4988
"197","2007-10-12",16.482813
"198","2007-10-15",16.482813
"199","2007-10-16",16.38689
"200","2007-10-17",16.38689
"201","2007-10-18",16.45084
"202","2007-10-19",16.426859
"203","2007-10-22",16.426859
