"","date","MRCY"
"361","2008-06-09",8.82
"362","2008-06-10",8.62
"363","2008-06-11",8.5
"364","2008-06-12",8.9
"365","2008-06-13",9.35
"366","2008-06-16",9.03
"367","2008-06-17",8.91
"368","2008-06-18",8.84
"369","2008-06-19",9.27
"370","2008-06-20",9.27
"371","2008-06-23",9.15
"372","2008-06-24",8.91
"373","2008-06-25",9.01
"374","2008-06-26",8.31
"375","2008-06-27",7.78
"376","2008-06-30",7.53
"377","2008-07-01",7.16
"378","2008-07-02",7.44
"379","2008-07-03",7.42
"380","2008-07-07",7.21
"381","2008-07-08",7.57
"382","2008-07-09",7.27
"383","2008-07-10",7.46
"384","2008-07-11",7.68
"385","2008-07-14",7.51
"386","2008-07-15",7.6
"387","2008-07-16",8.1
"388","2008-07-17",8.19
"389","2008-07-18",7.88
"390","2008-07-21",7.99
"391","2008-07-22",8.69
"392","2008-07-23",8.59
"393","2008-07-24",8.7
"394","2008-07-25",9.3
"395","2008-07-28",8.88
"396","2008-07-29",9.94
"397","2008-07-30",9.37
"398","2008-07-31",7.64
"399","2008-08-01",7.91
"400","2008-08-04",8.12
"401","2008-08-05",7.75
"402","2008-08-06",7.61
"403","2008-08-07",7.48
"404","2008-08-08",7.74
"405","2008-08-11",7.76
"406","2008-08-12",7.99
"407","2008-08-13",8.81
"408","2008-08-14",9.05
"409","2008-08-15",8.53
"410","2008-08-18",8.33
"411","2008-08-19",8.43
"412","2008-08-20",8.29
"413","2008-08-21",8.26
"414","2008-08-22",8.86
"415","2008-08-25",8.5
"416","2008-08-26",8.83
"417","2008-08-27",9.03
"418","2008-08-28",9.45
"419","2008-08-29",9.25
"420","2008-09-02",8.77
"421","2008-09-03",8.64
"422","2008-09-04",8.44
"423","2008-09-05",8.74
"424","2008-09-08",9.03
"425","2008-09-09",8.82
"426","2008-09-10",8.99
"427","2008-09-11",8.99
"428","2008-09-12",8.59
"429","2008-09-15",7.97
"430","2008-09-16",7.95
"431","2008-09-17",8
"432","2008-09-18",8.98
"433","2008-09-19",9.16
"434","2008-09-22",8.94
"435","2008-09-23",8.95
"436","2008-09-24",8.85
"437","2008-09-25",8.77
"438","2008-09-26",8.97
"439","2008-09-29",8.37
"440","2008-09-30",8.9
"441","2008-10-01",8.99
"442","2008-10-02",8.58
"443","2008-10-03",8.33
"444","2008-10-06",8.3
"445","2008-10-07",8.08
"446","2008-10-08",7.68
"447","2008-10-09",6.73
"448","2008-10-10",6.91
"449","2008-10-13",7.04
"450","2008-10-14",6.83
"451","2008-10-15",5.45
"452","2008-10-16",6.59
"453","2008-10-17",6.49
"454","2008-10-20",6.38
"455","2008-10-21",6.38
"456","2008-10-22",6.33
"457","2008-10-23",6.16
"458","2008-10-24",5.83
"459","2008-10-27",6.06
"460","2008-10-28",6.94
"461","2008-10-29",6.99
"462","2008-10-30",7.09
"463","2008-10-31",7.18
"464","2008-11-03",7.03
"465","2008-11-04",6.67
"466","2008-11-05",5.78
"467","2008-11-06",5.88
"468","2008-11-07",5.9
"469","2008-11-10",5.88
"470","2008-11-11",5.99
"471","2008-11-12",4.99
"472","2008-11-13",5.79
"473","2008-11-14",5.13
"474","2008-11-17",4.92
"475","2008-11-18",4.68
"476","2008-11-19",4.27
"477","2008-11-20",3.78
"478","2008-11-21",3
"479","2008-11-24",2.76
"480","2008-11-25",2.62
"481","2008-11-26",3.04
"482","2008-11-28",2.74
"483","2008-12-01",2.55
"484","2008-12-02",3.06
"485","2008-12-03",3.48
"486","2008-12-04",3.16
"487","2008-12-05",3.51
"488","2008-12-08",3.95
"489","2008-12-09",4.39
"490","2008-12-10",4.74
"491","2008-12-11",4.53
"492","2008-12-12",4.75
"493","2008-12-15",4.07
"494","2008-12-16",4.73
"495","2008-12-17",4.8
"496","2008-12-18",4.38
"497","2008-12-19",5.29
"498","2008-12-22",5.16
"499","2008-12-23",5.12
"500","2008-12-24",5.33
"501","2008-12-26",5.29
"502","2008-12-29",5.67
"503","2008-12-30",6.25
"504","2008-12-31",6.31
"505","2009-01-02",6.65
"506","2009-01-05",6.28
"507","2009-01-06",6.3
"508","2009-01-07",5.9
"509","2009-01-08",6.11
"510","2009-01-09",5.54
"511","2009-01-12",5.53
"512","2009-01-13",5.47
"513","2009-01-14",5.24
"514","2009-01-15",5.66
"515","2009-01-16",5.49
"516","2009-01-20",5.25
"517","2009-01-21",5.5
"518","2009-01-22",5.44
"519","2009-01-23",5.39
"520","2009-01-26",5.53
"521","2009-01-27",5.51
"522","2009-01-28",6.13
"523","2009-01-29",5.99
"524","2009-01-30",5.97
"525","2009-02-02",6.51
"526","2009-02-03",6.9
"527","2009-02-04",6.85
"528","2009-02-05",6.92
"529","2009-02-06",7.13
"530","2009-02-09",6.89
"531","2009-02-10",6.79
"532","2009-02-11",6.79
"533","2009-02-12",6.91
"534","2009-02-13",6.77
"535","2009-02-17",6.62
"536","2009-02-18",6.37
"537","2009-02-19",6.39
"538","2009-02-20",6.49
"539","2009-02-23",6.37
"540","2009-02-24",6.53
"541","2009-02-25",6.39
"542","2009-02-26",6.35
"543","2009-02-27",6.2
"544","2009-03-02",5.85
"545","2009-03-03",5.51
"546","2009-03-04",5.94
"547","2009-03-05",4.83
"548","2009-03-06",5.05
"549","2009-03-09",4.44
"550","2009-03-10",4.87
"551","2009-03-11",4.99
"552","2009-03-12",5.39
"553","2009-03-13",5.35
"554","2009-03-16",5.16
"555","2009-03-17",5.2
"556","2009-03-18",5.04
"557","2009-03-19",4.78
"558","2009-03-20",4.91
"559","2009-03-23",5.5
"560","2009-03-24",5.02
"561","2009-03-25",5.26
"562","2009-03-26",5.63
"563","2009-03-27",5.71
"564","2009-03-30",5.38
"565","2009-03-31",5.53
"566","2009-04-01",5.78
"567","2009-04-02",6.44
"568","2009-04-03",6.7
"569","2009-04-06",6.78
"570","2009-04-07",6.06
"571","2009-04-08",6.55
"572","2009-04-09",7.21
"573","2009-04-13",6.89
"574","2009-04-14",6.88
"575","2009-04-15",6.99
"576","2009-04-16",7.38
"577","2009-04-17",7.34
"578","2009-04-20",6.52
"579","2009-04-21",7.29
"580","2009-04-22",6.79
"581","2009-04-23",6.41
"582","2009-04-24",6.86
"583","2009-04-27",6.41
"584","2009-04-28",6.69
"585","2009-04-29",8.06
"586","2009-04-30",8.12
"587","2009-05-01",8.39
"588","2009-05-04",10.07
"589","2009-05-05",9.48
"590","2009-05-06",9.32
"591","2009-05-07",8.86
"592","2009-05-08",8.98
"593","2009-05-11",8.89
"594","2009-05-12",8.53
"595","2009-05-13",8
"596","2009-05-14",8.28
"597","2009-05-15",8.14
"598","2009-05-18",8.06
"599","2009-05-19",8.39
"600","2009-05-20",8.02
"601","2009-05-21",7.87
"602","2009-05-22",7.88
"603","2009-05-26",8.16
"604","2009-05-27",7.65
"605","2009-05-28",7.57
"606","2009-05-29",7.54
"607","2009-06-01",8.35
"608","2009-06-02",9.09
"609","2009-06-03",8.88
"610","2009-06-04",8.91
"611","2009-06-05",9.67
"612","2009-06-08",8.85
"613","2009-06-09",8.84
"614","2009-06-10",8.98
"615","2009-06-11",8.91
"616","2009-06-12",8.71
"617","2009-06-15",8.23
"618","2009-06-16",8.05
"619","2009-06-17",8.02
"620","2009-06-18",8
"621","2009-06-19",9
"622","2009-06-22",8.09
"623","2009-06-23",8.22
"624","2009-06-24",8.48
"625","2009-06-25",8.9
"626","2009-06-26",8.98
"627","2009-06-29",9.41
"628","2009-06-30",9.25
"629","2009-07-01",9.53
"630","2009-07-02",9.04
"631","2009-07-06",10.39
"632","2009-07-07",10.14
"633","2009-07-08",10.12
"634","2009-07-09",10.2
"635","2009-07-10",10.6
"636","2009-07-13",11.15
"637","2009-07-14",11.23
"638","2009-07-15",11.59
"639","2009-07-16",11.55
"640","2009-07-17",11.5
"641","2009-07-20",11.5
"642","2009-07-21",11.32
"643","2009-07-22",11.24
"644","2009-07-23",11.38
"645","2009-07-24",11.48
"646","2009-07-27",11.39
"647","2009-07-28",11.68
"648","2009-07-29",11.55
"649","2009-07-30",11.78
"650","2009-07-31",11.5
"651","2009-08-03",11.49
"652","2009-08-04",11.47
"653","2009-08-05",10.18
"654","2009-08-06",9.55
"655","2009-08-07",9.7
"656","2009-08-10",9.71
"657","2009-08-11",9.46
"658","2009-08-12",9.96
"659","2009-08-13",10.17
"660","2009-08-14",10.07
"661","2009-08-17",9.83
"662","2009-08-18",10.15
"663","2009-08-19",10.04
"664","2009-08-20",9.97
"665","2009-08-21",10.33
"666","2009-08-24",10.09
"667","2009-08-25",10.14
"668","2009-08-26",10.08
"669","2009-08-27",10.06
"670","2009-08-28",10.17
"671","2009-08-31",9.52
"672","2009-09-01",9.36
"673","2009-09-02",9.46
"674","2009-09-03",9.81
"675","2009-09-04",9.77
"676","2009-09-08",9.54
"677","2009-09-09",9.59
"678","2009-09-10",9.64
"679","2009-09-11",9.58
"680","2009-09-14",9.66
"681","2009-09-15",10.06
"682","2009-09-16",9.95
"683","2009-09-17",10.21
"684","2009-09-18",10.1
"685","2009-09-21",9.93
"686","2009-09-22",9.99
"687","2009-09-23",10.36
"688","2009-09-24",10.19
"689","2009-09-25",9.7
"690","2009-09-28",10.11
"691","2009-09-29",10.03
"692","2009-09-30",9.86
"693","2009-10-01",9.16
"694","2009-10-02",8.85
"695","2009-10-05",9.12
"696","2009-10-06",9.49
"697","2009-10-07",10.21
"698","2009-10-08",9.72
"699","2009-10-09",10.31
"700","2009-10-12",10.25
"701","2009-10-13",10.24
"702","2009-10-14",10.54
"703","2009-10-15",10.62
"704","2009-10-16",10.33
"705","2009-10-19",10.93
"706","2009-10-20",10.4
"707","2009-10-21",10.41
"708","2009-10-22",10.59
"709","2009-10-23",10.28
"710","2009-10-26",10.33
"711","2009-10-27",10.41
"712","2009-10-28",10.5
"713","2009-10-29",11.06
"714","2009-10-30",10.7
"715","2009-11-02",10.37
"716","2009-11-03",10.65
"717","2009-11-04",10.53
"718","2009-11-05",10.69
"719","2009-11-06",10.48
"720","2009-11-09",10.65
"721","2009-11-10",10.49
"722","2009-11-11",11.06
"723","2009-11-12",10.6
"724","2009-11-13",10.81
"725","2009-11-16",11.56
"726","2009-11-17",11.27
"727","2009-11-18",11.19
"728","2009-11-19",10.76
"729","2009-11-20",10.85
"730","2009-11-23",11.38
"731","2009-11-24",10.71
"732","2009-11-25",10.66
"733","2009-11-27",10.61
"734","2009-11-30",10.61
"735","2009-12-01",10.76
"736","2009-12-02",10.89
"737","2009-12-03",10.6
"738","2009-12-04",10.97
"739","2009-12-07",11.04
"740","2009-12-08",10.96
"741","2009-12-09",11.08
"742","2009-12-10",10.85
"743","2009-12-11",11.07
"744","2009-12-14",10.79
"745","2009-12-15",10.42
"746","2009-12-16",10.7
"747","2009-12-17",10.56
"748","2009-12-18",10.35
"749","2009-12-21",10.9
"750","2009-12-22",10.93
"751","2009-12-23",10.97
"752","2009-12-24",11.38
"753","2009-12-28",11.01
"754","2009-12-29",10.98
"755","2009-12-30",11.22
"756","2009-12-31",11.01
"757","2010-01-04",11.66
"758","2010-01-05",11.17
"759","2010-01-06",10.94
"760","2010-01-07",11.56
"761","2010-01-08",11.86
"762","2010-01-11",11.59
"763","2010-01-12",11.3
"764","2010-01-13",11.95
"765","2010-01-14",11.98
"766","2010-01-15",11.97
"767","2010-01-19",13.07
"768","2010-01-20",12.57
"769","2010-01-21",12.61
"770","2010-01-22",12.55
"771","2010-01-25",12.9
"772","2010-01-26",12.48
"773","2010-01-27",13.72
"774","2010-01-28",12.41
"775","2010-01-29",11.94
"776","2010-02-01",12.07
"777","2010-02-02",11.63
"778","2010-02-03",11.12
"779","2010-02-04",10.67
"780","2010-02-05",10.85
"781","2010-02-08",10.61
"782","2010-02-09",11.31
"783","2010-02-10",12.38
"784","2010-02-11",12.61
"785","2010-02-12",12.59
"786","2010-02-16",12.68
"787","2010-02-17",12.66
"788","2010-02-18",12.75
"789","2010-02-19",12.7
"790","2010-02-22",12.84
"791","2010-02-23",12.61
"792","2010-02-24",12.76
"793","2010-02-25",12.37
"794","2010-02-26",12.22
"795","2010-03-01",12.44
"796","2010-03-02",12.58
"797","2010-03-03",12.37
"798","2010-03-04",12.36
"799","2010-03-05",12.72
"800","2010-03-08",12.72
"801","2010-03-09",12.96
"802","2010-03-10",12.86
"803","2010-03-11",12.89
"804","2010-03-12",12.78
"805","2010-03-15",12.59
"806","2010-03-16",12.48
"807","2010-03-17",12.53
"808","2010-03-18",12.72
"809","2010-03-19",12.25
"810","2010-03-22",12.9
"811","2010-03-23",13.32
"812","2010-03-24",13.37
"813","2010-03-25",13.3
"814","2010-03-26",13.2
"815","2010-03-29",13.24
"816","2010-03-30",13.88
"817","2010-03-31",13.72
"818","2010-04-01",13.38
"819","2010-04-05",14.02
"820","2010-04-06",13.83
"821","2010-04-07",13.79
"822","2010-04-08",13.79
"823","2010-04-09",13.67
"824","2010-04-12",13.71
"825","2010-04-13",13.63
"826","2010-04-14",14.01
"827","2010-04-15",13.97
"828","2010-04-16",13.89
"829","2010-04-19",13.91
"830","2010-04-20",13.93
"831","2010-04-21",14.17
"832","2010-04-22",14.1
"833","2010-04-23",14.12
"834","2010-04-26",13.88
"835","2010-04-27",13.24
"836","2010-04-28",13.07
"837","2010-04-29",13.67
"838","2010-04-30",12.86
"839","2010-05-03",12.91
"840","2010-05-04",12.75
"841","2010-05-05",12.49
"842","2010-05-06",12.04
"843","2010-05-07",11.43
"844","2010-05-10",12.73
"845","2010-05-11",13.01
"846","2010-05-12",13.5
"847","2010-05-13",13.35
"848","2010-05-14",13.16
"849","2010-05-17",12.85
"850","2010-05-18",12.38
"851","2010-05-19",12.2
"852","2010-05-20",11.26
"853","2010-05-21",11.93
"854","2010-05-24",11.54
"855","2010-05-25",11.45
"856","2010-05-26",11.19
"857","2010-05-27",11.9
"858","2010-05-28",11.75
"859","2010-06-01",11.14
"860","2010-06-02",11.73
"861","2010-06-03",11.78
"862","2010-06-04",10.88
"863","2010-06-07",10.58
"864","2010-06-08",10.35
"865","2010-06-09",10.35
"866","2010-06-10",10.99
"867","2010-06-11",11.28
"868","2010-06-14",11.51
"869","2010-06-15",11.41
"870","2010-06-16",11.3
"871","2010-06-17",11.29
"872","2010-06-18",11.5
"873","2010-06-21",11.47
"874","2010-06-22",11.33
"875","2010-06-23",11.59
"876","2010-06-24",11.38
"877","2010-06-25",12.08
"878","2010-06-28",11.87
"879","2010-06-29",11
"880","2010-06-30",11.73
"881","2010-07-01",11.64
"882","2010-07-02",11.85
"883","2010-07-06",11.75
"884","2010-07-07",11.91
"885","2010-07-08",11.99
"886","2010-07-09",11.87
"887","2010-07-12",11.75
"888","2010-07-13",12.2
"889","2010-07-14",12.2
"890","2010-07-15",11.96
"891","2010-07-16",11.53
"892","2010-07-19",12.06
"893","2010-07-20",12.31
"894","2010-07-21",11.69
"895","2010-07-22",12.41
"896","2010-07-23",13.13
"897","2010-07-26",13.31
"898","2010-07-27",13.29
"899","2010-07-28",13.1
"900","2010-07-29",12.96
"901","2010-07-30",13.2
"902","2010-08-02",13.15
"903","2010-08-03",12.96
"904","2010-08-04",12.3
"905","2010-08-05",12.04
"906","2010-08-06",12.05
"907","2010-08-09",12.21
"908","2010-08-10",11.7
"909","2010-08-11",11.18
"910","2010-08-12",10.98
"911","2010-08-13",10.72
"912","2010-08-16",10.99
"913","2010-08-17",11.22
"914","2010-08-18",11.06
"915","2010-08-19",10.78
"916","2010-08-20",10.82
"917","2010-08-23",10.9
"918","2010-08-24",11.03
"919","2010-08-25",11.08
"920","2010-08-26",10.77
"921","2010-08-27",11.33
"922","2010-08-30",10.9
"923","2010-08-31",11.07
"924","2010-09-01",12.11
"925","2010-09-02",12.02
"926","2010-09-03",12.37
"927","2010-09-07",12.41
"928","2010-09-08",12.77
"929","2010-09-09",12.77
"930","2010-09-10",12.46
"931","2010-09-13",12.71
"932","2010-09-14",12.72
"933","2010-09-15",12.88
"934","2010-09-16",12.23
"935","2010-09-17",12
"936","2010-09-20",12.05
"937","2010-09-21",11.85
"938","2010-09-22",11.92
"939","2010-09-23",11.77
"940","2010-09-24",12.12
"941","2010-09-27",12.01
"942","2010-09-28",12.19
"943","2010-09-29",12.08
"944","2010-09-30",12.03
"945","2010-10-01",12.37
"946","2010-10-04",12.79
"947","2010-10-05",13.1
"948","2010-10-06",13.37
"949","2010-10-07",13.28
"950","2010-10-08",13.19
"951","2010-10-11",13.05
"952","2010-10-12",13.3
"953","2010-10-13",13.39
"954","2010-10-14",13.5
"955","2010-10-15",13.51
"956","2010-10-18",13.74
"957","2010-10-19",13.65
"958","2010-10-20",13.78
"959","2010-10-21",14.12
"960","2010-10-22",14.02
"961","2010-10-25",14.35
"962","2010-10-26",14.27
"963","2010-10-27",15.76
"964","2010-10-28",16
"965","2010-10-29",15.84
"966","2010-11-01",15.67
"967","2010-11-02",15.94
"968","2010-11-03",16
"969","2010-11-04",15.93
"970","2010-11-05",15.63
"971","2010-11-08",15.45
"972","2010-11-09",15.34
"973","2010-11-10",16.360001
"974","2010-11-11",16.77
"975","2010-11-12",16.469999
"976","2010-11-15",16.59
"977","2010-11-16",16.129999
"978","2010-11-17",16.17
"979","2010-11-18",16.799999
"980","2010-11-19",16.82
"981","2010-11-22",17.030001
"982","2010-11-23",16.700001
"983","2010-11-24",17.280001
"984","2010-11-26",17.4
"985","2010-11-29",17.43
"986","2010-11-30",17.809999
"987","2010-12-01",19.02
"988","2010-12-02",18.93
"989","2010-12-03",18.92
"990","2010-12-06",19.68
"991","2010-12-07",19.780001
"992","2010-12-08",19.49
"993","2010-12-09",19.559999
"994","2010-12-10",20
"995","2010-12-13",19.75
"996","2010-12-14",19.67
"997","2010-12-15",19.24
"998","2010-12-16",19.370001
"999","2010-12-17",19.66
