"","date","MGTX"
"102","2018-10-31",13.36
"103","2018-11-01",13.16
"104","2018-11-02",13.19
"105","2018-11-05",13.48
"106","2018-11-06",13.05
"107","2018-11-07",13.28
"108","2018-11-08",13.24
"109","2018-11-09",12.93
"110","2018-11-12",12.92
"111","2018-11-13",12.57
"112","2018-11-14",12.49
"113","2018-11-15",12.64
"114","2018-11-16",12.82
"115","2018-11-19",12.89
"116","2018-11-20",12.95
"117","2018-11-21",13.09
"118","2018-11-23",13.09
"119","2018-11-26",12.88
"120","2018-11-27",13.13
"121","2018-11-28",13.16
"122","2018-11-29",13.26
"123","2018-11-30",13.51
"124","2018-12-03",14.02
"125","2018-12-04",13.92
"126","2018-12-06",13.04
"127","2018-12-07",12.55
"128","2018-12-10",12.45
"129","2018-12-11",12.1
"130","2018-12-12",12.96
"131","2018-12-13",12.19
"132","2018-12-14",12.09
"133","2018-12-17",10.95
"134","2018-12-18",9.93
"135","2018-12-19",9.66
"136","2018-12-20",9.8
"137","2018-12-21",10.32
"138","2018-12-24",9.61
"139","2018-12-26",9.69
"140","2018-12-27",9.79
"141","2018-12-28",9.64
"142","2018-12-31",9.64
"143","2019-01-02",9.83
"144","2019-01-03",9.89
"145","2019-01-04",10.49
"146","2019-01-07",10.55
"147","2019-01-08",10.79
"148","2019-01-09",10.9
"149","2019-01-10",10.63
"150","2019-01-11",10.57
"151","2019-01-14",10.64
"152","2019-01-15",11.02
"153","2019-01-16",10.73
"154","2019-01-17",10.31
"155","2019-01-18",10.05
"156","2019-01-22",9.96
"157","2019-01-23",9.74
"158","2019-01-24",9.97
"159","2019-01-25",10.02
"160","2019-01-28",9.82
"161","2019-01-29",9.2
"162","2019-01-30",9.54
"163","2019-01-31",12.38
"164","2019-02-01",12.27
"165","2019-02-04",12.24
"166","2019-02-05",12.19
"167","2019-02-06",12.47
"168","2019-02-07",12.21
"169","2019-02-08",12.42
"170","2019-02-11",12.67
"171","2019-02-12",12.56
"172","2019-02-13",12.71
"173","2019-02-14",12.75
"174","2019-02-15",12.79
"175","2019-02-19",12.81
"176","2019-02-20",12.94
"177","2019-02-21",12.44
"178","2019-02-22",12.76
"179","2019-02-25",14.36
"180","2019-02-26",13.27
"181","2019-02-27",15.5
"182","2019-02-28",16.26
"183","2019-03-01",16.65
"184","2019-03-04",17.540001
"185","2019-03-05",18.17
"186","2019-03-06",18.030001
"187","2019-03-07",18.110001
"188","2019-03-08",18.59
"189","2019-03-11",19
"190","2019-03-12",19.639999
"191","2019-03-13",20.280001
"192","2019-03-14",20.209999
"193","2019-03-15",21.209999
"194","2019-03-18",21.200001
"195","2019-03-19",20.5
"196","2019-03-20",19.690001
"197","2019-03-21",19.75
"198","2019-03-22",18.309999
"199","2019-03-25",17.9
"200","2019-03-26",17.5
"201","2019-03-27",17.370001
"202","2019-03-28",17.790001
"203","2019-03-29",17.23
"204","2019-04-01",17.379999
"205","2019-04-02",18.18
"206","2019-04-03",18.809999
"207","2019-04-04",18.41
"208","2019-04-05",18.33
"209","2019-04-08",18.690001
"210","2019-04-09",19.139999
"211","2019-04-10",20
"212","2019-04-11",19.67
"213","2019-04-12",19.290001
"214","2019-04-15",19.719999
"215","2019-04-16",20.200001
"216","2019-04-17",18.75
"217","2019-04-18",18.5
"218","2019-04-22",18.030001
"219","2019-04-23",18.09
"220","2019-04-24",18.450001
"221","2019-04-25",18.5
"222","2019-04-26",18.99
"223","2019-04-29",19.52
"224","2019-04-30",19.530001
"225","2019-05-01",18.610001
"226","2019-05-02",17.709999
"227","2019-05-03",18.280001
"228","2019-05-06",18.27
"229","2019-05-07",18.65
"230","2019-05-08",18.51
"231","2019-05-09",18.41
"232","2019-05-10",18.35
"233","2019-05-13",17.780001
"234","2019-05-14",21.5
"235","2019-05-15",22.219999
"236","2019-05-16",23.07
"237","2019-05-17",23.48
"238","2019-05-20",23.43
"239","2019-05-21",23.98
"240","2019-05-22",23.99
"241","2019-05-23",23.940001
"242","2019-05-24",24.35
"243","2019-05-28",24.559999
"244","2019-05-29",22.950001
"245","2019-05-30",21.870001
"246","2019-05-31",22.01
"247","2019-06-03",21.549999
"248","2019-06-04",22.299999
"249","2019-06-05",21.799999
"250","2019-06-06",20.610001
"251","2019-06-07",20.99
"252","2019-06-10",20.93
"253","2019-06-11",20.809999
"254","2019-06-12",21.389999
"255","2019-06-13",21.959999
"256","2019-06-14",20.51
"257","2019-06-17",20.73
"258","2019-06-18",21.299999
"259","2019-06-19",21.280001
"260","2019-06-20",20.9
"261","2019-06-21",21.280001
"262","2019-06-24",21.469999
"263","2019-06-25",22.98
"264","2019-06-26",23.85
"265","2019-06-27",25.34
"266","2019-06-28",26.879999
"267","2019-07-01",28.07
"268","2019-07-02",29.07
"269","2019-07-03",29.639999
"270","2019-07-05",26.950001
"271","2019-07-08",28.92
"272","2019-07-09",30.01
"273","2019-07-10",29.440001
"274","2019-07-11",29.4
"275","2019-07-12",29.219999
"276","2019-07-15",28.690001
"277","2019-07-16",28.32
"278","2019-07-17",28.879999
"279","2019-07-18",27.780001
"280","2019-07-19",27.030001
"281","2019-07-22",27.02
"282","2019-07-23",27
"283","2019-07-24",28.959999
"284","2019-07-25",27.77
"285","2019-07-26",27.99
"286","2019-07-29",28.780001
"287","2019-07-30",27.91
"288","2019-07-31",27.25
"289","2019-08-01",26.610001
"290","2019-08-02",26.209999
"291","2019-08-05",24.85
"292","2019-08-06",25.48
"293","2019-08-07",25.58
"294","2019-08-08",22.77
"295","2019-08-09",22.16
"296","2019-08-12",21.610001
"297","2019-08-13",22.440001
"298","2019-08-14",22.27
"299","2019-08-15",21.16
"300","2019-08-16",21.110001
"301","2019-08-19",21.25
"302","2019-08-20",21.309999
"303","2019-08-21",21.91
"304","2019-08-22",22.040001
"305","2019-08-23",21.540001
"306","2019-08-26",20.98
"307","2019-08-27",19.799999
"308","2019-08-28",20.120001
"309","2019-08-29",20.610001
"310","2019-08-30",20.25
"311","2019-09-03",20.9
"312","2019-09-04",19.98
"313","2019-09-05",20.219999
"314","2019-09-06",19.65
"315","2019-09-09",19.389999
"316","2019-09-10",19.540001
"317","2019-09-11",20.459999
"318","2019-09-12",19.639999
"319","2019-09-13",19.58
"320","2019-09-16",19.17
"321","2019-09-17",18.559999
"322","2019-09-18",18.870001
"323","2019-09-19",18.75
"324","2019-09-20",18.290001
"325","2019-09-23",18.32
"326","2019-09-24",17.52
"327","2019-09-25",16.67
"328","2019-09-26",16.08
"329","2019-09-27",15.84
"330","2019-09-30",15.95
"331","2019-10-01",15.44
"332","2019-10-02",15.83
"333","2019-10-03",16.51
"334","2019-10-04",16.190001
"335","2019-10-07",15.71
"336","2019-10-08",14.78
"337","2019-10-09",14.62
"338","2019-10-10",14.48
"339","2019-10-11",14.365
"340","2019-10-14",14.19
"341","2019-10-15",13.91
"342","2019-10-16",14.64
"343","2019-10-17",15
"344","2019-10-18",14.12
"345","2019-10-21",14.61
"346","2019-10-22",14.33
"347","2019-10-23",14.39
"348","2019-10-24",14.59
"349","2019-10-25",14.81
"350","2019-10-28",14.38
"351","2019-10-29",14.41
"352","2019-10-30",14.31
"353","2019-10-31",14.45
"354","2019-11-01",16.02
"355","2019-11-04",14.84
"356","2019-11-05",14.63
"357","2019-11-06",14.22
"358","2019-11-07",14.45
"359","2019-11-08",14.46
"360","2019-11-11",15.44
"361","2019-11-12",15.17
"362","2019-11-13",15.17
"363","2019-11-14",14.72
"364","2019-11-15",15.11
"365","2019-11-18",14.85
"366","2019-11-19",15.96
"367","2019-11-20",15.97
"368","2019-11-21",17.07
"369","2019-11-22",17.809999
"370","2019-11-25",17.469999
"371","2019-11-26",17.690001
"372","2019-11-27",19.26
"373","2019-11-29",19.27
"374","2019-12-02",18.77
"375","2019-12-03",20.52
"376","2019-12-04",20.025
"377","2019-12-05",19.959999
"378","2019-12-06",21.24
"379","2019-12-09",21.309999
"380","2019-12-10",21.26
"381","2019-12-11",20.559999
"382","2019-12-12",20.52
"383","2019-12-13",21.02
"384","2019-12-16",21.059999
"385","2019-12-17",21.379999
"386","2019-12-18",21.370001
"387","2019-12-19",21.43
"388","2019-12-20",21.120001
"389","2019-12-23",21.469999
"390","2019-12-24",21.48
"391","2019-12-26",21.139999
"392","2019-12-27",20.120001
"393","2019-12-30",19.9
"394","2019-12-31",20.02
"395","2020-01-02",19.719999
"396","2020-01-03",19.610001
"397","2020-01-06",20.02
"398","2020-01-07",20.27
"399","2020-01-08",20.299999
"400","2020-01-09",20.639999
"401","2020-01-10",19.41
"402","2020-01-13",19.969999
"403","2020-01-14",20.1
"404","2020-01-15",20.120001
"405","2020-01-16",20.620001
"406","2020-01-17",20.379999
"407","2020-01-21",19.25
"408","2020-01-22",19.299999
"409","2020-01-23",19.040001
"410","2020-01-24",18.190001
"411","2020-01-27",17.709999
"412","2020-01-28",17.4
"413","2020-01-29",18.01
"414","2020-01-30",18.32
"415","2020-01-31",18.110001
"416","2020-02-03",19.379999
"417","2020-02-04",19.34
"418","2020-02-05",19.33
"419","2020-02-06",19.780001
"420","2020-02-07",19.780001
"421","2020-02-10",20.379999
"422","2020-02-11",20.799999
"423","2020-02-12",21.24
"424","2020-02-13",20.49
"425","2020-02-14",18.879999
"426","2020-02-18",18.059999
"427","2020-02-19",17.5
"428","2020-02-20",17.809999
"429","2020-02-21",18.32
"430","2020-02-24",17.16
"431","2020-02-25",16.66
"432","2020-02-26",16.48
"433","2020-02-27",15.77
"434","2020-02-28",16.200001
"435","2020-03-02",16.91
"436","2020-03-03",16.41
"437","2020-03-04",18.360001
"438","2020-03-05",17.59
"439","2020-03-06",16.450001
"440","2020-03-09",15.21
"441","2020-03-10",15.22
"442","2020-03-11",14.1
"443","2020-03-12",12.12
"444","2020-03-13",12.93
"445","2020-03-16",9.31
"446","2020-03-17",9.66
"447","2020-03-18",9.44
"448","2020-03-19",10.47
"449","2020-03-20",9.45
"450","2020-03-23",9.92
"451","2020-03-24",10.87
"452","2020-03-25",12.06
"453","2020-03-26",13.16
"454","2020-03-27",11.66
"455","2020-03-30",12.46
"456","2020-03-31",13.44
"457","2020-04-01",12.4
"458","2020-04-02",11.79
"459","2020-04-03",11.83
"460","2020-04-06",13.49
"461","2020-04-07",12.42
"462","2020-04-08",13.25
"463","2020-04-09",13.53
"464","2020-04-13",13.72
"465","2020-04-14",13.98
"466","2020-04-15",13.5
"467","2020-04-16",13.27
"468","2020-04-17",14.59
"469","2020-04-20",13.59
"470","2020-04-21",13.65
"471","2020-04-22",13.59
"472","2020-04-23",13.54
"473","2020-04-24",13.9
"474","2020-04-27",14.34
"475","2020-04-28",13.89
"476","2020-04-29",14.5
"477","2020-04-30",13.77
"478","2020-05-01",12.89
"479","2020-05-04",14.03
"480","2020-05-05",13.83
"481","2020-05-06",13.29
"482","2020-05-07",14.11
"483","2020-05-08",14.33
"484","2020-05-11",15.67
"485","2020-05-12",15.43
"486","2020-05-13",14.59
"487","2020-05-14",13.37
"488","2020-05-15",13.56
"489","2020-05-18",14.38
"490","2020-05-19",14.14
"491","2020-05-20",14.99
"492","2020-05-21",15.14
"493","2020-05-22",15.42
"494","2020-05-26",15.87
"495","2020-05-27",15.97
"496","2020-05-28",15.05
"497","2020-05-29",14.84
"498","2020-06-01",14.4
"499","2020-06-02",13.85
"500","2020-06-03",14.01
"501","2020-06-04",14.39
"502","2020-06-05",14.35
"503","2020-06-08",15.61
"504","2020-06-09",14.94
"505","2020-06-10",14.43
"506","2020-06-11",12.93
"507","2020-06-12",13.2
"508","2020-06-15",13.75
"509","2020-06-16",14.01
"510","2020-06-17",13.86
"511","2020-06-18",13.85
"512","2020-06-19",14
"513","2020-06-22",13.92
"514","2020-06-23",13.95
"515","2020-06-24",13.85
"516","2020-06-25",14.18
"517","2020-06-26",12.47
"518","2020-06-29",12.21
"519","2020-06-30",12.52
"520","2020-07-01",12.19
"521","2020-07-02",12.32
"522","2020-07-06",12.19
"523","2020-07-07",11.87
"524","2020-07-08",12.47
"525","2020-07-09",12.12
"526","2020-07-10",12.23
"527","2020-07-13",11.59
"528","2020-07-14",12.26
"529","2020-07-15",12.56
"530","2020-07-16",12.25
"531","2020-07-17",14.15
"532","2020-07-20",14.93
"533","2020-07-21",14.74
"534","2020-07-22",14.56
"535","2020-07-23",13.36
"536","2020-07-24",13.44
"537","2020-07-27",13.3
"538","2020-07-28",13.94
"539","2020-07-29",13.5
"540","2020-07-30",13.45
"541","2020-07-31",12.99
"542","2020-08-03",13.24
"543","2020-08-04",13.11
"544","2020-08-05",13.13
"545","2020-08-06",13.07
"546","2020-08-07",13.8
"547","2020-08-10",14.03
"548","2020-08-11",13.86
"549","2020-08-12",14.23
"550","2020-08-13",13.58
"551","2020-08-14",14.07
"552","2020-08-17",14.32
"553","2020-08-18",14.09
"554","2020-08-19",13.64
"555","2020-08-20",13.79
"556","2020-08-21",13.45
"557","2020-08-24",13.51
"558","2020-08-25",13.93
"559","2020-08-26",13.39
"560","2020-08-27",13.33
"561","2020-08-28",12.93
"562","2020-08-31",13.01
"563","2020-09-01",12.36
"564","2020-09-02",12.73
"565","2020-09-03",12.59
"566","2020-09-04",12.64
"567","2020-09-08",13.02
"568","2020-09-09",13.15
"569","2020-09-10",13.16
"570","2020-09-11",12.93
"571","2020-09-14",13.33
"572","2020-09-15",13.12
"573","2020-09-16",13.62
"574","2020-09-17",13.09
"575","2020-09-18",13.53
"576","2020-09-21",12.71
"577","2020-09-22",12.76
"578","2020-09-23",12.29
"579","2020-09-24",12.08
"580","2020-09-25",12.3
"581","2020-09-28",12.83
"582","2020-09-29",13.26
"583","2020-09-30",13.24
"584","2020-10-01",13.7
"585","2020-10-02",13.45
"586","2020-10-05",14.12
"587","2020-10-06",14.38
"588","2020-10-07",14.51
"589","2020-10-08",14.33
"590","2020-10-09",14.22
"591","2020-10-12",13.86
"592","2020-10-13",13.52
"593","2020-10-14",13.02
"594","2020-10-15",13.03
"595","2020-10-16",13.54
"596","2020-10-19",12.92
"597","2020-10-20",12.94
"598","2020-10-21",12.77
"599","2020-10-22",13.09
"600","2020-10-23",13.32
"601","2020-10-26",13.02
"602","2020-10-27",13.65
"603","2020-10-28",13.28
"604","2020-10-29",13.63
"605","2020-10-30",12.78
"606","2020-11-02",13.29
"607","2020-11-03",13.83
"608","2020-11-04",14.55
"609","2020-11-05",14.81
"610","2020-11-06",14.3
"611","2020-11-09",14.32
"612","2020-11-10",15.15
"613","2020-11-11",15
"614","2020-11-12",15.11
"615","2020-11-13",14.99
"616","2020-11-16",15.5
"617","2020-11-17",15.14
"618","2020-11-18",14.36
"619","2020-11-19",12.92
"620","2020-11-20",12.71
"621","2020-11-23",12.66
"622","2020-11-24",12.93
"623","2020-11-25",13.73
"624","2020-11-27",13.9
