"","date","CBU"
"1","2007-01-03",23.4
"2","2007-01-04",23.610001
"3","2007-01-05",22.85
"4","2007-01-08",23
"5","2007-01-09",23
"6","2007-01-10",23.219999
"7","2007-01-11",23.440001
"8","2007-01-12",23.440001
"9","2007-01-16",23.110001
"10","2007-01-17",22.940001
"11","2007-01-18",22.549999
"12","2007-01-19",22.58
"13","2007-01-22",22.35
"14","2007-01-23",22.51
"15","2007-01-24",22.51
"16","2007-01-25",22.17
"17","2007-01-26",22.280001
"18","2007-01-29",22.52
"19","2007-01-30",22.58
"20","2007-01-31",22.66
"21","2007-02-01",22.77
"22","2007-02-02",22.85
"23","2007-02-05",22.780001
"24","2007-02-06",22.959999
"25","2007-02-07",23.07
"26","2007-02-08",23
"27","2007-02-09",22.639999
"28","2007-02-12",22.700001
"29","2007-02-13",22.85
"30","2007-02-14",22.84
"31","2007-02-15",22.68
"32","2007-02-16",22.709999
"33","2007-02-20",22.98
"34","2007-02-21",22.799999
"35","2007-02-22",22.85
"36","2007-02-23",22.459999
"37","2007-02-26",22.459999
"38","2007-02-27",21.360001
"39","2007-02-28",21.389999
"40","2007-03-01",21.280001
"41","2007-03-02",20.959999
"42","2007-03-05",20.41
"43","2007-03-06",21.200001
"44","2007-03-07",20.709999
"45","2007-03-08",20.780001
"46","2007-03-09",20.879999
"47","2007-03-12",20.73
"48","2007-03-13",19.98
"49","2007-03-14",20.33
"50","2007-03-15",20.790001
"51","2007-03-16",20.57
"52","2007-03-19",20.799999
"53","2007-03-20",20.82
"54","2007-03-21",21.530001
"55","2007-03-22",21.35
"56","2007-03-23",21.32
"57","2007-03-26",21.200001
"58","2007-03-27",21.09
"59","2007-03-28",20.76
"60","2007-03-29",21.040001
"61","2007-03-30",20.92
"62","2007-04-02",20.639999
"63","2007-04-03",20.84
"64","2007-04-04",20.49
"65","2007-04-05",20.299999
"66","2007-04-09",20.110001
"67","2007-04-10",20.059999
"68","2007-04-11",20.01
"69","2007-04-12",20.08
"70","2007-04-13",20.34
"71","2007-04-16",20.950001
"72","2007-04-17",20.799999
"73","2007-04-18",20.559999
"74","2007-04-19",20.08
"75","2007-04-20",20.620001
"76","2007-04-23",20.200001
"77","2007-04-24",20.299999
"78","2007-04-25",20.76
"79","2007-04-26",20.290001
"80","2007-04-27",20.77
"81","2007-04-30",20.5
"82","2007-05-01",20.68
"83","2007-05-02",21.030001
"84","2007-05-03",21
"85","2007-05-04",21.049999
"86","2007-05-07",21
"87","2007-05-08",21.049999
"88","2007-05-09",21.23
"89","2007-05-10",20.67
"90","2007-05-11",21.110001
"91","2007-05-14",20.85
"92","2007-05-15",20.51
"93","2007-05-16",20.629999
"94","2007-05-17",20.370001
"95","2007-05-18",20.309999
"96","2007-05-21",20.57
"97","2007-05-22",20.780001
"98","2007-05-23",20.6
"99","2007-05-24",20.290001
"100","2007-05-25",20.389999
"101","2007-05-29",20.629999
"102","2007-05-30",20.43
"103","2007-05-31",20.559999
"104","2007-06-01",20.93
"105","2007-06-04",20.84
"106","2007-06-05",20.620001
"107","2007-06-06",20.299999
"108","2007-06-07",20.139999
"109","2007-06-08",20.440001
"110","2007-06-11",20.35
"111","2007-06-12",20.02
"112","2007-06-13",20.15
"113","2007-06-14",20.07
"114","2007-06-15",20.51
"115","2007-06-18",20.450001
"116","2007-06-19",20.51
"117","2007-06-20",20.25
"118","2007-06-21",20.07
"119","2007-06-22",19.99
"120","2007-06-25",19.709999
"121","2007-06-26",19.84
"122","2007-06-27",20.17
"123","2007-06-28",20.35
"124","2007-06-29",20.02
"125","2007-07-02",20.17
"126","2007-07-03",20.33
"127","2007-07-05",20.15
"128","2007-07-06",20.049999
"129","2007-07-09",19.879999
"130","2007-07-10",19.360001
"131","2007-07-11",19.290001
"132","2007-07-12",19.75
"133","2007-07-13",19.559999
"134","2007-07-16",19.209999
"135","2007-07-17",19.25
"136","2007-07-18",19.030001
"137","2007-07-19",19.219999
"138","2007-07-20",18.629999
"139","2007-07-23",18.610001
"140","2007-07-24",18.07
"141","2007-07-25",18.360001
"142","2007-07-26",18.08
"143","2007-07-27",17.99
"144","2007-07-30",18.120001
"145","2007-07-31",17.99
"146","2007-08-01",17.950001
"147","2007-08-02",18.120001
"148","2007-08-03",17.09
"149","2007-08-06",18.07
"150","2007-08-07",18.18
"151","2007-08-08",19.49
"152","2007-08-09",18.969999
"153","2007-08-10",19.700001
"154","2007-08-13",18.67
"155","2007-08-14",18.379999
"156","2007-08-15",18.43
"157","2007-08-16",19.75
"158","2007-08-17",21.08
"159","2007-08-20",20.92
"160","2007-08-21",21.030001
"161","2007-08-22",21.389999
"162","2007-08-23",20.67
"163","2007-08-24",20.83
"164","2007-08-27",20.639999
"165","2007-08-28",19.879999
"166","2007-08-29",20.059999
"167","2007-08-30",19.9
"168","2007-08-31",20.110001
"169","2007-09-04",20.200001
"170","2007-09-05",19.92
"171","2007-09-06",19.91
"172","2007-09-07",19.559999
"173","2007-09-10",19.440001
"174","2007-09-11",19.809999
"175","2007-09-12",19.57
"176","2007-09-13",19.58
"177","2007-09-14",19.75
"178","2007-09-17",19.76
"179","2007-09-18",20.76
"180","2007-09-19",21.049999
"181","2007-09-20",20.530001
"182","2007-09-21",20.17
"183","2007-09-24",19.84
"184","2007-09-25",19.860001
"185","2007-09-26",19.93
"186","2007-09-27",19.91
"187","2007-09-28",19.52
"188","2007-10-01",20.049999
"189","2007-10-02",20.459999
"190","2007-10-03",20.360001
"191","2007-10-04",20.48
"192","2007-10-05",20.82
"193","2007-10-08",20.34
"194","2007-10-09",20.48
"195","2007-10-10",20.389999
"196","2007-10-11",19.99
"197","2007-10-12",20.110001
"198","2007-10-15",19.67
"199","2007-10-16",19.049999
"200","2007-10-17",18.99
"201","2007-10-18",18.780001
"202","2007-10-19",18.01
"203","2007-10-22",18.620001
"204","2007-10-23",19.450001
"205","2007-10-24",19.74
"206","2007-10-25",20.059999
"207","2007-10-26",20.77
"208","2007-10-29",20.860001
"209","2007-10-30",20.85
"210","2007-10-31",20.91
"211","2007-11-01",19.49
"212","2007-11-02",19.25
"213","2007-11-05",18.969999
"214","2007-11-06",19.940001
"215","2007-11-07",18.51
"216","2007-11-08",19.16
"217","2007-11-09",19.41
"218","2007-11-12",19.719999
"219","2007-11-13",20.51
"220","2007-11-14",20.139999
"221","2007-11-15",19.92
"222","2007-11-16",19.639999
"223","2007-11-19",19.25
"224","2007-11-20",19.24
"225","2007-11-21",19.200001
"226","2007-11-23",19.860001
"227","2007-11-26",18.84
"228","2007-11-27",19.52
"229","2007-11-28",20.58
"230","2007-11-29",20.07
"231","2007-11-30",20.17
"232","2007-12-03",19.98
"233","2007-12-04",19.959999
"234","2007-12-05",20.299999
"235","2007-12-06",20.870001
"236","2007-12-07",20.709999
"237","2007-12-10",21.17
"238","2007-12-11",20.549999
"239","2007-12-12",20.58
"240","2007-12-13",20.299999
"241","2007-12-14",19.860001
"242","2007-12-17",19.4
"243","2007-12-18",20.1
"244","2007-12-19",20.75
"245","2007-12-20",20.860001
"246","2007-12-21",21.68
"247","2007-12-24",21.57
"248","2007-12-26",21.549999
"249","2007-12-27",20.469999
"250","2007-12-28",20.129999
"251","2007-12-31",19.870001
"252","2008-01-02",19.629999
"253","2008-01-03",19.290001
"254","2008-01-04",18.66
"255","2008-01-07",19.26
"256","2008-01-08",18.440001
"257","2008-01-09",18.82
"258","2008-01-10",19.370001
"259","2008-01-11",18.790001
"260","2008-01-14",18.84
"261","2008-01-15",18.09
"262","2008-01-16",18.870001
"263","2008-01-17",18.209999
"264","2008-01-18",19.209999
"265","2008-01-22",19.6
"266","2008-01-23",21.49
"267","2008-01-24",21.76
"268","2008-01-25",20.91
"269","2008-01-28",22
"270","2008-01-29",21.719999
"271","2008-01-30",21.33
"272","2008-01-31",21.82
"273","2008-02-01",22
"274","2008-02-04",21.59
"275","2008-02-05",20.969999
"276","2008-02-06",21.309999
"277","2008-02-07",22.030001
"278","2008-02-08",22.370001
"279","2008-02-11",23.1
"280","2008-02-12",23.209999
"281","2008-02-13",23.120001
"282","2008-02-14",22.33
"283","2008-02-15",22.34
"284","2008-02-19",22.530001
"285","2008-02-20",22.98
"286","2008-02-21",22.73
"287","2008-02-22",23.040001
"288","2008-02-25",23.360001
"289","2008-02-26",23.33
"290","2008-02-27",23.09
"291","2008-02-28",22.629999
"292","2008-02-29",22.1
"293","2008-03-03",22.540001
"294","2008-03-04",22.969999
"295","2008-03-05",22.700001
"296","2008-03-06",22.1
"297","2008-03-07",22.34
"298","2008-03-10",22.219999
"299","2008-03-11",23.4
"300","2008-03-12",23.32
"301","2008-03-13",24.08
"302","2008-03-14",23.48
"303","2008-03-17",24.040001
"304","2008-03-18",24.91
"305","2008-03-19",24.4
"306","2008-03-20",26.059999
"307","2008-03-24",25.34
"308","2008-03-25",25.280001
"309","2008-03-26",25.139999
"310","2008-03-27",24.73
"311","2008-03-28",24.82
"312","2008-03-31",24.559999
"313","2008-04-01",25.16
"314","2008-04-02",25.059999
"315","2008-04-03",24.940001
"316","2008-04-04",24.68
"317","2008-04-07",24.639999
"318","2008-04-08",24.469999
"319","2008-04-09",23.83
"320","2008-04-10",24.43
"321","2008-04-11",23.82
"322","2008-04-14",23.35
"323","2008-04-15",23.790001
"324","2008-04-16",25.030001
"325","2008-04-17",24.85
"326","2008-04-18",25.120001
"327","2008-04-21",24.4
"328","2008-04-22",24.280001
"329","2008-04-23",24.24
"330","2008-04-24",25.360001
"331","2008-04-25",25.24
"332","2008-04-28",26.190001
"333","2008-04-29",25.780001
"334","2008-04-30",25.49
"335","2008-05-01",26.120001
"336","2008-05-02",25.91
"337","2008-05-05",25.91
"338","2008-05-06",25.879999
"339","2008-05-07",25.6
"340","2008-05-08",25.76
"341","2008-05-09",25.32
"342","2008-05-12",25.5
"343","2008-05-13",25.299999
"344","2008-05-14",25.219999
"345","2008-05-15",25.110001
"346","2008-05-16",24.5
"347","2008-05-19",24.09
"348","2008-05-20",23.66
"349","2008-05-21",23.66
"350","2008-05-22",23.99
"351","2008-05-23",23.709999
"352","2008-05-27",24.370001
"353","2008-05-28",24.049999
"354","2008-05-29",24.209999
"355","2008-05-30",24.129999
"356","2008-06-02",23.73
"357","2008-06-03",23.549999
"358","2008-06-04",23.76
"359","2008-06-05",24.190001
"360","2008-06-06",23.59
"361","2008-06-09",23.139999
"362","2008-06-10",23.379999
"363","2008-06-11",22.629999
"364","2008-06-12",22.629999
"365","2008-06-13",22.6
"366","2008-06-16",23.049999
"367","2008-06-17",22.74
"368","2008-06-18",22.200001
"369","2008-06-19",22.629999
"370","2008-06-20",23.09
"371","2008-06-23",22.450001
"372","2008-06-24",22.51
"373","2008-06-25",21.530001
"374","2008-06-26",20.68
"375","2008-06-27",21.110001
"376","2008-06-30",20.620001
"377","2008-07-01",21.389999
"378","2008-07-02",21.040001
"379","2008-07-03",20.34
"380","2008-07-07",20.02
"381","2008-07-08",21.84
"382","2008-07-09",20.57
"383","2008-07-10",21.43
"384","2008-07-11",21.459999
"385","2008-07-14",20.41
"386","2008-07-15",20.01
"387","2008-07-16",22.209999
"388","2008-07-17",23.27
"389","2008-07-18",22.799999
"390","2008-07-21",22.969999
"391","2008-07-22",24.17
"392","2008-07-23",24.299999
"393","2008-07-24",23.469999
"394","2008-07-25",23.76
"395","2008-07-28",22.719999
"396","2008-07-29",23.700001
"397","2008-07-30",23.6
"398","2008-07-31",23.6
"399","2008-08-01",23.33
"400","2008-08-04",23.190001
"401","2008-08-05",23.65
"402","2008-08-06",23.52
"403","2008-08-07",22.83
"404","2008-08-08",23.6
"405","2008-08-11",24.200001
"406","2008-08-12",24.440001
"407","2008-08-13",23.75
"408","2008-08-14",23.5
"409","2008-08-15",23.860001
"410","2008-08-18",23.59
"411","2008-08-19",23
"412","2008-08-20",22.889999
"413","2008-08-21",22.17
"414","2008-08-22",22.950001
"415","2008-08-25",22.23
"416","2008-08-26",22.389999
"417","2008-08-27",22.33
"418","2008-08-28",22.59
"419","2008-08-29",22.6
"420","2008-09-02",22.33
"421","2008-09-03",22.83
"422","2008-09-04",22.389999
"423","2008-09-05",22.93
"424","2008-09-08",23.67
"425","2008-09-09",23.139999
"426","2008-09-10",22.82
"427","2008-09-11",22.709999
"428","2008-09-12",23
"429","2008-09-15",22.85
"430","2008-09-16",23.629999
"431","2008-09-17",23.139999
"432","2008-09-18",27.219999
"433","2008-09-19",29.799999
"434","2008-09-22",25.85
"435","2008-09-23",24.35
"436","2008-09-24",23.75
"437","2008-09-25",25.08
"438","2008-09-26",25.139999
"439","2008-09-29",23.85
"440","2008-09-30",25.15
"441","2008-10-01",24.77
"442","2008-10-02",23.07
"443","2008-10-03",23.74
"444","2008-10-06",24.6
"445","2008-10-07",22.51
"446","2008-10-08",21.24
"447","2008-10-09",19.92
"448","2008-10-10",23.450001
"449","2008-10-13",23.25
"450","2008-10-14",23.440001
"451","2008-10-15",23.02
"452","2008-10-16",25.77
"453","2008-10-17",23.99
"454","2008-10-20",23.940001
"455","2008-10-21",23.43
"456","2008-10-22",22.459999
"457","2008-10-23",21.610001
"458","2008-10-24",21.23
"459","2008-10-27",20.84
"460","2008-10-28",22.51
"461","2008-10-29",22.690001
"462","2008-10-30",23.209999
"463","2008-10-31",24.950001
"464","2008-11-03",25.530001
"465","2008-11-04",24.530001
"466","2008-11-05",23.209999
"467","2008-11-06",23.469999
"468","2008-11-07",23.450001
"469","2008-11-10",22.959999
"470","2008-11-11",23
"471","2008-11-12",21.469999
"472","2008-11-13",23.74
"473","2008-11-14",22.799999
"474","2008-11-17",22
"475","2008-11-18",21.75
"476","2008-11-19",20.48
"477","2008-11-20",19.629999
"478","2008-11-21",20.77
"479","2008-11-24",22.459999
"480","2008-11-25",22.26
"481","2008-11-26",23.200001
"482","2008-11-28",23.059999
"483","2008-12-01",20.709999
"484","2008-12-02",22.549999
"485","2008-12-03",22.92
"486","2008-12-04",22.6
"487","2008-12-05",23.67
"488","2008-12-08",23.49
"489","2008-12-09",22.389999
"490","2008-12-10",23.07
"491","2008-12-11",21.34
"492","2008-12-12",22.299999
"493","2008-12-15",21.42
