"","date","FENG"
"179","2012-01-30",7.19
"180","2012-01-31",7.25
"181","2012-02-01",7.2
"182","2012-02-02",7.14
"183","2012-02-03",7.11
"184","2012-02-06",6.49
"185","2012-02-07",6.59
"186","2012-02-08",6.26
"187","2012-02-09",6.63
"188","2012-02-10",6.43
"189","2012-02-13",6.53
"190","2012-02-14",6.58
"191","2012-02-15",7.12
"192","2012-02-16",7.4
"193","2012-02-17",7.35
"194","2012-02-21",7.09
"195","2012-02-22",7.3
"196","2012-02-23",7.28
"197","2012-02-24",7.09
"198","2012-02-27",7.27
"199","2012-02-28",7.41
"200","2012-02-29",7.3
"201","2012-03-01",7.44
"202","2012-03-02",7.45
"203","2012-03-05",7.27
"204","2012-03-06",6.86
"205","2012-03-07",6.88
"206","2012-03-08",7.2
"207","2012-03-09",7.39
"208","2012-03-12",7.56
"209","2012-03-13",7.7
"210","2012-03-14",7.61
"211","2012-03-15",7.46
"212","2012-03-16",7.25
"213","2012-03-19",7.35
"214","2012-03-20",7.1
"215","2012-03-21",7.14
"216","2012-03-22",7.06
"217","2012-03-23",7.45
"218","2012-03-26",7.65
"219","2012-03-27",7.67
"220","2012-03-28",7.64
"221","2012-03-29",7.32
"222","2012-03-30",7.35
"223","2012-04-02",7.56
"224","2012-04-03",7.76
"225","2012-04-04",7.53
"226","2012-04-05",7.62
"227","2012-04-09",7.51
"228","2012-04-10",7.31
"229","2012-04-11",7.5
"230","2012-04-12",7.6
"231","2012-04-13",7.5
"232","2012-04-16",7.3
"233","2012-04-17",7.51
"234","2012-04-18",7.37
"235","2012-04-19",7.45
"236","2012-04-20",7.18
"237","2012-04-23",6.82
"238","2012-04-24",6.68
"239","2012-04-25",6.53
"240","2012-04-26",6.69
"241","2012-04-27",6.52
"242","2012-04-30",6.3
"243","2012-05-01",6.3
"244","2012-05-02",6.28
"245","2012-05-03",6.2
"246","2012-05-04",6.15
"247","2012-05-07",6.05
"248","2012-05-08",6.04
"249","2012-05-09",5.86
"250","2012-05-10",6
"251","2012-05-11",5.77
"252","2012-05-14",5.54
"253","2012-05-15",5.31
"254","2012-05-16",5.14
"255","2012-05-17",4.8
"256","2012-05-18",4.46
"257","2012-05-21",4.35
"258","2012-05-22",4.83
"259","2012-05-23",5.03
"260","2012-05-24",4.91
"261","2012-05-25",4.91
"262","2012-05-29",5.12
"263","2012-05-30",5
"264","2012-05-31",4.96
"265","2012-06-01",4.7
"266","2012-06-04",4.53
"267","2012-06-05",4.56
"268","2012-06-06",4.53
"269","2012-06-07",4.55
"270","2012-06-08",4.38
"271","2012-06-11",4.39
"272","2012-06-12",4.44
"273","2012-06-13",4.53
"274","2012-06-14",4.7
"275","2012-06-15",5.55
"276","2012-06-18",5.57
"277","2012-06-19",5.22
"278","2012-06-20",5.22
"279","2012-06-21",4.97
"280","2012-06-22",5.08
"281","2012-06-25",4.86
"282","2012-06-26",4.68
"283","2012-06-27",4.75
"284","2012-06-28",4.7
"285","2012-06-29",4.78
"286","2012-07-02",4.62
"287","2012-07-03",4.67
"288","2012-07-05",4.64
"289","2012-07-06",4.66
"290","2012-07-09",4.5
"291","2012-07-10",4.53
"292","2012-07-11",4.47
"293","2012-07-12",4.43
"294","2012-07-13",4.45
"295","2012-07-16",4.38
"296","2012-07-17",4.05
"297","2012-07-18",4.2
"298","2012-07-19",4.13
"299","2012-07-20",4.17
"300","2012-07-23",3.99
"301","2012-07-24",4.05
"302","2012-07-25",3.86
"303","2012-07-26",3.91
"304","2012-07-27",3.93
"305","2012-07-30",3.86
"306","2012-07-31",3.91
"307","2012-08-01",3.93
"308","2012-08-02",3.9
"309","2012-08-03",3.95
"310","2012-08-06",3.88
"311","2012-08-07",3.81
"312","2012-08-08",3.67
"313","2012-08-09",3.88
"314","2012-08-10",3.93
"315","2012-08-13",4.1
"316","2012-08-14",3.76
"317","2012-08-15",3.76
"318","2012-08-16",3.74
"319","2012-08-17",3.86
"320","2012-08-20",3.93
"321","2012-08-21",3.98
"322","2012-08-22",3.97
"323","2012-08-23",3.9
"324","2012-08-24",3.92
"325","2012-08-27",3.82
"326","2012-08-28",3.89
"327","2012-08-29",3.73
"328","2012-08-30",3.75
"329","2012-08-31",3.79
"330","2012-09-04",3.63
"331","2012-09-05",3.6
"332","2012-09-06",3.54
"333","2012-09-07",3.55
"334","2012-09-10",3.41
"335","2012-09-11",3.39
"336","2012-09-12",3.52
"337","2012-09-13",3.54
"338","2012-09-14",3.44
"339","2012-09-17",3.53
"340","2012-09-18",3.47
"341","2012-09-19",3.42
"342","2012-09-20",3.38
"343","2012-09-21",3.35
"344","2012-09-24",3.36
"345","2012-09-25",3.39
"346","2012-09-26",3.35
"347","2012-09-27",3.43
"348","2012-09-28",3.42
"349","2012-10-01",3.47
"350","2012-10-02",3.45
"351","2012-10-03",3.55
"352","2012-10-04",3.66
"353","2012-10-05",3.81
"354","2012-10-08",3.8
"355","2012-10-09",3.72
"356","2012-10-10",3.7
"357","2012-10-11",3.77
"358","2012-10-12",3.81
"359","2012-10-15",3.84
"360","2012-10-16",3.88
"361","2012-10-17",3.83
"362","2012-10-18",3.7
"363","2012-10-19",3.67
"364","2012-10-22",3.75
"365","2012-10-23",3.86
"366","2012-10-24",3.84
"367","2012-10-25",3.82
"368","2012-10-26",3.68
"369","2012-10-31",3.6
"370","2012-11-01",3.69
"371","2012-11-02",3.65
"372","2012-11-05",3.64
"373","2012-11-06",3.64
"374","2012-11-07",3.64
"375","2012-11-08",3.55
"376","2012-11-09",3.45
"377","2012-11-12",3.38
"378","2012-11-13",3.43
"379","2012-11-14",3.35
"380","2012-11-15",3.33
"381","2012-11-16",3.25
"382","2012-11-19",3.21
"383","2012-11-20",3.17
"384","2012-11-21",3.05
"385","2012-11-23",3.13
"386","2012-11-26",3.19
"387","2012-11-27",3.18
"388","2012-11-28",3.21
"389","2012-11-29",3.23
"390","2012-11-30",3.26
"391","2012-12-03",3.22
"392","2012-12-04",3.12
"393","2012-12-05",3.1
"394","2012-12-06",3.07
"395","2012-12-07",3.19
"396","2012-12-10",3.18
"397","2012-12-11",3.2
"398","2012-12-12",3.21
"399","2012-12-13",3.38
"400","2012-12-14",3.52
"401","2012-12-17",3.64
"402","2012-12-18",3.6
"403","2012-12-19",3.62
"404","2012-12-20",3.65
"405","2012-12-21",3.5
"406","2012-12-24",3.57
"407","2012-12-26",3.57
"408","2012-12-27",3.55
"409","2012-12-28",3.5
"410","2012-12-31",3.64
"411","2013-01-02",3.55
"412","2013-01-03",3.58
"413","2013-01-04",3.63
"414","2013-01-07",3.55
"415","2013-01-08",3.52
"416","2013-01-09",3.48
"417","2013-01-10",3.5
"418","2013-01-11",3.53
"419","2013-01-14",3.52
"420","2013-01-15",3.53
"421","2013-01-16",3.52
"422","2013-01-17",3.53
"423","2013-01-18",3.58
"424","2013-01-22",3.61
"425","2013-01-23",3.61
"426","2013-01-24",3.63
"427","2013-01-25",3.62
"428","2013-01-28",3.54
"429","2013-01-29",3.51
"430","2013-01-30",3.51
"431","2013-01-31",3.56
"432","2013-02-01",3.58
"433","2013-02-04",3.66
"434","2013-02-05",3.72
"435","2013-02-06",3.7
"436","2013-02-07",3.73
"437","2013-02-08",3.73
"438","2013-02-11",3.73
"439","2013-02-12",3.65
"440","2013-02-13",3.71
"441","2013-02-14",3.68
"442","2013-02-15",3.65
"443","2013-02-19",3.68
"444","2013-02-20",3.69
"445","2013-02-21",3.62
"446","2013-02-22",3.61
"447","2013-02-25",3.69
"448","2013-02-26",3.78
"449","2013-02-27",3.81
"450","2013-02-28",3.81
"451","2013-03-01",3.85
"452","2013-03-04",3.83
"453","2013-03-05",3.87
"454","2013-03-06",3.92
"455","2013-03-07",3.93
"456","2013-03-08",4
"457","2013-03-11",3.97
"458","2013-03-12",3.95
"459","2013-03-13",3.99
"460","2013-03-14",4.1
"461","2013-03-15",4.12
"462","2013-03-18",3.98
"463","2013-03-19",3.9
"464","2013-03-20",3.85
"465","2013-03-21",3.97
"466","2013-03-22",3.97
"467","2013-03-25",3.99
"468","2013-03-26",4.05
"469","2013-03-27",3.95
"470","2013-03-28",4.16
"471","2013-04-01",4.23
"472","2013-04-02",4.42
"473","2013-04-03",4.43
"474","2013-04-04",4.3
"475","2013-04-05",4.19
"476","2013-04-08",4.07
"477","2013-04-09",4.05
"478","2013-04-10",4.02
"479","2013-04-11",4.05
"480","2013-04-12",4.01
"481","2013-04-15",3.75
"482","2013-04-16",3.62
"483","2013-04-17",3.56
"484","2013-04-18",3.48
"485","2013-04-19",3.57
"486","2013-04-22",3.5
"487","2013-04-23",3.49
"488","2013-04-24",3.59
"489","2013-04-25",3.71
"490","2013-04-26",3.65
"491","2013-04-29",3.68
"492","2013-04-30",3.65
"493","2013-05-01",3.75
"494","2013-05-02",3.73
"495","2013-05-03",3.74
"496","2013-05-06",3.76
"497","2013-05-07",3.78
"498","2013-05-08",3.94
"499","2013-05-09",3.94
"500","2013-05-10",4.03
"501","2013-05-13",4
"502","2013-05-14",4.2
"503","2013-05-15",4.36
"504","2013-05-16",4.38
"505","2013-05-17",4.21
"506","2013-05-20",4.3
"507","2013-05-21",4.48
"508","2013-05-22",4.89
"509","2013-05-23",4.62
"510","2013-05-24",4.6
"511","2013-05-28",4.8
"512","2013-05-29",4.9
"513","2013-05-30",4.92
"514","2013-05-31",4.66
"515","2013-06-03",4.97
"516","2013-06-04",4.79
"517","2013-06-05",4.98
"518","2013-06-06",5.1
"519","2013-06-07",5.32
"520","2013-06-10",5.7
"521","2013-06-11",5.6
"522","2013-06-12",5.78
"523","2013-06-13",5.1
"524","2013-06-14",5.09
"525","2013-06-17",5.29
"526","2013-06-18",5.43
"527","2013-06-19",5.46
"528","2013-06-20",5.4
"529","2013-06-21",5.58
"530","2013-06-24",5.21
"531","2013-06-25",5.34
"532","2013-06-26",5.39
"533","2013-06-27",5.47
"534","2013-06-28",5.49
"535","2013-07-01",5.68
"536","2013-07-02",5.71
"537","2013-07-03",5.25
"538","2013-07-05",5.57
"539","2013-07-08",5.5
"540","2013-07-09",5.48
"541","2013-07-10",5.48
"542","2013-07-11",5.48
"543","2013-07-12",5.47
"544","2013-07-15",5.29
"545","2013-07-16",5.39
"546","2013-07-17",5.48
"547","2013-07-18",5.57
"548","2013-07-19",5.49
"549","2013-07-22",5.75
"550","2013-07-23",5.83
"551","2013-07-24",5.83
"552","2013-07-25",5.84
"553","2013-07-26",5.8
"554","2013-07-29",5.69
"555","2013-07-30",5.59
"556","2013-07-31",5.6
"557","2013-08-01",6
"558","2013-08-02",5.92
"559","2013-08-05",6.09
"560","2013-08-06",6.6
"561","2013-08-07",7.01
"562","2013-08-08",7.2
"563","2013-08-09",7.24
"564","2013-08-12",8.22
"565","2013-08-13",8.83
"566","2013-08-14",9.07
"567","2013-08-15",8.88
"568","2013-08-16",8.91
"569","2013-08-19",8.83
"570","2013-08-20",8.82
"571","2013-08-21",8.97
"572","2013-08-22",9
"573","2013-08-23",8.98
"574","2013-08-26",8.9
"575","2013-08-27",8.65
"576","2013-08-28",8.7
"577","2013-08-29",8.84
"578","2013-08-30",8.82
"579","2013-09-03",9.06
"580","2013-09-04",9.44
"581","2013-09-05",9.82
"582","2013-09-06",10.18
"583","2013-09-09",11.29
"584","2013-09-10",10.64
"585","2013-09-11",10.89
"586","2013-09-12",10.59
"587","2013-09-13",10.46
"588","2013-09-16",10.82
"589","2013-09-17",10.73
"590","2013-09-18",10.87
"591","2013-09-19",11.3
"592","2013-09-20",11.66
"593","2013-09-23",11.93
"594","2013-09-24",12.15
"595","2013-09-25",11.87
"596","2013-09-26",12.18
"597","2013-09-27",11.7
"598","2013-09-30",11.25
"599","2013-10-01",11.7
"600","2013-10-02",12.23
"601","2013-10-03",11.92
"602","2013-10-04",12.26
"603","2013-10-07",12.62
"604","2013-10-08",11.46
"605","2013-10-09",10.89
"606","2013-10-10",11.27
"607","2013-10-11",11.87
"608","2013-10-14",11.67
"609","2013-10-15",10.99
"610","2013-10-16",11.67
"611","2013-10-17",12.31
"612","2013-10-18",12.36
"613","2013-10-21",12.94
"614","2013-10-22",12.85
"615","2013-10-23",12.17
"616","2013-10-24",11.08
"617","2013-10-25",10.65
"618","2013-10-28",9.06
"619","2013-10-29",9.66
"620","2013-10-30",9.28
"621","2013-10-31",8.98
"622","2013-11-01",9.11
"623","2013-11-04",9.32
"624","2013-11-05",9.65
"625","2013-11-06",9.26
"626","2013-11-07",8.86
"627","2013-11-08",9.09
"628","2013-11-11",10.02
"629","2013-11-12",9.55
"630","2013-11-13",10.24
"631","2013-11-14",9.09
"632","2013-11-15",10.36
"633","2013-11-18",10.29
"634","2013-11-19",9.33
"635","2013-11-20",9.31
"636","2013-11-21",9.13
"637","2013-11-22",9.51
"638","2013-11-25",9.09
"639","2013-11-26",9.26
"640","2013-11-27",9.47
"641","2013-11-29",9.86
"642","2013-12-02",9.66
"643","2013-12-03",9.61
"644","2013-12-04",9.81
"645","2013-12-05",9.81
"646","2013-12-06",9.2
"647","2013-12-09",9.26
"648","2013-12-10",8.87
"649","2013-12-11",8.59
"650","2013-12-12",8.99
"651","2013-12-13",8.92
"652","2013-12-16",8.85
"653","2013-12-17",8.59
"654","2013-12-18",8.78
"655","2013-12-19",9.04
"656","2013-12-20",9.06
"657","2013-12-23",9.43
"658","2013-12-24",9.35
"659","2013-12-26",9.37
"660","2013-12-27",9.38
"661","2013-12-30",9.47
"662","2013-12-31",9.63
"663","2014-01-02",10.1
"664","2014-01-03",10.2
"665","2014-01-06",9.81
"666","2014-01-07",10.28
"667","2014-01-08",10.84
"668","2014-01-09",10.88
"669","2014-01-10",10.57
"670","2014-01-13",9.92
"671","2014-01-14",10.28
"672","2014-01-15",11.13
"673","2014-01-16",11.34
"674","2014-01-17",11.36
"675","2014-01-21",11.46
"676","2014-01-22",11.56
"677","2014-01-23",10.64
"678","2014-01-24",10.04
"679","2014-01-27",9.72
"680","2014-01-28",9.99
"681","2014-01-29",9.8
"682","2014-01-30",9.94
"683","2014-01-31",9.65
"684","2014-02-03",8.93
"685","2014-02-04",9.54
"686","2014-02-05",9.27
"687","2014-02-06",9.92
"688","2014-02-07",9.93
"689","2014-02-10",10.01
"690","2014-02-11",10.2
"691","2014-02-12",10.45
"692","2014-02-13",10.48
"693","2014-02-14",10.3
"694","2014-02-18",10.6
"695","2014-02-19",10.84
"696","2014-02-20",11.01
"697","2014-02-21",11.12
"698","2014-02-24",11.68
"699","2014-02-25",11.35
"700","2014-02-26",11.25
"701","2014-02-27",11.1
"702","2014-02-28",10.78
"703","2014-03-03",10.88
"704","2014-03-04",12
"705","2014-03-05",13.27
"706","2014-03-06",12.71
"707","2014-03-07",12.8
"708","2014-03-10",12.28
"709","2014-03-11",11.73
"710","2014-03-12",12.13
"711","2014-03-13",11.59
"712","2014-03-14",11.24
"713","2014-03-17",11.25
"714","2014-03-18",11.55
"715","2014-03-19",11.37
"716","2014-03-20",11.25
"717","2014-03-21",10.74
"718","2014-03-24",10.32
"719","2014-03-25",10.27
"720","2014-03-26",10.3
"721","2014-03-27",9.89
"722","2014-03-28",10.23
"723","2014-03-31",10.37
"724","2014-04-01",11.02
"725","2014-04-02",11.15
"726","2014-04-03",10.64
"727","2014-04-04",10.23
"728","2014-04-07",9.33
"729","2014-04-08",9.99
"730","2014-04-09",10.48
"731","2014-04-10",10
"732","2014-04-11",9.79
"733","2014-04-14",10
"734","2014-04-15",9.65
"735","2014-04-16",10.14
"736","2014-04-17",10.3
"737","2014-04-21",10.54
"738","2014-04-22",10.9
"739","2014-04-23",10.37
"740","2014-04-24",10.4
"741","2014-04-25",9.94
"742","2014-04-28",9.32
"743","2014-04-29",9.42
"744","2014-04-30",9.25
"745","2014-05-01",9.39
"746","2014-05-02",9.45
"747","2014-05-05",9.82
"748","2014-05-06",9.82
"749","2014-05-07",9.51
"750","2014-05-08",9.15
"751","2014-05-09",8.73
"752","2014-05-12",9.19
"753","2014-05-13",8.98
"754","2014-05-14",9.17
"755","2014-05-15",9.34
"756","2014-05-16",9.24
"757","2014-05-19",9.54
"758","2014-05-20",9.58
"759","2014-05-21",9.79
"760","2014-05-22",9.82
"761","2014-05-23",10.11
"762","2014-05-27",10.02
"763","2014-05-28",10.28
"764","2014-05-29",10.37
"765","2014-05-30",9.89
"766","2014-06-02",9.89
"767","2014-06-03",9.88
"768","2014-06-04",9.84
"769","2014-06-05",9.93
"770","2014-06-06",10.07
"771","2014-06-09",10.35
"772","2014-06-10",10.51
"773","2014-06-11",10.55
"774","2014-06-12",10.46
"775","2014-06-13",10.38
"776","2014-06-16",10.64
"777","2014-06-17",10.95
"778","2014-06-18",11.03
"779","2014-06-19",11.05
"780","2014-06-20",10.9
"781","2014-06-23",11.09
"782","2014-06-24",11.11
"783","2014-06-25",10.98
"784","2014-06-26",10.88
"785","2014-06-27",10.73
"786","2014-06-30",10.71
"787","2014-07-01",10.98
"788","2014-07-02",10.9
"789","2014-07-03",10.77
"790","2014-07-07",10.76
"791","2014-07-08",10.07
"792","2014-07-09",9.89
"793","2014-07-10",9.99
"794","2014-07-11",9.89
"795","2014-07-14",10.01
"796","2014-07-15",9.99
"797","2014-07-16",9.85
"798","2014-07-17",9.55
"799","2014-07-18",9.77
"800","2014-07-21",10.02
"801","2014-07-22",10.25
"802","2014-07-23",10.21
"803","2014-07-24",10.14
"804","2014-07-25",10.2
"805","2014-07-28",10.32
"806","2014-07-29",10.42
"807","2014-07-30",10.64
"808","2014-07-31",10.08
"809","2014-08-01",9.94
"810","2014-08-04",10.43
"811","2014-08-05",10.38
"812","2014-08-06",10.43
"813","2014-08-07",10.52
"814","2014-08-08",10.77
"815","2014-08-11",11.2
"816","2014-08-12",10.28
"817","2014-08-13",10.23
"818","2014-08-14",10.2
"819","2014-08-15",10.4
"820","2014-08-18",10.64
"821","2014-08-19",10.77
"822","2014-08-20",10.56
"823","2014-08-21",10.64
"824","2014-08-22",10.65
"825","2014-08-25",10.42
"826","2014-08-26",10.4
"827","2014-08-27",10.2
"828","2014-08-28",10.29
"829","2014-08-29",10.35
"830","2014-09-02",9.93
"831","2014-09-03",9.77
"832","2014-09-04",9.88
"833","2014-09-05",10.04
"834","2014-09-08",9.92
"835","2014-09-09",9.66
"836","2014-09-10",9.54
"837","2014-09-11",9.95
"838","2014-09-12",10.27
"839","2014-09-15",9.87
"840","2014-09-16",10.11
"841","2014-09-17",9.79
"842","2014-09-18",9.88
"843","2014-09-19",9.71
"844","2014-09-22",9.37
"845","2014-09-23",9.45
"846","2014-09-24",9.51
"847","2014-09-25",9.38
"848","2014-09-26",9.49
"849","2014-09-29",9.41
"850","2014-09-30",9.35
"851","2014-10-01",8.94
"852","2014-10-02",9.12
"853","2014-10-03",9.24
"854","2014-10-06",9.14
"855","2014-10-07",8.96
"856","2014-10-08",9.15
"857","2014-10-09",9.05
"858","2014-10-10",8.75
"859","2014-10-13",8.49
"860","2014-10-14",8.3
"861","2014-10-15",8.99
"862","2014-10-16",9.15
"863","2014-10-17",9.24
"864","2014-10-20",9.43
"865","2014-10-21",9.43
"866","2014-10-22",9.22
"867","2014-10-23",9.34
"868","2014-10-24",9.51
"869","2014-10-27",9.36
"870","2014-10-28",9.87
"871","2014-10-29",9.71
"872","2014-10-30",9.8
"873","2014-10-31",10.26
"874","2014-11-03",10.19
"875","2014-11-04",10.3
"876","2014-11-05",9.9
"877","2014-11-06",10.14
"878","2014-11-07",10.2
"879","2014-11-10",10.39
"880","2014-11-11",10.23
"881","2014-11-12",10.15
"882","2014-11-13",9.82
"883","2014-11-14",9.79
"884","2014-11-17",9.75
"885","2014-11-18",9.44
"886","2014-11-19",9.25
"887","2014-11-20",9.09
"888","2014-11-21",9.05
"889","2014-11-24",9.04
"890","2014-11-25",9.02
"891","2014-11-26",9.03
"892","2014-11-28",8.89
"893","2014-12-01",8.68
"894","2014-12-02",8.54
"895","2014-12-03",8.53
"896","2014-12-04",8.37
"897","2014-12-05",8.2
"898","2014-12-08",8.08
"899","2014-12-09",8.39
"900","2014-12-10",8.14
"901","2014-12-11",8.13
"902","2014-12-12",8.06
"903","2014-12-15",8.02
"904","2014-12-16",7.62
"905","2014-12-17",7.53
"906","2014-12-18",8.08
"907","2014-12-19",8.48
"908","2014-12-22",8.57
"909","2014-12-23",8.54
"910","2014-12-24",8.49
"911","2014-12-26",8.68
"912","2014-12-29",8.53
"913","2014-12-30",8.52
"914","2014-12-31",8.31
"915","2015-01-02",8.4
"916","2015-01-05",8.31
"917","2015-01-06",8.01
"918","2015-01-07",7.95
"919","2015-01-08",7.96
"920","2015-01-09",7.78
"921","2015-01-12",7.65
"922","2015-01-13",7.85
"923","2015-01-14",8
"924","2015-01-15",7.81
"925","2015-01-16",7.94
"926","2015-01-20",8.21
"927","2015-01-21",8.21
"928","2015-01-22",8.31
"929","2015-01-23",8.5
"930","2015-01-26",7.56
"931","2015-01-27",7.61
"932","2015-01-28",7.8
"933","2015-01-29",7.6
"934","2015-01-30",7.68
"935","2015-02-02",7.63
"936","2015-02-03",8.03
"937","2015-02-04",7.99
"938","2015-02-05",8.04
"939","2015-02-06",8.11
"940","2015-02-09",7.98
"941","2015-02-10",7.95
"942","2015-02-11",7.82
"943","2015-02-12",7.69
"944","2015-02-13",7.92
"945","2015-02-17",7.75
"946","2015-02-18",7.67
"947","2015-02-19",7.71
"948","2015-02-20",7.68
"949","2015-02-23",7.49
"950","2015-02-24",7.35
"951","2015-02-25",7.37
"952","2015-02-26",7.42
"953","2015-02-27",7.34
"954","2015-03-02",7.2
"955","2015-03-03",7.24
"956","2015-03-04",7.16
"957","2015-03-05",7.1
"958","2015-03-06",7.2
"959","2015-03-09",7.21
"960","2015-03-10",6.33
"961","2015-03-11",6.04
"962","2015-03-12",6.22
"963","2015-03-13",6.14
"964","2015-03-16",5.97
"965","2015-03-17",5.85
"966","2015-03-18",5.79
"967","2015-03-19",5.89
"968","2015-03-20",5.8
"969","2015-03-23",6.07
"970","2015-03-24",6.13
"971","2015-03-25",5.91
"972","2015-03-26",5.78
"973","2015-03-27",5.88
"974","2015-03-30",5.74
"975","2015-03-31",5.67
"976","2015-04-01",5.66
"977","2015-04-02",5.78
"978","2015-04-06",5.81
"979","2015-04-07",5.99
"980","2015-04-08",6.58
"981","2015-04-09",6.5
"982","2015-04-10",6.39
"983","2015-04-13",6.53
"984","2015-04-14",6.54
"985","2015-04-15",7
"986","2015-04-16",7.26
"987","2015-04-17",7.02
"988","2015-04-20",7.14
"989","2015-04-21",7.14
"990","2015-04-22",7.24
"991","2015-04-23",7.25
"992","2015-04-24",7.27
"993","2015-04-27",7.39
"994","2015-04-28",7.3
"995","2015-04-29",7.18
"996","2015-04-30",7.21
"997","2015-05-01",7.16
"998","2015-05-04",7.62
"999","2015-05-05",7.33
"1000","2015-05-06",7.18
