"","date","RRBI"
"94","2019-09-16",43.040001
"95","2019-09-17",43.02
"96","2019-09-18",43.099998
"97","2019-09-19",43.060001
"98","2019-09-20",43.424999
"99","2019-09-23",43.099998
"100","2019-09-24",43.029999
"101","2019-09-25",43.099998
"102","2019-09-26",43.130001
"103","2019-09-27",43.130001
"104","2019-09-30",43.369999
"105","2019-10-01",43.75
"106","2019-10-02",43.435001
"107","2019-10-03",43.259998
"108","2019-10-04",43.5
"109","2019-10-07",43.509998
"110","2019-10-08",43.5
"111","2019-10-09",43.702
"112","2019-10-10",43.75
"113","2019-10-11",43.360001
"114","2019-10-14",43.73
"115","2019-10-15",43.27
"116","2019-10-16",43.383999
"117","2019-10-17",43.48
"118","2019-10-18",43.450001
"119","2019-10-21",43.25
"120","2019-10-22",43.080002
"121","2019-10-23",43.5
"122","2019-10-24",43.5
"123","2019-10-25",43.48
"124","2019-10-28",43.02
"125","2019-10-29",43.439999
"126","2019-10-30",43.360001
"127","2019-10-31",44
"128","2019-11-01",43.650002
"129","2019-11-04",44
"130","2019-11-05",46.5
"131","2019-11-06",45.990002
"132","2019-11-07",46
"133","2019-11-08",46
"134","2019-11-11",46
"135","2019-11-12",48
"136","2019-11-13",47.740002
"137","2019-11-14",48.200001
"138","2019-11-15",47.560001
"139","2019-11-18",48
"140","2019-11-19",48.349998
"141","2019-11-20",48.299999
"142","2019-11-21",47.880001
"143","2019-11-22",48.25
"144","2019-11-25",48.650002
"145","2019-11-26",50.029999
"146","2019-11-27",49.549999
"147","2019-11-29",50.5
"148","2019-12-02",51.450001
"149","2019-12-03",51.48
"150","2019-12-04",50.459999
"151","2019-12-05",50.02
"152","2019-12-06",51
"153","2019-12-09",48.615002
"154","2019-12-10",50.450001
"155","2019-12-11",51.68
"156","2019-12-12",51.5
"157","2019-12-13",52.360001
"158","2019-12-16",51.869999
"159","2019-12-17",52.599998
"160","2019-12-18",52.860001
"161","2019-12-19",53.349998
"162","2019-12-20",53.5
"163","2019-12-23",53.25
"164","2019-12-24",53.290001
"165","2019-12-26",53.900002
"166","2019-12-27",54.689999
"167","2019-12-30",55.650002
"168","2019-12-31",56.060001
"169","2020-01-02",55.18
"170","2020-01-03",56
"171","2020-01-06",56
"172","2020-01-07",56.400002
"173","2020-01-08",56.25
"174","2020-01-09",56.360001
"175","2020-01-10",55.93
"176","2020-01-13",55.990002
"177","2020-01-14",55.59
"178","2020-01-15",55.759998
"179","2020-01-16",55.529999
"180","2020-01-17",55.290001
"181","2020-01-21",55.470001
"182","2020-01-22",55.5
"183","2020-01-23",55.139999
"184","2020-01-24",54.57
"185","2020-01-27",53.740002
"186","2020-01-28",54.119999
"187","2020-01-29",55.389999
"188","2020-01-30",54.439999
"189","2020-01-31",52.950001
"190","2020-02-03",53.240002
"191","2020-02-04",53.709999
"192","2020-02-05",54.880001
"193","2020-02-06",54.529999
"194","2020-02-07",54.860001
"195","2020-02-10",54.619999
"196","2020-02-11",54.869999
"197","2020-02-12",54.650002
"198","2020-02-13",54.950001
"199","2020-02-14",55
"200","2020-02-18",53.669998
"201","2020-02-19",54.73
"202","2020-02-20",54.889999
"203","2020-02-21",54.610001
"204","2020-02-24",54.650002
"205","2020-02-25",54.599998
"206","2020-02-26",54.299999
"207","2020-02-27",51.700001
"208","2020-02-28",51.98
"209","2020-03-02",52
"210","2020-03-03",51.93
"211","2020-03-04",49.779999
"212","2020-03-05",45.98
"213","2020-03-06",49.150002
"214","2020-03-09",44.009998
"215","2020-03-10",45
"216","2020-03-11",44
"217","2020-03-12",39.52
"218","2020-03-13",39.950001
"219","2020-03-16",29.9
"220","2020-03-17",42.060001
"221","2020-03-18",39
"222","2020-03-19",39.009998
"223","2020-03-20",39.389999
"224","2020-03-23",38.299999
"225","2020-03-24",40.080002
"226","2020-03-25",38.259998
"227","2020-03-26",39.279999
"228","2020-03-27",35.830002
"229","2020-03-30",35.259998
"230","2020-03-31",37.220001
"231","2020-04-01",34.790001
"232","2020-04-02",36.599998
"233","2020-04-03",35.299999
"234","2020-04-06",38.849998
"235","2020-04-07",36.810001
"236","2020-04-08",38.32
"237","2020-04-09",41.439999
"238","2020-04-13",39.799999
"239","2020-04-14",38.5
"240","2020-04-15",34.689999
"241","2020-04-16",32.700001
"242","2020-04-17",33
"243","2020-04-20",32
"244","2020-04-21",33.900002
"245","2020-04-22",34.93
"246","2020-04-23",34.450001
"247","2020-04-24",35.32
"248","2020-04-27",38.150002
"249","2020-04-28",37.549999
"250","2020-04-29",41.900002
"251","2020-04-30",38.290001
"252","2020-05-01",37.799999
"253","2020-05-04",37.099998
"254","2020-05-05",38
"255","2020-05-06",37.5
"256","2020-05-07",37.07
"257","2020-05-08",38.099998
"258","2020-05-11",37.099998
"259","2020-05-12",36.75
"260","2020-05-13",37.73
"261","2020-05-14",37.150002
"262","2020-05-15",37.98
"263","2020-05-18",42.299999
"264","2020-05-19",41.700001
"265","2020-05-20",41.639999
"266","2020-05-21",40.77
"267","2020-05-22",40.049999
"268","2020-05-26",41.27
"269","2020-05-27",41.98
"270","2020-05-28",40.509998
"271","2020-05-29",40.25
"272","2020-06-01",39.25
"273","2020-06-02",39
"274","2020-06-03",39.43
"275","2020-06-04",38.52
"276","2020-06-05",40.5
"277","2020-06-08",40.5
"278","2020-06-09",40.139999
"279","2020-06-10",40.349998
"280","2020-06-11",38.880001
"281","2020-06-12",38.959999
"282","2020-06-15",40.75
"283","2020-06-16",41.369999
"284","2020-06-17",42.049999
"285","2020-06-18",43.209999
"286","2020-06-19",44.509998
"287","2020-06-22",42.790001
"288","2020-06-23",43.110001
"289","2020-06-24",42.07
"290","2020-06-25",44.169998
"291","2020-06-26",41.84
"292","2020-06-29",43.259998
"293","2020-06-30",43.889999
"294","2020-07-01",42.349998
"295","2020-07-02",42.209999
"296","2020-07-06",42.299999
"297","2020-07-07",40.720001
"298","2020-07-08",40
"299","2020-07-09",38.049999
"300","2020-07-10",40.150002
"301","2020-07-13",40.540001
"302","2020-07-14",40.720001
"303","2020-07-15",41.099998
"304","2020-07-16",41.049999
"305","2020-07-17",41.299999
"306","2020-07-20",40.889999
"307","2020-07-21",41.130001
"308","2020-07-22",41.169998
"309","2020-07-23",41.459999
"310","2020-07-24",41.509998
"311","2020-07-27",42.470001
"312","2020-07-28",41.380001
"313","2020-07-29",41.240002
"314","2020-07-30",41.299999
"315","2020-07-31",40.040001
"316","2020-08-03",41.299999
"317","2020-08-04",41.200001
"318","2020-08-05",41.900002
"319","2020-08-06",41.740002
"320","2020-08-07",41.549999
"321","2020-08-10",41.209999
"322","2020-08-11",44.299999
"323","2020-08-12",43.5
"324","2020-08-13",43.91
"325","2020-08-14",44.25
"326","2020-08-17",44.5
"327","2020-08-18",43.689999
"328","2020-08-19",43.400002
"329","2020-08-20",43.98
"330","2020-08-21",44.779999
"331","2020-08-24",45.900002
"332","2020-08-25",45.509998
"333","2020-08-26",44.950001
"334","2020-08-27",44.700001
"335","2020-08-28",44.150002
"336","2020-08-31",43.52
"337","2020-09-01",42.849998
"338","2020-09-02",43.919998
"339","2020-09-03",43.900002
"340","2020-09-04",44.200001
"341","2020-09-08",49.16
"342","2020-09-09",47.810001
"343","2020-09-10",48
"344","2020-09-11",46.02
"345","2020-09-14",47.130001
"346","2020-09-15",46.810001
"347","2020-09-16",46.950001
"348","2020-09-17",45.400002
"349","2020-09-18",45.599998
"350","2020-09-21",43.119999
"351","2020-09-22",43.139999
"352","2020-09-23",41.759998
"353","2020-09-24",40.98
"354","2020-09-25",41.400002
"355","2020-09-28",43.049999
"356","2020-09-29",42.959999
"357","2020-09-30",43
"358","2020-10-01",42.93
"359","2020-10-02",43.509998
"360","2020-10-05",43.849998
"361","2020-10-06",44.919998
"362","2020-10-07",46.25
"363","2020-10-08",46.27
"364","2020-10-09",46
"365","2020-10-12",46.700001
"366","2020-10-13",46.150002
"367","2020-10-14",44.709999
"368","2020-10-15",45.450001
"369","2020-10-16",44.799999
"370","2020-10-19",45.049999
"371","2020-10-20",45.880001
"372","2020-10-21",46.5
"373","2020-10-22",46.52
"374","2020-10-23",47.509998
"375","2020-10-26",46.400002
"376","2020-10-27",46.209999
"377","2020-10-28",45.779999
"378","2020-10-29",46
"379","2020-10-30",45.41
"380","2020-11-02",45.599998
"381","2020-11-03",47.900002
"382","2020-11-04",47.029999
"383","2020-11-05",47.740002
"384","2020-11-06",46.619999
"385","2020-11-09",48.009998
"386","2020-11-10",49.98
"387","2020-11-11",49.93
"388","2020-11-12",49.650002
"389","2020-11-13",49.75
"390","2020-11-16",50.75
"391","2020-11-17",50.549999
"392","2020-11-18",51.189999
"393","2020-11-19",49.720001
"394","2020-11-20",49.32
"395","2020-11-23",49.09
"396","2020-11-24",50.849998
"397","2020-11-25",52.27
"398","2020-11-27",50.700001
