"","date","HUBB"
"1","2007-01-03",45.48
"2","2007-01-04",45.130001
"3","2007-01-05",43.77
"4","2007-01-08",43.389999
"5","2007-01-09",44.32
"6","2007-01-10",44.25
"7","2007-01-11",44.419998
"8","2007-01-12",45.009998
"9","2007-01-16",44.66
"10","2007-01-17",45.82
"11","2007-01-18",45.720001
"12","2007-01-19",46.25
"13","2007-01-22",46.459999
"14","2007-01-23",46.529999
"15","2007-01-24",46.84
"16","2007-01-25",47.57
"17","2007-01-26",47.41
"18","2007-01-29",47.759998
"19","2007-01-30",48.150002
"20","2007-01-31",48.200001
"21","2007-02-01",49.110001
"22","2007-02-02",49.02
"23","2007-02-05",49.200001
"24","2007-02-06",48.950001
"25","2007-02-07",49.25
"26","2007-02-08",48.849998
"27","2007-02-09",48.23
"28","2007-02-12",48.299999
"29","2007-02-13",48.599998
"30","2007-02-14",48.970001
"31","2007-02-15",49.040001
"32","2007-02-16",49.5
"33","2007-02-20",50.009998
"34","2007-02-21",50.110001
"35","2007-02-22",49.98
"36","2007-02-23",50.099998
"37","2007-02-26",49.900002
"38","2007-02-27",48.5
"39","2007-02-28",48.34
"40","2007-03-01",48.279999
"41","2007-03-02",48.139999
"42","2007-03-05",47.599998
"43","2007-03-06",47.549999
"44","2007-03-07",47.529999
"45","2007-03-08",47.689999
"46","2007-03-09",48.02
"47","2007-03-12",48.369999
"48","2007-03-13",47.799999
"49","2007-03-14",48.189999
"50","2007-03-15",48.279999
"51","2007-03-16",47.880001
"52","2007-03-19",48.360001
"53","2007-03-20",48.360001
"54","2007-03-21",48.830002
"55","2007-03-22",48.919998
"56","2007-03-23",48.830002
"57","2007-03-26",48.599998
"58","2007-03-27",48.23
"59","2007-03-28",48.279999
"60","2007-03-29",48.080002
"61","2007-03-30",48.240002
"62","2007-04-02",48.25
"63","2007-04-03",48.549999
"64","2007-04-04",48.970001
"65","2007-04-05",48.98
"66","2007-04-09",48.990002
"67","2007-04-10",49.150002
"68","2007-04-11",48.77
"69","2007-04-12",49.099998
"70","2007-04-13",49.349998
"71","2007-04-16",49.950001
"72","2007-04-17",49.689999
"73","2007-04-18",49.57
"74","2007-04-19",50.119999
"75","2007-04-20",50.669998
"76","2007-04-23",50.900002
"77","2007-04-24",50.830002
"78","2007-04-25",51.060001
"79","2007-04-26",53.200001
"80","2007-04-27",52.419998
"81","2007-04-30",51.689999
"82","2007-05-01",51.580002
"83","2007-05-02",52.380001
"84","2007-05-03",52.450001
"85","2007-05-04",52.98
"86","2007-05-07",53.18
"87","2007-05-08",53.119999
"88","2007-05-09",53.560001
"89","2007-05-10",53.259998
"90","2007-05-11",53.220001
"91","2007-05-14",52.900002
"92","2007-05-15",53.290001
"93","2007-05-16",53.68
"94","2007-05-17",53.98
"95","2007-05-18",54.23
"96","2007-05-21",54.599998
"97","2007-05-22",54.549999
"98","2007-05-23",54.630001
"99","2007-05-24",54.700001
"100","2007-05-25",55.18
"101","2007-05-29",55.189999
"102","2007-05-30",55.360001
"103","2007-05-31",56.330002
"104","2007-06-01",56.080002
"105","2007-06-04",57.099998
"106","2007-06-05",56.779999
"107","2007-06-06",55.900002
"108","2007-06-07",55.110001
"109","2007-06-08",55.240002
"110","2007-06-11",55.610001
"111","2007-06-12",54.77
"112","2007-06-13",55.75
"113","2007-06-14",56
"114","2007-06-15",56.380001
"115","2007-06-18",55.740002
"116","2007-06-19",55.66
"117","2007-06-20",54.959999
"118","2007-06-21",55.5
"119","2007-06-22",55.07
"120","2007-06-25",54.68
"121","2007-06-26",54
"122","2007-06-27",54.290001
"123","2007-06-28",54.799999
"124","2007-06-29",54.220001
"125","2007-07-02",55.139999
"126","2007-07-03",55.950001
"127","2007-07-05",55.93
"128","2007-07-06",56.490002
"129","2007-07-09",57.84
"130","2007-07-10",56.439999
"131","2007-07-11",56.650002
"132","2007-07-12",57.540001
"133","2007-07-13",58.150002
"134","2007-07-16",58.07
"135","2007-07-17",57.919998
"136","2007-07-18",57.509998
"137","2007-07-19",57.700001
"138","2007-07-20",57.540001
"139","2007-07-23",57.709999
"140","2007-07-24",56.049999
"141","2007-07-25",55.080002
"142","2007-07-26",52.75
"143","2007-07-27",56.48
"144","2007-07-30",57.490002
"145","2007-07-31",57.650002
"146","2007-08-01",56.66
"147","2007-08-02",56.650002
"148","2007-08-03",54.990002
"149","2007-08-06",54.009998
"150","2007-08-07",52.450001
"151","2007-08-08",53.470001
"152","2007-08-09",53.709999
"153","2007-08-10",54.939999
"154","2007-08-13",56.75
"155","2007-08-14",55.689999
"156","2007-08-15",52.09
"157","2007-08-16",51.740002
"158","2007-08-17",52.549999
"159","2007-08-20",53.59
"160","2007-08-21",53.650002
"161","2007-08-22",54.18
"162","2007-08-23",53
"163","2007-08-24",53.25
"164","2007-08-27",53.07
"165","2007-08-28",51.380001
"166","2007-08-29",53.470001
"167","2007-08-30",53.32
"168","2007-08-31",54.18
"169","2007-09-04",53.950001
"170","2007-09-05",52.889999
"171","2007-09-06",53.439999
"172","2007-09-07",51.98
"173","2007-09-10",51.220001
"174","2007-09-11",51.439999
"175","2007-09-12",51.189999
"176","2007-09-13",50.970001
"177","2007-09-14",51.779999
"178","2007-09-17",51.970001
"179","2007-09-18",53.48
"180","2007-09-19",53.939999
"181","2007-09-20",54.02
"182","2007-09-21",54.709999
"183","2007-09-24",54.009998
"184","2007-09-25",55.060001
"185","2007-09-26",55.150002
"186","2007-09-27",57
"187","2007-09-28",57.119999
"188","2007-10-01",57.099998
"189","2007-10-02",56.720001
"190","2007-10-03",57.040001
"191","2007-10-04",55.599998
"192","2007-10-05",57.02
"193","2007-10-08",57.049999
"194","2007-10-09",57.130001
"195","2007-10-10",56.41
"196","2007-10-11",55.950001
"197","2007-10-12",56.919998
"198","2007-10-15",56.560001
"199","2007-10-16",55.66
"200","2007-10-17",55.48
"201","2007-10-18",54.939999
"202","2007-10-19",53.779999
"203","2007-10-22",53.580002
"204","2007-10-23",52.540001
"205","2007-10-24",51.75
"206","2007-10-25",51.66
"207","2007-10-26",51.380001
"208","2007-10-29",51.720001
"209","2007-10-30",53.34
"210","2007-10-31",55
"211","2007-11-01",53.889999
"212","2007-11-02",53.77
"213","2007-11-05",53.610001
"214","2007-11-06",54.639999
"215","2007-11-07",52.849998
"216","2007-11-08",54.099998
"217","2007-11-09",53.709999
"218","2007-11-12",52.470001
"219","2007-11-13",53.740002
"220","2007-11-14",54.009998
"221","2007-11-15",53.59
"222","2007-11-16",53.630001
"223","2007-11-19",51.720001
"224","2007-11-20",50.650002
"225","2007-11-21",50.040001
"226","2007-11-23",50.369999
"227","2007-11-26",51.450001
"228","2007-11-27",52.389999
"229","2007-11-28",53.290001
"230","2007-11-29",54.139999
"231","2007-11-30",54.93
"232","2007-12-03",54.459999
"233","2007-12-04",54.970001
"234","2007-12-05",55.59
"235","2007-12-06",57.860001
"236","2007-12-07",57.029999
"237","2007-12-10",58.110001
"238","2007-12-11",55.52
"239","2007-12-12",55.34
"240","2007-12-13",54.959999
"241","2007-12-14",54.529999
"242","2007-12-17",52.880001
"243","2007-12-18",51.939999
"244","2007-12-19",51.470001
"245","2007-12-20",52
"246","2007-12-21",52.650002
"247","2007-12-24",53.049999
"248","2007-12-26",53.07
"249","2007-12-27",52.27
"250","2007-12-28",52.560001
"251","2007-12-31",51.599998
"252","2008-01-02",50.560001
"253","2008-01-03",50.549999
"254","2008-01-04",48.59
"255","2008-01-07",47.93
"256","2008-01-08",47.790001
"257","2008-01-09",46.669998
"258","2008-01-10",46.5
"259","2008-01-11",45.560001
"260","2008-01-14",45.93
"261","2008-01-15",45.310001
"262","2008-01-16",44.540001
"263","2008-01-17",42.990002
"264","2008-01-18",42.619999
"265","2008-01-22",43.43
"266","2008-01-23",44.360001
"267","2008-01-24",44.630001
"268","2008-01-25",45.189999
"269","2008-01-28",45.98
"270","2008-01-29",46.880001
"271","2008-01-30",46.84
"272","2008-01-31",47.57
"273","2008-02-01",47.279999
"274","2008-02-04",47.59
"275","2008-02-05",46.810001
"276","2008-02-06",45.23
"277","2008-02-07",47.07
"278","2008-02-08",46.779999
"279","2008-02-11",47.59
"280","2008-02-12",47.5
"281","2008-02-13",48.040001
"282","2008-02-14",46.700001
"283","2008-02-15",46.560001
"284","2008-02-19",46.57
"285","2008-02-20",47.09
"286","2008-02-21",45.950001
"287","2008-02-22",46.459999
"288","2008-02-25",46.610001
"289","2008-02-26",46.700001
"290","2008-02-27",48.099998
"291","2008-02-28",47.580002
"292","2008-02-29",45.369999
"293","2008-03-03",47.240002
"294","2008-03-04",46.419998
"295","2008-03-05",46.900002
"296","2008-03-06",45.119999
"297","2008-03-07",44.599998
"298","2008-03-10",43.099998
"299","2008-03-11",44.43
"300","2008-03-12",44.700001
"301","2008-03-13",44.669998
"302","2008-03-14",43.580002
"303","2008-03-17",43.169998
"304","2008-03-18",44.200001
"305","2008-03-19",42.810001
"306","2008-03-20",42.400002
"307","2008-03-24",42.959999
"308","2008-03-25",43.580002
"309","2008-03-26",43.580002
"310","2008-03-27",43.040001
"311","2008-03-28",43.060001
"312","2008-03-31",43.689999
"313","2008-04-01",44.23
"314","2008-04-02",44.900002
"315","2008-04-03",44.869999
"316","2008-04-04",45.189999
"317","2008-04-07",44.66
"318","2008-04-08",44.240002
"319","2008-04-09",43.709999
"320","2008-04-10",44.209999
"321","2008-04-11",43.389999
"322","2008-04-14",43.610001
"323","2008-04-15",44.369999
"324","2008-04-16",46.25
"325","2008-04-17",46.25
"326","2008-04-18",47.200001
"327","2008-04-21",47.939999
"328","2008-04-22",47.459999
"329","2008-04-23",46.869999
"330","2008-04-24",44.470001
"331","2008-04-25",44.779999
"332","2008-04-28",44.43
"333","2008-04-29",44.240002
"334","2008-04-30",44.73
"335","2008-05-01",46.049999
"336","2008-05-02",48.209999
"337","2008-05-05",46.549999
"338","2008-05-06",46.23
"339","2008-05-07",45.869999
"340","2008-05-08",46.279999
"341","2008-05-09",46.02
"342","2008-05-12",46.299999
"343","2008-05-13",46.73
"344","2008-05-14",46.759998
"345","2008-05-15",47.5
"346","2008-05-16",48.630001
"347","2008-05-19",48.259998
