"","date","VERI"
"1","2017-05-12",13.07
"2","2017-05-15",11.33
"3","2017-05-16",11.48
"4","2017-05-17",12.7
"5","2017-05-18",13.9
"6","2017-05-19",14.89
"7","2017-05-22",14.91
"8","2017-05-23",14.82
"9","2017-05-24",14.75
"10","2017-05-25",14.66
"11","2017-05-26",13.79
"12","2017-05-30",13.02
"13","2017-05-31",13.05
"14","2017-06-01",13.28
"15","2017-06-02",13.29
"16","2017-06-05",13.07
"17","2017-06-06",13.17
"18","2017-06-07",13.74
"19","2017-06-08",13.45
"20","2017-06-09",12.65
"21","2017-06-12",12.31
"22","2017-06-13",12.9
"23","2017-06-14",12.41
"24","2017-06-15",12.31
"25","2017-06-16",12.08
"26","2017-06-19",12.18
"27","2017-06-20",12.9
"28","2017-06-21",13.69
"29","2017-06-22",12.66
"30","2017-06-23",13.43
"31","2017-06-26",13.17
"32","2017-06-27",12.69
"33","2017-06-28",12.28
"34","2017-06-29",11.9
"35","2017-06-30",11.71
"36","2017-07-03",11.9
"37","2017-07-05",12.44
"38","2017-07-06",11.7
"39","2017-07-07",11.54
"40","2017-07-10",11.56
"41","2017-07-11",10.69
"42","2017-07-12",10.72
"43","2017-07-13",10.29
"44","2017-07-14",10.02
"45","2017-07-17",9.79
"46","2017-07-18",10.31
"47","2017-07-19",10.6
"48","2017-07-20",10.2
"49","2017-07-21",10.18
"50","2017-07-24",10.3
"51","2017-07-25",9.73
"52","2017-07-26",9.48
"53","2017-07-27",9.21
"54","2017-07-28",9.01
"55","2017-07-31",9.15
"56","2017-08-01",9.05
"57","2017-08-02",9.03
"58","2017-08-03",9.14
"59","2017-08-04",9.22
"60","2017-08-07",9.26
"61","2017-08-08",9.03
"62","2017-08-09",8.67
"63","2017-08-10",8.02
"64","2017-08-11",8.32
"65","2017-08-14",8.23
"66","2017-08-15",8.25
"67","2017-08-16",8.24
"68","2017-08-17",8.21
"69","2017-08-18",7.87
"70","2017-08-21",11.75
"71","2017-08-22",11.37
"72","2017-08-23",13.49
"73","2017-08-24",14.58
"74","2017-08-25",13.82
"75","2017-08-28",13.19
"76","2017-08-29",15.04
"77","2017-08-30",16.66
"78","2017-08-31",15.56
"79","2017-09-01",16.309999
"80","2017-09-05",17.040001
"81","2017-09-06",17.200001
"82","2017-09-07",17.43
"83","2017-09-08",20.040001
"84","2017-09-11",24.200001
"85","2017-09-12",28.700001
"86","2017-09-13",24.98
"87","2017-09-14",28.540001
"88","2017-09-15",30.07
"89","2017-09-18",34.23
"90","2017-09-19",46.200001
"91","2017-09-20",46.130001
"92","2017-09-21",53.700001
"93","2017-09-22",56.279999
"94","2017-09-25",58.650002
"95","2017-09-26",65.910004
"96","2017-09-27",45.950001
"97","2017-09-28",36.880001
"98","2017-09-29",45.450001
"99","2017-10-02",49.709999
"100","2017-10-03",46.68
"101","2017-10-04",42.150002
"102","2017-10-05",39.689999
"103","2017-10-06",37.029999
"104","2017-10-09",40.98
"105","2017-10-10",41.849998
"106","2017-10-11",41
"107","2017-10-12",38.700001
"108","2017-10-13",36.240002
"109","2017-10-16",31.530001
"110","2017-10-17",29.52
"111","2017-10-18",37.650002
"112","2017-10-19",34.380001
"113","2017-10-20",35.669998
"114","2017-10-23",39.639999
"115","2017-10-24",41.040001
"116","2017-10-25",37.119999
"117","2017-10-26",37.360001
"118","2017-10-27",38.330002
"119","2017-10-30",37.990002
"120","2017-10-31",35.5
"121","2017-11-01",34.970001
"122","2017-11-02",34.84
"123","2017-11-03",34.509998
"124","2017-11-06",36.669998
"125","2017-11-07",28.9
"126","2017-11-08",29
"127","2017-11-09",25.6
"128","2017-11-10",22.07
"129","2017-11-13",21.040001
"130","2017-11-14",28.98
"131","2017-11-15",26.93
"132","2017-11-16",26.82
"133","2017-11-17",24.42
"134","2017-11-20",23.26
"135","2017-11-21",21.309999
"136","2017-11-22",22.9
"137","2017-11-24",22.58
"138","2017-11-27",22.27
"139","2017-11-28",27.51
"140","2017-11-29",24.09
"141","2017-11-30",23.959999
"142","2017-12-01",22.73
"143","2017-12-04",23.040001
"144","2017-12-05",21.549999
"145","2017-12-06",21.42
"146","2017-12-07",21.6
"147","2017-12-08",21.4
"148","2017-12-11",22.700001
"149","2017-12-12",23.32
"150","2017-12-13",22.950001
"151","2017-12-14",23.01
"152","2017-12-15",22.75
"153","2017-12-18",23.200001
"154","2017-12-19",24.35
"155","2017-12-20",23.879999
"156","2017-12-21",24.27
"157","2017-12-22",23.93
"158","2017-12-26",24.68
"159","2017-12-27",24.360001
"160","2017-12-28",23.66
"161","2017-12-29",23.200001
"162","2018-01-02",23.219999
"163","2018-01-03",23.73
"164","2018-01-04",23.66
"165","2018-01-05",23.41
"166","2018-01-08",24.01
"167","2018-01-09",23.27
"168","2018-01-10",23.379999
"169","2018-01-11",23.18
"170","2018-01-12",23.33
"171","2018-01-16",22.889999
"172","2018-01-17",23.139999
"173","2018-01-18",23.459999
"174","2018-01-19",24.01
"175","2018-01-22",24.120001
"176","2018-01-23",23.26
"177","2018-01-24",22.9
"178","2018-01-25",23.01
"179","2018-01-26",23.24
"180","2018-01-29",22.959999
"181","2018-01-30",23.15
"182","2018-01-31",17.75
"183","2018-02-01",18.1
"184","2018-02-02",16.190001
"185","2018-02-05",15.72
"186","2018-02-06",15.8
"187","2018-02-07",15.01
"188","2018-02-08",14.24
"189","2018-02-09",14.72
"190","2018-02-12",14.83
"191","2018-02-13",14.92
"192","2018-02-14",16.08
"193","2018-02-15",16.15
"194","2018-02-16",14.72
"195","2018-02-20",14.37
"196","2018-02-21",14.32
"197","2018-02-22",14.66
"198","2018-02-23",15.38
"199","2018-02-26",18.09
"200","2018-02-27",14.27
"201","2018-02-28",13.95
"202","2018-03-01",12.72
"203","2018-03-02",13.32
"204","2018-03-05",13.92
"205","2018-03-06",13.42
"206","2018-03-07",14.69
"207","2018-03-08",14.04
"208","2018-03-09",14.06
"209","2018-03-12",15.1
"210","2018-03-13",14.36
"211","2018-03-14",14.66
"212","2018-03-15",15.14
"213","2018-03-16",16.1
"214","2018-03-19",15.7
"215","2018-03-20",15.6
"216","2018-03-21",16.719999
"217","2018-03-22",15.52
"218","2018-03-23",15.45
"219","2018-03-26",14.96
"220","2018-03-27",13.82
"221","2018-03-28",13.72
"222","2018-03-29",13.92
"223","2018-04-02",14.06
"224","2018-04-03",13.79
"225","2018-04-04",13.16
"226","2018-04-05",15.32
"227","2018-04-06",15.78
"228","2018-04-09",16.16
"229","2018-04-10",16.959999
"230","2018-04-11",17.51
"231","2018-04-12",17.219999
"232","2018-04-13",17.200001
"233","2018-04-16",17.23
"234","2018-04-17",17.15
"235","2018-04-18",16.950001
"236","2018-04-19",17.110001
"237","2018-04-20",17.049999
"238","2018-04-23",17.6
"239","2018-04-24",17.17
"240","2018-04-25",16.870001
"241","2018-04-26",18.59
"242","2018-04-27",19.57
"243","2018-04-30",20.709999
"244","2018-05-01",19.34
"245","2018-05-02",20.049999
"246","2018-05-03",20.379999
"247","2018-05-04",21.25
"248","2018-05-07",20.57
"249","2018-05-08",20.18
"250","2018-05-09",22.48
"251","2018-05-10",21.719999
"252","2018-05-11",22.18
"253","2018-05-14",21.469999
"254","2018-05-15",21.26
"255","2018-05-16",21.780001
"256","2018-05-17",22.27
"257","2018-05-18",22.139999
"258","2018-05-21",21.91
"259","2018-05-22",21.440001
"260","2018-05-23",20.34
"261","2018-05-24",20.200001
"262","2018-05-25",20.67
"263","2018-05-29",20.790001
"264","2018-05-30",20.040001
"265","2018-05-31",20.4
"266","2018-06-01",20.99
"267","2018-06-04",20.469999
"268","2018-06-05",20.82
"269","2018-06-06",21.18
"270","2018-06-07",20.92
"271","2018-06-08",21.4
"272","2018-06-11",21.620001
"273","2018-06-12",24.16
"274","2018-06-13",23.200001
"275","2018-06-14",23.370001
"276","2018-06-15",23.059999
"277","2018-06-18",23.4
"278","2018-06-19",22.15
"279","2018-06-20",21.6
"280","2018-06-21",17.99
"281","2018-06-22",18.040001
"282","2018-06-25",18.18
"283","2018-06-26",17.73
"284","2018-06-27",17.24
"285","2018-06-28",16.379999
"286","2018-06-29",16.82
"287","2018-07-02",17.969999
"288","2018-07-03",17.99
"289","2018-07-05",17.809999
"290","2018-07-06",17.15
"291","2018-07-09",17.17
"292","2018-07-10",17.040001
"293","2018-07-11",17.32
"294","2018-07-12",17.35
"295","2018-07-13",17.1
"296","2018-07-16",16.49
"297","2018-07-17",16.299999
"298","2018-07-18",16.629999
"299","2018-07-19",17.01
"300","2018-07-20",16.709999
"301","2018-07-23",16.639999
"302","2018-07-24",16.049999
"303","2018-07-25",16.74
"304","2018-07-26",16.58
"305","2018-07-27",15.57
"306","2018-07-30",13.91
"307","2018-07-31",14.93
"308","2018-08-01",14.82
"309","2018-08-02",14.49
"310","2018-08-03",13.94
"311","2018-08-06",14.07
"312","2018-08-07",14.57
"313","2018-08-08",14.41
"314","2018-08-09",14.75
"315","2018-08-10",14.68
"316","2018-08-13",15.8
"317","2018-08-14",12.3
"318","2018-08-15",10.79
"319","2018-08-16",11.31
"320","2018-08-17",11.38
"321","2018-08-20",11.22
"322","2018-08-21",11.28
"323","2018-08-22",11.01
"324","2018-08-23",10.72
"325","2018-08-24",10.49
"326","2018-08-27",10.28
"327","2018-08-28",10.51
"328","2018-08-29",10.31
"329","2018-08-30",10.32
"330","2018-08-31",10.44
"331","2018-09-04",10.35
"332","2018-09-05",10.32
"333","2018-09-06",10.47
"334","2018-09-07",10.32
"335","2018-09-10",10.37
"336","2018-09-11",10.27
"337","2018-09-12",10.16
"338","2018-09-13",10.52
"339","2018-09-14",10.41
"340","2018-09-17",10.13
"341","2018-09-18",10.27
"342","2018-09-19",10.45
"343","2018-09-20",10.65
"344","2018-09-21",10.7
"345","2018-09-24",10.62
"346","2018-09-25",10.69
"347","2018-09-26",10.5
"348","2018-09-27",10.33
"349","2018-09-28",10.43
"350","2018-10-01",9.55
"351","2018-10-02",9.22
"352","2018-10-03",9.46
"353","2018-10-04",8.93
"354","2018-10-05",8.91
"355","2018-10-08",9.11
"356","2018-10-09",9.11
"357","2018-10-10",8.13
"358","2018-10-11",8.53
"359","2018-10-12",8.6
"360","2018-10-15",8.34
"361","2018-10-16",8.62
"362","2018-10-17",8.45
"363","2018-10-18",8.12
"364","2018-10-19",7.81
"365","2018-10-22",7.61
"366","2018-10-23",7.6
"367","2018-10-24",7.23
"368","2018-10-25",7.2
"369","2018-10-26",6.96
"370","2018-10-29",6.68
"371","2018-10-30",6.92
"372","2018-10-31",6.9
"373","2018-11-01",7.47
"374","2018-11-02",8.12
"375","2018-11-05",7.46
"376","2018-11-06",7.22
"377","2018-11-07",7.5
"378","2018-11-08",7.11
"379","2018-11-09",7.03
"380","2018-11-12",6.88
"381","2018-11-13",6.78
"382","2018-11-14",5.87
"383","2018-11-15",5.84
"384","2018-11-16",5.28
"385","2018-11-19",5.33
"386","2018-11-20",5.34
"387","2018-11-21",5.57
"388","2018-11-23",5.5
"389","2018-11-26",5.75
"390","2018-11-27",5.73
"391","2018-11-28",5.895
"392","2018-11-29",6
"393","2018-11-30",5.91
"394","2018-12-03",5.93
"395","2018-12-04",5.32
"396","2018-12-06",5.71
"397","2018-12-07",5.63
"398","2018-12-10",6.895
"399","2018-12-11",6.31
"400","2018-12-12",5.66
"401","2018-12-13",5.78
"402","2018-12-14",5.67
"403","2018-12-17",5.22
"404","2018-12-18",5.03
"405","2018-12-19",4.55
"406","2018-12-20",4.4
"407","2018-12-21",4.02
"408","2018-12-24",4
"409","2018-12-26",4.21
"410","2018-12-27",3.98
"411","2018-12-28",3.9
"412","2018-12-31",3.8
"413","2019-01-02",4.57
"414","2019-01-03",4.62
"415","2019-01-04",4.49
"416","2019-01-07",4.56
"417","2019-01-08",4.71
"418","2019-01-09",4.51
"419","2019-01-10",4.95
"420","2019-01-11",4.89
"421","2019-01-14",4.81
"422","2019-01-15",5.01
"423","2019-01-16",5.04
"424","2019-01-17",5.09
"425","2019-01-18",5.15
"426","2019-01-22",4.9
"427","2019-01-23",4.88
"428","2019-01-24",4.99
"429","2019-01-25",5.26
"430","2019-01-28",5.69
"431","2019-01-29",5.38
"432","2019-01-30",5.5
"433","2019-01-31",5.33
"434","2019-02-01",5.61
"435","2019-02-04",5.57
"436","2019-02-05",5.52
"437","2019-02-06",5.59
"438","2019-02-07",5.1
"439","2019-02-08",5.04
"440","2019-02-11",5.23
"441","2019-02-12",5.65
"442","2019-02-13",5.36
"443","2019-02-14",5.24
"444","2019-02-15",5.25
"445","2019-02-19",5.14
"446","2019-02-20",4.97
"447","2019-02-21",5.1
"448","2019-02-22",5.28
"449","2019-02-25",6.36
"450","2019-02-26",6.47
"451","2019-02-27",6.24
"452","2019-02-28",6.17
"453","2019-03-01",6.86
"454","2019-03-04",7.12
"455","2019-03-05",6.96
"456","2019-03-06",6.49
"457","2019-03-07",6.29
"458","2019-03-08",5.94
"459","2019-03-11",6.64
"460","2019-03-12",6.42
"461","2019-03-13",6.33
"462","2019-03-14",6.36
"463","2019-03-15",6.26
"464","2019-03-18",6.46
"465","2019-03-19",6.32
"466","2019-03-20",6.49
"467","2019-03-21",6.59
"468","2019-03-22",6.28
"469","2019-03-25",5.66
"470","2019-03-26",5.325
"471","2019-03-27",5.23
"472","2019-03-28",5.27
"473","2019-03-29",5.2
"474","2019-04-01",5.61
"475","2019-04-02",5.58
"476","2019-04-03",6.71
"477","2019-04-04",6.9
"478","2019-04-05",6.97
"479","2019-04-08",6.69
"480","2019-04-09",6.48
"481","2019-04-10",6.95
"482","2019-04-11",6.68
"483","2019-04-12",6.21
"484","2019-04-15",6.28
"485","2019-04-16",6.41
"486","2019-04-17",6.03
"487","2019-04-18",5.91
"488","2019-04-22",5.69
"489","2019-04-23",5.71
"490","2019-04-24",6.3
"491","2019-04-25",5.99
"492","2019-04-26",6.27
"493","2019-04-29",6.2
"494","2019-04-30",6.19
"495","2019-05-01",6.11
"496","2019-05-02",5.97
"497","2019-05-03",6.16
"498","2019-05-06",6.41
"499","2019-05-07",6.11
"500","2019-05-08",6.19
"501","2019-05-09",7.15
"502","2019-05-10",7.33
"503","2019-05-13",6.9
"504","2019-05-14",7.07
"505","2019-05-15",8.47
"506","2019-05-16",8.04
"507","2019-05-17",8.2
"508","2019-05-20",7.97
"509","2019-05-21",8.61
"510","2019-05-22",9.56
"511","2019-05-23",8.78
"512","2019-05-24",8.78
"513","2019-05-28",8.64
"514","2019-05-29",8.57
"515","2019-05-30",9.88
"516","2019-05-31",8.84
"517","2019-06-03",8.81
"518","2019-06-04",9.26
"519","2019-06-05",8.78
"520","2019-06-06",8.32
"521","2019-06-07",8.6
"522","2019-06-10",8.27
"523","2019-06-11",8.57
"524","2019-06-12",8.15
"525","2019-06-13",7.68
"526","2019-06-14",7.49
"527","2019-06-17",8.13
"528","2019-06-18",8.23
"529","2019-06-19",8.46
"530","2019-06-20",8.34
"531","2019-06-21",8.66
"532","2019-06-24",8.34
"533","2019-06-25",7.91
"534","2019-06-26",8.04
"535","2019-06-27",7.98
"536","2019-06-28",8.36
"537","2019-07-01",8.36
"538","2019-07-02",8.4
"539","2019-07-03",8.23
"540","2019-07-05",8.17
"541","2019-07-08",7.7
"542","2019-07-09",7.62
"543","2019-07-10",7.72
"544","2019-07-11",7.94
"545","2019-07-12",8.12
"546","2019-07-15",8.01
"547","2019-07-16",8.06
"548","2019-07-17",7.9
"549","2019-07-18",7.5
"550","2019-07-19",7.8
"551","2019-07-22",7.6
"552","2019-07-23",7.49
"553","2019-07-24",7.65
"554","2019-07-25",7.47
"555","2019-07-26",7.44
"556","2019-07-29",7.02
