"","date","MYRG"
"135","2009-02-25",13.89
"136","2009-02-26",13.49
"137","2009-02-27",13.37
"138","2009-03-02",13.08
"139","2009-03-03",12.9
"140","2009-03-04",13.25
"141","2009-03-05",13.34
"142","2009-03-06",13.15
"143","2009-03-09",13.96
"144","2009-03-10",14.38
"145","2009-03-11",13.81
"146","2009-03-12",13.97
"147","2009-03-13",13.38
"148","2009-03-16",13.95
"149","2009-03-17",14.38
"150","2009-03-18",14.79
"151","2009-03-19",15.13
"152","2009-03-20",14.6
"153","2009-03-23",15.1
"154","2009-03-24",14.83
"155","2009-03-25",15.1
"156","2009-03-26",15.53
"157","2009-03-27",15.4
"158","2009-03-30",14.47
"159","2009-03-31",15.25
"160","2009-04-01",14.91
"161","2009-04-02",14.74
"162","2009-04-03",14.3
"163","2009-04-06",13.96
"164","2009-04-07",14.02
"165","2009-04-08",14.16
"166","2009-04-09",14.84
"167","2009-04-13",14.22
"168","2009-04-14",14.32
"169","2009-04-15",14.43
"170","2009-04-16",14.62
"171","2009-04-17",14.76
"172","2009-04-20",14.58
"173","2009-04-21",14.2
"174","2009-04-22",14.23
"175","2009-04-23",14.05
"176","2009-04-24",14.95
"177","2009-04-27",14.58
"178","2009-04-28",14.76
"179","2009-04-29",15.03
"180","2009-04-30",14.91
"181","2009-05-01",14.92
"182","2009-05-04",15.06
"183","2009-05-05",16.219999
"184","2009-05-06",16.08
"185","2009-05-07",15.95
"186","2009-05-08",15.86
"187","2009-05-11",16.049999
"188","2009-05-12",15.98
"189","2009-05-13",15.17
"190","2009-05-14",15.19
"191","2009-05-15",16.049999
"192","2009-05-18",17.299999
"193","2009-05-19",17.59
"194","2009-05-20",18.82
"195","2009-05-21",18.76
"196","2009-05-22",18.700001
"197","2009-05-26",17.799999
"198","2009-05-27",17.969999
"199","2009-05-28",18
"200","2009-05-29",19.1
"201","2009-06-01",20.120001
"202","2009-06-02",20.440001
"203","2009-06-03",19.9
"204","2009-06-04",21.139999
"205","2009-06-05",21.959999
"206","2009-06-08",21.120001
"207","2009-06-09",21
"208","2009-06-10",22.780001
"209","2009-06-11",21.360001
"210","2009-06-12",20.92
"211","2009-06-15",21.299999
"212","2009-06-16",21.280001
"213","2009-06-17",21.25
"214","2009-06-18",21.58
"215","2009-06-19",21.889999
"216","2009-06-22",19.65
"217","2009-06-23",18.690001
"218","2009-06-24",20.059999
"219","2009-06-25",20.51
"220","2009-06-26",21.290001
"221","2009-06-29",21.02
"222","2009-06-30",20.219999
"223","2009-07-01",20.35
"224","2009-07-02",19.200001
"225","2009-07-06",19.280001
"226","2009-07-07",18.809999
"227","2009-07-08",17.370001
"228","2009-07-09",17.030001
"229","2009-07-10",17.85
"230","2009-07-13",18.25
"231","2009-07-14",18.200001
"232","2009-07-15",19.17
"233","2009-07-16",20.1
"234","2009-07-17",19.76
"235","2009-07-20",19.66
"236","2009-07-21",19.34
"237","2009-07-22",19.610001
"238","2009-07-23",20.040001
"239","2009-07-24",19.790001
"240","2009-07-27",18.77
"241","2009-07-28",18.549999
"242","2009-07-29",17.969999
"243","2009-07-30",18.07
"244","2009-07-31",18.02
"245","2009-08-03",19.280001
"246","2009-08-04",19.65
"247","2009-08-05",19.309999
"248","2009-08-06",19.17
"249","2009-08-07",19.49
"250","2009-08-10",20.57
"251","2009-08-11",22.790001
"252","2009-08-12",22.049999
"253","2009-08-13",22.879999
"254","2009-08-14",21.459999
"255","2009-08-17",20.85
"256","2009-08-18",20.43
"257","2009-08-19",21.26
"258","2009-08-20",21.35
"259","2009-08-21",20.84
"260","2009-08-24",21.129999
"261","2009-08-25",21.08
"262","2009-08-26",20.690001
"263","2009-08-27",20.290001
"264","2009-08-28",20.1
"265","2009-08-31",20.5
"266","2009-09-01",20.25
"267","2009-09-02",20.18
"268","2009-09-03",20.5
"269","2009-09-04",20.540001
"270","2009-09-08",21.1
"271","2009-09-09",21.67
"272","2009-09-10",22.219999
"273","2009-09-11",21.75
"274","2009-09-14",22.25
"275","2009-09-15",22.02
"276","2009-09-16",22.059999
"277","2009-09-17",22.379999
"278","2009-09-18",22.67
"279","2009-09-21",22.309999
"280","2009-09-22",22.389999
"281","2009-09-23",22.780001
"282","2009-09-24",21.459999
"283","2009-09-25",21.17
"284","2009-09-28",21.139999
"285","2009-09-29",20.950001
"286","2009-09-30",21.09
"287","2009-10-01",20.35
"288","2009-10-02",19.43
"289","2009-10-05",19.629999
"290","2009-10-06",19.76
"291","2009-10-07",20.559999
"292","2009-10-08",20.790001
"293","2009-10-09",20.9
"294","2009-10-12",20.98
"295","2009-10-13",20.639999
"296","2009-10-14",20.620001
"297","2009-10-15",20.459999
"298","2009-10-16",20.18
"299","2009-10-19",19.41
"300","2009-10-20",19.09
"301","2009-10-21",18.690001
"302","2009-10-22",18.82
"303","2009-10-23",18.08
"304","2009-10-26",17.280001
"305","2009-10-27",17.41
"306","2009-10-28",17.530001
"307","2009-10-29",18.18
"308","2009-10-30",17.18
"309","2009-11-02",17.360001
"310","2009-11-03",17.610001
"311","2009-11-04",16.549999
"312","2009-11-05",16.719999
"313","2009-11-06",16.49
"314","2009-11-09",17.200001
"315","2009-11-10",15.83
"316","2009-11-11",16.629999
"317","2009-11-12",15.9
"318","2009-11-13",16.43
"319","2009-11-16",17.25
"320","2009-11-17",17.01
"321","2009-11-18",16.629999
"322","2009-11-19",15.96
"323","2009-11-20",15.68
"324","2009-11-23",15.68
"325","2009-11-24",15.77
"326","2009-11-25",16.040001
"327","2009-11-27",15.61
"328","2009-11-30",15.62
"329","2009-12-01",16.280001
"330","2009-12-02",16.959999
"331","2009-12-03",16.51
"332","2009-12-04",17.27
"333","2009-12-07",16.9
"334","2009-12-08",16.780001
"335","2009-12-09",16.85
"336","2009-12-10",16.91
"337","2009-12-11",17.48
"338","2009-12-14",18.43
"339","2009-12-15",18.809999
"340","2009-12-16",19.530001
"341","2009-12-17",18.9
"342","2009-12-18",19.290001
"343","2009-12-21",19.23
"344","2009-12-22",19.120001
"345","2009-12-23",18.41
"346","2009-12-24",18.17
"347","2009-12-28",18.09
"348","2009-12-29",18.139999
"349","2009-12-30",18.16
"350","2009-12-31",18.07
"351","2010-01-04",18.67
"352","2010-01-05",18.42
"353","2010-01-06",18.620001
"354","2010-01-07",18.41
"355","2010-01-08",18.299999
"356","2010-01-11",17.43
"357","2010-01-12",16.99
"358","2010-01-13",17.1
"359","2010-01-14",16.780001
"360","2010-01-15",16.530001
"361","2010-01-19",16.4
"362","2010-01-20",15.88
"363","2010-01-21",15.93
"364","2010-01-22",15.96
"365","2010-01-25",16.1
"366","2010-01-26",16.360001
"367","2010-01-27",16.610001
"368","2010-01-28",16.110001
"369","2010-01-29",15.87
"370","2010-02-01",16.120001
"371","2010-02-02",15.96
"372","2010-02-03",15.28
"373","2010-02-04",15.12
"374","2010-02-05",14.64
"375","2010-02-08",14.31
"376","2010-02-09",14.65
"377","2010-02-10",15.69
"378","2010-02-11",15.61
"379","2010-02-12",14.65
"380","2010-02-16",14.82
"381","2010-02-17",14.68
"382","2010-02-18",15.18
"383","2010-02-19",14.79
"384","2010-02-22",15.22
"385","2010-02-23",14.9
"386","2010-02-24",15.49
"387","2010-02-25",15.68
"388","2010-02-26",15.81
"389","2010-03-01",15.57
"390","2010-03-02",15.77
"391","2010-03-03",15.54
"392","2010-03-04",15.51
"393","2010-03-05",15.85
"394","2010-03-08",16.040001
"395","2010-03-09",15.82
"396","2010-03-10",16.049999
"397","2010-03-11",16.370001
"398","2010-03-12",16.76
"399","2010-03-15",16.67
"400","2010-03-16",17.17
"401","2010-03-17",17.280001
"402","2010-03-18",17.32
"403","2010-03-19",17.73
"404","2010-03-22",17.809999
"405","2010-03-23",17.799999
"406","2010-03-24",17.18
"407","2010-03-25",16.93
"408","2010-03-26",16.57
"409","2010-03-29",16.93
"410","2010-03-30",16.82
"411","2010-03-31",16.309999
"412","2010-04-01",16.58
"413","2010-04-05",16.809999
"414","2010-04-06",16.860001
"415","2010-04-07",16.709999
"416","2010-04-08",16.98
"417","2010-04-09",16.98
"418","2010-04-12",17.530001
"419","2010-04-13",17.889999
"420","2010-04-14",17.940001
"421","2010-04-15",18
"422","2010-04-16",17.75
"423","2010-04-19",17.1
"424","2010-04-20",17.620001
"425","2010-04-21",17.629999
"426","2010-04-22",17.559999
"427","2010-04-23",17.75
"428","2010-04-26",17.91
"429","2010-04-27",17.610001
"430","2010-04-28",18.1
"431","2010-04-29",19.139999
"432","2010-04-30",17.950001
"433","2010-05-03",18.33
"434","2010-05-04",17.65
"435","2010-05-05",17.969999
"436","2010-05-06",17.379999
"437","2010-05-07",16.959999
"438","2010-05-10",18.049999
"439","2010-05-11",18.389999
"440","2010-05-12",19.610001
"441","2010-05-13",19.57
"442","2010-05-14",19.24
"443","2010-05-17",19.469999
"444","2010-05-18",18.35
"445","2010-05-19",17.75
"446","2010-05-20",16.65
"447","2010-05-21",16.83
"448","2010-05-24",16.49
"449","2010-05-25",16.530001
"450","2010-05-26",16.34
"451","2010-05-27",17.120001
"452","2010-05-28",16.49
"453","2010-06-01",15.98
"454","2010-06-02",16.309999
"455","2010-06-03",16.48
"456","2010-06-04",15.8
"457","2010-06-07",15.07
"458","2010-06-08",15.12
"459","2010-06-09",15.93
"460","2010-06-10",17.25
"461","2010-06-11",17.48
"462","2010-06-14",17.120001
"463","2010-06-15",17.1
"464","2010-06-16",16.93
"465","2010-06-17",16.799999
"466","2010-06-18",17.040001
"467","2010-06-21",16.84
"468","2010-06-22",16.73
"469","2010-06-23",16.959999
"470","2010-06-24",16.9
"471","2010-06-25",18.110001
"472","2010-06-28",17.690001
"473","2010-06-29",16.5
"474","2010-06-30",16.690001
"475","2010-07-01",16.370001
"476","2010-07-02",16.15
"477","2010-07-06",15.94
"478","2010-07-07",16.200001
"479","2010-07-08",16.6
"480","2010-07-09",16.74
"481","2010-07-12",16.07
"482","2010-07-13",17.200001
"483","2010-07-14",16.889999
"484","2010-07-15",16.309999
"485","2010-07-16",15.53
"486","2010-07-19",15.4
"487","2010-07-20",15.54
"488","2010-07-21",15.65
"489","2010-07-22",16.58
"490","2010-07-23",17.59
"491","2010-07-26",18.290001
"492","2010-07-27",17.76
"493","2010-07-28",16.58
"494","2010-07-29",16.620001
"495","2010-07-30",16.809999
"496","2010-08-02",17.24
"497","2010-08-03",16.129999
"498","2010-08-04",16.48
"499","2010-08-05",16
"500","2010-08-06",15.65
"501","2010-08-09",16.049999
"502","2010-08-10",15.58
"503","2010-08-11",14.98
"504","2010-08-12",14.55
"505","2010-08-13",14.25
"506","2010-08-16",14.22
"507","2010-08-17",14.66
"508","2010-08-18",14.31
"509","2010-08-19",12.98
"510","2010-08-20",13.22
"511","2010-08-23",13
"512","2010-08-24",13.5
"513","2010-08-25",14.07
"514","2010-08-26",13.97
"515","2010-08-27",14.42
"516","2010-08-30",13.78
"517","2010-08-31",13.95
"518","2010-09-01",14.28
"519","2010-09-02",14.52
"520","2010-09-03",14.51
"521","2010-09-07",14.09
"522","2010-09-08",14.2
"523","2010-09-09",14.12
"524","2010-09-10",13.95
"525","2010-09-13",14.25
"526","2010-09-14",14.17
"527","2010-09-15",14.31
"528","2010-09-16",13.72
"529","2010-09-17",13.95
"530","2010-09-20",14.34
"531","2010-09-21",14.69
"532","2010-09-22",14.41
"533","2010-09-23",14.2
"534","2010-09-24",15.37
"535","2010-09-27",15.61
"536","2010-09-28",15.79
"537","2010-09-29",15.83
"538","2010-09-30",16.389999
"539","2010-10-01",16.27
"540","2010-10-04",16.139999
"541","2010-10-05",16.65
"542","2010-10-06",16.559999
"543","2010-10-07",16.34
"544","2010-10-08",16.309999
"545","2010-10-11",15.96
"546","2010-10-12",15.82
"547","2010-10-13",15.87
"548","2010-10-14",15.92
"549","2010-10-15",15.62
"550","2010-10-18",15.77
"551","2010-10-19",15.41
"552","2010-10-20",15.46
"553","2010-10-21",15.54
"554","2010-10-22",15.63
"555","2010-10-25",15.99
"556","2010-10-26",15.8
"557","2010-10-27",15.44
"558","2010-10-28",16.040001
"559","2010-10-29",15.59
"560","2010-11-01",15.42
"561","2010-11-02",15.85
"562","2010-11-03",16.25
"563","2010-11-04",16.389999
"564","2010-11-05",16.6
"565","2010-11-08",16.24
"566","2010-11-09",15.62
"567","2010-11-10",15.55
"568","2010-11-11",14.99
"569","2010-11-12",14.51
"570","2010-11-15",14.23
"571","2010-11-16",14.03
"572","2010-11-17",14.2
"573","2010-11-18",14.57
"574","2010-11-19",14.58
"575","2010-11-22",14.81
"576","2010-11-23",14.56
"577","2010-11-24",14.9
"578","2010-11-26",14.99
"579","2010-11-29",15.23
"580","2010-11-30",15.77
"581","2010-12-01",16.49
"582","2010-12-02",17.17
"583","2010-12-03",17.459999
"584","2010-12-06",17.66
"585","2010-12-07",18.08
"586","2010-12-08",18.120001
"587","2010-12-09",18.25
"588","2010-12-10",19.129999
"589","2010-12-13",19.709999
"590","2010-12-14",18.59
"591","2010-12-15",18.18
"592","2010-12-16",18.200001
"593","2010-12-17",17.98
"594","2010-12-20",19.790001
"595","2010-12-21",21.799999
"596","2010-12-22",21
"597","2010-12-23",20.719999
"598","2010-12-27",20.459999
"599","2010-12-28",20.57
"600","2010-12-29",20.940001
"601","2010-12-30",20.76
"602","2010-12-31",21
"603","2011-01-03",21.200001
"604","2011-01-04",20.24
"605","2011-01-05",20.620001
"606","2011-01-06",20.34
"607","2011-01-07",20.4
"608","2011-01-10",20.43
"609","2011-01-11",20.33
"610","2011-01-12",20.02
"611","2011-01-13",19.74
"612","2011-01-14",20.540001
"613","2011-01-18",20.26
"614","2011-01-19",20.790001
"615","2011-01-20",20.76
"616","2011-01-21",20.889999
"617","2011-01-24",21.370001
"618","2011-01-25",21.32
"619","2011-01-26",22.040001
"620","2011-01-27",22.01
"621","2011-01-28",21.299999
"622","2011-01-31",21.99
"623","2011-02-01",23.049999
"624","2011-02-02",22.110001
"625","2011-02-03",22.139999
"626","2011-02-04",22.209999
"627","2011-02-07",22.9
"628","2011-02-08",22.700001
"629","2011-02-09",22.32
"630","2011-02-10",22.42
"631","2011-02-11",22.870001
"632","2011-02-14",22.17
"633","2011-02-15",22.24
"634","2011-02-16",23.030001
"635","2011-02-17",23.299999
"636","2011-02-18",23.6
"637","2011-02-22",22.559999
"638","2011-02-23",21.290001
"639","2011-02-24",21.889999
"640","2011-02-25",22.540001
"641","2011-02-28",22.559999
"642","2011-03-01",21.809999
"643","2011-03-02",21.99
"644","2011-03-03",22.379999
"645","2011-03-04",22.200001
"646","2011-03-07",21.530001
"647","2011-03-08",22.629999
"648","2011-03-09",23.629999
"649","2011-03-10",24.74
"650","2011-03-11",24.370001
"651","2011-03-14",24.01
"652","2011-03-15",24.280001
"653","2011-03-16",24.049999
"654","2011-03-17",24.059999
"655","2011-03-18",24.27
"656","2011-03-21",24.77
"657","2011-03-22",24.67
"658","2011-03-23",24.309999
"659","2011-03-24",24.18
"660","2011-03-25",24.049999
"661","2011-03-28",23.780001
"662","2011-03-29",23.889999
"663","2011-03-30",23.959999
"664","2011-03-31",23.92
"665","2011-04-01",25.290001
"666","2011-04-04",24.77
"667","2011-04-05",24.01
"668","2011-04-06",24.059999
"669","2011-04-07",23.93
"670","2011-04-08",23.33
"671","2011-04-11",23.91
"672","2011-04-12",24.34
"673","2011-04-13",24.35
"674","2011-04-14",24.76
"675","2011-04-15",24.700001
"676","2011-04-18",24.790001
"677","2011-04-19",24.780001
"678","2011-04-20",25.040001
"679","2011-04-21",25.200001
"680","2011-04-25",25.07
"681","2011-04-26",25.51
"682","2011-04-27",25.379999
"683","2011-04-28",24.809999
"684","2011-04-29",24.93
"685","2011-05-02",24.809999
"686","2011-05-03",24.129999
"687","2011-05-04",23.75
"688","2011-05-05",24.09
"689","2011-05-06",24.15
"690","2011-05-09",25
"691","2011-05-10",25.879999
"692","2011-05-11",25.950001
"693","2011-05-12",24.67
"694","2011-05-13",23.99
"695","2011-05-16",23.629999
"696","2011-05-17",23.209999
"697","2011-05-18",23.42
"698","2011-05-19",23.17
"699","2011-05-20",22.43
"700","2011-05-23",22.18
"701","2011-05-24",21.77
"702","2011-05-25",22.139999
"703","2011-05-26",22.540001
"704","2011-05-27",22.26
"705","2011-05-31",22.549999
"706","2011-06-01",21.76
"707","2011-06-02",21.74
"708","2011-06-03",21.1
"709","2011-06-06",21.15
"710","2011-06-07",21.25
"711","2011-06-08",21.190001
"712","2011-06-09",21.42
"713","2011-06-10",21.049999
"714","2011-06-13",20.969999
"715","2011-06-14",21.65
"716","2011-06-15",21.299999
"717","2011-06-16",21.459999
"718","2011-06-17",21.709999
"719","2011-06-20",21.280001
"720","2011-06-21",22.1
"721","2011-06-22",22
"722","2011-06-23",22.02
"723","2011-06-24",22.48
"724","2011-06-27",22.639999
"725","2011-06-28",22.6
"726","2011-06-29",22.83
"727","2011-06-30",23.4
"728","2011-07-01",23.4
"729","2011-07-05",22.790001
"730","2011-07-06",23.33
"731","2011-07-07",23.85
"732","2011-07-08",23.92
"733","2011-07-11",23.51
"734","2011-07-12",23.52
"735","2011-07-13",24.75
"736","2011-07-14",24.780001
"737","2011-07-15",24.91
"738","2011-07-18",25.200001
"739","2011-07-19",25.98
"740","2011-07-20",26
"741","2011-07-21",26.15
"742","2011-07-22",26.23
"743","2011-07-25",25.93
"744","2011-07-26",25.34
"745","2011-07-27",24.299999
"746","2011-07-28",24.41
"747","2011-07-29",24.290001
"748","2011-08-01",25.389999
"749","2011-08-02",23.85
"750","2011-08-03",23.469999
"751","2011-08-04",21.959999
"752","2011-08-05",21.07
"753","2011-08-08",19.35
"754","2011-08-09",20.09
"755","2011-08-10",18.59
"756","2011-08-11",19.540001
"757","2011-08-12",19.27
"758","2011-08-15",20.01
"759","2011-08-16",19.43
"760","2011-08-17",19.309999
"761","2011-08-18",17.809999
"762","2011-08-19",17.51
"763","2011-08-22",17.84
"764","2011-08-23",19.25
"765","2011-08-24",19.6
"766","2011-08-25",18.700001
"767","2011-08-26",20.59
"768","2011-08-29",21.190001
"769","2011-08-30",20.709999
"770","2011-08-31",20.860001
"771","2011-09-01",20.4
"772","2011-09-02",19.08
"773","2011-09-06",19.209999
"774","2011-09-07",19.639999
"775","2011-09-08",19.16
"776","2011-09-09",18.6
"777","2011-09-12",18.379999
"778","2011-09-13",18.58
"779","2011-09-14",19.18
"780","2011-09-15",19.67
"781","2011-09-16",19.51
"782","2011-09-19",18.99
"783","2011-09-20",18.450001
"784","2011-09-21",17.52
"785","2011-09-22",16.450001
"786","2011-09-23",16.469999
"787","2011-09-26",16.15
"788","2011-09-27",17.290001
"789","2011-09-28",16.91
"790","2011-09-29",18.049999
"791","2011-09-30",17.639999
"792","2011-10-03",16.9
"793","2011-10-04",18.049999
"794","2011-10-05",18.76
"795","2011-10-06",19.17
"796","2011-10-07",18.01
"797","2011-10-10",18.73
"798","2011-10-11",19.379999
"799","2011-10-12",19.34
"800","2011-10-13",19.5
"801","2011-10-14",19.860001
"802","2011-10-17",19.209999
"803","2011-10-18",19.93
"804","2011-10-19",19.309999
"805","2011-10-20",18.969999
"806","2011-10-21",19.58
"807","2011-10-24",19.68
"808","2011-10-25",18.969999
"809","2011-10-26",19.110001
"810","2011-10-27",20.99
"811","2011-10-28",19.879999
"812","2011-10-31",19.290001
"813","2011-11-01",18.75
"814","2011-11-02",19.92
"815","2011-11-03",20.440001
"816","2011-11-04",19.42
"817","2011-11-07",19.32
"818","2011-11-08",19.1
"819","2011-11-09",18.889999
"820","2011-11-10",18.889999
"821","2011-11-11",19.34
"822","2011-11-14",18.950001
"823","2011-11-15",19.030001
"824","2011-11-16",17.950001
"825","2011-11-17",17.68
"826","2011-11-18",17.73
"827","2011-11-21",17.370001
"828","2011-11-22",17.02
"829","2011-11-23",16.299999
"830","2011-11-25",15.56
"831","2011-11-28",16.379999
"832","2011-11-29",16.219999
"833","2011-11-30",17.540001
"834","2011-12-01",17.27
"835","2011-12-02",17.389999
"836","2011-12-05",17.860001
"837","2011-12-06",17.540001
"838","2011-12-07",17.26
"839","2011-12-08",16.99
"840","2011-12-09",16.969999
"841","2011-12-12",17.34
"842","2011-12-13",17.08
"843","2011-12-14",17.360001
"844","2011-12-15",18.09
"845","2011-12-16",18.24
"846","2011-12-19",17.940001
"847","2011-12-20",19.139999
"848","2011-12-21",19.09
"849","2011-12-22",19.51
"850","2011-12-23",19.530001
"851","2011-12-27",19.540001
"852","2011-12-28",18.85
"853","2011-12-29",19.15
"854","2011-12-30",19.139999
"855","2012-01-03",19.459999
"856","2012-01-04",19.209999
"857","2012-01-05",19.48
"858","2012-01-06",19.870001
"859","2012-01-09",20.379999
"860","2012-01-10",20.9
"861","2012-01-11",20.5
"862","2012-01-12",20.35
"863","2012-01-13",20.309999
"864","2012-01-17",20.139999
"865","2012-01-18",19.959999
"866","2012-01-19",19.360001
"867","2012-01-20",19.139999
"868","2012-01-23",18.459999
"869","2012-01-24",19.219999
"870","2012-01-25",19.709999
"871","2012-01-26",19.76
"872","2012-01-27",20.200001
"873","2012-01-30",19.870001
"874","2012-01-31",19.99
"875","2012-02-01",20.719999
"876","2012-02-02",21.280001
"877","2012-02-03",22.1
"878","2012-02-06",22.059999
"879","2012-02-07",21.66
"880","2012-02-08",21.540001
"881","2012-02-09",21.610001
"882","2012-02-10",21
"883","2012-02-13",21.620001
"884","2012-02-14",21.719999
"885","2012-02-15",22.1
"886","2012-02-16",22.559999
"887","2012-02-17",22.610001
"888","2012-02-21",22.84
"889","2012-02-22",22.75
"890","2012-02-23",23.459999
"891","2012-02-24",23.25
"892","2012-02-27",21.73
"893","2012-02-28",21
"894","2012-02-29",20.030001
"895","2012-03-01",20.559999
"896","2012-03-02",19.639999
"897","2012-03-05",20.18
"898","2012-03-06",19.219999
"899","2012-03-07",19.25
"900","2012-03-08",18.889999
"901","2012-03-09",18.950001
"902","2012-03-12",18.809999
"903","2012-03-13",18.889999
"904","2012-03-14",18.280001
"905","2012-03-15",18.1
"906","2012-03-16",18.139999
"907","2012-03-19",17.889999
"908","2012-03-20",17.67
"909","2012-03-21",17.799999
"910","2012-03-22",17.360001
"911","2012-03-23",17.48
"912","2012-03-26",17.74
"913","2012-03-27",17.84
"914","2012-03-28",18.08
"915","2012-03-29",17.67
"916","2012-03-30",17.860001
"917","2012-04-02",17.75
"918","2012-04-03",17.25
"919","2012-04-04",17.1
"920","2012-04-05",17.030001
"921","2012-04-09",16.450001
"922","2012-04-10",16.59
"923","2012-04-11",17.049999
"924","2012-04-12",17.41
"925","2012-04-13",16.75
"926","2012-04-16",17.120001
"927","2012-04-17",17.110001
"928","2012-04-18",16.98
"929","2012-04-19",16.75
"930","2012-04-20",17.32
"931","2012-04-23",16.68
"932","2012-04-24",16.709999
"933","2012-04-25",16.639999
"934","2012-04-26",16.51
"935","2012-04-27",16.700001
"936","2012-04-30",16.719999
"937","2012-05-01",16.24
"938","2012-05-02",16.129999
"939","2012-05-03",16.59
"940","2012-05-04",16.51
"941","2012-05-07",16.639999
"942","2012-05-08",16.65
"943","2012-05-09",16.299999
"944","2012-05-10",14.49
"945","2012-05-11",15.86
"946","2012-05-14",15.7
"947","2012-05-15",16.110001
"948","2012-05-16",16.5
"949","2012-05-17",16.280001
"950","2012-05-18",16.559999
"951","2012-05-21",16.51
"952","2012-05-22",16.41
"953","2012-05-23",16.459999
"954","2012-05-24",16.219999
"955","2012-05-25",16.030001
"956","2012-05-29",15.88
"957","2012-05-30",15.52
"958","2012-05-31",15.21
"959","2012-06-01",15.01
"960","2012-06-04",15.03
"961","2012-06-05",15.03
"962","2012-06-06",15.14
"963","2012-06-07",15.27
"964","2012-06-08",15.86
"965","2012-06-11",15.52
"966","2012-06-12",15.74
"967","2012-06-13",15.78
"968","2012-06-14",16.16
"969","2012-06-15",16.42
"970","2012-06-18",16.120001
"971","2012-06-19",16.74
"972","2012-06-20",16.809999
"973","2012-06-21",16.1
"974","2012-06-22",16.4
"975","2012-06-25",16.030001
"976","2012-06-26",16
"977","2012-06-27",16.77
"978","2012-06-28",16.68
"979","2012-06-29",17.059999
"980","2012-07-02",17.120001
