"","date","VRTU"
"108","2008-01-07",16.459999
"109","2008-01-08",14.39
"110","2008-01-09",14.47
"111","2008-01-10",15.33
"112","2008-01-11",15.32
"113","2008-01-14",15.35
"114","2008-01-15",15.25
"115","2008-01-16",15.57
"116","2008-01-17",14.84
"117","2008-01-18",14.61
"118","2008-01-22",13.41
"119","2008-01-23",13.31
"120","2008-01-24",12.64
"121","2008-01-25",13.97
"122","2008-01-28",14.42
"123","2008-01-29",14.62
"124","2008-01-30",14.64
"125","2008-01-31",14.93
"126","2008-02-01",14.27
"127","2008-02-04",14.81
"128","2008-02-05",13.62
"129","2008-02-06",12.6
"130","2008-02-07",12.34
"131","2008-02-08",12.72
"132","2008-02-11",12.74
"133","2008-02-12",12.8
"134","2008-02-13",13.19
"135","2008-02-14",12.43
"136","2008-02-15",12.44
"137","2008-02-19",10.79
"138","2008-02-20",10.8
"139","2008-02-21",10.8
"140","2008-02-22",10.84
"141","2008-02-25",10.73
"142","2008-02-26",10.7
"143","2008-02-27",10.75
"144","2008-02-28",11.06
"145","2008-02-29",10.93
"146","2008-03-03",10.97
"147","2008-03-04",10.86
"148","2008-03-05",10.5
"149","2008-03-06",10.13
"150","2008-03-07",9.98
"151","2008-03-10",9.99
"152","2008-03-11",10.77
"153","2008-03-12",10.45
"154","2008-03-13",11
"155","2008-03-14",10.71
"156","2008-03-17",10.07
"157","2008-03-18",9.91
"158","2008-03-19",9.57
"159","2008-03-20",9.29
"160","2008-03-24",9.02
"161","2008-03-25",9.44
"162","2008-03-26",9.39
"163","2008-03-27",9.48
"164","2008-03-28",9.33
"165","2008-03-31",9.76
"166","2008-04-01",9.53
"167","2008-04-02",9.12
"168","2008-04-03",9.02
"169","2008-04-04",9.29
"170","2008-04-07",9.06
"171","2008-04-08",8.84
"172","2008-04-09",9.19
"173","2008-04-10",9.6
"174","2008-04-11",9.43
"175","2008-04-14",9.42
"176","2008-04-15",9.23
"177","2008-04-16",9.17
"178","2008-04-17",9
"179","2008-04-18",9.92
"180","2008-04-21",9.98
"181","2008-04-22",9.99
"182","2008-04-23",10
"183","2008-04-24",10.47
"184","2008-04-25",10.47
"185","2008-04-28",10.85
"186","2008-04-29",10.91
"187","2008-04-30",11.09
"188","2008-05-01",11.52
"189","2008-05-02",11.45
"190","2008-05-05",11.66
"191","2008-05-06",11.85
"192","2008-05-07",11.6
"193","2008-05-08",11.41
"194","2008-05-09",11.03
"195","2008-05-12",11.29
"196","2008-05-13",11.44
"197","2008-05-14",11.29
"198","2008-05-15",11.54
"199","2008-05-16",11.45
"200","2008-05-19",11.62
"201","2008-05-20",11.98
"202","2008-05-21",10.45
"203","2008-05-22",10.54
"204","2008-05-23",10.02
"205","2008-05-27",10.15
"206","2008-05-28",10.19
"207","2008-05-29",10.19
"208","2008-05-30",10.1
"209","2008-06-02",10.15
"210","2008-06-03",10.19
"211","2008-06-04",10.03
"212","2008-06-05",10.01
"213","2008-06-06",9.89
"214","2008-06-09",9.95
"215","2008-06-10",10.22
"216","2008-06-11",10.04
"217","2008-06-12",10.05
"218","2008-06-13",10.17
"219","2008-06-16",10.57
"220","2008-06-17",10.47
"221","2008-06-18",10.37
"222","2008-06-19",10.4
"223","2008-06-20",10.38
"224","2008-06-23",10.51
"225","2008-06-24",10.41
"226","2008-06-25",10.6
"227","2008-06-26",10.46
"228","2008-06-27",10.25
"229","2008-06-30",10.13
"230","2008-07-01",10.18
"231","2008-07-02",10.19
"232","2008-07-03",10.17
"233","2008-07-07",7.24
"234","2008-07-08",7.52
"235","2008-07-09",7.12
"236","2008-07-10",7.21
"237","2008-07-11",7.39
"238","2008-07-14",7.21
"239","2008-07-15",6.89
"240","2008-07-16",7.14
"241","2008-07-17",7
"242","2008-07-18",6.5
"243","2008-07-21",6.44
"244","2008-07-22",6.25
"245","2008-07-23",6.38
"246","2008-07-24",6.49
"247","2008-07-25",6.52
"248","2008-07-28",6.6
"249","2008-07-29",6.94
"250","2008-07-30",6.93
"251","2008-07-31",6.53
"252","2008-08-01",6.96
"253","2008-08-04",7.21
"254","2008-08-05",7.34
"255","2008-08-06",7.27
"256","2008-08-07",7.29
"257","2008-08-08",7.21
"258","2008-08-11",7.48
"259","2008-08-12",7.3
"260","2008-08-13",7.3
"261","2008-08-14",7.55
"262","2008-08-15",7.74
"263","2008-08-18",7.96
"264","2008-08-19",7.8
"265","2008-08-20",7.53
"266","2008-08-21",7.53
"267","2008-08-22",7.5
"268","2008-08-25",7.44
"269","2008-08-26",7.45
"270","2008-08-27",7.53
"271","2008-08-28",7.62
"272","2008-08-29",7.31
"273","2008-09-02",7.45
"274","2008-09-03",7.38
"275","2008-09-04",7.38
"276","2008-09-05",7.32
"277","2008-09-08",7.28
"278","2008-09-09",7.09
"279","2008-09-10",7.09
"280","2008-09-11",7.38
"281","2008-09-12",7.26
"282","2008-09-15",6.95
"283","2008-09-16",6.71
"284","2008-09-17",6.15
"285","2008-09-18",6.08
"286","2008-09-19",7.2
"287","2008-09-22",6.96
"288","2008-09-23",7
"289","2008-09-24",6.92
"290","2008-09-25",6.95
"291","2008-09-26",6.85
"292","2008-09-29",6.69
"293","2008-09-30",6.51
"294","2008-10-01",6.21
"295","2008-10-02",5.89
"296","2008-10-03",5.63
"297","2008-10-06",5.46
"298","2008-10-07",5.2
"299","2008-10-08",5.18
"300","2008-10-09",4.97
"301","2008-10-10",5.3
"302","2008-10-13",5.12
"303","2008-10-14",4.74
"304","2008-10-15",4.56
"305","2008-10-16",4.75
"306","2008-10-17",4.55
"307","2008-10-20",4.66
"308","2008-10-21",4.63
"309","2008-10-22",4.39
"310","2008-10-23",4.28
"311","2008-10-24",4.26
"312","2008-10-27",4.21
"313","2008-10-28",4.51
"314","2008-10-29",4.35
"315","2008-10-30",5.24
"316","2008-10-31",5.51
"317","2008-11-03",5.12
"318","2008-11-04",5.26
"319","2008-11-05",4.94
"320","2008-11-06",4.91
"321","2008-11-07",5.07
"322","2008-11-10",5.48
"323","2008-11-11",5.28
"324","2008-11-12",5.11
"325","2008-11-13",5.49
"326","2008-11-14",5.24
"327","2008-11-17",5.07
"328","2008-11-18",4.75
"329","2008-11-19",4.47
"330","2008-11-20",4.33
"331","2008-11-21",4.57
"332","2008-11-24",4.68
"333","2008-11-25",4.7
"334","2008-11-26",5
"335","2008-11-28",4.96
"336","2008-12-01",4.56
"337","2008-12-02",4.4
"338","2008-12-03",4.77
"339","2008-12-04",4.51
"340","2008-12-05",4.5
"341","2008-12-08",4.55
"342","2008-12-09",4.3
"343","2008-12-10",4.4
"344","2008-12-11",4.45
"345","2008-12-12",4.75
"346","2008-12-15",4.49
"347","2008-12-16",5
"348","2008-12-17",5.25
"349","2008-12-18",5.29
"350","2008-12-19",5.49
"351","2008-12-22",5.68
"352","2008-12-23",5.52
"353","2008-12-24",5.61
"354","2008-12-26",5.62
"355","2008-12-29",5.39
"356","2008-12-30",5.31
"357","2008-12-31",5.64
"358","2009-01-02",5.72
"359","2009-01-05",5.82
"360","2009-01-06",5.96
"361","2009-01-07",5.73
"362","2009-01-08",5.9
"363","2009-01-09",5.78
"364","2009-01-12",5.57
"365","2009-01-13",5.4
"366","2009-01-14",5.2
"367","2009-01-15",5.27
"368","2009-01-16",5.63
"369","2009-01-20",5.53
"370","2009-01-21",6
"371","2009-01-22",5.94
"372","2009-01-23",6.05
"373","2009-01-26",6.41
"374","2009-01-27",6.14
"375","2009-01-28",6.4
"376","2009-01-29",7.35
"377","2009-01-30",7.55
"378","2009-02-02",7.5
"379","2009-02-03",7.48
"380","2009-02-04",7.43
"381","2009-02-05",7.25
"382","2009-02-06",7.07
"383","2009-02-09",7
"384","2009-02-10",6.85
"385","2009-02-11",7
"386","2009-02-12",7.01
"387","2009-02-13",7.02
"388","2009-02-17",6.97
"389","2009-02-18",7.02
"390","2009-02-19",7
"391","2009-02-20",6.95
"392","2009-02-23",6.66
"393","2009-02-24",6.7
"394","2009-02-25",6.43
"395","2009-02-26",6.29
"396","2009-02-27",6.13
"397","2009-03-02",6.03
"398","2009-03-03",6.14
"399","2009-03-04",6.09
"400","2009-03-05",5.7
"401","2009-03-06",5.75
"402","2009-03-09",5.58
"403","2009-03-10",5.74
"404","2009-03-11",5.79
"405","2009-03-12",5.97
"406","2009-03-13",6.24
"407","2009-03-16",6.09
"408","2009-03-17",6.44
"409","2009-03-18",6.6
"410","2009-03-19",6.78
"411","2009-03-20",6.3
"412","2009-03-23",6.77
"413","2009-03-24",6.54
"414","2009-03-25",6.24
"415","2009-03-26",6.44
"416","2009-03-27",6.01
"417","2009-03-30",5.86
"418","2009-03-31",6.2
"419","2009-04-01",6.84
"420","2009-04-02",6.8
"421","2009-04-03",6.98
"422","2009-04-06",6.78
"423","2009-04-07",6.63
"424","2009-04-08",6.78
"425","2009-04-09",6.87
"426","2009-04-13",6.98
"427","2009-04-14",6.86
"428","2009-04-15",6.9
"429","2009-04-16",6.92
"430","2009-04-17",7
"431","2009-04-20",6.8
"432","2009-04-21",6.98
"433","2009-04-22",6.88
"434","2009-04-23",6.6
"435","2009-04-24",6.74
"436","2009-04-27",6.59
"437","2009-04-28",6.56
"438","2009-04-29",6.56
"439","2009-04-30",6.39
"440","2009-05-01",6.67
"441","2009-05-04",6.91
"442","2009-05-05",6.91
"443","2009-05-06",6.95
"444","2009-05-07",7.16
"445","2009-05-08",7.15
"446","2009-05-11",7
"447","2009-05-12",6.89
"448","2009-05-13",6.73
"449","2009-05-14",7.02
"450","2009-05-15",6.93
"451","2009-05-18",6.98
"452","2009-05-19",7.15
"453","2009-05-20",7.27
"454","2009-05-21",7.11
"455","2009-05-22",7.09
"456","2009-05-26",7.1
"457","2009-05-27",6.98
"458","2009-05-28",7.03
"459","2009-05-29",7.06
"460","2009-06-01",7.22
"461","2009-06-02",7.17
"462","2009-06-03",7.2
"463","2009-06-04",7.32
"464","2009-06-05",7.28
"465","2009-06-08",7.18
"466","2009-06-09",7.25
"467","2009-06-10",7.23
"468","2009-06-11",7.32
"469","2009-06-12",7.33
"470","2009-06-15",7.36
"471","2009-06-16",7.26
"472","2009-06-17",7.32
"473","2009-06-18",7.55
"474","2009-06-19",7.82
"475","2009-06-22",7.46
"476","2009-06-23",7.36
"477","2009-06-24",7.41
"478","2009-06-25",7.66
"479","2009-06-26",8.22
"480","2009-06-29",8
"481","2009-06-30",8.03
"482","2009-07-01",8.09
"483","2009-07-02",7.87
"484","2009-07-06",7.92
"485","2009-07-07",7.91
"486","2009-07-08",7.69
"487","2009-07-09",7.83
"488","2009-07-10",8.26
"489","2009-07-13",8.94
"490","2009-07-14",9.06
"491","2009-07-15",9.19
"492","2009-07-16",9.23
"493","2009-07-17",9.29
"494","2009-07-20",9.05
"495","2009-07-21",9.08
"496","2009-07-22",9.1
"497","2009-07-23",9.1
"498","2009-07-24",9.29
"499","2009-07-27",9.46
"500","2009-07-28",9.71
"501","2009-07-29",9.34
"502","2009-07-30",8.87
"503","2009-07-31",9.32
"504","2009-08-03",10.01
"505","2009-08-04",9.82
"506","2009-08-05",9.54
"507","2009-08-06",9.19
"508","2009-08-07",9.68
"509","2009-08-10",9.61
"510","2009-08-11",9.37
"511","2009-08-12",9.67
"512","2009-08-13",9.73
"513","2009-08-14",9.73
"514","2009-08-17",9.46
"515","2009-08-18",10.06
"516","2009-08-19",10.11
"517","2009-08-20",10.2
"518","2009-08-21",10.43
"519","2009-08-24",10.09
"520","2009-08-25",10.16
"521","2009-08-26",10.24
"522","2009-08-27",10.03
"523","2009-08-28",10.15
"524","2009-08-31",10.06
"525","2009-09-01",9.98
"526","2009-09-02",9.95
"527","2009-09-03",9.99
"528","2009-09-04",10.04
"529","2009-09-08",9.57
"530","2009-09-09",9.89
"531","2009-09-10",9.95
"532","2009-09-11",10.07
"533","2009-09-14",9.8
"534","2009-09-15",9.58
"535","2009-09-16",9.76
"536","2009-09-17",9.77
"537","2009-09-18",9.8
"538","2009-09-21",9.78
"539","2009-09-22",9.74
"540","2009-09-23",9.7
"541","2009-09-24",9.66
"542","2009-09-25",9.49
"543","2009-09-28",9.49
"544","2009-09-29",9.48
"545","2009-09-30",9.49
"546","2009-10-01",9.36
"547","2009-10-02",9.39
"548","2009-10-05",9.57
"549","2009-10-06",9.73
"550","2009-10-07",9.88
"551","2009-10-08",10.08
"552","2009-10-09",10.41
"553","2009-10-12",10.09
"554","2009-10-13",10.01
"555","2009-10-14",10.26
"556","2009-10-15",10.32
"557","2009-10-16",10.54
"558","2009-10-19",10.32
"559","2009-10-20",10.17
"560","2009-10-21",10.26
"561","2009-10-22",10.43
"562","2009-10-23",9.92
"563","2009-10-26",9.3
"564","2009-10-27",8.98
"565","2009-10-28",9.04
"566","2009-10-29",9.17
"567","2009-10-30",8.98
"568","2009-11-02",9
"569","2009-11-03",9.06
"570","2009-11-04",8.66
"571","2009-11-05",9.11
"572","2009-11-06",9.22
"573","2009-11-09",9.81
"574","2009-11-10",8.88
"575","2009-11-11",9.05
"576","2009-11-12",8.65
"577","2009-11-13",9.06
"578","2009-11-16",9.72
"579","2009-11-17",9.26
"580","2009-11-18",9.25
"581","2009-11-19",9.12
"582","2009-11-20",9.2
"583","2009-11-23",9.42
"584","2009-11-24",9.14
"585","2009-11-25",9.14
"586","2009-11-27",9.06
"587","2009-11-30",8.77
"588","2009-12-01",9.03
"589","2009-12-02",9.35
"590","2009-12-03",9.09
"591","2009-12-04",9.43
"592","2009-12-07",9.36
"593","2009-12-08",9.12
"594","2009-12-09",8.99
"595","2009-12-10",9.01
"596","2009-12-11",8.99
"597","2009-12-14",8.86
"598","2009-12-15",8.96
"599","2009-12-16",8.81
"600","2009-12-17",8.72
"601","2009-12-18",8.68
"602","2009-12-21",8.69
"603","2009-12-22",8.85
"604","2009-12-23",9.03
"605","2009-12-24",8.98
"606","2009-12-28",9.16
"607","2009-12-29",9.22
"608","2009-12-30",9.39
"609","2009-12-31",9.06
"610","2010-01-04",9.05
"611","2010-01-05",9.01
"612","2010-01-06",9.03
"613","2010-01-07",9.05
"614","2010-01-08",9.06
"615","2010-01-11",9.06
"616","2010-01-12",9.09
"617","2010-01-13",9.3
"618","2010-01-14",9.21
"619","2010-01-15",9.21
"620","2010-01-19",9.52
"621","2010-01-20",9.35
"622","2010-01-21",9.02
"623","2010-01-22",8.81
"624","2010-01-25",8.76
"625","2010-01-26",8.79
"626","2010-01-27",9
"627","2010-01-28",8.81
"628","2010-01-29",8.91
"629","2010-02-01",8.99
"630","2010-02-02",8.82
"631","2010-02-03",8.64
"632","2010-02-04",8.23
"633","2010-02-05",8.29
"634","2010-02-08",8.19
"635","2010-02-09",8.22
"636","2010-02-10",8.16
"637","2010-02-11",8.24
"638","2010-02-12",8.52
"639","2010-02-16",8.37
"640","2010-02-17",8.41
"641","2010-02-18",8.5
"642","2010-02-19",8.47
"643","2010-02-22",8.58
"644","2010-02-23",8.62
"645","2010-02-24",8.92
"646","2010-02-25",9.01
"647","2010-02-26",9.1
"648","2010-03-01",9.52
"649","2010-03-02",9.84
"650","2010-03-03",9.59
"651","2010-03-04",9.77
"652","2010-03-05",9.89
"653","2010-03-08",9.86
"654","2010-03-09",9.83
"655","2010-03-10",9.9
"656","2010-03-11",9.99
"657","2010-03-12",9.95
"658","2010-03-15",9.86
"659","2010-03-16",9.95
"660","2010-03-17",9.97
"661","2010-03-18",9.87
"662","2010-03-19",9.95
"663","2010-03-22",9.99
"664","2010-03-23",9.98
"665","2010-03-24",9.81
"666","2010-03-25",9.39
"667","2010-03-26",9.62
"668","2010-03-29",9.91
"669","2010-03-30",9.94
"670","2010-03-31",10.31
"671","2010-04-01",10.3
"672","2010-04-05",10.71
"673","2010-04-06",10.63
"674","2010-04-07",10.72
"675","2010-04-08",10.7
"676","2010-04-09",10.68
"677","2010-04-12",10.64
"678","2010-04-13",10.85
"679","2010-04-14",11.33
"680","2010-04-15",11.31
"681","2010-04-16",11.36
"682","2010-04-19",11.27
"683","2010-04-20",11.29
"684","2010-04-21",11
"685","2010-04-22",11.23
"686","2010-04-23",11.22
"687","2010-04-26",11.17
"688","2010-04-27",10.93
"689","2010-04-28",10.92
"690","2010-04-29",10.94
"691","2010-04-30",10.28
"692","2010-05-03",10.36
"693","2010-05-04",10
"694","2010-05-05",9.81
"695","2010-05-06",9.41
"696","2010-05-07",9.25
"697","2010-05-10",9.67
"698","2010-05-11",9.58
"699","2010-05-12",9.93
"700","2010-05-13",10.01
"701","2010-05-14",9.62
"702","2010-05-17",9.62
"703","2010-05-18",9.36
"704","2010-05-19",9.2
"705","2010-05-20",8.77
"706","2010-05-21",8.69
"707","2010-05-24",8.56
"708","2010-05-25",8.21
"709","2010-05-26",8.12
"710","2010-05-27",8.64
"711","2010-05-28",8.64
"712","2010-06-01",8.51
"713","2010-06-02",8.7
"714","2010-06-03",8.9
"715","2010-06-04",8.91
"716","2010-06-07",8.9
"717","2010-06-08",8.83
"718","2010-06-09",8.81
"719","2010-06-10",9.22
"720","2010-06-11",9.4
"721","2010-06-14",9.29
"722","2010-06-15",9.55
"723","2010-06-16",9.16
"724","2010-06-17",9.13
"725","2010-06-18",9.22
"726","2010-06-21",9.23
"727","2010-06-22",9.34
"728","2010-06-23",9.37
"729","2010-06-24",9.18
"730","2010-06-25",9.49
"731","2010-06-28",9.48
"732","2010-06-29",9.4
"733","2010-06-30",9.33
"734","2010-07-01",9.11
"735","2010-07-02",9.08
"736","2010-07-06",9.2
"737","2010-07-07",9.52
"738","2010-07-08",9.58
"739","2010-07-09",9.49
"740","2010-07-12",9.4
"741","2010-07-13",9.81
"742","2010-07-14",10.02
"743","2010-07-15",9.97
"744","2010-07-16",9.71
"745","2010-07-19",9.83
"746","2010-07-20",10.01
"747","2010-07-21",10.05
"748","2010-07-22",10.69
"749","2010-07-23",10.69
"750","2010-07-26",11
"751","2010-07-27",11.09
"752","2010-07-28",10.89
"753","2010-07-29",10.62
"754","2010-07-30",10.66
"755","2010-08-02",10.25
"756","2010-08-03",10.07
"757","2010-08-04",10.03
"758","2010-08-05",9.71
"759","2010-08-06",9.56
"760","2010-08-09",9.54
"761","2010-08-10",9.18
"762","2010-08-11",9.07
"763","2010-08-12",8.98
"764","2010-08-13",8.8
"765","2010-08-16",8.64
"766","2010-08-17",8.68
"767","2010-08-18",8.68
"768","2010-08-19",8.34
"769","2010-08-20",8.51
"770","2010-08-23",8.5
"771","2010-08-24",8.25
"772","2010-08-25",8.35
"773","2010-08-26",8.56
"774","2010-08-27",9
"775","2010-08-30",8.82
"776","2010-08-31",8.8
"777","2010-09-01",9
"778","2010-09-02",8.72
"779","2010-09-03",8.96
"780","2010-09-07",8.66
"781","2010-09-08",8.62
"782","2010-09-09",8.65
"783","2010-09-10",8.47
"784","2010-09-13",8.88
"785","2010-09-14",8.83
"786","2010-09-15",8.82
"787","2010-09-16",8.7
"788","2010-09-17",8.55
"789","2010-09-20",8.7
"790","2010-09-21",8.58
"791","2010-09-22",8.47
"792","2010-09-23",8.39
"793","2010-09-24",8.51
"794","2010-09-27",9.43
"795","2010-09-28",9.74
"796","2010-09-29",9.93
"797","2010-09-30",9.69
"798","2010-10-01",9.81
"799","2010-10-04",9.72
"800","2010-10-05",10.09
"801","2010-10-06",10.2
"802","2010-10-07",10.13
"803","2010-10-08",10.23
"804","2010-10-11",10.39
"805","2010-10-12",10.47
"806","2010-10-13",10.68
"807","2010-10-14",10.77
"808","2010-10-15",11.11
"809","2010-10-18",11.38
"810","2010-10-19",11.82
"811","2010-10-20",12.11
"812","2010-10-21",12.17
"813","2010-10-22",12.25
"814","2010-10-25",12.47
"815","2010-10-26",12.49
"816","2010-10-27",12.61
"817","2010-10-28",13.58
"818","2010-10-29",14.26
"819","2010-11-01",13.01
"820","2010-11-02",13.32
"821","2010-11-03",13.3
"822","2010-11-04",13.6
"823","2010-11-05",13.39
"824","2010-11-08",13.32
"825","2010-11-09",13.13
"826","2010-11-10",13.32
"827","2010-11-11",13.51
"828","2010-11-12",13.24
"829","2010-11-15",13.35
"830","2010-11-16",13.1
"831","2010-11-17",12.95
"832","2010-11-18",13.14
"833","2010-11-19",13.42
"834","2010-11-22",13.76
"835","2010-11-23",13.52
"836","2010-11-24",13.75
"837","2010-11-26",13.64
"838","2010-11-29",13.75
"839","2010-11-30",13.64
"840","2010-12-01",14.18
"841","2010-12-02",14.16
"842","2010-12-03",14.42
"843","2010-12-06",14.76
"844","2010-12-07",14.74
"845","2010-12-08",14.87
"846","2010-12-09",15.08
"847","2010-12-10",15.25
"848","2010-12-13",15.38
"849","2010-12-14",15.47
"850","2010-12-15",15.72
"851","2010-12-16",15.65
"852","2010-12-17",15.13
"853","2010-12-20",15.78
"854","2010-12-21",15.83
"855","2010-12-22",15.7
"856","2010-12-23",15.66
"857","2010-12-27",15.22
"858","2010-12-28",15.4
"859","2010-12-29",15.38
"860","2010-12-30",16.23
"861","2010-12-31",16.360001
"862","2011-01-03",16.84
"863","2011-01-04",16.48
"864","2011-01-05",16.209999
"865","2011-01-06",16.4
"866","2011-01-07",17.17
"867","2011-01-10",17.27
"868","2011-01-11",17.389999
"869","2011-01-12",17.549999
"870","2011-01-13",17.620001
"871","2011-01-14",17.549999
"872","2011-01-18",17.639999
"873","2011-01-19",17.4
"874","2011-01-20",16.98
"875","2011-01-21",16.959999
"876","2011-01-24",17.1
"877","2011-01-25",17.15
"878","2011-01-26",17.5
"879","2011-01-27",17.219999
"880","2011-01-28",16.99
"881","2011-01-31",16.1
"882","2011-02-01",17.129999
"883","2011-02-02",17.280001
"884","2011-02-03",17.33
"885","2011-02-04",17.030001
"886","2011-02-07",17.459999
"887","2011-02-08",17.57
"888","2011-02-09",17.290001
"889","2011-02-10",16.83
"890","2011-02-11",17.01
"891","2011-02-14",16.809999
"892","2011-02-15",16.889999
"893","2011-02-16",16.799999
"894","2011-02-17",16.799999
"895","2011-02-18",16.43
"896","2011-02-22",16.450001
"897","2011-02-23",16.25
"898","2011-02-24",16.5
"899","2011-02-25",16.559999
"900","2011-02-28",16.889999
"901","2011-03-01",16.75
"902","2011-03-02",16.73
"903","2011-03-03",16.889999
"904","2011-03-04",16.799999
"905","2011-03-07",16.700001
"906","2011-03-08",16.76
"907","2011-03-09",16.700001
"908","2011-03-10",16.690001
"909","2011-03-11",16.809999
"910","2011-03-14",16.450001
"911","2011-03-15",16.459999
"912","2011-03-16",16.209999
"913","2011-03-17",16.17
"914","2011-03-18",16.940001
"915","2011-03-21",17.6
"916","2011-03-22",17.610001
"917","2011-03-23",17.99
"918","2011-03-24",17.969999
"919","2011-03-25",18.1
"920","2011-03-28",17.98
"921","2011-03-29",18.059999
"922","2011-03-30",18.52
"923","2011-03-31",18.73
"924","2011-04-01",18.629999
"925","2011-04-04",18.610001
"926","2011-04-05",18.799999
"927","2011-04-06",18.75
"928","2011-04-07",18.639999
"929","2011-04-08",18.709999
"930","2011-04-11",18.76
"931","2011-04-12",18.6
"932","2011-04-13",18.889999
"933","2011-04-14",18.9
"934","2011-04-15",18.76
"935","2011-04-18",18.309999
"936","2011-04-19",18.27
"937","2011-04-20",18.700001
"938","2011-04-21",18.469999
"939","2011-04-25",18.629999
"940","2011-04-26",18.57
"941","2011-04-27",18.530001
"942","2011-04-28",18.620001
"943","2011-04-29",18.66
"944","2011-05-02",18.51
"945","2011-05-03",18.450001
"946","2011-05-04",18
"947","2011-05-05",18.040001
"948","2011-05-06",18.02
"949","2011-05-09",18.219999
"950","2011-05-10",18.26
"951","2011-05-11",18.26
"952","2011-05-12",20.26
"953","2011-05-13",20.41
"954","2011-05-16",19.41
"955","2011-05-17",19.57
"956","2011-05-18",20.15
"957","2011-05-19",20.57
"958","2011-05-20",20.559999
"959","2011-05-23",20.17
"960","2011-05-24",19.379999
"961","2011-05-25",19.139999
"962","2011-05-26",19.58
"963","2011-05-27",19.780001
"964","2011-05-31",20.15
"965","2011-06-01",18.860001
"966","2011-06-02",18.91
"967","2011-06-03",18.4
"968","2011-06-06",18.25
"969","2011-06-07",18.32
"970","2011-06-08",17.74
"971","2011-06-09",18.42
"972","2011-06-10",18.290001
"973","2011-06-13",18.26
"974","2011-06-14",18.290001
"975","2011-06-15",18.040001
"976","2011-06-16",18.1
"977","2011-06-17",18.190001
"978","2011-06-20",18.24
"979","2011-06-21",18.1
"980","2011-06-22",17.49
"981","2011-06-23",17.200001
"982","2011-06-24",18.049999
"983","2011-06-27",18.860001
"984","2011-06-28",18.889999
"985","2011-06-29",18.59
"986","2011-06-30",18.950001
"987","2011-07-01",19.290001
"988","2011-07-05",19.73
"989","2011-07-06",19.799999
"990","2011-07-07",20.15
"991","2011-07-08",20.58
"992","2011-07-11",20.35
"993","2011-07-12",20.08
"994","2011-07-13",20.41
"995","2011-07-14",20.51
"996","2011-07-15",20.629999
