"","date","PRPH"
"130","2007-07-10",5.08
"131","2007-07-11",5.06
"132","2007-07-12",5
"133","2007-07-13",4.96
"134","2007-07-16",4.93
"135","2007-07-17",4.87
"136","2007-07-18",4.97
"137","2007-07-19",4.9
"138","2007-07-20",5.05
"139","2007-07-23",5.03
"140","2007-07-24",5.02
"141","2007-07-25",4.75
"142","2007-07-26",5.1
"143","2007-07-27",5
"144","2007-07-30",5
"145","2007-07-31",5.07
"146","2007-08-01",4.99
"147","2007-08-02",5.12
"148","2007-08-03",5.04
"149","2007-08-06",5.07
"150","2007-08-07",5.06
"151","2007-08-08",5.13
"152","2007-08-09",5.01
"153","2007-08-10",4.87
"154","2007-08-13",4.78
"155","2007-08-14",4.88
"156","2007-08-15",4.76
"157","2007-08-16",4.67
"158","2007-08-17",4.75
"159","2007-08-20",4.61
"160","2007-08-21",4.47
"161","2007-08-22",4.5
"162","2007-08-23",4.44
"163","2007-08-24",4.48
"164","2007-08-27",4.36
"165","2007-08-28",4.36
"166","2007-08-29",4.36
"167","2007-08-30",4.4
"168","2007-08-31",4.36
"169","2007-09-04",4.2
"170","2007-09-05",3.67
"171","2007-09-06",3.76
"172","2007-09-07",3.72
"173","2007-09-10",3.7
"174","2007-09-11",3.66
"175","2007-09-12",3.78
"176","2007-09-13",3.84
"177","2007-09-14",3.8
"178","2007-09-17",3.54
"179","2007-09-18",3.08
"180","2007-09-19",3.02
"181","2007-09-20",3.27
"182","2007-09-21",3.85
"183","2007-09-24",3.94
"184","2007-09-25",3.85
"185","2007-09-26",4.07
"186","2007-09-27",4.08
"187","2007-09-28",4.12
"188","2007-10-01",4.02
"189","2007-10-02",3.86
"190","2007-10-03",3.85
"191","2007-10-04",3.82
"192","2007-10-05",3.9
"193","2007-10-08",3.92
"194","2007-10-09",3.89
"195","2007-10-10",3.88
"196","2007-10-11",3.93
"197","2007-10-12",4.06
"198","2007-10-15",4.17
"199","2007-10-16",4.05
"200","2007-10-17",4.07
"201","2007-10-18",3.86
"202","2007-10-19",3.97
"203","2007-10-22",3.93
"204","2007-10-23",4.19
"205","2007-10-24",4.1
"206","2007-10-25",3.97
"207","2007-10-26",3.99
"208","2007-10-29",4.06
"209","2007-10-30",4.25
"210","2007-10-31",4.58
"211","2007-11-01",4.03
"212","2007-11-02",4.75
"213","2007-11-05",4.88
"214","2007-11-06",4.9
"215","2007-11-07",5.11
"216","2007-11-08",5.08
"217","2007-11-09",5.04
"218","2007-11-12",5.27
"219","2007-11-13",5.3
"220","2007-11-14",5.16
"221","2007-11-15",5.25
"222","2007-11-16",5.25
"223","2007-11-19",5.11
"224","2007-11-20",5.11
"225","2007-11-21",4.97
"226","2007-11-23",4.98
"227","2007-11-26",5
"228","2007-11-27",4.68
"229","2007-11-28",4.77
"230","2007-11-29",4.8
"231","2007-11-30",5.1
"232","2007-12-03",4.76
"233","2007-12-04",4.89
"234","2007-12-05",4.79
"235","2007-12-06",4.86
"236","2007-12-07",4.95
"237","2007-12-10",4.79
"238","2007-12-11",4.47
"239","2007-12-12",4.5
"240","2007-12-13",4.68
"241","2007-12-14",4.81
"242","2007-12-17",4.52
"243","2007-12-18",4.73
"244","2007-12-19",4.59
"245","2007-12-20",4.55
"246","2007-12-21",4.55
"247","2007-12-24",4.63
"248","2007-12-26",4.62
"249","2007-12-27",4.63
"250","2007-12-28",4.65
"251","2007-12-31",4.77
"252","2008-01-02",5.22
"253","2008-01-03",5.09
"254","2008-01-04",5.17
"255","2008-01-07",5.07
"256","2008-01-08",5.05
"257","2008-01-09",5.22
"258","2008-01-10",5.13
"259","2008-01-11",5.09
"260","2008-01-14",5.06
"261","2008-01-15",5.13
"262","2008-01-16",5.17
"263","2008-01-17",5.12
"264","2008-01-18",5.06
"265","2008-01-22",4.99
"266","2008-01-23",4.58
"267","2008-01-24",4.48
"268","2008-01-25",5.01
"269","2008-01-28",5.06
"270","2008-01-29",5.07
"271","2008-01-30",5.02
"272","2008-01-31",5.05
"273","2008-02-01",4.99
"274","2008-02-04",5.49
"275","2008-02-05",5.51
"276","2008-02-06",5.44
"277","2008-02-07",5.32
"278","2008-02-08",5.4
"279","2008-02-11",5.3
"280","2008-02-12",5.37
"281","2008-02-13",5.4
"282","2008-02-14",5.34
"283","2008-02-15",5.35
"284","2008-02-19",5.51
"285","2008-02-20",5.47
"286","2008-02-21",5.49
"287","2008-02-22",5.45
"288","2008-02-25",5.54
"289","2008-02-26",5.54
"290","2008-02-27",5.5
"291","2008-02-28",5.56
"292","2008-02-29",5.3
"293","2008-03-03",5.19
"294","2008-03-04",5.24
"295","2008-03-05",5.37
"296","2008-03-06",5.07
"297","2008-03-07",5.12
"298","2008-03-10",4.98
"299","2008-03-11",5
"300","2008-03-12",5.03
"301","2008-03-13",4.99
"302","2008-03-14",4.89
"303","2008-03-17",4.84
"304","2008-03-18",4.91
"305","2008-03-19",4.98
"306","2008-03-20",4.9
"307","2008-03-24",4.97
"308","2008-03-25",4.93
"309","2008-03-26",4.85
"310","2008-03-27",4.8
"311","2008-03-28",5.1
"312","2008-03-31",5.13
"313","2008-04-01",5.24
"314","2008-04-02",5.08
"315","2008-04-03",4.98
"316","2008-04-04",5
"317","2008-04-07",5.07
"318","2008-04-08",5.1
"319","2008-04-09",5.12
"320","2008-04-10",5.03
"321","2008-04-11",4.89
"322","2008-04-14",4.91
"323","2008-04-15",4.83
"324","2008-04-16",5
"325","2008-04-17",4.96
"326","2008-04-18",5.01
"327","2008-04-21",4.98
"328","2008-04-22",4.94
"329","2008-04-23",4.94
"330","2008-04-24",4.85
"331","2008-04-25",4.98
"332","2008-04-28",4.91
"333","2008-04-29",5
"334","2008-04-30",5.08
"335","2008-05-01",5.25
"336","2008-05-02",5.5
"337","2008-05-05",5.47
"338","2008-05-06",5.38
"339","2008-05-07",5.55
"340","2008-05-08",5.55
"341","2008-05-09",5.62
"342","2008-05-12",5.62
"343","2008-05-13",5.68
"344","2008-05-14",5.85
"345","2008-05-15",5.7
"346","2008-05-16",5.6
"347","2008-05-19",5.65
"348","2008-05-20",5.7
"349","2008-05-21",5.69
"350","2008-05-22",5.63
"351","2008-05-23",5.65
"352","2008-05-27",5.65
"353","2008-05-28",5.65
"354","2008-05-29",5.6
"355","2008-05-30",4.94
"356","2008-06-02",5.55
"357","2008-06-03",5.45
"358","2008-06-04",5.55
"359","2008-06-05",5.58
"360","2008-06-06",5.28
"361","2008-06-09",5.28
"362","2008-06-10",5.17
"363","2008-06-11",5.23
"364","2008-06-12",5.25
"365","2008-06-13",5.24
"366","2008-06-16",5.29
"367","2008-06-17",5.35
"368","2008-06-18",5.17
"369","2008-06-19",5.17
"370","2008-06-20",5.17
"371","2008-06-23",5.17
"372","2008-06-24",5.1
"373","2008-06-25",5.12
"374","2008-06-26",5.12
"375","2008-06-27",5.2
"376","2008-06-30",5.15
"377","2008-07-01",5.2
"378","2008-07-02",5.18
"379","2008-07-03",5.05
"380","2008-07-07",5.18
"381","2008-07-08",5.2
"382","2008-07-09",5.05
"383","2008-07-10",5
"384","2008-07-11",5
"385","2008-07-14",5
"386","2008-07-15",5.04
"387","2008-07-16",5.03
"388","2008-07-17",5.03
"389","2008-07-18",5.09
"390","2008-07-21",5.02
"391","2008-07-22",5.02
"392","2008-07-23",5.05
"393","2008-07-24",5.01
"394","2008-07-25",5.03
"395","2008-07-28",5.05
"396","2008-07-29",4.87
"397","2008-07-30",4.9
"398","2008-07-31",5.1
"399","2008-08-01",5.05
"400","2008-08-04",5.11
"401","2008-08-05",5
"402","2008-08-06",5.02
"403","2008-08-07",5.04
"404","2008-08-08",5.04
"405","2008-08-11",5
"406","2008-08-12",5.03
"407","2008-08-13",5.04
"408","2008-08-14",5.1
"409","2008-08-15",5.1
"410","2008-08-18",5.23
"411","2008-08-19",5.23
"412","2008-08-20",5.25
"413","2008-08-21",5.45
"414","2008-08-22",5.25
"415","2008-08-25",5.25
"416","2008-08-26",5.2
"417","2008-08-27",5.2
"418","2008-08-28",5.21
"419","2008-08-29",5.21
"420","2008-09-02",5.22
"421","2008-09-03",5.3
"422","2008-09-04",5.19
"423","2008-09-05",5.23
"424","2008-09-08",5.2
"425","2008-09-09",5.11
"426","2008-09-10",5.1
"427","2008-09-11",5.2
"428","2008-09-12",5.2
"429","2008-09-15",5.14
"430","2008-09-16",5.2
"431","2008-09-17",5.17
"432","2008-09-18",5.25
"433","2008-09-19",5.06
"434","2008-09-22",5.65
"435","2008-09-23",5.4
"436","2008-09-24",5.4
"437","2008-09-25",5.17
"438","2008-09-26",5.48
"439","2008-09-29",5.18
"440","2008-09-30",5.04
"441","2008-10-01",5.05
"442","2008-10-02",5.02
"443","2008-10-03",5.31
"444","2008-10-06",5.05
"445","2008-10-07",5.06
"446","2008-10-08",4.79
"447","2008-10-09",4.91
"448","2008-10-10",4.49
"449","2008-10-13",4.1
"450","2008-10-14",4.05
"451","2008-10-15",4.11
"452","2008-10-16",4
"453","2008-10-17",4.26
"454","2008-10-20",4.77
"455","2008-10-21",4.78
"456","2008-10-22",4.89
"457","2008-10-23",4.36
"458","2008-10-24",4.03
"459","2008-10-27",4
"460","2008-10-28",4.01
"461","2008-10-29",4
"462","2008-10-30",3.8
"463","2008-10-31",3.92
"464","2008-11-03",4.2
"465","2008-11-04",4.45
"466","2008-11-05",4.25
"467","2008-11-06",4.3
"468","2008-11-07",4.6
"469","2008-11-10",4.47
"470","2008-11-11",4.47
"471","2008-11-12",4.45
"472","2008-11-13",4.42
"473","2008-11-14",4.43
"474","2008-11-17",4.49
"475","2008-11-18",3.98
"476","2008-11-19",3.95
"477","2008-11-20",3.79
"478","2008-11-21",3.55
"479","2008-11-24",3.42
"480","2008-11-25",3.25
"481","2008-11-26",3.16
"482","2008-11-28",3.2
"483","2008-12-01",3.19
"484","2008-12-02",3.1
"485","2008-12-03",3.34
"486","2008-12-04",3.45
"487","2008-12-05",3.53
"488","2008-12-08",3.47
"489","2008-12-09",3.45
"490","2008-12-10",3.29
"491","2008-12-11",3.38
"492","2008-12-12",3.41
"493","2008-12-15",3.24
"494","2008-12-16",3.43
"495","2008-12-17",3.41
"496","2008-12-18",3.36
"497","2008-12-19",3.17
"498","2008-12-22",3.25
"499","2008-12-23",3.5
"500","2008-12-24",4.01
"501","2008-12-26",4.34
"502","2008-12-29",4.25
"503","2008-12-30",4.1
"504","2008-12-31",4
"505","2009-01-02",4.15
"506","2009-01-05",4.65
"507","2009-01-06",4.65
"508","2009-01-07",4.65
"509","2009-01-08",4
"510","2009-01-09",4.1
"511","2009-01-12",4.05
"512","2009-01-13",4.05
"513","2009-01-14",4
"514","2009-01-15",4
"515","2009-01-16",4.46
"516","2009-01-20",4.1
"517","2009-01-21",4.1
"518","2009-01-22",4.1
"519","2009-01-23",4.49
"520","2009-01-26",4.26
"521","2009-01-27",4.25
"522","2009-01-28",4.51
"523","2009-01-29",4.6
"524","2009-01-30",4.75
"525","2009-02-02",4.7
"526","2009-02-03",4.7
"527","2009-02-04",4.68
"528","2009-02-05",4.6
"529","2009-02-06",4.59
"530","2009-02-09",4.66
"531","2009-02-10",4.59
"532","2009-02-11",4.56
"533","2009-02-12",4.55
"534","2009-02-13",4.53
"535","2009-02-17",4.43
"536","2009-02-18",4.43
"537","2009-02-19",4.11
"538","2009-02-20",4.14
"539","2009-02-23",4.35
"540","2009-02-24",4.3
"541","2009-02-25",4.3
"542","2009-02-26",4.34
"543","2009-02-27",4.1
"544","2009-03-02",4.25
"545","2009-03-03",4.25
"546","2009-03-04",4.1
"547","2009-03-05",4.05
"548","2009-03-06",4.05
"549","2009-03-09",4.01
"550","2009-03-10",4.15
"551","2009-03-11",4.03
"552","2009-03-12",4.25
"553","2009-03-13",4.14
"554","2009-03-16",4.31
"555","2009-03-17",4.25
"556","2009-03-18",4.32
"557","2009-03-19",4.34
"558","2009-03-20",4.39
"559","2009-03-23",4.49
"560","2009-03-24",4.5
"561","2009-03-25",4.75
"562","2009-03-26",4.75
"563","2009-03-27",4.75
"564","2009-03-30",4.75
"565","2009-03-31",4.63
"566","2009-04-01",4.63
"567","2009-04-02",4.64
"568","2009-04-03",4.7
"569","2009-04-06",5
"570","2009-04-07",5.2
"571","2009-04-08",5.45
"572","2009-04-09",5.6
"573","2009-04-13",6.09
"574","2009-04-14",5.8
"575","2009-04-15",6
"576","2009-04-16",6.04
"577","2009-04-17",6.02
"578","2009-04-20",6.06
"579","2009-04-21",6.45
"580","2009-04-22",6.6
"581","2009-04-23",6.65
"582","2009-04-24",6.6
"583","2009-04-27",6.67
"584","2009-04-28",6.66
"585","2009-04-29",6.62
"586","2009-04-30",6.53
"587","2009-05-01",6.06
"588","2009-05-04",6.1
"589","2009-05-05",6.1
"590","2009-05-06",6
"591","2009-05-07",6.19
"592","2009-05-08",6.21
"593","2009-05-11",6.25
"594","2009-05-12",6.18
"595","2009-05-13",6.37
"596","2009-05-14",6.26
"597","2009-05-15",6.26
"598","2009-05-18",6.39
"599","2009-05-19",6.22
"600","2009-05-20",6.25
"601","2009-05-21",6.5
"602","2009-05-22",5.9
"603","2009-05-26",5.85
"604","2009-05-27",5.17
"605","2009-05-28",4.71
"606","2009-05-29",4.3
"607","2009-06-01",4.43
"608","2009-06-02",4.25
"609","2009-06-03",4.78
"610","2009-06-04",4.91
"611","2009-06-05",4.76
"612","2009-06-08",4.24
"613","2009-06-09",4.38
"614","2009-06-10",3.97
"615","2009-06-11",4
"616","2009-06-12",4.26
"617","2009-06-15",4.43
"618","2009-06-16",4.18
"619","2009-06-17",4.01
"620","2009-06-18",4.02
"621","2009-06-19",4
"622","2009-06-22",3.81
"623","2009-06-23",3.81
"624","2009-06-24",3.53
"625","2009-06-25",3.97
"626","2009-06-26",3.59
"627","2009-06-29",3.69
"628","2009-06-30",3.73
"629","2009-07-01",3.75
"630","2009-07-02",4
"631","2009-07-06",3.96
"632","2009-07-07",3.79
"633","2009-07-08",3.71
"634","2009-07-09",3.53
"635","2009-07-10",3.38
"636","2009-07-13",3.38
"637","2009-07-14",3.19
"638","2009-07-15",3.39
"639","2009-07-16",3.26
"640","2009-07-17",3.05
"641","2009-07-20",2.91
"642","2009-07-21",2.54
"643","2009-07-22",2.37
"644","2009-07-23",2.32
"645","2009-07-24",2.25
"646","2009-07-27",2.25
"647","2009-07-28",2.08
"648","2009-07-29",2.14
"649","2009-07-30",2.25
"650","2009-07-31",2.24
"651","2009-08-03",2.06
"652","2009-08-04",1.9
"653","2009-08-05",1.95
"654","2009-08-06",1.9
"655","2009-08-07",1.9
"656","2009-08-10",1.88
"657","2009-08-11",1.8
"658","2009-08-12",1.78
"659","2009-08-13",1.72
"660","2009-08-14",1.7
"661","2009-08-17",2.81
"662","2009-08-18",3.1
"663","2009-08-19",2.84
"664","2009-08-20",2.82
"665","2009-08-21",2.35
"666","2009-08-24",2.35
"667","2009-08-25",2.36
"668","2009-08-26",2.4
"669","2009-08-27",2.37
"670","2009-08-28",2.41
"671","2009-08-31",2.74
"672","2009-09-01",2.73
"673","2009-09-02",2.73
"674","2009-09-03",2.8
"675","2009-09-04",2.75
"676","2009-09-08",2.75
"677","2009-09-09",2.63
"678","2009-09-10",2.5
"679","2009-09-11",2.36
"680","2009-09-14",2.41
"681","2009-09-15",2.25
"682","2009-09-16",2.19
"683","2009-09-17",2.3
"684","2009-09-18",2.28
"685","2009-09-21",2.4
"686","2009-09-22",2.46
"687","2009-09-23",2.45
"688","2009-09-24",2.45
"689","2009-09-25",2.34
"690","2009-09-28",2.5
"691","2009-09-29",2.4
"692","2009-09-30",2.28
"693","2009-10-01",2.28
"694","2009-10-02",2.2
"695","2009-10-05",2.15
"696","2009-10-06",2.21
"697","2009-10-07",2.39
"698","2009-10-08",2.07
"699","2009-10-09",2.16
"700","2009-10-12",2.08
"701","2009-10-13",2.05
"702","2009-10-14",2.1
"703","2009-10-15",2
"704","2009-10-16",2
"705","2009-10-19",2
"706","2009-10-20",1.99
"707","2009-10-21",2.18
"708","2009-10-22",2
"709","2009-10-23",2.09
"710","2009-10-26",1.93
"711","2009-10-27",2
"712","2009-10-28",2
"713","2009-10-29",1.95
"714","2009-10-30",2.08
"715","2009-11-02",2.28
"716","2009-11-03",2.23
"717","2009-11-04",2.2
"718","2009-11-05",2.1
"719","2009-11-06",2.05
"720","2009-11-09",2.01
"721","2009-11-10",2.24
"722","2009-11-11",2.25
"723","2009-11-12",2.33
"724","2009-11-13",2.32
"725","2009-11-16",2.29
"726","2009-11-17",2.29
"727","2009-11-18",2.15
"728","2009-11-19",2.15
"729","2009-11-20",2.15
"730","2009-11-23",2.15
"731","2009-11-24",2.29
"732","2009-11-25",2.25
"733","2009-11-27",2.18
"734","2009-11-30",2.1
"735","2009-12-01",2.1
"736","2009-12-02",2.04
"737","2009-12-03",2.04
"738","2009-12-04",2.13
"739","2009-12-07",2.01
"740","2009-12-08",1.9
"741","2009-12-09",1.99
"742","2009-12-10",1.98
"743","2009-12-11",1.95
"744","2009-12-14",1.95
"745","2009-12-15",1.8
"746","2009-12-16",1.8
"747","2009-12-17",1.59
"748","2009-12-18",1.5
"749","2009-12-21",1.55
"750","2009-12-22",1.55
"751","2009-12-23",1.62
"752","2009-12-24",1.84
"753","2009-12-28",1.87
"754","2009-12-29",1.87
"755","2009-12-30",1.95
"756","2009-12-31",1.96
"757","2010-01-04",2
"758","2010-01-05",2.04
"759","2010-01-06",2.25
"760","2010-01-07",2.15
"761","2010-01-08",2.15
"762","2010-01-11",2.16
"763","2010-01-12",2.15
"764","2010-01-13",2.01
"765","2010-01-14",2.05
"766","2010-01-15",2.03
"767","2010-01-19",2.03
"768","2010-01-20",2.02
"769","2010-01-21",2
"770","2010-01-22",2.1
"771","2010-01-25",2.1
"772","2010-01-26",2
"773","2010-01-27",2
"774","2010-01-28",2
"775","2010-01-29",2
"776","2010-02-01",2
"777","2010-02-02",2.05
"778","2010-02-03",2.05
"779","2010-02-04",2
"780","2010-02-05",2.2
"781","2010-02-08",2.09
"782","2010-02-09",2.1
"783","2010-02-10",2.1
"784","2010-02-11",2.1
"785","2010-02-12",2
"786","2010-02-16",2
"787","2010-02-17",2
"788","2010-02-18",2
"789","2010-02-19",2
"790","2010-02-22",2
"791","2010-02-23",2
"792","2010-02-24",2
"793","2010-02-25",1.91
"794","2010-02-26",2
"795","2010-03-01",2.02
"796","2010-03-02",2
"797","2010-03-03",2.03
"798","2010-03-04",2
"799","2010-03-05",2
"800","2010-03-08",2.02
"801","2010-03-09",2.03
"802","2010-03-10",2
"803","2010-03-11",1.95
"804","2010-03-12",2
"805","2010-03-15",1.95
"806","2010-03-16",2
"807","2010-03-17",2
"808","2010-03-18",1.95
"809","2010-03-19",2.03
"810","2010-03-22",2
"811","2010-03-23",2
"812","2010-03-24",2.08
"813","2010-03-25",2.13
"814","2010-03-26",1.99
"815","2010-03-29",1.9
"816","2010-03-30",1.99
"817","2010-03-31",1.99
"818","2010-04-01",2
"819","2010-04-05",2.01
"820","2010-04-06",2.05
"821","2010-04-07",2.05
"822","2010-04-08",1.91
"823","2010-04-09",1.9
"824","2010-04-12",2.03
"825","2010-04-13",1.95
"826","2010-04-14",1.95
"827","2010-04-15",1.98
"828","2010-04-16",1.97
"829","2010-04-19",2
"830","2010-04-20",1.97
"831","2010-04-21",2
"832","2010-04-22",1.95
"833","2010-04-23",1.9
"834","2010-04-26",1.93
"835","2010-04-27",1.93
"836","2010-04-28",2
"837","2010-04-29",2
"838","2010-04-30",1.9
"839","2010-05-03",1.91
"840","2010-05-04",1.95
"841","2010-05-05",1.92
"842","2010-05-06",1.92
"843","2010-05-07",1.85
"844","2010-05-10",2.24
"845","2010-05-11",1.88
"846","2010-05-12",1.89
"847","2010-05-13",1.85
"848","2010-05-14",1.81
"849","2010-05-17",1.81
"850","2010-05-18",1.74
"851","2010-05-19",1.72
"852","2010-05-20",1.58
"853","2010-05-21",1.63
"854","2010-05-24",1.69
"855","2010-05-25",1.71
"856","2010-05-26",1.78
"857","2010-05-27",1.84
"858","2010-05-28",1.71
"859","2010-06-01",1.71
"860","2010-06-02",1.52
"861","2010-06-03",1.52
"862","2010-06-04",1.5
"863","2010-06-07",1.5
"864","2010-06-08",1.52
"865","2010-06-09",1.5
"866","2010-06-10",1.6
"867","2010-06-11",1.51
"868","2010-06-14",1.51
"869","2010-06-15",1.5
"870","2010-06-16",1.5
"871","2010-06-17",1.62
"872","2010-06-18",1.68
"873","2010-06-21",1.51
"874","2010-06-22",1.5
"875","2010-06-23",1.51
"876","2010-06-24",1.55
"877","2010-06-25",1.73
"878","2010-06-28",1.42
"879","2010-06-29",1.12
"880","2010-06-30",1.09
"881","2010-07-01",1.11
"882","2010-07-02",1.2
"883","2010-07-06",1.05
"884","2010-07-07",1.05
"885","2010-07-08",1.05
"886","2010-07-09",1.09
"887","2010-07-12",1.06
"888","2010-07-13",1.09
"889","2010-07-14",1.08
"890","2010-07-15",1.08
"891","2010-07-16",0.98
"892","2010-07-19",0.9
"893","2010-07-20",0.93
"894","2010-07-21",0.86
"895","2010-07-22",0.81
"896","2010-07-23",0.8
"897","2010-07-26",0.85
"898","2010-07-27",1.01
"899","2010-07-28",1.29
"900","2010-07-29",1.71
"901","2010-07-30",1.85
"902","2010-08-02",1.49
"903","2010-08-03",1.75
"904","2010-08-04",1.6
"905","2010-08-05",1.65
"906","2010-08-06",1.62
"907","2010-08-09",1.6
"908","2010-08-10",1.6
"909","2010-08-11",1.75
"910","2010-08-12",1.37
"911","2010-08-13",1.56
"912","2010-08-16",1.56
"913","2010-08-17",1.42
"914","2010-08-18",1.39
"915","2010-08-19",1.31
"916","2010-08-20",1.36
"917","2010-08-23",1.32
"918","2010-08-24",1.35
"919","2010-08-25",1.21
"920","2010-08-26",1.32
"921","2010-08-27",1.28
"922","2010-08-30",1.23
"923","2010-08-31",1
"924","2010-09-01",1.01
"925","2010-09-02",1.03
"926","2010-09-03",1.07
"927","2010-09-07",1.13
"928","2010-09-08",1.03
"929","2010-09-09",1.17
"930","2010-09-10",1.17
"931","2010-09-13",1.16
"932","2010-09-14",1.3
"933","2010-09-15",1.25
"934","2010-09-16",1.25
"935","2010-09-17",1.5
"936","2010-09-20",1.36
"937","2010-09-21",1.35
"938","2010-09-22",1.33
"939","2010-09-23",1.33
"940","2010-09-24",1.33
"941","2010-09-27",1.34
"942","2010-09-28",1.31
"943","2010-09-29",1.24
"944","2010-09-30",1.15
"945","2010-10-01",1.17
"946","2010-10-04",1.18
"947","2010-10-05",1.2
"948","2010-10-06",1.3
"949","2010-10-07",1.35
"950","2010-10-08",1.35
"951","2010-10-11",1.19
"952","2010-10-12",1.19
"953","2010-10-13",1.09
"954","2010-10-14",1.12
"955","2010-10-15",1.18
"956","2010-10-18",1.16
"957","2010-10-19",1.13
"958","2010-10-20",1.13
"959","2010-10-21",1.1
"960","2010-10-22",1.08
"961","2010-10-25",1.06
"962","2010-10-26",1.4
"963","2010-10-27",1.31
"964","2010-10-28",1.2
"965","2010-10-29",1.17
"966","2010-11-01",1.23
"967","2010-11-02",1.21
"968","2010-11-03",1.18
"969","2010-11-04",1.18
"970","2010-11-05",1.47
"971","2010-11-08",1.34
"972","2010-11-09",1.36
"973","2010-11-10",1.04
"974","2010-11-11",1.34
"975","2010-11-12",1.52
"976","2010-11-15",1.43
"977","2010-11-16",1.42
"978","2010-11-17",1.32
"979","2010-11-18",1.26
"980","2010-11-19",1.45
"981","2010-11-22",1.23
"982","2010-11-23",1.31
"983","2010-11-24",1.41
"984","2010-11-26",1.4
"985","2010-11-29",1.44
"986","2010-11-30",1.28
"987","2010-12-01",1.35
"988","2010-12-02",1.36
"989","2010-12-03",1.3
"990","2010-12-06",1.27
"991","2010-12-07",1.15
"992","2010-12-08",1.1
"993","2010-12-09",1.06
"994","2010-12-10",1.1
"995","2010-12-13",1.07
"996","2010-12-14",1
"997","2010-12-15",1.09
"998","2010-12-16",1.02
"999","2010-12-17",1.06
"1000","2010-12-20",1.05
"1001","2010-12-21",1.06
"1002","2010-12-22",1.02
"1003","2010-12-23",1.41
"1004","2010-12-27",1.27
"1005","2010-12-28",1.17
"1006","2010-12-29",1.4
"1007","2010-12-30",1.23
