"","date","TLYS"
"272","2013-06-05",16.01
"273","2013-06-06",16.23
"274","2013-06-07",16.25
"275","2013-06-10",16.25
"276","2013-06-11",16.23
"277","2013-06-12",16.18
"278","2013-06-13",15.98
"279","2013-06-14",15.96
"280","2013-06-17",15.9
"281","2013-06-18",15.83
"282","2013-06-19",15.59
"283","2013-06-20",15.18
"284","2013-06-21",15.63
"285","2013-06-24",15.24
"286","2013-06-25",15.3
"287","2013-06-26",15.54
"288","2013-06-27",15.88
"289","2013-06-28",16
"290","2013-07-01",15.96
"291","2013-07-02",15.97
"292","2013-07-03",15.99
"293","2013-07-05",16.02
"294","2013-07-08",16.77
"295","2013-07-09",17
"296","2013-07-10",17.16
"297","2013-07-11",17.35
"298","2013-07-12",16.93
"299","2013-07-15",16.860001
"300","2013-07-16",16.690001
"301","2013-07-17",16.01
"302","2013-07-18",15.95
"303","2013-07-19",15.98
"304","2013-07-22",15.98
"305","2013-07-23",15.93
"306","2013-07-24",15.54
"307","2013-07-25",14.98
"308","2013-07-26",14.98
"309","2013-07-29",15.08
"310","2013-07-30",14.81
"311","2013-07-31",14.68
"312","2013-08-01",14.84
"313","2013-08-02",14.65
"314","2013-08-05",14.75
"315","2013-08-06",14.75
"316","2013-08-07",14.63
"317","2013-08-08",14.7
"318","2013-08-09",14.47
"319","2013-08-12",14.35
"320","2013-08-13",14.1
"321","2013-08-14",13.96
"322","2013-08-15",13.61
"323","2013-08-16",13.6
"324","2013-08-19",13.3
"325","2013-08-20",13.73
"326","2013-08-21",13.24
"327","2013-08-22",13.17
"328","2013-08-23",12.64
"329","2013-08-26",12.67
"330","2013-08-27",12.64
"331","2013-08-28",13.67
"332","2013-08-29",14.21
"333","2013-08-30",13.81
"334","2013-09-03",13.85
"335","2013-09-04",13.81
"336","2013-09-05",13.7
"337","2013-09-06",13.8
"338","2013-09-09",14
"339","2013-09-10",13.96
"340","2013-09-11",13.79
"341","2013-09-12",13.63
"342","2013-09-13",13.7
"343","2013-09-16",13.64
"344","2013-09-17",13.67
"345","2013-09-18",14.23
"346","2013-09-19",14.29
"347","2013-09-20",14.93
"348","2013-09-23",14.78
"349","2013-09-24",14.5
"350","2013-09-25",14.36
"351","2013-09-26",14.49
"352","2013-09-27",14.63
"353","2013-09-30",14.51
"354","2013-10-01",14.63
"355","2013-10-02",14.51
"356","2013-10-03",14.41
"357","2013-10-04",14.47
"358","2013-10-07",14.23
"359","2013-10-08",13.89
"360","2013-10-09",13.95
"361","2013-10-10",14.59
"362","2013-10-11",14.85
"363","2013-10-14",15.13
"364","2013-10-15",14.82
"365","2013-10-16",14.95
"366","2013-10-17",14.65
"367","2013-10-18",14.73
"368","2013-10-21",14.51
"369","2013-10-22",14.48
"370","2013-10-23",14.05
"371","2013-10-24",14.14
"372","2013-10-25",14.33
"373","2013-10-28",14.64
"374","2013-10-29",15.19
"375","2013-10-30",14.75
"376","2013-10-31",14.56
"377","2013-11-01",14.4
"378","2013-11-04",14.74
"379","2013-11-05",15.02
"380","2013-11-06",14.8
"381","2013-11-07",15.1
"382","2013-11-08",15.41
"383","2013-11-11",15.49
"384","2013-11-12",15.4
"385","2013-11-13",15.23
"386","2013-11-14",15.1
"387","2013-11-15",15.04
"388","2013-11-18",15.11
"389","2013-11-19",14.99
"390","2013-11-20",15.1
"391","2013-11-21",15.11
"392","2013-11-22",15
"393","2013-11-25",15.22
"394","2013-11-26",15.88
"395","2013-11-27",12
"396","2013-11-29",12.04
"397","2013-12-02",11.9
"398","2013-12-03",12.07
"399","2013-12-04",11.98
"400","2013-12-05",11.56
"401","2013-12-06",11.54
"402","2013-12-09",11.37
"403","2013-12-10",11.3
"404","2013-12-11",11.3
"405","2013-12-12",11.15
"406","2013-12-13",11.16
"407","2013-12-16",11.08
"408","2013-12-17",11.05
"409","2013-12-18",11
"410","2013-12-19",10.78
"411","2013-12-20",10.97
"412","2013-12-23",11.23
"413","2013-12-24",11.22
"414","2013-12-26",11.05
"415","2013-12-27",11.24
"416","2013-12-30",11.29
"417","2013-12-31",11.45
"418","2014-01-02",11.42
"419","2014-01-03",11.62
"420","2014-01-06",11.51
"421","2014-01-07",11.66
"422","2014-01-08",11.35
"423","2014-01-09",11.12
"424","2014-01-10",11.04
"425","2014-01-13",10.7
"426","2014-01-14",11.46
"427","2014-01-15",11.41
"428","2014-01-16",11.4
"429","2014-01-17",11.53
"430","2014-01-21",11.32
"431","2014-01-22",11.38
"432","2014-01-23",11.6
"433","2014-01-24",11.5
"434","2014-01-27",11.65
"435","2014-01-28",11.55
"436","2014-01-29",11.31
"437","2014-01-30",11.42
"438","2014-01-31",11.61
"439","2014-02-03",11.3
"440","2014-02-04",11.14
"441","2014-02-05",10.96
"442","2014-02-06",11.12
"443","2014-02-07",11.13
"444","2014-02-10",11.21
"445","2014-02-11",11.31
"446","2014-02-12",11.15
"447","2014-02-13",11.2
"448","2014-02-14",11.12
"449","2014-02-18",11.18
"450","2014-02-19",11.22
"451","2014-02-20",11.26
"452","2014-02-21",11.27
"453","2014-02-24",11.42
"454","2014-02-25",11.4
"455","2014-02-26",11.53
"456","2014-02-27",11.91
"457","2014-02-28",11.96
"458","2014-03-03",11.58
"459","2014-03-04",11.31
"460","2014-03-05",11.4
"461","2014-03-06",11.82
"462","2014-03-07",11.98
"463","2014-03-10",11.95
"464","2014-03-11",11.64
"465","2014-03-12",11.3
"466","2014-03-13",11.27
"467","2014-03-14",11.52
"468","2014-03-17",11.72
"469","2014-03-18",12.12
"470","2014-03-19",12.8
"471","2014-03-20",12.37
"472","2014-03-21",12.53
"473","2014-03-24",12.31
"474","2014-03-25",11.98
"475","2014-03-26",11.5
"476","2014-03-27",11.43
"477","2014-03-28",11.48
"478","2014-03-31",11.7
"479","2014-04-01",11.45
"480","2014-04-02",11.49
"481","2014-04-03",11.43
"482","2014-04-04",11.29
"483","2014-04-07",10.98
"484","2014-04-08",11
"485","2014-04-09",11.02
"486","2014-04-10",10.94
"487","2014-04-11",10.85
"488","2014-04-14",11.17
"489","2014-04-15",11.28
"490","2014-04-16",11.33
"491","2014-04-17",11.34
"492","2014-04-21",11.35
"493","2014-04-22",11.66
"494","2014-04-23",11.5
"495","2014-04-24",11.59
"496","2014-04-25",10.97
"497","2014-04-28",10.87
"498","2014-04-29",11.13
"499","2014-04-30",11.3
"500","2014-05-01",11.36
"501","2014-05-02",11.61
"502","2014-05-05",11.33
"503","2014-05-06",11.21
"504","2014-05-07",11.2
"505","2014-05-08",11.46
"506","2014-05-09",11.43
"507","2014-05-12",11.77
"508","2014-05-13",11.5
"509","2014-05-14",11.13
"510","2014-05-15",11
"511","2014-05-16",11.1
"512","2014-05-19",10.91
"513","2014-05-20",10.49
"514","2014-05-21",10.14
"515","2014-05-22",10.51
"516","2014-05-23",10.51
"517","2014-05-27",10.62
"518","2014-05-28",10.58
"519","2014-05-29",8.77
"520","2014-05-30",8.79
"521","2014-06-02",8.44
"522","2014-06-03",8.41
"523","2014-06-04",8.32
"524","2014-06-05",8.58
"525","2014-06-06",8.72
"526","2014-06-09",8.74
"527","2014-06-10",8.55
"528","2014-06-11",8.27
"529","2014-06-12",8
"530","2014-06-13",7.98
"531","2014-06-16",8.15
"532","2014-06-17",8.04
"533","2014-06-18",8.16
"534","2014-06-19",8.03
"535","2014-06-20",8
"536","2014-06-23",7.89
"537","2014-06-24",7.84
"538","2014-06-25",7.76
"539","2014-06-26",7.81
"540","2014-06-27",8.05
"541","2014-06-30",8.04
"542","2014-07-01",8.22
"543","2014-07-02",8.29
"544","2014-07-03",8.34
"545","2014-07-07",8.24
"546","2014-07-08",8.03
"547","2014-07-09",7.85
"548","2014-07-10",7.87
"549","2014-07-11",7.92
"550","2014-07-14",7.86
"551","2014-07-15",7.79
"552","2014-07-16",7.62
"553","2014-07-17",7.61
"554","2014-07-18",7.62
"555","2014-07-21",7.57
"556","2014-07-22",7.63
"557","2014-07-23",7.55
"558","2014-07-24",7.52
"559","2014-07-25",7.6
"560","2014-07-28",7.46
"561","2014-07-29",7.47
"562","2014-07-30",7.55
"563","2014-07-31",7.57
"564","2014-08-01",7.46
"565","2014-08-04",7.6
"566","2014-08-05",7.73
"567","2014-08-06",8.07
"568","2014-08-07",7.98
"569","2014-08-08",8.04
"570","2014-08-11",8.13
"571","2014-08-12",7.82
"572","2014-08-13",7.8
"573","2014-08-14",7.76
"574","2014-08-15",7.68
"575","2014-08-18",7.83
"576","2014-08-19",8.04
"577","2014-08-20",8.09
"578","2014-08-21",8.28
"579","2014-08-22",8.26
"580","2014-08-25",8.33
"581","2014-08-26",8.4
"582","2014-08-27",8.52
"583","2014-08-28",8.15
"584","2014-08-29",8.15
"585","2014-09-02",8.15
"586","2014-09-03",8.09
"587","2014-09-04",8.04
"588","2014-09-05",7.95
"589","2014-09-08",8.04
"590","2014-09-09",7.91
"591","2014-09-10",7.8
"592","2014-09-11",7.91
"593","2014-09-12",7.91
"594","2014-09-15",7.9
"595","2014-09-16",7.68
"596","2014-09-17",7.9
"597","2014-09-18",8.01
"598","2014-09-19",7.87
"599","2014-09-22",7.68
"600","2014-09-23",7.68
"601","2014-09-24",7.66
"602","2014-09-25",7.54
"603","2014-09-26",7.76
"604","2014-09-29",7.74
"605","2014-09-30",7.52
"606","2014-10-01",7.43
"607","2014-10-02",7.57
"608","2014-10-03",7.6
"609","2014-10-06",7.49
"610","2014-10-07",7.32
"611","2014-10-08",7.07
"612","2014-10-09",6.95
"613","2014-10-10",6.9
"614","2014-10-13",6.9
"615","2014-10-14",6.95
"616","2014-10-15",7.29
"617","2014-10-16",7.23
"618","2014-10-17",6.98
"619","2014-10-20",6.97
"620","2014-10-21",7.23
"621","2014-10-22",7.06
"622","2014-10-23",7.21
"623","2014-10-24",7.17
"624","2014-10-27",7.26
"625","2014-10-28",7.32
"626","2014-10-29",7.24
"627","2014-10-30",7.2
"628","2014-10-31",7.12
"629","2014-11-03",6.96
"630","2014-11-04",6.95
"631","2014-11-05",6.88
"632","2014-11-06",6.93
"633","2014-11-07",6.88
"634","2014-11-10",6.84
"635","2014-11-11",6.89
"636","2014-11-12",7.29
"637","2014-11-13",7.06
"638","2014-11-14",7.03
"639","2014-11-17",6.99
"640","2014-11-18",6.94
"641","2014-11-19",6.99
"642","2014-11-20",7.06
"643","2014-11-21",7.15
"644","2014-11-24",7.41
"645","2014-11-25",7.52
"646","2014-11-26",7.57
"647","2014-11-28",7.47
"648","2014-12-01",7.07
"649","2014-12-02",6.98
"650","2014-12-03",7.07
"651","2014-12-04",8.5
"652","2014-12-05",8.45
"653","2014-12-08",8.57
"654","2014-12-09",8.58
"655","2014-12-10",8.56
"656","2014-12-11",8.76
"657","2014-12-12",8.89
"658","2014-12-15",8.92
"659","2014-12-16",8.93
"660","2014-12-17",9.04
"661","2014-12-18",9.15
"662","2014-12-19",9.3
"663","2014-12-22",9.42
"664","2014-12-23",9.5
"665","2014-12-24",9.47
"666","2014-12-26",9.43
"667","2014-12-29",9.87
"668","2014-12-30",9.82
"669","2014-12-31",9.69
"670","2015-01-02",10.02
"671","2015-01-05",10.27
"672","2015-01-06",10.26
"673","2015-01-07",10.94
"674","2015-01-08",11.29
"675","2015-01-09",11.56
"676","2015-01-12",11.61
"677","2015-01-13",13.63
"678","2015-01-14",13.84
"679","2015-01-15",13.76
"680","2015-01-16",14.15
"681","2015-01-20",14.01
"682","2015-01-21",13.93
"683","2015-01-22",14.11
"684","2015-01-23",14.08
"685","2015-01-26",13.88
"686","2015-01-27",13.98
"687","2015-01-28",13.79
"688","2015-01-29",14
"689","2015-01-30",13.74
"690","2015-02-02",13.84
"691","2015-02-03",13.73
"692","2015-02-04",13.77
"693","2015-02-05",13.82
"694","2015-02-06",13.49
"695","2015-02-09",13.28
"696","2015-02-10",13.7
"697","2015-02-11",13.47
"698","2015-02-12",13.27
"699","2015-02-13",13.08
"700","2015-02-17",12.67
"701","2015-02-18",12.68
"702","2015-02-19",12.59
"703","2015-02-20",12.31
"704","2015-02-23",12.21
"705","2015-02-24",12.45
"706","2015-02-25",12.42
"707","2015-02-26",12.6
"708","2015-02-27",12.56
"709","2015-03-02",12.74
"710","2015-03-03",12.7
"711","2015-03-04",12.7
"712","2015-03-05",12.48
"713","2015-03-06",12.5
"714","2015-03-09",12.89
"715","2015-03-10",13.19
"716","2015-03-11",13.16
"717","2015-03-12",13.2
"718","2015-03-13",13.14
"719","2015-03-16",12.97
"720","2015-03-17",13.2
"721","2015-03-18",13.42
"722","2015-03-19",15.61
"723","2015-03-20",16.700001
"724","2015-03-23",16.07
"725","2015-03-24",15.53
"726","2015-03-25",15.12
"727","2015-03-26",15.24
"728","2015-03-27",15.05
"729","2015-03-30",15.75
"730","2015-03-31",15.65
"731","2015-04-01",16.01
"732","2015-04-02",16.059999
"733","2015-04-06",16.27
"734","2015-04-07",16.190001
"735","2015-04-08",16.77
"736","2015-04-09",16.35
"737","2015-04-10",15.67
"738","2015-04-13",15.51
"739","2015-04-14",15.55
"740","2015-04-15",15.49
"741","2015-04-16",15.4
"742","2015-04-17",14.58
"743","2015-04-20",15.02
"744","2015-04-21",14.4
"745","2015-04-22",14.73
"746","2015-04-23",14.9
"747","2015-04-24",15.36
"748","2015-04-27",14.46
"749","2015-04-28",14.22
"750","2015-04-29",13.42
"751","2015-04-30",13.34
"752","2015-05-01",13.76
"753","2015-05-04",12.92
"754","2015-05-05",13.12
"755","2015-05-06",13.13
"756","2015-05-07",13.4
"757","2015-05-08",13.96
"758","2015-05-11",14.09
"759","2015-05-12",13.69
"760","2015-05-13",13.55
"761","2015-05-14",13.57
"762","2015-05-15",13.76
"763","2015-05-18",14.2
"764","2015-05-19",14.1
"765","2015-05-20",14.35
"766","2015-05-21",14.53
"767","2015-05-22",13.17
"768","2015-05-26",12.92
"769","2015-05-27",13
"770","2015-05-28",9.78
"771","2015-05-29",9.64
"772","2015-06-01",9.82
"773","2015-06-02",10.16
"774","2015-06-03",10.15
"775","2015-06-04",10.2
"776","2015-06-05",10.12
"777","2015-06-08",10.12
"778","2015-06-09",9.99
"779","2015-06-10",9.94
"780","2015-06-11",9.83
"781","2015-06-12",10
"782","2015-06-15",9.72
"783","2015-06-16",9.96
"784","2015-06-17",10.09
"785","2015-06-18",10.23
"786","2015-06-19",10.21
"787","2015-06-22",9.7
"788","2015-06-23",9.77
"789","2015-06-24",9.78
"790","2015-06-25",9.72
"791","2015-06-26",9.95
"792","2015-06-29",9.66
"793","2015-06-30",9.67
"794","2015-07-01",9.79
"795","2015-07-02",9.96
"796","2015-07-06",10.01
"797","2015-07-07",9.94
"798","2015-07-08",9.77
"799","2015-07-09",9.94
"800","2015-07-10",9.95
"801","2015-07-13",9.96
"802","2015-07-14",9.88
"803","2015-07-15",9.66
"804","2015-07-16",9.87
"805","2015-07-17",9.65
"806","2015-07-20",9.48
"807","2015-07-21",9.18
"808","2015-07-22",9.44
"809","2015-07-23",9.36
"810","2015-07-24",9.27
"811","2015-07-27",9.34
"812","2015-07-28",9.01
"813","2015-07-29",9.01
"814","2015-07-30",9.04
"815","2015-07-31",9.05
"816","2015-08-03",9.09
"817","2015-08-04",9.11
"818","2015-08-05",9.09
"819","2015-08-06",8.92
"820","2015-08-07",9.11
"821","2015-08-10",9.16
"822","2015-08-11",9.09
"823","2015-08-12",9.03
"824","2015-08-13",9.15
"825","2015-08-14",9.37
"826","2015-08-17",9.46
"827","2015-08-18",9.25
"828","2015-08-19",9.38
"829","2015-08-20",8.97
"830","2015-08-21",8.25
"831","2015-08-24",7.86
"832","2015-08-25",7.6
"833","2015-08-26",8.08
"834","2015-08-27",8.14
"835","2015-08-28",7.86
"836","2015-08-31",8.01
"837","2015-09-01",8.04
"838","2015-09-02",8.23
"839","2015-09-03",8.02
"840","2015-09-04",8.29
"841","2015-09-08",7.88
"842","2015-09-09",7.86
"843","2015-09-10",7.76
"844","2015-09-11",7.77
"845","2015-09-14",7.67
"846","2015-09-15",7.53
"847","2015-09-16",7.65
"848","2015-09-17",8.01
"849","2015-09-18",7.83
"850","2015-09-21",7.77
"851","2015-09-22",7.84
"852","2015-09-23",7.43
"853","2015-09-24",7.31
"854","2015-09-25",7.27
"855","2015-09-28",7.21
"856","2015-09-29",7.15
"857","2015-09-30",7.36
"858","2015-10-01",7.53
"859","2015-10-02",7.73
"860","2015-10-05",7.78
"861","2015-10-06",7.67
"862","2015-10-07",7.79
"863","2015-10-08",8.24
"864","2015-10-09",8
"865","2015-10-12",7.95
"866","2015-10-13",7.85
"867","2015-10-14",7.51
"868","2015-10-15",7.87
"869","2015-10-16",7.81
"870","2015-10-19",7.8
"871","2015-10-20",7.83
"872","2015-10-21",7.61
"873","2015-10-22",7.62
"874","2015-10-23",7.28
"875","2015-10-26",7.23
"876","2015-10-27",6.97
"877","2015-10-28",7.29
"878","2015-10-29",7.07
"879","2015-10-30",7.29
"880","2015-11-02",7.13
"881","2015-11-03",7.36
"882","2015-11-04",7.36
"883","2015-11-05",6.82
"884","2015-11-06",6.62
"885","2015-11-09",6.32
"886","2015-11-10",6.17
"887","2015-11-11",6.01
"888","2015-11-12",6.08
"889","2015-11-13",5.97
"890","2015-11-16",5.97
"891","2015-11-17",5.85
"892","2015-11-18",5.93
"893","2015-11-19",5.84
"894","2015-11-20",6.27
"895","2015-11-23",6.52
"896","2015-11-24",6.57
"897","2015-11-25",6.55
"898","2015-11-27",6.57
"899","2015-11-30",6.17
"900","2015-12-01",6.09
"901","2015-12-02",6.15
"902","2015-12-03",6.15
"903","2015-12-04",6.13
"904","2015-12-07",6.06
"905","2015-12-08",6.07
"906","2015-12-09",6.09
"907","2015-12-10",6.05
"908","2015-12-11",6.11
"909","2015-12-14",6.11
"910","2015-12-15",6.08
"911","2015-12-16",6.04
"912","2015-12-17",6.07
"913","2015-12-18",6
"914","2015-12-21",6
"915","2015-12-22",6.13
"916","2015-12-23",6.28
"917","2015-12-24",6.44
"918","2015-12-28",6.26
"919","2015-12-29",6.62
"920","2015-12-30",6.59
"921","2015-12-31",6.63
"922","2016-01-04",6.5
"923","2016-01-05",6.39
"924","2016-01-06",6.47
"925","2016-01-07",6.64
"926","2016-01-08",6.2
"927","2016-01-11",6.36
"928","2016-01-12",6.38
"929","2016-01-13",6.34
"930","2016-01-14",6.6
"931","2016-01-15",6.34
"932","2016-01-19",6.33
"933","2016-01-20",6.48
"934","2016-01-21",6.52
"935","2016-01-22",6.47
"936","2016-01-25",6.36
"937","2016-01-26",6.68
"938","2016-01-27",6.29
"939","2016-01-28",6.26
"940","2016-01-29",6.49
"941","2016-02-01",6.62
"942","2016-02-02",6.6
"943","2016-02-03",6.32
"944","2016-02-04",6.47
"945","2016-02-05",6.35
"946","2016-02-08",6.41
"947","2016-02-09",6.44
"948","2016-02-10",6.29
"949","2016-02-11",6.31
"950","2016-02-12",6.31
"951","2016-02-16",6.62
"952","2016-02-17",6.62
"953","2016-02-18",6.69
"954","2016-02-19",6.58
"955","2016-02-22",7.12
"956","2016-02-23",7.05
"957","2016-02-24",6.93
"958","2016-02-25",7.12
"959","2016-02-26",7.34
"960","2016-02-29",7.19
"961","2016-03-01",7.12
"962","2016-03-02",7.36
"963","2016-03-03",7.69
"964","2016-03-04",7.89
"965","2016-03-07",8.22
"966","2016-03-08",8.29
"967","2016-03-09",8.26
"968","2016-03-10",8.34
"969","2016-03-11",8.42
"970","2016-03-14",8.29
"971","2016-03-15",7.92
"972","2016-03-16",7.95
"973","2016-03-17",6.86
"974","2016-03-18",7.44
"975","2016-03-21",6.87
"976","2016-03-22",6.67
"977","2016-03-23",6.65
"978","2016-03-24",6.46
"979","2016-03-28",6.74
"980","2016-03-29",6.8
"981","2016-03-30",6.66
"982","2016-03-31",6.69
"983","2016-04-01",6.78
"984","2016-04-04",6.76
"985","2016-04-05",6.74
"986","2016-04-06",6.68
"987","2016-04-07",6.45
"988","2016-04-08",6.39
"989","2016-04-11",6.32
"990","2016-04-12",6.39
"991","2016-04-13",6.41
"992","2016-04-14",6.44
"993","2016-04-15",6.56
"994","2016-04-18",6.82
"995","2016-04-19",6.43
"996","2016-04-20",6.62
