"","date","MSFT"
"1","2007-01-03",29.860001
"2","2007-01-04",29.809999
"3","2007-01-05",29.639999
"4","2007-01-08",29.93
"5","2007-01-09",29.959999
"6","2007-01-10",29.66
"7","2007-01-11",30.700001
"8","2007-01-12",31.209999
"9","2007-01-16",31.16
"10","2007-01-17",31.1
"11","2007-01-18",31
"12","2007-01-19",31.110001
"13","2007-01-22",30.719999
"14","2007-01-23",30.74
"15","2007-01-24",31.09
"16","2007-01-25",30.450001
"17","2007-01-26",30.6
"18","2007-01-29",30.530001
"19","2007-01-30",30.48
"20","2007-01-31",30.860001
"21","2007-02-01",30.559999
"22","2007-02-02",30.190001
"23","2007-02-05",29.610001
"24","2007-02-06",29.51
"25","2007-02-07",29.370001
"26","2007-02-08",29.26
"27","2007-02-09",28.98
"28","2007-02-12",28.940001
"29","2007-02-13",29.01
"30","2007-02-14",29.4
"31","2007-02-15",29.459999
"32","2007-02-16",28.74
"33","2007-02-20",28.83
"34","2007-02-21",29.35
"35","2007-02-22",29.389999
"36","2007-02-23",28.9
"37","2007-02-26",29.07
"38","2007-02-27",27.870001
"39","2007-02-28",28.17
"40","2007-03-01",28.09
"41","2007-03-02",27.76
"42","2007-03-05",27.549999
"43","2007-03-06",27.83
"44","2007-03-07",27.610001
"45","2007-03-08",27.32
"46","2007-03-09",27.290001
"47","2007-03-12",27.440001
"48","2007-03-13",26.719999
"49","2007-03-14",27.4
"50","2007-03-15",27.280001
"51","2007-03-16",27.33
"52","2007-03-19",27.83
"53","2007-03-20",27.84
"54","2007-03-21",28.52
"55","2007-03-22",28.27
"56","2007-03-23",28.02
"57","2007-03-26",28.219999
"58","2007-03-27",27.719999
"59","2007-03-28",27.639999
"60","2007-03-29",27.75
"61","2007-03-30",27.870001
"62","2007-04-02",27.74
"63","2007-04-03",27.870001
"64","2007-04-04",28.5
"65","2007-04-05",28.549999
"66","2007-04-09",28.57
"67","2007-04-10",28.4
"68","2007-04-11",28.110001
"69","2007-04-12",28.540001
"70","2007-04-13",28.610001
"71","2007-04-16",28.73
"72","2007-04-17",28.85
"73","2007-04-18",28.6
"74","2007-04-19",28.690001
"75","2007-04-20",29.02
"76","2007-04-23",28.780001
"77","2007-04-24",28.790001
"78","2007-04-25",28.99
"79","2007-04-26",29.1
"80","2007-04-27",30.120001
"81","2007-04-30",29.940001
"82","2007-05-01",30.4
"83","2007-05-02",30.610001
"84","2007-05-03",30.969999
"85","2007-05-04",30.559999
"86","2007-05-07",30.709999
"87","2007-05-08",30.75
"88","2007-05-09",30.780001
"89","2007-05-10",30.58
"90","2007-05-11",30.889999
"91","2007-05-14",30.969999
"92","2007-05-15",30.9
"93","2007-05-16",31.07
"94","2007-05-17",30.98
"95","2007-05-18",30.83
"96","2007-05-21",31.049999
"97","2007-05-22",30.690001
"98","2007-05-23",30.58
"99","2007-05-24",30.17
"100","2007-05-25",30.48
"101","2007-05-29",30.790001
"102","2007-05-30",31.110001
"103","2007-05-31",30.690001
"104","2007-06-01",30.59
"105","2007-06-04",30.719999
"106","2007-06-05",30.58
"107","2007-06-06",30.290001
"108","2007-06-07",29.620001
"109","2007-06-08",30.049999
"110","2007-06-11",30.02
"111","2007-06-12",29.85
"112","2007-06-13",30.389999
"113","2007-06-14",30.52
"114","2007-06-15",30.49
"115","2007-06-18",30.51
"116","2007-06-19",30.459999
"117","2007-06-20",30.01
"118","2007-06-21",30.219999
"119","2007-06-22",29.49
"120","2007-06-25",29.49
"121","2007-06-26",29.52
"122","2007-06-27",29.870001
"123","2007-06-28",29.83
"124","2007-06-29",29.469999
"125","2007-07-02",29.74
"126","2007-07-03",30.02
"127","2007-07-05",29.99
"128","2007-07-06",29.969999
"129","2007-07-09",29.870001
"130","2007-07-10",29.33
"131","2007-07-11",29.49
"132","2007-07-12",30.07
"133","2007-07-13",29.82
"134","2007-07-16",30.030001
"135","2007-07-17",30.780001
"136","2007-07-18",30.92
"137","2007-07-19",31.51
"138","2007-07-20",31.16
"139","2007-07-23",31.190001
"140","2007-07-24",30.799999
"141","2007-07-25",30.709999
"142","2007-07-26",29.98
"143","2007-07-27",29.389999
"144","2007-07-30",29.4
"145","2007-07-31",28.99
"146","2007-08-01",29.299999
"147","2007-08-02",29.52
"148","2007-08-03",28.959999
"149","2007-08-06",29.540001
"150","2007-08-07",29.549999
"151","2007-08-08",30
"152","2007-08-09",29.299999
"153","2007-08-10",28.709999
"154","2007-08-13",28.629999
"155","2007-08-14",28.27
"156","2007-08-15",28.1
"157","2007-08-16",27.809999
"158","2007-08-17",28.25
"159","2007-08-20",28.26
"160","2007-08-21",28.07
"161","2007-08-22",28.219999
"162","2007-08-23",28.299999
"163","2007-08-24",28.809999
"164","2007-08-27",28.49
"165","2007-08-28",27.93
"166","2007-08-29",28.59
"167","2007-08-30",28.450001
"168","2007-08-31",28.73
"169","2007-09-04",28.809999
"170","2007-09-05",28.48
"171","2007-09-06",28.91
"172","2007-09-07",28.440001
"173","2007-09-10",28.48
"174","2007-09-11",28.93
"175","2007-09-12",28.93
"176","2007-09-13",29.16
"177","2007-09-14",29.040001
"178","2007-09-17",28.73
"179","2007-09-18",28.93
"180","2007-09-19",28.67
"181","2007-09-20",28.42
"182","2007-09-21",28.65
"183","2007-09-24",29.08
"184","2007-09-25",29.559999
"185","2007-09-26",29.5
"186","2007-09-27",29.49
"187","2007-09-28",29.459999
"188","2007-10-01",29.77
"189","2007-10-02",29.700001
"190","2007-10-03",29.450001
"191","2007-10-04",29.709999
"192","2007-10-05",29.84
"193","2007-10-08",29.84
"194","2007-10-09",30.1
"195","2007-10-10",30.23
"196","2007-10-11",29.91
"197","2007-10-12",30.17
"198","2007-10-15",30.040001
"199","2007-10-16",30.32
"200","2007-10-17",31.08
"201","2007-10-18",31.16
"202","2007-10-19",30.17
"203","2007-10-22",30.51
"204","2007-10-23",30.9
"205","2007-10-24",31.25
"206","2007-10-25",31.99
"207","2007-10-26",35.029999
"208","2007-10-29",34.57
"209","2007-10-30",35.57
"210","2007-10-31",36.810001
"211","2007-11-01",37.060001
"212","2007-11-02",37.060001
"213","2007-11-05",36.73
"214","2007-11-06",36.41
"215","2007-11-07",35.52
"216","2007-11-08",34.740002
"217","2007-11-09",33.73
"218","2007-11-12",33.380001
"219","2007-11-13",34.459999
"220","2007-11-14",33.93
"221","2007-11-15",33.759998
"222","2007-11-16",34.09
"223","2007-11-19",33.959999
"224","2007-11-20",34.580002
"225","2007-11-21",34.23
"226","2007-11-23",34.110001
"227","2007-11-26",32.970001
"228","2007-11-27",33.060001
"229","2007-11-28",33.700001
"230","2007-11-29",33.59
"231","2007-11-30",33.599998
"232","2007-12-03",32.919998
"233","2007-12-04",32.77
"234","2007-12-05",34.150002
"235","2007-12-06",34.549999
"236","2007-12-07",34.529999
"237","2007-12-10",34.759998
"238","2007-12-11",34.099998
"239","2007-12-12",34.470001
"240","2007-12-13",35.220001
"241","2007-12-14",35.310001
"242","2007-12-17",34.389999
"243","2007-12-18",34.740002
"244","2007-12-19",34.790001
"245","2007-12-20",35.52
"246","2007-12-21",36.060001
"247","2007-12-24",36.580002
"248","2007-12-26",36.610001
"249","2007-12-27",35.970001
"250","2007-12-28",36.119999
"251","2007-12-31",35.599998
"252","2008-01-02",35.220001
"253","2008-01-03",35.369999
"254","2008-01-04",34.380001
"255","2008-01-07",34.610001
"256","2008-01-08",33.450001
"257","2008-01-09",34.439999
"258","2008-01-10",34.330002
"259","2008-01-11",33.91
"260","2008-01-14",34.389999
"261","2008-01-15",34
"262","2008-01-16",33.23
"263","2008-01-17",33.110001
"264","2008-01-18",33.009998
"265","2008-01-22",31.959999
"266","2008-01-23",31.93
"267","2008-01-24",33.25
"268","2008-01-25",32.939999
"269","2008-01-28",32.720001
"270","2008-01-29",32.599998
"271","2008-01-30",32.200001
"272","2008-01-31",32.599998
"273","2008-02-01",30.450001
"274","2008-02-04",30.190001
"275","2008-02-05",29.07
"276","2008-02-06",28.52
"277","2008-02-07",28.120001
"278","2008-02-08",28.559999
"279","2008-02-11",28.209999
"280","2008-02-12",28.34
"281","2008-02-13",28.959999
"282","2008-02-14",28.5
"283","2008-02-15",28.42
"284","2008-02-19",28.17
