"","date","NVUS"
"1","2014-09-17",3849.120117
"2","2014-09-18",3202.73999
"3","2014-09-19",2979.179932
"4","2014-09-22",2940.300049
"5","2014-09-23",2758.860107
"6","2014-09-24",2554.73999
"7","2014-09-25",2582.280029
"8","2014-09-26",2557.97998
"9","2014-09-29",2545.02002
"10","2014-09-30",2452.679932
"11","2014-10-01",2430
"12","2014-10-02",2494.800049
"13","2014-10-03",2428.379883
"14","2014-10-06",2402.459961
"15","2014-10-07",2323.080078
"16","2014-10-08",2059.02002
"17","2014-10-09",1871.099976
"18","2014-10-10",1914.839966
"19","2014-10-13",2339.280029
"20","2014-10-14",2274.47998
"21","2014-10-15",2146.5
"22","2014-10-16",2028.23999
"23","2014-10-17",2036.339966
"24","2014-10-20",2109.23999
"25","2014-10-21",2078.459961
"26","2014-10-22",2138.399902
"27","2014-10-23",2319.840088
"28","2014-10-24",2318.219971
"29","2014-10-27",2447.820068
"30","2014-10-28",2592
"31","2014-10-29",2506.139893
"32","2014-10-30",2525.580078
"33","2014-10-31",2498.040039
"34","2014-11-03",2494.800049
"35","2014-11-04",2664.899902
"36","2014-11-05",2817.179932
"37","2014-11-06",2752.379883
"38","2014-11-07",2621.159912
"39","2014-11-10",2666.52002
"40","2014-11-11",2640.600098
"41","2014-11-12",2606.580078
"42","2014-11-13",2590.379883
"43","2014-11-14",2488.320068
"44","2014-11-17",2600.100098
"45","2014-11-18",2635.73999
"46","2014-11-19",2491.560059
"47","2014-11-20",2400.840088
"48","2014-11-21",2397.600098
"49","2014-11-24",2426.76001
"50","2014-11-25",2357.100098
"51","2014-11-26",2374.919922
"52","2014-11-28",2376.540039
"53","2014-12-01",2227.5
"54","2014-12-02",2246.939941
"55","2014-12-03",2349
"56","2014-12-04",2379.780029
"57","2014-12-05",2391.120117
"58","2014-12-08",2324.699951
"59","2014-12-09",2352.23999
"60","2014-12-10",2287.439941
"61","2014-12-11",2289.060059
"62","2014-12-12",2308.5
"63","2014-12-15",2269.620117
"64","2014-12-16",2224.26001
"65","2014-12-17",2324.699951
"66","2014-12-18",2430
"67","2014-12-19",2408.939941
"68","2014-12-22",2430
"69","2014-12-23",2306.879883
"70","2014-12-24",2363.580078
"71","2014-12-26",2340.899902
"72","2014-12-29",2316.600098
"73","2014-12-30",2295.540039
"74","2014-12-31",2387.879883
"75","2015-01-02",2395.97998
"76","2015-01-05",2423.52002
"77","2015-01-06",2430
"78","2015-01-07",2402.459961
"79","2015-01-08",2347.379883
"80","2015-01-09",2308.5
"81","2015-01-12",2361.959961
"82","2015-01-13",2293.919922
"83","2015-01-14",2199.959961
"84","2015-01-15",2054.159912
"85","2015-01-16",2170.800049
"86","2015-01-20",2067.120117
"87","2015-01-21",1960.199951
"88","2015-01-22",1968.300049
"89","2015-01-23",1926.180054
"90","2015-01-26",2005.560059
"91","2015-01-27",1984.5
"92","2015-01-28",1950.47998
"93","2015-01-29",2042.819946
"94","2015-01-30",1986.119995
"95","2015-02-02",1989.359985
"96","2015-02-03",2057.399902
"97","2015-02-04",1995.839966
"98","2015-02-05",2123.820068
"99","2015-02-06",2133.540039
"100","2015-02-09",2102.76001
"101","2015-02-10",2106
"102","2015-02-11",2238.840088
"103","2015-02-12",2188.620117
"104","2015-02-13",2206.439941
"105","2015-02-17",2269.620117
"106","2015-02-18",2271.23999
"107","2015-02-19",2355.47998
"108","2015-02-20",2347.379883
"109","2015-02-23",2355.47998
"110","2015-02-24",2256.659912
"111","2015-02-25",2245.320068
"112","2015-02-26",2430
"113","2015-02-27",2451.060059
"114","2015-03-02",2551.5
"115","2015-03-03",2423.52002
"116","2015-03-04",2439.719971
"117","2015-03-05",2423.52002
"118","2015-03-06",2324.699951
"119","2015-03-09",2269.620117
"120","2015-03-10",2233.97998
"121","2015-03-11",2282.580078
"122","2015-03-12",2251.800049
"123","2015-03-13",2217.780029
"124","2015-03-16",2204.820068
"125","2015-03-17",2306.879883
"126","2015-03-18",2342.52002
"127","2015-03-19",2327.939941
"128","2015-03-20",2284.199951
"129","2015-03-23",2222.639893
"130","2015-03-24",2229.120117
"131","2015-03-25",2122.199951
"132","2015-03-26",2054.159912
"133","2015-03-27",1968.300049
"134","2015-03-30",1877.579956
"135","2015-03-31",1830.599976
"136","2015-04-01",1841.939941
"137","2015-04-02",1909.97998
"138","2015-04-06",1830.599976
"139","2015-04-07",1791.719971
"140","2015-04-08",1794.959961
"141","2015-04-09",1782
"142","2015-04-10",1794.959961
"143","2015-04-13",1879.199951
"144","2015-04-14",2060.639893
"145","2015-04-15",2059.02002
"146","2015-04-16",2081.699951
"147","2015-04-17",1953.719971
"148","2015-04-20",1939.140015
"149","2015-04-21",1922.939941
"150","2015-04-22",1866.23999
"151","2015-04-23",1832.219971
"152","2015-04-24",1803.060059
"153","2015-04-27",1743.119995
"154","2015-04-28",1723.680054
"155","2015-04-29",1713.959961
"156","2015-04-30",1620
"157","2015-05-01",1626.47998
"158","2015-05-04",1634.579956
"159","2015-05-05",1629.719971
"160","2015-05-06",1621.619995
"161","2015-05-07",1621.619995
"162","2015-05-08",1628.099976
"163","2015-05-11",1666.97998
"164","2015-05-12",1793.339966
"165","2015-05-13",1901.880005
"166","2015-05-14",1982.880005
"167","2015-05-15",1997.459961
"168","2015-05-18",2020.140015
"169","2015-05-19",1929.420044
"170","2015-05-20",1978.02002
"171","2015-05-21",1921.319946
"172","2015-05-22",1773.900024
"173","2015-05-26",1751.219971
"174","2015-05-27",1850.040039
"175","2015-05-28",1845.180054
"176","2015-05-29",1841.939941
"177","2015-06-01",1837.079956
"178","2015-06-02",1864.619995
"179","2015-06-03",1947.23999
"180","2015-06-04",1955.339966
"181","2015-06-05",1973.160034
"182","2015-06-08",1971.540039
"183","2015-06-09",1900.26001
"184","2015-06-10",2083.320068
"185","2015-06-11",2293.919922
"186","2015-06-12",2276.100098
"187","2015-06-15",2298.780029
"188","2015-06-16",2269.620117
"189","2015-06-17",2274.47998
"190","2015-06-18",2243.699951
"191","2015-06-19",2204.820068
"192","2015-06-22",2217.780029
"193","2015-06-23",2250.179932
"194","2015-06-24",2238.840088
"195","2015-06-25",2293.919922
"196","2015-06-26",2219.399902
"197","2015-06-29",2169.179932
"198","2015-06-30",2154.600098
"199","2015-07-01",2183.76001
"200","2015-07-02",2151.360107
"201","2015-07-06",2175.659912
"202","2015-07-07",2183.76001
"203","2015-07-08",2080.080078
"204","2015-07-09",2060.639893
"205","2015-07-10",2217.780029
"206","2015-07-13",2298.780029
"207","2015-07-14",2297.159912
"208","2015-07-15",2230.73999
"209","2015-07-16",2193.47998
"210","2015-07-17",2174.040039
"211","2015-07-20",2219.399902
"212","2015-07-21",2156.219971
"213","2015-07-22",2191.860107
"214","2015-07-23",2216.159912
"215","2015-07-24",2209.679932
"216","2015-07-27",2159.459961
"217","2015-07-28",2237.219971
"218","2015-07-29",2127.060059
"219","2015-07-30",2120.580078
"220","2015-07-31",2112.47998
"221","2015-08-03",2075.219971
"222","2015-08-04",2097.899902
"223","2015-08-05",2088.179932
"224","2015-08-06",1992.599976
"225","2015-08-07",1973.160034
"226","2015-08-10",1906.73999
"227","2015-08-11",1867.859985
"228","2015-08-12",1916.459961
"229","2015-08-13",1892.160034
"230","2015-08-14",2052.540039
"231","2015-08-17",2183.76001
"232","2015-08-18",2140.02002
"233","2015-08-19",2107.620117
"234","2015-08-20",1940.76001
"235","2015-08-21",1900.26001
"236","2015-08-24",1809.540039
"237","2015-08-25",1869.47998
"238","2015-08-26",1827.359985
"239","2015-08-27",1833.839966
"240","2015-08-28",1892.160034
"241","2015-08-31",1913.219971
"242","2015-09-01",1952.099976
"243","2015-09-02",2148.120117
"244","2015-09-03",2221.02002
"245","2015-09-04",2120.580078
"246","2015-09-08",2104.379883
"247","2015-09-09",2003.939941
"248","2015-09-10",1913.219971
"249","2015-09-11",2065.5
"250","2015-09-14",2078.459961
"251","2015-09-15",2029.859985
"252","2015-09-16",2136.780029
"253","2015-09-17",2191.860107
"254","2015-09-18",2276.100098
"255","2015-09-21",2101.139893
