"","date","FN"
"184","2011-03-17",19.809999
"185","2011-03-18",18.76
"186","2011-03-21",19.26
"187","2011-03-22",19.25
"188","2011-03-23",19.08
"189","2011-03-24",19.030001
"190","2011-03-25",19.1
"191","2011-03-28",19.129999
"192","2011-03-29",18.43
"193","2011-03-30",18.85
"194","2011-03-31",20.16
"195","2011-04-01",20.700001
"196","2011-04-04",21.219999
"197","2011-04-05",21.18
"198","2011-04-06",21.59
"199","2011-04-07",22.48
"200","2011-04-08",22.030001
"201","2011-04-11",21.049999
"202","2011-04-12",20.01
"203","2011-04-13",20.059999
"204","2011-04-14",20.379999
"205","2011-04-15",20.18
"206","2011-04-18",20
"207","2011-04-19",19.84
"208","2011-04-20",20.77
"209","2011-04-21",20.940001
"210","2011-04-25",21.450001
"211","2011-04-26",21.440001
"212","2011-04-27",22.559999
"213","2011-04-28",22.9
"214","2011-04-29",23.049999
"215","2011-05-02",22.889999
"216","2011-05-03",22.85
"217","2011-05-04",23.139999
"218","2011-05-05",23.620001
"219","2011-05-06",23.85
"220","2011-05-09",25.280001
"221","2011-05-10",25.780001
"222","2011-05-11",24.379999
"223","2011-05-12",25.360001
"224","2011-05-13",24.59
"225","2011-05-16",23.76
"226","2011-05-17",23.219999
"227","2011-05-18",23.5
"228","2011-05-19",24.110001
"229","2011-05-20",24.01
"230","2011-05-23",24
"231","2011-05-24",22.99
"232","2011-05-25",22.549999
"233","2011-05-26",23.700001
"234","2011-05-27",23.719999
"235","2011-05-31",23.690001
"236","2011-06-01",22.459999
"237","2011-06-02",22.52
"238","2011-06-03",22.02
"239","2011-06-06",20.82
"240","2011-06-07",20.780001
"241","2011-06-08",19.860001
"242","2011-06-09",19.91
"243","2011-06-10",20
"244","2011-06-13",19.85
"245","2011-06-14",21.059999
"246","2011-06-15",20.34
"247","2011-06-16",19.17
"248","2011-06-17",18.889999
"249","2011-06-20",19.559999
"250","2011-06-21",20.34
"251","2011-06-22",20.860001
"252","2011-06-23",20.889999
"253","2011-06-24",21.83
"254","2011-06-27",23.65
"255","2011-06-28",24.48
"256","2011-06-29",24.91
"257","2011-06-30",24.280001
"258","2011-07-01",24.209999
"259","2011-07-05",23.870001
"260","2011-07-06",23.85
"261","2011-07-07",23.889999
"262","2011-07-08",23.84
"263","2011-07-11",21.360001
"264","2011-07-12",20.32
"265","2011-07-13",19.799999
"266","2011-07-14",18.58
"267","2011-07-15",18.68
"268","2011-07-18",18.49
"269","2011-07-19",18.5
"270","2011-07-20",18.09
"271","2011-07-21",18.059999
"272","2011-07-22",18.639999
"273","2011-07-25",18.02
"274","2011-07-26",17.370001
"275","2011-07-27",16.700001
"276","2011-07-28",16.02
"277","2011-07-29",15.4
"278","2011-08-01",14.92
"279","2011-08-02",14.39
"280","2011-08-03",15.06
"281","2011-08-04",15.05
"282","2011-08-05",14.37
"283","2011-08-08",12.9
"284","2011-08-09",15.38
"285","2011-08-10",14.7
"286","2011-08-11",14.54
"287","2011-08-12",15.03
"288","2011-08-15",15.26
"289","2011-08-16",17.940001
"290","2011-08-17",16.379999
"291","2011-08-18",15.16
"292","2011-08-19",14.48
"293","2011-08-22",15.04
"294","2011-08-23",16.32
"295","2011-08-24",16.889999
"296","2011-08-25",16.059999
"297","2011-08-26",16.52
"298","2011-08-29",17.299999
"299","2011-08-30",16.950001
"300","2011-08-31",16.49
"301","2011-09-01",16.299999
"302","2011-09-02",15.94
"303","2011-09-06",16.18
"304","2011-09-07",16.73
"305","2011-09-08",16.01
"306","2011-09-09",15.68
"307","2011-09-12",16.379999
"308","2011-09-13",16.32
"309","2011-09-14",18.17
"310","2011-09-15",18.4
"311","2011-09-16",18.379999
"312","2011-09-19",18.16
"313","2011-09-20",18.76
"314","2011-09-21",18.84
"315","2011-09-22",18.469999
"316","2011-09-23",19
"317","2011-09-26",19.52
"318","2011-09-27",20.51
"319","2011-09-28",19.629999
"320","2011-09-29",19.75
"321","2011-09-30",18.700001
"322","2011-10-03",17.52
"323","2011-10-04",18.77
"324","2011-10-05",19.34
"325","2011-10-06",19.709999
"326","2011-10-07",19.860001
"327","2011-10-10",20.030001
"328","2011-10-11",19.52
"329","2011-10-12",18.75
"330","2011-10-13",17.99
"331","2011-10-14",18.18
"332","2011-10-17",17.16
"333","2011-10-18",16.9
"334","2011-10-19",15.65
"335","2011-10-20",15.64
"336","2011-10-21",16.09
"337","2011-10-24",15.79
"338","2011-10-25",12.25
"339","2011-10-26",11.95
"340","2011-10-27",13.05
"341","2011-10-28",12.83
"342","2011-10-31",12.4
"343","2011-11-01",12.1
"344","2011-11-02",13.53
"345","2011-11-03",14.24
"346","2011-11-04",14.11
"347","2011-11-07",13.73
"348","2011-11-08",14.33
"349","2011-11-09",13.4
"350","2011-11-10",14.12
"351","2011-11-11",14.03
"352","2011-11-14",13.72
"353","2011-11-15",14.08
"354","2011-11-16",14.22
"355","2011-11-17",14.03
"356","2011-11-18",14
"357","2011-11-21",14.3
"358","2011-11-22",13.94
"359","2011-11-23",13.38
"360","2011-11-25",13.39
"361","2011-11-28",13.85
"362","2011-11-29",13.7
"363","2011-11-30",14.19
"364","2011-12-01",14.16
"365","2011-12-02",14.24
"366","2011-12-05",14.13
"367","2011-12-06",14.3
"368","2011-12-07",14.15
"369","2011-12-08",13.89
"370","2011-12-09",13.97
"371","2011-12-12",13.77
"372","2011-12-13",13.76
"373","2011-12-14",13.76
"374","2011-12-15",13.95
"375","2011-12-16",13.85
"376","2011-12-19",13.33
"377","2011-12-20",13.71
"378","2011-12-21",14.09
"379","2011-12-22",14.63
"380","2011-12-23",15
"381","2011-12-27",15.03
"382","2011-12-28",14.11
"383","2011-12-29",13.86
"384","2011-12-30",13.68
"385","2012-01-03",14.85
"386","2012-01-04",14.21
"387","2012-01-05",14.85
"388","2012-01-06",14.81
"389","2012-01-09",15.28
"390","2012-01-10",15.64
"391","2012-01-11",15.75
"392","2012-01-12",16.08
"393","2012-01-13",16.18
"394","2012-01-17",16.32
"395","2012-01-18",16.67
"396","2012-01-19",16.75
"397","2012-01-20",16.709999
"398","2012-01-23",16.65
"399","2012-01-24",17.110001
"400","2012-01-25",17.41
"401","2012-01-26",17.24
"402","2012-01-27",16.91
"403","2012-01-30",16.35
"404","2012-01-31",16.469999
"405","2012-02-01",17.209999
"406","2012-02-02",17.59
"407","2012-02-03",18.16
"408","2012-02-06",17.82
"409","2012-02-07",19.07
"410","2012-02-08",20.49
"411","2012-02-09",19.360001
"412","2012-02-10",18.799999
"413","2012-02-13",19
"414","2012-02-14",19.200001
"415","2012-02-15",18.809999
"416","2012-02-16",18.049999
"417","2012-02-17",18.110001
"418","2012-02-21",18.16
"419","2012-02-22",18.120001
"420","2012-02-23",18.6
"421","2012-02-24",18.370001
"422","2012-02-27",18.52
"423","2012-02-28",18.209999
"424","2012-02-29",17.870001
"425","2012-03-01",18.6
"426","2012-03-02",17.870001
"427","2012-03-05",17.209999
"428","2012-03-06",15.89
"429","2012-03-07",16.110001
"430","2012-03-08",16.49
"431","2012-03-09",17.27
"432","2012-03-12",17.879999
"433","2012-03-13",18.82
"434","2012-03-14",18.530001
"435","2012-03-15",19.24
"436","2012-03-16",18.639999
"437","2012-03-19",18.68
"438","2012-03-20",18.110001
"439","2012-03-21",18.09
"440","2012-03-22",17.84
"441","2012-03-23",18.4
"442","2012-03-26",19.42
"443","2012-03-27",18.52
"444","2012-03-28",17.799999
"445","2012-03-29",17.91
"446","2012-03-30",17.709999
"447","2012-04-02",18.07
"448","2012-04-03",17.780001
"449","2012-04-04",17.299999
"450","2012-04-05",16.780001
"451","2012-04-09",16.780001
"452","2012-04-10",16.290001
"453","2012-04-11",16.639999
"454","2012-04-12",16.77
"455","2012-04-13",16.469999
"456","2012-04-16",15.98
"457","2012-04-17",16.73
"458","2012-04-18",16.32
"459","2012-04-19",15.99
"460","2012-04-20",16.120001
"461","2012-04-23",15.29
"462","2012-04-24",15.73
"463","2012-04-25",16.15
"464","2012-04-26",16.799999
"465","2012-04-27",16.790001
"466","2012-04-30",16.82
"467","2012-05-01",16.120001
"468","2012-05-02",15.9
"469","2012-05-03",15.46
"470","2012-05-04",15.01
"471","2012-05-07",15
"472","2012-05-08",13.78
"473","2012-05-09",13.74
"474","2012-05-10",12.83
"475","2012-05-11",12.94
"476","2012-05-14",12.51
"477","2012-05-15",13.09
"478","2012-05-16",11.69
"479","2012-05-17",10.75
"480","2012-05-18",10.5
"481","2012-05-21",11.6
"482","2012-05-22",11.76
"483","2012-05-23",11.46
"484","2012-05-24",11.39
"485","2012-05-25",11.44
"486","2012-05-29",11.55
"487","2012-05-30",11.08
"488","2012-05-31",11.66
"489","2012-06-01",11.09
"490","2012-06-04",11.03
"491","2012-06-05",11.71
"492","2012-06-06",12.32
"493","2012-06-07",12.61
"494","2012-06-08",12.8
"495","2012-06-11",12.56
"496","2012-06-12",11.99
"497","2012-06-13",11.56
"498","2012-06-14",11.73
"499","2012-06-15",12.42
"500","2012-06-18",12.22
"501","2012-06-19",12.4
"502","2012-06-20",12.17
"503","2012-06-21",11.71
"504","2012-06-22",12.17
"505","2012-06-25",11.74
"506","2012-06-26",11.55
"507","2012-06-27",11.49
"508","2012-06-28",11.52
"509","2012-06-29",12.55
"510","2012-07-02",12.22
"511","2012-07-03",12.41
"512","2012-07-05",12.86
"513","2012-07-06",12.56
"514","2012-07-09",12.25
"515","2012-07-10",12.16
"516","2012-07-11",12.13
"517","2012-07-12",11.58
"518","2012-07-13",11.36
"519","2012-07-16",11.15
"520","2012-07-17",11.13
"521","2012-07-18",11.53
"522","2012-07-19",11.67
"523","2012-07-20",11.36
"524","2012-07-23",10.98
"525","2012-07-24",11.13
"526","2012-07-25",11.5
"527","2012-07-26",11.97
"528","2012-07-27",12.91
"529","2012-07-30",13.2
"530","2012-07-31",13.28
"531","2012-08-01",12.56
"532","2012-08-02",12.5
"533","2012-08-03",12.6
"534","2012-08-06",12.63
"535","2012-08-07",12.26
"536","2012-08-08",11.82
"537","2012-08-09",11.96
"538","2012-08-10",11.98
"539","2012-08-13",11.86
"540","2012-08-14",11.46
"541","2012-08-15",11.95
"542","2012-08-16",12.7
"543","2012-08-17",13.12
"544","2012-08-20",13.37
"545","2012-08-21",12.79
"546","2012-08-22",12.67
"547","2012-08-23",12.22
"548","2012-08-24",12.1
"549","2012-08-27",12.04
"550","2012-08-28",12.09
"551","2012-08-29",11.94
"552","2012-08-30",11.79
"553","2012-08-31",11.98
"554","2012-09-04",11.95
"555","2012-09-05",11.97
"556","2012-09-06",12.53
"557","2012-09-07",12.31
"558","2012-09-10",12.06
"559","2012-09-11",12
"560","2012-09-12",12.01
"561","2012-09-13",12.08
"562","2012-09-14",12.74
"563","2012-09-17",12.62
"564","2012-09-18",12.66
"565","2012-09-19",12.4
"566","2012-09-20",12.18
"567","2012-09-21",11.84
"568","2012-09-24",11.44
"569","2012-09-25",11.81
"570","2012-09-26",11.65
"571","2012-09-27",11.89
"572","2012-09-28",11.59
"573","2012-10-01",11.5
"574","2012-10-02",11.84
"575","2012-10-03",11.44
"576","2012-10-04",11.49
"577","2012-10-05",11.6
"578","2012-10-08",10.97
"579","2012-10-09",10
"580","2012-10-10",9.95
"581","2012-10-11",10.17
"582","2012-10-12",10.07
"583","2012-10-15",10.22
"584","2012-10-16",10.27
"585","2012-10-17",10.16
"586","2012-10-18",9.82
"587","2012-10-19",9.35
"588","2012-10-22",9.5
"589","2012-10-23",9.59
"590","2012-10-24",9.5
"591","2012-10-25",9.52
"592","2012-10-26",9.53
"593","2012-10-31",9.63
"594","2012-11-01",10
"595","2012-11-02",9.49
"596","2012-11-05",9.7
"597","2012-11-06",12.75
"598","2012-11-07",12.48
"599","2012-11-08",12
"600","2012-11-09",11.97
"601","2012-11-12",12
"602","2012-11-13",11.81
"603","2012-11-14",11.75
"604","2012-11-15",11.52
"605","2012-11-16",11.12
"606","2012-11-19",11.35
"607","2012-11-20",11.24
"608","2012-11-21",12
"609","2012-11-23",12.02
"610","2012-11-26",12.33
"611","2012-11-27",11.98
"612","2012-11-28",12.11
"613","2012-11-29",12.27
"614","2012-11-30",12.42
"615","2012-12-03",12.26
"616","2012-12-04",12.27
"617","2012-12-05",12.04
"618","2012-12-06",12.05
"619","2012-12-07",11.97
"620","2012-12-10",11.86
"621","2012-12-11",11.87
"622","2012-12-12",11.83
"623","2012-12-13",12.01
"624","2012-12-14",11.91
"625","2012-12-17",12.07
"626","2012-12-18",12.46
"627","2012-12-19",12.57
"628","2012-12-20",13.02
"629","2012-12-21",13.06
"630","2012-12-24",13.07
"631","2012-12-26",13.01
"632","2012-12-27",13.06
"633","2012-12-28",12.97
"634","2012-12-31",13.14
"635","2013-01-02",13.54
"636","2013-01-03",13.64
"637","2013-01-04",13.53
"638","2013-01-07",13.19
"639","2013-01-08",12.99
"640","2013-01-09",13.03
"641","2013-01-10",13
"642","2013-01-11",12.98
"643","2013-01-14",13.03
"644","2013-01-15",13.04
"645","2013-01-16",13.08
"646","2013-01-17",13.34
"647","2013-01-18",13.62
"648","2013-01-22",13.61
"649","2013-01-23",13.59
"650","2013-01-24",13.91
"651","2013-01-25",14.07
"652","2013-01-28",14.25
"653","2013-01-29",13.46
"654","2013-01-30",13.27
"655","2013-01-31",14.64
"656","2013-02-01",14.43
"657","2013-02-04",14.53
"658","2013-02-05",15.92
"659","2013-02-06",15.97
"660","2013-02-07",15.92
"661","2013-02-08",15.91
"662","2013-02-11",16
"663","2013-02-12",15.96
"664","2013-02-13",16.01
"665","2013-02-14",16.120001
"666","2013-02-15",16.440001
"667","2013-02-19",16.450001
"668","2013-02-20",16.129999
"669","2013-02-21",16.02
"670","2013-02-22",16.059999
"671","2013-02-25",15.94
"672","2013-02-26",16.07
"673","2013-02-27",16.610001
"674","2013-02-28",16.41
"675","2013-03-01",16.450001
"676","2013-03-04",16.200001
"677","2013-03-05",16.18
"678","2013-03-06",16.190001
"679","2013-03-07",16.809999
"680","2013-03-08",16.879999
"681","2013-03-11",16.5
"682","2013-03-12",15.85
"683","2013-03-13",14.99
"684","2013-03-14",14.72
"685","2013-03-15",13.82
"686","2013-03-18",14.18
"687","2013-03-19",13.97
"688","2013-03-20",14
"689","2013-03-21",14
"690","2013-03-22",14
"691","2013-03-25",13.89
"692","2013-03-26",14.1
"693","2013-03-27",14.19
"694","2013-03-28",14.61
"695","2013-04-01",14.04
"696","2013-04-02",13.81
"697","2013-04-03",13.33
"698","2013-04-04",13.48
"699","2013-04-05",13.05
"700","2013-04-08",13.45
"701","2013-04-09",13.42
"702","2013-04-10",14.4
"703","2013-04-11",14.06
"704","2013-04-12",13.78
"705","2013-04-15",13.45
"706","2013-04-16",13.52
"707","2013-04-17",13.22
"708","2013-04-18",13
"709","2013-04-19",13.02
"710","2013-04-22",13.04
"711","2013-04-23",13.59
"712","2013-04-24",13.62
"713","2013-04-25",13.76
"714","2013-04-26",13.5
"715","2013-04-29",13.91
"716","2013-04-30",13.73
"717","2013-05-01",13.1
"718","2013-05-02",13.59
"719","2013-05-03",13.81
"720","2013-05-06",14
"721","2013-05-07",14.29
"722","2013-05-08",14.09
"723","2013-05-09",14.03
"724","2013-05-10",13.9
"725","2013-05-13",13.64
"726","2013-05-14",13.79
"727","2013-05-15",14.11
"728","2013-05-16",14.41
"729","2013-05-17",14.56
"730","2013-05-20",14.57
"731","2013-05-21",14.56
"732","2013-05-22",14.44
"733","2013-05-23",13.76
"734","2013-05-24",14.02
"735","2013-05-28",14.13
"736","2013-05-29",14.24
"737","2013-05-30",14.7
"738","2013-05-31",14.53
"739","2013-06-03",14.6
"740","2013-06-04",14.53
"741","2013-06-05",14.52
"742","2013-06-06",14.59
"743","2013-06-07",14.47
"744","2013-06-10",14.46
"745","2013-06-11",14.46
"746","2013-06-12",14.41
"747","2013-06-13",14.77
"748","2013-06-14",14.72
"749","2013-06-17",14.43
"750","2013-06-18",14.73
"751","2013-06-19",14.61
"752","2013-06-20",14.59
"753","2013-06-21",14.51
"754","2013-06-24",14.08
"755","2013-06-25",14.16
"756","2013-06-26",14
"757","2013-06-27",14.14
"758","2013-06-28",14
"759","2013-07-01",14.15
"760","2013-07-02",14.13
"761","2013-07-03",14.15
"762","2013-07-05",14.42
"763","2013-07-08",14.3
"764","2013-07-09",14.33
"765","2013-07-10",14.44
"766","2013-07-11",14.58
"767","2013-07-12",14.51
"768","2013-07-15",14.52
"769","2013-07-16",14.47
"770","2013-07-17",14.43
"771","2013-07-18",14.5
"772","2013-07-19",14.45
"773","2013-07-22",14.76
"774","2013-07-23",14.55
"775","2013-07-24",14.53
"776","2013-07-25",14.77
"777","2013-07-26",14.77
"778","2013-07-29",14.5
"779","2013-07-30",14.65
"780","2013-07-31",14.81
"781","2013-08-01",14.93
"782","2013-08-02",14.71
"783","2013-08-05",14.89
"784","2013-08-06",14.75
"785","2013-08-07",14.7
"786","2013-08-08",14.8
"787","2013-08-09",14.7
"788","2013-08-12",14.95
"789","2013-08-13",15.38
"790","2013-08-14",15.53
"791","2013-08-15",15
"792","2013-08-16",15.17
"793","2013-08-19",15.16
"794","2013-08-20",15.15
"795","2013-08-21",15.1
"796","2013-08-22",15.26
"797","2013-08-23",15.25
"798","2013-08-26",15.35
"799","2013-08-27",15.11
"800","2013-08-28",14.69
"801","2013-08-29",14.64
"802","2013-08-30",13.96
"803","2013-09-03",13.89
"804","2013-09-04",14.07
"805","2013-09-05",14.18
"806","2013-09-06",14.24
"807","2013-09-09",14.66
"808","2013-09-10",14.9
"809","2013-09-11",14.86
"810","2013-09-12",14.9
"811","2013-09-13",14.61
"812","2013-09-16",14.63
"813","2013-09-17",14.49
"814","2013-09-18",14.57
"815","2013-09-19",14.3
"816","2013-09-20",14.17
"817","2013-09-23",14.86
"818","2013-09-24",14.7
"819","2013-09-25",14.79
"820","2013-09-26",16.33
"821","2013-09-27",16.059999
"822","2013-09-30",16.84
"823","2013-10-01",16.98
"824","2013-10-02",16.9
"825","2013-10-03",16.780001
"826","2013-10-04",16.969999
"827","2013-10-07",16.76
"828","2013-10-08",16.4
"829","2013-10-09",16.360001
"830","2013-10-10",16.540001
"831","2013-10-11",16.25
"832","2013-10-14",16.49
"833","2013-10-15",16.26
"834","2013-10-16",16.68
"835","2013-10-17",16.129999
"836","2013-10-18",16.82
"837","2013-10-21",16.99
"838","2013-10-22",17.35
"839","2013-10-23",17.02
"840","2013-10-24",17.059999
"841","2013-10-25",17.07
"842","2013-10-28",17.059999
"843","2013-10-29",16.84
"844","2013-10-30",16.450001
"845","2013-10-31",16.74
"846","2013-11-01",16.719999
"847","2013-11-04",17.129999
"848","2013-11-05",19.02
"849","2013-11-06",19
"850","2013-11-07",18.74
"851","2013-11-08",18.950001
"852","2013-11-11",19.049999
"853","2013-11-12",19.18
"854","2013-11-13",19.309999
"855","2013-11-14",19.969999
"856","2013-11-15",19.6
"857","2013-11-18",20.18
"858","2013-11-19",19.549999
"859","2013-11-20",19.540001
"860","2013-11-21",19.6
"861","2013-11-22",19.559999
"862","2013-11-25",19.48
"863","2013-11-26",19.809999
"864","2013-11-27",19.84
"865","2013-11-29",19.799999
"866","2013-12-02",20.09
"867","2013-12-03",19.610001
"868","2013-12-04",19.65
"869","2013-12-05",19.59
"870","2013-12-06",19.68
"871","2013-12-09",19.52
"872","2013-12-10",19.379999
"873","2013-12-11",19.309999
"874","2013-12-12",19.309999
"875","2013-12-13",19.280001
"876","2013-12-16",19.389999
"877","2013-12-17",19.530001
"878","2013-12-18",19.75
"879","2013-12-19",19.360001
"880","2013-12-20",19.93
"881","2013-12-23",20.02
"882","2013-12-24",20.65
"883","2013-12-26",20.32
"884","2013-12-27",20.35
"885","2013-12-30",20.24
"886","2013-12-31",20.559999
"887","2014-01-02",19.68
"888","2014-01-03",19.549999
"889","2014-01-06",19
"890","2014-01-07",18.879999
"891","2014-01-08",18.709999
"892","2014-01-09",18.450001
"893","2014-01-10",18.17
"894","2014-01-13",17.690001
"895","2014-01-14",18.01
"896","2014-01-15",18.1
"897","2014-01-16",18
"898","2014-01-17",18.219999
"899","2014-01-21",18.92
"900","2014-01-22",19.110001
"901","2014-01-23",18.690001
"902","2014-01-24",18.129999
"903","2014-01-27",17.99
"904","2014-01-28",18.52
"905","2014-01-29",18.26
"906","2014-01-30",18.559999
"907","2014-01-31",18.469999
"908","2014-02-03",18.42
"909","2014-02-04",17
"910","2014-02-05",16.91
"911","2014-02-06",17.280001
"912","2014-02-07",17.4
"913","2014-02-10",17.18
"914","2014-02-11",17.860001
"915","2014-02-12",17.969999
"916","2014-02-13",18.26
"917","2014-02-14",18.74
"918","2014-02-18",18.75
"919","2014-02-19",18.700001
"920","2014-02-20",18.77
"921","2014-02-21",19.01
"922","2014-02-24",18.84
"923","2014-02-25",18.790001
"924","2014-02-26",18.98
"925","2014-02-27",18.969999
"926","2014-02-28",19.42
"927","2014-03-03",19.540001
"928","2014-03-04",20.49
"929","2014-03-05",20.35
"930","2014-03-06",20.17
"931","2014-03-07",20.219999
"932","2014-03-10",20.01
"933","2014-03-11",19.370001
"934","2014-03-12",19.790001
"935","2014-03-13",19.24
"936","2014-03-14",19.700001
"937","2014-03-17",19.889999
"938","2014-03-18",19.83
"939","2014-03-19",20.1
"940","2014-03-20",20.620001
"941","2014-03-21",20.24
"942","2014-03-24",20.08
"943","2014-03-25",19.950001
"944","2014-03-26",19.639999
"945","2014-03-27",20.5
"946","2014-03-28",20.379999
"947","2014-03-31",20.77
"948","2014-04-01",20.49
"949","2014-04-02",21.120001
"950","2014-04-03",21.02
"951","2014-04-04",20.629999
"952","2014-04-07",20.309999
"953","2014-04-08",20.48
"954","2014-04-09",21.129999
"955","2014-04-10",20.559999
"956","2014-04-11",20.27
"957","2014-04-14",20.280001
"958","2014-04-15",20.440001
"959","2014-04-16",20.719999
"960","2014-04-17",21.110001
"961","2014-04-21",21.280001
"962","2014-04-22",21.92
"963","2014-04-23",21.940001
"964","2014-04-24",22.35
"965","2014-04-25",21.780001
"966","2014-04-28",21.030001
"967","2014-04-29",20.950001
"968","2014-04-30",21.6
"969","2014-05-01",21.17
"970","2014-05-02",21.82
"971","2014-05-05",22.059999
"972","2014-05-06",18.99
"973","2014-05-07",18.82
"974","2014-05-08",18.700001
"975","2014-05-09",19.02
"976","2014-05-12",19.700001
"977","2014-05-13",19.51
"978","2014-05-14",18.82
"979","2014-05-15",19.32
"980","2014-05-16",19.440001
"981","2014-05-19",19.57
"982","2014-05-20",19.219999
"983","2014-05-21",19.59
"984","2014-05-22",19.559999
"985","2014-05-23",19.85
"986","2014-05-27",19.9
"987","2014-05-28",19.57
