"","date","BGFV"
"1","2007-01-03",24.24
"2","2007-01-04",24.540001
"3","2007-01-05",24.4
"4","2007-01-08",24.4
"5","2007-01-09",24.5
"6","2007-01-10",24.4
"7","2007-01-11",24.84
"8","2007-01-12",24.84
"9","2007-01-16",24.73
"10","2007-01-17",24.51
"11","2007-01-18",24.33
"12","2007-01-19",23.860001
"13","2007-01-22",23.610001
"14","2007-01-23",23.84
"15","2007-01-24",24.459999
"16","2007-01-25",23.459999
"17","2007-01-26",23.799999
"18","2007-01-29",23.889999
"19","2007-01-30",24.129999
"20","2007-01-31",24.290001
"21","2007-02-01",23.82
"22","2007-02-02",24.4
"23","2007-02-05",24.16
"24","2007-02-06",24.48
"25","2007-02-07",24.620001
"26","2007-02-08",24.559999
"27","2007-02-09",24.17
"28","2007-02-12",24.02
"29","2007-02-13",24.219999
"30","2007-02-14",23.719999
"31","2007-02-15",23.82
"32","2007-02-16",23.790001
"33","2007-02-20",24.42
"34","2007-02-21",24.040001
"35","2007-02-22",24.18
"36","2007-02-23",24.4
"37","2007-02-26",24.610001
"38","2007-02-27",24.25
"39","2007-02-28",23.889999
"40","2007-03-01",23.84
"41","2007-03-02",23.440001
"42","2007-03-05",23.370001
"43","2007-03-06",23.43
"44","2007-03-07",24.48
"45","2007-03-08",24.700001
"46","2007-03-09",24.59
"47","2007-03-12",25.219999
"48","2007-03-13",24.35
"49","2007-03-14",25.360001
"50","2007-03-15",25.4
"51","2007-03-16",24.99
"52","2007-03-19",24.809999
"53","2007-03-20",25.23
"54","2007-03-21",25.34
"55","2007-03-22",25.6
"56","2007-03-23",25.83
"57","2007-03-26",25.969999
"58","2007-03-27",25.73
"59","2007-03-28",25.719999
"60","2007-03-29",25.809999
"61","2007-03-30",25.92
"62","2007-04-02",25.969999
"63","2007-04-03",26.23
"64","2007-04-04",26.110001
"65","2007-04-05",26.02
"66","2007-04-09",25.940001
"67","2007-04-10",26.440001
"68","2007-04-11",25.9
"69","2007-04-12",26.5
"70","2007-04-13",26.620001
"71","2007-04-16",26.860001
"72","2007-04-17",26.059999
"73","2007-04-18",26.120001
"74","2007-04-19",26.09
"75","2007-04-20",26.559999
"76","2007-04-23",26.9
"77","2007-04-24",26.85
"78","2007-04-25",27.059999
"79","2007-04-26",26.93
"80","2007-04-27",26.139999
"81","2007-04-30",25.6
"82","2007-05-01",26.450001
"83","2007-05-02",26.59
"84","2007-05-03",26.17
"85","2007-05-04",24.1
"86","2007-05-07",24.07
"87","2007-05-08",24.41
"88","2007-05-09",25.15
"89","2007-05-10",24.700001
"90","2007-05-11",24.76
"91","2007-05-14",24.709999
"92","2007-05-15",24.57
"93","2007-05-16",24.73
"94","2007-05-17",24.57
"95","2007-05-18",24.790001
"96","2007-05-21",25.129999
"97","2007-05-22",25.1
"98","2007-05-23",24.860001
"99","2007-05-24",24.620001
"100","2007-05-25",24.620001
"101","2007-05-29",24.639999
"102","2007-05-30",24.5
"103","2007-05-31",25.290001
"104","2007-06-01",25.32
"105","2007-06-04",25.67
"106","2007-06-05",25.209999
"107","2007-06-06",24.92
"108","2007-06-07",25.709999
"109","2007-06-08",25.950001
"110","2007-06-11",26.02
"111","2007-06-12",25.66
"112","2007-06-13",26.360001
"113","2007-06-14",26.280001
"114","2007-06-15",26.51
"115","2007-06-18",26.48
"116","2007-06-19",26.27
"117","2007-06-20",26.17
"118","2007-06-21",26.059999
"119","2007-06-22",25.209999
"120","2007-06-25",24.91
"121","2007-06-26",25.18
"122","2007-06-27",25.33
"123","2007-06-28",24.969999
"124","2007-06-29",25.5
"125","2007-07-02",25.48
"126","2007-07-03",25.790001
"127","2007-07-05",25.530001
"128","2007-07-06",25.360001
"129","2007-07-09",25.290001
"130","2007-07-10",24.790001
"131","2007-07-11",25.27
"132","2007-07-12",23.889999
"133","2007-07-13",23.74
"134","2007-07-16",23.700001
"135","2007-07-17",23.360001
"136","2007-07-18",23.01
"137","2007-07-19",23.68
"138","2007-07-20",23.1
"139","2007-07-23",22.83
"140","2007-07-24",22.58
"141","2007-07-25",22.68
"142","2007-07-26",22.42
"143","2007-07-27",22.299999
"144","2007-07-30",21.549999
"145","2007-07-31",21.370001
"146","2007-08-01",21.34
"147","2007-08-02",20.290001
"148","2007-08-03",19.360001
"149","2007-08-06",19.690001
"150","2007-08-07",19.879999
"151","2007-08-08",19.99
"152","2007-08-09",19.98
"153","2007-08-10",21.51
"154","2007-08-13",20.6
"155","2007-08-14",20.16
"156","2007-08-15",19.959999
"157","2007-08-16",20.41
"158","2007-08-17",20.879999
"159","2007-08-20",21.120001
"160","2007-08-21",21.379999
"161","2007-08-22",21.32
"162","2007-08-23",20.780001
"163","2007-08-24",21.440001
"164","2007-08-27",21.08
"165","2007-08-28",20.290001
"166","2007-08-29",20.690001
"167","2007-08-30",20.469999
"168","2007-08-31",20.799999
"169","2007-09-04",20.780001
"170","2007-09-05",20.49
"171","2007-09-06",20.5
"172","2007-09-07",20.459999
"173","2007-09-10",20.059999
"174","2007-09-11",20.51
"175","2007-09-12",19.85
"176","2007-09-13",20.42
"177","2007-09-14",20.530001
"178","2007-09-17",20.190001
"179","2007-09-18",22
"180","2007-09-19",22.27
"181","2007-09-20",20.309999
"182","2007-09-21",20
"183","2007-09-24",19.959999
"184","2007-09-25",19.549999
"185","2007-09-26",19.299999
"186","2007-09-27",19.17
"187","2007-09-28",18.700001
"188","2007-10-01",18.75
"189","2007-10-02",18.969999
"190","2007-10-03",18.74
"191","2007-10-04",18.77
"192","2007-10-05",18.889999
"193","2007-10-08",18.780001
"194","2007-10-09",18.540001
"195","2007-10-10",18.309999
"196","2007-10-11",18.16
"197","2007-10-12",18.120001
"198","2007-10-15",17.709999
"199","2007-10-16",17.49
"200","2007-10-17",17.780001
"201","2007-10-18",17.17
"202","2007-10-19",16.889999
"203","2007-10-22",17.4
"204","2007-10-23",17.120001
"205","2007-10-24",16.959999
"206","2007-10-25",16.799999
"207","2007-10-26",16.389999
"208","2007-10-29",17.530001
"209","2007-10-30",17.290001
"210","2007-10-31",17.85
"211","2007-11-01",16.49
"212","2007-11-02",19.09
"213","2007-11-05",18.99
"214","2007-11-06",19.219999
"215","2007-11-07",18.27
"216","2007-11-08",18.73
"217","2007-11-09",18.41
"218","2007-11-12",18.780001
"219","2007-11-13",19.17
"220","2007-11-14",18.4
"221","2007-11-15",18.18
"222","2007-11-16",17.26
"223","2007-11-19",17.01
"224","2007-11-20",16.950001
"225","2007-11-21",16.15
"226","2007-11-23",16.940001
"227","2007-11-26",16.07
"228","2007-11-27",16.52
"229","2007-11-28",17.129999
"230","2007-11-29",16.5
"231","2007-11-30",16.43
"232","2007-12-03",16.02
"233","2007-12-04",15.81
"234","2007-12-05",15.87
"235","2007-12-06",16.02
"236","2007-12-07",15.72
"237","2007-12-10",15.71
"238","2007-12-11",15.06
"239","2007-12-12",15.31
"240","2007-12-13",15.63
"241","2007-12-14",15.3
"242","2007-12-17",14.8
"243","2007-12-18",14.57
"244","2007-12-19",14.28
"245","2007-12-20",14.39
"246","2007-12-21",14.7
"247","2007-12-24",15
"248","2007-12-26",14.82
"249","2007-12-27",14.64
"250","2007-12-28",14.25
"251","2007-12-31",14.42
"252","2008-01-02",14.32
"253","2008-01-03",13.6
"254","2008-01-04",12.93
"255","2008-01-07",13.28
"256","2008-01-08",12.5
"257","2008-01-09",12.73
"258","2008-01-10",12.38
"259","2008-01-11",10.56
"260","2008-01-14",10.58
"261","2008-01-15",9.07
"262","2008-01-16",9.98
"263","2008-01-17",9.94
"264","2008-01-18",10.26
"265","2008-01-22",10.3
"266","2008-01-23",11.75
"267","2008-01-24",10.89
"268","2008-01-25",10.4
"269","2008-01-28",10.88
"270","2008-01-29",11.41
"271","2008-01-30",11.4
"272","2008-01-31",11.91
"273","2008-02-01",11.94
"274","2008-02-04",12.08
"275","2008-02-05",11.88
"276","2008-02-06",11.72
"277","2008-02-07",11.99
"278","2008-02-08",12.07
"279","2008-02-11",11.96
"280","2008-02-12",12.27
"281","2008-02-13",12.82
"282","2008-02-14",11.95
"283","2008-02-15",12.11
"284","2008-02-19",12.09
"285","2008-02-20",12.57
"286","2008-02-21",12
"287","2008-02-22",12.31
"288","2008-02-25",12.43
"289","2008-02-26",12.9
"290","2008-02-27",12.37
"291","2008-02-28",11.85
"292","2008-02-29",9.28
"293","2008-03-03",8.95
"294","2008-03-04",8.71
"295","2008-03-05",9
"296","2008-03-06",8.49
"297","2008-03-07",8.47
"298","2008-03-10",7.95
"299","2008-03-11",8.26
"300","2008-03-12",8.07
"301","2008-03-13",8.19
"302","2008-03-14",7.91
"303","2008-03-17",7.83
"304","2008-03-18",8.45
"305","2008-03-19",8.6
"306","2008-03-20",8.88
"307","2008-03-24",9.4
"308","2008-03-25",9.4
"309","2008-03-26",9.22
"310","2008-03-27",9
"311","2008-03-28",8.53
"312","2008-03-31",8.77
"313","2008-04-01",9.14
"314","2008-04-02",9.33
"315","2008-04-03",9.19
"316","2008-04-04",9.27
"317","2008-04-07",9.05
"318","2008-04-08",8.91
"319","2008-04-09",8.7
"320","2008-04-10",8.87
"321","2008-04-11",8.67
"322","2008-04-14",8.67
"323","2008-04-15",8.46
"324","2008-04-16",8.5
"325","2008-04-17",8.69
"326","2008-04-18",9.19
"327","2008-04-21",9.1
"328","2008-04-22",8.72
"329","2008-04-23",8.85
"330","2008-04-24",9.59
"331","2008-04-25",9.54
"332","2008-04-28",9.46
"333","2008-04-29",9.49
"334","2008-04-30",9.19
"335","2008-05-01",8.84
"336","2008-05-02",8.54
"337","2008-05-05",8.47
"338","2008-05-06",8.35
"339","2008-05-07",8.29
"340","2008-05-08",7.99
"341","2008-05-09",8.1
"342","2008-05-12",8.43
"343","2008-05-13",8.72
"344","2008-05-14",8.89
"345","2008-05-15",8.94
"346","2008-05-16",8.59
"347","2008-05-19",8.76
"348","2008-05-20",8.84
"349","2008-05-21",8.71
"350","2008-05-22",8.67
"351","2008-05-23",8.45
"352","2008-05-27",8.77
"353","2008-05-28",8.67
"354","2008-05-29",9
"355","2008-05-30",8.99
"356","2008-06-02",8.62
"357","2008-06-03",8.78
"358","2008-06-04",8.91
"359","2008-06-05",9.28
"360","2008-06-06",8.38
"361","2008-06-09",8.38
"362","2008-06-10",8.79
"363","2008-06-11",8.06
"364","2008-06-12",8.28
"365","2008-06-13",8.58
"366","2008-06-16",8.53
"367","2008-06-17",8.12
"368","2008-06-18",8.03
"369","2008-06-19",8.06
"370","2008-06-20",7.97
"371","2008-06-23",7.77
"372","2008-06-24",7.73
"373","2008-06-25",8.15
"374","2008-06-26",7.71
"375","2008-06-27",7.7
"376","2008-06-30",7.57
"377","2008-07-01",7.59
"378","2008-07-02",7.2
"379","2008-07-03",7.39
"380","2008-07-07",7.34
"381","2008-07-08",8.12
"382","2008-07-09",7.6
"383","2008-07-10",7.46
"384","2008-07-11",6.93
"385","2008-07-14",7.04
"386","2008-07-15",7.04
"387","2008-07-16",7.52
"388","2008-07-17",8.1
"389","2008-07-18",7.71
"390","2008-07-21",7.66
"391","2008-07-22",8.09
"392","2008-07-23",8.49
"393","2008-07-24",8.53
"394","2008-07-25",8.85
"395","2008-07-28",8.06
"396","2008-07-29",8.74
"397","2008-07-30",8.35
"398","2008-07-31",7.99
"399","2008-08-01",8.88
"400","2008-08-04",8.86
"401","2008-08-05",10.14
"402","2008-08-06",9.25
"403","2008-08-07",9.19
"404","2008-08-08",10.01
"405","2008-08-11",10
"406","2008-08-12",9.87
"407","2008-08-13",9.79
"408","2008-08-14",9.52
"409","2008-08-15",9.5
"410","2008-08-18",9.6
"411","2008-08-19",9.41
"412","2008-08-20",9.36
"413","2008-08-21",9.25
"414","2008-08-22",9.32
"415","2008-08-25",8.89
"416","2008-08-26",9.02
"417","2008-08-27",8.94
"418","2008-08-28",9.04
"419","2008-08-29",8.98
"420","2008-09-02",9.06
"421","2008-09-03",9.28
"422","2008-09-04",8.98
"423","2008-09-05",9.64
"424","2008-09-08",10.13
"425","2008-09-09",10.33
"426","2008-09-10",10.41
"427","2008-09-11",10.7
"428","2008-09-12",10.7
"429","2008-09-15",10.53
"430","2008-09-16",10.91
"431","2008-09-17",10.17
"432","2008-09-18",10.6
"433","2008-09-19",10.6
"434","2008-09-22",10.03
"435","2008-09-23",10.32
"436","2008-09-24",10.3
"437","2008-09-25",10.39
"438","2008-09-26",10.41
"439","2008-09-29",9.9
"440","2008-09-30",10.32
"441","2008-10-01",10.41
"442","2008-10-02",9.75
"443","2008-10-03",9.19
"444","2008-10-06",8.95
"445","2008-10-07",8.06
"446","2008-10-08",7.77
"447","2008-10-09",7.23
"448","2008-10-10",7.42
"449","2008-10-13",7.83
"450","2008-10-14",7.62
"451","2008-10-15",6.97
"452","2008-10-16",7.07
"453","2008-10-17",6.7
"454","2008-10-20",6.46
"455","2008-10-21",6.41
"456","2008-10-22",6.22
"457","2008-10-23",5.98
"458","2008-10-24",5.1
"459","2008-10-27",4.13
"460","2008-10-28",4.06
"461","2008-10-29",4.97
"462","2008-10-30",5.59
"463","2008-10-31",6.28
"464","2008-11-03",6.03
"465","2008-11-04",5.62
"466","2008-11-05",4.4
"467","2008-11-06",4.21
