"","date","FLMN"
"89","2018-03-08",9.62
"90","2018-03-09",9.62
"91","2018-03-12",9.62
"92","2018-03-13",9.62
"93","2018-03-14",9.62
"94","2018-03-15",9.62
"95","2018-03-16",9.62
"96","2018-03-19",9.6
"97","2018-03-20",9.62
"98","2018-03-21",9.62
"99","2018-03-22",9.64
"100","2018-03-23",9.62
"101","2018-03-26",9.62
"102","2018-03-27",9.62
"103","2018-03-28",9.62
"104","2018-03-29",9.62
"105","2018-04-02",9.62
"106","2018-04-03",9.62
"107","2018-04-04",9.62
"108","2018-04-05",9.62
"109","2018-04-06",9.62
"110","2018-04-09",9.64
"111","2018-04-10",9.64
"112","2018-04-11",9.64
"113","2018-04-12",9.64
"114","2018-04-13",9.64
"115","2018-04-16",9.63
"116","2018-04-17",9.63
"117","2018-04-18",9.63
"118","2018-04-19",9.63
"119","2018-04-20",9.63
"120","2018-04-23",9.63
"121","2018-04-24",9.63
"122","2018-04-25",9.63
"123","2018-04-26",10
"124","2018-04-27",9.65
"125","2018-04-30",9.64
"126","2018-05-01",9.64
"127","2018-05-02",9.7
"128","2018-05-03",9.68
"129","2018-05-04",9.67
"130","2018-05-07",9.68
"131","2018-05-08",9.68
"132","2018-05-09",9.68
"133","2018-05-10",9.71
"134","2018-05-11",9.7
"135","2018-05-14",9.76
"136","2018-05-15",9.76
"137","2018-05-16",9.76
"138","2018-05-17",9.79
"139","2018-05-18",9.79
"140","2018-05-21",9.71
"141","2018-05-22",9.72
"142","2018-05-23",9.72
"143","2018-05-24",9.7
"144","2018-05-25",9.7
"145","2018-05-29",9.7
"146","2018-05-30",9.7
"147","2018-05-31",9.7
"148","2018-06-01",9.7
"149","2018-06-04",10.1
"150","2018-06-05",10.1
"151","2018-06-06",10.1
"152","2018-06-07",10.11
"153","2018-06-08",10.1
"154","2018-06-11",10.19
"155","2018-06-12",10.13
"156","2018-06-13",10.13
"157","2018-06-14",10.16
"158","2018-06-15",10.18
"159","2018-06-18",10.17
"160","2018-06-19",10.15
"161","2018-06-20",10.15
"162","2018-06-21",10.16
"163","2018-06-22",10.16
"164","2018-06-25",10.16
"165","2018-06-26",10.15
"166","2018-06-27",10.15
"167","2018-06-28",10.16
"168","2018-06-29",10.15
"169","2018-07-02",10.14
"170","2018-07-03",10.14
"171","2018-07-05",10.1
"172","2018-07-06",10.15
"173","2018-07-09",10.08
"174","2018-07-10",10.15
"175","2018-07-11",10.16
"176","2018-07-12",10.16
"177","2018-07-13",10.17
"178","2018-07-16",10.16
"179","2018-07-17",10.16
"180","2018-07-18",10.153
"181","2018-07-19",10.12
"182","2018-07-20",10.225
"183","2018-07-23",10.213
"184","2018-07-24",10.25
"185","2018-07-25",10.27
"186","2018-07-26",10.33
"187","2018-07-27",10.36
"188","2018-07-30",10.45
"189","2018-07-31",10.44
"190","2018-08-01",10.55
"191","2018-08-02",10.55
"192","2018-08-03",10.69
"193","2018-08-06",10.7
"194","2018-08-07",10.75
"195","2018-08-08",10.76
"196","2018-08-09",10.81
"197","2018-08-10",10.9
"198","2018-08-13",10.97
"199","2018-08-14",11.16
"200","2018-08-15",11
"201","2018-08-16",10.99
"202","2018-08-17",11.16
"203","2018-08-20",11.26
"204","2018-08-21",11.29
"205","2018-08-22",11.34
"206","2018-08-23",11.29
"207","2018-08-24",11.4
"208","2018-08-27",11.5
"209","2018-08-28",11.52
"210","2018-08-29",11.49
"211","2018-08-30",11.39
"212","2018-08-31",11.39
"213","2018-09-04",11.5
"214","2018-09-05",11.58
"215","2018-09-06",11.49
"216","2018-09-07",11.34
"217","2018-09-10",11.33
"218","2018-09-11",11.41
"219","2018-09-12",11.19
"220","2018-09-13",11.4
"221","2018-09-14",11.35
"222","2018-09-17",11.21
"223","2018-09-18",11.3
"224","2018-09-19",11.27
"225","2018-09-20",11.25
"226","2018-09-21",11.25
"227","2018-09-24",11.25
"228","2018-09-25",11.25
"229","2018-09-26",11.19
"230","2018-09-27",11.11
"231","2018-09-28",11
"232","2018-10-01",11.25
"233","2018-10-02",11.3
"234","2018-10-03",11.06
"235","2018-10-04",10.95
"236","2018-10-05",11
"237","2018-10-08",10.99
"238","2018-10-09",10.87
"239","2018-10-10",10.5
"240","2018-10-11",10.48
"241","2018-10-12",10.47
"242","2018-10-15",10.4
"243","2018-10-16",10.7
"244","2018-10-17",10.55
"245","2018-10-18",10.43
"246","2018-10-19",10.45
"247","2018-10-22",10.42
"248","2018-10-23",9.88
"249","2018-10-24",9.72
"250","2018-10-25",10.06
"251","2018-10-26",9.95
"252","2018-10-29",9.45
"253","2018-10-30",9.58
"254","2018-10-31",9.8
"255","2018-11-01",9.71
"256","2018-11-02",9.45
"257","2018-11-05",9.75
"258","2018-11-06",9.7
"259","2018-11-07",9.6
"260","2018-11-08",9.25
"261","2018-11-09",9
"262","2018-11-12",8.56
"263","2018-11-13",8.06
"264","2018-11-14",8.15
"265","2018-11-15",7.92
"266","2018-11-16",8
"267","2018-11-19",8.26
"268","2018-11-20",7.73
"269","2018-11-21",8
"270","2018-11-23",7.7
"271","2018-11-26",7.9
"272","2018-11-27",7.52
"273","2018-11-28",7.66
"274","2018-11-29",7.75
"275","2018-11-30",7.7
"276","2018-12-03",8.01
"277","2018-12-04",7.6
"278","2018-12-06",7.38
"279","2018-12-07",7.56
"280","2018-12-10",7.34
"281","2018-12-11",7.55
"282","2018-12-12",7.51
"283","2018-12-13",7.31
"284","2018-12-14",7.35
"285","2018-12-17",7.49
"286","2018-12-18",7.38
"287","2018-12-19",7.48
"288","2018-12-20",7.33
"289","2018-12-21",7.11
"290","2018-12-24",7.03
"291","2018-12-26",7.49
"292","2018-12-27",7.75
"293","2018-12-28",8.2
"294","2018-12-31",8.5
"295","2019-01-02",8.53
"296","2019-01-03",8.39
"297","2019-01-04",8.6
"298","2019-01-07",8.82
"299","2019-01-08",8.55
"300","2019-01-09",8.79
"301","2019-01-10",8.78
"302","2019-01-11",8.53
"303","2019-01-14",8.61
"304","2019-01-15",8.49
"305","2019-01-16",8.52
"306","2019-01-17",8.39
"307","2019-01-18",8.4
"308","2019-01-22",7.99
"309","2019-01-23",8
"310","2019-01-24",8.1
"311","2019-01-25",8.19
"312","2019-01-28",8.05
"313","2019-01-29",8.15
"314","2019-01-30",8.22
"315","2019-01-31",8.02
"316","2019-02-01",8.44
"317","2019-02-04",8.2
"318","2019-02-05",8
"319","2019-02-06",8.1
"320","2019-02-07",7.23
"321","2019-02-08",7.34
"322","2019-02-11",7.27
"323","2019-02-12",7.25
"324","2019-02-13",7.3
"325","2019-02-14",7.86
"326","2019-02-15",8
"327","2019-02-19",8.04
"328","2019-02-20",7.87
"329","2019-02-21",7.67
"330","2019-02-22",7.62
"331","2019-02-25",7.69
"332","2019-02-26",7.75
"333","2019-02-27",7.79
"334","2019-02-28",7.75
"335","2019-03-01",7.84
"336","2019-03-04",7.93
"337","2019-03-05",8.03
"338","2019-03-06",7.91
"339","2019-03-07",8.08
"340","2019-03-08",7.89
"341","2019-03-11",8.1
"342","2019-03-12",7.83
"343","2019-03-13",8.1
"344","2019-03-14",8.17
"345","2019-03-15",8.75
"346","2019-03-18",8.75
"347","2019-03-19",8.71
"348","2019-03-20",8.82
"349","2019-03-21",8.96
"350","2019-03-22",8.45
"351","2019-03-25",8.63
"352","2019-03-26",8.69
"353","2019-03-27",8.7
"354","2019-03-28",8.63
"355","2019-03-29",8.84
"356","2019-04-01",8.98
"357","2019-04-02",9.1
"358","2019-04-03",9.12
"359","2019-04-04",9.07
"360","2019-04-05",9.28
"361","2019-04-08",9.16
"362","2019-04-09",9.11
"363","2019-04-10",9.16
"364","2019-04-11",9.13
"365","2019-04-12",9.27
"366","2019-04-15",8.96
"367","2019-04-16",8.98
"368","2019-04-17",9.25
"369","2019-04-18",9.05
"370","2019-04-22",9.08
"371","2019-04-23",9.06
"372","2019-04-24",8.95
"373","2019-04-25",9.02
"374","2019-04-26",8.89
"375","2019-04-29",8.88
"376","2019-04-30",8.67
"377","2019-05-01",8.55
"378","2019-05-02",8.25
"379","2019-05-03",8.3
"380","2019-05-06",8.26
"381","2019-05-07",8.09
"382","2019-05-08",8.15
"383","2019-05-09",8.16
"384","2019-05-10",8.21
"385","2019-05-13",8.14
"386","2019-05-14",7.97
"387","2019-05-15",8.14
"388","2019-05-16",8.01
"389","2019-05-17",7.85
"390","2019-05-20",7.87
"391","2019-05-21",7.9
"392","2019-05-22",7.62
"393","2019-05-23",7.35
"394","2019-05-24",7.54
"395","2019-05-28",7.34
"396","2019-05-29",7.31
"397","2019-05-30",7.24
"398","2019-05-31",7.38
"399","2019-06-03",7.53
"400","2019-06-04",7.35
"401","2019-06-05",7.24
"402","2019-06-06",7.38
"403","2019-06-07",7.38
"404","2019-06-10",7.26
"405","2019-06-11",7.4
"406","2019-06-12",7.06
"407","2019-06-13",7.07
"408","2019-06-14",7.49
"409","2019-06-17",7.54
"410","2019-06-18",8.07
"411","2019-06-19",7.91
"412","2019-06-20",8.05
"413","2019-06-21",7.9
"414","2019-06-24",7.82
"415","2019-06-25",7.87
"416","2019-06-26",8.25
"417","2019-06-27",8.3
"418","2019-06-28",8.4
"419","2019-07-01",8.56
"420","2019-07-02",8.38
"421","2019-07-03",8.52
"422","2019-07-05",8.29
"423","2019-07-08",8.2
"424","2019-07-09",8.31
"425","2019-07-10",8.13
"426","2019-07-11",7.94
"427","2019-07-12",7.84
"428","2019-07-15",7.85
"429","2019-07-16",7.77
"430","2019-07-17",7.76
"431","2019-07-18",7.81
"432","2019-07-19",7.96
"433","2019-07-22",8
"434","2019-07-23",8.09
"435","2019-07-24",8.1
"436","2019-07-25",7.89
"437","2019-07-26",7.9
"438","2019-07-29",7.81
"439","2019-07-30",7.93
"440","2019-07-31",7.91
"441","2019-08-01",7.79
"442","2019-08-02",7.76
"443","2019-08-05",6.41
"444","2019-08-06",6.27
"445","2019-08-07",6.37
"446","2019-08-08",6.15
"447","2019-08-09",6.1
"448","2019-08-12",6.27
"449","2019-08-13",6.25
"450","2019-08-14",6.05
"451","2019-08-15",6.01
"452","2019-08-16",6.3
"453","2019-08-19",6.33
"454","2019-08-20",6.46
"455","2019-08-21",6.54
"456","2019-08-22",6.43
"457","2019-08-23",6
"458","2019-08-26",5.98
"459","2019-08-27",5.95
"460","2019-08-28",5.85
"461","2019-08-29",5.85
"462","2019-08-30",5.86
"463","2019-09-03",5.78
"464","2019-09-04",6.21
"465","2019-09-05",6.23
"466","2019-09-06",6.47
"467","2019-09-09",6.68
"468","2019-09-10",6.67
"469","2019-09-11",7.03
"470","2019-09-12",6.7
"471","2019-09-13",6.79
"472","2019-09-16",7
"473","2019-09-17",6.67
"474","2019-09-18",6.67
"475","2019-09-19",6.5
"476","2019-09-20",6.6
"477","2019-09-23",6.68
"478","2019-09-24",6.34
"479","2019-09-25",6.3
"480","2019-09-26",6.05
"481","2019-09-27",6
"482","2019-09-30",5.75
"483","2019-10-01",5.5
"484","2019-10-02",5.42
"485","2019-10-03",5.47
"486","2019-10-04",5.44
"487","2019-10-07",5.51
"488","2019-10-08",5.45
"489","2019-10-09",5.48
"490","2019-10-10",6.145
"491","2019-10-11",6.39
"492","2019-10-14",6.21
"493","2019-10-15",6.36
"494","2019-10-16",6.37
"495","2019-10-17",6.51
"496","2019-10-18",6.32
"497","2019-10-21",6.49
"498","2019-10-22",6.4
"499","2019-10-23",6.39
"500","2019-10-24",6.38
"501","2019-10-25",6.34
"502","2019-10-28",6.37
"503","2019-10-29",6.34
"504","2019-10-30",6.19
"505","2019-10-31",6.16
"506","2019-11-01",6.34
"507","2019-11-04",6.45
"508","2019-11-05",6.44
"509","2019-11-06",6.27
"510","2019-11-07",6.38
"511","2019-11-08",6.395
"512","2019-11-11",6.48
"513","2019-11-12",6.63
"514","2019-11-13",6.42
"515","2019-11-14",6.37
"516","2019-11-15",6.46
"517","2019-11-18",6.475
"518","2019-11-19",6.165
"519","2019-11-20",6.22
"520","2019-11-21",6.3
"521","2019-11-22",6.35
"522","2019-11-25",6.47
"523","2019-11-26",6.42
"524","2019-11-27",6.48
"525","2019-11-29",6.45
"526","2019-12-02",6.46
"527","2019-12-03",6.47
"528","2019-12-04",6.56
"529","2019-12-05",6.31
"530","2019-12-06",6.29
"531","2019-12-09",6.26
"532","2019-12-10",6.34
"533","2019-12-11",6.39
"534","2019-12-12",6.43
"535","2019-12-13",6.43
"536","2019-12-16",6.66
"537","2019-12-17",6.76
"538","2019-12-18",6.77
"539","2019-12-19",6.78
"540","2019-12-20",6.85
"541","2019-12-23",7.02
"542","2019-12-24",7.12
"543","2019-12-26",7.14
"544","2019-12-27",6.95
"545","2019-12-30",6.97
"546","2019-12-31",7.06
"547","2020-01-02",6.95
"548","2020-01-03",6.96
"549","2020-01-06",7.08
"550","2020-01-07",7.07
"551","2020-01-08",6.825
"552","2020-01-09",6.85
"553","2020-01-10",6.7
"554","2020-01-13",6.68
"555","2020-01-14",6.73
"556","2020-01-15",6.75
"557","2020-01-16",6.9
"558","2020-01-17",6.76
"559","2020-01-21",6.63
"560","2020-01-22",6.41
"561","2020-01-23",6.23
"562","2020-01-24",6.02
"563","2020-01-27",5.695
"564","2020-01-28",5.8
"565","2020-01-29",5.66
"566","2020-01-30",5.48
"567","2020-01-31",5.5
"568","2020-02-03",4.95
"569","2020-02-04",4.765
"570","2020-02-05",4.85
"571","2020-02-06",4.74
"572","2020-02-07",4.72
"573","2020-02-10",4.54
"574","2020-02-11",4.74
"575","2020-02-12",4.73
"576","2020-02-13",4.67
"577","2020-02-14",4.54
"578","2020-02-18",4.64
"579","2020-02-19",4.64
"580","2020-02-20",4.79
"581","2020-02-21",4.61
"582","2020-02-24",4.29
"583","2020-02-25",4.07
"584","2020-02-26",4.12
"585","2020-02-27",4.02
"586","2020-02-28",3.995
"587","2020-03-02",3.72
"588","2020-03-03",3.57
"589","2020-03-04",3.66
"590","2020-03-05",3.48
"591","2020-03-06",3.54
"592","2020-03-09",2.7
"593","2020-03-10",2.7
"594","2020-03-11",2.5
"595","2020-03-12",2.28
"596","2020-03-13",2.24
"597","2020-03-16",2.38
"598","2020-03-17",2.55
"599","2020-03-18",2.02
"600","2020-03-19",2.31
"601","2020-03-20",2.23
"602","2020-03-23",2
"603","2020-03-24",1.78
"604","2020-03-25",2.34
"605","2020-03-26",2.41
"606","2020-03-27",2.06
"607","2020-03-30",2.08
"608","2020-03-31",2.15
"609","2020-04-01",2.01
"610","2020-04-02",2.47
"611","2020-04-03",2.6
"612","2020-04-06",2.43
"613","2020-04-07",2.32
"614","2020-04-08",2.37
"615","2020-04-09",2.42
"616","2020-04-13",2.4
"617","2020-04-14",2.18
"618","2020-04-15",2.22
"619","2020-04-16",2.06
"620","2020-04-17",2.14
"621","2020-04-20",2.05
"622","2020-04-21",2.15
"623","2020-04-22",2.14
"624","2020-04-23",2.13
"625","2020-04-24",2.09
"626","2020-04-27",2.22
"627","2020-04-28",2.28
"628","2020-04-29",2.55
"629","2020-04-30",2.445
"630","2020-05-01",2.23
"631","2020-05-04",2.2
"632","2020-05-05",2.27
"633","2020-05-06",2.395
"634","2020-05-07",2.51
"635","2020-05-08",2.5
"636","2020-05-11",2.49
"637","2020-05-12",2.34
"638","2020-05-13",2.17
"639","2020-05-14",2.15
"640","2020-05-15",2.25
"641","2020-05-18",2.41
"642","2020-05-19",2.36
"643","2020-05-20",2.48
"644","2020-05-21",2.78
"645","2020-05-22",2.55
"646","2020-05-26",2.58
"647","2020-05-27",2.64
"648","2020-05-28",2.55
"649","2020-05-29",2.49
"650","2020-06-01",2.56
"651","2020-06-02",2.79
"652","2020-06-03",3.01
"653","2020-06-04",2.97
"654","2020-06-05",3.59
"655","2020-06-08",3.66
"656","2020-06-09",3.59
"657","2020-06-10",3.39
"658","2020-06-11",3.02
"659","2020-06-12",3.09
"660","2020-06-15",3.31
"661","2020-06-16",3.26
"662","2020-06-17",3.06
"663","2020-06-18",3.1
"664","2020-06-19",3.07
"665","2020-06-22",3.02
"666","2020-06-23",3.05
"667","2020-06-24",2.89
"668","2020-06-25",2.985
"669","2020-06-26",3.64
"670","2020-06-29",3.1
"671","2020-06-30",3.2
"672","2020-07-01",3.18
"673","2020-07-02",3.18
"674","2020-07-06",3.18
"675","2020-07-07",3.19
"676","2020-07-08",3.16
"677","2020-07-09",3.04
"678","2020-07-10",3.18
"679","2020-07-13",3.08
"680","2020-07-14",3.13
"681","2020-07-15",3.2
"682","2020-07-16",3.13
"683","2020-07-17",3.05
"684","2020-07-20",2.84
"685","2020-07-21",2.96
"686","2020-07-22",2.93
"687","2020-07-23",2.83
"688","2020-07-24",2.74
"689","2020-07-27",2.68
"690","2020-07-28",2.65
"691","2020-07-29",2.69
"692","2020-07-30",2.67
"693","2020-07-31",2.51
"694","2020-08-03",2.5
"695","2020-08-04",2.56
"696","2020-08-05",2.7
"697","2020-08-06",2.85
"698","2020-08-07",2.91
"699","2020-08-10",2.95
"700","2020-08-11",2.98
"701","2020-08-12",2.92
"702","2020-08-13",2.9
"703","2020-08-14",2.88
"704","2020-08-17",2.76
"705","2020-08-18",2.82
"706","2020-08-19",2.81
"707","2020-08-20",2.82
"708","2020-08-21",2.82
"709","2020-08-24",2.9
"710","2020-08-25",2.95
"711","2020-08-26",2.96
"712","2020-08-27",3.01
"713","2020-08-28",3.06
"714","2020-08-31",2.81
"715","2020-09-01",2.92
"716","2020-09-02",2.8
"717","2020-09-03",2.79
"718","2020-09-04",2.74
"719","2020-09-08",2.7
"720","2020-09-09",2.72
"721","2020-09-10",2.56
"722","2020-09-11",2.73
"723","2020-09-14",2.61
"724","2020-09-15",2.64
"725","2020-09-16",2.74
"726","2020-09-17",2.78
"727","2020-09-18",2.61
"728","2020-09-21",2.44
"729","2020-09-22",2.43
"730","2020-09-23",2.32
"731","2020-09-24",2.35
"732","2020-09-25",2.35
"733","2020-09-28",2.51
"734","2020-09-29",2.56
"735","2020-09-30",2.44
"736","2020-10-01",2.45
"737","2020-10-02",2.46
"738","2020-10-05",2.46
"739","2020-10-06",2.43
"740","2020-10-07",2.48
"741","2020-10-08",2.52
"742","2020-10-09",2.58
"743","2020-10-12",2.575
"744","2020-10-13",2.58
"745","2020-10-14",2.54
"746","2020-10-15",2.63
"747","2020-10-16",2.56
"748","2020-10-19",2.48
"749","2020-10-20",2.56
"750","2020-10-21",2.48
"751","2020-10-22",2.34
"752","2020-10-23",2.38
"753","2020-10-26",2.22
"754","2020-10-27",2.18
"755","2020-10-28",2.01
"756","2020-10-29",1.905
"757","2020-10-30",1.84
"758","2020-11-02",1.88
"759","2020-11-03",1.97
"760","2020-11-04",1.97
"761","2020-11-05",2.5
"762","2020-11-06",2.22
"763","2020-11-09",2.38
"764","2020-11-10",2.47
"765","2020-11-11",2.38
"766","2020-11-12",2.11
"767","2020-11-13",2.2
"768","2020-11-16",2.25
"769","2020-11-17",2.28
"770","2020-11-18",2.3
"771","2020-11-19",2.35
"772","2020-11-20",2.34
"773","2020-11-23",2.29
"774","2020-11-24",2.57
"775","2020-11-25",2.54
"776","2020-11-27",2.5
