"","date","ADM"
"1","2007-01-03",32.060001
"2","2007-01-04",31.879999
"3","2007-01-05",31.83
"4","2007-01-08",31.99
"5","2007-01-09",31.209999
"6","2007-01-10",30.940001
"7","2007-01-11",31.68
"8","2007-01-12",30.959999
"9","2007-01-16",31.02
"10","2007-01-17",31.18
"11","2007-01-18",30.700001
"12","2007-01-19",31.42
"13","2007-01-22",31.82
"14","2007-01-23",32.630001
"15","2007-01-24",32.09
"16","2007-01-25",31.82
"17","2007-01-26",31.530001
"18","2007-01-29",31.26
"19","2007-01-30",31.48
"20","2007-01-31",32
"21","2007-02-01",35.470001
"22","2007-02-02",35.27
"23","2007-02-05",34.669998
"24","2007-02-06",34.040001
"25","2007-02-07",34.279999
"26","2007-02-08",33.869999
"27","2007-02-09",33.360001
"28","2007-02-12",33.59
"29","2007-02-13",34.950001
"30","2007-02-14",34.950001
"31","2007-02-15",35.75
"32","2007-02-16",35.880001
"33","2007-02-20",35.75
"34","2007-02-21",35.400002
"35","2007-02-22",35.23
"36","2007-02-23",35.200001
"37","2007-02-26",35.130001
"38","2007-02-27",33.869999
"39","2007-02-28",34.349998
"40","2007-03-01",34.43
"41","2007-03-02",33.75
"42","2007-03-05",32.939999
"43","2007-03-06",32.959999
"44","2007-03-07",34
"45","2007-03-08",34.810001
"46","2007-03-09",34.200001
"47","2007-03-12",34.220001
"48","2007-03-13",33.48
"49","2007-03-14",33.639999
"50","2007-03-15",33.700001
"51","2007-03-16",33.509998
"52","2007-03-19",34.23
"53","2007-03-20",35.23
"54","2007-03-21",35.880001
"55","2007-03-22",35.689999
"56","2007-03-23",35.630001
"57","2007-03-26",35.900002
"58","2007-03-27",35.93
"59","2007-03-28",36.84
"60","2007-03-29",36.759998
"61","2007-03-30",36.700001
"62","2007-04-02",36.91
"63","2007-04-03",37.220001
"64","2007-04-04",36.82
"65","2007-04-05",37.02
"66","2007-04-09",37.740002
"67","2007-04-10",38.02
"68","2007-04-11",37.41
"69","2007-04-12",37.509998
"70","2007-04-13",38.009998
"71","2007-04-16",38.049999
"72","2007-04-17",37.869999
"73","2007-04-18",37.490002
"74","2007-04-19",37.310001
"75","2007-04-20",38.549999
"76","2007-04-23",38.959999
"77","2007-04-24",39.310001
"78","2007-04-25",39.52
"79","2007-04-26",39.029999
"80","2007-04-27",39.009998
"81","2007-04-30",38.700001
"82","2007-05-01",36.599998
"83","2007-05-02",36.619999
"84","2007-05-03",36.139999
"85","2007-05-04",36.060001
"86","2007-05-07",36.209999
"87","2007-05-08",35.369999
"88","2007-05-09",35.740002
"89","2007-05-10",35.5
"90","2007-05-11",35.869999
"91","2007-05-14",35.740002
"92","2007-05-15",36.099998
"93","2007-05-16",36.689999
"94","2007-05-17",36.639999
"95","2007-05-18",36.900002
"96","2007-05-21",36.799999
"97","2007-05-22",36.48
"98","2007-05-23",35.939999
"99","2007-05-24",35.07
"100","2007-05-25",35.32
"101","2007-05-29",35.209999
"102","2007-05-30",35.610001
"103","2007-05-31",35.040001
"104","2007-06-01",34.59
"105","2007-06-04",34.470001
"106","2007-06-05",34.490002
"107","2007-06-06",34.099998
"108","2007-06-07",33.700001
"109","2007-06-08",34.540001
"110","2007-06-11",34.380001
"111","2007-06-12",34.279999
"112","2007-06-13",34.549999
"113","2007-06-14",34.470001
"114","2007-06-15",34.57
"115","2007-06-18",34.75
"116","2007-06-19",34.130001
"117","2007-06-20",33.48
"118","2007-06-21",33.830002
"119","2007-06-22",33.48
"120","2007-06-25",33.040001
"121","2007-06-26",32.759998
"122","2007-06-27",32.27
"123","2007-06-28",32.349998
"124","2007-06-29",33.09
"125","2007-07-02",34.209999
"126","2007-07-03",34.259998
"127","2007-07-05",34.220001
"128","2007-07-06",35.139999
"129","2007-07-09",36.150002
"130","2007-07-10",35.790001
"131","2007-07-11",35.93
"132","2007-07-12",36.349998
"133","2007-07-13",36.599998
"134","2007-07-16",36.48
"135","2007-07-17",36.060001
"136","2007-07-18",36.009998
"137","2007-07-19",36.419998
"138","2007-07-20",36.060001
"139","2007-07-23",36.73
"140","2007-07-24",36.139999
"141","2007-07-25",35.990002
"142","2007-07-26",34.700001
"143","2007-07-27",34.049999
"144","2007-07-30",34.169998
"145","2007-07-31",33.599998
"146","2007-08-01",34.02
"147","2007-08-02",34.369999
"148","2007-08-03",33.459999
"149","2007-08-06",34.52
"150","2007-08-07",34.669998
"151","2007-08-08",35.189999
"152","2007-08-09",35.18
"153","2007-08-10",34.43
"154","2007-08-13",33.880001
"155","2007-08-14",33.150002
"156","2007-08-15",32.919998
"157","2007-08-16",32.25
"158","2007-08-17",32.650002
"159","2007-08-20",32.450001
"160","2007-08-21",32.349998
"161","2007-08-22",32.470001
"162","2007-08-23",32.860001
"163","2007-08-24",33.080002
"164","2007-08-27",32.73
"165","2007-08-28",32.09
"166","2007-08-29",32.91
"167","2007-08-30",33.59
"168","2007-08-31",33.700001
"169","2007-09-04",33.799999
"170","2007-09-05",33.040001
"171","2007-09-06",33.150002
"172","2007-09-07",32.709999
"173","2007-09-10",32.540001
"174","2007-09-11",32.700001
"175","2007-09-12",32.630001
"176","2007-09-13",32.830002
"177","2007-09-14",32.360001
"178","2007-09-17",32.23
"179","2007-09-18",32.450001
"180","2007-09-19",33.049999
"181","2007-09-20",32.669998
"182","2007-09-21",33.119999
"183","2007-09-24",32.700001
"184","2007-09-25",32.799999
"185","2007-09-26",33.360001
"186","2007-09-27",33.650002
"187","2007-09-28",33.080002
"188","2007-10-01",33.169998
"189","2007-10-02",33.240002
"190","2007-10-03",32.700001
"191","2007-10-04",32.830002
"192","2007-10-05",33.110001
"193","2007-10-08",32.869999
"194","2007-10-09",33.529999
"195","2007-10-10",33.93
"196","2007-10-11",34.900002
"197","2007-10-12",35.48
"198","2007-10-15",34.91
"199","2007-10-16",34.849998
"200","2007-10-17",35.349998
"201","2007-10-18",35.5
"202","2007-10-19",34.900002
"203","2007-10-22",34.959999
"204","2007-10-23",35.009998
"205","2007-10-24",34.32
"206","2007-10-25",34.709999
"207","2007-10-26",35.060001
"208","2007-10-29",35.66
"209","2007-10-30",35.380001
"210","2007-10-31",35.779999
"211","2007-11-01",35
"212","2007-11-02",34.84
"213","2007-11-05",34.52
"214","2007-11-06",36.889999
"215","2007-11-07",36.470001
"216","2007-11-08",37.259998
"217","2007-11-09",36.93
"218","2007-11-12",36.099998
"219","2007-11-13",37.369999
"220","2007-11-14",37.75
"221","2007-11-15",37.029999
"222","2007-11-16",37.889999
"223","2007-11-19",36.389999
"224","2007-11-20",36.41
"225","2007-11-21",35.130001
"226","2007-11-23",35.59
"227","2007-11-26",35.43
"228","2007-11-27",35.700001
"229","2007-11-28",35.970001
"230","2007-11-29",36.16
"231","2007-11-30",36.349998
"232","2007-12-03",36.099998
"233","2007-12-04",37.029999
"234","2007-12-05",36.830002
"235","2007-12-06",37.880001
"236","2007-12-07",38.549999
"237","2007-12-10",38.610001
"238","2007-12-11",37.27
"239","2007-12-12",38.73
"240","2007-12-13",38.290001
"241","2007-12-14",39.07
"242","2007-12-17",39.75
"243","2007-12-18",40.18
"244","2007-12-19",41.380001
"245","2007-12-20",43.290001
"246","2007-12-21",44.27
"247","2007-12-24",44.990002
"248","2007-12-26",45.75
"249","2007-12-27",46.040001
"250","2007-12-28",47.09
