"","date","HRTG"
"1","2014-05-23",11.5
"2","2014-05-27",11.92
"3","2014-05-28",12
"4","2014-05-29",12.37
"5","2014-05-30",12.43
"6","2014-06-02",12.55
"7","2014-06-03",12.69
"8","2014-06-04",12.95
"9","2014-06-05",13.23
"10","2014-06-06",13.69
"11","2014-06-09",13.97
"12","2014-06-10",13.54
"13","2014-06-11",14.03
"14","2014-06-12",14.13
"15","2014-06-13",14.22
"16","2014-06-16",14.41
"17","2014-06-17",14.59
"18","2014-06-18",15.02
"19","2014-06-19",15.07
"20","2014-06-20",15.25
"21","2014-06-23",15.18
"22","2014-06-24",15
"23","2014-06-25",14.99
"24","2014-06-26",14.99
"25","2014-06-27",14.6
"26","2014-06-30",15.21
"27","2014-07-01",15.3
"28","2014-07-02",14.96
"29","2014-07-03",14.96
"30","2014-07-07",14.89
"31","2014-07-08",15.09
"32","2014-07-09",14.94
"33","2014-07-10",14.78
"34","2014-07-11",14.69
"35","2014-07-14",14.65
"36","2014-07-15",14.3
"37","2014-07-16",14.85
"38","2014-07-17",14.66
"39","2014-07-18",15.01
"40","2014-07-21",15.17
"41","2014-07-22",14.84
"42","2014-07-23",15.24
"43","2014-07-24",15.09
"44","2014-07-25",14.98
"45","2014-07-28",14.74
"46","2014-07-29",14.77
"47","2014-07-30",14.57
"48","2014-07-31",14.13
"49","2014-08-01",14.18
"50","2014-08-04",14.6
"51","2014-08-05",14.15
"52","2014-08-06",14.94
"53","2014-08-07",14.45
"54","2014-08-08",14.41
"55","2014-08-11",14.74
"56","2014-08-12",14.76
"57","2014-08-13",14.94
"58","2014-08-14",14.86
"59","2014-08-15",14.87
"60","2014-08-18",14.92
"61","2014-08-19",14.96
"62","2014-08-20",14.89
"63","2014-08-21",14.8
"64","2014-08-22",15.01
"65","2014-08-25",15.3
"66","2014-08-26",15.1
"67","2014-08-27",14.67
"68","2014-08-28",14.78
"69","2014-08-29",14.95
"70","2014-09-02",15.01
"71","2014-09-03",14.67
"72","2014-09-04",14.54
"73","2014-09-05",14.94
"74","2014-09-08",14.85
"75","2014-09-09",14.76
"76","2014-09-10",14.82
"77","2014-09-11",14.82
"78","2014-09-12",14.86
"79","2014-09-15",14.84
"80","2014-09-16",14.58
"81","2014-09-17",14.56
"82","2014-09-18",14.62
"83","2014-09-19",14.24
"84","2014-09-22",14.35
"85","2014-09-23",14.08
"86","2014-09-24",14.02
"87","2014-09-25",13.86
"88","2014-09-26",13.67
"89","2014-09-29",14.35
"90","2014-09-30",15.06
"91","2014-10-01",15.1
"92","2014-10-02",15.18
"93","2014-10-03",15.03
"94","2014-10-06",14.96
"95","2014-10-07",14.68
"96","2014-10-08",14.66
"97","2014-10-09",14.5
"98","2014-10-10",14.25
"99","2014-10-13",14.58
"100","2014-10-14",14.46
"101","2014-10-15",15.22
"102","2014-10-16",15.04
"103","2014-10-17",15.01
"104","2014-10-20",14.98
"105","2014-10-21",15.64
"106","2014-10-22",15.36
"107","2014-10-23",15.47
"108","2014-10-24",15.82
"109","2014-10-27",17
"110","2014-10-28",17.5
"111","2014-10-29",17.59
"112","2014-10-30",17.77
"113","2014-10-31",17.76
"114","2014-11-03",17.629999
"115","2014-11-04",17.790001
"116","2014-11-05",18.58
"117","2014-11-06",17.84
"118","2014-11-07",17.82
"119","2014-11-10",18.120001
"120","2014-11-11",18.24
"121","2014-11-12",17.969999
"122","2014-11-13",17.15
"123","2014-11-14",17.209999
"124","2014-11-17",16.76
"125","2014-11-18",16.52
"126","2014-11-19",16.93
"127","2014-11-20",17.51
"128","2014-11-21",17.110001
"129","2014-11-24",16.84
"130","2014-11-25",16.950001
"131","2014-11-26",17.57
"132","2014-11-28",17.35
"133","2014-12-01",17.049999
"134","2014-12-02",16.889999
"135","2014-12-03",17.08
"136","2014-12-04",17.280001
"137","2014-12-05",17.32
"138","2014-12-08",18.379999
"139","2014-12-09",19.209999
"140","2014-12-10",18.440001
"141","2014-12-11",18.459999
"142","2014-12-12",18.57
"143","2014-12-15",18.25
"144","2014-12-16",18.58
"145","2014-12-17",18.91
"146","2014-12-18",19.040001
"147","2014-12-19",19.01
"148","2014-12-22",19.540001
"149","2014-12-23",19.74
"150","2014-12-24",19.34
"151","2014-12-26",19.639999
"152","2014-12-29",19.32
"153","2014-12-30",19.4
"154","2014-12-31",19.43
"155","2015-01-02",19.59
"156","2015-01-05",19.139999
"157","2015-01-06",19
"158","2015-01-07",19.27
"159","2015-01-08",19.35
"160","2015-01-09",19.15
"161","2015-01-12",18.93
"162","2015-01-13",18.879999
"163","2015-01-14",18.74
"164","2015-01-15",18.75
"165","2015-01-16",18.950001
"166","2015-01-20",18.790001
"167","2015-01-21",18.82
"168","2015-01-22",19.059999
"169","2015-01-23",18.969999
"170","2015-01-26",19.1
"171","2015-01-27",19.040001
"172","2015-01-28",19.02
"173","2015-01-29",19.110001
"174","2015-01-30",19.01
"175","2015-02-02",19.32
"176","2015-02-03",19.66
"177","2015-02-04",19.58
"178","2015-02-05",19.85
"179","2015-02-06",19.99
"180","2015-02-09",19.98
"181","2015-02-10",20.01
"182","2015-02-11",19.969999
"183","2015-02-12",20.09
"184","2015-02-13",19.93
"185","2015-02-17",19.959999
"186","2015-02-18",19.85
"187","2015-02-19",19.879999
"188","2015-02-20",19.76
"189","2015-02-23",19.940001
"190","2015-02-24",19.99
"191","2015-02-25",19.940001
"192","2015-02-26",19.98
"193","2015-02-27",19.9
"194","2015-03-02",20
"195","2015-03-03",20.059999
"196","2015-03-04",20
"197","2015-03-05",21.26
"198","2015-03-06",22.66
"199","2015-03-09",22.360001
"200","2015-03-10",22.23
"201","2015-03-11",22.75
"202","2015-03-12",22.24
"203","2015-03-13",21.969999
"204","2015-03-16",22.17
"205","2015-03-17",21.93
"206","2015-03-18",21.77
"207","2015-03-19",21.68
"208","2015-03-20",21.65
"209","2015-03-23",21.25
"210","2015-03-24",21.75
"211","2015-03-25",22.32
"212","2015-03-26",21.610001
"213","2015-03-27",21.27
"214","2015-03-30",21.860001
"215","2015-03-31",22.01
"216","2015-04-01",22.139999
"217","2015-04-02",21.639999
"218","2015-04-06",21.52
"219","2015-04-07",21.85
"220","2015-04-08",21.66
"221","2015-04-09",21.549999
"222","2015-04-10",21.41
"223","2015-04-13",21.969999
"224","2015-04-14",21.959999
"225","2015-04-15",21.969999
"226","2015-04-16",21.530001
"227","2015-04-17",21.129999
"228","2015-04-20",21.1
"229","2015-04-21",20.870001
"230","2015-04-22",20.940001
"231","2015-04-23",20.51
"232","2015-04-24",21.01
"233","2015-04-27",20.52
"234","2015-04-28",20.9
"235","2015-04-29",20.799999
"236","2015-04-30",20.049999
"237","2015-05-01",20.540001
"238","2015-05-04",20.469999
"239","2015-05-05",20.959999
"240","2015-05-06",21.309999
"241","2015-05-07",21.25
"242","2015-05-08",20.719999
"243","2015-05-11",21.049999
"244","2015-05-12",20.709999
"245","2015-05-13",20.76
"246","2015-05-14",21.25
"247","2015-05-15",20.719999
"248","2015-05-18",20.790001
"249","2015-05-19",20.690001
"250","2015-05-20",20.76
"251","2015-05-21",20.709999
"252","2015-05-22",20.559999
"253","2015-05-26",20.549999
"254","2015-05-27",21
"255","2015-05-28",20.91
"256","2015-05-29",21
"257","2015-06-01",21.15
"258","2015-06-02",21.33
"259","2015-06-03",21.9
"260","2015-06-04",21.98
"261","2015-06-05",22
"262","2015-06-08",22.15
"263","2015-06-09",22
"264","2015-06-10",22.07
"265","2015-06-11",22.34
"266","2015-06-12",22.290001
"267","2015-06-15",22.5
"268","2015-06-16",22.48
"269","2015-06-17",22.34
"270","2015-06-18",22.469999
"271","2015-06-19",22.360001
"272","2015-06-22",22.17
"273","2015-06-23",22.5
"274","2015-06-24",22.49
"275","2015-06-25",22.5
"276","2015-06-26",22.32
"277","2015-06-29",22.67
"278","2015-06-30",22.99
"279","2015-07-01",24.709999
"280","2015-07-02",24.610001
"281","2015-07-06",25.469999
"282","2015-07-07",24.91
"283","2015-07-08",24.799999
"284","2015-07-09",24.879999
"285","2015-07-10",25.07
"286","2015-07-13",25.190001
"287","2015-07-14",25.719999
"288","2015-07-15",26.030001
"289","2015-07-16",27.09
"290","2015-07-17",27.110001
"291","2015-07-20",24.940001
"292","2015-07-21",25.200001
"293","2015-07-22",25.809999
"294","2015-07-23",25.24
"295","2015-07-24",24.93
"296","2015-07-27",24.77
"297","2015-07-28",24.379999
"298","2015-07-29",24.309999
"299","2015-07-30",24.629999
"300","2015-07-31",24.719999
"301","2015-08-03",24.969999
"302","2015-08-04",24.32
"303","2015-08-05",25.030001
"304","2015-08-06",21.049999
"305","2015-08-07",20.27
"306","2015-08-10",18.809999
"307","2015-08-11",20.02
"308","2015-08-12",19.48
"309","2015-08-13",19.190001
"310","2015-08-14",19.129999
"311","2015-08-17",19.540001
"312","2015-08-18",19.129999
"313","2015-08-19",19.35
"314","2015-08-20",19.049999
"315","2015-08-21",18.360001
"316","2015-08-24",17.440001
"317","2015-08-25",17.700001
"318","2015-08-26",18.389999
"319","2015-08-27",18.15
"320","2015-08-28",17.629999
"321","2015-08-31",17.57
"322","2015-09-01",17.77
"323","2015-09-02",17.5
"324","2015-09-03",17.120001
"325","2015-09-04",17.33
"326","2015-09-08",17.4
"327","2015-09-09",17.719999
"328","2015-09-10",17.92
"329","2015-09-11",18.370001
"330","2015-09-14",18.74
"331","2015-09-15",19.530001
"332","2015-09-16",19.110001
"333","2015-09-17",19.57
"334","2015-09-18",19.73
"335","2015-09-21",19.98
"336","2015-09-22",19.280001
"337","2015-09-23",19.25
"338","2015-09-24",19.35
"339","2015-09-25",18.639999
"340","2015-09-28",18.25
"341","2015-09-29",19.01
"342","2015-09-30",19.73
"343","2015-10-01",19.610001
"344","2015-10-02",19.4
"345","2015-10-05",20.469999
"346","2015-10-06",20.17
"347","2015-10-07",20.67
"348","2015-10-08",20.83
"349","2015-10-09",20.959999
"350","2015-10-12",21.33
"351","2015-10-13",20.799999
"352","2015-10-14",20.309999
"353","2015-10-15",20.799999
"354","2015-10-16",20.99
"355","2015-10-19",21.09
"356","2015-10-20",22.5
"357","2015-10-21",22.57
"358","2015-10-22",22.690001
"359","2015-10-23",22.540001
"360","2015-10-26",22.68
"361","2015-10-27",22.290001
"362","2015-10-28",22.889999
"363","2015-10-29",22.889999
"364","2015-10-30",22.120001
"365","2015-11-02",22.77
"366","2015-11-03",22.51
"367","2015-11-04",21.4
"368","2015-11-05",23.610001
"369","2015-11-06",24.49
"370","2015-11-09",23.92
"371","2015-11-10",23.709999
"372","2015-11-11",23.52
"373","2015-11-12",23.1
"374","2015-11-13",22.950001
"375","2015-11-16",23
"376","2015-11-17",22.809999
"377","2015-11-18",23.190001
"378","2015-11-19",22.07
"379","2015-11-20",21.790001
"380","2015-11-23",23.190001
"381","2015-11-24",22.940001
"382","2015-11-25",23.01
"383","2015-11-27",22.690001
"384","2015-11-30",22.459999
"385","2015-12-01",22.690001
"386","2015-12-02",22.82
"387","2015-12-03",22.57
"388","2015-12-04",23.02
"389","2015-12-07",22.809999
"390","2015-12-08",22.610001
"391","2015-12-09",21.76
"392","2015-12-10",21.57
"393","2015-12-11",21.18
"394","2015-12-14",21.530001
"395","2015-12-15",21.370001
"396","2015-12-16",21.610001
"397","2015-12-17",21.459999
"398","2015-12-18",21.49
"399","2015-12-21",21.530001
"400","2015-12-22",21.780001
"401","2015-12-23",21.969999
"402","2015-12-24",22.280001
"403","2015-12-28",22.129999
"404","2015-12-29",22.41
"405","2015-12-30",22.1
"406","2015-12-31",21.82
"407","2016-01-04",20.889999
"408","2016-01-05",20.969999
"409","2016-01-06",20.76
"410","2016-01-07",20.01
"411","2016-01-08",19.41
"412","2016-01-11",19.66
"413","2016-01-12",19.91
"414","2016-01-13",19.299999
"415","2016-01-14",19.549999
"416","2016-01-15",18.780001
"417","2016-01-19",19.049999
"418","2016-01-20",18.959999
"419","2016-01-21",18.879999
"420","2016-01-22",18.9
"421","2016-01-25",18.719999
"422","2016-01-26",18.889999
"423","2016-01-27",18.82
"424","2016-01-28",19.030001
"425","2016-01-29",19.82
"426","2016-02-01",19.690001
"427","2016-02-02",19.459999
"428","2016-02-03",19.16
"429","2016-02-04",18.84
"430","2016-02-05",18.76
"431","2016-02-08",19.110001
"432","2016-02-09",18.799999
"433","2016-02-10",19.48
"434","2016-02-11",18.870001
"435","2016-02-12",19.290001
"436","2016-02-16",19.5
"437","2016-02-17",19.780001
"438","2016-02-18",19.77
"439","2016-02-19",19.68
"440","2016-02-22",19.629999
"441","2016-02-23",19.34
"442","2016-02-24",19.540001
"443","2016-02-25",19.66
"444","2016-02-26",19.83
"445","2016-02-29",19.52
"446","2016-03-01",19.76
"447","2016-03-02",19.799999
"448","2016-03-03",17.440001
"449","2016-03-04",16.35
"450","2016-03-07",15.59
"451","2016-03-08",15.52
"452","2016-03-09",15.7
"453","2016-03-10",15.66
"454","2016-03-11",15.7
"455","2016-03-14",15.44
"456","2016-03-15",14.89
"457","2016-03-16",15.13
"458","2016-03-17",15.75
"459","2016-03-18",15.99
"460","2016-03-21",15.98
"461","2016-03-22",15.99
"462","2016-03-23",15.64
"463","2016-03-24",15.45
"464","2016-03-28",15.78
"465","2016-03-29",15.61
"466","2016-03-30",15.86
"467","2016-03-31",15.97
"468","2016-04-01",15.83
"469","2016-04-04",15.42
"470","2016-04-05",14.78
"471","2016-04-06",14.45
"472","2016-04-07",14.87
"473","2016-04-08",14.17
"474","2016-04-11",13.68
"475","2016-04-12",13.79
"476","2016-04-13",14.2
"477","2016-04-14",14.09
"478","2016-04-15",13.75
"479","2016-04-18",13.5
"480","2016-04-19",13.58
"481","2016-04-20",13.59
"482","2016-04-21",13.49
"483","2016-04-22",13.7
"484","2016-04-25",13.49
"485","2016-04-26",13.48
"486","2016-04-27",12.99
"487","2016-04-28",12.94
"488","2016-04-29",13.29
"489","2016-05-02",13.28
"490","2016-05-03",13.3
"491","2016-05-04",13
"492","2016-05-05",12.96
"493","2016-05-06",13.07
"494","2016-05-09",13.46
"495","2016-05-10",13.55
"496","2016-05-11",13.29
"497","2016-05-12",14.17
"498","2016-05-13",13.81
"499","2016-05-16",13.69
"500","2016-05-17",13.55
"501","2016-05-18",13.77
"502","2016-05-19",13.08
"503","2016-05-20",13.63
"504","2016-05-23",13.41
"505","2016-05-24",13.89
"506","2016-05-25",13.49
"507","2016-05-26",13.39
"508","2016-05-27",13.44
"509","2016-05-31",13.16
"510","2016-06-01",13.52
"511","2016-06-02",13.52
"512","2016-06-03",13.32
"513","2016-06-06",13.24
"514","2016-06-07",13.02
"515","2016-06-08",12.94
"516","2016-06-09",13.15
"517","2016-06-10",12.85
"518","2016-06-13",12.42
"519","2016-06-14",12.49
"520","2016-06-15",12.25
"521","2016-06-16",12.8
"522","2016-06-17",12.64
"523","2016-06-20",12.61
"524","2016-06-21",12.69
"525","2016-06-22",12.38
"526","2016-06-23",12.62
"527","2016-06-24",12.06
"528","2016-06-27",11.64
"529","2016-06-28",11.66
"530","2016-06-29",11.82
"531","2016-06-30",11.97
"532","2016-07-01",11.97
"533","2016-07-05",11.57
"534","2016-07-06",11.62
"535","2016-07-07",11.68
"536","2016-07-08",12.05
"537","2016-07-11",12.1
"538","2016-07-12",12.21
"539","2016-07-13",12.21
"540","2016-07-14",12.53
"541","2016-07-15",12.53
"542","2016-07-18",12.33
"543","2016-07-19",12.36
"544","2016-07-20",12.33
"545","2016-07-21",12.22
"546","2016-07-22",12.78
"547","2016-07-25",12.44
"548","2016-07-26",12.4
"549","2016-07-27",12.48
"550","2016-07-28",12.39
"551","2016-07-29",12.39
"552","2016-08-01",12.35
"553","2016-08-02",12.25
"554","2016-08-03",12.39
"555","2016-08-04",13.94
"556","2016-08-05",13.7
"557","2016-08-08",13.55
"558","2016-08-09",13.68
"559","2016-08-10",13.3
"560","2016-08-11",13.23
"561","2016-08-12",13.05
"562","2016-08-15",12.94
"563","2016-08-16",12.82
"564","2016-08-17",12.72
"565","2016-08-18",12.86
"566","2016-08-19",12.83
"567","2016-08-22",12.98
"568","2016-08-23",13.02
"569","2016-08-24",13.1
"570","2016-08-25",13.24
"571","2016-08-26",13.68
"572","2016-08-29",13.83
"573","2016-08-30",13.82
"574","2016-08-31",13.72
"575","2016-09-01",13.67
"576","2016-09-02",13.94
"577","2016-09-06",14.26
"578","2016-09-07",14.7
"579","2016-09-08",14.69
"580","2016-09-09",14.02
"581","2016-09-12",14.05
"582","2016-09-13",13.43
"583","2016-09-14",13.33
"584","2016-09-15",13.46
"585","2016-09-16",13.45
"586","2016-09-19",13.57
"587","2016-09-20",13.62
"588","2016-09-21",13.8
"589","2016-09-22",14.38
"590","2016-09-23",14.48
"591","2016-09-26",14.19
"592","2016-09-27",14.21
"593","2016-09-28",14.29
"594","2016-09-29",14.31
"595","2016-09-30",14.41
"596","2016-10-03",14.17
"597","2016-10-04",14.01
"598","2016-10-05",13.83
"599","2016-10-06",12.46
"600","2016-10-07",13.2
"601","2016-10-10",12.73
"602","2016-10-11",12.2
"603","2016-10-12",12.6
"604","2016-10-13",12.33
"605","2016-10-14",12.63
"606","2016-10-17",12.5
"607","2016-10-18",12.33
"608","2016-10-19",12.37
"609","2016-10-20",12.16
"610","2016-10-21",11.98
"611","2016-10-24",12.12
"612","2016-10-25",11.83
"613","2016-10-26",11.8
"614","2016-10-27",11.63
"615","2016-10-28",11.68
"616","2016-10-31",11.79
"617","2016-11-01",11.75
"618","2016-11-02",11.85
"619","2016-11-03",11.66
"620","2016-11-04",11.44
"621","2016-11-07",11.6
"622","2016-11-08",11.57
"623","2016-11-09",12.94
"624","2016-11-10",13.29
"625","2016-11-11",13.9
"626","2016-11-14",14.2
"627","2016-11-15",14.02
"628","2016-11-16",14.43
"629","2016-11-17",14.69
"630","2016-11-18",14.99
"631","2016-11-21",15.06
"632","2016-11-22",15.4
"633","2016-11-23",15.31
"634","2016-11-25",15.46
"635","2016-11-28",15.1
"636","2016-11-29",14.91
"637","2016-11-30",14.43
"638","2016-12-01",14.77
"639","2016-12-02",14.39
"640","2016-12-05",14.66
"641","2016-12-06",14.98
"642","2016-12-07",15.34
"643","2016-12-08",15.63
"644","2016-12-09",15.87
"645","2016-12-12",16.049999
"646","2016-12-13",15.75
"647","2016-12-14",15.63
"648","2016-12-15",15.66
"649","2016-12-16",15.49
"650","2016-12-19",15.83
"651","2016-12-20",16.200001
"652","2016-12-21",16.07
"653","2016-12-22",15.91
"654","2016-12-23",15.9
"655","2016-12-27",15.58
"656","2016-12-28",15.78
"657","2016-12-29",15.76
"658","2016-12-30",15.67
"659","2017-01-03",15.99
"660","2017-01-04",16.08
"661","2017-01-05",15.79
"662","2017-01-06",15.77
"663","2017-01-09",15.59
"664","2017-01-10",15.72
"665","2017-01-11",15.75
"666","2017-01-12",15.54
"667","2017-01-13",15.53
"668","2017-01-17",15.19
"669","2017-01-18",15.26
"670","2017-01-19",15.02
"671","2017-01-20",14.92
"672","2017-01-23",14.69
"673","2017-01-24",14.8
"674","2017-01-25",14.99
"675","2017-01-26",14.45
"676","2017-01-27",14.32
"677","2017-01-30",14.05
"678","2017-01-31",14.18
"679","2017-02-01",14.37
"680","2017-02-02",14.24
"681","2017-02-03",14.36
"682","2017-02-06",14.25
"683","2017-02-07",13.92
"684","2017-02-08",13.65
"685","2017-02-09",14.07
"686","2017-02-10",14.3
"687","2017-02-13",14.7
"688","2017-02-14",14.99
"689","2017-02-15",14.96
"690","2017-02-16",14.78
"691","2017-02-17",14.69
"692","2017-02-21",14.52
"693","2017-02-22",14.75
"694","2017-02-23",14.72
"695","2017-02-24",14.72
"696","2017-02-27",14.74
"697","2017-02-28",14.76
"698","2017-03-01",15.37
"699","2017-03-02",15.23
"700","2017-03-03",15.17
"701","2017-03-06",15.1
"702","2017-03-07",14.99
"703","2017-03-08",14.93
"704","2017-03-09",14.38
"705","2017-03-10",14.56
"706","2017-03-13",14.02
"707","2017-03-14",14.15
"708","2017-03-15",14.14
"709","2017-03-16",12.89
"710","2017-03-17",12.34
"711","2017-03-20",12.45
"712","2017-03-21",12.37
"713","2017-03-22",12.32
"714","2017-03-23",12.42
"715","2017-03-24",12.35
"716","2017-03-27",12.36
"717","2017-03-28",12.63
"718","2017-03-29",12.61
"719","2017-03-30",12.73
"720","2017-03-31",12.77
"721","2017-04-03",12.71
"722","2017-04-04",12.7
"723","2017-04-05",12.36
"724","2017-04-06",12.4
"725","2017-04-07",12.48
"726","2017-04-10",12.1
"727","2017-04-11",11.95
"728","2017-04-12",11.58
"729","2017-04-13",11.41
"730","2017-04-17",11.59
"731","2017-04-18",11.54
"732","2017-04-19",11.56
"733","2017-04-20",11.6
"734","2017-04-21",11.6
"735","2017-04-24",11.66
"736","2017-04-25",11.75
"737","2017-04-26",12.44
"738","2017-04-27",12.32
"739","2017-04-28",12.1
"740","2017-05-01",12.25
"741","2017-05-02",12.19
"742","2017-05-03",12.2
"743","2017-05-04",13.15
"744","2017-05-05",12.06
"745","2017-05-08",12.62
"746","2017-05-09",12.94
"747","2017-05-10",12.47
"748","2017-05-11",12.74
"749","2017-05-12",12.48
"750","2017-05-15",12.63
"751","2017-05-16",12.38
"752","2017-05-17",12.23
"753","2017-05-18",12.27
"754","2017-05-19",12.22
"755","2017-05-22",12.31
"756","2017-05-23",12.35
"757","2017-05-24",12.42
"758","2017-05-25",12.51
"759","2017-05-26",12.77
"760","2017-05-30",12.57
"761","2017-05-31",12.74
"762","2017-06-01",13
"763","2017-06-02",13.08
"764","2017-06-05",12.75
"765","2017-06-06",12.73
"766","2017-06-07",12.53
"767","2017-06-08",13.11
"768","2017-06-09",13.64
"769","2017-06-12",13.51
"770","2017-06-13",13.19
"771","2017-06-14",13.15
"772","2017-06-15",13.26
"773","2017-06-16",13.29
"774","2017-06-19",13.04
"775","2017-06-20",12.88
"776","2017-06-21",12.64
"777","2017-06-22",12.96
"778","2017-06-23",12.92
"779","2017-06-26",12.92
"780","2017-06-27",12.8
"781","2017-06-28",12.89
"782","2017-06-29",13.03
"783","2017-06-30",13.02
"784","2017-07-03",13.25
"785","2017-07-05",12.82
"786","2017-07-06",12.61
"787","2017-07-07",12.61
"788","2017-07-10",12.39
"789","2017-07-11",12.4
"790","2017-07-12",12.24
"791","2017-07-13",12.06
"792","2017-07-14",12.19
"793","2017-07-17",12.22
"794","2017-07-18",12.15
"795","2017-07-19",12.27
"796","2017-07-20",12.38
"797","2017-07-21",12.38
"798","2017-07-24",12.23
"799","2017-07-25",12.36
"800","2017-07-26",12.22
"801","2017-07-27",12.17
"802","2017-07-28",12.25
"803","2017-07-31",12.61
"804","2017-08-01",12.49
"805","2017-08-02",12.31
"806","2017-08-03",12.17
"807","2017-08-04",12.43
"808","2017-08-07",12.54
"809","2017-08-08",12.85
"810","2017-08-09",13.31
"811","2017-08-10",11.26
"812","2017-08-11",11.53
"813","2017-08-14",11.73
"814","2017-08-15",11.66
"815","2017-08-16",11.69
"816","2017-08-17",11.56
"817","2017-08-18",11.85
"818","2017-08-21",11.67
"819","2017-08-22",11.42
"820","2017-08-23",11.28
"821","2017-08-24",11.39
"822","2017-08-25",11.46
"823","2017-08-28",11.44
"824","2017-08-29",11.49
"825","2017-08-30",11.54
"826","2017-08-31",11.38
"827","2017-09-01",11.26
"828","2017-09-05",9.35
"829","2017-09-06",10.02
"830","2017-09-07",9.48
"831","2017-09-08",9.37
"832","2017-09-11",11.39
"833","2017-09-12",12.04
"834","2017-09-13",12.99
"835","2017-09-14",12.76
"836","2017-09-15",12.87
"837","2017-09-18",12.55
"838","2017-09-19",11.83
"839","2017-09-20",11.81
"840","2017-09-21",11.75
"841","2017-09-22",12.25
"842","2017-09-25",12.87
"843","2017-09-26",12.79
"844","2017-09-27",12.99
"845","2017-09-28",13.16
"846","2017-09-29",13.21
"847","2017-10-02",14
