"","date","NSSC"
"325","2008-04-17",4.94
"326","2008-04-18",5
"327","2008-04-21",4.93
"328","2008-04-22",4.88
"329","2008-04-23",4.85
"330","2008-04-24",4.85
"331","2008-04-25",4.81
"332","2008-04-28",4.67
"333","2008-04-29",4.63
"334","2008-04-30",4.72
"335","2008-05-01",4.7
"336","2008-05-02",4.77
"337","2008-05-05",4.79
"338","2008-05-06",4.86
"339","2008-05-07",4.85
"340","2008-05-08",4.87
"341","2008-05-09",4.87
"342","2008-05-12",4.84
"343","2008-05-13",4.9
"344","2008-05-14",4.86
"345","2008-05-15",4.84
"346","2008-05-16",4.67
"347","2008-05-19",4.69
"348","2008-05-20",4.69
"349","2008-05-21",4.64
"350","2008-05-22",4.69
"351","2008-05-23",4.68
"352","2008-05-27",4.56
"353","2008-05-28",4.59
"354","2008-05-29",4.58
"355","2008-05-30",4.6
"356","2008-06-02",4.7
"357","2008-06-03",4.45
"358","2008-06-04",4.5
"359","2008-06-05",4.61
"360","2008-06-06",4.6
"361","2008-06-09",4.59
"362","2008-06-10",4.63
"363","2008-06-11",4.6
"364","2008-06-12",4.66
"365","2008-06-13",4.65
"366","2008-06-16",4.54
"367","2008-06-17",4.6
"368","2008-06-18",4.5
"369","2008-06-19",4.61
"370","2008-06-20",4.55
"371","2008-06-23",4.5
"372","2008-06-24",4.5
"373","2008-06-25",4.51
"374","2008-06-26",4.45
"375","2008-06-27",4.45
"376","2008-06-30",4.53
"377","2008-07-01",4.4
"378","2008-07-02",4.46
"379","2008-07-03",4.5
"380","2008-07-07",4.45
"381","2008-07-08",4.45
"382","2008-07-09",4.4
"383","2008-07-10",4.41
"384","2008-07-11",4.52
"385","2008-07-14",4.4
"386","2008-07-15",4.3
"387","2008-07-16",4.3
"388","2008-07-17",4.3
"389","2008-07-18",4.3
"390","2008-07-21",4.3
"391","2008-07-22",4.44
"392","2008-07-23",4.36
"393","2008-07-24",4.29
"394","2008-07-25",4.35
"395","2008-07-28",4.26
"396","2008-07-29",4.4
"397","2008-07-30",4.45
"398","2008-07-31",4.41
"399","2008-08-01",4.31
"400","2008-08-04",4.35
"401","2008-08-05",4.43
"402","2008-08-06",4.43
"403","2008-08-07",4.36
"404","2008-08-08",4.33
"405","2008-08-11",4.12
"406","2008-08-12",4.31
"407","2008-08-13",4.26
"408","2008-08-14",4.18
"409","2008-08-15",4.25
"410","2008-08-18",4.41
"411","2008-08-19",4.42
"412","2008-08-20",4.38
"413","2008-08-21",4.35
"414","2008-08-22",4.35
"415","2008-08-25",4.35
"416","2008-08-26",4.1
"417","2008-08-27",4.23
"418","2008-08-28",4.28
"419","2008-08-29",4.11
"420","2008-09-02",4.25
"421","2008-09-03",4.3
"422","2008-09-04",4.34
"423","2008-09-05",4.22
"424","2008-09-08",4.21
"425","2008-09-09",4.1
"426","2008-09-10",4.07
"427","2008-09-11",4
"428","2008-09-12",3.87
"429","2008-09-15",3.98
"430","2008-09-16",3.75
"431","2008-09-17",3.7
"432","2008-09-18",3.6
"433","2008-09-19",3.41
"434","2008-09-22",3.3
"435","2008-09-23",3.28
"436","2008-09-24",3.3
"437","2008-09-25",3.26
"438","2008-09-26",3.25
"439","2008-09-29",2.86
"440","2008-09-30",2.93
"441","2008-10-01",2.46
"442","2008-10-02",2.73
"443","2008-10-03",2.42
"444","2008-10-06",2
"445","2008-10-07",2.12
"446","2008-10-08",2.12
"447","2008-10-09",2.11
"448","2008-10-10",2.1
"449","2008-10-13",2.2
"450","2008-10-14",2.08
"451","2008-10-15",2.05
"452","2008-10-16",2
"453","2008-10-17",2
"454","2008-10-20",1.96
"455","2008-10-21",1.86
"456","2008-10-22",1.82
"457","2008-10-23",1.92
"458","2008-10-24",1.88
"459","2008-10-27",2.09
"460","2008-10-28",2.05
"461","2008-10-29",2.04
"462","2008-10-30",1.99
"463","2008-10-31",2.04
"464","2008-11-03",1.94
"465","2008-11-04",1.89
"466","2008-11-05",1.88
"467","2008-11-06",2
"468","2008-11-07",1.86
"469","2008-11-10",2.07
"470","2008-11-11",1.78
"471","2008-11-12",1.65
"472","2008-11-13",1.65
"473","2008-11-14",1.71
"474","2008-11-17",1.75
"475","2008-11-18",1.75
"476","2008-11-19",1.65
"477","2008-11-20",1.52
"478","2008-11-21",1.46
"479","2008-11-24",1.37
"480","2008-11-25",1.45
"481","2008-11-26",1.4
"482","2008-11-28",1.45
"483","2008-12-01",1.47
"484","2008-12-02",1.46
"485","2008-12-03",1.41
"486","2008-12-04",1.42
"487","2008-12-05",1.42
"488","2008-12-08",1.43
"489","2008-12-09",1.33
"490","2008-12-10",1.4
"491","2008-12-11",1.33
"492","2008-12-12",1.39
"493","2008-12-15",1.35
"494","2008-12-16",1.46
"495","2008-12-17",1.45
"496","2008-12-18",1.36
"497","2008-12-19",1.4
"498","2008-12-22",1.3
"499","2008-12-23",1.22
"500","2008-12-24",1.18
"501","2008-12-26",1.2
"502","2008-12-29",1.24
"503","2008-12-30",1.2
"504","2008-12-31",1.28
"505","2009-01-02",1.23
"506","2009-01-05",1.25
"507","2009-01-06",1.25
"508","2009-01-07",1.23
"509","2009-01-08",1.2
"510","2009-01-09",1.26
"511","2009-01-12",1.22
"512","2009-01-13",1.21
"513","2009-01-14",1.22
"514","2009-01-15",1.25
"515","2009-01-16",1.23
"516","2009-01-20",1.15
"517","2009-01-21",1.24
"518","2009-01-22",1.24
"519","2009-01-23",1.24
"520","2009-01-26",1.22
"521","2009-01-27",1.2
"522","2009-01-28",1.11
"523","2009-01-29",1.14
"524","2009-01-30",1.13
"525","2009-02-02",1.19
"526","2009-02-03",1.24
"527","2009-02-04",1.2
"528","2009-02-05",1.19
"529","2009-02-06",1.24
"530","2009-02-09",1.25
"531","2009-02-10",1.24
"532","2009-02-11",1.2
"533","2009-02-12",1.17
"534","2009-02-13",1.1
"535","2009-02-17",1.11
"536","2009-02-18",1.16
"537","2009-02-19",1.15
"538","2009-02-20",1.06
"539","2009-02-23",1.04
"540","2009-02-24",1
"541","2009-02-25",1.04
"542","2009-02-26",1
"543","2009-02-27",0.99
"544","2009-03-02",0.92
"545","2009-03-03",0.87
"546","2009-03-04",0.89
"547","2009-03-05",0.81
"548","2009-03-06",0.81
"549","2009-03-09",0.82
"550","2009-03-10",0.88
"551","2009-03-11",1.15
"552","2009-03-12",1.14
"553","2009-03-13",1.15
"554","2009-03-16",1.01
"555","2009-03-17",1.1
"556","2009-03-18",1.07
"557","2009-03-19",1.1
"558","2009-03-20",1.09
"559","2009-03-23",1.02
"560","2009-03-24",1.07
"561","2009-03-25",1.16
"562","2009-03-26",1.14
"563","2009-03-27",1.09
"564","2009-03-30",1.05
"565","2009-03-31",1.09
"566","2009-04-01",1.13
"567","2009-04-02",1.39
"568","2009-04-03",1.1
"569","2009-04-06",1.2
"570","2009-04-07",1.07
"571","2009-04-08",1.14
"572","2009-04-09",1.18
"573","2009-04-13",1.2
"574","2009-04-14",1.15
"575","2009-04-15",1.11
"576","2009-04-16",1.08
"577","2009-04-17",1.1
"578","2009-04-20",1.09
"579","2009-04-21",1.05
"580","2009-04-22",1.07
"581","2009-04-23",1.1
"582","2009-04-24",1.15
"583","2009-04-27",1.07
"584","2009-04-28",1.15
"585","2009-04-29",1.27
"586","2009-04-30",1.34
"587","2009-05-01",1.5
"588","2009-05-04",1.6
"589","2009-05-05",1.65
"590","2009-05-06",1.58
"591","2009-05-07",1.71
"592","2009-05-08",1.42
"593","2009-05-11",1.33
"594","2009-05-12",1.26
"595","2009-05-13",1.23
"596","2009-05-14",1.29
"597","2009-05-15",1.22
"598","2009-05-18",1.25
"599","2009-05-19",1.29
"600","2009-05-20",1.25
"601","2009-05-21",1.24
"602","2009-05-22",1.22
"603","2009-05-26",1.21
"604","2009-05-27",1.21
"605","2009-05-28",1.25
"606","2009-05-29",1.44
"607","2009-06-01",1.31
"608","2009-06-02",1.3
"609","2009-06-03",1.18
"610","2009-06-04",1.3
"611","2009-06-05",1.26
"612","2009-06-08",1.44
"613","2009-06-09",1.43
"614","2009-06-10",1.25
"615","2009-06-11",1.42
"616","2009-06-12",1.33
"617","2009-06-15",1.25
"618","2009-06-16",1.24
"619","2009-06-17",1.24
"620","2009-06-18",1.22
"621","2009-06-19",1.21
"622","2009-06-22",1.22
"623","2009-06-23",1.22
"624","2009-06-24",1.19
"625","2009-06-25",1.25
"626","2009-06-26",1.25
"627","2009-06-29",1.24
"628","2009-06-30",1.18
"629","2009-07-01",1.25
"630","2009-07-02",1.25
"631","2009-07-06",1.23
"632","2009-07-07",1.18
"633","2009-07-08",1.15
"634","2009-07-09",1.15
"635","2009-07-10",1.15
"636","2009-07-13",1.14
"637","2009-07-14",1.13
"638","2009-07-15",1.16
"639","2009-07-16",1.14
"640","2009-07-17",1.12
"641","2009-07-20",1.12
"642","2009-07-21",1.13
"643","2009-07-22",1.15
"644","2009-07-23",1.2
"645","2009-07-24",1.25
"646","2009-07-27",1.25
"647","2009-07-28",1.29
"648","2009-07-29",1.2
"649","2009-07-30",1.29
"650","2009-07-31",1.28
"651","2009-08-03",1.35
"652","2009-08-04",1.35
"653","2009-08-05",1.33
"654","2009-08-06",1.27
"655","2009-08-07",1.4
"656","2009-08-10",1.42
"657","2009-08-11",1.39
"658","2009-08-12",1.37
"659","2009-08-13",1.36
"660","2009-08-14",1.36
"661","2009-08-17",1.33
"662","2009-08-18",1.37
"663","2009-08-19",1.37
"664","2009-08-20",1.38
"665","2009-08-21",1.39
"666","2009-08-24",1.27
"667","2009-08-25",1.25
"668","2009-08-26",1.45
"669","2009-08-27",1.27
"670","2009-08-28",1.32
"671","2009-08-31",1.39
"672","2009-09-01",1.37
"673","2009-09-02",1.26
"674","2009-09-03",1.31
"675","2009-09-04",1.38
"676","2009-09-08",1.42
"677","2009-09-09",1.5
"678","2009-09-10",1.47
"679","2009-09-11",1.39
"680","2009-09-14",1.45
"681","2009-09-15",1.49
"682","2009-09-16",1.46
"683","2009-09-17",1.49
"684","2009-09-18",1.47
"685","2009-09-21",1.47
"686","2009-09-22",1.5
"687","2009-09-23",1.55
"688","2009-09-24",1.55
"689","2009-09-25",1.54
"690","2009-09-28",1.59
"691","2009-09-29",1.39
"692","2009-09-30",1.33
"693","2009-10-01",1.32
"694","2009-10-02",1.43
"695","2009-10-05",1.48
"696","2009-10-06",1.46
"697","2009-10-07",1.48
"698","2009-10-08",1.49
"699","2009-10-09",1.49
"700","2009-10-12",1.53
"701","2009-10-13",1.53
"702","2009-10-14",1.51
"703","2009-10-15",1.53
"704","2009-10-16",1.49
"705","2009-10-19",1.6
"706","2009-10-20",1.61
"707","2009-10-21",1.63
"708","2009-10-22",1.84
"709","2009-10-23",2.04
"710","2009-10-26",1.92
"711","2009-10-27",2.02
"712","2009-10-28",1.95
"713","2009-10-29",2.03
"714","2009-10-30",1.92
"715","2009-11-02",1.91
"716","2009-11-03",1.9
"717","2009-11-04",1.79
"718","2009-11-05",1.83
"719","2009-11-06",1.88
"720","2009-11-09",1.9
"721","2009-11-10",1.8
"722","2009-11-11",1.73
"723","2009-11-12",1.79
"724","2009-11-13",1.67
"725","2009-11-16",1.62
"726","2009-11-17",1.66
"727","2009-11-18",1.64
"728","2009-11-19",1.7
"729","2009-11-20",1.61
"730","2009-11-23",1.66
"731","2009-11-24",1.61
"732","2009-11-25",1.69
"733","2009-11-27",1.65
"734","2009-11-30",1.85
"735","2009-12-01",1.71
"736","2009-12-02",1.85
"737","2009-12-03",1.95
"738","2009-12-04",1.87
"739","2009-12-07",1.95
"740","2009-12-08",1.94
"741","2009-12-09",1.91
"742","2009-12-10",1.85
"743","2009-12-11",1.75
"744","2009-12-14",1.75
"745","2009-12-15",1.76
"746","2009-12-16",1.62
"747","2009-12-17",1.59
"748","2009-12-18",1.95
"749","2009-12-21",1.68
"750","2009-12-22",1.86
"751","2009-12-23",1.88
"752","2009-12-24",1.93
"753","2009-12-28",1.93
"754","2009-12-29",1.9
"755","2009-12-30",1.75
"756","2009-12-31",1.67
"757","2010-01-04",1.92
"758","2010-01-05",1.93
"759","2010-01-06",1.89
"760","2010-01-07",1.88
"761","2010-01-08",1.89
"762","2010-01-11",1.89
"763","2010-01-12",1.89
"764","2010-01-13",2
"765","2010-01-14",1.99
"766","2010-01-15",2
"767","2010-01-19",1.88
"768","2010-01-20",2.04
"769","2010-01-21",2
"770","2010-01-22",1.9
"771","2010-01-25",2.05
"772","2010-01-26",2
"773","2010-01-27",2
"774","2010-01-28",2
"775","2010-01-29",2.02
"776","2010-02-01",2.09
"777","2010-02-02",2.01
"778","2010-02-03",2.12
"779","2010-02-04",2.09
"780","2010-02-05",2.1
"781","2010-02-08",2.1
"782","2010-02-09",2.16
"783","2010-02-10",2.12
"784","2010-02-11",2.13
"785","2010-02-12",2.19
"786","2010-02-16",2.02
"787","2010-02-17",2.1
"788","2010-02-18",2.18
"789","2010-02-19",2.21
"790","2010-02-22",2.25
"791","2010-02-23",2.28
"792","2010-02-24",2.25
"793","2010-02-25",2.25
"794","2010-02-26",2.2
"795","2010-03-01",2.28
"796","2010-03-02",2.28
"797","2010-03-03",2.23
"798","2010-03-04",2.26
"799","2010-03-05",2.31
"800","2010-03-08",2.25
"801","2010-03-09",2.23
"802","2010-03-10",2.24
"803","2010-03-11",2.25
"804","2010-03-12",2.18
"805","2010-03-15",2.34
"806","2010-03-16",2.14
"807","2010-03-17",2.17
"808","2010-03-18",2.25
"809","2010-03-19",2.25
"810","2010-03-22",2.23
"811","2010-03-23",2.3
"812","2010-03-24",2.27
"813","2010-03-25",2.25
"814","2010-03-26",2.28
"815","2010-03-29",2.2
"816","2010-03-30",2.21
"817","2010-03-31",2.3
"818","2010-04-01",2.25
"819","2010-04-05",2.24
"820","2010-04-06",2.35
"821","2010-04-07",2.4
"822","2010-04-08",2.42
"823","2010-04-09",2.45
"824","2010-04-12",2.48
"825","2010-04-13",2.45
"826","2010-04-14",2.37
"827","2010-04-15",2.44
"828","2010-04-16",2.39
"829","2010-04-19",2.39
"830","2010-04-20",2.45
"831","2010-04-21",2.31
"832","2010-04-22",2.51
"833","2010-04-23",2.48
"834","2010-04-26",2.46
"835","2010-04-27",2.46
"836","2010-04-28",2.36
"837","2010-04-29",2.31
"838","2010-04-30",2.41
"839","2010-05-03",2.26
"840","2010-05-04",2.19
"841","2010-05-05",2.17
"842","2010-05-06",2.2
"843","2010-05-07",2.21
"844","2010-05-10",2.24
"845","2010-05-11",2.25
"846","2010-05-12",2.26
"847","2010-05-13",2.27
"848","2010-05-14",2.15
"849","2010-05-17",2.21
"850","2010-05-18",2.13
"851","2010-05-19",2.13
"852","2010-05-20",2.23
"853","2010-05-21",2.2
"854","2010-05-24",2.23
"855","2010-05-25",2.07
"856","2010-05-26",2.09
"857","2010-05-27",2.03
"858","2010-05-28",2.02
"859","2010-06-01",2.03
"860","2010-06-02",2.11
"861","2010-06-03",2.03
"862","2010-06-04",1.93
"863","2010-06-07",1.93
"864","2010-06-08",1.93
"865","2010-06-09",1.89
"866","2010-06-10",1.98
"867","2010-06-11",1.95
"868","2010-06-14",1.81
"869","2010-06-15",1.77
"870","2010-06-16",1.81
"871","2010-06-17",1.92
"872","2010-06-18",1.8
"873","2010-06-21",1.88
"874","2010-06-22",1.76
"875","2010-06-23",1.84
"876","2010-06-24",1.84
"877","2010-06-25",1.77
"878","2010-06-28",1.74
"879","2010-06-29",1.8
"880","2010-06-30",1.8
"881","2010-07-01",1.75
"882","2010-07-02",1.8
"883","2010-07-06",1.85
"884","2010-07-07",1.85
"885","2010-07-08",1.76
"886","2010-07-09",1.84
"887","2010-07-12",1.75
"888","2010-07-13",1.75
"889","2010-07-14",1.7
"890","2010-07-15",1.79
"891","2010-07-16",1.69
"892","2010-07-19",1.72
"893","2010-07-20",1.74
"894","2010-07-21",1.66
"895","2010-07-22",1.69
"896","2010-07-23",1.79
"897","2010-07-26",1.98
"898","2010-07-27",2.01
"899","2010-07-28",2
"900","2010-07-29",1.89
"901","2010-07-30",1.73
"902","2010-08-02",1.98
"903","2010-08-03",2.05
"904","2010-08-04",1.9
"905","2010-08-05",1.87
"906","2010-08-06",1.86
"907","2010-08-09",1.89
"908","2010-08-10",1.86
"909","2010-08-11",1.73
"910","2010-08-12",1.9
"911","2010-08-13",1.85
"912","2010-08-16",1.8
"913","2010-08-17",1.87
"914","2010-08-18",1.91
"915","2010-08-19",1.84
"916","2010-08-20",2
"917","2010-08-23",1.89
"918","2010-08-24",1.81
"919","2010-08-25",1.92
"920","2010-08-26",1.75
"921","2010-08-27",1.78
"922","2010-08-30",1.9
"923","2010-08-31",2
"924","2010-09-01",1.95
"925","2010-09-02",1.8
"926","2010-09-03",1.8
"927","2010-09-07",1.82
"928","2010-09-08",1.79
"929","2010-09-09",1.86
"930","2010-09-10",1.81
"931","2010-09-13",1.89
"932","2010-09-14",1.97
"933","2010-09-15",1.98
"934","2010-09-16",1.96
"935","2010-09-17",1.99
"936","2010-09-20",1.99
"937","2010-09-21",1.88
"938","2010-09-22",1.92
"939","2010-09-23",1.78
"940","2010-09-24",1.79
"941","2010-09-27",1.73
"942","2010-09-28",1.88
"943","2010-09-29",1.93
"944","2010-09-30",1.95
"945","2010-10-01",1.82
"946","2010-10-04",1.76
"947","2010-10-05",1.76
"948","2010-10-06",1.75
"949","2010-10-07",1.75
"950","2010-10-08",1.73
"951","2010-10-11",1.8
"952","2010-10-12",1.76
"953","2010-10-13",1.8
"954","2010-10-14",1.74
"955","2010-10-15",1.76
"956","2010-10-18",1.74
"957","2010-10-19",1.73
"958","2010-10-20",1.72
"959","2010-10-21",1.76
"960","2010-10-22",1.76
"961","2010-10-25",1.75
"962","2010-10-26",1.79
"963","2010-10-27",1.74
"964","2010-10-28",1.68
"965","2010-10-29",1.77
"966","2010-11-01",1.69
"967","2010-11-02",1.65
"968","2010-11-03",1.68
"969","2010-11-04",1.69
"970","2010-11-05",1.69
"971","2010-11-08",1.67
"972","2010-11-09",1.65
"973","2010-11-10",1.68
"974","2010-11-11",1.7
"975","2010-11-12",1.63
"976","2010-11-15",1.68
"977","2010-11-16",1.68
"978","2010-11-17",1.66
"979","2010-11-18",1.67
"980","2010-11-19",1.68
"981","2010-11-22",1.62
"982","2010-11-23",1.64
"983","2010-11-24",1.71
"984","2010-11-26",1.68
"985","2010-11-29",1.65
"986","2010-11-30",1.65
"987","2010-12-01",1.67
"988","2010-12-02",1.66
"989","2010-12-03",1.65
"990","2010-12-06",1.7
"991","2010-12-07",1.63
"992","2010-12-08",1.66
"993","2010-12-09",1.64
"994","2010-12-10",1.7
"995","2010-12-13",1.69
"996","2010-12-14",1.63
"997","2010-12-15",1.63
"998","2010-12-16",1.68
"999","2010-12-17",1.68
"1000","2010-12-20",1.93
"1001","2010-12-21",1.85
"1002","2010-12-22",1.88
