"","date","NSTG"
"344","2014-11-04",10.24
"345","2014-11-05",10.62
"346","2014-11-06",10.86
"347","2014-11-07",11.89
"348","2014-11-10",12.67
"349","2014-11-11",12.14
"350","2014-11-12",12.16
"351","2014-11-13",12.19
"352","2014-11-14",12.19
"353","2014-11-17",12.18
"354","2014-11-18",12.6
"355","2014-11-19",12.41
"356","2014-11-20",13.19
"357","2014-11-21",13.65
"358","2014-11-24",14.75
"359","2014-11-25",14.69
"360","2014-11-26",14.99
"361","2014-11-28",14.91
"362","2014-12-01",14.6
"363","2014-12-02",14.99
"364","2014-12-03",14.83
"365","2014-12-04",14.42
"366","2014-12-05",14.97
"367","2014-12-08",14.19
"368","2014-12-09",14.49
"369","2014-12-10",13.72
"370","2014-12-11",13.31
"371","2014-12-12",13.58
"372","2014-12-15",13.81
"373","2014-12-16",13.56
"374","2014-12-17",14.34
"375","2014-12-18",14.49
"376","2014-12-19",13.76
"377","2014-12-22",14.14
"378","2014-12-23",13.91
"379","2014-12-24",13.93
"380","2014-12-26",14.48
"381","2014-12-29",13.66
"382","2014-12-30",13.57
"383","2014-12-31",13.93
"384","2015-01-02",13.86
"385","2015-01-05",14.2
"386","2015-01-06",13.69
"387","2015-01-07",13.37
"388","2015-01-08",13.09
"389","2015-01-09",13.83
"390","2015-01-12",13.75
"391","2015-01-13",14.01
"392","2015-01-14",13.72
"393","2015-01-15",12.8
"394","2015-01-16",12.8
"395","2015-01-20",12.57
"396","2015-01-21",12.51
"397","2015-01-22",12.54
"398","2015-01-23",12.53
"399","2015-01-26",13.02
"400","2015-01-27",12.86
"401","2015-01-28",12.52
"402","2015-01-29",13.38
"403","2015-01-30",12.56
"404","2015-02-02",13.11
"405","2015-02-03",12.92
"406","2015-02-04",12.9
"407","2015-02-05",13.44
"408","2015-02-06",13.51
"409","2015-02-09",12.77
"410","2015-02-10",13
"411","2015-02-11",12.49
"412","2015-02-12",12.77
"413","2015-02-13",12.66
"414","2015-02-17",12.83
"415","2015-02-18",12.67
"416","2015-02-19",12.54
"417","2015-02-20",12.28
"418","2015-02-23",11.72
"419","2015-02-24",11.53
"420","2015-02-25",11
"421","2015-02-26",10.59
"422","2015-02-27",10.51
"423","2015-03-02",11.2
"424","2015-03-03",11.44
"425","2015-03-04",12.28
"426","2015-03-05",12
"427","2015-03-06",11.93
"428","2015-03-09",11.58
"429","2015-03-10",11.54
"430","2015-03-11",11.65
"431","2015-03-12",11.6
"432","2015-03-13",11.55
"433","2015-03-16",11.37
"434","2015-03-17",11.49
"435","2015-03-18",11.49
"436","2015-03-19",11.53
"437","2015-03-20",11.48
"438","2015-03-23",11.27
"439","2015-03-24",11.25
"440","2015-03-25",10.87
"441","2015-03-26",10.52
"442","2015-03-27",10.63
"443","2015-03-30",10.68
"444","2015-03-31",10.19
"445","2015-04-01",10.99
"446","2015-04-02",10.88
"447","2015-04-06",10.94
"448","2015-04-07",10.87
"449","2015-04-08",10.98
"450","2015-04-09",11.27
"451","2015-04-10",11.08
"452","2015-04-13",11.24
"453","2015-04-14",11.48
"454","2015-04-15",11.98
"455","2015-04-16",11.8
"456","2015-04-17",11.81
"457","2015-04-20",11.74
"458","2015-04-21",12.27
"459","2015-04-22",12.25
"460","2015-04-23",12.2
"461","2015-04-24",12.11
"462","2015-04-27",11.96
"463","2015-04-28",12.53
"464","2015-04-29",12.12
"465","2015-04-30",11.94
"466","2015-05-01",12.67
"467","2015-05-04",12.4
"468","2015-05-05",12.05
"469","2015-05-06",11.99
"470","2015-05-07",12.25
"471","2015-05-08",13.09
"472","2015-05-11",12.7
"473","2015-05-12",12.77
"474","2015-05-13",12.46
"475","2015-05-14",13.09
"476","2015-05-15",14.27
"477","2015-05-18",14.25
"478","2015-05-19",13.46
"479","2015-05-20",14.07
"480","2015-05-21",14.06
"481","2015-05-22",14
"482","2015-05-26",14
"483","2015-05-27",13.58
"484","2015-05-28",13.78
"485","2015-05-29",14.04
"486","2015-06-01",14.62
"487","2015-06-02",14.06
"488","2015-06-03",14.76
"489","2015-06-04",14.36
"490","2015-06-05",14.8
"491","2015-06-08",14.44
"492","2015-06-09",14.67
"493","2015-06-10",14.64
"494","2015-06-11",14.84
"495","2015-06-12",14.76
"496","2015-06-15",15.01
"497","2015-06-16",15.24
"498","2015-06-17",15.46
"499","2015-06-18",15.85
"500","2015-06-19",15.93
"501","2015-06-22",15.69
"502","2015-06-23",16.23
"503","2015-06-24",15.39
"504","2015-06-25",15.6
"505","2015-06-26",15.54
"506","2015-06-29",15.05
"507","2015-06-30",15.42
"508","2015-07-01",15.27
"509","2015-07-02",15.06
"510","2015-07-06",15.12
"511","2015-07-07",15.46
"512","2015-07-08",14.95
"513","2015-07-09",14.76
"514","2015-07-10",14.87
"515","2015-07-13",15.01
"516","2015-07-14",15.65
"517","2015-07-15",15.88
"518","2015-07-16",16.299999
"519","2015-07-17",17
"520","2015-07-20",16.809999
"521","2015-07-21",16.48
"522","2015-07-22",16.530001
"523","2015-07-23",16.190001
"524","2015-07-24",15.7
"525","2015-07-27",15.09
"526","2015-07-28",15.38
"527","2015-07-29",15
"528","2015-07-30",15.18
"529","2015-07-31",15.31
"530","2015-08-03",15.75
"531","2015-08-04",16.120001
"532","2015-08-05",16.48
"533","2015-08-06",15.81
"534","2015-08-07",15.53
"535","2015-08-10",14.79
"536","2015-08-11",14.58
"537","2015-08-12",14.34
"538","2015-08-13",15.16
"539","2015-08-14",14.88
"540","2015-08-17",14.75
"541","2015-08-18",15.23
"542","2015-08-19",14.99
"543","2015-08-20",14.42
"544","2015-08-21",14.84
"545","2015-08-24",13.42
"546","2015-08-25",13.5
"547","2015-08-26",14.34
"548","2015-08-27",14.44
"549","2015-08-28",15.26
"550","2015-08-31",15.21
"551","2015-09-01",14.65
"552","2015-09-02",14.86
"553","2015-09-03",15
"554","2015-09-04",15.3
"555","2015-09-08",15.86
"556","2015-09-09",15.68
"557","2015-09-10",15.95
"558","2015-09-11",16.360001
"559","2015-09-14",16.379999
"560","2015-09-15",17.43
"561","2015-09-16",17.309999
"562","2015-09-17",17.5
"563","2015-09-18",19.42
"564","2015-09-21",18.379999
"565","2015-09-22",17.950001
"566","2015-09-23",18.01
"567","2015-09-24",17.51
"568","2015-09-25",15.92
"569","2015-09-28",15.37
"570","2015-09-29",15.12
"571","2015-09-30",16
"572","2015-10-01",15.45
"573","2015-10-02",15.15
"574","2015-10-05",16.059999
"575","2015-10-06",15.36
"576","2015-10-07",15.81
"577","2015-10-08",15.9
"578","2015-10-09",15.55
"579","2015-10-12",15.33
"580","2015-10-13",15.34
"581","2015-10-14",15.08
"582","2015-10-15",15.4
"583","2015-10-16",15.47
"584","2015-10-19",15.69
"585","2015-10-20",15.16
"586","2015-10-21",15.24
"587","2015-10-22",14.3
"588","2015-10-23",14.69
"589","2015-10-26",14.69
"590","2015-10-27",14.87
"591","2015-10-28",14.97
"592","2015-10-29",14.84
"593","2015-10-30",14.51
"594","2015-11-02",14.75
"595","2015-11-03",13.57
"596","2015-11-04",14
"597","2015-11-05",14
"598","2015-11-06",14
"599","2015-11-09",13.91
"600","2015-11-10",13.94
"601","2015-11-11",13.64
"602","2015-11-12",13.07
"603","2015-11-13",13.23
"604","2015-11-16",13.61
"605","2015-11-17",13.88
"606","2015-11-18",14.6
"607","2015-11-19",14.06
"608","2015-11-20",14.27
"609","2015-11-23",14.57
"610","2015-11-24",14.98
"611","2015-11-25",15.46
"612","2015-11-27",15.5
"613","2015-11-30",15.24
"614","2015-12-01",15.15
"615","2015-12-02",14.74
"616","2015-12-03",15.04
"617","2015-12-04",14.99
"618","2015-12-07",14.91
"619","2015-12-08",14.99
"620","2015-12-09",14.59
"621","2015-12-10",14.4
"622","2015-12-11",14.09
"623","2015-12-14",14.2
"624","2015-12-15",14.45
"625","2015-12-16",14.67
"626","2015-12-17",14.62
"627","2015-12-18",14.52
"628","2015-12-21",14.61
"629","2015-12-22",14.74
"630","2015-12-23",14.5
"631","2015-12-24",14.52
"632","2015-12-28",14.6
"633","2015-12-29",14.75
"634","2015-12-30",14.7
"635","2015-12-31",14.71
"636","2016-01-04",13.67
"637","2016-01-05",12.92
"638","2016-01-06",12.38
"639","2016-01-07",12.79
"640","2016-01-08",11.97
"641","2016-01-11",12.66
"642","2016-01-12",12.69
"643","2016-01-13",12.69
"644","2016-01-14",13.51
"645","2016-01-15",14.33
"646","2016-01-19",14.05
"647","2016-01-20",15.04
"648","2016-01-21",14.95
"649","2016-01-22",15.31
"650","2016-01-25",15.3
"651","2016-01-26",14.8
"652","2016-01-27",13.71
"653","2016-01-28",13.58
"654","2016-01-29",13.95
"655","2016-02-01",13.91
"656","2016-02-02",13.89
"657","2016-02-03",14.1
"658","2016-02-04",13.81
"659","2016-02-05",12.94
"660","2016-02-08",11.89
"661","2016-02-09",12.12
"662","2016-02-10",12.11
"663","2016-02-11",11.89
"664","2016-02-12",12.04
"665","2016-02-16",12.05
"666","2016-02-17",12.6
"667","2016-02-18",12.19
"668","2016-02-19",12.55
"669","2016-02-22",13.11
"670","2016-02-23",12.35
"671","2016-02-24",12.48
"672","2016-02-25",11.95
"673","2016-02-26",12.43
"674","2016-02-29",12.04
"675","2016-03-01",14.3
"676","2016-03-02",14.99
"677","2016-03-03",15.4
"678","2016-03-04",15.43
"679","2016-03-07",17.51
"680","2016-03-08",16.469999
"681","2016-03-09",16.07
"682","2016-03-10",15.43
"683","2016-03-11",15.8
"684","2016-03-14",15.81
"685","2016-03-15",15.3
"686","2016-03-16",15.96
"687","2016-03-17",15.98
"688","2016-03-18",16.110001
"689","2016-03-21",16.440001
"690","2016-03-22",16.82
"691","2016-03-23",16.299999
"692","2016-03-24",16.549999
"693","2016-03-28",16
"694","2016-03-29",16.26
"695","2016-03-30",15.09
"696","2016-03-31",15.22
"697","2016-04-01",15.86
"698","2016-04-04",15.59
"699","2016-04-05",15.57
"700","2016-04-06",16.17
"701","2016-04-07",15.73
"702","2016-04-08",15.56
"703","2016-04-11",15.55
"704","2016-04-12",15.46
"705","2016-04-13",15.93
"706","2016-04-14",15.8
"707","2016-04-15",15.92
"708","2016-04-18",16.09
"709","2016-04-19",16.02
"710","2016-04-20",15.62
"711","2016-04-21",16.25
"712","2016-04-22",16.219999
"713","2016-04-25",15.85
"714","2016-04-26",15.91
"715","2016-04-27",15.8
"716","2016-04-28",15.82
"717","2016-04-29",15.92
"718","2016-05-02",16.459999
"719","2016-05-03",16.26
"720","2016-05-04",16.190001
"721","2016-05-05",16.190001
"722","2016-05-06",13.76
"723","2016-05-09",14.21
"724","2016-05-10",14.47
"725","2016-05-11",14.42
"726","2016-05-12",14.27
"727","2016-05-13",14.38
"728","2016-05-16",14.55
"729","2016-05-17",14
"730","2016-05-18",13.89
"731","2016-05-19",13.36
"732","2016-05-20",13.69
"733","2016-05-23",13.6
"734","2016-05-24",13.81
"735","2016-05-25",13.84
"736","2016-05-26",13.93
"737","2016-05-27",13.96
"738","2016-05-31",13.58
"739","2016-06-01",13.27
"740","2016-06-02",13.98
"741","2016-06-03",13.63
"742","2016-06-06",13.6
"743","2016-06-07",13.86
"744","2016-06-08",13.98
"745","2016-06-09",13.37
"746","2016-06-10",13.19
"747","2016-06-13",13.35
"748","2016-06-14",13.15
"749","2016-06-15",13.64
"750","2016-06-16",13.79
"751","2016-06-17",13.18
"752","2016-06-20",13.39
"753","2016-06-21",13.49
"754","2016-06-22",13.52
"755","2016-06-23",14.19
"756","2016-06-24",13.05
"757","2016-06-27",12.28
"758","2016-06-28",12.37
"759","2016-06-29",12.41
"760","2016-06-30",12.6
"761","2016-07-01",12.78
"762","2016-07-05",12.99
"763","2016-07-06",13.01
"764","2016-07-07",12.99
"765","2016-07-08",12.99
"766","2016-07-11",13.6
"767","2016-07-12",13.87
"768","2016-07-13",13.96
"769","2016-07-14",13.44
"770","2016-07-15",13.81
"771","2016-07-18",13.6
"772","2016-07-19",13.28
"773","2016-07-20",13.43
"774","2016-07-21",13.48
"775","2016-07-22",13.38
"776","2016-07-25",13.15
"777","2016-07-26",13.29
"778","2016-07-27",13.33
"779","2016-07-28",13.67
"780","2016-07-29",13.59
"781","2016-08-01",13.63
"782","2016-08-02",13.39
"783","2016-08-03",13.53
"784","2016-08-04",16.719999
"785","2016-08-05",16.530001
"786","2016-08-08",16.34
"787","2016-08-09",16.360001
"788","2016-08-10",16.16
"789","2016-08-11",16.83
"790","2016-08-12",16.469999
"791","2016-08-15",16.469999
"792","2016-08-16",16.549999
"793","2016-08-17",16.379999
"794","2016-08-18",16.49
"795","2016-08-19",16.540001
"796","2016-08-22",16.540001
"797","2016-08-23",16.549999
"798","2016-08-24",16.25
"799","2016-08-25",16.370001
"800","2016-08-26",16.549999
"801","2016-08-29",16.52
"802","2016-08-30",16.49
"803","2016-08-31",16.16
"804","2016-09-01",16.25
"805","2016-09-02",16.450001
"806","2016-09-06",16.43
"807","2016-09-07",16.51
"808","2016-09-08",16.66
"809","2016-09-09",16.6
"810","2016-09-12",16.360001
"811","2016-09-13",16.1
"812","2016-09-14",16.889999
"813","2016-09-15",17.92
"814","2016-09-16",18.219999
"815","2016-09-19",18.620001
"816","2016-09-20",19.290001
"817","2016-09-21",19.110001
"818","2016-09-22",19.77
"819","2016-09-23",19.26
"820","2016-09-26",19.049999
"821","2016-09-27",19.59
"822","2016-09-28",19.73
"823","2016-09-29",19.4
"824","2016-09-30",19.98
"825","2016-10-03",19.74
"826","2016-10-04",20.120001
"827","2016-10-05",20.75
"828","2016-10-06",21.110001
"829","2016-10-07",20.99
"830","2016-10-10",21.959999
"831","2016-10-11",21.129999
"832","2016-10-12",21.139999
"833","2016-10-13",19.84
"834","2016-10-14",19.709999
"835","2016-10-17",19.66
"836","2016-10-18",20.129999
"837","2016-10-19",19.940001
"838","2016-10-20",20.190001
"839","2016-10-21",20.16
"840","2016-10-24",20.43
"841","2016-10-25",20.09
"842","2016-10-26",20.049999
"843","2016-10-27",19.77
"844","2016-10-28",19.76
"845","2016-10-31",19.450001
"846","2016-11-01",19.52
"847","2016-11-02",18.389999
"848","2016-11-03",20.27
"849","2016-11-04",20.49
"850","2016-11-07",20.629999
"851","2016-11-08",21.48
"852","2016-11-09",22.5
"853","2016-11-10",22.68
"854","2016-11-11",22.709999
"855","2016-11-14",22.870001
"856","2016-11-15",22.690001
"857","2016-11-16",22.799999
"858","2016-11-17",22.98
"859","2016-11-18",23.27
"860","2016-11-21",22.860001
"861","2016-11-22",22.49
"862","2016-11-23",23.049999
"863","2016-11-25",22.870001
"864","2016-11-28",21.969999
"865","2016-11-29",22.299999
"866","2016-11-30",22
"867","2016-12-01",21.58
"868","2016-12-02",22.139999
"869","2016-12-05",21.99
"870","2016-12-06",22.07
"871","2016-12-07",21.959999
"872","2016-12-08",22.139999
"873","2016-12-09",21.790001
"874","2016-12-12",21.49
"875","2016-12-13",21.76
"876","2016-12-14",21.799999
"877","2016-12-15",22.24
"878","2016-12-16",22.049999
"879","2016-12-19",21.889999
"880","2016-12-20",22.190001
"881","2016-12-21",22.209999
"882","2016-12-22",22.01
"883","2016-12-23",22.440001
"884","2016-12-27",22.27
"885","2016-12-28",22.709999
"886","2016-12-29",22.48
"887","2016-12-30",22.299999
"888","2017-01-03",22.08
"889","2017-01-04",22.15
"890","2017-01-05",21.959999
"891","2017-01-06",22.75
"892","2017-01-09",22.99
"893","2017-01-10",17.99
"894","2017-01-11",17.879999
"895","2017-01-12",18.76
"896","2017-01-13",18.940001
"897","2017-01-17",18.02
"898","2017-01-18",17.950001
"899","2017-01-19",17.76
"900","2017-01-20",17.26
"901","2017-01-23",17.540001
"902","2017-01-24",17.59
"903","2017-01-25",17.58
"904","2017-01-26",17.65
"905","2017-01-27",17.75
"906","2017-01-30",17.67
"907","2017-01-31",18.040001
"908","2017-02-01",18.49
"909","2017-02-02",18.68
"910","2017-02-03",19.1
"911","2017-02-06",18.799999
"912","2017-02-07",19.01
"913","2017-02-08",19.08
"914","2017-02-09",19.530001
"915","2017-02-10",19.219999
"916","2017-02-13",18.98
"917","2017-02-14",18.99
"918","2017-02-15",19.17
"919","2017-02-16",19.07
"920","2017-02-17",19.110001
"921","2017-02-21",19.27
"922","2017-02-22",18.969999
"923","2017-02-23",19.030001
"924","2017-02-24",18.83
"925","2017-02-27",19.08
"926","2017-02-28",18.870001
"927","2017-03-01",19.09
"928","2017-03-02",18.5
"929","2017-03-03",19.200001
"930","2017-03-06",19.24
"931","2017-03-07",18.76
"932","2017-03-08",18.57
"933","2017-03-09",18.860001
"934","2017-03-10",18.74
"935","2017-03-13",18.5
"936","2017-03-14",18.379999
"937","2017-03-15",18.82
"938","2017-03-16",18.629999
"939","2017-03-17",18.959999
"940","2017-03-20",18.700001
"941","2017-03-21",18.290001
"942","2017-03-22",18.540001
"943","2017-03-23",19.16
"944","2017-03-24",19.360001
"945","2017-03-27",19.77
"946","2017-03-28",19.75
"947","2017-03-29",19.719999
"948","2017-03-30",19.82
"949","2017-03-31",19.870001
"950","2017-04-03",19.76
"951","2017-04-04",19.299999
"952","2017-04-05",18.969999
"953","2017-04-06",19.57
"954","2017-04-07",19.799999
"955","2017-04-10",19.57
"956","2017-04-11",19.58
"957","2017-04-12",19.290001
"958","2017-04-13",19.280001
"959","2017-04-17",19.66
"960","2017-04-18",18.99
"961","2017-04-19",18.99
"962","2017-04-20",17.690001
"963","2017-04-21",17.42
"964","2017-04-24",17.870001
"965","2017-04-25",17.75
"966","2017-04-26",17.889999
"967","2017-04-27",17.4
"968","2017-04-28",17.48
"969","2017-05-01",17.5
"970","2017-05-02",17.5
"971","2017-05-03",16.77
"972","2017-05-04",17.379999
"973","2017-05-05",18.450001
"974","2017-05-08",18.42
"975","2017-05-09",18.549999
"976","2017-05-10",19.030001
"977","2017-05-11",18.83
"978","2017-05-12",18.92
"979","2017-05-15",19.030001
"980","2017-05-16",18.91
"981","2017-05-17",18.299999
"982","2017-05-18",18.09
"983","2017-05-19",17.639999
"984","2017-05-22",17.719999
"985","2017-05-23",17.719999
"986","2017-05-24",17.860001
"987","2017-05-25",18.209999
"988","2017-05-26",18.4
"989","2017-05-30",18.139999
"990","2017-05-31",18.34
"991","2017-06-01",17.1
