"","date","TLND"
"1","2016-07-29",25.5
"2","2016-08-01",26.02
"3","2016-08-02",25.85
"4","2016-08-03",25.52
"5","2016-08-04",25.780001
"6","2016-08-05",25.620001
"7","2016-08-08",25.120001
"8","2016-08-09",25.4
"9","2016-08-10",24.870001
"10","2016-08-11",24.959999
"11","2016-08-12",25.110001
"12","2016-08-15",31.110001
"13","2016-08-16",30.85
"14","2016-08-17",29.299999
"15","2016-08-18",26.389999
"16","2016-08-19",27.559999
"17","2016-08-22",29.799999
"18","2016-08-23",29.889999
"19","2016-08-24",28.6
"20","2016-08-25",30.18
"21","2016-08-26",28.98
"22","2016-08-29",27.66
"23","2016-08-30",25.959999
"24","2016-08-31",25.6
"25","2016-09-01",25.27
"26","2016-09-02",25.08
"27","2016-09-06",25.290001
"28","2016-09-07",25.879999
"29","2016-09-08",26.610001
"30","2016-09-09",26.23
"31","2016-09-12",26.450001
"32","2016-09-13",27
"33","2016-09-14",27.309999
"34","2016-09-15",28.129999
"35","2016-09-16",26.67
"36","2016-09-19",25.4
"37","2016-09-20",25.1
"38","2016-09-21",25.34
"39","2016-09-22",25.040001
"40","2016-09-23",25.040001
"41","2016-09-26",26.5
"42","2016-09-27",26.360001
"43","2016-09-28",25.51
"44","2016-09-29",25.110001
"45","2016-09-30",26.16
"46","2016-10-03",25.68
"47","2016-10-04",25.5
"48","2016-10-05",25.15
"49","2016-10-06",24.5
"50","2016-10-07",22.450001
"51","2016-10-10",23.41
"52","2016-10-11",22.629999
"53","2016-10-12",22.219999
"54","2016-10-13",24.290001
"55","2016-10-14",24.959999
"56","2016-10-17",24.309999
"57","2016-10-18",24.26
"58","2016-10-19",24.01
"59","2016-10-20",23.469999
"60","2016-10-21",23.67
"61","2016-10-24",23.85
"62","2016-10-25",23.030001
"63","2016-10-26",22.459999
"64","2016-10-27",21.700001
"65","2016-10-28",22.200001
"66","2016-10-31",21.67
"67","2016-11-01",21.77
"68","2016-11-02",22.309999
"69","2016-11-03",21.75
"70","2016-11-04",22.51
"71","2016-11-07",22.85
"72","2016-11-08",23
"73","2016-11-09",22.5
"74","2016-11-10",23.5
"75","2016-11-11",24.940001
"76","2016-11-14",25.02
"77","2016-11-15",26.16
"78","2016-11-16",25.860001
"79","2016-11-17",26
"80","2016-11-18",25.68
"81","2016-11-21",24.83
"82","2016-11-22",24.709999
"83","2016-11-23",24.360001
"84","2016-11-25",23.84
"85","2016-11-28",23.620001
"86","2016-11-29",23.65
"87","2016-11-30",23.09
"88","2016-12-01",21.5
"89","2016-12-02",21.540001
"90","2016-12-05",21.58
"91","2016-12-06",21.57
"92","2016-12-07",21.77
"93","2016-12-08",21.790001
"94","2016-12-09",21.325001
"95","2016-12-12",21.450001
"96","2016-12-13",22
"97","2016-12-14",22.24
"98","2016-12-15",24.299999
"99","2016-12-16",24.280001
"100","2016-12-19",23.620001
"101","2016-12-20",23.82
"102","2016-12-21",23.65
"103","2016-12-22",23.469999
"104","2016-12-23",23.43
"105","2016-12-27",22.77
"106","2016-12-28",22.5
"107","2016-12-29",22.83
"108","2016-12-30",22.200001
"109","2017-01-03",22.299999
"110","2017-01-04",22.1
"111","2017-01-05",22.110001
"112","2017-01-06",22.700001
"113","2017-01-09",22.709999
"114","2017-01-10",23.16
"115","2017-01-11",23.790001
"116","2017-01-12",23.440001
"117","2017-01-13",23.6
"118","2017-01-17",23.27
"119","2017-01-18",23.450001
"120","2017-01-19",23.639999
"121","2017-01-20",23.84
"122","2017-01-23",23.09
"123","2017-01-24",22.709999
"124","2017-01-25",22.450001
"125","2017-01-26",22.33
"126","2017-01-27",22.49
"127","2017-01-30",22.610001
"128","2017-01-31",22.52
"129","2017-02-01",23.02
"130","2017-02-02",22.85
"131","2017-02-03",22.76
"132","2017-02-06",22.940001
"133","2017-02-07",22.870001
"134","2017-02-08",22.940001
"135","2017-02-09",23.09
"136","2017-02-10",26.9
"137","2017-02-13",26.360001
"138","2017-02-14",25.690001
"139","2017-02-15",26.370001
"140","2017-02-16",27
"141","2017-02-17",27.639999
"142","2017-02-21",27.65
"143","2017-02-22",27.35
"144","2017-02-23",27.120001
"145","2017-02-24",27.200001
"146","2017-02-27",26.870001
"147","2017-02-28",27.110001
"148","2017-03-01",27.41
"149","2017-03-02",27.379999
"150","2017-03-03",27.049999
"151","2017-03-06",26.6
"152","2017-03-07",26.32
"153","2017-03-08",27.07
"154","2017-03-09",27.110001
"155","2017-03-10",27.75
"156","2017-03-13",27.9
"157","2017-03-14",28.07
"158","2017-03-15",28.77
"159","2017-03-16",29.34
"160","2017-03-17",30.049999
"161","2017-03-20",29.99
"162","2017-03-21",29.32
"163","2017-03-22",29.120001
"164","2017-03-23",28.9
"165","2017-03-24",28.57
"166","2017-03-27",27.4
"167","2017-03-28",28.85
"168","2017-03-29",28.969999
"169","2017-03-30",29.139999
"170","2017-03-31",29.780001
"171","2017-04-03",29.465
"172","2017-04-04",30.110001
"173","2017-04-05",30.34
"174","2017-04-06",30.76
"175","2017-04-07",30.690001
"176","2017-04-10",31.1
"177","2017-04-11",31.209999
"178","2017-04-12",30.16
"179","2017-04-13",29.73
"180","2017-04-17",29.219999
"181","2017-04-18",29.219999
"182","2017-04-19",29.950001
"183","2017-04-20",30.07
"184","2017-04-21",29.76
"185","2017-04-24",30.07
"186","2017-04-25",30.379999
"187","2017-04-26",29.84
"188","2017-04-27",29.99
"189","2017-04-28",29.870001
"190","2017-05-01",30.77
"191","2017-05-02",30.870001
"192","2017-05-03",30.77
"193","2017-05-04",30.780001
