"","date","TENX"
"152","2007-08-09",750
"153","2007-08-10",714
"154","2007-08-13",660
"155","2007-08-14",636
"156","2007-08-15",600
"157","2007-08-16",630
"158","2007-08-17",660
"159","2007-08-20",660
"160","2007-08-21",660
"161","2007-08-22",660
"162","2007-08-23",600
"163","2007-08-24",630
"164","2007-08-27",642
"165","2007-08-28",678
"166","2007-08-29",648
"167","2007-08-30",654
"168","2007-08-31",630
"169","2007-09-04",630
"170","2007-09-05",600
"171","2007-09-06",612
"172","2007-09-07",606
"173","2007-09-10",636
"174","2007-09-11",660
"175","2007-09-12",642
"176","2007-09-13",630
"177","2007-09-14",630
"178","2007-09-17",606
"179","2007-09-18",630
"180","2007-09-19",600
"181","2007-09-20",570
"182","2007-09-21",600
"183","2007-09-24",570
"184","2007-09-25",600
"185","2007-09-26",600
"186","2007-09-27",600
"187","2007-09-28",630
"188","2007-10-01",600
"189","2007-10-02",624
"190","2007-10-03",624
"191","2007-10-04",576
"192","2007-10-05",576
"193","2007-10-08",576
"194","2007-10-09",600
"195","2007-10-10",576
"196","2007-10-11",576
"197","2007-10-12",540
"198","2007-10-15",570
"199","2007-10-16",552
"200","2007-10-17",510
"201","2007-10-18",588
"202","2007-10-19",570
"203","2007-10-22",540
"204","2007-10-23",540
"205","2007-10-24",570
"206","2007-10-25",606
"207","2007-10-26",510
"208","2007-10-29",540
"209","2007-10-30",558
"210","2007-10-31",720
"211","2007-11-01",870
"212","2007-11-02",720
"213","2007-11-05",750
"214","2007-11-06",750
"215","2007-11-07",780
"216","2007-11-08",810
"217","2007-11-09",780
"218","2007-11-12",780
"219","2007-11-13",840
"220","2007-11-14",894
"221","2007-11-15",1080
"222","2007-11-16",1080
"223","2007-11-19",1080
"224","2007-11-20",1200
"225","2007-11-21",1194
"226","2007-11-23",1194
"227","2007-11-26",1020
"228","2007-11-27",990
"229","2007-11-28",1080
"230","2007-11-29",1026
"231","2007-11-30",1074
"232","2007-12-03",1080
"233","2007-12-04",1110
"234","2007-12-05",1212
"235","2007-12-06",1260
"236","2007-12-07",1320
"237","2007-12-10",1470
"238","2007-12-11",1680
"239","2007-12-12",1710
"240","2007-12-13",1494
"241","2007-12-14",1440
"242","2007-12-17",1560
"243","2007-12-18",1620
"244","2007-12-19",1572
"245","2007-12-20",1680
"246","2007-12-21",1854
"247","2007-12-24",1830
"248","2007-12-26",2100
"249","2007-12-27",1860
"250","2007-12-28",1800
"251","2007-12-31",1830
"252","2008-01-02",1950
"253","2008-01-03",1974
"254","2008-01-04",1890
"255","2008-01-07",1830
"256","2008-01-08",1650
"257","2008-01-09",1650
"258","2008-01-10",1680
"259","2008-01-11",1830
"260","2008-01-14",1740
"261","2008-01-15",1728
"262","2008-01-16",1590
"263","2008-01-17",1530
"264","2008-01-18",1560
"265","2008-01-22",1380
"266","2008-01-23",1260
"267","2008-01-24",1560
"268","2008-01-25",1500
"269","2008-01-28",1500
"270","2008-01-29",1590
"271","2008-01-30",1800
"272","2008-01-31",1800
"273","2008-02-01",1770
"274","2008-02-04",1860
"275","2008-02-05",1890
"276","2008-02-06",1800
"277","2008-02-07",1800
"278","2008-02-08",1800
"279","2008-02-11",1740
"280","2008-02-12",1800
"281","2008-02-13",1920
"282","2008-02-14",1854
"283","2008-02-15",1710
"284","2008-02-19",1782
"285","2008-02-20",1710
"286","2008-02-21",1770
"287","2008-02-22",1770
"288","2008-02-25",1920
"289","2008-02-26",2250
"290","2008-02-27",2370
"291","2008-02-28",2820
"292","2008-02-29",2670
"293","2008-03-03",2820
"294","2008-03-04",2892
"295","2008-03-05",3660
"296","2008-03-06",3720
"297","2008-03-07",3480
"298","2008-03-10",3558
"299","2008-03-11",4020
"300","2008-03-12",3870
"301","2008-03-13",3708
"302","2008-03-14",3648
"303","2008-03-17",3870
"304","2008-03-18",4230
"305","2008-03-19",4140
"306","2008-03-20",4260
"307","2008-03-24",4680
"308","2008-03-25",4650
"309","2008-03-26",4680
"310","2008-03-27",5460
"311","2008-03-28",5292
"312","2008-03-31",5460
"313","2008-04-01",5346
"314","2008-04-02",4908
"315","2008-04-03",4200
"316","2008-04-04",4500
"317","2008-04-07",4980
"318","2008-04-08",5166
"319","2008-04-09",5010
"320","2008-04-10",5052
"321","2008-04-11",4980
"322","2008-04-14",4800
"323","2008-04-15",4518
"324","2008-04-16",4650
"325","2008-04-17",4992
"326","2008-04-18",4938
"327","2008-04-21",4920
"328","2008-04-22",4710
"329","2008-04-23",4710
"330","2008-04-24",4794
"331","2008-04-25",4770
"332","2008-04-28",4470
"333","2008-04-29",4434
"334","2008-04-30",4410
"335","2008-05-01",4440
"336","2008-05-02",4680
"337","2008-05-05",4530
"338","2008-05-06",4500
"339","2008-05-07",4638
"340","2008-05-08",4668
"341","2008-05-09",4740
"342","2008-05-12",4770
"343","2008-05-13",5214
"344","2008-05-14",5580
"345","2008-05-15",5250
"346","2008-05-16",5160
"347","2008-05-19",4950
"348","2008-05-20",5154
"349","2008-05-21",5130
"350","2008-05-22",5220
"351","2008-05-23",5400
"352","2008-05-27",5400
"353","2008-05-28",5292
"354","2008-05-29",5100
"355","2008-05-30",5160
"356","2008-06-02",5220
"357","2008-06-03",5070
"358","2008-06-04",4920
"359","2008-06-05",4950
"360","2008-06-06",5040
"361","2008-06-09",5040
"362","2008-06-10",5010
"363","2008-06-11",5010
"364","2008-06-12",5082
"365","2008-06-13",5160
"366","2008-06-16",5316
"367","2008-06-17",5370
"368","2008-06-18",5334
"369","2008-06-19",5298
"370","2008-06-20",5334
"371","2008-06-23",5250
"372","2008-06-24",4914
"373","2008-06-25",4980
"374","2008-06-26",5010
"375","2008-06-27",4860
"376","2008-06-30",4980
"377","2008-07-01",5100
"378","2008-07-02",5040
"379","2008-07-03",5040
"380","2008-07-07",5004
"381","2008-07-08",4674
"382","2008-07-09",3780
"383","2008-07-10",4410
"384","2008-07-11",4560
"385","2008-07-14",4050
"386","2008-07-15",4200
"387","2008-07-16",4440
"388","2008-07-17",4380
"389","2008-07-18",4260
"390","2008-07-21",4380
"391","2008-07-22",4380
"392","2008-07-23",4200
"393","2008-07-24",4260
"394","2008-07-25",4260
"395","2008-07-28",4212
"396","2008-07-29",4200
"397","2008-07-30",4500
"398","2008-07-31",4434
"399","2008-08-01",4500
"400","2008-08-04",4320
"401","2008-08-05",4440
"402","2008-08-06",4290
"403","2008-08-07",4176
"404","2008-08-08",4314
"405","2008-08-11",4140
"406","2008-08-12",4260
"407","2008-08-13",4350
"408","2008-08-14",4320
"409","2008-08-15",4260
"410","2008-08-18",4200
"411","2008-08-19",4260
"412","2008-08-20",4254
"413","2008-08-21",4260
"414","2008-08-22",4290
"415","2008-08-25",3840
"416","2008-08-26",3600
"417","2008-08-27",3870
"418","2008-08-28",3900
"419","2008-08-29",3900
"420","2008-09-02",3720
"421","2008-09-03",3720
"422","2008-09-04",3600
"423","2008-09-05",3600
"424","2008-09-08",3450
"425","2008-09-09",3450
"426","2008-09-10",3000
"427","2008-09-11",2580
"428","2008-09-12",2850
"429","2008-09-15",2760
"430","2008-09-16",2700
"431","2008-09-17",2700
"432","2008-09-18",2580
"433","2008-09-19",2640
"434","2008-09-22",2760
"435","2008-09-23",2760
"436","2008-09-24",2760
"437","2008-09-25",2700
"438","2008-09-26",2460
"439","2008-09-29",2280
"440","2008-09-30",2400
"441","2008-10-01",2670
"442","2008-10-02",2880
"443","2008-10-03",3060
"444","2008-10-06",2880
"445","2008-10-07",3000
"446","2008-10-08",2940
"447","2008-10-09",2940
"448","2008-10-10",2520
"449","2008-10-13",2700
"450","2008-10-14",2520
"451","2008-10-15",2760
"452","2008-10-16",2850
"453","2008-10-17",2940
"454","2008-10-20",2970
"455","2008-10-21",2850
"456","2008-10-22",2880
"457","2008-10-23",2700
"458","2008-10-24",2520
"459","2008-10-27",2640
"460","2008-10-28",2580
"461","2008-10-29",2448
"462","2008-10-30",2400
"463","2008-10-31",2400
"464","2008-11-03",2460
"465","2008-11-04",2400
"466","2008-11-05",2310
"467","2008-11-06",1860
"468","2008-11-07",1968
"469","2008-11-10",2040
"470","2008-11-11",2400
"471","2008-11-12",2310
"472","2008-11-13",2142
"473","2008-11-14",2214
"474","2008-11-17",2310
"475","2008-11-18",2280
"476","2008-11-19",2220
"477","2008-11-20",1866
"478","2008-11-21",1800
"479","2008-11-24",1980
"480","2008-11-25",1920
"481","2008-11-26",1920
"482","2008-11-28",1980
"483","2008-12-01",1980
"484","2008-12-02",1998
"485","2008-12-03",1800
"486","2008-12-04",1860
"487","2008-12-05",1740
"488","2008-12-08",1770
"489","2008-12-09",1710
"490","2008-12-10",1620
"491","2008-12-11",1680
"492","2008-12-12",1620
"493","2008-12-15",1632
"494","2008-12-16",1620
"495","2008-12-17",1650
"496","2008-12-18",1560
"497","2008-12-19",1584
"498","2008-12-22",1560
"499","2008-12-23",1740
"500","2008-12-24",1686
"501","2008-12-26",1692
"502","2008-12-29",1560
"503","2008-12-30",1470
"504","2008-12-31",1440
"505","2009-01-02",1500
"506","2009-01-05",1620
"507","2009-01-06",1620
"508","2009-01-07",1620
"509","2009-01-08",1650
"510","2009-01-09",1680
"511","2009-01-12",1794
"512","2009-01-13",1980
"513","2009-01-14",2550
"514","2009-01-15",2400
"515","2009-01-16",2370
"516","2009-01-20",2400
"517","2009-01-21",2580
"518","2009-01-22",2700
"519","2009-01-23",2400
"520","2009-01-26",1500
"521","2009-01-27",1620
"522","2009-01-28",1740
"523","2009-01-29",1800
"524","2009-01-30",1830
"525","2009-02-02",1710
"526","2009-02-03",1632
"527","2009-02-04",1590
"528","2009-02-05",1470
"529","2009-02-06",1980
"530","2009-02-09",1980
"531","2009-02-10",1788
"532","2009-02-11",1650
"533","2009-02-12",1560
"534","2009-02-13",1560
"535","2009-02-17",1560
"536","2009-02-18",1440
"537","2009-02-19",1560
"538","2009-02-20",1500
"539","2009-02-23",1380
"540","2009-02-24",1380
"541","2009-02-25",1440
"542","2009-02-26",1524
"543","2009-02-27",1500
"544","2009-03-02",1440
"545","2009-03-03",1620
"546","2009-03-04",1368
"547","2009-03-05",1260
"548","2009-03-06",1380
"549","2009-03-09",1410
"550","2009-03-10",1380
"551","2009-03-11",1380
"552","2009-03-12",1428
"553","2009-03-13",1380
"554","2009-03-16",1320
"555","2009-03-17",1470
"556","2009-03-18",1320
"557","2009-03-19",1200
"558","2009-03-20",1320
"559","2009-03-23",1440
"560","2009-03-24",1440
"561","2009-03-25",1338
"562","2009-03-26",1320
"563","2009-03-27",1380
"564","2009-03-30",1380
"565","2009-03-31",1350
"566","2009-04-01",1380
"567","2009-04-02",1380
"568","2009-04-03",1200
"569","2009-04-06",1350
"570","2009-04-07",1350
"571","2009-04-08",1260
"572","2009-04-09",1230
"573","2009-04-13",1428
"574","2009-04-14",1398
"575","2009-04-15",1320
"576","2009-04-16",1380
"577","2009-04-17",1410
"578","2009-04-20",1380
"579","2009-04-21",1350
"580","2009-04-22",1350
"581","2009-04-23",1368
"582","2009-04-24",1362
"583","2009-04-27",1380
"584","2009-04-28",1320
"585","2009-04-29",1350
"586","2009-04-30",1320
"587","2009-05-01",1350
"588","2009-05-04",1290
"589","2009-05-05",1290
"590","2009-05-06",1218
"591","2009-05-07",1308
"592","2009-05-08",1368
"593","2009-05-11",1560
"594","2009-05-12",1560
"595","2009-05-13",1410
"596","2009-05-14",1440
"597","2009-05-15",1410
"598","2009-05-18",1500
"599","2009-05-19",1500
"600","2009-05-20",1500
"601","2009-05-21",1410
"602","2009-05-22",1500
"603","2009-05-26",1488
"604","2009-05-27",1440
"605","2009-05-28",1410
"606","2009-05-29",1410
"607","2009-06-01",1494
"608","2009-06-02",1500
"609","2009-06-03",1452
"610","2009-06-04",1500
"611","2009-06-05",1500
"612","2009-06-08",1440
"613","2009-06-09",1440
"614","2009-06-10",1350
"615","2009-06-11",1410
"616","2009-06-12",1440
"617","2009-06-15",1386
"618","2009-06-16",1488
"619","2009-06-17",1440
"620","2009-06-18",1440
"621","2009-06-19",1494
"622","2009-06-22",1452
"623","2009-06-23",1416
"624","2009-06-24",1440
"625","2009-06-25",1500
"626","2009-06-26",1500
"627","2009-06-29",1524
"628","2009-06-30",1470
"629","2009-07-01",1680
"630","2009-07-02",1860
"631","2009-07-06",1980
"632","2009-07-07",2058
"633","2009-07-08",2010
"634","2009-07-09",2058
"635","2009-07-10",2100
"636","2009-07-13",2280
"637","2009-07-14",2394
"638","2009-07-15",2400
"639","2009-07-16",2460
"640","2009-07-17",2520
"641","2009-07-20",2970
"642","2009-07-21",2940
"643","2009-07-22",2880
"644","2009-07-23",2700
"645","2009-07-24",2790
"646","2009-07-27",2622
"647","2009-07-28",2340
"648","2009-07-29",2310
"649","2009-07-30",2340
"650","2009-07-31",2340
"651","2009-08-03",2340
"652","2009-08-04",2340
"653","2009-08-05",2256
"654","2009-08-06",2340
"655","2009-08-07",2280
"656","2009-08-10",2340
"657","2009-08-11",2244
"658","2009-08-12",2400
"659","2009-08-13",2400
"660","2009-08-14",2400
"661","2009-08-17",2520
"662","2009-08-18",2520
"663","2009-08-19",2514
"664","2009-08-20",2430
"665","2009-08-21",2370
"666","2009-08-24",2580
"667","2009-08-25",2520
"668","2009-08-26",2460
"669","2009-08-27",2460
"670","2009-08-28",2568
"671","2009-08-31",2670
"672","2009-09-01",2850
"673","2009-09-02",2910
"674","2009-09-03",2940
"675","2009-09-04",3060
"676","2009-09-08",3204
"677","2009-09-09",2640
"678","2009-09-10",2580
"679","2009-09-11",2724
"680","2009-09-14",2580
"681","2009-09-15",2400
"682","2009-09-16",2400
"683","2009-09-17",2346
"684","2009-09-18",2400
"685","2009-09-21",2340
"686","2009-09-22",2340
"687","2009-09-23",2238
"688","2009-09-24",2310
"689","2009-09-25",2250
"690","2009-09-28",2100
"691","2009-09-29",2280
"692","2009-09-30",2400
"693","2009-10-01",2520
"694","2009-10-02",2520
"695","2009-10-05",2520
"696","2009-10-06",2490
"697","2009-10-07",2544
"698","2009-10-08",2580
"699","2009-10-09",2610
"700","2009-10-12",2610
"701","2009-10-13",2664
"702","2009-10-14",2664
"703","2009-10-15",2664
"704","2009-10-16",2730
"705","2009-10-19",2820
"706","2009-10-20",2880
"707","2009-10-21",2760
"708","2009-10-22",2910
"709","2009-10-23",2760
"710","2009-10-26",2730
"711","2009-10-27",2850
"712","2009-10-28",2700
"713","2009-10-29",2610
"714","2009-10-30",2550
"715","2009-11-02",2580
"716","2009-11-03",2460
"717","2009-11-04",2460
"718","2009-11-05",2370
"719","2009-11-06",2460
"720","2009-11-09",2700
"721","2009-11-10",2500
"722","2009-11-11",2500
"723","2009-11-12",2500
"724","2009-11-13",2416
"725","2009-11-16",2200
"726","2009-11-17",2264
"727","2009-11-18",2400
"728","2009-11-19",2380
"729","2009-11-20",2220
"730","2009-11-23",2200
"731","2009-11-24",2240
"732","2009-11-25",2400
"733","2009-11-27",2160
"734","2009-11-30",2356
"735","2009-12-01",2160
"736","2009-12-02",2080
"737","2009-12-03",2056
"738","2009-12-04",2040
"739","2009-12-07",2040
"740","2009-12-08",2140
"741","2009-12-09",2040
"742","2009-12-10",2240
"743","2009-12-11",2188
"744","2009-12-14",2200
"745","2009-12-15",2040
"746","2009-12-16",2000
"747","2009-12-17",2000
"748","2009-12-18",1940
"749","2009-12-21",1940
"750","2009-12-22",1999.599976
"751","2009-12-23",2000
"752","2009-12-24",2200
"753","2009-12-28",2200
"754","2009-12-29",2340
"755","2009-12-30",2280
"756","2009-12-31",2392
"757","2010-01-04",2248
"758","2010-01-05",2160
"759","2010-01-06",2020
"760","2010-01-07",2096
"761","2010-01-08",2180
"762","2010-01-11",2400
"763","2010-01-12",2520
"764","2010-01-13",2440
"765","2010-01-14",2780
"766","2010-01-15",2900
"767","2010-01-19",2748
"768","2010-01-20",2484
"769","2010-01-21",2460
"770","2010-01-22",2508
"771","2010-01-25",2440
"772","2010-01-26",2344
"773","2010-01-27",2356
"774","2010-01-28",2260
"775","2010-01-29",2292
"776","2010-02-01",2200
"777","2010-02-02",2196
"778","2010-02-03",2176
"779","2010-02-04",2168
"780","2010-02-05",2160
"781","2010-02-08",2164
"782","2010-02-09",2160
"783","2010-02-10",2136
"784","2010-02-11",2108
"785","2010-02-12",2136
"786","2010-02-16",2080
"787","2010-02-17",2060
"788","2010-02-18",2016
"789","2010-02-19",2000
"790","2010-02-22",2000
"791","2010-02-23",1972
"792","2010-02-24",1860
"793","2010-02-25",1916
"794","2010-02-26",2040
"795","2010-03-01",2004
"796","2010-03-02",2040
"797","2010-03-03",1956
"798","2010-03-04",1980
"799","2010-03-05",1960
"800","2010-03-08",1920
"801","2010-03-09",1909.599976
"802","2010-03-10",2000
"803","2010-03-11",2000
"804","2010-03-12",2008
"805","2010-03-15",1940
"806","2010-03-16",1944
"807","2010-03-17",1992
"808","2010-03-18",1960
"809","2010-03-19",1900
"810","2010-03-22",1916
"811","2010-03-23",1865.199951
"812","2010-03-24",1832
"813","2010-03-25",1840
"814","2010-03-26",1856
"815","2010-03-29",2284
"816","2010-03-30",2101.600098
"817","2010-03-31",2000
"818","2010-04-01",2008
"819","2010-04-05",1932
"820","2010-04-06",1876
"821","2010-04-07",2136
"822","2010-04-08",2020
"823","2010-04-09",2032
"824","2010-04-12",2080
"825","2010-04-13",2032
"826","2010-04-14",1968
"827","2010-04-15",2016
"828","2010-04-16",2032
"829","2010-04-19",2100
"830","2010-04-20",2076
"831","2010-04-21",2036
"832","2010-04-22",2016
"833","2010-04-23",2032
"834","2010-04-26",2032
"835","2010-04-27",2004
"836","2010-04-28",1980
"837","2010-04-29",1980
"838","2010-04-30",2000
"839","2010-05-03",1936
"840","2010-05-04",1644
"841","2010-05-05",1664
"842","2010-05-06",1644
"843","2010-05-07",1612
"844","2010-05-10",1612
"845","2010-05-11",1600
"846","2010-05-12",1560
"847","2010-05-13",1412
"848","2010-05-14",1368.400024
"849","2010-05-17",1340
"850","2010-05-18",1332
"851","2010-05-19",1240
"852","2010-05-20",1180
"853","2010-05-21",1204
"854","2010-05-24",1184
"855","2010-05-25",1184
"856","2010-05-26",1184
"857","2010-05-27",1200
"858","2010-05-28",1188
"859","2010-06-01",1180
"860","2010-06-02",1180
"861","2010-06-03",1200
"862","2010-06-04",1152
"863","2010-06-07",1156
"864","2010-06-08",1144
"865","2010-06-09",976
"866","2010-06-10",1120
"867","2010-06-11",1120
"868","2010-06-14",1144
"869","2010-06-15",1160
"870","2010-06-16",1136
"871","2010-06-17",1100
"872","2010-06-18",1080
"873","2010-06-21",1080
"874","2010-06-22",1080
"875","2010-06-23",1076
"876","2010-06-24",1048
"877","2010-06-25",1128
"878","2010-06-28",1200
"879","2010-06-29",1196
"880","2010-06-30",1156
"881","2010-07-01",1088
"882","2010-07-02",1112
"883","2010-07-06",1124
"884","2010-07-07",1160
"885","2010-07-08",1148
"886","2010-07-09",1120
"887","2010-07-12",1108
"888","2010-07-13",1108
"889","2010-07-14",1104
"890","2010-07-15",1116
"891","2010-07-16",1052
"892","2010-07-19",1040
"893","2010-07-20",1040
"894","2010-07-21",1060
"895","2010-07-22",1044
"896","2010-07-23",1060
"897","2010-07-26",1056
"898","2010-07-27",1044
"899","2010-07-28",1036
"900","2010-07-29",1032
"901","2010-07-30",1096
"902","2010-08-02",1088
"903","2010-08-03",1093.599976
"904","2010-08-04",1080
"905","2010-08-05",1088
"906","2010-08-06",1112
"907","2010-08-09",1100
"908","2010-08-10",1104
"909","2010-08-11",1108
"910","2010-08-12",1116
"911","2010-08-13",1120
"912","2010-08-16",1128
"913","2010-08-17",1144
"914","2010-08-18",1180
"915","2010-08-19",1216
"916","2010-08-20",1292
"917","2010-08-23",1272
"918","2010-08-24",1236
"919","2010-08-25",1140
"920","2010-08-26",1196
"921","2010-08-27",1212
"922","2010-08-30",1232
"923","2010-08-31",1216
"924","2010-09-01",1188
"925","2010-09-02",1173.199951
"926","2010-09-03",1120
"927","2010-09-07",1124
"928","2010-09-08",1140
"929","2010-09-09",1084
"930","2010-09-10",1068
"931","2010-09-13",1044
"932","2010-09-14",1048
"933","2010-09-15",1028
"934","2010-09-16",1000
"935","2010-09-17",1000
"936","2010-09-20",1040
"937","2010-09-21",1008
"938","2010-09-22",1020
"939","2010-09-23",1088
"940","2010-09-24",1076
"941","2010-09-27",1056
"942","2010-09-28",1024
"943","2010-09-29",1024
"944","2010-09-30",1012
"945","2010-10-01",984
"946","2010-10-04",980
"947","2010-10-05",992
"948","2010-10-06",980
"949","2010-10-07",976
"950","2010-10-08",964
"951","2010-10-11",916
"952","2010-10-12",852
"953","2010-10-13",892
"954","2010-10-14",936
"955","2010-10-15",844
"956","2010-10-18",804
"957","2010-10-19",948
"958","2010-10-20",896
"959","2010-10-21",844
"960","2010-10-22",824
"961","2010-10-25",836
"962","2010-10-26",824
"963","2010-10-27",824
"964","2010-10-28",836
"965","2010-10-29",844
"966","2010-11-01",856
"967","2010-11-02",840
"968","2010-11-03",852
"969","2010-11-04",840
"970","2010-11-05",820
"971","2010-11-08",840
"972","2010-11-09",848
"973","2010-11-10",892
"974","2010-11-11",924
"975","2010-11-12",912
"976","2010-11-15",896
"977","2010-11-16",920
"978","2010-11-17",940
"979","2010-11-18",904
"980","2010-11-19",928
"981","2010-11-22",864
"982","2010-11-23",892
"983","2010-11-24",864
"984","2010-11-26",888
"985","2010-11-29",860
"986","2010-11-30",860
"987","2010-12-01",864
"988","2010-12-02",860
"989","2010-12-03",885.200012
"990","2010-12-06",880
"991","2010-12-07",884
"992","2010-12-08",872
"993","2010-12-09",828
"994","2010-12-10",800
"995","2010-12-13",788
"996","2010-12-14",804
"997","2010-12-15",788
"998","2010-12-16",780
"999","2010-12-17",788
"1000","2010-12-20",772
"1001","2010-12-21",780
"1002","2010-12-22",800
"1003","2010-12-23",800
"1004","2010-12-27",784
"1005","2010-12-28",772
"1006","2010-12-29",764
"1007","2010-12-30",760
"1008","2010-12-31",768
"1009","2011-01-03",796
"1010","2011-01-04",812
"1011","2011-01-05",792
"1012","2011-01-06",784
"1013","2011-01-07",796
"1014","2011-01-10",808
"1015","2011-01-11",828
"1016","2011-01-12",816
"1017","2011-01-13",924
"1018","2011-01-14",904
"1019","2011-01-18",872
"1020","2011-01-19",788
"1021","2011-01-20",784
"1022","2011-01-21",808
"1023","2011-01-24",804
"1024","2011-01-25",784
"1025","2011-01-26",798.799988
"1026","2011-01-27",776
"1027","2011-01-28",760
"1028","2011-01-31",820
"1029","2011-02-01",796
"1030","2011-02-02",764
"1031","2011-02-03",784
"1032","2011-02-04",764
"1033","2011-02-07",760
"1034","2011-02-08",760
"1035","2011-02-09",788
"1036","2011-02-10",768
"1037","2011-02-11",760
"1038","2011-02-14",752
"1039","2011-02-15",760.400024
"1040","2011-02-16",740
"1041","2011-02-17",800
"1042","2011-02-18",820
"1043","2011-02-22",840
"1044","2011-02-23",824
"1045","2011-02-24",824
"1046","2011-02-25",816
"1047","2011-02-28",772
"1048","2011-03-01",804
"1049","2011-03-02",784
"1050","2011-03-03",812
"1051","2011-03-04",812
"1052","2011-03-07",832
"1053","2011-03-08",812
"1054","2011-03-09",824
"1055","2011-03-10",824
"1056","2011-03-11",832
"1057","2011-03-14",844
"1058","2011-03-15",804
"1059","2011-03-16",796
"1060","2011-03-17",804
"1061","2011-03-18",828
"1062","2011-03-21",808
"1063","2011-03-22",816
"1064","2011-03-23",820
"1065","2011-03-24",788
"1066","2011-03-25",756
"1067","2011-03-28",788
"1068","2011-03-29",756
"1069","2011-03-30",760
"1070","2011-03-31",736
"1071","2011-04-01",718.799988
"1072","2011-04-04",716
"1073","2011-04-05",712.400024
"1074","2011-04-06",740
"1075","2011-04-07",736
"1076","2011-04-08",712
"1077","2011-04-11",712
"1078","2011-04-12",708
"1079","2011-04-13",684
"1080","2011-04-14",776
"1081","2011-04-15",760
"1082","2011-04-18",704
"1083","2011-04-19",752
"1084","2011-04-20",731.599976
"1085","2011-04-21",700
"1086","2011-04-25",704
"1087","2011-04-26",702.799988
"1088","2011-04-27",704
"1089","2011-04-28",684
"1090","2011-04-29",708
"1091","2011-05-02",692
"1092","2011-05-03",684
