"","date","ACTG"
"424","2008-09-08",4.2
"425","2008-09-09",4.05
"426","2008-09-10",4.03
"427","2008-09-11",4.09
"428","2008-09-12",4.12
"429","2008-09-15",3.81
"430","2008-09-16",3.87
"431","2008-09-17",4.19
"432","2008-09-18",4.38
"433","2008-09-19",4.38
"434","2008-09-22",4.15
"435","2008-09-23",4.21
"436","2008-09-24",4.08
"437","2008-09-25",3.8
"438","2008-09-26",3.73
"439","2008-09-29",3.27
"440","2008-09-30",3.02
"441","2008-10-01",3.01
"442","2008-10-02",3.02
"443","2008-10-03",2.97
"444","2008-10-06",2.74
"445","2008-10-07",2.6
"446","2008-10-08",2.7
"447","2008-10-09",2.55
"448","2008-10-10",2.4
"449","2008-10-13",2.3
"450","2008-10-14",2.29
"451","2008-10-15",2.11
"452","2008-10-16",2.07
"453","2008-10-17",2.16
"454","2008-10-20",2.28
"455","2008-10-21",2.34
"456","2008-10-22",2.04
"457","2008-10-23",2.01
"458","2008-10-24",2.26
"459","2008-10-27",2.1
"460","2008-10-28",2.04
"461","2008-10-29",2.1
"462","2008-10-30",2.52
"463","2008-10-31",2.58
"464","2008-11-03",2.82
"465","2008-11-04",2.9
"466","2008-11-05",2.9
"467","2008-11-06",2.92
"468","2008-11-07",2.8
"469","2008-11-10",2.62
"470","2008-11-11",2.51
"471","2008-11-12",2.41
"472","2008-11-13",2.41
"473","2008-11-14",2.38
"474","2008-11-17",2.32
"475","2008-11-18",2.5
"476","2008-11-19",2.28
"477","2008-11-20",2.02
"478","2008-11-21",2.07
"479","2008-11-24",2.12
"480","2008-11-25",2.12
"481","2008-11-26",2.5
"482","2008-11-28",2.86
"483","2008-12-01",2.47
"484","2008-12-02",2.63
"485","2008-12-03",2.64
"486","2008-12-04",2.63
"487","2008-12-05",2.39
"488","2008-12-08",2.31
"489","2008-12-09",2.39
"490","2008-12-10",2.33
"491","2008-12-11",2.35
"492","2008-12-12",2.68
"493","2008-12-15",2.84
"494","2008-12-16",2.91
"495","2008-12-17",2.8
"496","2008-12-18",2.84
"497","2008-12-19",2.5
"498","2008-12-22",2.49
"499","2008-12-23",2.51
"500","2008-12-24",2.61
"501","2008-12-26",2.53
"502","2008-12-29",2.7
"503","2008-12-30",3.02
"504","2008-12-31",3.04
"505","2009-01-02",3.5
"506","2009-01-05",3.61
"507","2009-01-06",3.74
"508","2009-01-07",3.72
"509","2009-01-08",3.74
"510","2009-01-09",3.5
"511","2009-01-12",3.2
"512","2009-01-13",3.17
"513","2009-01-14",3.02
"514","2009-01-15",3.01
"515","2009-01-16",3
"516","2009-01-20",2.97
"517","2009-01-21",3.06
"518","2009-01-22",2.93
"519","2009-01-23",2.99
"520","2009-01-26",3.25
"521","2009-01-27",3.17
"522","2009-01-28",3.26
"523","2009-01-29",3.19
"524","2009-01-30",3.16
"525","2009-02-02",3.36
"526","2009-02-03",3.3
"527","2009-02-04",3.3
"528","2009-02-05",3.52
"529","2009-02-06",3.55
"530","2009-02-09",3.49
"531","2009-02-10",3.4
"532","2009-02-11",3.41
"533","2009-02-12",3.46
"534","2009-02-13",3.57
"535","2009-02-17",3.48
"536","2009-02-18",3.54
"537","2009-02-19",3.6
"538","2009-02-20",3.5
"539","2009-02-23",3.35
"540","2009-02-24",3.3
"541","2009-02-25",3.35
"542","2009-02-26",3
"543","2009-02-27",3.11
"544","2009-03-02",2.87
"545","2009-03-03",2.76
"546","2009-03-04",2.76
"547","2009-03-05",2.72
"548","2009-03-06",2.5
"549","2009-03-09",2.24
"550","2009-03-10",2.79
"551","2009-03-11",2.85
"552","2009-03-12",3.04
"553","2009-03-13",2.95
"554","2009-03-16",2.84
"555","2009-03-17",3.32
"556","2009-03-18",3.64
"557","2009-03-19",3.57
"558","2009-03-20",3.51
"559","2009-03-23",3.76
"560","2009-03-24",4.01
"561","2009-03-25",4.16
"562","2009-03-26",4.27
"563","2009-03-27",4.08
"564","2009-03-30",4.04
"565","2009-03-31",4.08
"566","2009-04-01",4.1
"567","2009-04-02",4.2
"568","2009-04-03",4.28
"569","2009-04-06",4.23
"570","2009-04-07",3.95
"571","2009-04-08",4.01
"572","2009-04-09",4.2
"573","2009-04-13",4.19
"574","2009-04-14",4.13
"575","2009-04-15",4.01
"576","2009-04-16",4.12
"577","2009-04-17",4.36
"578","2009-04-20",4.11
"579","2009-04-21",4.25
"580","2009-04-22",4.31
"581","2009-04-23",4.34
"582","2009-04-24",4.43
"583","2009-04-27",4.21
"584","2009-04-28",4.22
"585","2009-04-29",4.3
"586","2009-04-30",4.33
"587","2009-05-01",4.43
"588","2009-05-04",4.54
"589","2009-05-05",4.57
"590","2009-05-06",4.67
"591","2009-05-07",4.43
"592","2009-05-08",4.64
"593","2009-05-11",4.64
"594","2009-05-12",4.61
"595","2009-05-13",4.35
"596","2009-05-14",4.45
"597","2009-05-15",4.46
"598","2009-05-18",5.11
"599","2009-05-19",5.27
"600","2009-05-20",5.3
"601","2009-05-21",5.02
"602","2009-05-22",5
"603","2009-05-26",5.05
"604","2009-05-27",5.2
"605","2009-05-28",5.36
"606","2009-05-29",5.53
"607","2009-06-01",5.7
"608","2009-06-02",5.68
"609","2009-06-03",5.7
"610","2009-06-04",5.68
"611","2009-06-05",5.85
"612","2009-06-08",5.94
"613","2009-06-09",6.58
"614","2009-06-10",6.71
"615","2009-06-11",6.75
"616","2009-06-12",6.7
"617","2009-06-15",6.65
"618","2009-06-16",6.6
"619","2009-06-17",6.5
"620","2009-06-18",6.68
"621","2009-06-19",7
"622","2009-06-22",6.87
"623","2009-06-23",6.73
"624","2009-06-24",7.32
"625","2009-06-25",7.37
"626","2009-06-26",7.6
"627","2009-06-29",7.58
"628","2009-06-30",7.87
"629","2009-07-01",7.84
"630","2009-07-02",7.38
"631","2009-07-06",7.24
"632","2009-07-07",7.06
"633","2009-07-08",6.95
"634","2009-07-09",7.02
"635","2009-07-10",7.03
"636","2009-07-13",7.08
"637","2009-07-14",7.1
"638","2009-07-15",7.67
"639","2009-07-16",8.01
"640","2009-07-17",8.31
"641","2009-07-20",8.5
"642","2009-07-21",8.56
"643","2009-07-22",8.71
"644","2009-07-23",8.95
"645","2009-07-24",8.24
"646","2009-07-27",8.19
"647","2009-07-28",8.04
"648","2009-07-29",7.94
"649","2009-07-30",8.05
"650","2009-07-31",7.86
"651","2009-08-03",8.22
"652","2009-08-04",8.26
"653","2009-08-05",7.98
"654","2009-08-06",7.74
"655","2009-08-07",7.99
"656","2009-08-10",7.93
"657","2009-08-11",7.65
"658","2009-08-12",7.57
"659","2009-08-13",7.79
"660","2009-08-14",7.79
"661","2009-08-17",7.91
"662","2009-08-18",8.07
"663","2009-08-19",8.63
"664","2009-08-20",8.64
"665","2009-08-21",9.11
"666","2009-08-24",9.07
"667","2009-08-25",9.28
"668","2009-08-26",9.31
"669","2009-08-27",9.39
"670","2009-08-28",9.25
"671","2009-08-31",8.98
"672","2009-09-01",8.47
"673","2009-09-02",8.87
"674","2009-09-03",8.74
"675","2009-09-04",8.97
"676","2009-09-08",9.11
"677","2009-09-09",9.23
"678","2009-09-10",9.12
"679","2009-09-11",8.92
"680","2009-09-14",9.07
"681","2009-09-15",9.02
"682","2009-09-16",9.04
"683","2009-09-17",8.97
"684","2009-09-18",8.94
"685","2009-09-21",8.88
"686","2009-09-22",8.86
"687","2009-09-23",8.83
"688","2009-09-24",8.74
"689","2009-09-25",8.7
"690","2009-09-28",8.75
"691","2009-09-29",8.53
"692","2009-09-30",8.71
"693","2009-10-01",7.99
"694","2009-10-02",7.8
"695","2009-10-05",7.8
"696","2009-10-06",8.04
"697","2009-10-07",7.95
"698","2009-10-08",8.21
"699","2009-10-09",8.7
"700","2009-10-12",9
"701","2009-10-13",9.14
"702","2009-10-14",9.59
"703","2009-10-15",9.25
"704","2009-10-16",9.03
"705","2009-10-19",9.16
"706","2009-10-20",9.08
"707","2009-10-21",8.95
"708","2009-10-22",8.92
"709","2009-10-23",8.5
"710","2009-10-26",8.52
"711","2009-10-27",8.49
"712","2009-10-28",8
"713","2009-10-29",8.02
"714","2009-10-30",7.6
"715","2009-11-02",7.54
"716","2009-11-03",7.71
"717","2009-11-04",7.73
"718","2009-11-05",8.24
"719","2009-11-06",8.3
"720","2009-11-09",8.42
"721","2009-11-10",8.19
"722","2009-11-11",8.15
"723","2009-11-12",7.93
"724","2009-11-13",8.19
"725","2009-11-16",8
"726","2009-11-17",7.97
"727","2009-11-18",7.79
"728","2009-11-19",7.5
"729","2009-11-20",7.38
"730","2009-11-23",7.51
"731","2009-11-24",7.58
"732","2009-11-25",7.48
"733","2009-11-27",7.17
"734","2009-11-30",7.55
"735","2009-12-01",7.97
"736","2009-12-02",8.03
"737","2009-12-03",8.04
"738","2009-12-04",8.41
"739","2009-12-07",8.54
"740","2009-12-08",8.64
"741","2009-12-09",9.07
"742","2009-12-10",9.11
"743","2009-12-11",9.07
"744","2009-12-14",8.93
"745","2009-12-15",8.52
"746","2009-12-16",8.31
"747","2009-12-17",8.05
"748","2009-12-18",8.07
"749","2009-12-21",8.21
"750","2009-12-22",8.32
"751","2009-12-23",8.41
"752","2009-12-24",8.55
"753","2009-12-28",8.45
"754","2009-12-29",8.58
"755","2009-12-30",8.67
"756","2009-12-31",9.11
"757","2010-01-04",9.75
"758","2010-01-05",9.46
"759","2010-01-06",9.34
"760","2010-01-07",9.63
"761","2010-01-08",9.51
"762","2010-01-11",9.28
"763","2010-01-12",9.13
"764","2010-01-13",9.1
"765","2010-01-14",9.34
"766","2010-01-15",9.05
"767","2010-01-19",9.15
"768","2010-01-20",9.01
"769","2010-01-21",8.51
"770","2010-01-22",8.03
"771","2010-01-25",8.43
"772","2010-01-26",8.63
"773","2010-01-27",8.88
"774","2010-01-28",9.06
"775","2010-01-29",8.97
"776","2010-02-01",8.67
"777","2010-02-02",8.63
"778","2010-02-03",8.71
"779","2010-02-04",8.08
"780","2010-02-05",8.17
"781","2010-02-08",7.93
"782","2010-02-09",8.17
"783","2010-02-10",8.25
"784","2010-02-11",8.72
"785","2010-02-12",8.87
"786","2010-02-16",9.39
"787","2010-02-17",9.26
"788","2010-02-18",9.14
"789","2010-02-19",9.35
"790","2010-02-22",10
"791","2010-02-23",9.98
"792","2010-02-24",9.97
"793","2010-02-25",9.98
"794","2010-02-26",9.92
"795","2010-03-01",10.39
"796","2010-03-02",10.63
"797","2010-03-03",10.62
"798","2010-03-04",10.35
"799","2010-03-05",10.83
"800","2010-03-08",10.97
"801","2010-03-09",11.07
"802","2010-03-10",11.09
"803","2010-03-11",11.01
"804","2010-03-12",10.73
"805","2010-03-15",10.54
"806","2010-03-16",10.34
"807","2010-03-17",10.57
"808","2010-03-18",10.56
"809","2010-03-19",10.02
"810","2010-03-22",9.89
"811","2010-03-23",10.32
"812","2010-03-24",10.42
"813","2010-03-25",10.25
"814","2010-03-26",10.35
"815","2010-03-29",10.25
"816","2010-03-30",10.21
"817","2010-03-31",10.83
"818","2010-04-01",11.27
"819","2010-04-05",11.14
"820","2010-04-06",11.14
"821","2010-04-07",10.87
"822","2010-04-08",10.58
"823","2010-04-09",10.76
"824","2010-04-12",10.85
"825","2010-04-13",10.94
"826","2010-04-14",11.45
"827","2010-04-15",11.53
"828","2010-04-16",11.36
"829","2010-04-19",10.98
"830","2010-04-20",11.36
"831","2010-04-21",11.34
"832","2010-04-22",11.55
"833","2010-04-23",14.38
"834","2010-04-26",14.15
"835","2010-04-27",14.31
"836","2010-04-28",14.72
"837","2010-04-29",14.98
"838","2010-04-30",14.88
"839","2010-05-03",14.89
"840","2010-05-04",14.78
"841","2010-05-05",14.4
"842","2010-05-06",13.81
"843","2010-05-07",13.81
"844","2010-05-10",14.88
"845","2010-05-11",15.22
"846","2010-05-12",15.79
"847","2010-05-13",16.02
"848","2010-05-14",15.47
"849","2010-05-17",15.54
"850","2010-05-18",15.13
"851","2010-05-19",14.71
"852","2010-05-20",14.16
"853","2010-05-21",14.86
"854","2010-05-24",14.68
"855","2010-05-25",14.51
"856","2010-05-26",14.6
"857","2010-05-27",15.55
"858","2010-05-28",15.05
"859","2010-06-01",14.64
"860","2010-06-02",15.27
"861","2010-06-03",15.75
"862","2010-06-04",14.54
"863","2010-06-07",13.64
"864","2010-06-08",13.18
"865","2010-06-09",13.22
"866","2010-06-10",13.64
"867","2010-06-11",14.3
"868","2010-06-14",14.5
"869","2010-06-15",15.28
"870","2010-06-16",15.4
"871","2010-06-17",15.47
"872","2010-06-18",15.79
"873","2010-06-21",15.83
"874","2010-06-22",15.24
"875","2010-06-23",15.29
"876","2010-06-24",14.98
"877","2010-06-25",15.37
"878","2010-06-28",15.7
"879","2010-06-29",14.54
"880","2010-06-30",14.23
"881","2010-07-01",14.51
"882","2010-07-02",14.73
"883","2010-07-06",14.27
"884","2010-07-07",14.58
"885","2010-07-08",14.62
"886","2010-07-09",15.15
"887","2010-07-12",15.1
"888","2010-07-13",16.120001
"889","2010-07-14",16.18
"890","2010-07-15",16.26
"891","2010-07-16",15.16
"892","2010-07-19",14.6
"893","2010-07-20",14.89
"894","2010-07-21",14.29
"895","2010-07-22",14.69
"896","2010-07-23",13.88
"897","2010-07-26",13.42
"898","2010-07-27",13.54
"899","2010-07-28",13.31
"900","2010-07-29",13.27
"901","2010-07-30",13.39
"902","2010-08-02",13.85
"903","2010-08-03",14.32
"904","2010-08-04",14.33
"905","2010-08-05",14.2
"906","2010-08-06",14.21
"907","2010-08-09",14.66
"908","2010-08-10",14.46
"909","2010-08-11",13.97
"910","2010-08-12",13.97
"911","2010-08-13",13.88
"912","2010-08-16",13.89
"913","2010-08-17",14.32
"914","2010-08-18",14.14
"915","2010-08-19",13.75
"916","2010-08-20",13.68
"917","2010-08-23",13.17
"918","2010-08-24",15.62
"919","2010-08-25",15.93
"920","2010-08-26",15.55
"921","2010-08-27",15.87
"922","2010-08-30",15.23
"923","2010-08-31",15.07
"924","2010-09-01",15.75
"925","2010-09-02",15.79
"926","2010-09-03",15.97
"927","2010-09-07",15.71
"928","2010-09-08",16.530001
"929","2010-09-09",16.610001
"930","2010-09-10",16.299999
"931","2010-09-13",16.84
"932","2010-09-14",16.84
"933","2010-09-15",17.4
"934","2010-09-16",16.969999
"935","2010-09-17",17.120001
"936","2010-09-20",17.440001
"937","2010-09-21",17.23
"938","2010-09-22",16.790001
"939","2010-09-23",16.639999
"940","2010-09-24",17.25
"941","2010-09-27",17.209999
"942","2010-09-28",17.610001
"943","2010-09-29",17.34
"944","2010-09-30",17.6
"945","2010-10-01",20.65
"946","2010-10-04",20.5
"947","2010-10-05",21.43
"948","2010-10-06",21.030001
"949","2010-10-07",21.32
"950","2010-10-08",21.57
"951","2010-10-11",22.24
"952","2010-10-12",21.879999
"953","2010-10-13",22.540001
"954","2010-10-14",22.290001
"955","2010-10-15",21.620001
"956","2010-10-18",21.200001
"957","2010-10-19",20.75
"958","2010-10-20",20.99
"959","2010-10-21",21.6
"960","2010-10-22",25.790001
"961","2010-10-25",27.24
"962","2010-10-26",27.190001
"963","2010-10-27",27.190001
"964","2010-10-28",25.98
"965","2010-10-29",26.620001
"966","2010-11-01",25.780001
"967","2010-11-02",27.1
"968","2010-11-03",27.049999
"969","2010-11-04",27.200001
"970","2010-11-05",27.18
"971","2010-11-08",26.83
"972","2010-11-09",26.35
"973","2010-11-10",26.280001
"974","2010-11-11",26.280001
"975","2010-11-12",26
"976","2010-11-15",26
"977","2010-11-16",24.76
"978","2010-11-17",25.34
"979","2010-11-18",25.6
"980","2010-11-19",25.41
"981","2010-11-22",25.700001
"982","2010-11-23",26.24
"983","2010-11-24",27.860001
"984","2010-11-26",27.85
"985","2010-11-29",27.790001
"986","2010-11-30",27.25
"987","2010-12-01",27.16
"988","2010-12-02",27.35
"989","2010-12-03",28.469999
"990","2010-12-06",29.360001
"991","2010-12-07",29.15
"992","2010-12-08",29.139999
"993","2010-12-09",29.309999
"994","2010-12-10",29.42
"995","2010-12-13",28.67
"996","2010-12-14",26.629999
"997","2010-12-15",25.959999
