"","date","DDD"
"196","2007-10-11",7.953333
"197","2007-10-12",7.963333
"198","2007-10-15",7.903333
"199","2007-10-16",7.593333
"200","2007-10-17",7.65
"201","2007-10-18",7.35
"202","2007-10-19",7.106667
"203","2007-10-22",7.07
"204","2007-10-23",6.946667
"205","2007-10-24",7.22
"206","2007-10-25",7.023334
"207","2007-10-26",6.956666
"208","2007-10-29",7.42
"209","2007-10-30",7.32
"210","2007-10-31",7.296667
"211","2007-11-01",7.02
"212","2007-11-02",6.733333
"213","2007-11-05",6.306667
"214","2007-11-06",6.306667
"215","2007-11-07",6.313334
"216","2007-11-08",5.976666
"217","2007-11-09",5.886667
"218","2007-11-12",5.936666
"219","2007-11-13",5.88
"220","2007-11-14",6.246666
"221","2007-11-15",6.323333
"222","2007-11-16",6.33
"223","2007-11-19",6.11
"224","2007-11-20",6.18
"225","2007-11-21",6.156667
"226","2007-11-23",6.123333
"227","2007-11-26",5.94
"228","2007-11-27",5.81
"229","2007-11-28",6
"230","2007-11-29",5.966667
"231","2007-11-30",5.856667
"232","2007-12-03",5.7
"233","2007-12-04",5.636667
"234","2007-12-05",5.67
"235","2007-12-06",5.833333
"236","2007-12-07",5.813334
"237","2007-12-10",5.93
"238","2007-12-11",5.49
"239","2007-12-12",5.19
"240","2007-12-13",5.323333
"241","2007-12-14",5.166667
"242","2007-12-17",5.16
"243","2007-12-18",5.343333
"244","2007-12-19",5.35
"245","2007-12-20",5.216667
"246","2007-12-21",5.266667
"247","2007-12-24",5.433333
"248","2007-12-26",5.486667
"249","2007-12-27",5.12
"250","2007-12-28",5.223333
"251","2007-12-31",5.146667
"252","2008-01-02",4.756667
"253","2008-01-03",4.72
"254","2008-01-04",4.516667
"255","2008-01-07",4.583333
"256","2008-01-08",4.616667
"257","2008-01-09",4.726666
"258","2008-01-10",4.766667
"259","2008-01-11",4.633333
"260","2008-01-14",4.586667
"261","2008-01-15",4.44
"262","2008-01-16",4.536667
"263","2008-01-17",4.34
"264","2008-01-18",4.19
"265","2008-01-22",4.3
"266","2008-01-23",4.596667
"267","2008-01-24",4.723333
"268","2008-01-25",4.653333
"269","2008-01-28",4.7
"270","2008-01-29",4.716667
"271","2008-01-30",4.69
"272","2008-01-31",4.683333
"273","2008-02-01",4.85
"274","2008-02-04",5.023334
"275","2008-02-05",4.733333
"276","2008-02-06",4.71
"277","2008-02-07",4.633333
"278","2008-02-08",4.62
"279","2008-02-11",4.626667
"280","2008-02-12",4.68
"281","2008-02-13",5.006667
"282","2008-02-14",5.283333
"283","2008-02-15",5.306667
"284","2008-02-19",5.283333
"285","2008-02-20",5.29
"286","2008-02-21",5.093333
"287","2008-02-22",5.323333
"288","2008-02-25",5.21
"289","2008-02-26",5.253334
"290","2008-02-27",5.323333
"291","2008-02-28",5.073333
"292","2008-02-29",4.82
"293","2008-03-03",4.833333
"294","2008-03-04",4.653333
"295","2008-03-05",4.693333
"296","2008-03-06",4.376667
"297","2008-03-07",4.326667
"298","2008-03-10",4.28
"299","2008-03-11",4.606667
"300","2008-03-12",4.45
"301","2008-03-13",4.38
"302","2008-03-14",4.396667
"303","2008-03-17",4.363333
"304","2008-03-18",4.57
"305","2008-03-19",4.876667
"306","2008-03-20",4.986667
"307","2008-03-24",5.03
"308","2008-03-25",5.083333
"309","2008-03-26",5.06
"310","2008-03-27",5.093333
"311","2008-03-28",4.856667
"312","2008-03-31",4.896667
"313","2008-04-01",5.066667
"314","2008-04-02",5.08
"315","2008-04-03",5.013333
"316","2008-04-04",4.89
"317","2008-04-07",4.723333
"318","2008-04-08",5.003334
"319","2008-04-09",4.773334
"320","2008-04-10",5.1
"321","2008-04-11",4.723333
"322","2008-04-14",4.56
"323","2008-04-15",4.716667
"324","2008-04-16",5.043334
"325","2008-04-17",4.883333
"326","2008-04-18",5.063334
"327","2008-04-21",4.986667
"328","2008-04-22",4.886667
"329","2008-04-23",4.843333
"330","2008-04-24",5.046667
"331","2008-04-25",5.08
"332","2008-04-28",5.3
"333","2008-04-29",5.086667
"334","2008-04-30",5.063334
"335","2008-05-01",5.233333
"336","2008-05-02",5.283333
"337","2008-05-05",5.056667
"338","2008-05-06",4.803333
"339","2008-05-07",4.64
"340","2008-05-08",4.706666
"341","2008-05-09",2.88
"342","2008-05-12",2.933333
"343","2008-05-13",3
"344","2008-05-14",2.97
"345","2008-05-15",2.983333
"346","2008-05-16",2.983333
"347","2008-05-19",2.96
"348","2008-05-20",2.933333
"349","2008-05-21",2.85
"350","2008-05-22",2.933333
"351","2008-05-23",2.98
"352","2008-05-27",2.993333
"353","2008-05-28",2.99
"354","2008-05-29",3.023333
"355","2008-05-30",3.053333
"356","2008-06-02",3.033333
"357","2008-06-03",3.193333
"358","2008-06-04",3.263333
"359","2008-06-05",3.346667
"360","2008-06-06",3.216667
"361","2008-06-09",3.263333
"362","2008-06-10",3.473333
"363","2008-06-11",3.333333
"364","2008-06-12",3.39
"365","2008-06-13",3.54
"366","2008-06-16",3.706667
"367","2008-06-17",3.48
"368","2008-06-18",3.753333
"369","2008-06-19",3.873333
"370","2008-06-20",3.63
"371","2008-06-23",3.5
"372","2008-06-24",3.45
"373","2008-06-25",3.35
"374","2008-06-26",3.24
"375","2008-06-27",3.356667
"376","2008-06-30",3.166667
"377","2008-07-01",3.2
"378","2008-07-02",3.036667
"379","2008-07-03",2.916667
"380","2008-07-07",2.743333
"381","2008-07-08",2.986667
"382","2008-07-09",2.846667
"383","2008-07-10",2.833333
"384","2008-07-11",3.173333
"385","2008-07-14",3.083333
"386","2008-07-15",3.14
"387","2008-07-16",3.246667
"388","2008-07-17",3.29
"389","2008-07-18",3.146667
"390","2008-07-21",3.186667
"391","2008-07-22",3.65
"392","2008-07-23",3.85
"393","2008-07-24",3.866667
"394","2008-07-25",4.096667
"395","2008-07-28",3.916667
"396","2008-07-29",4.126667
"397","2008-07-30",4.12
"398","2008-07-31",4.053333
"399","2008-08-01",4.003334
"400","2008-08-04",3.756667
"401","2008-08-05",3.693333
"402","2008-08-06",4.003334
"403","2008-08-07",3.983333
"404","2008-08-08",4.073333
"405","2008-08-11",4.236667
"406","2008-08-12",4.326667
"407","2008-08-13",4.136667
"408","2008-08-14",4.1
"409","2008-08-15",3.833333
"410","2008-08-18",3.6
"411","2008-08-19",3.46
"412","2008-08-20",3.363333
"413","2008-08-21",3.356667
"414","2008-08-22",3.476667
"415","2008-08-25",3.356667
"416","2008-08-26",3.606667
"417","2008-08-27",3.71
"418","2008-08-28",4.066667
"419","2008-08-29",4.073333
"420","2008-09-02",3.89
"421","2008-09-03",4.196667
"422","2008-09-04",4.103333
"423","2008-09-05",4.09
"424","2008-09-08",4.303333
"425","2008-09-09",4.17
"426","2008-09-10",4
"427","2008-09-11",3.87
"428","2008-09-12",3.993333
"429","2008-09-15",3.916667
"430","2008-09-16",4.15
"431","2008-09-17",3.963333
"432","2008-09-18",4.7
"433","2008-09-19",4.776667
"434","2008-09-22",5.01
"435","2008-09-23",4.723333
"436","2008-09-24",4.7
"437","2008-09-25",4.703333
"438","2008-09-26",4.956666
"439","2008-09-29",4.656667
"440","2008-09-30",4.75
"441","2008-10-01",4.666667
"442","2008-10-02",4.253334
"443","2008-10-03",3.85
"444","2008-10-06",3.86
"445","2008-10-07",3.61
"446","2008-10-08",3.2
"447","2008-10-09",3.066667
"448","2008-10-10",2.81
"449","2008-10-13",3.763333
"450","2008-10-14",3.283333
"451","2008-10-15",2.88
"452","2008-10-16",3.27
"453","2008-10-17",3.44
"454","2008-10-20",3.503333
"455","2008-10-21",3.203333
"456","2008-10-22",2.88
"457","2008-10-23",2.966667
"458","2008-10-24",3.02
"459","2008-10-27",2.666667
"460","2008-10-28",2.733333
"461","2008-10-29",2.84
"462","2008-10-30",3.153333
"463","2008-10-31",3.623333
"464","2008-11-03",3.783333
"465","2008-11-04",3.796667
"466","2008-11-05",3.236667
"467","2008-11-06",2.993333
"468","2008-11-07",3.063333
"469","2008-11-10",2.926667
"470","2008-11-11",2.716667
"471","2008-11-12",2.59
"472","2008-11-13",3.37
"473","2008-11-14",2.97
"474","2008-11-17",2.633333
"475","2008-11-18",2.573333
"476","2008-11-19",2.266667
"477","2008-11-20",2.206667
"478","2008-11-21",2.236667
"479","2008-11-24",2.533333
"480","2008-11-25",2.42
"481","2008-11-26",2.51
"482","2008-11-28",2.416667
"483","2008-12-01",1.993333
"484","2008-12-02",2.113333
"485","2008-12-03",2.153333
"486","2008-12-04",2.05
"487","2008-12-05",1.99
"488","2008-12-08",2.246667
"489","2008-12-09",2.466667
"490","2008-12-10",2.703333
"491","2008-12-11",2.346667
"492","2008-12-12",2.666667
"493","2008-12-15",2.576667
"494","2008-12-16",2.766667
"495","2008-12-17",2.763333
"496","2008-12-18",2.626667
"497","2008-12-19",2.683333
"498","2008-12-22",2.456667
"499","2008-12-23",2.4
"500","2008-12-24",2.413333
"501","2008-12-26",2.45
"502","2008-12-29",2.426667
"503","2008-12-30",2.606667
"504","2008-12-31",2.646667
"505","2009-01-02",2.693333
"506","2009-01-05",2.653333
"507","2009-01-06",2.74
"508","2009-01-07",2.533333
"509","2009-01-08",2.75
"510","2009-01-09",2.363333
"511","2009-01-12",2.166667
"512","2009-01-13",2.173333
"513","2009-01-14",1.973333
"514","2009-01-15",2.3
"515","2009-01-16",2.193333
"516","2009-01-20",2.1
"517","2009-01-21",2.28
"518","2009-01-22",2.043333
"519","2009-01-23",2.05
"520","2009-01-26",2.153333
"521","2009-01-27",2.22
"522","2009-01-28",2.486667
"523","2009-01-29",2.18
"524","2009-01-30",2
"525","2009-02-02",2.4
"526","2009-02-03",2.416667
"527","2009-02-04",2.283333
"528","2009-02-05",2.36
"529","2009-02-06",2.666667
"530","2009-02-09",2.66
"531","2009-02-10",2.2
"532","2009-02-11",2.316667
"533","2009-02-12",2.08
"534","2009-02-13",2.07
"535","2009-02-17",1.833333
"536","2009-02-18",1.843333
"537","2009-02-19",1.833333
"538","2009-02-20",1.893333
"539","2009-02-23",1.706667
"540","2009-02-24",1.803333
"541","2009-02-25",1.616667
"542","2009-02-26",1.543333
"543","2009-02-27",1.71
"544","2009-03-02",1.57
"545","2009-03-03",1.52
"546","2009-03-04",1.61
"547","2009-03-05",1.296667
"548","2009-03-06",1.543333
"549","2009-03-09",1.35
"550","2009-03-10",1.633333
"551","2009-03-11",1.643333
"552","2009-03-12",1.913333
"553","2009-03-13",2.04
"554","2009-03-16",2.02
"555","2009-03-17",2.353333
"556","2009-03-18",2.666667
"557","2009-03-19",2.503333
"558","2009-03-20",2.27
"559","2009-03-23",2.506667
"560","2009-03-24",2.266667
"561","2009-03-25",2.423333
"562","2009-03-26",2.683333
"563","2009-03-27",2.426667
"564","2009-03-30",2.153333
"565","2009-03-31",2.196667
"566","2009-04-01",2.153333
"567","2009-04-02",2.483333
"568","2009-04-03",2.483333
"569","2009-04-06",2.153333
"570","2009-04-07",2.01
"571","2009-04-08",2.333333
"572","2009-04-09",2.556667
"573","2009-04-13",2.57
"574","2009-04-14",2.286667
"575","2009-04-15",2.386667
"576","2009-04-16",2.656667
"577","2009-04-17",2.606667
"578","2009-04-20",2.123333
"579","2009-04-21",2.353333
"580","2009-04-22",2.283333
"581","2009-04-23",2.22
"582","2009-04-24",2.3
"583","2009-04-27",2.136667
"584","2009-04-28",2.253333
"585","2009-04-29",2.323333
"586","2009-04-30",2.336667
"587","2009-05-01",2.18
"588","2009-05-04",2.316667
"589","2009-05-05",2.216667
"590","2009-05-06",2.14
"591","2009-05-07",2.046667
"592","2009-05-08",2.15
"593","2009-05-11",2.18
"594","2009-05-12",2.113333
"595","2009-05-13",1.976667
"596","2009-05-14",2.213333
"597","2009-05-15",2.136667
"598","2009-05-18",2.303333
"599","2009-05-19",2.323333
"600","2009-05-20",2.303333
"601","2009-05-21",2.186667
"602","2009-05-22",2.186667
"603","2009-05-26",2.25
"604","2009-05-27",2.136667
"605","2009-05-28",2.203333
"606","2009-05-29",2.303333
"607","2009-06-01",2.303333
"608","2009-06-02",2.32
"609","2009-06-03",2.086667
"610","2009-06-04",2.266667
"611","2009-06-05",2.333333
"612","2009-06-08",2.31
"613","2009-06-09",2.333333
"614","2009-06-10",2.323333
"615","2009-06-11",2.403333
"616","2009-06-12",2.413333
"617","2009-06-15",2.37
"618","2009-06-16",2.333333
"619","2009-06-17",2.36
"620","2009-06-18",2.436667
"621","2009-06-19",2.356667
"622","2009-06-22",2.26
"623","2009-06-23",2.32
"624","2009-06-24",2.316667
"625","2009-06-25",2.46
"626","2009-06-26",2.533333
"627","2009-06-29",2.423333
"628","2009-06-30",2.403333
"629","2009-07-01",2.496667
"630","2009-07-02",2.336667
"631","2009-07-06",2.31
"632","2009-07-07",2.233333
"633","2009-07-08",2.23
"634","2009-07-09",2.15
"635","2009-07-10",2.236667
"636","2009-07-13",2.39
"637","2009-07-14",2.353333
"638","2009-07-15",2.473333
"639","2009-07-16",2.6
"640","2009-07-17",2.463333
"641","2009-07-20",2.446667
"642","2009-07-21",2.473333
"643","2009-07-22",2.45
"644","2009-07-23",2.446667
"645","2009-07-24",2.45
"646","2009-07-27",2.493333
"647","2009-07-28",2.476667
"648","2009-07-29",2.406667
"649","2009-07-30",2.43
"650","2009-07-31",2.403333
"651","2009-08-03",2.473333
"652","2009-08-04",2.626667
"653","2009-08-05",2.533333
"654","2009-08-06",2.406667
"655","2009-08-07",2.42
"656","2009-08-10",2.39
"657","2009-08-11",2.403333
"658","2009-08-12",2.553333
"659","2009-08-13",2.533333
"660","2009-08-14",2.423333
"661","2009-08-17",2.396667
"662","2009-08-18",2.556667
"663","2009-08-19",2.633333
"664","2009-08-20",2.746667
"665","2009-08-21",2.903333
"666","2009-08-24",2.896667
"667","2009-08-25",2.866667
"668","2009-08-26",2.876667
"669","2009-08-27",2.906667
"670","2009-08-28",2.816667
"671","2009-08-31",2.726667
"672","2009-09-01",2.66
"673","2009-09-02",2.646667
"674","2009-09-03",2.69
"675","2009-09-04",2.726667
"676","2009-09-08",2.743333
"677","2009-09-09",2.876667
"678","2009-09-10",2.813333
"679","2009-09-11",2.84
"680","2009-09-14",2.976667
"681","2009-09-15",3.133333
"682","2009-09-16",3.3
"683","2009-09-17",3.286667
"684","2009-09-18",3.496667
"685","2009-09-21",3.48
"686","2009-09-22",3.373333
"687","2009-09-23",3.24
"688","2009-09-24",3.08
"689","2009-09-25",3.096667
"690","2009-09-28",3.15
"691","2009-09-29",3.12
"692","2009-09-30",3.076667
"693","2009-10-01",3
"694","2009-10-02",3.02
"695","2009-10-05",3.086667
"696","2009-10-06",3.11
"697","2009-10-07",3.103333
"698","2009-10-08",3.14
"699","2009-10-09",3.17
"700","2009-10-12",3.04
"701","2009-10-13",3.036667
"702","2009-10-14",3.073333
"703","2009-10-15",3.113333
"704","2009-10-16",3.13
"705","2009-10-19",3.153333
"706","2009-10-20",3.15
"707","2009-10-21",3.143333
"708","2009-10-22",3.226667
"709","2009-10-23",3.166667
"710","2009-10-26",3.203333
"711","2009-10-27",3.113333
"712","2009-10-28",3.013333
"713","2009-10-29",3.046667
"714","2009-10-30",2.94
"715","2009-11-02",2.81
"716","2009-11-03",2.783333
"717","2009-11-04",3.01
"718","2009-11-05",3.316667
"719","2009-11-06",3.316667
"720","2009-11-09",3.416667
"721","2009-11-10",3.47
"722","2009-11-11",3.493333
"723","2009-11-12",3.293333
"724","2009-11-13",3.31
"725","2009-11-16",3.576667
"726","2009-11-17",3.49
"727","2009-11-18",3.416667
"728","2009-11-19",3.326667
"729","2009-11-20",3.33
"730","2009-11-23",3.56
"731","2009-11-24",3.563333
"732","2009-11-25",3.643333
"733","2009-11-27",3.556667
"734","2009-11-30",3.643333
"735","2009-12-01",3.856667
"736","2009-12-02",3.79
"737","2009-12-03",3.78
"738","2009-12-04",3.866667
"739","2009-12-07",3.893333
"740","2009-12-08",3.803333
"741","2009-12-09",3.87
"742","2009-12-10",3.783333
"743","2009-12-11",3.72
"744","2009-12-14",3.703333
"745","2009-12-15",3.666667
"746","2009-12-16",3.683333
"747","2009-12-17",3.756667
"748","2009-12-18",3.693333
"749","2009-12-21",3.856667
"750","2009-12-22",3.853333
"751","2009-12-23",3.886667
"752","2009-12-24",3.903333
"753","2009-12-28",3.83
"754","2009-12-29",3.766667
"755","2009-12-30",3.786667
"756","2009-12-31",3.766667
"757","2010-01-04",3.883333
"758","2010-01-05",3.876667
"759","2010-01-06",3.92
"760","2010-01-07",4.053333
"761","2010-01-08",4.076667
"762","2010-01-11",4.11
"763","2010-01-12",4.156667
"764","2010-01-13",4.26
"765","2010-01-14",4.233333
"766","2010-01-15",4.09
"767","2010-01-19",4.276667
"768","2010-01-20",4.023334
"769","2010-01-21",3.796667
"770","2010-01-22",3.676667
"771","2010-01-25",3.686667
"772","2010-01-26",3.68
"773","2010-01-27",3.713333
"774","2010-01-28",3.596667
"775","2010-01-29",3.5
"776","2010-02-01",3.52
"777","2010-02-02",3.5
"778","2010-02-03",4.073333
"779","2010-02-04",4.03
"780","2010-02-05",4.073333
"781","2010-02-08",4
"782","2010-02-09",3.99
"783","2010-02-10",4.033333
"784","2010-02-11",4.246666
"785","2010-02-12",4.273334
"786","2010-02-16",4.23
"787","2010-02-17",4.266667
"788","2010-02-18",4.26
"789","2010-02-19",4.296667
"790","2010-02-22",4.486667
"791","2010-02-23",4.546667
"792","2010-02-24",4.633333
"793","2010-02-25",4.386667
"794","2010-02-26",4.72
"795","2010-03-01",4.96
"796","2010-03-02",5.096667
"797","2010-03-03",4.906667
"798","2010-03-04",4.836667
"799","2010-03-05",4.95
"800","2010-03-08",4.933333
"801","2010-03-09",4.903333
"802","2010-03-10",4.906667
"803","2010-03-11",4.86
"804","2010-03-12",4.876667
"805","2010-03-15",4.87
"806","2010-03-16",4.873333
"807","2010-03-17",4.983333
"808","2010-03-18",4.973333
"809","2010-03-19",4.896667
"810","2010-03-22",4.933333
"811","2010-03-23",5.003334
"812","2010-03-24",4.956666
"813","2010-03-25",4.81
"814","2010-03-26",4.673333
"815","2010-03-29",4.77
"816","2010-03-30",4.75
"817","2010-03-31",4.55
"818","2010-04-01",4.613333
"819","2010-04-05",4.77
"820","2010-04-06",4.6
"821","2010-04-07",4.653333
"822","2010-04-08",4.686666
"823","2010-04-09",4.65
"824","2010-04-12",4.436666
"825","2010-04-13",4.513333
"826","2010-04-14",4.786667
"827","2010-04-15",4.886667
"828","2010-04-16",4.86
"829","2010-04-19",4.74
"830","2010-04-20",4.91
"831","2010-04-21",4.966667
"832","2010-04-22",4.963333
"833","2010-04-23",4.95
"834","2010-04-26",5.036667
"835","2010-04-27",5.143333
"836","2010-04-28",5.266667
"837","2010-04-29",5.503334
"838","2010-04-30",5.186666
"839","2010-05-03",5.466667
"840","2010-05-04",5.236667
"841","2010-05-05",4.926667
"842","2010-05-06",4.703333
"843","2010-05-07",4.54
"844","2010-05-10",4.94
"845","2010-05-11",5.003334
"846","2010-05-12",5.303333
"847","2010-05-13",5.243333
"848","2010-05-14",5.17
"849","2010-05-17",4.87
"850","2010-05-18",4.763333
"851","2010-05-19",4.666667
"852","2010-05-20",4.303333
"853","2010-05-21",4.356667
"854","2010-05-24",4.23
"855","2010-05-25",4.303333
"856","2010-05-26",4.26
"857","2010-05-27",4.753334
"858","2010-05-28",4.586667
"859","2010-06-01",4.3
"860","2010-06-02",4.436666
"861","2010-06-03",4.403333
"862","2010-06-04",4.093333
"863","2010-06-07",3.976667
"864","2010-06-08",3.916667
"865","2010-06-09",3.933333
"866","2010-06-10",4.156667
"867","2010-06-11",4.246666
"868","2010-06-14",4.22
"869","2010-06-15",4.4
"870","2010-06-16",4.423333
"871","2010-06-17",4.49
"872","2010-06-18",4.633333
"873","2010-06-21",4.443333
"874","2010-06-22",4.353333
"875","2010-06-23",4.39
"876","2010-06-24",4.28
"877","2010-06-25",4.526667
"878","2010-06-28",4.636667
"879","2010-06-29",4.306667
"880","2010-06-30",4.183333
"881","2010-07-01",4.003334
"882","2010-07-02",3.936667
"883","2010-07-06",3.78
"884","2010-07-07",3.78
"885","2010-07-08",4.04
"886","2010-07-09",4.12
"887","2010-07-12",3.9
"888","2010-07-13",4.2
"889","2010-07-14",4.11
"890","2010-07-15",4.103333
"891","2010-07-16",3.966667
"892","2010-07-19",3.996667
"893","2010-07-20",4.14
"894","2010-07-21",3.96
"895","2010-07-22",4.323333
"896","2010-07-23",4.66
"897","2010-07-26",4.83
"898","2010-07-27",4.803333
"899","2010-07-28",4.856667
"900","2010-07-29",4.616667
"901","2010-07-30",4.933333
"902","2010-08-02",5.306667
"903","2010-08-03",5.216667
"904","2010-08-04",5.263333
"905","2010-08-05",5.186666
"906","2010-08-06",5.206666
"907","2010-08-09",5.37
"908","2010-08-10",5.183333
"909","2010-08-11",4.766667
"910","2010-08-12",4.706666
"911","2010-08-13",4.643333
"912","2010-08-16",4.73
"913","2010-08-17",4.786667
"914","2010-08-18",4.713333
"915","2010-08-19",4.38
"916","2010-08-20",4.36
"917","2010-08-23",4.193333
"918","2010-08-24",4.176667
"919","2010-08-25",4.27
"920","2010-08-26",4.19
"921","2010-08-27",4.48
"922","2010-08-30",4.276667
"923","2010-08-31",4.196667
"924","2010-09-01",4.456666
"925","2010-09-02",4.463333
"926","2010-09-03",4.523334
"927","2010-09-07",4.346667
"928","2010-09-08",4.426667
"929","2010-09-09",4.33
"930","2010-09-10",4.313334
"931","2010-09-13",4.87
"932","2010-09-14",4.793334
"933","2010-09-15",4.81
"934","2010-09-16",4.733333
"935","2010-09-17",4.766667
"936","2010-09-20",5.083333
"937","2010-09-21",4.996666
"938","2010-09-22",4.966667
"939","2010-09-23",4.78
"940","2010-09-24",5.06
"941","2010-09-27",4.943333
"942","2010-09-28",5.113333
"943","2010-09-29",5.123333
"944","2010-09-30",5.236667
"945","2010-10-01",5.31
"946","2010-10-04",5.1
"947","2010-10-05",5.233333
"948","2010-10-06",5.616667
"949","2010-10-07",5.526667
"950","2010-10-08",5.606667
"951","2010-10-11",5.833333
"952","2010-10-12",5.826667
"953","2010-10-13",5.966667
"954","2010-10-14",6.063334
