"","date","BSBR"
"87","2010-02-10",11.76
"88","2010-02-11",12.04
"89","2010-02-12",11.97
"90","2010-02-16",12.2
"91","2010-02-17",12.25
"92","2010-02-18",12.22
"93","2010-02-19",12.21
"94","2010-02-22",12.22
"95","2010-02-23",11.81
"96","2010-02-24",11.76
"97","2010-02-25",11.78
"98","2010-02-26",11.96
"99","2010-03-01",11.92
"100","2010-03-02",11.92
"101","2010-03-03",12.08
"102","2010-03-04",12.19
"103","2010-03-05",12.39
"104","2010-03-08",12.6
"105","2010-03-09",12.36
"106","2010-03-10",12.64
"107","2010-03-11",12.55
"108","2010-03-12",12.42
"109","2010-03-15",12.17
"110","2010-03-16",12.19
"111","2010-03-17",12.26
"112","2010-03-18",12.24
"113","2010-03-19",12.21
"114","2010-03-22",12.29
"115","2010-03-23",12.22
"116","2010-03-24",11.79
"117","2010-03-25",11.64
"118","2010-03-26",11.76
"119","2010-03-29",11.94
"120","2010-03-30",12.39
"121","2010-03-31",12.43
"122","2010-04-01",12.57
"123","2010-04-05",12.63
"124","2010-04-06",12.47
"125","2010-04-07",12.26
"126","2010-04-08",12.48
"127","2010-04-09",12.42
"128","2010-04-12",12.36
"129","2010-04-13",12.17
"130","2010-04-14",12.2
"131","2010-04-15",12.1
"132","2010-04-16",11.81
"133","2010-04-19",11.63
"134","2010-04-20",11.67
"135","2010-04-21",11.72
"136","2010-04-22",11.58
"137","2010-04-23",11.59
"138","2010-04-26",11.5
"139","2010-04-27",10.99
"140","2010-04-28",10.89
"141","2010-04-29",11.5
"142","2010-04-30",11.63
"143","2010-05-03",11.73
"144","2010-05-04",11.5
"145","2010-05-05",11.3
"146","2010-05-06",10.64
"147","2010-05-07",10.22
"148","2010-05-10",11.4
"149","2010-05-11",11.17
"150","2010-05-12",11.36
"151","2010-05-13",11.61
"152","2010-05-14",11.11
"153","2010-05-17",11.19
"154","2010-05-18",11.04
"155","2010-05-19",10.87
"156","2010-05-20",10.02
"157","2010-05-21",10.81
"158","2010-05-24",10.76
"159","2010-05-25",10.18
"160","2010-05-26",10.24
"161","2010-05-27",10.92
"162","2010-05-28",10.42
"163","2010-06-01",10.12
"164","2010-06-02",10.56
"165","2010-06-03",10.56
"166","2010-06-04",10.1
"167","2010-06-07",9.96
"168","2010-06-08",10.26
"169","2010-06-09",10.3
"170","2010-06-10",10.89
"171","2010-06-11",11.43
"172","2010-06-14",10.99
"173","2010-06-15",11.18
"174","2010-06-16",11.3
"175","2010-06-17",11.38
"176","2010-06-18",11.8
"177","2010-06-21",11.56
"178","2010-06-22",11.32
"179","2010-06-23",11.32
"180","2010-06-24",11.2
"181","2010-06-25",11.41
"182","2010-06-28",11.3
"183","2010-06-29",10.53
"184","2010-06-30",10.33
"185","2010-07-01",10.48
"186","2010-07-02",10.81
"187","2010-07-06",11.18
"188","2010-07-07",11.61
"189","2010-07-08",11.9
"190","2010-07-09",12.27
"191","2010-07-12",12.25
"192","2010-07-13",12.46
"193","2010-07-14",12.37
"194","2010-07-15",12.21
"195","2010-07-16",11.62
"196","2010-07-19",11.94
"197","2010-07-20",12.28
"198","2010-07-21",12.64
"199","2010-07-22",12.94
"200","2010-07-23",12.95
"201","2010-07-26",12.82
"202","2010-07-27",12.98
"203","2010-07-28",13.03
"204","2010-07-29",13.11
"205","2010-07-30",13.32
"206","2010-08-02",13.48
"207","2010-08-03",13.27
"208","2010-08-04",13.16
"209","2010-08-05",13.21
"210","2010-08-06",13.11
"211","2010-08-09",13.28
"212","2010-08-10",13.19
"213","2010-08-11",12.7
"214","2010-08-12",12.86
"215","2010-08-13",12.76
"216","2010-08-16",13.1
"217","2010-08-17",13.29
"218","2010-08-18",13.22
"219","2010-08-19",13.13
"220","2010-08-20",12.98
"221","2010-08-23",12.97
"222","2010-08-24",12.79
"223","2010-08-25",12.6
"224","2010-08-26",12.23
"225","2010-08-27",12.39
"226","2010-08-30",12.35
"227","2010-08-31",12.58
"228","2010-09-01",12.81
"229","2010-09-02",12.71
"230","2010-09-03",12.6
"231","2010-09-07",12.18
"232","2010-09-08",12.7
"233","2010-09-09",12.67
"234","2010-09-10",12.65
"235","2010-09-13",12.96
"236","2010-09-14",12.76
"237","2010-09-15",12.49
"238","2010-09-16",12.76
"239","2010-09-17",12.86
"240","2010-09-20",12.95
"241","2010-09-21",12.86
"242","2010-09-22",12.72
"243","2010-09-23",12.69
"244","2010-09-24",12.81
"245","2010-09-27",12.79
"246","2010-09-28",12.97
"247","2010-09-29",13.15
"248","2010-09-30",13.77
"249","2010-10-01",14.06
"250","2010-10-04",14.08
"251","2010-10-05",14.63
"252","2010-10-06",14.4
"253","2010-10-07",14.64
"254","2010-10-08",15.04
"255","2010-10-11",14.88
"256","2010-10-12",15.11
"257","2010-10-13",15.35
"258","2010-10-14",15.01
"259","2010-10-15",15.05
"260","2010-10-18",14.89
"261","2010-10-19",14.59
"262","2010-10-20",14.52
"263","2010-10-21",14.38
"264","2010-10-22",14.37
"265","2010-10-25",14.71
"266","2010-10-26",14.84
"267","2010-10-27",14.65
"268","2010-10-28",14.68
"269","2010-10-29",14.39
"270","2010-11-01",14.37
"271","2010-11-02",14.39
"272","2010-11-03",14.86
"273","2010-11-04",15.55
"274","2010-11-05",15.3
"275","2010-11-08",15.57
"276","2010-11-09",14.53
"277","2010-11-10",14.58
"278","2010-11-11",14.31
"279","2010-11-12",14.17
"280","2010-11-15",14.26
"281","2010-11-16",13.64
"282","2010-11-17",13.67
"283","2010-11-18",14.2
"284","2010-11-19",13.95
"285","2010-11-22",13.66
"286","2010-11-23",13.35
"287","2010-11-24",13.66
"288","2010-11-26",13.1
"289","2010-11-29",13.1
"290","2010-11-30",13.05
"291","2010-12-01",13.66
"292","2010-12-02",13.8
"293","2010-12-03",13.32
"294","2010-12-06",13.21
"295","2010-12-07",13.09
"296","2010-12-08",13.09
"297","2010-12-09",13.27
"298","2010-12-10",13.43
"299","2010-12-13",13.45
"300","2010-12-14",13.24
"301","2010-12-15",12.86
"302","2010-12-16",12.99
"303","2010-12-17",12.97
"304","2010-12-20",12.72
"305","2010-12-21",13.02
"306","2010-12-22",13.2
"307","2010-12-23",13.39
"308","2010-12-27",13.15
"309","2010-12-28",13.2
"310","2010-12-29",13.46
"311","2010-12-30",13.57
"312","2010-12-31",13.6
"313","2011-01-03",13.69
"314","2011-01-04",13.57
"315","2011-01-05",13.37
"316","2011-01-06",13.08
"317","2011-01-07",12.93
"318","2011-01-10",13
"319","2011-01-11",13.12
"320","2011-01-12",13.39
"321","2011-01-13",13.37
"322","2011-01-14",13.39
"323","2011-01-18",13.32
"324","2011-01-19",12.79
"325","2011-01-20",12.3
"326","2011-01-21",12.58
"327","2011-01-24",12.62
"328","2011-01-25",12.38
"329","2011-01-26",12.24
"330","2011-01-27",12.09
"331","2011-01-28",11.63
"332","2011-01-31",11.6
"333","2011-02-01",11.99
"334","2011-02-02",11.51
"335","2011-02-03",11.28
"336","2011-02-04",11.17
"337","2011-02-07",11.28
"338","2011-02-08",11.53
"339","2011-02-09",11.3
"340","2011-02-10",11.6
"341","2011-02-11",11.81
"342","2011-02-14",11.85
"343","2011-02-15",12.24
"344","2011-02-16",12.41
"345","2011-02-17",12.35
"346","2011-02-18",12.52
"347","2011-02-22",11.89
"348","2011-02-23",11.89
"349","2011-02-24",11.99
"350","2011-02-25",12
"351","2011-02-28",12.18
"352","2011-03-01",11.92
"353","2011-03-02",11.91
"354","2011-03-03",12.17
"355","2011-03-04",12.11
"356","2011-03-07",12.02
"357","2011-03-08",11.91
"358","2011-03-09",11.98
"359","2011-03-10",11.63
"360","2011-03-11",11.63
"361","2011-03-14",11.81
"362","2011-03-15",11.78
"363","2011-03-16",11.61
"364","2011-03-17",11.4
"365","2011-03-18",11.5
"366","2011-03-21",11.7
"367","2011-03-22",11.98
"368","2011-03-23",12.1
"369","2011-03-24",12.07
"370","2011-03-25",11.86
"371","2011-03-28",11.78
"372","2011-03-29",11.74
"373","2011-03-30",12.12
"374","2011-03-31",12.26
"375","2011-04-01",12.35
"376","2011-04-04",12.05
"377","2011-04-05",11.95
"378","2011-04-06",11.94
"379","2011-04-07",12.11
"380","2011-04-08",11.82
"381","2011-04-11",11.57
"382","2011-04-12",11.53
"383","2011-04-13",11.54
"384","2011-04-14",11.42
"385","2011-04-15",11.61
"386","2011-04-18",11.54
"387","2011-04-19",11.49
"388","2011-04-20",11.5
"389","2011-04-21",11.61
"390","2011-04-25",11.41
"391","2011-04-26",11.5
"392","2011-04-27",12.05
"393","2011-04-28",11.5
"394","2011-04-29",11.6
"395","2011-05-02",11.48
"396","2011-05-03",11.16
"397","2011-05-04",11.08
"398","2011-05-05",11.19
"399","2011-05-06",11.42
"400","2011-05-09",11.41
"401","2011-05-10",11.52
"402","2011-05-11",11.44
"403","2011-05-12",11.38
"404","2011-05-13",11.19
"405","2011-05-16",11.09
"406","2011-05-17",11.04
"407","2011-05-18",10.91
"408","2011-05-19",10.85
"409","2011-05-20",10.84
"410","2011-05-23",10.82
"411","2011-05-24",10.89
"412","2011-05-25",10.81
"413","2011-05-26",11.07
"414","2011-05-27",11.2
"415","2011-05-31",11.36
"416","2011-06-01",11.06
"417","2011-06-02",11.16
"418","2011-06-03",11.27
"419","2011-06-06",10.89
"420","2011-06-07",11
"421","2011-06-08",10.81
"422","2011-06-09",10.76
"423","2011-06-10",10.65
"424","2011-06-13",10.87
"425","2011-06-14",11
"426","2011-06-15",11
"427","2011-06-16",10.98
"428","2011-06-17",11.19
"429","2011-06-20",11.25
"430","2011-06-21",11.15
"431","2011-06-22",11.15
"432","2011-06-23",10.96
"433","2011-06-24",10.92
"434","2011-06-27",10.91
"435","2011-06-28",11.24
"436","2011-06-29",11.61
"437","2011-06-30",11.71
"438","2011-07-01",11.7
"439","2011-07-05",11.58
"440","2011-07-06",11.44
"441","2011-07-07",11.35
"442","2011-07-08",11.13
"443","2011-07-11",10.61
"444","2011-07-12",10.47
"445","2011-07-13",10.46
"446","2011-07-14",10.06
"447","2011-07-15",10.09
"448","2011-07-18",9.66
"449","2011-07-19",9.77
"450","2011-07-20",9.85
"451","2011-07-21",10.1
"452","2011-07-22",10.25
"453","2011-07-25",10.21
"454","2011-07-26",10.26
"455","2011-07-27",9.48
"456","2011-07-28",9.16
"457","2011-07-29",9.28
"458","2011-08-01",9.31
"459","2011-08-02",9.12
"460","2011-08-03",9.12
"461","2011-08-04",8.82
"462","2011-08-05",9
"463","2011-08-08",8.15
"464","2011-08-09",8.81
"465","2011-08-10",8.17
"466","2011-08-11",8.59
"467","2011-08-12",8.86
"468","2011-08-15",9.2
"469","2011-08-16",9.22
"470","2011-08-17",9.56
"471","2011-08-18",8.98
"472","2011-08-19",8.77
"473","2011-08-22",8.8
"474","2011-08-23",8.71
"475","2011-08-24",8.62
"476","2011-08-25",8.74
"477","2011-08-26",8.85
"478","2011-08-29",9.18
"479","2011-08-30",9.51
"480","2011-08-31",9.62
"481","2011-09-01",9.94
"482","2011-09-02",9.65
"483","2011-09-06",9.13
"484","2011-09-07",9.52
"485","2011-09-08",9.48
"486","2011-09-09",8.91
"487","2011-09-12",8.69
"488","2011-09-13",8.65
"489","2011-09-14",8.83
"490","2011-09-15",9
"491","2011-09-16",9.03
"492","2011-09-19",8.51
"493","2011-09-20",8.44
"494","2011-09-21",8.07
"495","2011-09-22",7.57
"496","2011-09-23",7.68
"497","2011-09-26",7.87
"498","2011-09-27",8.09
"499","2011-09-28",7.76
"500","2011-09-29",7.85
"501","2011-09-30",7.32
"502","2011-10-03",7.08
"503","2011-10-04",7.04
"504","2011-10-05",7.07
"505","2011-10-06",7.53
"506","2011-10-07",7.36
"507","2011-10-10",7.64
"508","2011-10-11",7.72
"509","2011-10-12",8.18
"510","2011-10-13",8.02
"511","2011-10-14",8.22
"512","2011-10-17",7.89
"513","2011-10-18",8.21
"514","2011-10-19",8.27
"515","2011-10-20",8.23
"516","2011-10-21",8.51
"517","2011-10-24",8.89
"518","2011-10-25",8.39
"519","2011-10-26",8.69
"520","2011-10-27",9.38
"521","2011-10-28",9.56
"522","2011-10-31",9.1
"523","2011-11-01",8.64
"524","2011-11-02",8.75
"525","2011-11-03",8.88
"526","2011-11-04",8.69
"527","2011-11-07",8.68
"528","2011-11-08",8.74
"529","2011-11-09",8.35
"530","2011-11-10",8.34
"531","2011-11-11",8.57
"532","2011-11-14",8.39
"533","2011-11-15",8.33
"534","2011-11-16",8.01
"535","2011-11-17",7.75
"536","2011-11-18",7.49
"537","2011-11-21",7.46
"538","2011-11-22",7.08
"539","2011-11-23",6.9
"540","2011-11-25",6.9
"541","2011-11-28",7.13
"542","2011-11-29",7.21
"543","2011-11-30",7.72
"544","2011-12-01",7.98
"545","2011-12-02",8.06
"546","2011-12-05",8.26
"547","2011-12-06",8.18
"548","2011-12-07",8.29
"549","2011-12-08",8.07
"550","2011-12-09",8.21
"551","2011-12-12",8.05
"552","2011-12-13",7.82
"553","2011-12-14",7.76
"554","2011-12-15",7.69
"555","2011-12-16",7.57
"556","2011-12-19",7.49
"557","2011-12-20",7.8
"558","2011-12-21",7.91
"559","2011-12-22",8.18
"560","2011-12-23",8.22
"561","2011-12-27",8.3
"562","2011-12-28",7.94
"563","2011-12-29",8.08
"564","2011-12-30",8.14
"565","2012-01-03",8.48
"566","2012-01-04",8.44
"567","2012-01-05",8.19
"568","2012-01-06",8.13
"569","2012-01-09",8.26
"570","2012-01-10",8.6
"571","2012-01-11",8.67
"572","2012-01-12",8.8
"573","2012-01-13",8.7
"574","2012-01-17",8.82
"575","2012-01-18",9
"576","2012-01-19",9.25
"577","2012-01-20",9.32
"578","2012-01-23",9.38
"579","2012-01-24",9.3
"580","2012-01-25",9.44
"581","2012-01-26",9.48
"582","2012-01-27",9.65
"583","2012-01-30",9.35
"584","2012-01-31",9.12
"585","2012-02-01",9.62
"586","2012-02-02",9.76
"587","2012-02-03",10.09
"588","2012-02-06",9.94
"589","2012-02-07",9.89
"590","2012-02-08",10.19
"591","2012-02-09",10.32
"592","2012-02-10",10.19
"593","2012-02-13",10.41
"594","2012-02-14",10.46
"595","2012-02-15",10.6
"596","2012-02-16",10.69
"597","2012-02-17",10.69
"598","2012-02-21",10.69
"599","2012-02-22",10.76
"600","2012-02-23",10.54
"601","2012-02-24",10.52
"602","2012-02-27",10.53
"603","2012-02-28",10.85
"604","2012-02-29",10.68
"605","2012-03-01",10.99
"606","2012-03-02",11.14
"607","2012-03-05",10.73
"608","2012-03-06",10.29
"609","2012-03-07",10.4
"610","2012-03-08",10.6
"611","2012-03-09",10.43
"612","2012-03-12",10.25
"613","2012-03-13",10.44
"614","2012-03-14",10.34
"615","2012-03-15",10.28
"616","2012-03-16",10.31
"617","2012-03-19",10.16
"618","2012-03-20",9.99
"619","2012-03-21",9.79
"620","2012-03-22",9.58
"621","2012-03-23",9.61
"622","2012-03-26",9.69
"623","2012-03-27",9.62
"624","2012-03-28",9.43
"625","2012-03-29",9.39
"626","2012-03-30",9.17
"627","2012-04-02",9.25
"628","2012-04-03",9.17
"629","2012-04-04",8.96
"630","2012-04-05",8.71
"631","2012-04-09",8.56
"632","2012-04-10",8.48
"633","2012-04-11",8.55
"634","2012-04-12",9.03
"635","2012-04-13",8.5
"636","2012-04-16",8.31
"637","2012-04-17",8.55
"638","2012-04-18",8.51
"639","2012-04-19",8.44
"640","2012-04-20",8.49
"641","2012-04-23",8.23
"642","2012-04-24",8.36
"643","2012-04-25",8.32
"644","2012-04-26",8.2
"645","2012-04-27",8.23
"646","2012-04-30",8.08
"647","2012-05-01",8.12
"648","2012-05-02",8.02
"649","2012-05-03",8.07
"650","2012-05-04",7.99
"651","2012-05-07",8.17
"652","2012-05-08",8.2
"653","2012-05-09",8.18
"654","2012-05-10",8.5
"655","2012-05-11",8.25
"656","2012-05-14",7.98
"657","2012-05-15",8.08
"658","2012-05-16",7.96
"659","2012-05-17",7.69
"660","2012-05-18",7.69
"661","2012-05-21",7.95
"662","2012-05-22",7.89
"663","2012-05-23",8.14
"664","2012-05-24",7.82
"665","2012-05-25",7.9
"666","2012-05-29",8.06
"667","2012-05-30",7.89
"668","2012-05-31",7.95
"669","2012-06-01",7.84
"670","2012-06-04",7.67
"671","2012-06-05",7.73
"672","2012-06-06",7.94
"673","2012-06-07",8.06
"674","2012-06-08",7.76
"675","2012-06-11",7.76
"676","2012-06-12",8
"677","2012-06-13",7.9
"678","2012-06-14",7.91
"679","2012-06-15",7.82
"680","2012-06-18",7.73
"681","2012-06-19",7.86
"682","2012-06-20",7.9
"683","2012-06-21",7.59
"684","2012-06-22",7.64
"685","2012-06-25",7.53
"686","2012-06-26",7.39
"687","2012-06-27",7.44
"688","2012-06-28",7.34
"689","2012-06-29",7.75
"690","2012-07-02",7.89
"691","2012-07-03",7.85
"692","2012-07-05",7.76
"693","2012-07-06",7.6
"694","2012-07-09",7.46
"695","2012-07-10",6.92
"696","2012-07-11",6.96
"697","2012-07-12",6.87
"698","2012-07-13",6.95
"699","2012-07-16",6.95
"700","2012-07-17",7
"701","2012-07-18",7.17
"702","2012-07-19",7.15
"703","2012-07-20",7.07
"704","2012-07-23",6.96
"705","2012-07-24",6.92
"706","2012-07-25",6.92
"707","2012-07-26",7.15
"708","2012-07-27",7.7
"709","2012-07-30",7.74
"710","2012-07-31",7.63
"711","2012-08-01",7.66
"712","2012-08-02",7.39
"713","2012-08-03",7.82
"714","2012-08-06",7.97
"715","2012-08-07",7.87
"716","2012-08-08",7.97
"717","2012-08-09",7.84
"718","2012-08-10",7.75
"719","2012-08-13",7.74
"720","2012-08-14",7.62
"721","2012-08-15",7.87
"722","2012-08-16",7.98
"723","2012-08-17",8.14
"724","2012-08-20",8.14
"725","2012-08-21",8.2
"726","2012-08-22",8.14
"727","2012-08-23",8.02
"728","2012-08-24",7.9
"729","2012-08-27",7.85
"730","2012-08-28",7.74
"731","2012-08-29",7.51
"732","2012-08-30",7.42
"733","2012-08-31",7.58
"734","2012-09-04",7.35
"735","2012-09-05",7.34
"736","2012-09-06",7.74
"737","2012-09-07",7.88
"738","2012-09-10",7.72
"739","2012-09-11",7.95
"740","2012-09-12",8
"741","2012-09-13",8.12
"742","2012-09-14",8.32
"743","2012-09-17",8.34
"744","2012-09-18",8.2
"745","2012-09-19",8.24
"746","2012-09-20",8.16
"747","2012-09-21",8.09
"748","2012-09-24",7.99
"749","2012-09-25",7.6
"750","2012-09-26",7.55
"751","2012-09-27",7.55
"752","2012-09-28",7.37
"753","2012-10-01",7.6
"754","2012-10-02",7.48
"755","2012-10-03",7.4
"756","2012-10-04",7.34
"757","2012-10-05",7.3
"758","2012-10-08",7.39
"759","2012-10-09",7.23
"760","2012-10-10",7.2
"761","2012-10-11",7.31
"762","2012-10-12",7.32
"763","2012-10-15",7.32
"764","2012-10-16",7.36
"765","2012-10-17",7.35
"766","2012-10-18",7.34
"767","2012-10-19",7.18
"768","2012-10-22",7.2
"769","2012-10-23",6.94
"770","2012-10-24",6.98
"771","2012-10-25",7
"772","2012-10-26",6.79
"773","2012-10-31",6.8
"774","2012-11-01",7
"775","2012-11-02",7.01
"776","2012-11-05",7
"777","2012-11-06",7.02
"778","2012-11-07",6.9
"779","2012-11-08",6.86
"780","2012-11-09",6.82
"781","2012-11-12",6.81
"782","2012-11-13",6.86
"783","2012-11-14",6.6
"784","2012-11-15",6.67
"785","2012-11-16",6.63
"786","2012-11-19",6.82
"787","2012-11-20",6.83
"788","2012-11-21",6.85
"789","2012-11-23",6.96
"790","2012-11-26",6.95
"791","2012-11-27",6.74
"792","2012-11-28",6.73
"793","2012-11-29",6.85
"794","2012-11-30",6.69
"795","2012-12-03",6.7
"796","2012-12-04",6.67
"797","2012-12-05",6.8
"798","2012-12-06",6.88
"799","2012-12-07",6.94
"800","2012-12-10",6.94
"801","2012-12-11",6.93
"802","2012-12-12",7
"803","2012-12-13",7.03
"804","2012-12-14",7.06
"805","2012-12-17",7.01
"806","2012-12-18",7.04
"807","2012-12-19",7.15
"808","2012-12-20",7.29
"809","2012-12-21",7.3
"810","2012-12-24",7.21
"811","2012-12-26",7.26
"812","2012-12-27",7.18
"813","2012-12-28",7.23
"814","2012-12-31",7.28
"815","2013-01-02",7.15
"816","2013-01-03",7.41
"817","2013-01-04",7.31
"818","2013-01-07",7.27
"819","2013-01-08",7.31
"820","2013-01-09",7.81
"821","2013-01-10",7.81
"822","2013-01-11",7.66
"823","2013-01-14",7.7
"824","2013-01-15",7.64
"825","2013-01-16",7.54
"826","2013-01-17",7.6
"827","2013-01-18",7.55
"828","2013-01-22",7.37
"829","2013-01-23",7.26
"830","2013-01-24",7.25
"831","2013-01-25",7.33
"832","2013-01-28",7.33
"833","2013-01-29",7.29
"834","2013-01-30",7.29
"835","2013-01-31",7.42
"836","2013-02-01",7.48
"837","2013-02-04",7.42
"838","2013-02-05",7.35
"839","2013-02-06",7.34
"840","2013-02-07",7.2
"841","2013-02-08",7.21
"842","2013-02-11",7.17
"843","2013-02-12",7.2
"844","2013-02-13",7.21
"845","2013-02-14",7.33
"846","2013-02-15",7.46
"847","2013-02-19",7.35
"848","2013-02-20",7.23
"849","2013-02-21",7.1
"850","2013-02-22",7.22
"851","2013-02-25",7.1
"852","2013-02-26",7.15
"853","2013-02-27",7.22
"854","2013-02-28",7.31
"855","2013-03-01",7.33
"856","2013-03-04",7.26
"857","2013-03-05",7.36
"858","2013-03-06",7.64
"859","2013-03-07",7.73
"860","2013-03-08",8.1
"861","2013-03-11",7.84
"862","2013-03-12",7.64
"863","2013-03-13",7.61
"864","2013-03-14",7.59
"865","2013-03-15",7.65
"866","2013-03-18",7.58
"867","2013-03-19",7.55
"868","2013-03-20",7.56
"869","2013-03-21",7.43
"870","2013-03-22",7.31
"871","2013-03-25",7.13
"872","2013-03-26",7.09
"873","2013-03-27",7.17
"874","2013-03-28",7.26
"875","2013-04-01",7.23
"876","2013-04-02",7.08
"877","2013-04-03",7.08
"878","2013-04-04",6.98
"879","2013-04-05",7.06
"880","2013-04-08",7.04
"881","2013-04-09",7.25
"882","2013-04-10",7.3
"883","2013-04-11",7.29
"884","2013-04-12",7.35
"885","2013-04-15",7.25
"886","2013-04-16",7.33
"887","2013-04-17",7.11
"888","2013-04-18",7.11
"889","2013-04-19",7.21
"890","2013-04-22",7.22
"891","2013-04-23",7.26
"892","2013-04-24",7.23
"893","2013-04-25",7.16
"894","2013-04-26",7.09
"895","2013-04-29",7.24
"896","2013-04-30",7.42
"897","2013-05-01",7.3
"898","2013-05-02",7.29
"899","2013-05-03",7.14
"900","2013-05-06",7.12
"901","2013-05-07",7.32
"902","2013-05-08",7.36
"903","2013-05-09",7.23
"904","2013-05-10",7.21
"905","2013-05-13",7.2
"906","2013-05-14",7.13
"907","2013-05-15",7.1
"908","2013-05-16",7.31
"909","2013-05-17",7.32
"910","2013-05-20",7.33
"911","2013-05-21",7.36
"912","2013-05-22",7.42
"913","2013-05-23",7.39
"914","2013-05-24",7.42
"915","2013-05-28",7.46
"916","2013-05-29",7.31
"917","2013-05-30",7.27
"918","2013-05-31",7.13
"919","2013-06-03",7.21
"920","2013-06-04",7.12
"921","2013-06-05",6.98
"922","2013-06-06",7.07
"923","2013-06-07",6.94
"924","2013-06-10",6.91
"925","2013-06-11",6.79
"926","2013-06-12",6.73
"927","2013-06-13",6.84
"928","2013-06-14",6.87
"929","2013-06-17",6.89
"930","2013-06-18",6.67
"931","2013-06-19",6.57
"932","2013-06-20",6.26
"933","2013-06-21",6.27
"934","2013-06-24",6.18
"935","2013-06-25",6.14
"936","2013-06-26",6.26
"937","2013-06-27",6.24
"938","2013-06-28",6.22
"939","2013-07-01",6.21
"940","2013-07-02",6.03
"941","2013-07-03",5.88
"942","2013-07-05",5.82
"943","2013-07-08",5.78
"944","2013-07-09",5.79
"945","2013-07-10",5.75
"946","2013-07-11",5.9
"947","2013-07-12",5.8
"948","2013-07-15",5.98
"949","2013-07-16",5.94
"950","2013-07-17",5.97
"951","2013-07-18",5.92
"952","2013-07-19",5.92
"953","2013-07-22",6.11
"954","2013-07-23",6.41
"955","2013-07-24",6.42
"956","2013-07-25",6.24
"957","2013-07-26",6.1
"958","2013-07-29",6.08
"959","2013-07-30",6.18
"960","2013-07-31",6.02
"961","2013-08-01",6.12
"962","2013-08-02",6.04
"963","2013-08-05",5.96
"964","2013-08-06",5.88
"965","2013-08-07",5.87
"966","2013-08-08",6.02
"967","2013-08-09",6.13
"968","2013-08-12",6.22
"969","2013-08-13",6.12
"970","2013-08-14",5.95
"971","2013-08-15",5.86
"972","2013-08-16",5.84
"973","2013-08-19",5.78
"974","2013-08-20",5.81
"975","2013-08-21",5.57
"976","2013-08-22",5.79
"977","2013-08-23",5.94
"978","2013-08-26",5.83
"979","2013-08-27",5.67
"980","2013-08-28",5.69
"981","2013-08-29",5.7
"982","2013-08-30",5.77
"983","2013-09-03",5.81
"984","2013-09-04",5.81
"985","2013-09-05",5.98
"986","2013-09-06",6.05
"987","2013-09-09",6.31
"988","2013-09-10",6.35
"989","2013-09-11",6.3
"990","2013-09-12",6.27
"991","2013-09-13",6.34
"992","2013-09-16",6.33
"993","2013-09-17",6.38
"994","2013-09-18",6.67
"995","2013-09-19",6.66
"996","2013-09-20",6.51
"997","2013-09-23",6.67
"998","2013-09-24",6.66
"999","2013-09-25",6.59
"1000","2013-09-26",6.55
