"","date","AROC"
"1","2007-08-21",78.5
"2","2007-08-22",78.25
"3","2007-08-23",76.25
"4","2007-08-24",77.120003
"5","2007-08-27",75.370003
"6","2007-08-28",75.400002
"7","2007-08-29",77.330002
"8","2007-08-30",77.43
"9","2007-08-31",77.5
"10","2007-09-04",79.099998
"11","2007-09-05",79.349998
"12","2007-09-06",79.489998
"13","2007-09-07",77.550003
"14","2007-09-10",78.330002
"15","2007-09-11",78.980003
"16","2007-09-12",78.809998
"17","2007-09-13",79.410004
"18","2007-09-14",78.93
"19","2007-09-17",77.050003
"20","2007-09-18",78.370003
"21","2007-09-19",78.389999
"22","2007-09-20",78
"23","2007-09-21",79.5
"24","2007-09-24",78.449997
"25","2007-09-25",78.769997
"26","2007-09-26",78.25
"27","2007-09-27",79.989998
"28","2007-09-28",80.339996
"29","2007-10-01",82.580002
"30","2007-10-02",84.980003
"31","2007-10-03",84.580002
"32","2007-10-04",83
"33","2007-10-05",83.199997
"34","2007-10-08",83.400002
"35","2007-10-09",84.699997
"36","2007-10-10",87.879997
"37","2007-10-11",88.949997
"38","2007-10-12",86.849998
"39","2007-10-15",86.660004
"40","2007-10-16",85.730003
"41","2007-10-17",85.650002
"42","2007-10-18",85.620003
"43","2007-10-19",82.300003
"44","2007-10-22",82.050003
"45","2007-10-23",85
"46","2007-10-24",84.879997
"47","2007-10-25",85.25
"48","2007-10-26",85.5
"49","2007-10-29",84.800003
"50","2007-10-30",83.290001
"51","2007-10-31",84.199997
"52","2007-11-01",82.269997
"53","2007-11-02",83.300003
"54","2007-11-05",84.489998
"55","2007-11-06",88.510002
"56","2007-11-07",87
"57","2007-11-08",86.900002
"58","2007-11-09",87.629997
"59","2007-11-12",85.199997
"60","2007-11-13",87.330002
"61","2007-11-14",86.629997
"62","2007-11-15",84.370003
"63","2007-11-16",84.949997
"64","2007-11-19",81.32
"65","2007-11-20",81.860001
"66","2007-11-21",82.080002
"67","2007-11-23",83.580002
"68","2007-11-26",81.139999
"69","2007-11-27",80.099998
"70","2007-11-28",81.160004
"71","2007-11-29",81.010002
"72","2007-11-30",80.040001
"73","2007-12-03",79.440002
"74","2007-12-04",77.160004
"75","2007-12-05",77.889999
"76","2007-12-06",80.25
"77","2007-12-07",80.830002
"78","2007-12-10",81.82
"79","2007-12-11",79.949997
"80","2007-12-12",82.599998
"81","2007-12-13",81.309998
"82","2007-12-14",78.300003
"83","2007-12-17",76.32
"84","2007-12-18",77.400002
"85","2007-12-19",75.949997
"86","2007-12-20",77.889999
"87","2007-12-21",81.230003
"88","2007-12-24",81.82
"89","2007-12-26",82.93
"90","2007-12-27",80.900002
"91","2007-12-28",81.989998
"92","2007-12-31",81.800003
"93","2008-01-02",81.419998
"94","2008-01-03",80.550003
"95","2008-01-04",78.629997
"96","2008-01-07",78.059998
"97","2008-01-08",76.949997
"98","2008-01-09",75.900002
"99","2008-01-10",76.239998
"100","2008-01-11",76.400002
"101","2008-01-14",77.660004
"102","2008-01-15",75.709999
"103","2008-01-16",73
"104","2008-01-17",66.860001
"105","2008-01-18",67.129997
"106","2008-01-22",65.300003
"107","2008-01-23",67.050003
"108","2008-01-24",68.75
"109","2008-01-25",67.800003
"110","2008-01-28",69
"111","2008-01-29",68.529999
"112","2008-01-30",65.550003
"113","2008-01-31",65.419998
"114","2008-02-01",67.120003
"115","2008-02-04",69.080002
"116","2008-02-05",66.5
"117","2008-02-06",65.120003
"118","2008-02-07",66.080002
"119","2008-02-08",67.639999
"120","2008-02-11",69.089996
"121","2008-02-12",69.220001
"122","2008-02-13",71.610001
"123","2008-02-14",70.339996
"124","2008-02-15",70.529999
"125","2008-02-19",71.82
"126","2008-02-20",71.400002
"127","2008-02-21",68.43
"128","2008-02-22",66.449997
"129","2008-02-25",66.160004
"130","2008-02-26",68.290001
"131","2008-02-27",70.199997
"132","2008-02-28",72.019997
"133","2008-02-29",69.650002
"134","2008-03-03",68.209999
"135","2008-03-04",67.300003
"136","2008-03-05",68.040001
"137","2008-03-06",66.150002
"138","2008-03-07",65.029999
"139","2008-03-10",65.080002
"140","2008-03-11",67.5
"141","2008-03-12",66.360001
"142","2008-03-13",67.150002
"143","2008-03-14",65.919998
"144","2008-03-17",63.099998
"145","2008-03-18",64
"146","2008-03-19",61.41
"147","2008-03-20",60.189999
"148","2008-03-24",60.16
"149","2008-03-25",61.049999
"150","2008-03-26",61.669998
"151","2008-03-27",64.190002
"152","2008-03-28",63.59
"153","2008-03-31",64.540001
"154","2008-04-01",64.360001
"155","2008-04-02",64.099998
"156","2008-04-03",65.959999
"157","2008-04-04",67.019997
"158","2008-04-07",67.029999
"159","2008-04-08",67.610001
"160","2008-04-09",64.699997
"161","2008-04-10",65.349998
"162","2008-04-11",64
"163","2008-04-14",63.299999
"164","2008-04-15",64.169998
"165","2008-04-16",65.349998
"166","2008-04-17",66.459999
"167","2008-04-18",69.489998
"168","2008-04-21",69.43
"169","2008-04-22",67.459999
"170","2008-04-23",65.769997
"171","2008-04-24",65.370003
"172","2008-04-25",66.25
"173","2008-04-28",67.25
"174","2008-04-29",66.389999
"175","2008-04-30",66.790001
"176","2008-05-01",66.540001
"177","2008-05-02",66.550003
"178","2008-05-05",67.209999
"179","2008-05-06",68.730003
"180","2008-05-07",69.139999
"181","2008-05-08",72.910004
"182","2008-05-09",74.139999
"183","2008-05-12",73.110001
"184","2008-05-13",74.480003
"185","2008-05-14",73.480003
"186","2008-05-15",74.709999
"187","2008-05-16",74.18
"188","2008-05-19",74.400002
"189","2008-05-20",75.900002
"190","2008-05-21",75.699997
"191","2008-05-22",73.470001
"192","2008-05-23",72.239998
"193","2008-05-27",71.690002
"194","2008-05-28",74.620003
"195","2008-05-29",74.309998
"196","2008-05-30",73.519997
"197","2008-06-02",72.089996
"198","2008-06-03",69.970001
"199","2008-06-04",70.07
"200","2008-06-05",71.620003
"201","2008-06-06",72.349998
"202","2008-06-09",72.669998
"203","2008-06-10",72.029999
"204","2008-06-11",70.699997
"205","2008-06-12",70.709999
"206","2008-06-13",71.32
"207","2008-06-16",72
"208","2008-06-17",74.089996
"209","2008-06-18",74.519997
"210","2008-06-19",73.870003
"211","2008-06-20",72.160004
"212","2008-06-23",74.43
"213","2008-06-24",72.5
"214","2008-06-25",73.25
"215","2008-06-26",71.989998
"216","2008-06-27",72.849998
"217","2008-06-30",71.489998
"218","2008-07-01",71.690002
"219","2008-07-02",68.370003
"220","2008-07-03",67.900002
"221","2008-07-07",66.410004
"222","2008-07-08",66.589996
"223","2008-07-09",65.18
"224","2008-07-10",67.5
"225","2008-07-11",66.199997
"226","2008-07-14",66.599998
"227","2008-07-15",63.98
"228","2008-07-16",63.209999
"229","2008-07-17",63.119999
"230","2008-07-18",61.790001
"231","2008-07-21",63.610001
"232","2008-07-22",61.970001
"233","2008-07-23",61.52
"234","2008-07-24",58.990002
"235","2008-07-25",58.860001
"236","2008-07-28",58.650002
"237","2008-07-29",57.540001
"238","2008-07-30",57.029999
"239","2008-07-31",56.439999
"240","2008-08-01",56.380001
"241","2008-08-04",55.470001
"242","2008-08-05",55.419998
"243","2008-08-06",49.709999
"244","2008-08-07",48.639999
"245","2008-08-08",48.900002
"246","2008-08-11",48.779999
"247","2008-08-12",47.860001
"248","2008-08-13",48.830002
"249","2008-08-14",49
"250","2008-08-15",48.77
"251","2008-08-18",47.209999
"252","2008-08-19",47.75
"253","2008-08-20",48.200001
"254","2008-08-21",49.400002
"255","2008-08-22",47.5
"256","2008-08-25",46.970001
"257","2008-08-26",48.34
"258","2008-08-27",48.490002
"259","2008-08-28",47.450001
"260","2008-08-29",45.709999
"261","2008-09-02",43.25
"262","2008-09-03",43.790001
"263","2008-09-04",43.650002
"264","2008-09-05",43.5
"265","2008-09-08",42.560001
"266","2008-09-09",39.959999
"267","2008-09-10",40.299999
"268","2008-09-11",40.369999
"269","2008-09-12",40.099998
"270","2008-09-15",36.849998
"271","2008-09-16",37
"272","2008-09-17",36
"273","2008-09-18",36.900002
"274","2008-09-19",40.150002
"275","2008-09-22",39.139999
"276","2008-09-23",37.25
"277","2008-09-24",36.009998
"278","2008-09-25",35.5
"279","2008-09-26",34.790001
"280","2008-09-29",31.82
"281","2008-09-30",31.959999
"282","2008-10-01",30.68
"283","2008-10-02",26.92
"284","2008-10-03",26.15
"285","2008-10-06",24.959999
"286","2008-10-07",23.33
"287","2008-10-08",23.629999
"288","2008-10-09",22.16
"289","2008-10-10",20.450001
"290","2008-10-13",25.059999
"291","2008-10-14",24.67
"292","2008-10-15",20.01
"293","2008-10-16",21.32
"294","2008-10-17",21.4
"295","2008-10-20",24.700001
"296","2008-10-21",22.809999
"297","2008-10-22",19.860001
"298","2008-10-23",19.059999
"299","2008-10-24",19.07
"300","2008-10-27",16.43
"301","2008-10-28",17.75
"302","2008-10-29",19.120001
"303","2008-10-30",21.469999
"304","2008-10-31",22.41
"305","2008-11-03",21.790001
"306","2008-11-04",23.360001
"307","2008-11-05",22.77
"308","2008-11-06",20.549999
"309","2008-11-07",20.26
"310","2008-11-10",19.25
"311","2008-11-11",18.200001
"312","2008-11-12",16
"313","2008-11-13",19.219999
"314","2008-11-14",17.34
"315","2008-11-17",16.84
"316","2008-11-18",17.209999
"317","2008-11-19",14.95
"318","2008-11-20",12.49
"319","2008-11-21",13.52
"320","2008-11-24",15.5
"321","2008-11-25",14.9
"322","2008-11-26",17.09
"323","2008-11-28",17.549999
"324","2008-12-01",15.85
"325","2008-12-02",16.52
"326","2008-12-03",17.65
"327","2008-12-04",17.370001
"328","2008-12-05",18.84
"329","2008-12-08",18.879999
"330","2008-12-09",18.950001
"331","2008-12-10",19.98
"332","2008-12-11",19.110001
"333","2008-12-12",20.01
"334","2008-12-15",19.84
"335","2008-12-16",21.559999
"336","2008-12-17",22.07
"337","2008-12-18",20.24
"338","2008-12-19",20.66
"339","2008-12-22",19.27
"340","2008-12-23",19.65
"341","2008-12-24",18.84
"342","2008-12-26",19.5
"343","2008-12-29",19.82
"344","2008-12-30",20.549999
"345","2008-12-31",21.299999
"346","2009-01-02",22.959999
"347","2009-01-05",24.629999
"348","2009-01-06",26.799999
"349","2009-01-07",25.280001
"350","2009-01-08",25.709999
"351","2009-01-09",24
"352","2009-01-12",22.780001
"353","2009-01-13",23.690001
"354","2009-01-14",22.049999
"355","2009-01-15",21.950001
"356","2009-01-16",22.780001
"357","2009-01-20",20.74
"358","2009-01-21",21.440001
"359","2009-01-22",20.23
"360","2009-01-23",21.870001
"361","2009-01-26",21.799999
"362","2009-01-27",22.34
"363","2009-01-28",23.139999
"364","2009-01-29",22.389999
"365","2009-01-30",22.16
"366","2009-02-02",22.15
"367","2009-02-03",22.040001
"368","2009-02-04",22.65
"369","2009-02-05",23.58
"370","2009-02-06",23.59
"371","2009-02-09",24.01
"372","2009-02-10",22.75
"373","2009-02-11",22.360001
"374","2009-02-12",22.290001
"375","2009-02-13",22.67
"376","2009-02-17",20.92
"377","2009-02-18",20.59
"378","2009-02-19",20.74
"379","2009-02-20",20.16
"380","2009-02-23",18.690001
"381","2009-02-24",18.77
"382","2009-02-25",17.99
"383","2009-02-26",17.879999
"384","2009-02-27",18.1
"385","2009-03-02",16.379999
"386","2009-03-03",15.84
"387","2009-03-04",16.139999
"388","2009-03-05",15.45
"389","2009-03-06",14.91
"390","2009-03-09",15.09
"391","2009-03-10",16.51
"392","2009-03-11",15.93
"393","2009-03-12",16.33
"394","2009-03-13",15.78
"395","2009-03-16",15.7
"396","2009-03-17",16.17
"397","2009-03-18",16.530001
"398","2009-03-19",17.27
"399","2009-03-20",16.219999
"400","2009-03-23",17.540001
"401","2009-03-24",16.959999
"402","2009-03-25",16.889999
"403","2009-03-26",17.440001
"404","2009-03-27",17
"405","2009-03-30",16.09
"406","2009-03-31",16.02
"407","2009-04-01",15.97
"408","2009-04-02",16.43
"409","2009-04-03",17.33
"410","2009-04-06",17.65
"411","2009-04-07",17.209999
"412","2009-04-08",17.83
"413","2009-04-09",19.059999
"414","2009-04-13",19.34
"415","2009-04-14",19.540001
"416","2009-04-15",19.91
"417","2009-04-16",21.27
"418","2009-04-17",21.91
"419","2009-04-20",20
"420","2009-04-21",20.18
"421","2009-04-22",20.51
"422","2009-04-23",20.9
"423","2009-04-24",21.559999
"424","2009-04-27",21.15
"425","2009-04-28",21.58
"426","2009-04-29",22.17
"427","2009-04-30",20.65
"428","2009-05-01",20.01
"429","2009-05-04",21.27
"430","2009-05-05",22.09
"431","2009-05-06",23.4
"432","2009-05-07",20.01
"433","2009-05-08",19.51
"434","2009-05-11",19.129999
"435","2009-05-12",19.58
"436","2009-05-13",18.09
"437","2009-05-14",18.34
"438","2009-05-15",17.620001
"439","2009-05-18",18.42
"440","2009-05-19",19.139999
"441","2009-05-20",18.969999
"442","2009-05-21",18.299999
"443","2009-05-22",18.18
"444","2009-05-26",18.889999
"445","2009-05-27",18.879999
"446","2009-05-28",19.25
"447","2009-05-29",19.91
"448","2009-06-01",21.16
"449","2009-06-02",21.209999
"450","2009-06-03",19.83
"451","2009-06-04",18.67
"452","2009-06-05",18.299999
"453","2009-06-08",18.02
"454","2009-06-09",18.379999
"455","2009-06-10",18.700001
"456","2009-06-11",18.75
"457","2009-06-12",18.209999
"458","2009-06-15",17.6
"459","2009-06-16",17.01
"460","2009-06-17",16.049999
"461","2009-06-18",16.08
"462","2009-06-19",16.01
"463","2009-06-22",15.12
"464","2009-06-23",15.5
"465","2009-06-24",14.91
"466","2009-06-25",15.76
"467","2009-06-26",16.639999
"468","2009-06-29",16.209999
"469","2009-06-30",16.040001
"470","2009-07-01",16.049999
"471","2009-07-02",15.13
"472","2009-07-06",14.76
"473","2009-07-07",14.32
"474","2009-07-08",14.2
"475","2009-07-09",14.36
"476","2009-07-10",14.38
"477","2009-07-13",14.34
"478","2009-07-14",15.07
"479","2009-07-15",15.89
"480","2009-07-16",16.42
"481","2009-07-17",16.57
"482","2009-07-20",16.809999
"483","2009-07-21",16.809999
"484","2009-07-22",16.84
"485","2009-07-23",17.24
"486","2009-07-24",17.309999
"487","2009-07-27",17.65
"488","2009-07-28",17.139999
"489","2009-07-29",16.719999
"490","2009-07-30",17.26
"491","2009-07-31",17.389999
"492","2009-08-03",18.15
"493","2009-08-04",17.700001
"494","2009-08-05",17.51
"495","2009-08-06",18.23
"496","2009-08-07",17.68
"497","2009-08-10",17.290001
"498","2009-08-11",16.780001
"499","2009-08-12",16.93
"500","2009-08-13",17.76
"501","2009-08-14",17.24
"502","2009-08-17",16.27
"503","2009-08-18",16.629999
"504","2009-08-19",16.83
"505","2009-08-20",17.049999
"506","2009-08-21",17.84
"507","2009-08-24",17.940001
"508","2009-08-25",17.33
"509","2009-08-26",17.34
"510","2009-08-27",18.200001
"511","2009-08-28",18.389999
"512","2009-08-31",18.030001
"513","2009-09-01",17.370001
"514","2009-09-02",16.77
"515","2009-09-03",16.790001
"516","2009-09-04",16.950001
"517","2009-09-08",18.52
"518","2009-09-09",19.15
"519","2009-09-10",20.469999
"520","2009-09-11",22.82
"521","2009-09-14",22.629999
"522","2009-09-15",24.01
"523","2009-09-16",25.26
"524","2009-09-17",24.459999
"525","2009-09-18",24.549999
"526","2009-09-21",24.860001
"527","2009-09-22",25.940001
"528","2009-09-23",24.559999
"529","2009-09-24",23.700001
"530","2009-09-25",23.41
"531","2009-09-28",24.01
"532","2009-09-29",23.68
"533","2009-09-30",23.74
"534","2009-10-01",22.75
"535","2009-10-02",22.540001
"536","2009-10-05",23.139999
"537","2009-10-06",23.32
"538","2009-10-07",24.08
"539","2009-10-08",24.620001
"540","2009-10-09",24.559999
"541","2009-10-12",25.129999
"542","2009-10-13",25.389999
"543","2009-10-14",25.620001
"544","2009-10-15",25.9
"545","2009-10-16",25.370001
"546","2009-10-19",25.07
"547","2009-10-20",24.01
"548","2009-10-21",24.129999
"549","2009-10-22",24.35
"550","2009-10-23",23.799999
"551","2009-10-26",22.790001
"552","2009-10-27",22.77
"553","2009-10-28",21.469999
"554","2009-10-29",22.15
"555","2009-10-30",20.43
"556","2009-11-02",20.24
"557","2009-11-03",20.85
"558","2009-11-04",20.969999
"559","2009-11-05",22.02
"560","2009-11-06",21.709999
"561","2009-11-09",23.049999
"562","2009-11-10",23.030001
"563","2009-11-11",23.01
"564","2009-11-12",22.42
"565","2009-11-13",22.15
"566","2009-11-16",22.41
"567","2009-11-17",22.549999
"568","2009-11-18",22.07
"569","2009-11-19",21.33
"570","2009-11-20",21.07
"571","2009-11-23",21.200001
"572","2009-11-24",21.709999
"573","2009-11-25",21.690001
"574","2009-11-27",21.110001
"575","2009-11-30",20.950001
"576","2009-12-01",21.110001
"577","2009-12-02",21.07
"578","2009-12-03",20.709999
"579","2009-12-04",21.08
"580","2009-12-07",21
"581","2009-12-08",20.82
"582","2009-12-09",20.57
"583","2009-12-10",20.610001
"584","2009-12-11",20.75
"585","2009-12-14",21.030001
"586","2009-12-15",21.200001
"587","2009-12-16",21.49
"588","2009-12-17",20.83
"589","2009-12-18",20.290001
"590","2009-12-21",20.950001
"591","2009-12-22",20.950001
"592","2009-12-23",20.74
"593","2009-12-24",20.92
"594","2009-12-28",21.200001
"595","2009-12-29",21.360001
"596","2009-12-30",21.35
"597","2009-12-31",21.450001
"598","2010-01-04",22.610001
"599","2010-01-05",22.66
"600","2010-01-06",23.32
"601","2010-01-07",23.290001
"602","2010-01-08",23.82
"603","2010-01-11",23.18
"604","2010-01-12",22.58
"605","2010-01-13",22.379999
"606","2010-01-14",21.469999
"607","2010-01-15",21.34
"608","2010-01-19",21.51
"609","2010-01-20",20.82
"610","2010-01-21",20
"611","2010-01-22",20.299999
"612","2010-01-25",21.1
"613","2010-01-26",21.42
"614","2010-01-27",21.17
"615","2010-01-28",21.02
"616","2010-01-29",20.280001
"617","2010-02-01",20.610001
"618","2010-02-02",20.5
"619","2010-02-03",20.049999
"620","2010-02-04",19.6
"621","2010-02-05",19.76
"622","2010-02-08",19.49
"623","2010-02-09",20.09
"624","2010-02-10",20.309999
"625","2010-02-11",20.889999
"626","2010-02-12",21.08
"627","2010-02-16",21.389999
"628","2010-02-17",21.83
"629","2010-02-18",21.790001
"630","2010-02-19",21.84
"631","2010-02-22",21.73
"632","2010-02-23",21.629999
"633","2010-02-24",21.93
"634","2010-02-25",23.049999
