"","date","VST"
"1","2016-10-05",15.5
"2","2016-10-06",15.75
"3","2016-10-07",15.9
"4","2016-10-10",16
"5","2016-10-11",16.35
"6","2016-10-12",16.35
"7","2016-10-13",16.1
"8","2016-10-14",16.1
"9","2016-10-17",16.1
"10","2016-10-18",16
"11","2016-10-19",15.99
"12","2016-10-20",15.9
"13","2016-10-21",15.7
"14","2016-10-24",15.68
"15","2016-10-25",15.58
"16","2016-10-26",15.45
"17","2016-10-27",15.2
"18","2016-10-28",15.2
"19","2016-10-31",15.2
"20","2016-11-01",15
"21","2016-11-02",13.6
"22","2016-11-03",13.6
"23","2016-11-04",14
"24","2016-11-07",14.1
"25","2016-11-08",14.2
"26","2016-11-09",14.05
"27","2016-11-10",14.23
"28","2016-11-11",14.71
"29","2016-11-14",14.4
"30","2016-11-15",14.32
"31","2016-11-16",14.1
"32","2016-11-17",14.05
"33","2016-11-18",14.1
"34","2016-11-21",14
"35","2016-11-22",14.05
"36","2016-11-23",14
"37","2016-11-25",14
"38","2016-11-28",14.15
"39","2016-11-29",13.75
"40","2016-11-30",13.95
"41","2016-12-01",13.96
"42","2016-12-02",13.85
"43","2016-12-05",14.45
"44","2016-12-06",15.6
"45","2016-12-07",15.5
"46","2016-12-08",15.9
"47","2016-12-09",16.4
"48","2016-12-12",16.25
"49","2016-12-13",16.23
"50","2016-12-14",16.280001
"51","2016-12-15",14.19
"52","2016-12-16",14.06
"53","2016-12-19",14.23
"54","2016-12-20",14.35
"55","2016-12-21",14.35
"56","2016-12-22",14.29
"57","2016-12-23",14.385
"58","2016-12-27",15
"59","2016-12-28",15
"60","2016-12-29",15.5
"61","2016-12-30",15.5
"62","2017-01-03",15.36
"63","2017-01-04",16.1
"64","2017-01-05",16.190001
"65","2017-01-06",16.200001
"66","2017-01-09",15.9
"67","2017-01-10",15.85
"68","2017-01-11",15.67
"69","2017-01-12",16
"70","2017-01-13",16.450001
"71","2017-01-17",16.85
"72","2017-01-18",17.049999
"73","2017-01-19",16.879999
"74","2017-01-20",16.940001
"75","2017-01-23",16.950001
"76","2017-01-24",16.799999
"77","2017-01-25",16.75
"78","2017-01-26",16.85
"79","2017-01-27",16.73
"80","2017-01-30",16.299999
"81","2017-01-31",16.209999
"82","2017-02-01",16.35
"83","2017-02-02",16.290001
"84","2017-02-03",16.700001
"85","2017-02-06",17.15
"86","2017-02-07",17.120001
"87","2017-02-08",17.25
"88","2017-02-09",17.25
"89","2017-02-10",17.950001
"90","2017-02-13",17.75
"91","2017-02-14",17.700001
"92","2017-02-15",17.65
"93","2017-02-16",17.4
"94","2017-02-17",17.35
"95","2017-02-21",17.129999
"96","2017-02-22",16.785
"97","2017-02-23",16.299999
"98","2017-02-24",16.620001
"99","2017-02-27",16.17
"100","2017-02-28",16.16
"101","2017-03-01",16.299999
"102","2017-03-02",16.200001
"103","2017-03-03",16.26
"104","2017-03-06",16.17
"105","2017-03-07",16.1
"106","2017-03-08",15.85
"107","2017-03-09",15.41
"108","2017-03-10",15.69
"109","2017-03-13",16.219999
"110","2017-03-14",16.17
"111","2017-03-15",16.139999
"112","2017-03-16",16.15
"113","2017-03-17",16.08
"114","2017-03-20",16.200001
"115","2017-03-21",16
"116","2017-03-22",15.85
"117","2017-03-23",15.73
"118","2017-03-24",15.8
"119","2017-03-27",15.85
"120","2017-03-28",15.9
"121","2017-03-29",16.25
"122","2017-03-30",16.280001
"123","2017-03-31",16.299999
"124","2017-04-03",16.35
"125","2017-04-04",16.49
"126","2017-04-05",16.48
"127","2017-04-06",16.41
"128","2017-04-07",16.25
"129","2017-04-10",16.25
"130","2017-04-11",16.15
"131","2017-04-12",16
"132","2017-04-13",16.17
"133","2017-04-17",15.98
"134","2017-04-18",16
"135","2017-04-19",15.8
"136","2017-04-20",15.55
"137","2017-04-21",15.2
"138","2017-04-24",15.48
"139","2017-04-25",15.45
"140","2017-04-26",15.63
"141","2017-04-27",15.22
"142","2017-04-28",14.95
"143","2017-05-01",14.98
"144","2017-05-02",14.59
"145","2017-05-03",14.69
"146","2017-05-04",14.62
"147","2017-05-05",15.03
"148","2017-05-08",15
"149","2017-05-09",15.01
"150","2017-05-10",15.15
"151","2017-05-11",15.32
"152","2017-05-12",15.58
"153","2017-05-15",15.73
"154","2017-05-16",15.42
"155","2017-05-17",15.09
"156","2017-05-18",14.8
"157","2017-05-19",15.04
"158","2017-05-22",14.96
"159","2017-05-23",15
"160","2017-05-24",15
"161","2017-05-25",14.85
"162","2017-05-26",14.99
"163","2017-05-30",14.92
"164","2017-05-31",14.77
"165","2017-06-01",14.91
"166","2017-06-02",14.99
"167","2017-06-05",15.26
"168","2017-06-06",15.52
"169","2017-06-07",15.68
"170","2017-06-08",15.72
"171","2017-06-09",15.8
"172","2017-06-12",16
"173","2017-06-13",16.35
"174","2017-06-14",16.790001
"175","2017-06-15",16.6
"176","2017-06-16",16.700001
"177","2017-06-19",16.700001
"178","2017-06-20",16.719999
"179","2017-06-21",16.700001
"180","2017-06-22",16.65
"181","2017-06-23",16.75
"182","2017-06-26",16.700001
"183","2017-06-27",16.700001
"184","2017-06-28",16.860001
"185","2017-06-29",16.700001
"186","2017-06-30",16.790001
"187","2017-07-03",17.01
"188","2017-07-05",16.74
"189","2017-07-06",16.469999
"190","2017-07-07",16.440001
"191","2017-07-10",16.42
"192","2017-07-11",16.440001
"193","2017-07-12",16.27
"194","2017-07-13",15.88
"195","2017-07-14",16.02
"196","2017-07-17",15.96
"197","2017-07-18",16.030001
"198","2017-07-19",15.96
"199","2017-07-20",16.200001
"200","2017-07-21",16.389999
"201","2017-07-24",16.6
"202","2017-07-25",16.610001
"203","2017-07-26",16.51
"204","2017-07-27",16.52
"205","2017-07-28",16.43
"206","2017-07-31",16.43
"207","2017-08-01",16.610001
"208","2017-08-02",16.52
"209","2017-08-03",16.18
"210","2017-08-04",16.66
"211","2017-08-07",17.02
"212","2017-08-08",17.190001
"213","2017-08-09",17.07
"214","2017-08-10",17
"215","2017-08-11",17.209999
"216","2017-08-14",17.379999
"217","2017-08-15",17.51
"218","2017-08-16",17.66
"219","2017-08-17",17.120001
"220","2017-08-18",17.540001
"221","2017-08-21",17.66
"222","2017-08-22",17.68
"223","2017-08-23",17.719999
"224","2017-08-24",17.65
"225","2017-08-25",17.75
"226","2017-08-28",17.76
"227","2017-08-29",17.709999
"228","2017-08-30",17.360001
"229","2017-08-31",17.700001
"230","2017-09-01",17.84
"231","2017-09-05",17.75
"232","2017-09-06",17.77
"233","2017-09-07",17.870001
"234","2017-09-08",17.65
"235","2017-09-11",17.719999
"236","2017-09-12",17.700001
"237","2017-09-13",17.709999
"238","2017-09-14",17.799999
"239","2017-09-15",17.780001
"240","2017-09-18",17.99
"241","2017-09-19",17.879999
"242","2017-09-20",18.219999
"243","2017-09-21",18.16
"244","2017-09-22",18.15
"245","2017-09-25",18.16
"246","2017-09-26",18.459999
"247","2017-09-27",18.700001
"248","2017-09-28",18.65
"249","2017-09-29",18.690001
"250","2017-10-02",18.9
"251","2017-10-03",18.9
"252","2017-10-04",18.93
"253","2017-10-05",19.120001
"254","2017-10-06",18.790001
"255","2017-10-09",18.93
"256","2017-10-10",18.809999
"257","2017-10-11",19.01
"258","2017-10-12",19.08
"259","2017-10-13",19
"260","2017-10-16",18.99
"261","2017-10-17",19.01
"262","2017-10-18",18.700001
"263","2017-10-19",18.83
"264","2017-10-20",19.030001
"265","2017-10-23",19.48
"266","2017-10-24",19.58
"267","2017-10-25",20.32
"268","2017-10-26",20.49
"269","2017-10-27",20.299999
"270","2017-10-30",18.57
"271","2017-10-31",19.440001
"272","2017-11-01",19.209999
"273","2017-11-02",19.120001
"274","2017-11-03",19.23
"275","2017-11-06",19.360001
"276","2017-11-07",18.950001
"277","2017-11-08",18.879999
"278","2017-11-09",18.299999
"279","2017-11-10",18.610001
"280","2017-11-13",18.950001
"281","2017-11-14",19.18
"282","2017-11-15",19.15
"283","2017-11-16",18.98
"284","2017-11-17",19.15
"285","2017-11-20",18.93
"286","2017-11-21",18.9
"287","2017-11-22",19.440001
"288","2017-11-24",19.280001
"289","2017-11-27",19.02
"290","2017-11-28",19.23
"291","2017-11-29",19.15
"292","2017-11-30",18.9
"293","2017-12-01",18.73
"294","2017-12-04",18.57
"295","2017-12-05",17.809999
"296","2017-12-06",17.51
"297","2017-12-07",17.77
"298","2017-12-08",17.75
"299","2017-12-11",18.110001
"300","2017-12-12",18.07
"301","2017-12-13",17.450001
"302","2017-12-14",17.24
"303","2017-12-15",17.309999
"304","2017-12-18",17.790001
"305","2017-12-19",18
"306","2017-12-20",18.16
"307","2017-12-21",18.16
"308","2017-12-22",17.98
"309","2017-12-26",17.74
"310","2017-12-27",17.85
"311","2017-12-28",17.91
"312","2017-12-29",18.32
"313","2018-01-02",18.42
"314","2018-01-03",18.469999
"315","2018-01-04",18.49
"316","2018-01-05",18.68
"317","2018-01-08",18.700001
"318","2018-01-09",18.459999
"319","2018-01-10",18.35
"320","2018-01-11",18.540001
"321","2018-01-12",18.57
"322","2018-01-16",17.98
"323","2018-01-17",18.440001
"324","2018-01-18",18.790001
"325","2018-01-19",19.49
"326","2018-01-22",19.24
"327","2018-01-23",19.23
"328","2018-01-24",19.48
"329","2018-01-25",19.719999
"330","2018-01-26",19.790001
"331","2018-01-29",19.559999
"332","2018-01-30",19.16
"333","2018-01-31",19.5
"334","2018-02-01",19.639999
"335","2018-02-02",19.15
"336","2018-02-05",18.530001
"337","2018-02-06",18.67
"338","2018-02-07",18.530001
"339","2018-02-08",17.459999
"340","2018-02-09",17.879999
"341","2018-02-12",17.959999
"342","2018-02-13",18.25
"343","2018-02-14",18.26
"344","2018-02-15",18.690001
"345","2018-02-16",18.83
"346","2018-02-20",18.879999
"347","2018-02-21",18.67
"348","2018-02-22",18.719999
"349","2018-02-23",19.02
