"","date","ITRI"
"1","2007-01-03",51.380001
"2","2007-01-04",52.98
"3","2007-01-05",53.52
"4","2007-01-08",54.950001
"5","2007-01-09",55.560001
"6","2007-01-10",54.959999
"7","2007-01-11",55.439999
"8","2007-01-12",55.880001
"9","2007-01-16",55.950001
"10","2007-01-17",55.509998
"11","2007-01-18",55.459999
"12","2007-01-19",55.720001
"13","2007-01-22",55.330002
"14","2007-01-23",55.93
"15","2007-01-24",56.700001
"16","2007-01-25",55.73
"17","2007-01-26",56.200001
"18","2007-01-29",56.630001
"19","2007-01-30",56.700001
"20","2007-01-31",57.639999
"21","2007-02-01",59.490002
"22","2007-02-02",58.709999
"23","2007-02-05",58.630001
"24","2007-02-06",59.380001
"25","2007-02-07",60.48
"26","2007-02-08",60.209999
"27","2007-02-09",60.110001
"28","2007-02-12",59.790001
"29","2007-02-13",60.549999
"30","2007-02-14",59.400002
"31","2007-02-15",61.18
"32","2007-02-16",61.689999
"33","2007-02-20",61.299999
"34","2007-02-21",61.27
"35","2007-02-22",62.52
"36","2007-02-23",63.810001
"37","2007-02-26",66.809998
"38","2007-02-27",65.18
"39","2007-02-28",64.620003
"40","2007-03-01",63.759998
"41","2007-03-02",61.5
"42","2007-03-05",62.369999
"43","2007-03-06",63.09
"44","2007-03-07",62.029999
"45","2007-03-08",62.84
"46","2007-03-09",63.220001
"47","2007-03-12",63.02
"48","2007-03-13",61.310001
"49","2007-03-14",61.849998
"50","2007-03-15",62.59
"51","2007-03-16",62.130001
"52","2007-03-19",63.639999
"53","2007-03-20",63.91
"54","2007-03-21",65.029999
"55","2007-03-22",65.870003
"56","2007-03-23",65.5
"57","2007-03-26",65.339996
"58","2007-03-27",65.169998
"59","2007-03-28",65.370003
"60","2007-03-29",65.169998
"61","2007-03-30",65.040001
"62","2007-04-02",65.239998
"63","2007-04-03",65
"64","2007-04-04",65.139999
"65","2007-04-05",66.089996
"66","2007-04-09",68.099998
"67","2007-04-10",67.919998
"68","2007-04-11",67.5
"69","2007-04-12",69.230003
"70","2007-04-13",69.470001
"71","2007-04-16",70
"72","2007-04-17",70.099998
"73","2007-04-18",69.940002
"74","2007-04-19",69.93
"75","2007-04-20",70.830002
"76","2007-04-23",70.760002
"77","2007-04-24",71.029999
"78","2007-04-25",71.050003
"79","2007-04-26",71.419998
"80","2007-04-27",71.040001
"81","2007-04-30",67.339996
"82","2007-05-01",68.980003
"83","2007-05-02",69.610001
"84","2007-05-03",69.830002
"85","2007-05-04",66.449997
"86","2007-05-07",66.330002
"87","2007-05-08",65.959999
"88","2007-05-09",67.25
"89","2007-05-10",66.199997
"90","2007-05-11",67.889999
"91","2007-05-14",67.43
"92","2007-05-15",66.410004
"93","2007-05-16",67.900002
"94","2007-05-17",67.150002
"95","2007-05-18",67.169998
"96","2007-05-21",67.75
"97","2007-05-22",68.809998
"98","2007-05-23",67.660004
"99","2007-05-24",65.650002
"100","2007-05-25",65.790001
"101","2007-05-29",66.959999
"102","2007-05-30",66.989998
"103","2007-05-31",67.650002
"104","2007-06-01",70.400002
"105","2007-06-04",70.510002
"106","2007-06-05",72.510002
"107","2007-06-06",71.199997
"108","2007-06-07",71.449997
"109","2007-06-08",71.75
"110","2007-06-11",71.559998
"111","2007-06-12",73.029999
"112","2007-06-13",74.07
"113","2007-06-14",73.709999
"114","2007-06-15",74.849998
"115","2007-06-18",74.379997
"116","2007-06-19",74.400002
"117","2007-06-20",73.050003
"118","2007-06-21",73.629997
"119","2007-06-22",74.18
"120","2007-06-25",75.18
"121","2007-06-26",76.150002
"122","2007-06-27",77.230003
"123","2007-06-28",77.68
"124","2007-06-29",77.940002
"125","2007-07-02",78
"126","2007-07-03",78.860001
"127","2007-07-05",78.629997
"128","2007-07-06",78.629997
"129","2007-07-09",78.769997
"130","2007-07-10",76.989998
"131","2007-07-11",76.779999
"132","2007-07-12",77.889999
"133","2007-07-13",79.339996
"134","2007-07-16",79.959999
"135","2007-07-17",80.639999
"136","2007-07-18",80.300003
"137","2007-07-19",80.790001
"138","2007-07-20",81.129997
"139","2007-07-23",82.050003
"140","2007-07-24",81.919998
"141","2007-07-25",81.489998
"142","2007-07-26",79.879997
"143","2007-07-27",81.57
"144","2007-07-30",81.209999
"145","2007-07-31",79.43
"146","2007-08-01",78.209999
"147","2007-08-02",80.93
"148","2007-08-03",82.669998
"149","2007-08-06",83.959999
"150","2007-08-07",83.900002
"151","2007-08-08",89.129997
"152","2007-08-09",91.870003
"153","2007-08-10",85.260002
"154","2007-08-13",84.300003
"155","2007-08-14",82.139999
"156","2007-08-15",80.690002
"157","2007-08-16",77.889999
"158","2007-08-17",80.730003
"159","2007-08-20",81.519997
"160","2007-08-21",81.580002
"161","2007-08-22",83.980003
"162","2007-08-23",83.860001
"163","2007-08-24",85.449997
"164","2007-08-27",85.510002
"165","2007-08-28",83.260002
"166","2007-08-29",83.489998
"167","2007-08-30",83.860001
"168","2007-08-31",84.900002
"169","2007-09-04",86.57
"170","2007-09-05",86.910004
"171","2007-09-06",88.07
"172","2007-09-07",87.889999
"173","2007-09-10",86.910004
"174","2007-09-11",87.410004
"175","2007-09-12",87.279999
"176","2007-09-13",88.790001
"177","2007-09-14",89.010002
"178","2007-09-17",88.730003
"179","2007-09-18",91.480003
