"","date","AMSF"
"1","2007-01-03",15.68
"2","2007-01-04",15.47
"3","2007-01-05",15.48
"4","2007-01-08",15.5
"5","2007-01-09",15.96
"6","2007-01-10",16.1
"7","2007-01-11",16.57
"8","2007-01-12",16.540001
"9","2007-01-16",16.700001
"10","2007-01-17",16.610001
"11","2007-01-18",16.530001
"12","2007-01-19",16.120001
"13","2007-01-22",16.07
"14","2007-01-23",16.299999
"15","2007-01-24",16.4
"16","2007-01-25",16.200001
"17","2007-01-26",16.07
"18","2007-01-29",16.4
"19","2007-01-30",16.32
"20","2007-01-31",16.530001
"21","2007-02-01",17.299999
"22","2007-02-02",17.1
"23","2007-02-05",16.389999
"24","2007-02-06",16.959999
"25","2007-02-07",16.690001
"26","2007-02-08",16.4
"27","2007-02-09",16
"28","2007-02-12",16
"29","2007-02-13",16.129999
"30","2007-02-14",16.84
"31","2007-02-15",16.82
"32","2007-02-16",17.26
"33","2007-02-20",16.5
"34","2007-02-21",17.08
"35","2007-02-22",17.25
"36","2007-02-23",17.02
"37","2007-02-26",16.719999
"38","2007-02-27",16.299999
"39","2007-02-28",18.48
"40","2007-03-01",17.559999
"41","2007-03-02",17.65
"42","2007-03-05",17.629999
"43","2007-03-06",17
"44","2007-03-07",17.639999
"45","2007-03-08",18.25
"46","2007-03-09",18.1
"47","2007-03-12",18.24
"48","2007-03-13",17.77
"49","2007-03-14",17.49
"50","2007-03-15",18.1
"51","2007-03-16",18.139999
"52","2007-03-19",18.09
"53","2007-03-20",18.27
"54","2007-03-21",18.459999
"55","2007-03-22",18.700001
"56","2007-03-23",18.709999
"57","2007-03-26",18.92
"58","2007-03-27",18.879999
"59","2007-03-28",19.1
"60","2007-03-29",19.25
"61","2007-03-30",18.85
"62","2007-04-02",18.299999
"63","2007-04-03",18.299999
"64","2007-04-04",17.98
"65","2007-04-05",17.950001
"66","2007-04-09",17.940001
"67","2007-04-10",17.93
"68","2007-04-11",18.16
"69","2007-04-12",18.219999
"70","2007-04-13",18.049999
"71","2007-04-16",18.540001
"72","2007-04-17",18.41
"73","2007-04-18",18.799999
"74","2007-04-19",19.049999
"75","2007-04-20",19.049999
"76","2007-04-23",19.219999
"77","2007-04-24",19.049999
"78","2007-04-25",19.09
"79","2007-04-26",19.82
"80","2007-04-27",19.780001
"81","2007-04-30",20.129999
"82","2007-05-01",19.879999
"83","2007-05-02",19.9
"84","2007-05-03",19.99
"85","2007-05-04",19.99
"86","2007-05-07",20
"87","2007-05-08",18
"88","2007-05-09",19.360001
"89","2007-05-10",18.799999
"90","2007-05-11",19.16
"91","2007-05-14",19.17
"92","2007-05-15",19.15
"93","2007-05-16",19.15
"94","2007-05-17",18.959999
"95","2007-05-18",18.98
"96","2007-05-21",18.9
"97","2007-05-22",19.07
"98","2007-05-23",19.629999
"99","2007-05-24",19.469999
"100","2007-05-25",19.049999
"101","2007-05-29",18.870001
"102","2007-05-30",18.49
"103","2007-05-31",18.49
"104","2007-06-01",18.4
"105","2007-06-04",18.5
"106","2007-06-05",18.450001
"107","2007-06-06",18.370001
"108","2007-06-07",18.719999
"109","2007-06-08",18.1
"110","2007-06-11",18.01
"111","2007-06-12",17.59
"112","2007-06-13",17.57
"113","2007-06-14",17.66
"114","2007-06-15",17.68
"115","2007-06-18",18.459999
"116","2007-06-19",18.610001
"117","2007-06-20",18.360001
"118","2007-06-21",18.200001
"119","2007-06-22",18.360001
"120","2007-06-25",18.25
"121","2007-06-26",19.200001
"122","2007-06-27",19.360001
"123","2007-06-28",19.6
"124","2007-06-29",19.629999
"125","2007-07-02",20.26
"126","2007-07-03",20.75
"127","2007-07-05",20.190001
"128","2007-07-06",20.09
"129","2007-07-09",20.98
"130","2007-07-10",19.780001
"131","2007-07-11",19.67
"132","2007-07-12",20.23
"133","2007-07-13",20.09
"134","2007-07-16",19.379999
"135","2007-07-17",19.290001
"136","2007-07-18",18.92
"137","2007-07-19",19.07
"138","2007-07-20",18.76
"139","2007-07-23",18.959999
"140","2007-07-24",18.959999
"141","2007-07-25",18.620001
"142","2007-07-26",17.879999
"143","2007-07-27",18.1
"144","2007-07-30",17.299999
"145","2007-07-31",16.780001
"146","2007-08-01",17.030001
"147","2007-08-02",16.389999
"148","2007-08-03",15.59
"149","2007-08-06",15.46
"150","2007-08-07",14.33
"151","2007-08-08",14.29
"152","2007-08-09",13.14
"153","2007-08-10",15.33
"154","2007-08-13",16.24
"155","2007-08-14",14.98
"156","2007-08-15",14.25
"157","2007-08-16",14.95
"158","2007-08-17",15.33
"159","2007-08-20",15.98
"160","2007-08-21",17.07
"161","2007-08-22",17.469999
"162","2007-08-23",16.82
"163","2007-08-24",16.42
"164","2007-08-27",15.87
"165","2007-08-28",15.43
"166","2007-08-29",16.549999
"167","2007-08-30",16.65
"168","2007-08-31",16.450001
"169","2007-09-04",16.469999
"170","2007-09-05",16.08
"171","2007-09-06",16.440001
"172","2007-09-07",16.549999
"173","2007-09-10",16.02
"174","2007-09-11",15.94
"175","2007-09-12",15.92
"176","2007-09-13",16.219999
"177","2007-09-14",16
"178","2007-09-17",16.110001
"179","2007-09-18",17.290001
"180","2007-09-19",17.68
"181","2007-09-20",17.610001
"182","2007-09-21",18
"183","2007-09-24",17.690001
"184","2007-09-25",16.940001
"185","2007-09-26",17.389999
"186","2007-09-27",17.49
"187","2007-09-28",16.540001
"188","2007-10-01",17.559999
"189","2007-10-02",17.68
"190","2007-10-03",17.23
"191","2007-10-04",17.450001
"192","2007-10-05",17.6
"193","2007-10-08",16.92
"194","2007-10-09",15.86
"195","2007-10-10",15.93
"196","2007-10-11",15.5
"197","2007-10-12",16.219999
"198","2007-10-15",16.959999
"199","2007-10-16",16.76
"200","2007-10-17",16.75
"201","2007-10-18",16.690001
"202","2007-10-19",15.97
"203","2007-10-22",16.76
"204","2007-10-23",17.370001
"205","2007-10-24",16.58
"206","2007-10-25",16.200001
"207","2007-10-26",16.540001
"208","2007-10-29",16.25
"209","2007-10-30",16.040001
"210","2007-10-31",16.17
"211","2007-11-01",15.4
"212","2007-11-02",15.31
"213","2007-11-05",15.31
"214","2007-11-06",15.38
"215","2007-11-07",14.78
"216","2007-11-08",15.75
"217","2007-11-09",16.18
"218","2007-11-12",15.87
"219","2007-11-13",16.23
"220","2007-11-14",16.5
"221","2007-11-15",16.08
"222","2007-11-16",16.200001
"223","2007-11-19",15.39
"224","2007-11-20",15.55
"225","2007-11-21",14.72
"226","2007-11-23",15.88
"227","2007-11-26",14.42
"228","2007-11-27",14.84
"229","2007-11-28",15.15
"230","2007-11-29",15.62
"231","2007-11-30",15.26
"232","2007-12-03",15.22
"233","2007-12-04",15.66
"234","2007-12-05",15.5
"235","2007-12-06",15.84
"236","2007-12-07",15.82
"237","2007-12-10",15.79
"238","2007-12-11",15.11
"239","2007-12-12",15.42
"240","2007-12-13",14.86
"241","2007-12-14",14.52
"242","2007-12-17",14.5
"243","2007-12-18",14.53
"244","2007-12-19",14.47
"245","2007-12-20",15.69
"246","2007-12-21",16.35
"247","2007-12-24",16.07
"248","2007-12-26",16.48
"249","2007-12-27",14.96
"250","2007-12-28",15.74
"251","2007-12-31",15.51
"252","2008-01-02",15.14
"253","2008-01-03",14.72
"254","2008-01-04",14.47
"255","2008-01-07",14.25
"256","2008-01-08",14.73
"257","2008-01-09",14.98
"258","2008-01-10",15.16
"259","2008-01-11",14.82
"260","2008-01-14",14.48
"261","2008-01-15",14.49
"262","2008-01-16",14.74
"263","2008-01-17",14.26
"264","2008-01-18",13.86
"265","2008-01-22",13.64
"266","2008-01-23",14.25
"267","2008-01-24",14.04
"268","2008-01-25",13.41
"269","2008-01-28",14.18
"270","2008-01-29",14.22
"271","2008-01-30",13.88
"272","2008-01-31",13.75
"273","2008-02-01",13.77
"274","2008-02-04",14.11
"275","2008-02-05",14.04
"276","2008-02-06",14.41
"277","2008-02-07",15.4
"278","2008-02-08",15.15
"279","2008-02-11",15.01
"280","2008-02-12",14.81
"281","2008-02-13",15.12
"282","2008-02-14",14.76
"283","2008-02-15",14.72
"284","2008-02-19",14.78
"285","2008-02-20",14.44
"286","2008-02-21",14.43
"287","2008-02-22",14.43
"288","2008-02-25",14.6
"289","2008-02-26",14.43
"290","2008-02-27",14.7
"291","2008-02-28",13.87
"292","2008-02-29",13.15
"293","2008-03-03",13.07
"294","2008-03-04",12.99
"295","2008-03-05",12.87
"296","2008-03-06",12.76
"297","2008-03-07",12.4
"298","2008-03-10",12.42
"299","2008-03-11",13.09
"300","2008-03-12",13
"301","2008-03-13",13.1
"302","2008-03-14",13
"303","2008-03-17",12.81
"304","2008-03-18",13.24
"305","2008-03-19",12.68
"306","2008-03-20",12.71
"307","2008-03-24",12.78
"308","2008-03-25",12.85
"309","2008-03-26",12.7
"310","2008-03-27",12.71
"311","2008-03-28",12.53
"312","2008-03-31",12.64
"313","2008-04-01",13.16
"314","2008-04-02",13.54
"315","2008-04-03",13.51
"316","2008-04-04",13.55
"317","2008-04-07",13.8
"318","2008-04-08",13.79
"319","2008-04-09",13.8
"320","2008-04-10",13.86
"321","2008-04-11",14
"322","2008-04-14",13.95
"323","2008-04-15",14
"324","2008-04-16",14.31
"325","2008-04-17",14.25
"326","2008-04-18",14.38
"327","2008-04-21",14.04
"328","2008-04-22",13.99
