"","date","SHI"
"1","2007-01-03",34.866665
"2","2007-01-04",33.099998
"3","2007-01-05",33.200001
"4","2007-01-08",35.046665
"5","2007-01-09",36.233334
"6","2007-01-10",34.033333
"7","2007-01-11",34.400002
"8","2007-01-12",35.186668
"9","2007-01-16",35.400002
"10","2007-01-17",34.84
"11","2007-01-18",33.513332
"12","2007-01-19",34.266666
"13","2007-01-22",35.52
"14","2007-01-23",36.513332
"15","2007-01-24",35.833332
"16","2007-01-25",33.833332
"17","2007-01-26",33.400002
"18","2007-01-29",32.733334
"19","2007-01-30",33.733334
"20","2007-01-31",32.900002
"21","2007-02-01",32.786667
"22","2007-02-02",32.613335
"23","2007-02-05",32.133335
"24","2007-02-06",33.113335
"25","2007-02-07",32.733334
"26","2007-02-08",33.266666
"27","2007-02-09",32.400002
"28","2007-02-12",32.5
"29","2007-02-13",32.68
"30","2007-02-14",33.18
"31","2007-02-15",33.473331
"32","2007-02-16",33.713333
"33","2007-02-20",33.779999
"34","2007-02-21",34.939999
"35","2007-02-22",34.466667
"36","2007-02-23",34.666668
"37","2007-02-26",35.133335
"38","2007-02-27",32.073334
"39","2007-02-28",33.633335
"40","2007-03-01",32.766666
"41","2007-03-02",31.906666
"42","2007-03-05",29.913334
"43","2007-03-06",31.833334
"44","2007-03-07",32.233334
"45","2007-03-08",32.166668
"46","2007-03-09",31.646667
"47","2007-03-12",32.48
"48","2007-03-13",31.666666
"49","2007-03-14",31.726667
"50","2007-03-15",32.493332
"51","2007-03-16",32.266666
"52","2007-03-19",33.126667
"53","2007-03-20",33.253334
"54","2007-03-21",35.333332
"55","2007-03-22",34.766666
"56","2007-03-23",34.546665
"57","2007-03-26",34.68
"58","2007-03-27",34.200001
"59","2007-03-28",34.200001
"60","2007-03-29",35.099998
"61","2007-03-30",34.686668
"62","2007-04-02",34.560001
"63","2007-04-03",35.400002
"64","2007-04-04",35.853333
"65","2007-04-05",36.32
"66","2007-04-09",36.139999
"67","2007-04-10",35.933334
"68","2007-04-11",35.873333
"69","2007-04-12",39.593334
"70","2007-04-13",38.919998
"71","2007-04-16",39.226665
"72","2007-04-17",38.506668
"73","2007-04-18",38.966667
"74","2007-04-19",38.866665
"75","2007-04-20",41.560001
"76","2007-04-23",41.380001
"77","2007-04-24",40.053333
"78","2007-04-25",40.200001
"79","2007-04-26",40.853333
"80","2007-04-27",40.053333
"81","2007-04-30",37.866665
"82","2007-05-01",38.206665
"83","2007-05-02",38.66
"84","2007-05-03",39.633335
"85","2007-05-04",39.626667
"86","2007-05-07",39.933334
"87","2007-05-08",40.566666
"88","2007-05-09",41.933334
"89","2007-05-10",42.599998
"90","2007-05-11",45.753334
"91","2007-05-14",49.333332
"92","2007-05-15",47.84
"93","2007-05-16",46.939999
"94","2007-05-17",44.986668
"95","2007-05-18",44.580002
"96","2007-05-21",46.066666
"97","2007-05-22",45.639999
"98","2007-05-23",46.066666
"99","2007-05-24",44.626667
"100","2007-05-25",44.713333
"101","2007-05-29",43.933334
"102","2007-05-30",43.846668
"103","2007-05-31",44.293335
"104","2007-06-01",44.733334
"105","2007-06-04",44.373333
"106","2007-06-05",45.193333
"107","2007-06-06",44.133335
"108","2007-06-07",43.5
"109","2007-06-08",44.459999
"110","2007-06-11",45.126667
"111","2007-06-12",44.259998
"112","2007-06-13",44.486668
"113","2007-06-14",44.533333
"114","2007-06-15",44.793335
"115","2007-06-18",45.413334
"116","2007-06-19",46
"117","2007-06-20",45.126667
"118","2007-06-21",46.633335
"119","2007-06-22",45.586666
"120","2007-06-25",44.073334
"121","2007-06-26",43.82
"122","2007-06-27",43.900002
"123","2007-06-28",43.66
"124","2007-06-29",44.266666
"125","2007-07-02",44.799999
"126","2007-07-03",44.986668
"127","2007-07-05",43.759998
"128","2007-07-06",43.66
"129","2007-07-09",43.666668
"130","2007-07-10",42.153332
"131","2007-07-11",42.133335
"132","2007-07-12",44.033333
"133","2007-07-13",43.666668
