"","date","HSY"
"1","2007-01-03",49.799999
"2","2007-01-04",50.41
"3","2007-01-05",50.07
"4","2007-01-08",50.540001
"5","2007-01-09",50.419998
"6","2007-01-10",50.27
"7","2007-01-11",50.490002
"8","2007-01-12",50.580002
"9","2007-01-16",50.610001
"10","2007-01-17",50.77
"11","2007-01-18",52.150002
"12","2007-01-19",52.369999
"13","2007-01-22",52.299999
"14","2007-01-23",52.369999
"15","2007-01-24",50.779999
"16","2007-01-25",50.18
"17","2007-01-26",50.400002
"18","2007-01-29",51.279999
"19","2007-01-30",51.040001
"20","2007-01-31",51.040001
"21","2007-02-01",51.650002
"22","2007-02-02",51.880001
"23","2007-02-05",51.450001
"24","2007-02-06",51.16
"25","2007-02-07",51.200001
"26","2007-02-08",50.810001
"27","2007-02-09",50.73
"28","2007-02-12",50.59
"29","2007-02-13",50.830002
"30","2007-02-14",51.299999
"31","2007-02-15",52.099998
"32","2007-02-16",52.380001
"33","2007-02-20",53.57
"34","2007-02-21",53.610001
"35","2007-02-22",53.209999
"36","2007-02-23",53.09
"37","2007-02-26",53.560001
"38","2007-02-27",52.349998
"39","2007-02-28",52.900002
"40","2007-03-01",52.990002
"41","2007-03-02",53.049999
"42","2007-03-05",53.509998
"43","2007-03-06",54.529999
"44","2007-03-07",54.09
"45","2007-03-08",54.450001
"46","2007-03-09",54.630001
"47","2007-03-12",54.509998
"48","2007-03-13",53.41
"49","2007-03-14",53.450001
"50","2007-03-15",53.75
"51","2007-03-16",53.48
"52","2007-03-19",53.57
"53","2007-03-20",53.549999
"54","2007-03-21",53.740002
"55","2007-03-22",54.220001
"56","2007-03-23",54.310001
"57","2007-03-26",54.650002
"58","2007-03-27",54.419998
"59","2007-03-28",55.200001
"60","2007-03-29",54.639999
"61","2007-03-30",54.66
"62","2007-04-02",55.560001
"63","2007-04-03",55.740002
"64","2007-04-04",55.68
"65","2007-04-05",56.220001
"66","2007-04-09",55.34
"67","2007-04-10",55.400002
"68","2007-04-11",55.27
"69","2007-04-12",54.939999
"70","2007-04-13",55.380001
"71","2007-04-16",54.5
"72","2007-04-17",54.529999
"73","2007-04-18",54.52
"74","2007-04-19",53.970001
"75","2007-04-20",54.5
"76","2007-04-23",54.68
"77","2007-04-24",54.66
"78","2007-04-25",55.110001
"79","2007-04-26",54.799999
"80","2007-04-27",54.529999
"81","2007-04-30",54.959999
"82","2007-05-01",55
"83","2007-05-02",55.240002
"84","2007-05-03",55.27
"85","2007-05-04",55.549999
"86","2007-05-07",55.869999
"87","2007-05-08",55.32
"88","2007-05-09",54.990002
"89","2007-05-10",52.93
"90","2007-05-11",52.540001
"91","2007-05-14",52.349998
"92","2007-05-15",52.080002
"93","2007-05-16",52.540001
"94","2007-05-17",51.779999
"95","2007-05-18",51.77
"96","2007-05-21",52.009998
"97","2007-05-22",52.290001
"98","2007-05-23",52.02
"99","2007-05-24",51.91
"100","2007-05-25",52.290001
"101","2007-05-29",52.09
"102","2007-05-30",52.759998
"103","2007-05-31",52.709999
"104","2007-06-01",53.040001
"105","2007-06-04",52.259998
"106","2007-06-05",51.709999
"107","2007-06-06",50.869999
"108","2007-06-07",50.509998
"109","2007-06-08",51.209999
"110","2007-06-11",51.299999
"111","2007-06-12",50.610001
"112","2007-06-13",51.189999
"113","2007-06-14",50.939999
"114","2007-06-15",51.07
"115","2007-06-18",51.169998
"116","2007-06-19",50.959999
"117","2007-06-20",50.509998
"118","2007-06-21",50.540001
"119","2007-06-22",50.119999
"120","2007-06-25",50.150002
"121","2007-06-26",49.91
"122","2007-06-27",51.189999
"123","2007-06-28",50.950001
"124","2007-06-29",50.619999
"125","2007-07-02",50.880001
"126","2007-07-03",50.630001
"127","2007-07-05",50.43
"128","2007-07-06",50.82
"129","2007-07-09",50.73
"130","2007-07-10",50.080002
"131","2007-07-11",50.57
"132","2007-07-12",50.810001
"133","2007-07-13",51.099998
"134","2007-07-16",50.549999
"135","2007-07-17",50.16
"136","2007-07-18",49.939999
"137","2007-07-19",48.450001
"138","2007-07-20",47.84
"139","2007-07-23",47.290001
"140","2007-07-24",47.450001
"141","2007-07-25",47.5
"142","2007-07-26",46.25
"143","2007-07-27",45.900002
"144","2007-07-30",46.200001
"145","2007-07-31",46.099998
"146","2007-08-01",46.380001
"147","2007-08-02",46.68
"148","2007-08-03",45.150002
"149","2007-08-06",46.639999
"150","2007-08-07",47.02
"151","2007-08-08",48.490002
"152","2007-08-09",47.560001
"153","2007-08-10",47.099998
"154","2007-08-13",46.580002
"155","2007-08-14",46.400002
"156","2007-08-15",46.669998
"157","2007-08-16",44.139999
"158","2007-08-17",46.279999
"159","2007-08-20",45.669998
"160","2007-08-21",45.5
"161","2007-08-22",46.540001
"162","2007-08-23",46.599998
"163","2007-08-24",46.720001
"164","2007-08-27",46.59
"165","2007-08-28",45.490002
"166","2007-08-29",46.259998
"167","2007-08-30",46.139999
"168","2007-08-31",46.5
"169","2007-09-04",46.48
"170","2007-09-05",45.799999
"171","2007-09-06",45.860001
"172","2007-09-07",45.189999
"173","2007-09-10",45.150002
"174","2007-09-11",45.540001
"175","2007-09-12",45.669998
"176","2007-09-13",45.52
"177","2007-09-14",45.34
"178","2007-09-17",45.290001
"179","2007-09-18",45.950001
"180","2007-09-19",46.360001
"181","2007-09-20",45.91
"182","2007-09-21",46.450001
"183","2007-09-24",46.169998
"184","2007-09-25",46.150002
"185","2007-09-26",46
"186","2007-09-27",46.299999
"187","2007-09-28",46.41
"188","2007-10-01",47.41
"189","2007-10-02",45.779999
"190","2007-10-03",44.5
"191","2007-10-04",44.580002
"192","2007-10-05",45.41
"193","2007-10-08",44.57
"194","2007-10-09",46.049999
"195","2007-10-10",45.41
"196","2007-10-11",45
"197","2007-10-12",45.259998
"198","2007-10-15",45.27
"199","2007-10-16",44.48
"200","2007-10-17",44.290001
"201","2007-10-18",43.049999
"202","2007-10-19",41.720001
"203","2007-10-22",42.16
"204","2007-10-23",42.290001
"205","2007-10-24",42.029999
"206","2007-10-25",42
"207","2007-10-26",41.700001
"208","2007-10-29",41.700001
"209","2007-10-30",42.5
"210","2007-10-31",43.110001
"211","2007-11-01",42.029999
"212","2007-11-02",41.73
"213","2007-11-05",41.470001
"214","2007-11-06",41.5
"215","2007-11-07",40.740002
"216","2007-11-08",41.040001
"217","2007-11-09",41.040001
"218","2007-11-12",41.290001
"219","2007-11-13",42.07
"220","2007-11-14",40.209999
"221","2007-11-15",39.59
"222","2007-11-16",39.919998
"223","2007-11-19",38.880001
"224","2007-11-20",38.98
"225","2007-11-21",38.299999
"226","2007-11-23",38.889999
"227","2007-11-26",38.419998
"228","2007-11-27",39.099998
"229","2007-11-28",40.209999
"230","2007-11-29",39.919998
"231","2007-11-30",39.91
"232","2007-12-03",39.43
"233","2007-12-04",39.799999
