"","date","AEMD"
"260","2008-01-14",457.5
"261","2008-01-15",450
"262","2008-01-16",450
"263","2008-01-17",435
"264","2008-01-18",427.5
"265","2008-01-22",442.5
"266","2008-01-23",487.5
"267","2008-01-24",472.5
"268","2008-01-25",457.5
"269","2008-01-28",487.5
"270","2008-01-29",495
"271","2008-01-30",472.5
"272","2008-01-31",495
"273","2008-02-01",472.5
"274","2008-02-04",457.5
"275","2008-02-05",435
"276","2008-02-06",442.5
"277","2008-02-07",427.5
"278","2008-02-08",412.5
"279","2008-02-11",412.5
"280","2008-02-12",420
"281","2008-02-13",412.5
"282","2008-02-14",435
"283","2008-02-15",405
"284","2008-02-19",420
"285","2008-02-20",390
"286","2008-02-21",375
"287","2008-02-22",382.5
"288","2008-02-25",375
"289","2008-02-26",375
"290","2008-02-27",375
"291","2008-02-28",367.5
"292","2008-02-29",367.5
"293","2008-03-03",367.5
"294","2008-03-04",367.5
"295","2008-03-05",382.5
"296","2008-03-06",405
"297","2008-03-07",405
"298","2008-03-10",375
"299","2008-03-11",390
"300","2008-03-12",375
"301","2008-03-13",375
"302","2008-03-14",375
"303","2008-03-17",382.5
"304","2008-03-18",352.5
"305","2008-03-19",360
"306","2008-03-20",360
"307","2008-03-24",390
"308","2008-03-25",382.5
"309","2008-03-26",397.5
"310","2008-03-27",397.5
"311","2008-03-28",397.5
"312","2008-03-31",397.5
"313","2008-04-01",405
"314","2008-04-02",435
"315","2008-04-03",435
"316","2008-04-04",450
"317","2008-04-07",450
"318","2008-04-08",450
"319","2008-04-09",442.5
"320","2008-04-10",405
"321","2008-04-11",405
"322","2008-04-14",390
"323","2008-04-15",390
"324","2008-04-16",427.5
"325","2008-04-17",427.5
"326","2008-04-18",442.5
"327","2008-04-21",442.5
"328","2008-04-22",397.5
"329","2008-04-23",427.5
"330","2008-04-24",397.5
"331","2008-04-25",405
"332","2008-04-28",427.5
"333","2008-04-29",405
"334","2008-04-30",412.5
"335","2008-05-01",390
"336","2008-05-02",382.5
"337","2008-05-05",352.5
"338","2008-05-06",390
"339","2008-05-07",352.5
"340","2008-05-08",352.5
"341","2008-05-09",367.5
"342","2008-05-12",360
"343","2008-05-13",360
"344","2008-05-14",345
"345","2008-05-15",352.5
"346","2008-05-16",352.5
"347","2008-05-19",345
"348","2008-05-20",307.5
"349","2008-05-21",337.5
"350","2008-05-22",337.5
"351","2008-05-23",360
"352","2008-05-27",337.5
"353","2008-05-28",315
"354","2008-05-29",315
"355","2008-05-30",330
"356","2008-06-02",300
"357","2008-06-03",322.5
"358","2008-06-04",307.5
"359","2008-06-05",360
"360","2008-06-06",322.5
"361","2008-06-09",337.5
"362","2008-06-10",352.5
"363","2008-06-11",345
"364","2008-06-12",307.5
"365","2008-06-13",360
"366","2008-06-16",360
"367","2008-06-17",330
"368","2008-06-18",330
"369","2008-06-19",322.5
"370","2008-06-20",307.5
"371","2008-06-23",300
"372","2008-06-24",315
"373","2008-06-25",307.5
"374","2008-06-26",307.5
"375","2008-06-27",307.5
"376","2008-06-30",307.5
"377","2008-07-01",322.5
"378","2008-07-02",300
"379","2008-07-03",307.5
"380","2008-07-07",292.5
"381","2008-07-08",315
"382","2008-07-09",300
"383","2008-07-10",292.5
"384","2008-07-11",300
"385","2008-07-14",292.5
"386","2008-07-15",292.5
"387","2008-07-16",285
"388","2008-07-17",307.5
"389","2008-07-18",300
"390","2008-07-21",277.5
"391","2008-07-22",262.5
"392","2008-07-23",270
"393","2008-07-24",262.5
"394","2008-07-25",262.5
"395","2008-07-28",247.5
"396","2008-07-29",240
"397","2008-07-30",255
"398","2008-07-31",240
"399","2008-08-01",240
"400","2008-08-04",255
"401","2008-08-05",247.5
"402","2008-08-06",255
"403","2008-08-07",255
"404","2008-08-08",255
"405","2008-08-11",262.5
"406","2008-08-12",270
"407","2008-08-13",315
"408","2008-08-14",330
"409","2008-08-15",330
"410","2008-08-18",330
"411","2008-08-19",330
"412","2008-08-20",330
"413","2008-08-21",307.5
"414","2008-08-22",300
"415","2008-08-25",330
"416","2008-08-26",300
"417","2008-08-27",330
"418","2008-08-28",300
"419","2008-08-29",292.5
"420","2008-09-02",292.5
"421","2008-09-03",315
"422","2008-09-04",337.5
"423","2008-09-05",352.5
"424","2008-09-08",375
"425","2008-09-09",367.5
"426","2008-09-10",375
"427","2008-09-11",375
"428","2008-09-12",375
"429","2008-09-15",375
"430","2008-09-16",375
"431","2008-09-17",375
"432","2008-09-18",375
"433","2008-09-19",367.5
"434","2008-09-22",322.5
"435","2008-09-23",322.5
"436","2008-09-24",345
"437","2008-09-25",307.5
"438","2008-09-26",337.5
"439","2008-09-29",337.5
"440","2008-09-30",285
"441","2008-10-01",292.5
"442","2008-10-02",300
"443","2008-10-03",300
"444","2008-10-06",262.5
"445","2008-10-07",300
"446","2008-10-08",307.5
"447","2008-10-09",262.5
"448","2008-10-10",240
"449","2008-10-13",262.5
"450","2008-10-14",232.5
"451","2008-10-15",262.5
"452","2008-10-16",225
"453","2008-10-17",240
"454","2008-10-20",285
"455","2008-10-21",262.5
"456","2008-10-22",262.5
"457","2008-10-23",247.5
"458","2008-10-24",247.5
"459","2008-10-27",247.5
"460","2008-10-28",247.5
"461","2008-10-29",247.5
"462","2008-10-30",240
"463","2008-10-31",240
"464","2008-11-03",225
"465","2008-11-04",225
"466","2008-11-05",210
"467","2008-11-06",202.5
"468","2008-11-07",217.5
"469","2008-11-10",202.5
"470","2008-11-11",225
"471","2008-11-12",187.5
"472","2008-11-13",187.5
"473","2008-11-14",210
"474","2008-11-17",210
"475","2008-11-18",225
"476","2008-11-19",187.5
"477","2008-11-20",195
"478","2008-11-21",225
"479","2008-11-24",225
"480","2008-11-25",180
"481","2008-11-26",165
"482","2008-11-28",172.5
"483","2008-12-01",165
"484","2008-12-02",150
"485","2008-12-03",142.5
"486","2008-12-04",165
"487","2008-12-05",240
"488","2008-12-08",270
"489","2008-12-09",210
"490","2008-12-10",195
"491","2008-12-11",202.5
"492","2008-12-12",202.5
"493","2008-12-15",172.5
"494","2008-12-16",180
"495","2008-12-17",165
"496","2008-12-18",150
"497","2008-12-19",187.5
"498","2008-12-22",165
"499","2008-12-23",172.5
"500","2008-12-24",172.5
"501","2008-12-26",172.5
"502","2008-12-29",165
"503","2008-12-30",165
"504","2008-12-31",165
"505","2009-01-02",172.5
"506","2009-01-05",165
"507","2009-01-06",157.5
"508","2009-01-07",172.5
"509","2009-01-08",180
"510","2009-01-09",165
"511","2009-01-12",165
"512","2009-01-13",172.5
"513","2009-01-14",157.5
"514","2009-01-15",157.5
"515","2009-01-16",157.5
"516","2009-01-20",150
"517","2009-01-21",142.5
"518","2009-01-22",135
"519","2009-01-23",127.5
"520","2009-01-26",120
"521","2009-01-27",127.5
"522","2009-01-28",150
"523","2009-01-29",150
"524","2009-01-30",172.5
"525","2009-02-02",150
"526","2009-02-03",135
"527","2009-02-04",142.5
"528","2009-02-05",135
"529","2009-02-06",127.5
"530","2009-02-09",127.5
"531","2009-02-10",135
"532","2009-02-11",142.5
"533","2009-02-12",135
"534","2009-02-13",142.5
"535","2009-02-17",135
"536","2009-02-18",135
"537","2009-02-19",127.5
"538","2009-02-20",127.5
"539","2009-02-23",127.5
"540","2009-02-24",127.5
"541","2009-02-25",127.5
"542","2009-02-26",127.5
"543","2009-02-27",127.5
"544","2009-03-02",120
"545","2009-03-03",120
"546","2009-03-04",127.5
"547","2009-03-05",97.5
"548","2009-03-06",112.5
"549","2009-03-09",120
"550","2009-03-10",127.5
"551","2009-03-11",127.5
"552","2009-03-12",127.5
"553","2009-03-13",127.5
"554","2009-03-16",135
"555","2009-03-17",135
"556","2009-03-18",127.5
"557","2009-03-19",135
"558","2009-03-20",135
"559","2009-03-23",135
"560","2009-03-24",142.5
"561","2009-03-25",142.5
"562","2009-03-26",180
"563","2009-03-27",157.5
"564","2009-03-30",165
"565","2009-03-31",142.5
"566","2009-04-01",150
"567","2009-04-02",150
"568","2009-04-03",150
"569","2009-04-06",165
"570","2009-04-07",180
"571","2009-04-08",172.5
"572","2009-04-09",180
"573","2009-04-13",180
"574","2009-04-14",165
"575","2009-04-15",165
"576","2009-04-16",172.5
"577","2009-04-17",172.5
"578","2009-04-20",165
"579","2009-04-21",157.5
"580","2009-04-22",165
"581","2009-04-23",157.5
"582","2009-04-24",157.5
"583","2009-04-27",180
"584","2009-04-28",172.5
"585","2009-04-29",165
"586","2009-04-30",180
"587","2009-05-01",172.5
"588","2009-05-04",165
"589","2009-05-05",172.5
"590","2009-05-06",172.5
"591","2009-05-07",165
"592","2009-05-08",150
"593","2009-05-11",195
"594","2009-05-12",202.5
"595","2009-05-13",210
"596","2009-05-14",202.5
"597","2009-05-15",187.5
"598","2009-05-18",202.5
"599","2009-05-19",195
"600","2009-05-20",195
"601","2009-05-21",195
"602","2009-05-22",180
"603","2009-05-26",180
"604","2009-05-27",172.5
"605","2009-05-28",180
"606","2009-05-29",180
"607","2009-06-01",172.5
"608","2009-06-02",172.5
"609","2009-06-03",165
"610","2009-06-04",180
"611","2009-06-05",187.5
"612","2009-06-08",180
"613","2009-06-09",187.5
"614","2009-06-10",187.5
"615","2009-06-11",180
"616","2009-06-12",187.5
"617","2009-06-15",180
"618","2009-06-16",195
"619","2009-06-17",172.5
"620","2009-06-18",180
"621","2009-06-19",180
"622","2009-06-22",180
"623","2009-06-23",180
"624","2009-06-24",180
"625","2009-06-25",187.5
"626","2009-06-26",202.5
"627","2009-06-29",240
"628","2009-06-30",270
"629","2009-07-01",255
"630","2009-07-02",225
"631","2009-07-06",232.5
"632","2009-07-07",217.5
"633","2009-07-08",225
"634","2009-07-09",217.5
"635","2009-07-10",217.5
"636","2009-07-13",225
"637","2009-07-14",225
"638","2009-07-15",225
"639","2009-07-16",225
"640","2009-07-17",217.5
"641","2009-07-20",210
"642","2009-07-21",210
"643","2009-07-22",217.5
"644","2009-07-23",225
"645","2009-07-24",232.5
"646","2009-07-27",225
"647","2009-07-28",225
"648","2009-07-29",225
"649","2009-07-30",225
"650","2009-07-31",210
"651","2009-08-03",210
"652","2009-08-04",202.5
"653","2009-08-05",202.5
"654","2009-08-06",202.5
"655","2009-08-07",180
"656","2009-08-10",210
"657","2009-08-11",202.5
"658","2009-08-12",202.5
"659","2009-08-13",195
"660","2009-08-14",187.5
"661","2009-08-17",195
"662","2009-08-18",217.5
"663","2009-08-19",210
"664","2009-08-20",195
"665","2009-08-21",195
"666","2009-08-24",195
"667","2009-08-25",195
"668","2009-08-26",195
"669","2009-08-27",195
"670","2009-08-28",195
"671","2009-08-31",180
"672","2009-09-01",180
"673","2009-09-02",187.5
"674","2009-09-03",172.5
"675","2009-09-04",172.5
"676","2009-09-08",195
"677","2009-09-09",180
"678","2009-09-10",172.5
"679","2009-09-11",180
"680","2009-09-14",187.5
"681","2009-09-15",202.5
"682","2009-09-16",217.5
"683","2009-09-17",195
"684","2009-09-18",187.5
"685","2009-09-21",187.5
"686","2009-09-22",187.5
"687","2009-09-23",195
"688","2009-09-24",195
"689","2009-09-25",195
"690","2009-09-28",195
"691","2009-09-29",187.5
"692","2009-09-30",210
"693","2009-10-01",195
"694","2009-10-02",187.5
"695","2009-10-05",195
"696","2009-10-06",187.5
"697","2009-10-07",187.5
"698","2009-10-08",187.5
"699","2009-10-09",187.5
"700","2009-10-12",187.5
"701","2009-10-13",187.5
"702","2009-10-14",187.5
"703","2009-10-15",187.5
"704","2009-10-16",202.5
"705","2009-10-19",217.5
"706","2009-10-20",270
"707","2009-10-21",240
"708","2009-10-22",352.5
"709","2009-10-23",480
"710","2009-10-26",450
"711","2009-10-27",375
"712","2009-10-28",322.5
"713","2009-10-29",382.5
"714","2009-10-30",352.5
"715","2009-11-02",300
"716","2009-11-03",270
"717","2009-11-04",285
"718","2009-11-05",270
"719","2009-11-06",262.5
"720","2009-11-09",255
"721","2009-11-10",240
"722","2009-11-11",277.5
"723","2009-11-12",285
"724","2009-11-13",292.5
"725","2009-11-16",277.5
"726","2009-11-17",285
"727","2009-11-18",262.5
"728","2009-11-19",277.5
"729","2009-11-20",277.5
"730","2009-11-23",277.5
"731","2009-11-24",277.5
"732","2009-11-25",292.5
"733","2009-11-27",285
"734","2009-11-30",277.5
"735","2009-12-01",262.5
"736","2009-12-02",255
"737","2009-12-03",247.5
"738","2009-12-04",247.5
"739","2009-12-07",240
"740","2009-12-08",255
"741","2009-12-09",255
"742","2009-12-10",240
"743","2009-12-11",232.5
"744","2009-12-14",225
"745","2009-12-15",240
"746","2009-12-16",225
"747","2009-12-17",232.5
"748","2009-12-18",225
"749","2009-12-21",225
"750","2009-12-22",232.5
"751","2009-12-23",225
"752","2009-12-24",240
"753","2009-12-28",232.5
"754","2009-12-29",225
"755","2009-12-30",232.5
"756","2009-12-31",225
"757","2010-01-04",232.5
"758","2010-01-05",232.5
"759","2010-01-06",240
"760","2010-01-07",262.5
"761","2010-01-08",285
"762","2010-01-11",277.5
"763","2010-01-12",277.5
"764","2010-01-13",277.5
"765","2010-01-14",270
"766","2010-01-15",262.5
"767","2010-01-19",262.5
"768","2010-01-20",262.5
"769","2010-01-21",270
"770","2010-01-22",255
"771","2010-01-25",247.5
"772","2010-01-26",262.5
"773","2010-01-27",262.5
"774","2010-01-28",262.5
"775","2010-01-29",262.5
"776","2010-02-01",262.5
"777","2010-02-02",262.5
"778","2010-02-03",262.5
"779","2010-02-04",255
"780","2010-02-05",247.5
"781","2010-02-08",255
"782","2010-02-09",255
"783","2010-02-10",255
"784","2010-02-11",247.5
"785","2010-02-12",247.5
"786","2010-02-16",240
"787","2010-02-17",240
"788","2010-02-18",232.5
"789","2010-02-19",240
"790","2010-02-22",247.5
"791","2010-02-23",240
"792","2010-02-24",240
"793","2010-02-25",240
"794","2010-02-26",247.5
"795","2010-03-01",255
"796","2010-03-02",247.5
"797","2010-03-03",247.5
"798","2010-03-04",247.5
"799","2010-03-05",247.5
"800","2010-03-08",247.5
"801","2010-03-09",255
"802","2010-03-10",262.5
"803","2010-03-11",270
"804","2010-03-12",315
"805","2010-03-15",315
"806","2010-03-16",315
"807","2010-03-17",300
"808","2010-03-18",307.5
"809","2010-03-19",300
"810","2010-03-22",292.5
"811","2010-03-23",307.5
"812","2010-03-24",307.5
"813","2010-03-25",315
"814","2010-03-26",300
"815","2010-03-29",292.5
"816","2010-03-30",270
"817","2010-03-31",285
"818","2010-04-01",277.5
"819","2010-04-05",270
"820","2010-04-06",270
"821","2010-04-07",247.5
"822","2010-04-08",255
"823","2010-04-09",255
"824","2010-04-12",255
"825","2010-04-13",255
"826","2010-04-14",255
"827","2010-04-15",247.5
"828","2010-04-16",247.5
"829","2010-04-19",247.5
"830","2010-04-20",232.5
"831","2010-04-21",262.5
"832","2010-04-22",255
"833","2010-04-23",255
"834","2010-04-26",247.5
"835","2010-04-27",247.5
"836","2010-04-28",247.5
"837","2010-04-29",255
"838","2010-04-30",247.5
"839","2010-05-03",240
"840","2010-05-04",225
"841","2010-05-05",240
"842","2010-05-06",232.5
"843","2010-05-07",240
"844","2010-05-10",225
"845","2010-05-11",240
"846","2010-05-12",232.5
"847","2010-05-13",232.5
"848","2010-05-14",240
"849","2010-05-17",240
"850","2010-05-18",240
"851","2010-05-19",225
"852","2010-05-20",210
"853","2010-05-21",232.5
"854","2010-05-24",240
"855","2010-05-25",240
"856","2010-05-26",232.5
"857","2010-05-27",240
"858","2010-05-28",240
"859","2010-06-01",232.5
"860","2010-06-02",225
"861","2010-06-03",225
"862","2010-06-04",225
"863","2010-06-07",232.5
"864","2010-06-08",232.5
"865","2010-06-09",225
"866","2010-06-10",217.5
"867","2010-06-11",225
"868","2010-06-14",217.5
"869","2010-06-15",232.5
"870","2010-06-16",240
"871","2010-06-17",232.5
"872","2010-06-18",240
"873","2010-06-21",225
"874","2010-06-22",225
"875","2010-06-23",225
"876","2010-06-24",225
"877","2010-06-25",225
"878","2010-06-28",225
"879","2010-06-29",217.5
"880","2010-06-30",217.5
"881","2010-07-01",217.5
"882","2010-07-02",217.5
"883","2010-07-06",217.5
"884","2010-07-07",217.5
"885","2010-07-08",210
"886","2010-07-09",210
"887","2010-07-12",217.5
"888","2010-07-13",225
"889","2010-07-14",225
"890","2010-07-15",217.5
"891","2010-07-16",240
"892","2010-07-19",240
"893","2010-07-20",232.5
"894","2010-07-21",232.5
"895","2010-07-22",225
"896","2010-07-23",217.5
"897","2010-07-26",210
"898","2010-07-27",210
"899","2010-07-28",210
"900","2010-07-29",202.5
"901","2010-07-30",202.5
"902","2010-08-02",202.5
"903","2010-08-03",202.5
"904","2010-08-04",195
"905","2010-08-05",187.5
"906","2010-08-06",187.5
"907","2010-08-09",202.5
"908","2010-08-10",195
"909","2010-08-11",195
"910","2010-08-12",187.5
"911","2010-08-13",187.5
"912","2010-08-16",187.5
"913","2010-08-17",187.5
"914","2010-08-18",187.5
"915","2010-08-19",180
"916","2010-08-20",187.5
"917","2010-08-23",202.5
"918","2010-08-24",187.5
"919","2010-08-25",195
"920","2010-08-26",202.5
"921","2010-08-27",202.5
"922","2010-08-30",195
"923","2010-08-31",187.5
"924","2010-09-01",187.5
"925","2010-09-02",187.5
"926","2010-09-03",202.5
"927","2010-09-07",195
"928","2010-09-08",180
"929","2010-09-09",187.5
"930","2010-09-10",195
"931","2010-09-13",187.5
"932","2010-09-14",172.5
"933","2010-09-15",180
"934","2010-09-16",180
"935","2010-09-17",180
"936","2010-09-20",187.5
"937","2010-09-21",180
"938","2010-09-22",180
"939","2010-09-23",187.5
"940","2010-09-24",187.5
"941","2010-09-27",187.5
"942","2010-09-28",187.5
"943","2010-09-29",187.5
"944","2010-09-30",195
"945","2010-10-01",195
"946","2010-10-04",187.5
"947","2010-10-05",180
"948","2010-10-06",180
"949","2010-10-07",180
"950","2010-10-08",180
"951","2010-10-11",187.5
"952","2010-10-12",180
"953","2010-10-13",180
"954","2010-10-14",180
"955","2010-10-15",180
"956","2010-10-18",180
"957","2010-10-19",187.5
"958","2010-10-20",172.5
"959","2010-10-21",172.5
"960","2010-10-22",172.5
"961","2010-10-25",180
"962","2010-10-26",172.5
"963","2010-10-27",172.5
"964","2010-10-28",187.5
"965","2010-10-29",210
"966","2010-11-01",232.5
"967","2010-11-02",217.5
"968","2010-11-03",217.5
"969","2010-11-04",210
"970","2010-11-05",232.5
"971","2010-11-08",225
"972","2010-11-09",225
"973","2010-11-10",225
"974","2010-11-11",225
"975","2010-11-12",202.5
"976","2010-11-15",210
"977","2010-11-16",210
"978","2010-11-17",195
"979","2010-11-18",187.5
"980","2010-11-19",187.5
"981","2010-11-22",187.5
"982","2010-11-23",180
"983","2010-11-24",180
"984","2010-11-26",180
"985","2010-11-29",172.5
"986","2010-11-30",180
"987","2010-12-01",187.5
"988","2010-12-02",187.5
"989","2010-12-03",180
"990","2010-12-06",187.5
"991","2010-12-07",172.5
"992","2010-12-08",180
"993","2010-12-09",180
"994","2010-12-10",172.5
"995","2010-12-13",165
"996","2010-12-14",165
"997","2010-12-15",157.5
"998","2010-12-16",157.5
"999","2010-12-17",135
"1000","2010-12-20",150
"1001","2010-12-21",165
"1002","2010-12-22",165
"1003","2010-12-23",157.5
"1004","2010-12-27",157.5
"1005","2010-12-28",157.5
"1006","2010-12-29",165
"1007","2010-12-30",157.5
"1008","2010-12-31",157.5
"1009","2011-01-03",150
"1010","2011-01-04",157.5
"1011","2011-01-05",150
"1012","2011-01-06",150
"1013","2011-01-07",157.5
"1014","2011-01-10",150
"1015","2011-01-11",150
"1016","2011-01-12",150
"1017","2011-01-13",142.5
"1018","2011-01-14",142.5
"1019","2011-01-18",150
"1020","2011-01-19",142.5
"1021","2011-01-20",142.5
"1022","2011-01-21",142.5
"1023","2011-01-24",142.5
"1024","2011-01-25",142.5
"1025","2011-01-26",142.5
"1026","2011-01-27",135
"1027","2011-01-28",135
"1028","2011-01-31",127.5
"1029","2011-02-01",127.5
"1030","2011-02-02",127.5
"1031","2011-02-03",120
"1032","2011-02-04",127.5
"1033","2011-02-07",127.5
"1034","2011-02-08",135
"1035","2011-02-09",120
"1036","2011-02-10",120
"1037","2011-02-11",120
"1038","2011-02-14",105
"1039","2011-02-15",112.5
"1040","2011-02-16",112.5
"1041","2011-02-17",120
"1042","2011-02-18",127.5
"1043","2011-02-22",120
"1044","2011-02-23",120
"1045","2011-02-24",120
"1046","2011-02-25",120
"1047","2011-02-28",120
"1048","2011-03-01",112.5
"1049","2011-03-02",112.5
"1050","2011-03-03",120
"1051","2011-03-04",120
"1052","2011-03-07",120
"1053","2011-03-08",120
"1054","2011-03-09",120
"1055","2011-03-10",120
"1056","2011-03-11",120
"1057","2011-03-14",112.5
"1058","2011-03-15",112.5
"1059","2011-03-16",105
"1060","2011-03-17",105
"1061","2011-03-18",112.5
"1062","2011-03-21",105
"1063","2011-03-22",105
"1064","2011-03-23",105
"1065","2011-03-24",105
"1066","2011-03-25",105
"1067","2011-03-28",105
"1068","2011-03-29",105
"1069","2011-03-30",105
"1070","2011-03-31",90
"1071","2011-04-01",97.5
"1072","2011-04-04",90
"1073","2011-04-05",90
