"","date","CSV"
"110","2007-06-11",7.58
"111","2007-06-12",7.53
"112","2007-06-13",7.58
"113","2007-06-14",7.64
"114","2007-06-15",7.84
"115","2007-06-18",8
"116","2007-06-19",8.02
"117","2007-06-20",8.29
"118","2007-06-21",8.12
"119","2007-06-22",8
"120","2007-06-25",7.96
"121","2007-06-26",7.74
"122","2007-06-27",8.05
"123","2007-06-28",8.1
"124","2007-06-29",8.26
"125","2007-07-02",8.48
"126","2007-07-03",8.49
"127","2007-07-05",8.59
"128","2007-07-06",8.55
"129","2007-07-09",8.68
"130","2007-07-10",8.41
"131","2007-07-11",8.39
"132","2007-07-12",8.48
"133","2007-07-13",8.78
"134","2007-07-16",8.9
"135","2007-07-17",8.92
"136","2007-07-18",9.3
"137","2007-07-19",9.17
"138","2007-07-20",9.2
"139","2007-07-23",9.42
"140","2007-07-24",9.29
"141","2007-07-25",9.12
"142","2007-07-26",9.07
"143","2007-07-27",9.08
"144","2007-07-30",8.87
"145","2007-07-31",8.87
"146","2007-08-01",8.7
"147","2007-08-02",8.65
"148","2007-08-03",8.49
"149","2007-08-06",8.48
"150","2007-08-07",8.64
"151","2007-08-08",9.2
"152","2007-08-09",8.55
"153","2007-08-10",8.13
"154","2007-08-13",8.11
"155","2007-08-14",7.97
"156","2007-08-15",8.16
"157","2007-08-16",8.25
"158","2007-08-17",8.26
"159","2007-08-20",8.1
"160","2007-08-21",8.25
"161","2007-08-22",8.12
"162","2007-08-23",8.4
"163","2007-08-24",8.7
"164","2007-08-27",8.52
"165","2007-08-28",8.2
"166","2007-08-29",8.28
"167","2007-08-30",8.11
"168","2007-08-31",8.5
"169","2007-09-04",8.44
"170","2007-09-05",8.29
"171","2007-09-06",8.65
"172","2007-09-07",8.65
"173","2007-09-10",8.64
"174","2007-09-11",8.49
"175","2007-09-12",8.31
"176","2007-09-13",8.26
"177","2007-09-14",8.44
"178","2007-09-17",8.15
"179","2007-09-18",8.31
"180","2007-09-19",8.33
"181","2007-09-20",8.41
"182","2007-09-21",8.42
"183","2007-09-24",8.42
"184","2007-09-25",8.32
"185","2007-09-26",8.42
"186","2007-09-27",8.55
"187","2007-09-28",8.11
"188","2007-10-01",8.45
"189","2007-10-02",8.52
"190","2007-10-03",8.5
"191","2007-10-04",8.64
"192","2007-10-05",8.57
"193","2007-10-08",8.58
"194","2007-10-09",8.65
"195","2007-10-10",8.45
"196","2007-10-11",8.8
"197","2007-10-12",8.78
"198","2007-10-15",9.05
"199","2007-10-16",8.79
"200","2007-10-17",8.84
"201","2007-10-18",9.02
"202","2007-10-19",9.28
"203","2007-10-22",9.71
"204","2007-10-23",9.57
"205","2007-10-24",10.06
"206","2007-10-25",10.15
"207","2007-10-26",10.08
"208","2007-10-29",10.02
"209","2007-10-30",9.57
"210","2007-10-31",9.57
"211","2007-11-01",9.4
"212","2007-11-02",9.7
"213","2007-11-05",9.59
"214","2007-11-06",9.24
"215","2007-11-07",9.46
"216","2007-11-08",9.57
"217","2007-11-09",9.55
"218","2007-11-12",9.75
"219","2007-11-13",9.86
"220","2007-11-14",10
"221","2007-11-15",9.84
"222","2007-11-16",9.93
"223","2007-11-19",10.03
"224","2007-11-20",10.37
"225","2007-11-21",10.14
"226","2007-11-23",10.06
"227","2007-11-26",10.12
"228","2007-11-27",10.89
"229","2007-11-28",10.75
"230","2007-11-29",10.41
"231","2007-11-30",10.67
"232","2007-12-03",10.46
"233","2007-12-04",10.74
"234","2007-12-05",10.49
"235","2007-12-06",10.03
"236","2007-12-07",9.98
"237","2007-12-10",9.55
"238","2007-12-11",9.21
"239","2007-12-12",9.44
"240","2007-12-13",9.56
"241","2007-12-14",9.47
"242","2007-12-17",9.17
"243","2007-12-18",8.92
"244","2007-12-19",9.07
"245","2007-12-20",9.28
"246","2007-12-21",9.21
"247","2007-12-24",9.48
"248","2007-12-26",9.06
"249","2007-12-27",8.74
"250","2007-12-28",8.7
"251","2007-12-31",8.8
"252","2008-01-02",8.97
"253","2008-01-03",9.12
"254","2008-01-04",9.13
"255","2008-01-07",8.78
"256","2008-01-08",9.05
"257","2008-01-09",8.79
"258","2008-01-10",8.5
"259","2008-01-11",8.45
"260","2008-01-14",8.71
"261","2008-01-15",8.76
"262","2008-01-16",8.86
"263","2008-01-17",8.93
"264","2008-01-18",8.43
"265","2008-01-22",8.04
"266","2008-01-23",7.96
"267","2008-01-24",8.04
"268","2008-01-25",8
"269","2008-01-28",8.05
"270","2008-01-29",8.01
"271","2008-01-30",8.01
"272","2008-01-31",8.08
"273","2008-02-01",8.2
"274","2008-02-04",8.23
"275","2008-02-05",7.78
"276","2008-02-06",7.66
"277","2008-02-07",7.53
"278","2008-02-08",7.16
"279","2008-02-11",7.74
"280","2008-02-12",7.48
"281","2008-02-13",7.5
"282","2008-02-14",7.43
"283","2008-02-15",7.21
"284","2008-02-19",7.11
"285","2008-02-20",7.24
"286","2008-02-21",7.8
"287","2008-02-22",7.37
"288","2008-02-25",7.5
"289","2008-02-26",7.48
"290","2008-02-27",8.06
"291","2008-02-28",8.15
"292","2008-02-29",7.9
"293","2008-03-03",7.68
"294","2008-03-04",7.84
"295","2008-03-05",7.68
"296","2008-03-06",7.62
"297","2008-03-07",7.52
"298","2008-03-10",7.37
"299","2008-03-11",7.48
"300","2008-03-12",6.97
"301","2008-03-13",7.29
"302","2008-03-14",7.3
"303","2008-03-17",7.26
"304","2008-03-18",7.43
"305","2008-03-19",7.42
"306","2008-03-20",7.44
"307","2008-03-24",7.48
"308","2008-03-25",7.75
"309","2008-03-26",7.54
"310","2008-03-27",7.54
"311","2008-03-28",7.78
"312","2008-03-31",7.75
"313","2008-04-01",8.04
"314","2008-04-02",8.04
"315","2008-04-03",7.95
"316","2008-04-04",8.01
"317","2008-04-07",8.06
"318","2008-04-08",8
"319","2008-04-09",8.04
"320","2008-04-10",8.05
"321","2008-04-11",8.08
"322","2008-04-14",8.18
"323","2008-04-15",8.5
"324","2008-04-16",8.81
"325","2008-04-17",8.71
"326","2008-04-18",8.39
"327","2008-04-21",8.47
"328","2008-04-22",8.72
"329","2008-04-23",8.63
"330","2008-04-24",8.73
"331","2008-04-25",8.56
"332","2008-04-28",8.75
"333","2008-04-29",8.44
"334","2008-04-30",8.3
"335","2008-05-01",8.4
"336","2008-05-02",8
"337","2008-05-05",7.91
"338","2008-05-06",8.43
"339","2008-05-07",8.08
"340","2008-05-08",8.3
"341","2008-05-09",8.13
"342","2008-05-12",7.49
"343","2008-05-13",7.52
"344","2008-05-14",8.02
"345","2008-05-15",7.72
"346","2008-05-16",7.6
"347","2008-05-19",7.29
"348","2008-05-20",7.28
"349","2008-05-21",7.13
"350","2008-05-22",7.17
"351","2008-05-23",7.06
"352","2008-05-27",7.24
"353","2008-05-28",7.01
"354","2008-05-29",7.19
"355","2008-05-30",7.22
"356","2008-06-02",7
"357","2008-06-03",6.9
"358","2008-06-04",6.96
"359","2008-06-05",6.75
"360","2008-06-06",6.45
"361","2008-06-09",6.45
"362","2008-06-10",6.31
"363","2008-06-11",6.31
"364","2008-06-12",6.23
"365","2008-06-13",6.23
"366","2008-06-16",6.42
"367","2008-06-17",6.3
"368","2008-06-18",6.43
"369","2008-06-19",6.67
"370","2008-06-20",6.72
"371","2008-06-23",6.88
"372","2008-06-24",6.92
"373","2008-06-25",6.78
"374","2008-06-26",6.6
"375","2008-06-27",6.6
"376","2008-06-30",6.6
"377","2008-07-01",6.5
"378","2008-07-02",6.65
"379","2008-07-03",6.64
"380","2008-07-07",6.5
"381","2008-07-08",6.54
"382","2008-07-09",6.58
"383","2008-07-10",6.65
"384","2008-07-11",6.24
"385","2008-07-14",6.45
"386","2008-07-15",6.26
"387","2008-07-16",6.52
"388","2008-07-17",6.32
"389","2008-07-18",6.19
"390","2008-07-21",6.17
"391","2008-07-22",6.24
"392","2008-07-23",6.55
"393","2008-07-24",6.22
"394","2008-07-25",6.58
"395","2008-07-28",6.2
"396","2008-07-29",6.2
"397","2008-07-30",6.2
"398","2008-07-31",6.2
"399","2008-08-01",6.15
"400","2008-08-04",6.12
"401","2008-08-05",6.11
"402","2008-08-06",6.19
"403","2008-08-07",6.13
"404","2008-08-08",4.49
"405","2008-08-11",4.61
"406","2008-08-12",4.48
"407","2008-08-13",4.43
"408","2008-08-14",4.64
"409","2008-08-15",4.48
"410","2008-08-18",4.52
"411","2008-08-19",4.49
"412","2008-08-20",4.57
"413","2008-08-21",4.61
"414","2008-08-22",4.48
"415","2008-08-25",4.65
"416","2008-08-26",4.51
"417","2008-08-27",4.37
"418","2008-08-28",4.42
"419","2008-08-29",4.35
"420","2008-09-02",4.07
"421","2008-09-03",4.23
"422","2008-09-04",4.06
"423","2008-09-05",3.8
"424","2008-09-08",3.8
"425","2008-09-09",3.89
"426","2008-09-10",3.65
"427","2008-09-11",3.63
"428","2008-09-12",3.8
"429","2008-09-15",3.65
"430","2008-09-16",3.55
"431","2008-09-17",3.42
"432","2008-09-18",3.3
"433","2008-09-19",3.3
"434","2008-09-22",3.41
"435","2008-09-23",3.48
"436","2008-09-24",3.28
"437","2008-09-25",3.37
"438","2008-09-26",3.42
"439","2008-09-29",3.95
"440","2008-09-30",3.5
"441","2008-10-01",3.55
"442","2008-10-02",3.23
"443","2008-10-03",3.23
"444","2008-10-06",3.05
"445","2008-10-07",3.01
"446","2008-10-08",2.92
"447","2008-10-09",2.55
"448","2008-10-10",2.8
"449","2008-10-13",3.33
"450","2008-10-14",3.01
"451","2008-10-15",2.77
"452","2008-10-16",2.73
"453","2008-10-17",2.8
"454","2008-10-20",2.88
"455","2008-10-21",2.89
"456","2008-10-22",2.91
"457","2008-10-23",2.76
"458","2008-10-24",2.73
"459","2008-10-27",2.57
"460","2008-10-28",2.55
"461","2008-10-29",2.47
"462","2008-10-30",2.43
"463","2008-10-31",2.38
"464","2008-11-03",2.23
"465","2008-11-04",2.2
"466","2008-11-05",2.31
"467","2008-11-06",2.12
"468","2008-11-07",2
"469","2008-11-10",1.99
"470","2008-11-11",2.05
"471","2008-11-12",2.02
"472","2008-11-13",2.24
"473","2008-11-14",2.29
"474","2008-11-17",2.22
"475","2008-11-18",2.72
"476","2008-11-19",2.28
"477","2008-11-20",2
"478","2008-11-21",2.05
"479","2008-11-24",2.22
"480","2008-11-25",2.2
"481","2008-11-26",2.36
"482","2008-11-28",2.35
"483","2008-12-01",2.25
"484","2008-12-02",2.5
"485","2008-12-03",2.28
"486","2008-12-04",2.15
"487","2008-12-05",2.02
"488","2008-12-08",2
"489","2008-12-09",1.99
"490","2008-12-10",2.04
"491","2008-12-11",2.02
"492","2008-12-12",2.11
"493","2008-12-15",1.95
"494","2008-12-16",1.87
"495","2008-12-17",1.83
"496","2008-12-18",1.78
"497","2008-12-19",1.86
"498","2008-12-22",1.78
"499","2008-12-23",1.8
"500","2008-12-24",1.95
"501","2008-12-26",1.93
"502","2008-12-29",1.86
"503","2008-12-30",1.84
"504","2008-12-31",2.01
"505","2009-01-02",2.14
"506","2009-01-05",2.28
"507","2009-01-06",2.34
"508","2009-01-07",2.25
"509","2009-01-08",2.41
"510","2009-01-09",2.43
"511","2009-01-12",2.41
"512","2009-01-13",2.48
"513","2009-01-14",2.59
"514","2009-01-15",2.46
"515","2009-01-16",2.29
"516","2009-01-20",2.16
"517","2009-01-21",2.42
"518","2009-01-22",2.36
"519","2009-01-23",2.31
"520","2009-01-26",2.24
"521","2009-01-27",2.29
"522","2009-01-28",2.29
"523","2009-01-29",2.25
"524","2009-01-30",2.21
"525","2009-02-02",2.1
"526","2009-02-03",2.14
"527","2009-02-04",2.07
"528","2009-02-05",2.17
"529","2009-02-06",2.04
"530","2009-02-09",1.99
"531","2009-02-10",1.91
"532","2009-02-11",1.91
"533","2009-02-12",1.85
"534","2009-02-13",1.96
"535","2009-02-17",2.03
"536","2009-02-18",1.94
"537","2009-02-19",1.94
"538","2009-02-20",1.91
"539","2009-02-23",1.73
"540","2009-02-24",1.65
"541","2009-02-25",1.58
"542","2009-02-26",1.5
"543","2009-02-27",2.4
"544","2009-03-02",2.01
"545","2009-03-03",1.68
"546","2009-03-04",1.77
"547","2009-03-05",1.68
"548","2009-03-06",1.64
"549","2009-03-09",1.6
"550","2009-03-10",1.69
"551","2009-03-11",1.51
"552","2009-03-12",1.49
"553","2009-03-13",1.52
"554","2009-03-16",1.51
"555","2009-03-17",1.51
"556","2009-03-18",1.49
"557","2009-03-19",1.41
"558","2009-03-20",1.45
"559","2009-03-23",1.47
"560","2009-03-24",1.5
"561","2009-03-25",1.49
"562","2009-03-26",1.55
"563","2009-03-27",1.5
"564","2009-03-30",1.5
"565","2009-03-31",1.53
"566","2009-04-01",1.59
"567","2009-04-02",1.64
"568","2009-04-03",1.59
"569","2009-04-06",1.6
"570","2009-04-07",1.62
"571","2009-04-08",1.62
"572","2009-04-09",1.65
"573","2009-04-13",1.85
"574","2009-04-14",1.76
"575","2009-04-15",1.96
"576","2009-04-16",1.93
"577","2009-04-17",1.9
"578","2009-04-20",2.04
"579","2009-04-21",2.01
"580","2009-04-22",2.05
"581","2009-04-23",2.14
"582","2009-04-24",2.2
"583","2009-04-27",2.27
"584","2009-04-28",2.5
"585","2009-04-29",2.47
"586","2009-04-30",2.63
"587","2009-05-01",3.1
"588","2009-05-04",3.01
"589","2009-05-05",3.24
"590","2009-05-06",3.37
"591","2009-05-07",3.2
"592","2009-05-08",3.33
"593","2009-05-11",3.16
"594","2009-05-12",3.35
"595","2009-05-13",3.23
"596","2009-05-14",3.42
"597","2009-05-15",3.34
"598","2009-05-18",3.3
"599","2009-05-19",3.3
"600","2009-05-20",3.42
"601","2009-05-21",3.24
"602","2009-05-22",3.29
"603","2009-05-26",3.29
"604","2009-05-27",3.27
"605","2009-05-28",3.29
"606","2009-05-29",3.63
"607","2009-06-01",3.72
"608","2009-06-02",3.83
"609","2009-06-03",3.92
"610","2009-06-04",4.03
"611","2009-06-05",4.01
"612","2009-06-08",3.81
"613","2009-06-09",3.69
"614","2009-06-10",3.75
"615","2009-06-11",3.92
"616","2009-06-12",3.68
"617","2009-06-15",3.7
"618","2009-06-16",3.64
"619","2009-06-17",3.65
"620","2009-06-18",3.62
"621","2009-06-19",3.73
"622","2009-06-22",3.32
"623","2009-06-23",3.28
"624","2009-06-24",3.3
"625","2009-06-25",3.22
"626","2009-06-26",3.13
"627","2009-06-29",3.32
"628","2009-06-30",3.57
"629","2009-07-01",3.46
"630","2009-07-02",3.31
"631","2009-07-06",3.18
"632","2009-07-07",3.33
"633","2009-07-08",3.19
"634","2009-07-09",3.19
"635","2009-07-10",3.11
"636","2009-07-13",3.11
"637","2009-07-14",3.11
"638","2009-07-15",3.28
"639","2009-07-16",3.3
"640","2009-07-17",3.23
"641","2009-07-20",3.25
"642","2009-07-21",3.18
"643","2009-07-22",3.29
"644","2009-07-23",3.39
"645","2009-07-24",3.34
"646","2009-07-27",3.35
"647","2009-07-28",3.2
"648","2009-07-29",3.31
"649","2009-07-30",3.27
"650","2009-07-31",3.65
"651","2009-08-03",3.69
"652","2009-08-04",3.6
"653","2009-08-05",3.69
"654","2009-08-06",3.79
"655","2009-08-07",3.99
"656","2009-08-10",4.01
"657","2009-08-11",4.04
"658","2009-08-12",4
"659","2009-08-13",4
"660","2009-08-14",4.01
"661","2009-08-17",3.96
"662","2009-08-18",4.23
"663","2009-08-19",4.13
"664","2009-08-20",4.08
"665","2009-08-21",4.06
"666","2009-08-24",4
"667","2009-08-25",3.93
"668","2009-08-26",4
"669","2009-08-27",4.1
"670","2009-08-28",4.09
"671","2009-08-31",4.09
"672","2009-09-01",3.94
"673","2009-09-02",3.93
"674","2009-09-03",4
"675","2009-09-04",4
"676","2009-09-08",4.03
"677","2009-09-09",4.03
"678","2009-09-10",4
"679","2009-09-11",4
"680","2009-09-14",3.94
"681","2009-09-15",4.03
"682","2009-09-16",3.98
"683","2009-09-17",4.04
"684","2009-09-18",3.92
"685","2009-09-21",3.98
"686","2009-09-22",4.06
"687","2009-09-23",4
"688","2009-09-24",3.94
"689","2009-09-25",3.95
"690","2009-09-28",3.98
"691","2009-09-29",3.95
"692","2009-09-30",3.9
"693","2009-10-01",3.87
"694","2009-10-02",3.85
"695","2009-10-05",3.86
"696","2009-10-06",3.98
"697","2009-10-07",3.99
"698","2009-10-08",3.99
"699","2009-10-09",4
"700","2009-10-12",4.06
"701","2009-10-13",4.03
"702","2009-10-14",4.01
"703","2009-10-15",4.06
"704","2009-10-16",4.3
"705","2009-10-19",4.37
"706","2009-10-20",4.47
"707","2009-10-21",4.25
"708","2009-10-22",4.43
"709","2009-10-23",4.42
"710","2009-10-26",4.46
"711","2009-10-27",4.46
"712","2009-10-28",4.42
"713","2009-10-29",4.01
"714","2009-10-30",3.8
"715","2009-11-02",3.8
"716","2009-11-03",3.95
"717","2009-11-04",4.08
"718","2009-11-05",4.45
"719","2009-11-06",4.21
"720","2009-11-09",4.34
"721","2009-11-10",4.12
"722","2009-11-11",4.2
"723","2009-11-12",4.3
"724","2009-11-13",4.12
"725","2009-11-16",3.9
"726","2009-11-17",3.99
"727","2009-11-18",4.02
"728","2009-11-19",3.93
"729","2009-11-20",3.91
"730","2009-11-23",3.75
"731","2009-11-24",3.82
"732","2009-11-25",3.99
"733","2009-11-27",3.93
"734","2009-11-30",3.99
"735","2009-12-01",4.02
"736","2009-12-02",3.93
"737","2009-12-03",3.94
"738","2009-12-04",3.97
"739","2009-12-07",3.99
"740","2009-12-08",3.94
"741","2009-12-09",3.85
"742","2009-12-10",3.8
"743","2009-12-11",3.71
"744","2009-12-14",3.56
"745","2009-12-15",3.66
"746","2009-12-16",3.89
"747","2009-12-17",3.9
"748","2009-12-18",4.08
"749","2009-12-21",3.89
"750","2009-12-22",3.9
"751","2009-12-23",3.91
"752","2009-12-24",3.87
"753","2009-12-28",3.93
"754","2009-12-29",3.94
"755","2009-12-30",3.91
"756","2009-12-31",3.93
"757","2010-01-04",3.96
"758","2010-01-05",3.94
"759","2010-01-06",3.92
"760","2010-01-07",4.04
"761","2010-01-08",3.98
"762","2010-01-11",3.93
"763","2010-01-12",3.85
"764","2010-01-13",3.88
"765","2010-01-14",3.95
"766","2010-01-15",3.95
"767","2010-01-19",3.91
"768","2010-01-20",3.9
"769","2010-01-21",3.8
"770","2010-01-22",3.88
"771","2010-01-25",3.83
"772","2010-01-26",3.85
"773","2010-01-27",3.85
"774","2010-01-28",3.95
"775","2010-01-29",3.85
"776","2010-02-01",3.85
"777","2010-02-02",3.85
"778","2010-02-03",3.85
"779","2010-02-04",3.78
"780","2010-02-05",3.8
"781","2010-02-08",3.8
"782","2010-02-09",3.79
"783","2010-02-10",3.79
"784","2010-02-11",3.82
"785","2010-02-12",3.77
"786","2010-02-16",3.88
"787","2010-02-17",3.85
"788","2010-02-18",4.38
"789","2010-02-19",4.35
"790","2010-02-22",4.28
"791","2010-02-23",4.1
"792","2010-02-24",4.06
"793","2010-02-25",3.91
"794","2010-02-26",4.04
"795","2010-03-01",4.05
"796","2010-03-02",4.13
"797","2010-03-03",4.23
"798","2010-03-04",4.19
"799","2010-03-05",4.25
"800","2010-03-08",4.29
"801","2010-03-09",4.27
"802","2010-03-10",4.3
"803","2010-03-11",4.32
"804","2010-03-12",4.3
"805","2010-03-15",4.3
"806","2010-03-16",4.31
"807","2010-03-17",4.31
"808","2010-03-18",4.38
"809","2010-03-19",4.28
"810","2010-03-22",4.46
"811","2010-03-23",4.45
"812","2010-03-24",4.47
"813","2010-03-25",4.43
"814","2010-03-26",4.4
"815","2010-03-29",4.49
"816","2010-03-30",4.59
"817","2010-03-31",4.6
"818","2010-04-01",4.65
"819","2010-04-05",4.83
"820","2010-04-06",4.85
"821","2010-04-07",4.91
"822","2010-04-08",4.95
"823","2010-04-09",4.89
"824","2010-04-12",4.85
"825","2010-04-13",4.96
"826","2010-04-14",5.03
"827","2010-04-15",5.01
"828","2010-04-16",5.02
"829","2010-04-19",5
"830","2010-04-20",5.05
"831","2010-04-21",5.03
"832","2010-04-22",5.07
"833","2010-04-23",5.09
"834","2010-04-26",5.06
"835","2010-04-27",4.98
"836","2010-04-28",4.93
"837","2010-04-29",4.99
"838","2010-04-30",4.97
"839","2010-05-03",4.96
"840","2010-05-04",4.84
"841","2010-05-05",4.95
"842","2010-05-06",4.92
"843","2010-05-07",4.87
"844","2010-05-10",4.92
"845","2010-05-11",4.98
"846","2010-05-12",5
"847","2010-05-13",4.97
"848","2010-05-14",4.92
"849","2010-05-17",4.86
"850","2010-05-18",4.78
"851","2010-05-19",4.79
"852","2010-05-20",4.65
"853","2010-05-21",4.6
"854","2010-05-24",4.6
"855","2010-05-25",4.55
"856","2010-05-26",4.61
"857","2010-05-27",4.7
"858","2010-05-28",4.67
"859","2010-06-01",4.67
"860","2010-06-02",4.72
"861","2010-06-03",4.75
"862","2010-06-04",4.83
"863","2010-06-07",4.79
"864","2010-06-08",4.68
"865","2010-06-09",4.72
"866","2010-06-10",4.79
"867","2010-06-11",4.8
"868","2010-06-14",4.79
"869","2010-06-15",4.76
"870","2010-06-16",4.73
"871","2010-06-17",4.72
"872","2010-06-18",4.76
"873","2010-06-21",4.86
"874","2010-06-22",4.73
"875","2010-06-23",4.76
"876","2010-06-24",4.63
"877","2010-06-25",4.65
"878","2010-06-28",4.6
"879","2010-06-29",4.57
"880","2010-06-30",4.66
"881","2010-07-01",4.55
"882","2010-07-02",4.75
"883","2010-07-06",4.51
"884","2010-07-07",4.57
"885","2010-07-08",4.65
"886","2010-07-09",4.51
"887","2010-07-12",4.72
"888","2010-07-13",4.75
"889","2010-07-14",4.7
"890","2010-07-15",4.61
"891","2010-07-16",4.4
"892","2010-07-19",4.33
"893","2010-07-20",4.5
"894","2010-07-21",4.52
"895","2010-07-22",4.6
"896","2010-07-23",4.57
"897","2010-07-26",4.55
"898","2010-07-27",4.53
"899","2010-07-28",4.57
"900","2010-07-29",4.64
"901","2010-07-30",4.66
"902","2010-08-02",4.65
"903","2010-08-03",4.63
"904","2010-08-04",4.69
"905","2010-08-05",4.63
"906","2010-08-06",4.58
"907","2010-08-09",4.67
"908","2010-08-10",4.68
"909","2010-08-11",4.5
"910","2010-08-12",4.5
"911","2010-08-13",4.52
"912","2010-08-16",4.54
"913","2010-08-17",4.57
"914","2010-08-18",4.65
"915","2010-08-19",4.55
"916","2010-08-20",4.5
"917","2010-08-23",4.5
"918","2010-08-24",4.5
"919","2010-08-25",4.5
"920","2010-08-26",4.5
"921","2010-08-27",4.57
"922","2010-08-30",4.55
"923","2010-08-31",4.5
"924","2010-09-01",4.66
"925","2010-09-02",4.63
"926","2010-09-03",4.63
"927","2010-09-07",4.66
"928","2010-09-08",4.74
"929","2010-09-09",4.79
"930","2010-09-10",4.62
"931","2010-09-13",4.67
"932","2010-09-14",4.66
"933","2010-09-15",4.74
"934","2010-09-16",4.67
"935","2010-09-17",4.76
"936","2010-09-20",4.9
"937","2010-09-21",4.85
"938","2010-09-22",4.84
"939","2010-09-23",4.81
"940","2010-09-24",4.86
"941","2010-09-27",4.86
"942","2010-09-28",4.9
"943","2010-09-29",4.77
"944","2010-09-30",5.01
"945","2010-10-01",5.04
"946","2010-10-04",5
"947","2010-10-05",5.06
"948","2010-10-06",5.09
"949","2010-10-07",5.06
"950","2010-10-08",5
"951","2010-10-11",5.22
"952","2010-10-12",5.17
"953","2010-10-13",5.19
"954","2010-10-14",5.22
"955","2010-10-15",5.21
"956","2010-10-18",5
"957","2010-10-19",5
"958","2010-10-20",5.19
"959","2010-10-21",5.15
"960","2010-10-22",5.21
"961","2010-10-25",5.25
"962","2010-10-26",5.21
"963","2010-10-27",5.18
"964","2010-10-28",5.35
"965","2010-10-29",5.25
"966","2010-11-01",5.23
"967","2010-11-02",5.17
"968","2010-11-03",5.2
"969","2010-11-04",5.16
"970","2010-11-05",5.27
"971","2010-11-08",5.25
"972","2010-11-09",5.08
"973","2010-11-10",5.1
"974","2010-11-11",5.07
"975","2010-11-12",5.09
"976","2010-11-15",5.17
"977","2010-11-16",5.12
"978","2010-11-17",5.13
"979","2010-11-18",5.14
"980","2010-11-19",5.07
"981","2010-11-22",5.1
"982","2010-11-23",4.96
"983","2010-11-24",4.94
"984","2010-11-26",4.81
"985","2010-11-29",4.74
"986","2010-11-30",4.7
"987","2010-12-01",4.67
"988","2010-12-02",4.79
"989","2010-12-03",4.8
"990","2010-12-06",4.83
"991","2010-12-07",4.74
"992","2010-12-08",4.7
"993","2010-12-09",4.71
"994","2010-12-10",4.7
"995","2010-12-13",4.74
"996","2010-12-14",4.76
"997","2010-12-15",4.7
"998","2010-12-16",4.72
"999","2010-12-17",4.74
"1000","2010-12-20",4.84
"1001","2010-12-21",4.89
"1002","2010-12-22",4.94
