"","date","RAIL"
"1","2007-01-03",56.470001
"2","2007-01-04",56.439999
"3","2007-01-05",54.5
"4","2007-01-08",54.970001
"5","2007-01-09",54.84
"6","2007-01-10",54.330002
"7","2007-01-11",54.040001
"8","2007-01-12",54.18
"9","2007-01-16",53.459999
"10","2007-01-17",52.98
"11","2007-01-18",52.720001
"12","2007-01-19",52.93
"13","2007-01-22",52.950001
"14","2007-01-23",54
"15","2007-01-24",54.720001
"16","2007-01-25",55.119999
"17","2007-01-26",55.189999
"18","2007-01-29",56.139999
"19","2007-01-30",56.290001
"20","2007-01-31",58.110001
"21","2007-02-01",58.700001
"22","2007-02-02",58.869999
"23","2007-02-05",58.43
"24","2007-02-06",57.799999
"25","2007-02-07",58.080002
"26","2007-02-08",55.709999
"27","2007-02-09",52.950001
"28","2007-02-12",52.599998
"29","2007-02-13",53.049999
"30","2007-02-14",54.290001
"31","2007-02-15",54.189999
"32","2007-02-16",53.419998
"33","2007-02-20",53.049999
"34","2007-02-21",53.189999
"35","2007-02-22",53.240002
"36","2007-02-23",53.25
"37","2007-02-26",52.98
"38","2007-02-27",50.099998
"39","2007-02-28",49.540001
"40","2007-03-01",49.299999
"41","2007-03-02",48.080002
"42","2007-03-05",46.849998
"43","2007-03-06",47.57
"44","2007-03-07",48.290001
"45","2007-03-08",48.279999
"46","2007-03-09",48.349998
"47","2007-03-12",48.630001
"48","2007-03-13",48.509998
"49","2007-03-14",48.779999
"50","2007-03-15",49.439999
"51","2007-03-16",50.110001
"52","2007-03-19",49.93
"53","2007-03-20",49.990002
"54","2007-03-21",50.52
"55","2007-03-22",50.029999
"56","2007-03-23",49.959999
"57","2007-03-26",49.75
"58","2007-03-27",49.34
"59","2007-03-28",48.310001
"60","2007-03-29",48.049999
"61","2007-03-30",48.169998
"62","2007-04-02",48.029999
"63","2007-04-03",47.549999
"64","2007-04-04",45.509998
"65","2007-04-05",46.610001
"66","2007-04-09",46.619999
"67","2007-04-10",46.400002
"68","2007-04-11",45.52
"69","2007-04-12",48.009998
"70","2007-04-13",48.990002
"71","2007-04-16",50.599998
"72","2007-04-17",49.490002
"73","2007-04-18",47.59
"74","2007-04-19",49.349998
"75","2007-04-20",49.82
"76","2007-04-23",50.619999
"77","2007-04-24",50.540001
"78","2007-04-25",51.790001
"79","2007-04-26",50.77
"80","2007-04-27",50.049999
"81","2007-04-30",49.759998
"82","2007-05-01",48.450001
"83","2007-05-02",47.549999
"84","2007-05-03",47.619999
"85","2007-05-04",46.369999
"86","2007-05-07",46.040001
"87","2007-05-08",46.68
"88","2007-05-09",46.630001
"89","2007-05-10",45.139999
"90","2007-05-11",45.48
"91","2007-05-14",45.5
"92","2007-05-15",45.669998
"93","2007-05-16",46.360001
"94","2007-05-17",46.91
"95","2007-05-18",46.630001
"96","2007-05-21",46.509998
"97","2007-05-22",47.48
"98","2007-05-23",47.610001
"99","2007-05-24",47
"100","2007-05-25",48.040001
"101","2007-05-29",49.169998
"102","2007-05-30",49.52
"103","2007-05-31",49.43
"104","2007-06-01",49.57
"105","2007-06-04",49.5
"106","2007-06-05",51.119999
"107","2007-06-06",51.509998
"108","2007-06-07",51.580002
"109","2007-06-08",51.630001
"110","2007-06-11",51.599998
"111","2007-06-12",50.529999
"112","2007-06-13",50.400002
"113","2007-06-14",50.630001
"114","2007-06-15",50.93
"115","2007-06-18",50.5
"116","2007-06-19",51.16
"117","2007-06-20",50.150002
"118","2007-06-21",50.790001
"119","2007-06-22",50.130001
"120","2007-06-25",49.389999
"121","2007-06-26",47.93
"122","2007-06-27",48.98
"123","2007-06-28",49.23
"124","2007-06-29",47.84
"125","2007-07-02",48.950001
"126","2007-07-03",49.240002
"127","2007-07-05",50.599998
"128","2007-07-06",50.259998
"129","2007-07-09",50.450001
"130","2007-07-10",49.98
"131","2007-07-11",50.75
"132","2007-07-12",51.470001
"133","2007-07-13",52.73
"134","2007-07-16",53.419998
"135","2007-07-17",54.139999
"136","2007-07-18",54.139999
"137","2007-07-19",54.599998
"138","2007-07-20",53.799999
"139","2007-07-23",53.110001
"140","2007-07-24",52.459999
"141","2007-07-25",52.150002
"142","2007-07-26",50.380001
"143","2007-07-27",49.060001
"144","2007-07-30",49.049999
"145","2007-07-31",47.27
"146","2007-08-01",47.25
"147","2007-08-02",46.130001
"148","2007-08-03",43.150002
"149","2007-08-06",44.130001
"150","2007-08-07",43.049999
"151","2007-08-08",44.139999
"152","2007-08-09",43.459999
"153","2007-08-10",45.169998
"154","2007-08-13",43.650002
"155","2007-08-14",42.599998
"156","2007-08-15",41.619999
"157","2007-08-16",43.400002
"158","2007-08-17",43.860001
"159","2007-08-20",44.509998
"160","2007-08-21",43.580002
"161","2007-08-22",44.299999
"162","2007-08-23",43.919998
"163","2007-08-24",45.240002
"164","2007-08-27",44.889999
"165","2007-08-28",43.279999
"166","2007-08-29",44.68
"167","2007-08-30",44.93
"168","2007-08-31",45.299999
"169","2007-09-04",45.84
"170","2007-09-05",45.310001
"171","2007-09-06",45.27
"172","2007-09-07",44.43
"173","2007-09-10",43.779999
"174","2007-09-11",44.110001
"175","2007-09-12",43.27
"176","2007-09-13",41.490002
"177","2007-09-14",40.43
"178","2007-09-17",39.720001
"179","2007-09-18",41.18
"180","2007-09-19",40.380001
"181","2007-09-20",39.82
