"","date","TBK"
"74","2015-02-25",12.85
"75","2015-02-26",12.85
"76","2015-02-27",12.66
"77","2015-03-02",12.78
"78","2015-03-03",12.99
"79","2015-03-04",12.95
"80","2015-03-05",13.02
"81","2015-03-06",12.9
"82","2015-03-09",13
"83","2015-03-10",12.96
"84","2015-03-11",12.95
"85","2015-03-12",12.97
"86","2015-03-13",13
"87","2015-03-16",13.04
"88","2015-03-17",13.1
"89","2015-03-18",13.11
"90","2015-03-19",13.04
"91","2015-03-20",12.82
"92","2015-03-23",13.18
"93","2015-03-24",13.25
"94","2015-03-25",13.02
"95","2015-03-26",12.92
"96","2015-03-27",13.03
"97","2015-03-30",13.14
"98","2015-03-31",13.66
"99","2015-04-01",13.5
"100","2015-04-02",13.63
"101","2015-04-06",13.36
"102","2015-04-07",13.46
"103","2015-04-08",13.42
"104","2015-04-09",13.43
"105","2015-04-10",13.42
"106","2015-04-13",13.37
"107","2015-04-14",13.45
"108","2015-04-15",13.41
"109","2015-04-16",13.41
"110","2015-04-17",13.4
"111","2015-04-20",13.55
"112","2015-04-21",13.42
"113","2015-04-22",13.22
"114","2015-04-23",13.25
"115","2015-04-24",13.2
"116","2015-04-27",13.24
"117","2015-04-28",13.31
"118","2015-04-29",13.89
"119","2015-04-30",13.42
"120","2015-05-01",13.26
"121","2015-05-04",13.08
"122","2015-05-05",13.13
"123","2015-05-06",13.25
"124","2015-05-07",13.15
"125","2015-05-08",13.23
"126","2015-05-11",13.42
"127","2015-05-12",13.21
"128","2015-05-13",13.53
"129","2015-05-14",13.39
"130","2015-05-15",13.15
"131","2015-05-18",13.15
"132","2015-05-19",13.16
"133","2015-05-20",12.96
"134","2015-05-21",12.84
"135","2015-05-22",12.93
"136","2015-05-26",12.61
"137","2015-05-27",12.59
"138","2015-05-28",12.49
"139","2015-05-29",12.43
"140","2015-06-01",12.35
"141","2015-06-02",12.44
"142","2015-06-03",12.7
"143","2015-06-04",12.7
"144","2015-06-05",12.7
"145","2015-06-08",12.78
"146","2015-06-09",12.8
"147","2015-06-10",12.94
"148","2015-06-11",12.8
"149","2015-06-12",12.77
"150","2015-06-15",13.25
"151","2015-06-16",13.8
"152","2015-06-17",13.65
"153","2015-06-18",13.36
"154","2015-06-19",12.74
"155","2015-06-22",12.99
"156","2015-06-23",13.08
"157","2015-06-24",13.04
"158","2015-06-25",13.27
"159","2015-06-26",13.56
"160","2015-06-29",13.34
"161","2015-06-30",13.15
"162","2015-07-01",13.33
"163","2015-07-02",13.24
"164","2015-07-06",12.85
"165","2015-07-07",12.84
"166","2015-07-08",12.64
"167","2015-07-09",12.75
"168","2015-07-10",12.99
"169","2015-07-13",12.99
"170","2015-07-14",13.1
"171","2015-07-15",13.23
"172","2015-07-16",13.34
"173","2015-07-17",13.35
"174","2015-07-20",13.06
"175","2015-07-21",12.86
"176","2015-07-22",12.79
"177","2015-07-23",12.67
"178","2015-07-24",12.52
"179","2015-07-27",13.32
"180","2015-07-28",13.91
"181","2015-07-29",13.37
"182","2015-07-30",13.82
"183","2015-07-31",14.06
"184","2015-08-03",14.25
"185","2015-08-04",14.16
"186","2015-08-05",14.1
"187","2015-08-06",14.06
"188","2015-08-07",14.19
"189","2015-08-10",14.27
"190","2015-08-11",14.43
"191","2015-08-12",14.18
"192","2015-08-13",14.01
"193","2015-08-14",14.29
"194","2015-08-17",14.5
"195","2015-08-18",14.33
"196","2015-08-19",14.15
"197","2015-08-20",13.95
"198","2015-08-21",14.11
"199","2015-08-24",13.98
"200","2015-08-25",14.15
"201","2015-08-26",14.3
"202","2015-08-27",14.22
"203","2015-08-28",14.22
"204","2015-08-31",14.47
"205","2015-09-01",14.26
"206","2015-09-02",14.54
"207","2015-09-03",14.52
"208","2015-09-04",14.42
"209","2015-09-08",14.68
"210","2015-09-09",14.6
"211","2015-09-10",15.04
"212","2015-09-11",15.1
"213","2015-09-14",15.71
"214","2015-09-15",16.26
"215","2015-09-16",16.379999
"216","2015-09-17",16.1
"217","2015-09-18",16.610001
"218","2015-09-21",16.58
"219","2015-09-22",16.780001
"220","2015-09-23",16.65
"221","2015-09-24",16.690001
"222","2015-09-25",16.6
"223","2015-09-28",16.65
"224","2015-09-29",16.549999
"225","2015-09-30",16.799999
"226","2015-10-01",16.73
"227","2015-10-02",16.58
"228","2015-10-05",16.940001
"229","2015-10-06",16.950001
"230","2015-10-07",17.299999
"231","2015-10-08",17.940001
"232","2015-10-09",17.690001
"233","2015-10-12",17.32
"234","2015-10-13",16.74
"235","2015-10-14",16.860001
"236","2015-10-15",17.370001
"237","2015-10-16",16.540001
"238","2015-10-19",16.629999
"239","2015-10-20",16.809999
"240","2015-10-21",16.610001
"241","2015-10-22",17.1
"242","2015-10-23",17.459999
"243","2015-10-26",17.16
"244","2015-10-27",16.309999
"245","2015-10-28",17.75
"246","2015-10-29",17.49
"247","2015-10-30",16.690001
"248","2015-11-02",16.15
"249","2015-11-03",16.530001
"250","2015-11-04",16.690001
"251","2015-11-05",17.42
"252","2015-11-06",17.84
"253","2015-11-09",17.34
"254","2015-11-10",17.43
"255","2015-11-11",17.4
"256","2015-11-12",17.16
"257","2015-11-13",16.75
"258","2015-11-16",16.83
"259","2015-11-17",17
"260","2015-11-18",17.18
"261","2015-11-19",17.549999
"262","2015-11-20",17.549999
"263","2015-11-23",17.559999
"264","2015-11-24",17.540001
"265","2015-11-25",17.49
"266","2015-11-27",17.48
"267","2015-11-30",17.43
"268","2015-12-01",17.219999
"269","2015-12-02",16.98
"270","2015-12-03",16.969999
"271","2015-12-04",17.040001
"272","2015-12-07",16.66
"273","2015-12-08",16.5
"274","2015-12-09",16.52
"275","2015-12-10",16.49
"276","2015-12-11",16.450001
"277","2015-12-14",16.6
"278","2015-12-15",16.889999
"279","2015-12-16",17
"280","2015-12-17",16.639999
"281","2015-12-18",16.66
"282","2015-12-21",16.77
"283","2015-12-22",16.99
"284","2015-12-23",16.93
"285","2015-12-24",16.950001
"286","2015-12-28",16.860001
"287","2015-12-29",17
"288","2015-12-30",16.639999
"289","2015-12-31",16.5
"290","2016-01-04",16.15
"291","2016-01-05",16.43
"292","2016-01-06",15.99
"293","2016-01-07",15.52
"294","2016-01-08",14.32
"295","2016-01-11",14.05
"296","2016-01-12",14.12
"297","2016-01-13",13.94
"298","2016-01-14",14.01
"299","2016-01-15",13.76
"300","2016-01-19",13.29
"301","2016-01-20",13.42
"302","2016-01-21",13.12
"303","2016-01-22",13.33
"304","2016-01-25",13.18
"305","2016-01-26",13.36
"306","2016-01-27",13.17
"307","2016-01-28",13.51
"308","2016-01-29",14.13
"309","2016-02-01",13.45
"310","2016-02-02",13.26
"311","2016-02-03",13.23
"312","2016-02-04",13.18
"313","2016-02-05",13.05
"314","2016-02-08",13.29
"315","2016-02-09",13.06
"316","2016-02-10",13.05
"317","2016-02-11",12.92
"318","2016-02-12",13.51
"319","2016-02-16",13.79
"320","2016-02-17",13.55
"321","2016-02-18",13.51
"322","2016-02-19",13.5
"323","2016-02-22",13.67
"324","2016-02-23",13.45
"325","2016-02-24",13.6
"326","2016-02-25",13.7
"327","2016-02-26",13.81
"328","2016-02-29",13.67
"329","2016-03-01",14.32
"330","2016-03-02",14.23
"331","2016-03-03",14.42
"332","2016-03-04",14.57
"333","2016-03-07",15.21
"334","2016-03-08",15.25
"335","2016-03-09",15.34
"336","2016-03-10",15.28
"337","2016-03-11",15.49
"338","2016-03-14",15.57
"339","2016-03-15",15.51
"340","2016-03-16",15.47
"341","2016-03-17",16.09
"342","2016-03-18",16.440001
"343","2016-03-21",15.93
"344","2016-03-22",15.45
"345","2016-03-23",15.37
"346","2016-03-24",15.49
"347","2016-03-28",15.56
"348","2016-03-29",15.83
"349","2016-03-30",15.85
"350","2016-03-31",15.83
"351","2016-04-01",15.87
"352","2016-04-04",15.675
"353","2016-04-05",15.54
"354","2016-04-06",15.73
"355","2016-04-07",15.58
"356","2016-04-08",15.51
"357","2016-04-11",15.63
"358","2016-04-12",16
"359","2016-04-13",16.690001
"360","2016-04-14",16.219999
"361","2016-04-15",16.190001
"362","2016-04-18",16.299999
"363","2016-04-19",16.51
"364","2016-04-20",16.43
"365","2016-04-21",16.09
"366","2016-04-22",15.94
"367","2016-04-25",15.61
"368","2016-04-26",16
"369","2016-04-27",15.84
"370","2016-04-28",16.030001
"371","2016-04-29",15.89
"372","2016-05-02",15.89
"373","2016-05-03",15.25
"374","2016-05-04",15.41
"375","2016-05-05",15.1
"376","2016-05-06",15.11
"377","2016-05-09",15.29
"378","2016-05-10",15.46
"379","2016-05-11",15.09
"380","2016-05-12",14.87
"381","2016-05-13",14.79
"382","2016-05-16",15.38
"383","2016-05-17",15.11
"384","2016-05-18",15.56
"385","2016-05-19",15.26
"386","2016-05-20",15.43
"387","2016-05-23",15.92
"388","2016-05-24",15.94
"389","2016-05-25",16
"390","2016-05-26",15.89
"391","2016-05-27",15.94
"392","2016-05-31",16.059999
"393","2016-06-01",16.26
"394","2016-06-02",16.030001
"395","2016-06-03",16.129999
"396","2016-06-06",16.219999
"397","2016-06-07",16.129999
"398","2016-06-08",15.9
"399","2016-06-09",15.65
"400","2016-06-10",15.77
"401","2016-06-13",16.32
"402","2016-06-14",16.370001
"403","2016-06-15",16.34
"404","2016-06-16",16.309999
"405","2016-06-17",16.219999
"406","2016-06-20",16.48
"407","2016-06-21",16.59
"408","2016-06-22",16.629999
"409","2016-06-23",16.99
"410","2016-06-24",16.42
"411","2016-06-27",15.76
"412","2016-06-28",15.64
"413","2016-06-29",15.92
"414","2016-06-30",16
"415","2016-07-01",16.120001
"416","2016-07-05",15.54
"417","2016-07-06",15.77
"418","2016-07-07",16.17
"419","2016-07-08",16.940001
"420","2016-07-11",17.030001
"421","2016-07-12",17.379999
"422","2016-07-13",17.360001
"423","2016-07-14",17.299999
"424","2016-07-15",17.309999
"425","2016-07-18",17.09
"426","2016-07-19",17.049999
"427","2016-07-20",16.99
"428","2016-07-21",17.049999
"429","2016-07-22",17.33
"430","2016-07-25",17.1
"431","2016-07-26",17.27
"432","2016-07-27",17.799999
"433","2016-07-28",17.83
"434","2016-07-29",17.469999
"435","2016-08-01",17.219999
"436","2016-08-02",17.059999
"437","2016-08-03",17.09
"438","2016-08-04",17.389999
"439","2016-08-05",17.870001
"440","2016-08-08",17.74
"441","2016-08-09",17.92
"442","2016-08-10",17.950001
"443","2016-08-11",18.200001
"444","2016-08-12",18.440001
"445","2016-08-15",18.120001
"446","2016-08-16",18.18
"447","2016-08-17",18.059999
"448","2016-08-18",18
"449","2016-08-19",17.84
"450","2016-08-22",18.09
"451","2016-08-23",18.65
"452","2016-08-24",18.91
"453","2016-08-25",18.76
"454","2016-08-26",18.48
"455","2016-08-29",18.51
"456","2016-08-30",18.66
"457","2016-08-31",19.120001
"458","2016-09-01",19.280001
"459","2016-09-02",18.940001
"460","2016-09-06",19.200001
"461","2016-09-07",19.209999
"462","2016-09-08",19.17
"463","2016-09-09",18.76
"464","2016-09-12",18.870001
"465","2016-09-13",18.6
"466","2016-09-14",18.58
"467","2016-09-15",18.5
"468","2016-09-16",19.58
"469","2016-09-19",19.35
"470","2016-09-20",19.15
"471","2016-09-21",19.42
"472","2016-09-22",19.59
"473","2016-09-23",19.620001
"474","2016-09-26",19.25
"475","2016-09-27",19.379999
"476","2016-09-28",19.200001
"477","2016-09-29",19.25
"478","2016-09-30",19.84
"479","2016-10-03",19.52
"480","2016-10-04",19.58
"481","2016-10-05",19.790001
"482","2016-10-06",20
"483","2016-10-07",19.82
"484","2016-10-10",20.08
"485","2016-10-11",20.120001
"486","2016-10-12",20.059999
"487","2016-10-13",19.83
"488","2016-10-14",19.889999
"489","2016-10-17",19.92
"490","2016-10-18",19.860001
"491","2016-10-19",20.01
"492","2016-10-20",20.08
"493","2016-10-21",19.73
"494","2016-10-24",19.809999
"495","2016-10-25",19.74
"496","2016-10-26",19.42
"497","2016-10-27",18.93
"498","2016-10-28",18.780001
"499","2016-10-31",18.6
"500","2016-11-01",18.549999
"501","2016-11-02",18.5
"502","2016-11-03",18.4
"503","2016-11-04",18.4
"504","2016-11-07",18.5
"505","2016-11-08",18.4
"506","2016-11-09",18.950001
"507","2016-11-10",19.700001
"508","2016-11-11",20.700001
"509","2016-11-14",21.549999
"510","2016-11-15",21.549999
"511","2016-11-16",21.35
"512","2016-11-17",21.450001
"513","2016-11-18",21.549999
"514","2016-11-21",21.5
"515","2016-11-22",21.5
"516","2016-11-23",21.799999
"517","2016-11-25",22
"518","2016-11-28",22.1
"519","2016-11-29",21.65
"520","2016-11-30",21.450001
"521","2016-12-01",21.450001
"522","2016-12-02",21.4
"523","2016-12-05",21.5
"524","2016-12-06",21.6
"525","2016-12-07",21.75
"526","2016-12-08",22.75
"527","2016-12-09",23.700001
"528","2016-12-12",23.450001
"529","2016-12-13",23.85
"530","2016-12-14",23.700001
"531","2016-12-15",24.200001
"532","2016-12-16",24.25
"533","2016-12-19",24.5
"534","2016-12-20",24.85
"535","2016-12-21",25
"536","2016-12-22",25.049999
"537","2016-12-23",25.1
"538","2016-12-27",25.25
"539","2016-12-28",25.5
"540","2016-12-29",25.85
"541","2016-12-30",26.15
"542","2017-01-03",26.299999
"543","2017-01-04",26.200001
"544","2017-01-05",26.15
"545","2017-01-06",26.299999
"546","2017-01-09",26.25
"547","2017-01-10",26.25
"548","2017-01-11",26.5
"549","2017-01-12",26.4
"550","2017-01-13",26.5
"551","2017-01-17",25.6
"552","2017-01-18",25.9
"553","2017-01-19",26
"554","2017-01-20",26.1
"555","2017-01-23",26.15
"556","2017-01-24",27.049999
"557","2017-01-25",27.4
"558","2017-01-26",27.65
"559","2017-01-27",27.65
"560","2017-01-30",26.85
"561","2017-01-31",27.049999
"562","2017-02-01",27.299999
"563","2017-02-02",27.15
"564","2017-02-03",27.25
"565","2017-02-06",27.200001
"566","2017-02-07",27.15
"567","2017-02-08",26.450001
"568","2017-02-09",26.950001
"569","2017-02-10",26.85
"570","2017-02-13",27.049999
"571","2017-02-14",27.35
"572","2017-02-15",27.450001
"573","2017-02-16",27.299999
"574","2017-02-17",27.299999
"575","2017-02-21",27.450001
"576","2017-02-22",27.549999
"577","2017-02-23",27.65
"578","2017-02-24",27.35
"579","2017-02-27",27
"580","2017-02-28",26.9
"581","2017-03-01",27.75
"582","2017-03-02",27.15
"583","2017-03-03",26.75
"584","2017-03-06",26.65
"585","2017-03-07",26.799999
"586","2017-03-08",26.25
"587","2017-03-09",25.75
"588","2017-03-10",25.65
"589","2017-03-13",25.6
"590","2017-03-14",25.450001
"591","2017-03-15",25.450001
"592","2017-03-16",26
"593","2017-03-17",26.799999
"594","2017-03-20",25.85
"595","2017-03-21",24.799999
"596","2017-03-22",24.25
"597","2017-03-23",24.85
"598","2017-03-24",25.4
"599","2017-03-27",25.549999
"600","2017-03-28",26.049999
"601","2017-03-29",26
"602","2017-03-30",26.4
"603","2017-03-31",25.799999
"604","2017-04-03",25.75
"605","2017-04-04",25.9
"606","2017-04-05",25.5
"607","2017-04-06",25.200001
"608","2017-04-07",25.5
"609","2017-04-10",25.15
"610","2017-04-11",24.950001
"611","2017-04-12",24.4
"612","2017-04-13",24
"613","2017-04-17",24.299999
"614","2017-04-18",24.4
"615","2017-04-19",24.700001
"616","2017-04-20",23.5
"617","2017-04-21",22.549999
"618","2017-04-24",22
"619","2017-04-25",21.85
"620","2017-04-26",21.75
"621","2017-04-27",22.15
"622","2017-04-28",22.4
"623","2017-05-01",22.049999
"624","2017-05-02",21.700001
"625","2017-05-03",21.65
"626","2017-05-04",21.75
"627","2017-05-05",21.700001
"628","2017-05-08",21.799999
"629","2017-05-09",21.700001
"630","2017-05-10",21.65
"631","2017-05-11",21.6
"632","2017-05-12",21.299999
"633","2017-05-15",21.35
"634","2017-05-16",21.5
"635","2017-05-17",20.549999
"636","2017-05-18",21.049999
"637","2017-05-19",21.25
"638","2017-05-22",21.700001
"639","2017-05-23",22.049999
"640","2017-05-24",22.1
"641","2017-05-25",22.25
"642","2017-05-26",23.049999
"643","2017-05-30",22.85
"644","2017-05-31",22.799999
"645","2017-06-01",23.299999
"646","2017-06-02",23.450001
"647","2017-06-05",23.299999
"648","2017-06-06",23.15
"649","2017-06-07",23.4
"650","2017-06-08",23.700001
"651","2017-06-09",24.65
"652","2017-06-12",24.549999
"653","2017-06-13",24.549999
"654","2017-06-14",24.450001
"655","2017-06-15",24.15
"656","2017-06-16",23.65
"657","2017-06-19",23.65
"658","2017-06-20",23.35
"659","2017-06-21",22.950001
"660","2017-06-22",23.049999
"661","2017-06-23",23.049999
"662","2017-06-26",24.1
"663","2017-06-27",24.5
"664","2017-06-28",24.85
"665","2017-06-29",24.9
"666","2017-06-30",24.549999
"667","2017-07-03",25.450001
"668","2017-07-05",25.299999
"669","2017-07-06",24.950001
"670","2017-07-07",25.299999
"671","2017-07-10",24.85
"672","2017-07-11",25.049999
"673","2017-07-12",25.450001
"674","2017-07-13",25.15
"675","2017-07-14",25.1
"676","2017-07-17",25.299999
"677","2017-07-18",25.15
"678","2017-07-19",25.299999
"679","2017-07-20",27.1
"680","2017-07-21",29.049999
"681","2017-07-24",28.700001
"682","2017-07-25",28.6
"683","2017-07-26",28.799999
"684","2017-07-27",28.049999
"685","2017-07-28",28
"686","2017-07-31",28.4
"687","2017-08-01",28.35
"688","2017-08-02",28.799999
"689","2017-08-03",28.200001
"690","2017-08-04",28.049999
"691","2017-08-07",28.6
"692","2017-08-08",28.6
"693","2017-08-09",27.950001
"694","2017-08-10",27.549999
"695","2017-08-11",27.4
"696","2017-08-14",27.799999
"697","2017-08-15",27.65
"698","2017-08-16",27.6
"699","2017-08-17",27.15
"700","2017-08-18",27.35
"701","2017-08-21",27.200001
"702","2017-08-22",27.6
"703","2017-08-23",27.700001
"704","2017-08-24",27.75
"705","2017-08-25",27.9
"706","2017-08-28",27.75
"707","2017-08-29",27.299999
"708","2017-08-30",27.6
"709","2017-08-31",28.200001
"710","2017-09-01",28.200001
"711","2017-09-05",28.35
"712","2017-09-06",28.299999
"713","2017-09-07",28.1
"714","2017-09-08",28.450001
"715","2017-09-11",28.700001
"716","2017-09-12",29.15
"717","2017-09-13",29.299999
"718","2017-09-14",29.200001
"719","2017-09-15",29.35
"720","2017-09-18",29.549999
"721","2017-09-19",29.6
"722","2017-09-20",30.299999
"723","2017-09-21",31.299999
"724","2017-09-22",31.35
"725","2017-09-25",31
"726","2017-09-26",31
"727","2017-09-27",32
"728","2017-09-28",32.049999
"729","2017-09-29",32.25
"730","2017-10-02",32.349998
"731","2017-10-03",32.049999
"732","2017-10-04",32
"733","2017-10-05",32.200001
"734","2017-10-06",31.6
"735","2017-10-09",31.6
"736","2017-10-10",32.400002
"737","2017-10-11",32.099998
"738","2017-10-12",31.65
"739","2017-10-13",31.299999
"740","2017-10-16",31.700001
"741","2017-10-17",31.549999
"742","2017-10-18",31.799999
"743","2017-10-19",31.35
"744","2017-10-20",32.099998
"745","2017-10-23",31.950001
"746","2017-10-24",31.85
"747","2017-10-25",31.75
"748","2017-10-26",32.549999
"749","2017-10-27",32.299999
"750","2017-10-30",31.35
"751","2017-10-31",31
"752","2017-11-01",30.75
"753","2017-11-02",30.700001
"754","2017-11-03",30.75
"755","2017-11-06",30.65
"756","2017-11-07",29.85
"757","2017-11-08",29.299999
"758","2017-11-09",28.9
"759","2017-11-10",29.200001
"760","2017-11-13",29.200001
"761","2017-11-14",29.799999
"762","2017-11-15",29.85
"763","2017-11-16",29.85
"764","2017-11-17",29.950001
"765","2017-11-20",30.35
"766","2017-11-21",30.799999
"767","2017-11-22",30.75
"768","2017-11-24",30.799999
"769","2017-11-27",30.15
"770","2017-11-28",31.25
"771","2017-11-29",32.799999
"772","2017-11-30",33.25
"773","2017-12-01",33.099998
"774","2017-12-04",34.349998
"775","2017-12-05",33.900002
"776","2017-12-06",33.150002
"777","2017-12-07",33.099998
"778","2017-12-08",32.450001
"779","2017-12-11",32.5
"780","2017-12-12",32.400002
"781","2017-12-13",32.049999
"782","2017-12-14",31.549999
"783","2017-12-15",32.799999
"784","2017-12-18",32.950001
"785","2017-12-19",32.549999
"786","2017-12-20",32.049999
"787","2017-12-21",32.450001
"788","2017-12-22",32.450001
"789","2017-12-26",32.150002
"790","2017-12-27",31.6
"791","2017-12-28",31.6
"792","2017-12-29",31.5
"793","2018-01-02",32.849998
"794","2018-01-03",32.5
"795","2018-01-04",32.5
"796","2018-01-05",32.549999
"797","2018-01-08",32.900002
"798","2018-01-09",33.599998
"799","2018-01-10",34.349998
"800","2018-01-11",35.849998
"801","2018-01-12",35.450001
"802","2018-01-16",35.099998
"803","2018-01-17",35.099998
"804","2018-01-18",34.875
"805","2018-01-19",36
"806","2018-01-22",37
"807","2018-01-23",38.599998
"808","2018-01-24",38.650002
"809","2018-01-25",38.5
"810","2018-01-26",38.5
"811","2018-01-29",38.849998
"812","2018-01-30",38.700001
"813","2018-01-31",38.5
"814","2018-02-01",38.75
"815","2018-02-02",38.349998
"816","2018-02-05",37.299999
"817","2018-02-06",37.700001
"818","2018-02-07",37.650002
"819","2018-02-08",38.049999
"820","2018-02-09",38.599998
"821","2018-02-12",38.450001
"822","2018-02-13",38.650002
"823","2018-02-14",38.450001
"824","2018-02-15",38.799999
"825","2018-02-16",40.599998
"826","2018-02-20",41.400002
"827","2018-02-21",41.599998
"828","2018-02-22",41.25
"829","2018-02-23",41.25
"830","2018-02-26",41.349998
"831","2018-02-27",41.25
"832","2018-02-28",40.950001
"833","2018-03-01",41.5
"834","2018-03-02",42.25
"835","2018-03-05",41.650002
"836","2018-03-06",42.099998
"837","2018-03-07",42.75
"838","2018-03-08",42.349998
"839","2018-03-09",43
"840","2018-03-12",43.25
"841","2018-03-13",43.150002
"842","2018-03-14",42.650002
"843","2018-03-15",43.450001
"844","2018-03-16",43.599998
"845","2018-03-19",43.650002
"846","2018-03-20",42.900002
"847","2018-03-21",42.650002
"848","2018-03-22",42.200001
"849","2018-03-23",40.700001
"850","2018-03-26",41.349998
"851","2018-03-27",40.650002
"852","2018-03-28",40.700001
"853","2018-03-29",41.200001
"854","2018-04-02",40.049999
"855","2018-04-03",40.799999
"856","2018-04-04",41.700001
"857","2018-04-05",40.450001
"858","2018-04-06",39.400002
"859","2018-04-09",39.299999
"860","2018-04-10",38.650002
"861","2018-04-11",39.049999
"862","2018-04-12",39.299999
"863","2018-04-13",39.25
"864","2018-04-16",39.799999
"865","2018-04-17",39.049999
"866","2018-04-18",39.650002
"867","2018-04-19",39.849998
"868","2018-04-20",39.5
"869","2018-04-23",39.25
"870","2018-04-24",39.5
"871","2018-04-25",39.5
"872","2018-04-26",39
"873","2018-04-27",39.25
"874","2018-04-30",38.849998
"875","2018-05-01",38.75
"876","2018-05-02",38.849998
"877","2018-05-03",38.849998
"878","2018-05-04",39.349998
"879","2018-05-07",39.650002
"880","2018-05-08",39.549999
"881","2018-05-09",39.599998
"882","2018-05-10",39.849998
"883","2018-05-11",39.650002
"884","2018-05-14",39.5
"885","2018-05-15",40.049999
"886","2018-05-16",40.900002
"887","2018-05-17",40.5
"888","2018-05-18",40.549999
"889","2018-05-21",40.950001
"890","2018-05-22",40.900002
"891","2018-05-23",40.400002
"892","2018-05-24",40
"893","2018-05-25",40.25
"894","2018-05-29",39.299999
"895","2018-05-30",41.099998
"896","2018-05-31",41.049999
"897","2018-06-01",41.849998
"898","2018-06-04",42.150002
"899","2018-06-05",41.849998
"900","2018-06-06",42.25
"901","2018-06-07",42.25
"902","2018-06-08",42.25
"903","2018-06-11",41.849998
"904","2018-06-12",41.650002
"905","2018-06-13",41.700001
"906","2018-06-14",41.299999
"907","2018-06-15",41.400002
"908","2018-06-18",41.599998
"909","2018-06-19",41.599998
"910","2018-06-20",42.700001
"911","2018-06-21",41.700001
"912","2018-06-22",41.599998
"913","2018-06-25",41.299999
"914","2018-06-26",41.549999
"915","2018-06-27",40.900002
"916","2018-06-28",40.950001
"917","2018-06-29",40.75
"918","2018-07-02",41.325001
"919","2018-07-03",41.400002
"920","2018-07-05",41.75
"921","2018-07-06",42
"922","2018-07-09",43
"923","2018-07-10",42.200001
"924","2018-07-11",41.450001
"925","2018-07-12",41.099998
"926","2018-07-13",41
"927","2018-07-16",40.849998
"928","2018-07-17",40.700001
"929","2018-07-18",41.150002
"930","2018-07-19",40.049999
"931","2018-07-20",39.200001
"932","2018-07-23",40.150002
"933","2018-07-24",39.25
"934","2018-07-25",39.25
"935","2018-07-26",39.599998
"936","2018-07-27",38.549999
"937","2018-07-30",38
"938","2018-07-31",38.349998
"939","2018-08-01",41.400002
"940","2018-08-02",42.299999
"941","2018-08-03",41.25
"942","2018-08-06",42
"943","2018-08-07",42.400002
"944","2018-08-08",42.200001
"945","2018-08-09",42.200001
"946","2018-08-10",41.849998
"947","2018-08-13",41.25
"948","2018-08-14",41.75
"949","2018-08-15",41.25
"950","2018-08-16",41.75
"951","2018-08-17",41.799999
"952","2018-08-20",41.849998
"953","2018-08-21",42.799999
"954","2018-08-22",42.75
"955","2018-08-23",42.25
"956","2018-08-24",42
"957","2018-08-27",41.599998
"958","2018-08-28",41.25
"959","2018-08-29",41.349998
"960","2018-08-30",41.549999
"961","2018-08-31",42.450001
"962","2018-09-04",43.049999
"963","2018-09-05",42.450001
"964","2018-09-06",42.299999
"965","2018-09-07",42.849998
"966","2018-09-10",43.150002
"967","2018-09-11",43.599998
"968","2018-09-12",43.150002
"969","2018-09-13",43.099998
"970","2018-09-14",43.849998
"971","2018-09-17",43.950001
"972","2018-09-18",44.150002
"973","2018-09-19",43.849998
"974","2018-09-20",44.5
"975","2018-09-21",41.650002
"976","2018-09-24",41.799999
"977","2018-09-25",40.25
"978","2018-09-26",39.450001
"979","2018-09-27",38.650002
