"","date","TEL"
"1","2007-06-14",38.849998
"2","2007-06-15",38.799999
"3","2007-06-18",37.150002
"4","2007-06-19",36.700001
"5","2007-06-20",35.950001
"6","2007-06-21",36.700001
"7","2007-06-22",38.950001
"8","2007-06-25",39.25
"9","2007-06-26",39.5
"10","2007-06-27",39.75
"11","2007-06-28",39.599998
"12","2007-06-29",39.060001
"13","2007-07-02",39.970001
"14","2007-07-03",39.66
"15","2007-07-05",39.450001
"16","2007-07-06",39.82
"17","2007-07-09",40.299999
"18","2007-07-10",39
"19","2007-07-11",39.060001
"20","2007-07-12",39.009998
"21","2007-07-13",39.470001
"22","2007-07-16",39.299999
"23","2007-07-17",38.860001
"24","2007-07-18",37.939999
"25","2007-07-19",38.099998
"26","2007-07-20",38.029999
"27","2007-07-23",38.91
"28","2007-07-24",38.400002
"29","2007-07-25",38.470001
"30","2007-07-26",37.560001
"31","2007-07-27",36.950001
"32","2007-07-30",36.049999
"33","2007-07-31",35.82
"34","2007-08-01",35.220001
"35","2007-08-02",35.27
"36","2007-08-03",35.09
"37","2007-08-06",35.150002
"38","2007-08-07",34.849998
"39","2007-08-08",34.740002
"40","2007-08-09",33.73
"41","2007-08-10",32.810001
"42","2007-08-13",32.990002
"43","2007-08-14",32.450001
"44","2007-08-15",32.959999
"45","2007-08-16",33.040001
"46","2007-08-17",35.099998
"47","2007-08-20",34.950001
"48","2007-08-21",34.669998
"49","2007-08-22",34.860001
"50","2007-08-23",35.360001
"51","2007-08-24",36.27
"52","2007-08-27",35.470001
"53","2007-08-28",35.119999
"54","2007-08-29",35.360001
"55","2007-08-30",34.959999
"56","2007-08-31",34.869999
"57","2007-09-04",34.91
"58","2007-09-05",34.689999
"59","2007-09-06",35.23
"60","2007-09-07",33.5
"61","2007-09-10",33.200001
"62","2007-09-11",33.040001
"63","2007-09-12",32.560001
"64","2007-09-13",32.889999
"65","2007-09-14",33.060001
"66","2007-09-17",33.139999
"67","2007-09-18",33.59
"68","2007-09-19",33.07
"69","2007-09-20",33.459999
"70","2007-09-21",33.450001
"71","2007-09-24",33.389999
"72","2007-09-25",33.77
"73","2007-09-26",34.540001
"74","2007-09-27",35.18
"75","2007-09-28",35.43
"76","2007-10-01",36.279999
"77","2007-10-02",35.950001
"78","2007-10-03",35.66
"79","2007-10-04",35.900002
"80","2007-10-05",36.049999
"81","2007-10-08",37.119999
"82","2007-10-09",36.73
"83","2007-10-10",36.84
"84","2007-10-11",36.650002
"85","2007-10-12",37
"86","2007-10-15",36.970001
"87","2007-10-16",36.990002
"88","2007-10-17",36.900002
"89","2007-10-18",36.880001
"90","2007-10-19",36.240002
"91","2007-10-22",35.68
"92","2007-10-23",35.119999
"93","2007-10-24",34.560001
"94","2007-10-25",34.040001
"95","2007-10-26",33.700001
"96","2007-10-29",34.380001
"97","2007-10-30",35
"98","2007-10-31",35.669998
"99","2007-11-01",35.169998
"100","2007-11-02",35.369999
"101","2007-11-05",33.759998
"102","2007-11-06",33.77
"103","2007-11-07",32.990002
"104","2007-11-08",33.139999
"105","2007-11-09",32.57
"106","2007-11-12",31.360001
"107","2007-11-13",32.349998
"108","2007-11-14",32.5
"109","2007-11-15",33.099998
"110","2007-11-16",35.02
"111","2007-11-19",35.049999
"112","2007-11-20",35.200001
"113","2007-11-21",35.009998
"114","2007-11-23",35.43
"115","2007-11-26",34.639999
"116","2007-11-27",34.48
"117","2007-11-28",35.689999
"118","2007-11-29",36.599998
"119","2007-11-30",37.389999
"120","2007-12-03",37.259998
"121","2007-12-04",36.799999
"122","2007-12-05",36.799999
"123","2007-12-06",37.630001
"124","2007-12-07",37.419998
"125","2007-12-10",37.380001
"126","2007-12-11",36.509998
"127","2007-12-12",37.139999
"128","2007-12-13",36.959999
"129","2007-12-14",36.540001
"130","2007-12-17",36.529999
"131","2007-12-18",36.810001
"132","2007-12-19",36.799999
"133","2007-12-20",36.580002
"134","2007-12-21",37.279999
"135","2007-12-24",37.939999
"136","2007-12-26",37.970001
"137","2007-12-27",37.450001
"138","2007-12-28",37.799999
"139","2007-12-31",37.130001
"140","2008-01-02",36.77
"141","2008-01-03",36.68
"142","2008-01-04",35.52
"143","2008-01-07",34.259998
"144","2008-01-08",32.919998
"145","2008-01-09",33.369999
"146","2008-01-10",33.82
"147","2008-01-11",33.419998
"148","2008-01-14",34.32
"149","2008-01-15",33.169998
"150","2008-01-16",33.709999
"151","2008-01-17",32.709999
"152","2008-01-18",32.259998
"153","2008-01-22",31.74
"154","2008-01-23",31.41
"155","2008-01-24",32.610001
"156","2008-01-25",33.23
"157","2008-01-28",33.360001
"158","2008-01-29",32.810001
"159","2008-01-30",33.41
"160","2008-01-31",33.740002
"161","2008-02-01",33.889999
"162","2008-02-04",33.84
"163","2008-02-05",32.610001
"164","2008-02-06",34.75
"165","2008-02-07",35.119999
"166","2008-02-08",34.599998
"167","2008-02-11",35.119999
"168","2008-02-12",35.200001
"169","2008-02-13",35.849998
"170","2008-02-14",35.200001
"171","2008-02-15",35.080002
"172","2008-02-19",35.18
"173","2008-02-20",35
