"","date","IVZ"
"1","2007-01-03",23.41
"2","2007-01-04",23.200001
"3","2007-01-05",22.77
"4","2007-01-08",22.98
"5","2007-01-09",23.219999
"6","2007-01-10",22.950001
"7","2007-01-11",23.450001
"8","2007-01-12",23.58
"9","2007-01-16",24.059999
"10","2007-01-17",24.799999
"11","2007-01-18",24.139999
"12","2007-01-19",24.42
"13","2007-01-22",24.49
"14","2007-01-23",24.59
"15","2007-01-24",24.959999
"16","2007-01-25",24.25
"17","2007-01-26",24.049999
"18","2007-01-29",24.040001
"19","2007-01-30",23.82
"20","2007-01-31",24.370001
"21","2007-02-01",24.889999
"22","2007-02-02",25.08
"23","2007-02-05",24.549999
"24","2007-02-06",25.049999
"25","2007-02-07",24.809999
"26","2007-02-08",24.459999
"27","2007-02-09",24.67
"28","2007-02-12",24.629999
"29","2007-02-13",24.25
"30","2007-02-14",24.559999
"31","2007-02-15",24.709999
"32","2007-02-16",24.799999
"33","2007-02-20",25.120001
"34","2007-02-21",25.5
"35","2007-02-22",25.969999
"36","2007-02-23",25.92
"37","2007-02-26",25.559999
"38","2007-02-27",23.74
"39","2007-02-28",23.870001
"40","2007-03-01",23.34
"41","2007-03-02",22.780001
"42","2007-03-05",22.370001
"43","2007-03-06",22.99
"44","2007-03-07",22.99
"45","2007-03-08",23.59
"46","2007-03-09",23.51
"47","2007-03-12",23.540001
"48","2007-03-13",22.42
"49","2007-03-14",22.52
"50","2007-03-15",22.780001
"51","2007-03-16",22.969999
"52","2007-03-19",23.32
"53","2007-03-20",23.530001
"54","2007-03-21",24.379999
"55","2007-03-22",24.16
"56","2007-03-23",24.1
"57","2007-03-26",24.17
"58","2007-03-27",23.65
"59","2007-03-28",22.09
"60","2007-03-29",22.139999
"61","2007-03-30",22.1
"62","2007-04-02",22.23
"63","2007-04-03",22.6
"64","2007-04-04",22.77
"65","2007-04-05",22.75
"66","2007-04-09",22.93
"67","2007-04-10",23.16
"68","2007-04-11",22.9
"69","2007-04-12",23.030001
"70","2007-04-13",23.360001
"71","2007-04-16",23.84
"72","2007-04-17",24.02
"73","2007-04-18",23.950001
"74","2007-04-19",23.68
"75","2007-04-20",23.93
"76","2007-04-23",23.52
"77","2007-04-24",23.059999
"78","2007-04-25",23.309999
"79","2007-04-26",23.950001
"80","2007-04-27",23.66
"81","2007-04-30",23.709999
"82","2007-05-01",23.809999
"83","2007-05-02",23.969999
"84","2007-05-03",24.57
"85","2007-05-04",25.35
"86","2007-05-07",25.32
"87","2007-05-08",25.1
"88","2007-05-09",24.959999
"89","2007-05-10",24.42
"90","2007-05-11",24.68
"91","2007-05-14",24.370001
"92","2007-05-15",24.530001
"93","2007-05-16",24.540001
"94","2007-05-17",24.4
"95","2007-05-18",24.68
"96","2007-05-21",24.360001
"97","2007-05-22",24.209999
"98","2007-05-23",24.280001
"99","2007-05-24",23.85
"100","2007-05-25",23.719999
"101","2007-05-29",23.620001
"102","2007-05-30",23.74
"103","2007-05-31",24.049999
"104","2007-06-01",24.57
"105","2007-06-04",24.469999
"106","2007-06-05",24.17
"107","2007-06-06",23.59
"108","2007-06-07",23.02
"109","2007-06-08",23.309999
"110","2007-06-11",23.42
"111","2007-06-12",23.16
"112","2007-06-13",23.67
"113","2007-06-14",24.17
"114","2007-06-15",24.66
"115","2007-06-18",24.48
"116","2007-06-19",24.620001
"117","2007-06-20",25.4
"118","2007-06-21",26.040001
"119","2007-06-22",26.030001
"120","2007-06-25",26.02
"121","2007-06-26",26.1
"122","2007-06-27",26.299999
"123","2007-06-28",26.200001
"124","2007-06-29",25.85
"125","2007-07-02",26.4
"126","2007-07-03",27.120001
"127","2007-07-05",26.700001
"128","2007-07-06",26.6
"129","2007-07-09",26.280001
"130","2007-07-10",25.870001
"131","2007-07-11",26.139999
"132","2007-07-12",26.92
"133","2007-07-13",27.18
"134","2007-07-16",27.129999
"135","2007-07-17",26.83
"136","2007-07-18",26.790001
"137","2007-07-19",26.93
"138","2007-07-20",26.75
"139","2007-07-23",26.540001
"140","2007-07-24",25.9
"141","2007-07-25",26
"142","2007-07-26",24.799999
"143","2007-07-27",24.43
"144","2007-07-30",24.700001
"145","2007-07-31",25.190001
"146","2007-08-01",24.92
"147","2007-08-02",25.43
"148","2007-08-03",24.48
"149","2007-08-06",24.719999
"150","2007-08-07",24.809999
"151","2007-08-08",25.73
"152","2007-08-09",25.17
"153","2007-08-10",24.559999
"154","2007-08-13",24.620001
"155","2007-08-14",23.629999
"156","2007-08-15",22.790001
"157","2007-08-16",22.67
"158","2007-08-17",22.92
"159","2007-08-20",23.209999
"160","2007-08-21",23.32
"161","2007-08-22",24.299999
"162","2007-08-23",24.440001
"163","2007-08-24",24.43
"164","2007-08-27",25.02
"165","2007-08-28",23.32
"166","2007-08-29",24.469999
"167","2007-08-30",24.379999
"168","2007-08-31",24.690001
"169","2007-09-04",25.18
"170","2007-09-05",24.549999
"171","2007-09-06",24.620001
"172","2007-09-07",23.76
"173","2007-09-10",23.1
"174","2007-09-11",23.780001
"175","2007-09-12",23.66
"176","2007-09-13",24.24
"177","2007-09-14",23.629999
"178","2007-09-17",23.08
"179","2007-09-18",24.76
"180","2007-09-19",25.700001
"181","2007-09-20",25.120001
"182","2007-09-21",25.870001
"183","2007-09-24",25.799999
"184","2007-09-25",27.16
"185","2007-09-26",27.049999
"186","2007-09-27",27.370001
"187","2007-09-28",27.299999
"188","2007-10-01",27.75
"189","2007-10-02",28.15
"190","2007-10-03",28.040001
"191","2007-10-04",28.26
"192","2007-10-05",28.889999
"193","2007-10-08",28.73
"194","2007-10-09",29.59
"195","2007-10-10",29.969999
"196","2007-10-11",29.620001
"197","2007-10-12",29.620001
"198","2007-10-15",29.16
"199","2007-10-16",28.4
"200","2007-10-17",29.129999
"201","2007-10-18",28.84
"202","2007-10-19",27.719999
"203","2007-10-22",27.9
"204","2007-10-23",28.860001
"205","2007-10-24",29.16
"206","2007-10-25",29.08
"207","2007-10-26",29.58
"208","2007-10-29",29.68
"209","2007-10-30",30.059999
"210","2007-10-31",30.66
"211","2007-11-01",29.49
"212","2007-11-02",29.290001
"213","2007-11-05",29.02
"214","2007-11-06",29.41
"215","2007-11-07",28.34
"216","2007-11-08",27.790001
"217","2007-11-09",27.049999
"218","2007-11-12",26.700001
"219","2007-11-13",28.02
"220","2007-11-14",27.940001
"221","2007-11-15",26.440001
"222","2007-11-16",26.65
"223","2007-11-19",25.860001
"224","2007-11-20",26.030001
"225","2007-11-21",25.27
"226","2007-11-23",26.08
"227","2007-11-26",25.43
"228","2007-11-27",25.32
"229","2007-11-28",26.58
"230","2007-11-29",26.82
"231","2007-11-30",26.25
"232","2007-12-03",27.23
"233","2007-12-04",27.5
"234","2007-12-05",27.73
"235","2007-12-06",27.58
"236","2007-12-07",28.120001
"237","2007-12-10",28.08
"238","2007-12-11",27.85
"239","2007-12-12",27.25
"240","2007-12-13",27.360001
"241","2007-12-14",28.27
"242","2007-12-17",28.5
"243","2007-12-18",28.870001
"244","2007-12-19",29.299999
"245","2007-12-20",29.4
"246","2007-12-21",32
"247","2007-12-24",31.43
"248","2007-12-26",31.889999
"249","2007-12-27",31.35
"250","2007-12-28",31.129999
"251","2007-12-31",31.379999
