"","date","JAX"
"275","2016-10-26",9.05
"276","2016-10-27",8.95
"277","2016-10-28",9
"278","2016-10-31",9
"279","2016-11-01",8.9
"280","2016-11-02",8.7
"281","2016-11-03",8.8
"282","2016-11-04",8.45
"283","2016-11-07",9
"284","2016-11-08",8.9
"285","2016-11-09",9.3
"286","2016-11-10",9.75
"287","2016-11-11",10.05
"288","2016-11-14",10.05
"289","2016-11-15",9.95
"290","2016-11-16",9.95
"291","2016-11-17",9.9
"292","2016-11-18",10
"293","2016-11-21",9.95
"294","2016-11-22",10
"295","2016-11-23",9.95
"296","2016-11-25",10.25
"297","2016-11-28",10.1
"298","2016-11-29",9.95
"299","2016-11-30",9.5
"300","2016-12-01",9.95
"301","2016-12-02",10.3
"302","2016-12-05",10.7
"303","2016-12-06",10.7
"304","2016-12-07",10.5
"305","2016-12-08",10.55
"306","2016-12-09",10.45
"307","2016-12-12",10.4
"308","2016-12-13",10.4
"309","2016-12-14",10.1
"310","2016-12-15",10.45
"311","2016-12-16",10.45
"312","2016-12-19",10.3
"313","2016-12-20",10.65
"314","2016-12-21",10.45
"315","2016-12-22",10.6
"316","2016-12-23",10.75
"317","2016-12-27",10.9
"318","2016-12-28",10.85
"319","2016-12-29",10.8
"320","2016-12-30",10.75
"321","2017-01-03",10.4
"322","2017-01-04",10.4
"323","2017-01-05",10.4
"324","2017-01-06",10.2
"325","2017-01-09",9.9
"326","2017-01-10",9.85
"327","2017-01-11",10.1
"328","2017-01-12",9.8
"329","2017-01-13",9.6
"330","2017-01-17",9.45
"331","2017-01-18",9.4
"332","2017-01-19",9.05
"333","2017-01-20",9.6
"334","2017-01-23",9.5
"335","2017-01-24",9.6
"336","2017-01-25",9.9
"337","2017-01-26",10
"338","2017-01-27",9.65
"339","2017-01-30",9.8
"340","2017-01-31",10
"341","2017-02-01",10.05
"342","2017-02-02",10.1
"343","2017-02-03",9.9
"344","2017-02-06",9.55
"345","2017-02-07",9.5
"346","2017-02-08",9.45
"347","2017-02-09",9.6
"348","2017-02-10",9.5
"349","2017-02-13",9.8
"350","2017-02-14",9.85
"351","2017-02-15",9.9
"352","2017-02-16",9.65
"353","2017-02-17",10
"354","2017-02-21",10.1
"355","2017-02-22",9.95
"356","2017-02-23",9.8
"357","2017-02-24",9.7
"358","2017-02-27",9.45
"359","2017-02-28",9.3
"360","2017-03-01",9.25
"361","2017-03-02",9.1
"362","2017-03-03",9.4
"363","2017-03-06",9.4
"364","2017-03-07",9.3
"365","2017-03-08",9.2
"366","2017-03-09",9.3
"367","2017-03-10",9.55
"368","2017-03-13",9.8
"369","2017-03-14",9.9
"370","2017-03-15",9.8
"371","2017-03-16",9.85
"372","2017-03-17",10
"373","2017-03-20",9.9
"374","2017-03-21",9.5
"375","2017-03-22",9.65
"376","2017-03-23",9.65
"377","2017-03-24",9.55
"378","2017-03-27",9.7
"379","2017-03-28",9.8
"380","2017-03-29",9.9
"381","2017-03-30",9.85
"382","2017-03-31",10.05
"383","2017-04-03",10.45
"384","2017-04-04",10.2
"385","2017-04-05",10.15
"386","2017-04-06",10
"387","2017-04-07",10.05
"388","2017-04-10",9.95
"389","2017-04-11",10
"390","2017-04-12",9.9
"391","2017-04-13",9.8
"392","2017-04-17",9.95
"393","2017-04-18",10.05
"394","2017-04-19",10
"395","2017-04-20",10.4
"396","2017-04-21",10.65
"397","2017-04-24",10.75
"398","2017-04-25",10.95
"399","2017-04-26",11.35
"400","2017-04-27",10.8
"401","2017-04-28",11
"402","2017-05-01",10.6
"403","2017-05-02",10.6
"404","2017-05-03",10.45
"405","2017-05-04",10.35
"406","2017-05-05",10.65
"407","2017-05-08",10.9
"408","2017-05-09",10.8
"409","2017-05-10",10.85
"410","2017-05-11",11.05
"411","2017-05-12",11.15
"412","2017-05-15",11.2
"413","2017-05-16",11.15
"414","2017-05-17",10.8
"415","2017-05-18",10.9
"416","2017-05-19",10.85
"417","2017-05-22",10.95
"418","2017-05-23",10.75
"419","2017-05-24",10.9
"420","2017-05-25",11
"421","2017-05-26",10.95
"422","2017-05-30",10.9
"423","2017-05-31",11.35
"424","2017-06-01",11.75
"425","2017-06-02",12.15
"426","2017-06-05",11.6
"427","2017-06-06",11.7
"428","2017-06-07",11.7
"429","2017-06-08",11.85
"430","2017-06-09",11.9
"431","2017-06-12",11.85
"432","2017-06-13",11.7
"433","2017-06-14",11.85
"434","2017-06-15",11.8
"435","2017-06-16",11.75
"436","2017-06-19",11.85
"437","2017-06-20",11.8
"438","2017-06-21",11.65
"439","2017-06-22",11.7
"440","2017-06-23",11.85
"441","2017-06-26",11.9
"442","2017-06-27",11.9
"443","2017-06-28",12
"444","2017-06-29",12.15
"445","2017-06-30",12.25
"446","2017-07-03",11.9
"447","2017-07-05",11.45
"448","2017-07-06",11.6
"449","2017-07-07",11.7
"450","2017-07-10",11.45
"451","2017-07-11",11.3
"452","2017-07-12",11.3
"453","2017-07-13",11.05
"454","2017-07-14",11.2
"455","2017-07-17",11.2
"456","2017-07-18",11.05
"457","2017-07-19",11
"458","2017-07-20",11.1
"459","2017-07-21",11
"460","2017-07-24",10.5
"461","2017-07-25",10.25
"462","2017-07-26",10.55
"463","2017-07-27",10.25
"464","2017-07-28",10.25
"465","2017-07-31",10.55
"466","2017-08-01",10.5
"467","2017-08-02",10.25
"468","2017-08-03",10.1
"469","2017-08-04",9.6
"470","2017-08-07",9.8
"471","2017-08-08",9.55
"472","2017-08-09",9.6
"473","2017-08-10",9.55
"474","2017-08-11",9.5
"475","2017-08-14",9.5
"476","2017-08-15",9.4
"477","2017-08-16",9.7
"478","2017-08-17",9.8
"479","2017-08-18",9.8
"480","2017-08-21",9.6
"481","2017-08-22",9.7
"482","2017-08-23",9.85
"483","2017-08-24",9.85
"484","2017-08-25",9.95
"485","2017-08-28",9.8
"486","2017-08-29",9.8
"487","2017-08-30",9.85
"488","2017-08-31",9.9
"489","2017-09-01",10
"490","2017-09-05",9.9
"491","2017-09-06",9.9
"492","2017-09-07",9.9
"493","2017-09-08",9.75
"494","2017-09-11",9.75
"495","2017-09-12",9.8
"496","2017-09-13",10
"497","2017-09-14",9.95
"498","2017-09-15",9.9
"499","2017-09-18",9.85
"500","2017-09-19",9.9
"501","2017-09-20",9.95
"502","2017-09-21",10.25
"503","2017-09-22",10.1
"504","2017-09-25",10.3
"505","2017-09-26",11.1
"506","2017-09-27",11.65
"507","2017-09-28",11.75
"508","2017-09-29",11.6
"509","2017-10-02",11.95
"510","2017-10-03",12.1
"511","2017-10-04",11.65
"512","2017-10-05",11.9
"513","2017-10-06",12.15
"514","2017-10-09",11.65
"515","2017-10-10",11.7
"516","2017-10-11",11.65
"517","2017-10-12",11.6
"518","2017-10-13",11.35
"519","2017-10-16",10.55
"520","2017-10-17",10.65
"521","2017-10-18",10.8
"522","2017-10-19",10.5
"523","2017-10-20",10.85
"524","2017-10-23",10.55
"525","2017-10-24",10.5
"526","2017-10-25",10.6
"527","2017-10-26",10.5
"528","2017-10-27",10.7
"529","2017-10-30",10.1
"530","2017-10-31",10.5
"531","2017-11-01",10.45
"532","2017-11-02",10.75
"533","2017-11-03",10.35
"534","2017-11-06",9.85
"535","2017-11-07",9.45
"536","2017-11-08",9.2
"537","2017-11-09",9.75
"538","2017-11-10",9.85
"539","2017-11-13",9.95
"540","2017-11-14",10.25
"541","2017-11-15",9.9
"542","2017-11-16",9.9
"543","2017-11-17",9.75
"544","2017-11-20",9.85
"545","2017-11-21",10.05
"546","2017-11-22",9.75
"547","2017-11-24",9.8
"548","2017-11-27",9.85
"549","2017-11-28",10
"550","2017-11-29",10.4
"551","2017-11-30",10.15
"552","2017-12-01",9.8
"553","2017-12-04",9.7
"554","2017-12-05",10.35
"555","2017-12-06",10.3
"556","2017-12-07",10.4
"557","2017-12-08",10.45
"558","2017-12-11",10.1
"559","2017-12-12",10
"560","2017-12-13",10.3
"561","2017-12-14",9.95
"562","2017-12-15",10
"563","2017-12-18",9.9
"564","2017-12-19",10
"565","2017-12-20",9.95
"566","2017-12-21",10.2
"567","2017-12-22",9.75
"568","2017-12-26",9.8
"569","2017-12-27",9.95
"570","2017-12-28",9.8
"571","2017-12-29",9.7
"572","2018-01-02",9.55
"573","2018-01-03",9.6
"574","2018-01-04",9.6
"575","2018-01-05",9.6
"576","2018-01-08",9.75
"577","2018-01-09",9.4
"578","2018-01-10",9.2
"579","2018-01-11",9.15
"580","2018-01-12",9.1
"581","2018-01-16",9.25
"582","2018-01-17",9.4
"583","2018-01-18",9.5
"584","2018-01-19",10.35
"585","2018-01-22",10.5
"586","2018-01-23",10.2
"587","2018-01-24",9.65
"588","2018-01-25",9.6
"589","2018-01-26",10.1
"590","2018-01-29",10.1
"591","2018-01-30",9.7
"592","2018-01-31",9.65
"593","2018-02-01",10
"594","2018-02-02",10.1
"595","2018-02-05",9.65
"596","2018-02-06",9.5
"597","2018-02-07",9.75
"598","2018-02-08",9.55
"599","2018-02-09",9.5
"600","2018-02-12",9.3
"601","2018-02-13",9.3
"602","2018-02-14",9.5
"603","2018-02-15",9.55
"604","2018-02-16",9.4
"605","2018-02-20",9.25
"606","2018-02-21",9.55
"607","2018-02-22",10.05
"608","2018-02-23",10.15
"609","2018-02-26",10.55
"610","2018-02-27",10.3
"611","2018-02-28",9.9
"612","2018-03-01",9.55
"613","2018-03-02",9.8
"614","2018-03-05",9.8
"615","2018-03-06",9.9
"616","2018-03-07",10.1
"617","2018-03-08",10.2
"618","2018-03-09",10.75
"619","2018-03-12",11.05
"620","2018-03-13",11.4
"621","2018-03-14",11.45
"622","2018-03-15",11.2
"623","2018-03-16",11.35
"624","2018-03-19",11.5
"625","2018-03-20",11.8
"626","2018-03-21",11.65
"627","2018-03-22",11.5
"628","2018-03-23",11
"629","2018-03-26",11.55
"630","2018-03-27",11.3
"631","2018-03-28",11
"632","2018-03-29",11.45
"633","2018-04-02",11.4
"634","2018-04-03",11.5
"635","2018-04-04",11.85
"636","2018-04-05",11.7
"637","2018-04-06",11.4
"638","2018-04-09",11.7
"639","2018-04-10",11.7
"640","2018-04-11",11.7
"641","2018-04-12",11.8
"642","2018-04-13",11.7
"643","2018-04-16",11.7
"644","2018-04-17",12.15
"645","2018-04-18",12.05
"646","2018-04-19",12.35
"647","2018-04-20",12.75
"648","2018-04-23",12.1
"649","2018-04-24",11.95
"650","2018-04-25",11.9
"651","2018-04-26",12
"652","2018-04-27",11.95
"653","2018-04-30",11.95
"654","2018-05-01",12.2
"655","2018-05-02",12.15
"656","2018-05-03",12.25
"657","2018-05-04",12.45
"658","2018-05-07",12.65
"659","2018-05-08",12.75
"660","2018-05-09",12.75
"661","2018-05-10",12.5
"662","2018-05-11",12.15
"663","2018-05-14",11.85
"664","2018-05-15",11.9
"665","2018-05-16",12.05
"666","2018-05-17",12.15
"667","2018-05-18",11.95
"668","2018-05-21",12.25
"669","2018-05-22",12.2
"670","2018-05-23",11.8
"671","2018-05-24",11.45
"672","2018-05-25",11.75
"673","2018-05-29",11.75
"674","2018-05-30",12
"675","2018-05-31",12
"676","2018-06-01",12
"677","2018-06-04",12.15
"678","2018-06-05",12.15
"679","2018-06-06",12.1
"680","2018-06-07",11.9
"681","2018-06-08",11.85
"682","2018-06-11",11.6
"683","2018-06-12",11.65
"684","2018-06-13",11.45
"685","2018-06-14",11.45
"686","2018-06-15",11.45
"687","2018-06-18",11.7
"688","2018-06-19",11.65
"689","2018-06-20",11.65
"690","2018-06-21",11.8
"691","2018-06-22",11.65
"692","2018-06-25",11.55
"693","2018-06-26",11.7
"694","2018-06-27",11.45
"695","2018-06-28",11.5
"696","2018-06-29",11.15
"697","2018-07-02",11.05
"698","2018-07-03",11.3
"699","2018-07-05",11.35
"700","2018-07-06",11.5
"701","2018-07-09",11.4
"702","2018-07-10",11.5
"703","2018-07-11",11.5
"704","2018-07-12",11.4
"705","2018-07-13",11.45
"706","2018-07-16",11.55
"707","2018-07-17",11.05
"708","2018-07-18",11.1
"709","2018-07-19",11.45
"710","2018-07-20",11.1
"711","2018-07-23",11.4
"712","2018-07-24",11
"713","2018-07-25",10.75
"714","2018-07-26",10.65
"715","2018-07-27",10.7
"716","2018-07-30",10.65
"717","2018-07-31",10.7
"718","2018-08-01",10.6
"719","2018-08-02",10.8
"720","2018-08-03",10.75
"721","2018-08-06",10.8
"722","2018-08-07",10.65
"723","2018-08-08",10.85
"724","2018-08-09",10.75
"725","2018-08-10",10.95
"726","2018-08-13",11
"727","2018-08-14",11.25
"728","2018-08-15",10.85
"729","2018-08-16",10.8
"730","2018-08-17",10.8
"731","2018-08-20",11.1
"732","2018-08-21",11.15
"733","2018-08-22",11.15
"734","2018-08-23",11.8
"735","2018-08-24",12.2
"736","2018-08-27",12.15
"737","2018-08-28",12.05
"738","2018-08-29",12.1
"739","2018-08-30",12.2
"740","2018-08-31",12.4
"741","2018-09-04",12.65
"742","2018-09-05",12.35
"743","2018-09-06",12.85
"744","2018-09-07",12.65
"745","2018-09-10",12.55
"746","2018-09-11",12.7
"747","2018-09-12",12.5
"748","2018-09-13",12.25
"749","2018-09-14",12.65
"750","2018-09-17",12.95
"751","2018-09-18",12.6
"752","2018-09-19",12.85
"753","2018-09-20",13
"754","2018-09-21",13.2
"755","2018-09-24",13.15
"756","2018-09-25",12.9
"757","2018-09-26",12.4
"758","2018-09-27",12.1
"759","2018-09-28",11.9
"760","2018-10-01",11.48
"761","2018-10-02",11.41
"762","2018-10-03",11.66
"763","2018-10-04",11.54
"764","2018-10-05",11.47
"765","2018-10-08",11.44
"766","2018-10-09",11.36
"767","2018-10-10",11.19
"768","2018-10-11",10.7
"769","2018-10-12",10.77
"770","2018-10-15",10.97
"771","2018-10-16",10.99
"772","2018-10-17",10.98
"773","2018-10-18",10.94
"774","2018-10-19",10.86
"775","2018-10-22",10.5
"776","2018-10-23",10.34
"777","2018-10-24",10.31
"778","2018-10-25",10.31
"779","2018-10-26",10.26
"780","2018-10-29",10.21
"781","2018-10-30",10.25
"782","2018-10-31",10.55
"783","2018-11-01",11
"784","2018-11-02",11.2
"785","2018-11-05",11.1
"786","2018-11-06",11.46
"787","2018-11-07",11.25
"788","2018-11-08",10.3
"789","2018-11-09",9.8
"790","2018-11-12",9.62
"791","2018-11-13",9.53
"792","2018-11-14",9.77
"793","2018-11-15",10
"794","2018-11-16",9.6
"795","2018-11-19",9.25
"796","2018-11-20",9.2
"797","2018-11-21",9.1
"798","2018-11-23",9.13
"799","2018-11-26",8.72
"800","2018-11-27",9.1
"801","2018-11-28",9.41
"802","2018-11-29",9.41
"803","2018-11-30",10.22
"804","2018-12-03",9.35
"805","2018-12-04",8.9
"806","2018-12-06",8.82
"807","2018-12-07",8.94
"808","2018-12-10",8.82
"809","2018-12-11",8.69
"810","2018-12-12",8.88
"811","2018-12-13",8.64
"812","2018-12-14",8.62
"813","2018-12-17",8.59
"814","2018-12-18",8.59
"815","2018-12-19",8.59
"816","2018-12-20",8.18
"817","2018-12-21",8
"818","2018-12-24",8
"819","2018-12-26",7.98
"820","2018-12-27",8.21
"821","2018-12-28",8.2
"822","2018-12-31",8.23
"823","2019-01-02",8.32
"824","2019-01-03",8.38
"825","2019-01-04",8.45
"826","2019-01-07",8.78
"827","2019-01-08",8.83
"828","2019-01-09",8.79
"829","2019-01-10",8.96
"830","2019-01-11",9.32
"831","2019-01-14",8.79
"832","2019-01-15",8.75
"833","2019-01-16",8.68
"834","2019-01-17",8.64
"835","2019-01-18",8.7
"836","2019-01-22",8.47
"837","2019-01-23",8.51
"838","2019-01-24",8.84
"839","2019-01-25",8.66
"840","2019-01-28",8.55
"841","2019-01-29",8.58
"842","2019-01-30",8.57
"843","2019-01-31",8.6
"844","2019-02-01",8.66
"845","2019-02-04",8.81
"846","2019-02-05",9
"847","2019-02-06",9.09
"848","2019-02-07",9
"849","2019-02-08",9.13
"850","2019-02-11",9.19
"851","2019-02-12",9.49
"852","2019-02-13",9.56
"853","2019-02-14",9.57
"854","2019-02-15",9.49
"855","2019-02-19",9.58
"856","2019-02-20",9.6
"857","2019-02-21",9.61
"858","2019-02-22",9.67
"859","2019-02-25",9.58
"860","2019-02-26",9.5
"861","2019-02-27",9.12
"862","2019-02-28",9.13
"863","2019-03-01",9.37
"864","2019-03-04",9.45
"865","2019-03-05",9.31
"866","2019-03-06",9.17
"867","2019-03-07",9.24
"868","2019-03-08",9.33
"869","2019-03-11",9.45
"870","2019-03-12",9.65
"871","2019-03-13",9.47
"872","2019-03-14",9.64
"873","2019-03-15",9.75
"874","2019-03-18",9.88
"875","2019-03-19",9.65
"876","2019-03-20",9.7
"877","2019-03-21",9.72
"878","2019-03-22",9.68
"879","2019-03-25",9.82
"880","2019-03-26",9.78
"881","2019-03-27",9.83
"882","2019-03-28",9.86
"883","2019-03-29",9.82
"884","2019-04-01",9.9
"885","2019-04-02",9.9
"886","2019-04-03",10.02
"887","2019-04-04",10.29
"888","2019-04-05",10.44
"889","2019-04-08",11.3
"890","2019-04-09",11.29
"891","2019-04-10",11.26
"892","2019-04-11",11.15
"893","2019-04-12",11.02
"894","2019-04-15",10.97
"895","2019-04-16",10.85
"896","2019-04-17",10.64
"897","2019-04-18",11.03
"898","2019-04-22",11.01
"899","2019-04-23",11.05
"900","2019-04-24",11.12
"901","2019-04-25",11.16
"902","2019-04-26",11.36
"903","2019-04-29",11.32
"904","2019-04-30",10.99
"905","2019-05-01",11.11
"906","2019-05-02",11.02
"907","2019-05-03",11.33
"908","2019-05-06",11.03
"909","2019-05-07",10.93
"910","2019-05-08",10.71
"911","2019-05-09",10.56
"912","2019-05-10",10.6
"913","2019-05-13",10.22
"914","2019-05-14",10.53
"915","2019-05-15",10.6
"916","2019-05-16",10.83
"917","2019-05-17",10.49
"918","2019-05-20",10.59
"919","2019-05-21",10.87
"920","2019-05-22",10.93
"921","2019-05-23",10.85
"922","2019-05-24",10.91
"923","2019-05-28",10.76
"924","2019-05-29",10.5
"925","2019-05-30",10.59
"926","2019-05-31",10.52
"927","2019-06-03",10.23
"928","2019-06-04",10.31
"929","2019-06-05",10.23
"930","2019-06-06",10.25
"931","2019-06-07",10.28
"932","2019-06-10",10.21
"933","2019-06-11",10.37
"934","2019-06-12",10.42
"935","2019-06-13",10.45
"936","2019-06-14",10.5
"937","2019-06-17",10.58
"938","2019-06-18",10.85
"939","2019-06-19",10.73
"940","2019-06-20",11
"941","2019-06-21",10.69
"942","2019-06-24",10.81
"943","2019-06-25",10.85
"944","2019-06-26",10.78
"945","2019-06-27",10.93
"946","2019-06-28",11.23
"947","2019-07-01",11.01
"948","2019-07-02",10.7
"949","2019-07-03",10.41
"950","2019-07-05",10.68
"951","2019-07-08",10.76
"952","2019-07-09",10.69
"953","2019-07-10",10.92
"954","2019-07-11",10.92
"955","2019-07-12",11.29
"956","2019-07-15",11.15
"957","2019-07-16",11.18
"958","2019-07-17",11.16
"959","2019-07-18",11.23
"960","2019-07-19",11.24
"961","2019-07-22",10.8
"962","2019-07-23",10.97
"963","2019-07-24",11.2
"964","2019-07-25",11.02
"965","2019-07-26",11.11
"966","2019-07-29",11.1
"967","2019-07-30",11.11
"968","2019-07-31",10.77
"969","2019-08-01",10.75
"970","2019-08-02",10.68
"971","2019-08-05",10.25
"972","2019-08-06",10.32
"973","2019-08-07",10.46
"974","2019-08-08",10.61
"975","2019-08-09",10.75
"976","2019-08-12",11.18
"977","2019-08-13",11.35
"978","2019-08-14",11.34
"979","2019-08-15",11.38
"980","2019-08-16",11.39
"981","2019-08-19",11.62
"982","2019-08-20",11.51
"983","2019-08-21",11.4
"984","2019-08-22",11.46
"985","2019-08-23",11.65
"986","2019-08-26",11.75
"987","2019-08-27",11.95
"988","2019-08-28",11.88
"989","2019-08-29",11.88
"990","2019-08-30",11.8
"991","2019-09-03",11.61
"992","2019-09-04",11.78
"993","2019-09-05",11.61
"994","2019-09-06",11.63
"995","2019-09-09",11.8
"996","2019-09-10",11.75
"997","2019-09-11",11.78
"998","2019-09-12",11.77
"999","2019-09-13",11.8
"1000","2019-09-16",11.77
"1001","2019-09-17",11.79
"1002","2019-09-18",11.69
"1003","2019-09-19",11.7
"1004","2019-09-20",11.65
