"","date","RMTI"
"305","2008-03-19",6.09
"306","2008-03-20",5.9
"307","2008-03-24",6.23
"308","2008-03-25",6.23
"309","2008-03-26",5.94
"310","2008-03-27",5.96
"311","2008-03-28",6.05
"312","2008-03-31",6.12
"313","2008-04-01",6.12
"314","2008-04-02",5.97
"315","2008-04-03",6.13
"316","2008-04-04",6.15
"317","2008-04-07",6.1
"318","2008-04-08",6
"319","2008-04-09",6.05
"320","2008-04-10",5.93
"321","2008-04-11",5.91
"322","2008-04-14",5.5
"323","2008-04-15",5.17
"324","2008-04-16",4.91
"325","2008-04-17",5.13
"326","2008-04-18",5.15
"327","2008-04-21",4.86
"328","2008-04-22",4.93
"329","2008-04-23",5
"330","2008-04-24",5.1
"331","2008-04-25",5.1
"332","2008-04-28",5.16
"333","2008-04-29",5.24
"334","2008-04-30",5.53
"335","2008-05-01",5.43
"336","2008-05-02",5.24
"337","2008-05-05",5.14
"338","2008-05-06",5.24
"339","2008-05-07",5.21
"340","2008-05-08",4.98
"341","2008-05-09",5.36
"342","2008-05-12",5.51
"343","2008-05-13",5.49
"344","2008-05-14",5.48
"345","2008-05-15",5.21
"346","2008-05-16",5.47
"347","2008-05-19",5.37
"348","2008-05-20",5.37
"349","2008-05-21",5.41
"350","2008-05-22",5.53
"351","2008-05-23",5.56
"352","2008-05-27",5.66
"353","2008-05-28",5.69
"354","2008-05-29",6
"355","2008-05-30",6.1
"356","2008-06-02",5.87
"357","2008-06-03",6.15
"358","2008-06-04",6.37
"359","2008-06-05",6.4
"360","2008-06-06",6.62
"361","2008-06-09",6.72
"362","2008-06-10",6.76
"363","2008-06-11",6.74
"364","2008-06-12",6.55
"365","2008-06-13",6.85
"366","2008-06-16",6.75
"367","2008-06-17",6.95
"368","2008-06-18",6.66
"369","2008-06-19",6.82
"370","2008-06-20",6.89
"371","2008-06-23",6.97
"372","2008-06-24",6.84
"373","2008-06-25",7.21
"374","2008-06-26",7.25
"375","2008-06-27",7.49
"376","2008-06-30",7.01
"377","2008-07-01",6.61
"378","2008-07-02",6.51
"379","2008-07-03",6.2
"380","2008-07-07",6.22
"381","2008-07-08",6.26
"382","2008-07-09",6.27
"383","2008-07-10",6.21
"384","2008-07-11",6.39
"385","2008-07-14",6.55
"386","2008-07-15",6.84
"387","2008-07-16",6.4
"388","2008-07-17",6.4
"389","2008-07-18",5.95
"390","2008-07-21",6.04
"391","2008-07-22",5.68
"392","2008-07-23",5.69
"393","2008-07-24",5.66
"394","2008-07-25",5.88
"395","2008-07-28",5.97
"396","2008-07-29",6
"397","2008-07-30",5.89
"398","2008-07-31",5.99
"399","2008-08-01",5.87
"400","2008-08-04",5.97
"401","2008-08-05",5.5
"402","2008-08-06",5.02
"403","2008-08-07",4.92
"404","2008-08-08",5.44
"405","2008-08-11",5.4
"406","2008-08-12",5
"407","2008-08-13",4.99
"408","2008-08-14",4.94
"409","2008-08-15",4.97
"410","2008-08-18",4.81
"411","2008-08-19",4.81
"412","2008-08-20",4.66
"413","2008-08-21",4.9
"414","2008-08-22",4.8
"415","2008-08-25",4.8
"416","2008-08-26",4.75
"417","2008-08-27",4.75
"418","2008-08-28",4.92
"419","2008-08-29",4.99
"420","2008-09-02",5
"421","2008-09-03",4.94
"422","2008-09-04",4.92
"423","2008-09-05",4.84
"424","2008-09-08",4.79
"425","2008-09-09",4.91
"426","2008-09-10",4.89
"427","2008-09-11",4.87
"428","2008-09-12",4.9
"429","2008-09-15",4.88
"430","2008-09-16",4.8
"431","2008-09-17",4.73
"432","2008-09-18",4.89
"433","2008-09-19",4.5
"434","2008-09-22",4.48
"435","2008-09-23",4.44
"436","2008-09-24",4.45
"437","2008-09-25",4.65
"438","2008-09-26",4.64
"439","2008-09-29",4.45
"440","2008-09-30",4.14
"441","2008-10-01",4.25
"442","2008-10-02",4.21
"443","2008-10-03",4.2
"444","2008-10-06",4.08
"445","2008-10-07",3.97
"446","2008-10-08",3.36
"447","2008-10-09",3.19
"448","2008-10-10",2.94
"449","2008-10-13",3.09
"450","2008-10-14",3.08
"451","2008-10-15",2.99
"452","2008-10-16",3
"453","2008-10-17",3.06
"454","2008-10-20",3.08
"455","2008-10-21",2.72
"456","2008-10-22",2.69
"457","2008-10-23",2.69
"458","2008-10-24",2.75
"459","2008-10-27",2.45
"460","2008-10-28",2.31
"461","2008-10-29",2.12
"462","2008-10-30",2.65
"463","2008-10-31",2.62
"464","2008-11-03",2.51
"465","2008-11-04",2.11
"466","2008-11-05",2.02
"467","2008-11-06",1.94
"468","2008-11-07",1.94
"469","2008-11-10",1.97
"470","2008-11-11",1.64
"471","2008-11-12",1.5
"472","2008-11-13",1.6
"473","2008-11-14",1.8
"474","2008-11-17",2.03
"475","2008-11-18",3.14
"476","2008-11-19",3.09
"477","2008-11-20",4.54
"478","2008-11-21",4.2
"479","2008-11-24",3.95
"480","2008-11-25",3.5
"481","2008-11-26",3.68
"482","2008-11-28",3.72
"483","2008-12-01",3.61
"484","2008-12-02",3.55
"485","2008-12-03",3.59
"486","2008-12-04",3.76
"487","2008-12-05",3.58
"488","2008-12-08",3.56
"489","2008-12-09",3.56
"490","2008-12-10",3.46
"491","2008-12-11",3.34
"492","2008-12-12",3.38
"493","2008-12-15",3.57
"494","2008-12-16",3.55
"495","2008-12-17",3.47
"496","2008-12-18",3.53
"497","2008-12-19",3.59
"498","2008-12-22",3.52
"499","2008-12-23",3.55
"500","2008-12-24",3.64
"501","2008-12-26",3.64
"502","2008-12-29",3.15
"503","2008-12-30",3.55
"504","2008-12-31",4.19
"505","2009-01-02",4.12
"506","2009-01-05",4.35
"507","2009-01-06",4.5
"508","2009-01-07",4.64
"509","2009-01-08",4.52
"510","2009-01-09",4.55
"511","2009-01-12",4.39
"512","2009-01-13",4.54
"513","2009-01-14",4.48
"514","2009-01-15",4.66
"515","2009-01-16",4.5
"516","2009-01-20",4.21
"517","2009-01-21",3.93
"518","2009-01-22",3.94
"519","2009-01-23",3.77
"520","2009-01-26",3.85
"521","2009-01-27",3.89
"522","2009-01-28",3.85
"523","2009-01-29",3.68
"524","2009-01-30",3.61
"525","2009-02-02",3.55
"526","2009-02-03",3.8
"527","2009-02-04",3.94
"528","2009-02-05",3.99
"529","2009-02-06",4.1
"530","2009-02-09",4.08
"531","2009-02-10",4.2
"532","2009-02-11",4.04
"533","2009-02-12",4.01
"534","2009-02-13",4.3
"535","2009-02-17",4.24
"536","2009-02-18",4.12
"537","2009-02-19",4.1
"538","2009-02-20",4.1
"539","2009-02-23",3.95
"540","2009-02-24",3.72
"541","2009-02-25",3.84
"542","2009-02-26",3.87
"543","2009-02-27",3.74
"544","2009-03-02",3.32
"545","2009-03-03",3.16
"546","2009-03-04",3.09
"547","2009-03-05",2.98
"548","2009-03-06",2.89
"549","2009-03-09",2.92
"550","2009-03-10",2.98
"551","2009-03-11",2.56
"552","2009-03-12",3.88
"553","2009-03-13",4.1
"554","2009-03-16",4.15
"555","2009-03-17",3.98
"556","2009-03-18",4.24
"557","2009-03-19",4.09
"558","2009-03-20",4.25
"559","2009-03-23",4.32
"560","2009-03-24",3.72
"561","2009-03-25",3.74
"562","2009-03-26",4.25
"563","2009-03-27",4.23
"564","2009-03-30",4.12
"565","2009-03-31",4.25
"566","2009-04-01",4.23
"567","2009-04-02",4.15
"568","2009-04-03",4.23
"569","2009-04-06",4.15
"570","2009-04-07",4.19
"571","2009-04-08",4.09
"572","2009-04-09",4.25
"573","2009-04-13",4.25
"574","2009-04-14",4.2
"575","2009-04-15",4.25
"576","2009-04-16",4.24
"577","2009-04-17",4.21
"578","2009-04-20",4.2
"579","2009-04-21",4.21
"580","2009-04-22",4.23
"581","2009-04-23",4.21
"582","2009-04-24",4.25
"583","2009-04-27",4.28
"584","2009-04-28",4.25
"585","2009-04-29",4.93
"586","2009-04-30",4.97
"587","2009-05-01",5.1
"588","2009-05-04",5.07
"589","2009-05-05",4.93
"590","2009-05-06",4.98
"591","2009-05-07",5.45
"592","2009-05-08",5.37
"593","2009-05-11",5.57
"594","2009-05-12",5.46
"595","2009-05-13",5.21
"596","2009-05-14",5.28
"597","2009-05-15",5.15
"598","2009-05-18",5.74
"599","2009-05-19",5.98
"600","2009-05-20",6.03
"601","2009-05-21",5.87
"602","2009-05-22",5.95
"603","2009-05-26",5.88
"604","2009-05-27",5.89
"605","2009-05-28",5.91
"606","2009-05-29",6.07
"607","2009-06-01",5.96
"608","2009-06-02",6.08
"609","2009-06-03",6.05
"610","2009-06-04",6.01
"611","2009-06-05",6.01
"612","2009-06-08",5.61
"613","2009-06-09",5.55
"614","2009-06-10",5.44
"615","2009-06-11",5.57
"616","2009-06-12",5.65
"617","2009-06-15",5.85
"618","2009-06-16",6.16
"619","2009-06-17",6.64
"620","2009-06-18",6.74
"621","2009-06-19",6.91
"622","2009-06-22",6.74
"623","2009-06-23",6.51
"624","2009-06-24",6.7
"625","2009-06-25",6.8
"626","2009-06-26",8.79
"627","2009-06-29",7.42
"628","2009-06-30",7.55
"629","2009-07-01",7.71
"630","2009-07-02",7.63
"631","2009-07-06",7.89
"632","2009-07-07",7.7
"633","2009-07-08",7.45
"634","2009-07-09",7.3
"635","2009-07-10",7.37
"636","2009-07-13",7.33
"637","2009-07-14",7.75
"638","2009-07-15",8.22
"639","2009-07-16",8.59
"640","2009-07-17",8.38
"641","2009-07-20",8.39
"642","2009-07-21",8.28
"643","2009-07-22",8.47
"644","2009-07-23",8.75
"645","2009-07-24",8.61
"646","2009-07-27",8.74
"647","2009-07-28",8.74
"648","2009-07-29",8.68
"649","2009-07-30",8.94
"650","2009-07-31",8.98
"651","2009-08-03",9.06
"652","2009-08-04",9.06
"653","2009-08-05",8.67
"654","2009-08-06",8.48
"655","2009-08-07",9.01
"656","2009-08-10",9.31
"657","2009-08-11",8.59
"658","2009-08-12",8.87
"659","2009-08-13",8.89
"660","2009-08-14",8.83
"661","2009-08-17",8.04
"662","2009-08-18",7.98
"663","2009-08-19",8.09
"664","2009-08-20",8.18
"665","2009-08-21",8.36
"666","2009-08-24",8.59
"667","2009-08-25",8.4
"668","2009-08-26",8.27
"669","2009-08-27",8.2
"670","2009-08-28",8.14
"671","2009-08-31",8.01
"672","2009-09-01",7.99
"673","2009-09-02",8.05
"674","2009-09-03",8.14
"675","2009-09-04",8.23
"676","2009-09-08",8.3
"677","2009-09-09",8.33
"678","2009-09-10",8.32
"679","2009-09-11",8.16
"680","2009-09-14",8.23
"681","2009-09-15",8.28
"682","2009-09-16",8.51
"683","2009-09-17",8.63
"684","2009-09-18",8.35
"685","2009-09-21",8.22
"686","2009-09-22",8.22
"687","2009-09-23",8.35
"688","2009-09-24",8.31
"689","2009-09-25",8.61
"690","2009-09-28",8.95
"691","2009-09-29",9
"692","2009-09-30",7.78
"693","2009-10-01",7.33
"694","2009-10-02",7.65
"695","2009-10-05",7.71
"696","2009-10-06",7.73
"697","2009-10-07",7.79
"698","2009-10-08",7.73
"699","2009-10-09",7.67
"700","2009-10-12",7.9
"701","2009-10-13",7.67
"702","2009-10-14",7.92
"703","2009-10-15",7.88
"704","2009-10-16",7.82
"705","2009-10-19",7.82
"706","2009-10-20",7.38
"707","2009-10-21",7.25
"708","2009-10-22",7.21
"709","2009-10-23",7.09
"710","2009-10-26",6.93
"711","2009-10-27",7.05
"712","2009-10-28",6.9
"713","2009-10-29",7.07
"714","2009-10-30",6.75
"715","2009-11-02",6.84
"716","2009-11-03",6.38
"717","2009-11-04",6.24
"718","2009-11-05",6.22
"719","2009-11-06",6.25
"720","2009-11-09",6.31
"721","2009-11-10",6.26
"722","2009-11-11",6.81
"723","2009-11-12",6.37
"724","2009-11-13",6.42
"725","2009-11-16",6.67
"726","2009-11-17",6.41
"727","2009-11-18",6.4
"728","2009-11-19",6.39
"729","2009-11-20",6.29
"730","2009-11-23",6.31
"731","2009-11-24",6.3
"732","2009-11-25",6.4
"733","2009-11-27",6.07
"734","2009-11-30",6.21
"735","2009-12-01",6.61
"736","2009-12-02",6.66
"737","2009-12-03",6.46
"738","2009-12-04",6.55
"739","2009-12-07",6.58
"740","2009-12-08",6.36
"741","2009-12-09",6.47
"742","2009-12-10",6.31
"743","2009-12-11",6.35
"744","2009-12-14",6.38
"745","2009-12-15",6.34
"746","2009-12-16",6.24
"747","2009-12-17",6.47
"748","2009-12-18",6.9
"749","2009-12-21",7.32
"750","2009-12-22",7.62
"751","2009-12-23",7.66
"752","2009-12-24",7.58
"753","2009-12-28",7.64
"754","2009-12-29",7.68
"755","2009-12-30",7.66
"756","2009-12-31",7.69
"757","2010-01-04",7.79
"758","2010-01-05",7.73
"759","2010-01-06",7.72
"760","2010-01-07",7.65
"761","2010-01-08",7.51
"762","2010-01-11",7.46
"763","2010-01-12",7.39
"764","2010-01-13",7.36
"765","2010-01-14",7.39
"766","2010-01-15",7.13
"767","2010-01-19",7.28
"768","2010-01-20",7.28
"769","2010-01-21",7.19
"770","2010-01-22",7.14
"771","2010-01-25",7.16
"772","2010-01-26",6.99
"773","2010-01-27",7.15
"774","2010-01-28",7.08
"775","2010-01-29",7.04
"776","2010-02-01",7.06
"777","2010-02-02",7.15
"778","2010-02-03",7.23
"779","2010-02-04",7.23
"780","2010-02-05",7.29
"781","2010-02-08",7.23
"782","2010-02-09",7.27
"783","2010-02-10",7.32
"784","2010-02-11",7.7
"785","2010-02-12",7.7
"786","2010-02-16",7.77
"787","2010-02-17",7.8
"788","2010-02-18",7.85
"789","2010-02-19",7.51
"790","2010-02-22",7.91
"791","2010-02-23",8.01
"792","2010-02-24",8.3
"793","2010-02-25",8.14
"794","2010-02-26",5.96
"795","2010-03-01",5.9
"796","2010-03-02",6.21
"797","2010-03-03",6.28
"798","2010-03-04",6.25
"799","2010-03-05",6.26
"800","2010-03-08",6.15
"801","2010-03-09",6.14
"802","2010-03-10",5.92
"803","2010-03-11",6.14
"804","2010-03-12",6.05
"805","2010-03-15",6.04
"806","2010-03-16",5.96
"807","2010-03-17",5.93
"808","2010-03-18",5.91
"809","2010-03-19",5.82
"810","2010-03-22",5.88
"811","2010-03-23",6.06
"812","2010-03-24",5.99
"813","2010-03-25",5.96
"814","2010-03-26",5.99
"815","2010-03-29",6
"816","2010-03-30",6
"817","2010-03-31",5.78
"818","2010-04-01",5.67
"819","2010-04-05",5.92
"820","2010-04-06",5.71
"821","2010-04-07",5.62
"822","2010-04-08",5.65
"823","2010-04-09",5.61
"824","2010-04-12",5.65
"825","2010-04-13",5.64
"826","2010-04-14",5.73
"827","2010-04-15",5.76
"828","2010-04-16",5.58
"829","2010-04-19",5.53
"830","2010-04-20",5.7
"831","2010-04-21",5.89
"832","2010-04-22",5.99
"833","2010-04-23",5.89
"834","2010-04-26",5.83
"835","2010-04-27",5.72
"836","2010-04-28",5.65
"837","2010-04-29",5.79
"838","2010-04-30",5.81
"839","2010-05-03",5.8
"840","2010-05-04",5.71
"841","2010-05-05",5.7
"842","2010-05-06",5.67
"843","2010-05-07",5.65
"844","2010-05-10",5.86
"845","2010-05-11",5.76
"846","2010-05-12",5.8
"847","2010-05-13",5.82
"848","2010-05-14",5.7
"849","2010-05-17",5.78
"850","2010-05-18",5.71
"851","2010-05-19",5.67
"852","2010-05-20",5.4
"853","2010-05-21",5.41
"854","2010-05-24",5.36
"855","2010-05-25",5.23
"856","2010-05-26",5.22
"857","2010-05-27",5.46
"858","2010-05-28",5.53
"859","2010-06-01",5.1
"860","2010-06-02",5.22
"861","2010-06-03",5.16
"862","2010-06-04",4.88
"863","2010-06-07",4.67
"864","2010-06-08",4.49
"865","2010-06-09",4.39
"866","2010-06-10",4.41
"867","2010-06-11",4.74
"868","2010-06-14",4.68
"869","2010-06-15",4.6
"870","2010-06-16",4.38
"871","2010-06-17",4.48
"872","2010-06-18",4.49
"873","2010-06-21",4.37
"874","2010-06-22",4.39
"875","2010-06-23",4.38
"876","2010-06-24",4.2
"877","2010-06-25",4.58
"878","2010-06-28",5.15
"879","2010-06-29",5.17
"880","2010-06-30",5.35
"881","2010-07-01",5.59
"882","2010-07-02",5.54
"883","2010-07-06",5.58
"884","2010-07-07",5.36
"885","2010-07-08",5.48
"886","2010-07-09",5.33
"887","2010-07-12",5.29
"888","2010-07-13",5.28
"889","2010-07-14",5.38
"890","2010-07-15",5.16
"891","2010-07-16",4.98
"892","2010-07-19",4.98
"893","2010-07-20",4.95
"894","2010-07-21",5.07
"895","2010-07-22",5.19
"896","2010-07-23",5.22
"897","2010-07-26",5.44
"898","2010-07-27",5.15
"899","2010-07-28",5.21
"900","2010-07-29",5.21
"901","2010-07-30",5.41
"902","2010-08-02",5.61
"903","2010-08-03",5.88
"904","2010-08-04",5.97
"905","2010-08-05",5.96
"906","2010-08-06",6.16
"907","2010-08-09",6
"908","2010-08-10",5.96
"909","2010-08-11",5.99
"910","2010-08-12",5.95
"911","2010-08-13",5.86
"912","2010-08-16",5.9
"913","2010-08-17",6.12
"914","2010-08-18",6.05
"915","2010-08-19",6.06
"916","2010-08-20",5.73
"917","2010-08-23",5.8
"918","2010-08-24",5.82
"919","2010-08-25",5.86
"920","2010-08-26",5.74
"921","2010-08-27",5.72
"922","2010-08-30",5.81
"923","2010-08-31",5.88
"924","2010-09-01",5.81
"925","2010-09-02",5.79
"926","2010-09-03",5.85
"927","2010-09-07",5.98
"928","2010-09-08",6.23
"929","2010-09-09",6.18
"930","2010-09-10",6.24
"931","2010-09-13",6.1
"932","2010-09-14",6.2
"933","2010-09-15",6.33
"934","2010-09-16",6.3
"935","2010-09-17",6.45
"936","2010-09-20",6.49
"937","2010-09-21",7.31
"938","2010-09-22",7.4
"939","2010-09-23",7.45
"940","2010-09-24",7.59
"941","2010-09-27",7.43
"942","2010-09-28",7.44
"943","2010-09-29",7.22
"944","2010-09-30",7.08
"945","2010-10-01",6.76
"946","2010-10-04",6.81
"947","2010-10-05",7.15
"948","2010-10-06",7.03
"949","2010-10-07",7.32
"950","2010-10-08",7.5
"951","2010-10-11",7.33
"952","2010-10-12",7.7
"953","2010-10-13",7.74
"954","2010-10-14",7.84
"955","2010-10-15",7.9
"956","2010-10-18",7.94
"957","2010-10-19",7.97
"958","2010-10-20",7.88
"959","2010-10-21",7.83
"960","2010-10-22",7.9
"961","2010-10-25",8.01
"962","2010-10-26",8.5
"963","2010-10-27",8.5
"964","2010-10-28",8.52
"965","2010-10-29",8.54
"966","2010-11-01",8.68
"967","2010-11-02",8.5
"968","2010-11-03",8.5
"969","2010-11-04",8.66
"970","2010-11-05",8.68
"971","2010-11-08",8.17
"972","2010-11-09",7.86
"973","2010-11-10",7.98
"974","2010-11-11",7.99
"975","2010-11-12",7.97
"976","2010-11-15",7.92
"977","2010-11-16",7.77
"978","2010-11-17",7.82
"979","2010-11-18",7.72
"980","2010-11-19",7.7
"981","2010-11-22",7.76
"982","2010-11-23",7.74
"983","2010-11-24",7.75
"984","2010-11-26",7.84
"985","2010-11-29",7.78
"986","2010-11-30",7.79
"987","2010-12-01",7.75
"988","2010-12-02",7.8
"989","2010-12-03",7.88
"990","2010-12-06",7.88
"991","2010-12-07",8.24
"992","2010-12-08",8.06
"993","2010-12-09",8.15
"994","2010-12-10",8.1
"995","2010-12-13",7.76
"996","2010-12-14",7.92
"997","2010-12-15",7.86
"998","2010-12-16",8.01
"999","2010-12-17",7.94
"1000","2010-12-20",8
"1001","2010-12-21",8.08
