"","date","DNLI"
"178","2018-08-23",16.549999
"179","2018-08-24",16.43
"180","2018-08-27",16.82
"181","2018-08-28",17.65
"182","2018-08-29",18.02
"183","2018-08-30",19.08
"184","2018-08-31",19.629999
"185","2018-09-04",19.4
"186","2018-09-05",19.92
"187","2018-09-06",19.370001
"188","2018-09-07",17.73
"189","2018-09-10",18.32
"190","2018-09-11",18.440001
"191","2018-09-12",18.370001
"192","2018-09-13",18.15
"193","2018-09-14",19.5
"194","2018-09-17",18.73
"195","2018-09-18",20.49
"196","2018-09-19",20.42
"197","2018-09-20",20.879999
"198","2018-09-21",20.92
"199","2018-09-24",20.74
"200","2018-09-25",21.24
"201","2018-09-26",21.389999
"202","2018-09-27",21.23
"203","2018-09-28",21.74
"204","2018-10-01",21.549999
"205","2018-10-02",21.75
"206","2018-10-03",21.200001
"207","2018-10-04",19.35
"208","2018-10-05",19.379999
"209","2018-10-08",18.34
"210","2018-10-09",17.83
"211","2018-10-10",17
"212","2018-10-11",16.530001
"213","2018-10-12",16.940001
"214","2018-10-15",17
"215","2018-10-16",17.9
"216","2018-10-17",17.33
"217","2018-10-18",16.469999
"218","2018-10-19",16.690001
"219","2018-10-22",15.49
"220","2018-10-23",15.32
"221","2018-10-24",13.88
"222","2018-10-25",14.72
"223","2018-10-26",14.15
"224","2018-10-29",14.34
"225","2018-10-30",14.3
"226","2018-10-31",14.47
"227","2018-11-01",16.33
"228","2018-11-02",16.969999
"229","2018-11-05",16.790001
"230","2018-11-06",17.08
"231","2018-11-07",17.370001
"232","2018-11-08",17.35
"233","2018-11-09",16.68
"234","2018-11-12",16.67
"235","2018-11-13",17.27
"236","2018-11-14",17.49
"237","2018-11-15",18.780001
"238","2018-11-16",19.23
"239","2018-11-19",18.200001
"240","2018-11-20",18.530001
"241","2018-11-21",19
"242","2018-11-23",18.77
"243","2018-11-26",18.91
"244","2018-11-27",18.6
"245","2018-11-28",19.25
"246","2018-11-29",19.43
"247","2018-11-30",19.17
"248","2018-12-03",18.200001
"249","2018-12-04",17.690001
"250","2018-12-06",18.940001
"251","2018-12-07",19.57
"252","2018-12-10",20.23
"253","2018-12-11",20.440001
"254","2018-12-12",20.75
"255","2018-12-13",20.4
"256","2018-12-14",20.77
"257","2018-12-17",19.700001
"258","2018-12-18",20.48
"259","2018-12-19",20.01
"260","2018-12-20",19.290001
"261","2018-12-21",18.41
"262","2018-12-24",18.280001
"263","2018-12-26",19.85
"264","2018-12-27",19.48
"265","2018-12-28",19.870001
"266","2018-12-31",20.66
"267","2019-01-02",19.33
"268","2019-01-03",18.57
"269","2019-01-04",20.309999
"270","2019-01-07",19.84
"271","2019-01-08",20.25
"272","2019-01-09",20.1
"273","2019-01-10",20.18
"274","2019-01-11",20.889999
"275","2019-01-14",20.200001
"276","2019-01-15",21
"277","2019-01-16",21.17
"278","2019-01-17",21
"279","2019-01-18",21.549999
"280","2019-01-22",21.68
"281","2019-01-23",21.15
"282","2019-01-24",21.440001
"283","2019-01-25",21.85
"284","2019-01-28",21.370001
"285","2019-01-29",18.82
"286","2019-01-30",18.9
"287","2019-01-31",19.059999
"288","2019-02-01",18.66
"289","2019-02-04",19.16
"290","2019-02-05",18.809999
"291","2019-02-06",18.450001
"292","2019-02-07",17.99
"293","2019-02-08",18.129999
"294","2019-02-11",19.43
"295","2019-02-12",20.379999
"296","2019-02-13",19.98
"297","2019-02-14",20.26
"298","2019-02-15",20.969999
"299","2019-02-19",21.469999
"300","2019-02-20",21.049999
"301","2019-02-21",20.809999
"302","2019-02-22",21.48
"303","2019-02-25",22.02
"304","2019-02-26",22.280001
"305","2019-02-27",21.91
"306","2019-02-28",21.76
"307","2019-03-01",22.879999
"308","2019-03-04",22.01
"309","2019-03-05",21.77
"310","2019-03-06",20.51
"311","2019-03-07",20.799999
"312","2019-03-08",20.610001
"313","2019-03-11",21.809999
"314","2019-03-12",22.200001
"315","2019-03-13",24.370001
"316","2019-03-14",24.65
"317","2019-03-15",24.42
"318","2019-03-18",24.440001
"319","2019-03-19",22.209999
"320","2019-03-20",21.860001
"321","2019-03-21",20.32
"322","2019-03-22",19.450001
"323","2019-03-25",20.5
"324","2019-03-26",21.1
"325","2019-03-27",21.049999
"326","2019-03-28",22.370001
"327","2019-03-29",23.219999
"328","2019-04-01",24.120001
"329","2019-04-02",25.639999
"330","2019-04-03",26.57
"331","2019-04-04",25.940001
"332","2019-04-05",27.09
"333","2019-04-08",27.91
"334","2019-04-09",27.889999
"335","2019-04-10",28.139999
"336","2019-04-11",27.559999
"337","2019-04-12",27.889999
"338","2019-04-15",27.27
"339","2019-04-16",26.780001
"340","2019-04-17",26.200001
"341","2019-04-18",25.17
"342","2019-04-22",24.84
"343","2019-04-23",24.299999
"344","2019-04-24",24.18
"345","2019-04-25",24.27
"346","2019-04-26",24.709999
"347","2019-04-29",24.48
"348","2019-04-30",24.469999
"349","2019-05-01",23.809999
"350","2019-05-02",24.23
"351","2019-05-03",24.629999
"352","2019-05-06",24.51
"353","2019-05-07",23.5
"354","2019-05-08",23.530001
"355","2019-05-09",22.379999
"356","2019-05-10",22.309999
"357","2019-05-13",20.809999
"358","2019-05-14",20.5
"359","2019-05-15",21.59
"360","2019-05-16",20.68
"361","2019-05-17",20.719999
"362","2019-05-20",20.6
"363","2019-05-21",21.120001
"364","2019-05-22",20.77
"365","2019-05-23",20.6
"366","2019-05-24",20.73
"367","2019-05-28",20.59
"368","2019-05-29",19.98
"369","2019-05-30",19.5
"370","2019-05-31",19.07
"371","2019-06-03",19.09
"372","2019-06-04",19.51
"373","2019-06-05",19.030001
"374","2019-06-06",18.5
"375","2019-06-07",19.049999
"376","2019-06-10",18.629999
"377","2019-06-11",18.91
"378","2019-06-12",19.030001
"379","2019-06-13",19.040001
"380","2019-06-14",18.709999
"381","2019-06-17",19.549999
"382","2019-06-18",19.75
"383","2019-06-19",19.92
"384","2019-06-20",20.299999
"385","2019-06-21",20.110001
"386","2019-06-24",19.629999
"387","2019-06-25",20.200001
"388","2019-06-26",19.780001
"389","2019-06-27",20.540001
"390","2019-06-28",20.76
"391","2019-07-01",20.809999
"392","2019-07-02",20.51
"393","2019-07-03",21.780001
"394","2019-07-05",20.76
"395","2019-07-08",19.93
"396","2019-07-09",20.67
"397","2019-07-10",20.6
"398","2019-07-11",20.219999
"399","2019-07-12",20.01
"400","2019-07-15",20.629999
"401","2019-07-16",20.02
"402","2019-07-17",20.08
"403","2019-07-18",20.799999
"404","2019-07-19",20.82
"405","2019-07-22",20.379999
"406","2019-07-23",20.209999
"407","2019-07-24",20.700001
"408","2019-07-25",20.540001
"409","2019-07-26",21.18
"410","2019-07-29",21.129999
"411","2019-07-30",21.92
"412","2019-07-31",21.35
"413","2019-08-01",20.290001
"414","2019-08-02",19.02
"415","2019-08-05",18.75
"416","2019-08-06",19.16
"417","2019-08-07",18.870001
"418","2019-08-08",19.1
"419","2019-08-09",19.76
"420","2019-08-12",18.860001
"421","2019-08-13",18.84
"422","2019-08-14",18.35
"423","2019-08-15",17.620001
"424","2019-08-16",18.16
"425","2019-08-19",18.809999
"426","2019-08-20",18.82
"427","2019-08-21",18.57
"428","2019-08-22",18.1
"429","2019-08-23",17.790001
"430","2019-08-26",18.200001
"431","2019-08-27",18
"432","2019-08-28",18.559999
"433","2019-08-29",18.639999
"434","2019-08-30",18
"435","2019-09-03",17.059999
"436","2019-09-04",17.129999
"437","2019-09-05",17.959999
"438","2019-09-06",17.559999
"439","2019-09-09",18.299999
"440","2019-09-10",18.91
"441","2019-09-11",19.639999
"442","2019-09-12",19.049999
"443","2019-09-13",18.82
"444","2019-09-16",19.73
"445","2019-09-17",19.01
"446","2019-09-18",18.4
"447","2019-09-19",18.209999
"448","2019-09-20",18.1
"449","2019-09-23",17.780001
"450","2019-09-24",17.440001
"451","2019-09-25",17.32
"452","2019-09-26",15.82
"453","2019-09-27",15.84
"454","2019-09-30",15.32
"455","2019-10-01",15.36
"456","2019-10-02",15.25
"457","2019-10-03",15.52
"458","2019-10-04",15.48
"459","2019-10-07",15.67
"460","2019-10-08",15.23
"461","2019-10-09",14.81
"462","2019-10-10",15.2
"463","2019-10-11",15.38
"464","2019-10-14",14.99
"465","2019-10-15",15.05
"466","2019-10-16",14.77
"467","2019-10-17",15.14
"468","2019-10-18",14.4
"469","2019-10-21",15.17
"470","2019-10-22",16.030001
"471","2019-10-23",15.38
"472","2019-10-24",15.21
"473","2019-10-25",16.200001
"474","2019-10-28",15.69
"475","2019-10-29",15.49
"476","2019-10-30",15.61
"477","2019-10-31",15.67
"478","2019-11-01",16.049999
"479","2019-11-04",15.79
"480","2019-11-05",16.525
"481","2019-11-06",16.26
"482","2019-11-07",15.52
"483","2019-11-08",14.82
"484","2019-11-11",14.85
"485","2019-11-12",15.02
"486","2019-11-13",15.15
"487","2019-11-14",15
"488","2019-11-15",15.14
"489","2019-11-18",15.25
"490","2019-11-19",15.97
"491","2019-11-20",16.65
"492","2019-11-21",16.98
"493","2019-11-22",17.889999
"494","2019-11-25",18
"495","2019-11-26",17.280001
"496","2019-11-27",17.665001
"497","2019-11-29",17.790001
"498","2019-12-02",16.940001
"499","2019-12-03",17.725
"500","2019-12-04",18.155001
"501","2019-12-05",18.18
"502","2019-12-06",18.26
"503","2019-12-09",18.25
"504","2019-12-10",18.139999
"505","2019-12-11",18.1
"506","2019-12-12",18.73
"507","2019-12-13",18.9
"508","2019-12-16",18.98
"509","2019-12-17",19.01
"510","2019-12-18",18.49
"511","2019-12-19",19.99
"512","2019-12-20",19.92
"513","2019-12-23",19.809999
"514","2019-12-24",19.43
"515","2019-12-26",19.040001
"516","2019-12-27",18.280001
"517","2019-12-30",17.27
"518","2019-12-31",17.42
"519","2020-01-02",16.389999
"520","2020-01-03",16.15
"521","2020-01-06",17.290001
"522","2020-01-07",18.799999
"523","2020-01-08",19.26
"524","2020-01-09",19.129999
"525","2020-01-10",18.690001
"526","2020-01-13",17.58
"527","2020-01-14",22.74
"528","2020-01-15",20.584999
"529","2020-01-16",22.110001
"530","2020-01-17",22.360001
"531","2020-01-21",22.01
"532","2020-01-22",23.4
"533","2020-01-23",24.9
"534","2020-01-24",24.65
"535","2020-01-27",27.98
"536","2020-01-28",24.84
"537","2020-01-29",24.98
"538","2020-01-30",23.280001
"539","2020-01-31",23.16
"540","2020-02-03",22.73
"541","2020-02-04",22.709999
"542","2020-02-05",23.67
"543","2020-02-06",25.450001
"544","2020-02-07",25.1
"545","2020-02-10",24.809999
"546","2020-02-11",24.59
"547","2020-02-12",25.42
"548","2020-02-13",25.530001
"549","2020-02-14",25.42
"550","2020-02-18",26.209999
"551","2020-02-19",26.200001
"552","2020-02-20",24.77
"553","2020-02-21",24.450001
"554","2020-02-24",22.690001
"555","2020-02-25",22.08
"556","2020-02-26",21.629999
"557","2020-02-27",19.02
"558","2020-02-28",19.77
"559","2020-03-02",19.879999
"560","2020-03-03",19.459999
"561","2020-03-04",20.049999
"562","2020-03-05",19.450001
"563","2020-03-06",18.18
"564","2020-03-09",17.35
"565","2020-03-10",17.99
"566","2020-03-11",16.879999
"567","2020-03-12",15.01
"568","2020-03-13",16.219999
"569","2020-03-16",14.2
"570","2020-03-17",16.540001
"571","2020-03-18",16.440001
"572","2020-03-19",17.82
"573","2020-03-20",17.040001
"574","2020-03-23",16.75
"575","2020-03-24",18.1
"576","2020-03-25",18.040001
"577","2020-03-26",19.290001
"578","2020-03-27",18.92
"579","2020-03-30",19.700001
"580","2020-03-31",17.51
"581","2020-04-01",16.01
"582","2020-04-02",17.440001
"583","2020-04-03",17.200001
"584","2020-04-06",18.74
"585","2020-04-07",17.67
"586","2020-04-08",18.67
"587","2020-04-09",19.559999
"588","2020-04-13",19.129999
"589","2020-04-14",20.459999
"590","2020-04-15",20.01
"591","2020-04-16",19.35
"592","2020-04-17",20.5
"593","2020-04-20",20.51
"594","2020-04-21",21.24
"595","2020-04-22",20.93
"596","2020-04-23",21.68
"597","2020-04-24",22.77
"598","2020-04-27",23.66
"599","2020-04-28",23.17
"600","2020-04-29",23.23
"601","2020-04-30",21.860001
"602","2020-05-01",21.799999
"603","2020-05-04",23.209999
"604","2020-05-05",24.389999
"605","2020-05-06",25.27
"606","2020-05-07",23.860001
"607","2020-05-08",23.889999
"608","2020-05-11",24.969999
"609","2020-05-12",23.84
"610","2020-05-13",23.620001
"611","2020-05-14",23.07
"612","2020-05-15",22.65
"613","2020-05-18",23.65
"614","2020-05-19",23.07
"615","2020-05-20",24.41
"616","2020-05-21",24.49
"617","2020-05-22",25.450001
"618","2020-05-26",25.91
"619","2020-05-27",27.379999
"620","2020-05-28",27.42
"621","2020-05-29",27.83
"622","2020-06-01",28.1
"623","2020-06-02",28.41
"624","2020-06-03",28.82
"625","2020-06-04",27
"626","2020-06-05",25.93
"627","2020-06-08",26.08
"628","2020-06-09",25.709999
"629","2020-06-10",25.73
"630","2020-06-11",25.139999
"631","2020-06-12",24.709999
"632","2020-06-15",25.66
"633","2020-06-16",26.700001
"634","2020-06-17",26.139999
"635","2020-06-18",26.02
"636","2020-06-19",23.610001
"637","2020-06-22",24.9
"638","2020-06-23",26.209999
"639","2020-06-24",24.969999
"640","2020-06-25",25.709999
"641","2020-06-26",23.799999
"642","2020-06-29",23.700001
"643","2020-06-30",24.18
"644","2020-07-01",25.24
"645","2020-07-02",25.450001
"646","2020-07-06",25.5
"647","2020-07-07",26.629999
"648","2020-07-08",27.1
"649","2020-07-09",26.82
"650","2020-07-10",25.93
"651","2020-07-13",24.809999
"652","2020-07-14",25.799999
"653","2020-07-15",27.01
"654","2020-07-16",25.879999
"655","2020-07-17",26.48
"656","2020-07-20",28.25
"657","2020-07-21",24.695
"658","2020-07-22",24.43
"659","2020-07-23",23.41
"660","2020-07-24",23.129999
"661","2020-07-27",23.43
"662","2020-07-28",23.75
"663","2020-07-29",23.700001
"664","2020-07-30",23.98
"665","2020-07-31",23.42
"666","2020-08-03",24.26
"667","2020-08-04",23.389999
"668","2020-08-05",23.24
"669","2020-08-06",31.66
"670","2020-08-07",31.610001
"671","2020-08-10",33.59
"672","2020-08-11",32.900002
"673","2020-08-12",29.950001
"674","2020-08-13",29.84
"675","2020-08-14",30.639999
"676","2020-08-17",31.17
"677","2020-08-18",32.080002
"678","2020-08-19",33.009998
"679","2020-08-20",32.91
"680","2020-08-21",32.880001
"681","2020-08-24",33.400002
"682","2020-08-25",33.709999
"683","2020-08-26",32.459999
"684","2020-08-27",31.25
"685","2020-08-28",31.280001
"686","2020-08-31",31.9
"687","2020-09-01",31.610001
"688","2020-09-02",32
"689","2020-09-03",30.9
"690","2020-09-04",30.860001
"691","2020-09-08",30.459999
"692","2020-09-09",31.559999
"693","2020-09-10",32.07
"694","2020-09-11",31.99
"695","2020-09-14",36.07
"696","2020-09-15",37.27
"697","2020-09-16",38.25
"698","2020-09-17",38.84
"699","2020-09-18",38.610001
"700","2020-09-21",36.400002
"701","2020-09-22",35.869999
"702","2020-09-23",35.400002
"703","2020-09-24",34.790001
"704","2020-09-25",35.139999
"705","2020-09-28",35.27
"706","2020-09-29",36.299999
"707","2020-09-30",35.830002
"708","2020-10-01",36.889999
"709","2020-10-02",38.459999
"710","2020-10-05",38.040001
"711","2020-10-06",37.450001
"712","2020-10-07",39.16
"713","2020-10-08",40.16
"714","2020-10-09",41.560001
"715","2020-10-12",43.650002
"716","2020-10-13",44.23
"717","2020-10-14",43.509998
"718","2020-10-15",43.169998
"719","2020-10-16",44.150002
"720","2020-10-19",42.560001
"721","2020-10-20",41.490002
"722","2020-10-21",39.66
"723","2020-10-22",40.919998
"724","2020-10-23",41.139999
"725","2020-10-26",42.080002
"726","2020-10-27",45.880001
"727","2020-10-28",46.139999
"728","2020-10-29",45.560001
"729","2020-10-30",42.779999
"730","2020-11-02",43.77
"731","2020-11-03",45.860001
"732","2020-11-04",51.580002
"733","2020-11-05",52.27
"734","2020-11-06",54.240002
"735","2020-11-09",55.810001
"736","2020-11-10",60
"737","2020-11-11",66.169998
"738","2020-11-12",69.940002
"739","2020-11-13",65.169998
"740","2020-11-16",63.82
"741","2020-11-17",67.309998
"742","2020-11-18",62.66
"743","2020-11-19",61.75
"744","2020-11-20",62.349998
"745","2020-11-23",62.23
"746","2020-11-24",61.02
"747","2020-11-25",60.619999
"748","2020-11-27",61.27
