"","date","PDLI"
"1","2007-01-03",20.08
"2","2007-01-04",20.639999
"3","2007-01-05",20.219999
"4","2007-01-08",20.299999
"5","2007-01-09",20.469999
"6","2007-01-10",20.58
"7","2007-01-11",21.059999
"8","2007-01-12",21.24
"9","2007-01-16",21.35
"10","2007-01-17",21.52
"11","2007-01-18",21.74
"12","2007-01-19",21.75
"13","2007-01-22",21.65
"14","2007-01-23",21.280001
"15","2007-01-24",21.440001
"16","2007-01-25",21.059999
"17","2007-01-26",20.93
"18","2007-01-29",20.719999
"19","2007-01-30",20.93
"20","2007-01-31",20.51
"21","2007-02-01",20.379999
"22","2007-02-02",20.51
"23","2007-02-05",20.16
"24","2007-02-06",19.83
"25","2007-02-07",19.83
"26","2007-02-08",19.639999
"27","2007-02-09",19.58
"28","2007-02-12",19.450001
"29","2007-02-13",19.35
"30","2007-02-14",19
"31","2007-02-15",19.32
"32","2007-02-16",19.16
"33","2007-02-20",18.98
"34","2007-02-21",19.139999
"35","2007-02-22",19.709999
"36","2007-02-23",19.49
"37","2007-02-26",19.889999
"38","2007-02-27",19
"39","2007-02-28",19.09
"40","2007-03-01",18.84
"41","2007-03-02",18.26
"42","2007-03-05",18.530001
"43","2007-03-06",18.440001
"44","2007-03-07",18.77
"45","2007-03-08",18.870001
"46","2007-03-09",18.700001
"47","2007-03-12",19.129999
"48","2007-03-13",19.059999
"49","2007-03-14",19.309999
"50","2007-03-15",19
"51","2007-03-16",18.719999
"52","2007-03-19",19.07
"53","2007-03-20",19.33
"54","2007-03-21",19.84
"55","2007-03-22",20
"56","2007-03-23",20.040001
"57","2007-03-26",20.4
"58","2007-03-27",21.16
"59","2007-03-28",22.030001
"60","2007-03-29",22.040001
"61","2007-03-30",21.700001
"62","2007-04-02",21.57
"63","2007-04-03",21.799999
"64","2007-04-04",21.629999
"65","2007-04-05",21.73
"66","2007-04-09",21.709999
"67","2007-04-10",21.59
"68","2007-04-11",23.27
"69","2007-04-12",23.450001
"70","2007-04-13",24.32
"71","2007-04-16",24.219999
"72","2007-04-17",24.17
"73","2007-04-18",24.15
"74","2007-04-19",23.940001
"75","2007-04-20",24.129999
"76","2007-04-23",24.91
"77","2007-04-24",24.950001
"78","2007-04-25",25
"79","2007-04-26",25.08
"80","2007-04-27",25.76
"81","2007-04-30",25.26
"82","2007-05-01",25.18
"83","2007-05-02",25.27
"84","2007-05-03",25.51
"85","2007-05-04",25.629999
"86","2007-05-07",25.870001
"87","2007-05-08",25.84
"88","2007-05-09",26.059999
"89","2007-05-10",25.51
"90","2007-05-11",26.030001
"91","2007-05-14",25.809999
"92","2007-05-15",25.85
"93","2007-05-16",25.870001
"94","2007-05-17",26.030001
"95","2007-05-18",26.360001
"96","2007-05-21",26.5
"97","2007-05-22",27.040001
"98","2007-05-23",27.25
"99","2007-05-24",26.73
"100","2007-05-25",27.459999
"101","2007-05-29",27.620001
"102","2007-05-30",27.59
"103","2007-05-31",27.51
"104","2007-06-01",27.6
"105","2007-06-04",27.700001
"106","2007-06-05",27.25
"107","2007-06-06",26.82
"108","2007-06-07",24.959999
"109","2007-06-08",24.780001
"110","2007-06-11",24.91
"111","2007-06-12",24.42
"112","2007-06-13",24.52
"113","2007-06-14",24.379999
"114","2007-06-15",24.68
"115","2007-06-18",24.389999
"116","2007-06-19",24.559999
"117","2007-06-20",23.889999
"118","2007-06-21",24.040001
"119","2007-06-22",23.610001
"120","2007-06-25",23.360001
"121","2007-06-26",23.25
"122","2007-06-27",23.92
"123","2007-06-28",24.1
"124","2007-06-29",23.299999
"125","2007-07-02",23.4
"126","2007-07-03",23.360001
"127","2007-07-05",23.690001
"128","2007-07-06",23.469999
"129","2007-07-09",23.440001
"130","2007-07-10",23.190001
"131","2007-07-11",23.48
"132","2007-07-12",23.74
"133","2007-07-13",26.219999
"134","2007-07-16",25.57
"135","2007-07-17",25.9
"136","2007-07-18",26.26
"137","2007-07-19",26.110001
"138","2007-07-20",25.93
"139","2007-07-23",25.690001
"140","2007-07-24",24.870001
"141","2007-07-25",25.219999
"142","2007-07-26",24.18
"143","2007-07-27",23.809999
"144","2007-07-30",23.73
"145","2007-07-31",23.49
"146","2007-08-01",22.76
"147","2007-08-02",23.290001
"148","2007-08-03",22.91
"149","2007-08-06",22.700001
"150","2007-08-07",23.49
"151","2007-08-08",22.959999
"152","2007-08-09",21.139999
"153","2007-08-10",21.16
"154","2007-08-13",21.719999
"155","2007-08-14",22.639999
"156","2007-08-15",22.1
"157","2007-08-16",21.23
"158","2007-08-17",21.16
"159","2007-08-20",22.92
"160","2007-08-21",23.67
"161","2007-08-22",23.469999
"162","2007-08-23",23.690001
"163","2007-08-24",23.809999
"164","2007-08-27",23.66
"165","2007-08-28",23.6
"166","2007-08-29",18.799999
"167","2007-08-30",18.799999
"168","2007-08-31",19.51
"169","2007-09-04",20.18
"170","2007-09-05",20.110001
"171","2007-09-06",20.280001
"172","2007-09-07",20.059999
"173","2007-09-10",20.32
"174","2007-09-11",20.6
"175","2007-09-12",20.459999
"176","2007-09-13",20.5
"177","2007-09-14",20.49
"178","2007-09-17",20.16
"179","2007-09-18",20.42
"180","2007-09-19",20.59
"181","2007-09-20",20.440001
"182","2007-09-21",20.35
"183","2007-09-24",20.540001
"184","2007-09-25",20.799999
"185","2007-09-26",20.879999
"186","2007-09-27",21.139999
"187","2007-09-28",21.610001
"188","2007-10-01",21.370001
"189","2007-10-02",23.24
"190","2007-10-03",23.52
"191","2007-10-04",23.629999
"192","2007-10-05",23.57
"193","2007-10-08",22.99
"194","2007-10-09",22.92
"195","2007-10-10",23.26
"196","2007-10-11",22.889999
"197","2007-10-12",22.84
"198","2007-10-15",21.73
"199","2007-10-16",21.799999
"200","2007-10-17",21.25
"201","2007-10-18",20.58
"202","2007-10-19",20.040001
"203","2007-10-22",20.57
"204","2007-10-23",21.459999
"205","2007-10-24",21.09
"206","2007-10-25",20.84
"207","2007-10-26",21.139999
"208","2007-10-29",21.110001
"209","2007-10-30",21.02
"210","2007-10-31",21.200001
"211","2007-11-01",20.85
"212","2007-11-02",20.66
"213","2007-11-05",20.57
"214","2007-11-06",20.389999
"215","2007-11-07",19
"216","2007-11-08",18.889999
"217","2007-11-09",19.219999
"218","2007-11-12",17.82
"219","2007-11-13",18.450001
"220","2007-11-14",18.25
"221","2007-11-15",18.059999
"222","2007-11-16",18.030001
"223","2007-11-19",17.6
"224","2007-11-20",17.91
"225","2007-11-21",17.639999
"226","2007-11-23",17.99
"227","2007-11-26",18.1
"228","2007-11-27",17.969999
"229","2007-11-28",17.879999
"230","2007-11-29",17.610001
"231","2007-11-30",17.709999
"232","2007-12-03",17.040001
"233","2007-12-04",16.51
"234","2007-12-05",16.719999
"235","2007-12-06",17.870001
"236","2007-12-07",18.200001
"237","2007-12-10",18.219999
"238","2007-12-11",18
"239","2007-12-12",18.719999
"240","2007-12-13",17.940001
"241","2007-12-14",17.83
"242","2007-12-17",17.43
"243","2007-12-18",17.280001
"244","2007-12-19",17.040001
"245","2007-12-20",17.049999
"246","2007-12-21",17.74
"247","2007-12-24",17.690001
"248","2007-12-26",17.440001
"249","2007-12-27",17.41
"250","2007-12-28",17.190001
"251","2007-12-31",17.52
"252","2008-01-02",17.129999
"253","2008-01-03",16.9
"254","2008-01-04",16.24
"255","2008-01-07",16.190001
"256","2008-01-08",15.92
"257","2008-01-09",14.97
"258","2008-01-10",16.299999
"259","2008-01-11",16.27
"260","2008-01-14",16.27
"261","2008-01-15",15.96
"262","2008-01-16",15.94
"263","2008-01-17",15.82
"264","2008-01-18",15.48
"265","2008-01-22",14.89
"266","2008-01-23",14.79
"267","2008-01-24",14.55
"268","2008-01-25",14.11
"269","2008-01-28",14.54
"270","2008-01-29",14.74
"271","2008-01-30",14.74
"272","2008-01-31",14.93
"273","2008-02-01",15.2
"274","2008-02-04",15.08
"275","2008-02-05",14.23
"276","2008-02-06",13.89
"277","2008-02-07",14.6
"278","2008-02-08",14.49
"279","2008-02-11",14.54
"280","2008-02-12",14.62
"281","2008-02-13",14.79
