"","date","AXAS"
"110","2007-06-11",81.400002
"111","2007-06-12",81.199997
"112","2007-06-13",79.199997
"113","2007-06-14",82.199997
"114","2007-06-15",83.599998
"115","2007-06-18",84
"116","2007-06-19",87
"117","2007-06-20",86
"118","2007-06-21",85.599998
"119","2007-06-22",87.199997
"120","2007-06-25",86.199997
"121","2007-06-26",86.400002
"122","2007-06-27",87.800003
"123","2007-06-28",90.599998
"124","2007-06-29",89.599998
"125","2007-07-02",93.800003
"126","2007-07-03",91.599998
"127","2007-07-05",90.199997
"128","2007-07-06",88.599998
"129","2007-07-09",87.599998
"130","2007-07-10",88.800003
"131","2007-07-11",89.400002
"132","2007-07-12",89.800003
"133","2007-07-13",91
"134","2007-07-16",88.199997
"135","2007-07-17",84.599998
"136","2007-07-18",85.800003
"137","2007-07-19",87.400002
"138","2007-07-20",87
"139","2007-07-23",83
"140","2007-07-24",81
"141","2007-07-25",81.199997
"142","2007-07-26",77.800003
"143","2007-07-27",80
"144","2007-07-30",78.199997
"145","2007-07-31",79.599998
"146","2007-08-01",79.599998
"147","2007-08-02",80.800003
"148","2007-08-03",78.800003
"149","2007-08-06",75
"150","2007-08-07",74.800003
"151","2007-08-08",78.199997
"152","2007-08-09",77
"153","2007-08-10",74.599998
"154","2007-08-13",75
"155","2007-08-14",79
"156","2007-08-15",74.800003
"157","2007-08-16",76
"158","2007-08-17",78
"159","2007-08-20",75.800003
"160","2007-08-21",75
"161","2007-08-22",73.599998
"162","2007-08-23",72.599998
"163","2007-08-24",76.599998
"164","2007-08-27",74
"165","2007-08-28",72
"166","2007-08-29",72.800003
"167","2007-08-30",73.199997
"168","2007-08-31",71.599998
"169","2007-09-04",73.199997
"170","2007-09-05",72.199997
"171","2007-09-06",71.599998
"172","2007-09-07",69.800003
"173","2007-09-10",66.400002
"174","2007-09-11",66
"175","2007-09-12",69
"176","2007-09-13",67.800003
"177","2007-09-14",69.400002
"178","2007-09-17",68
"179","2007-09-18",69.800003
"180","2007-09-19",70.800003
"181","2007-09-20",72.400002
"182","2007-09-21",72
"183","2007-09-24",71
"184","2007-09-25",71
"185","2007-09-26",72.199997
"186","2007-09-27",74
"187","2007-09-28",76.400002
"188","2007-10-01",80
"189","2007-10-02",81
"190","2007-10-03",80.599998
"191","2007-10-04",82
"192","2007-10-05",82
"193","2007-10-08",80.400002
"194","2007-10-09",81
"195","2007-10-10",82.599998
"196","2007-10-11",80.800003
"197","2007-10-12",81.400002
"198","2007-10-15",83.599998
"199","2007-10-16",85.400002
"200","2007-10-17",86.599998
"201","2007-10-18",89.800003
"202","2007-10-19",87.400002
"203","2007-10-22",83.800003
"204","2007-10-23",84.599998
"205","2007-10-24",86
"206","2007-10-25",85
"207","2007-10-26",89
"208","2007-10-29",90.800003
"209","2007-10-30",89.199997
"210","2007-10-31",89.400002
"211","2007-11-01",88.800003
"212","2007-11-02",93
"213","2007-11-05",89.400002
"214","2007-11-06",91
"215","2007-11-07",92
"216","2007-11-08",89
"217","2007-11-09",81.400002
"218","2007-11-12",74.400002
"219","2007-11-13",75
"220","2007-11-14",79
"221","2007-11-15",76.800003
"222","2007-11-16",73
"223","2007-11-19",69.400002
"224","2007-11-20",68.199997
"225","2007-11-21",68.599998
"226","2007-11-23",71.400002
"227","2007-11-26",68.199997
"228","2007-11-27",66
"229","2007-11-28",69.800003
"230","2007-11-29",67
"231","2007-11-30",68
"232","2007-12-03",64.400002
"233","2007-12-04",69
"234","2007-12-05",71.800003
"235","2007-12-06",72
"236","2007-12-07",70.599998
"237","2007-12-10",69.599998
"238","2007-12-11",67.599998
"239","2007-12-12",68.400002
"240","2007-12-13",66
"241","2007-12-14",64.400002
"242","2007-12-17",65
"243","2007-12-18",67
"244","2007-12-19",68.199997
"245","2007-12-20",69.199997
"246","2007-12-21",70
"247","2007-12-24",71.599998
"248","2007-12-26",79
"249","2007-12-27",77.599998
"250","2007-12-28",80
"251","2007-12-31",77.199997
"252","2008-01-02",83
"253","2008-01-03",84.599998
"254","2008-01-04",85
"255","2008-01-07",87
"256","2008-01-08",84.599998
"257","2008-01-09",83.800003
"258","2008-01-10",85
"259","2008-01-11",80.599998
"260","2008-01-14",80.800003
"261","2008-01-15",72.599998
"262","2008-01-16",70
"263","2008-01-17",69.199997
"264","2008-01-18",68.400002
"265","2008-01-22",70
"266","2008-01-23",65.400002
"267","2008-01-24",68.400002
"268","2008-01-25",70.599998
"269","2008-01-28",73.199997
"270","2008-01-29",75.199997
"271","2008-01-30",72.400002
"272","2008-01-31",75
"273","2008-02-01",76
"274","2008-02-04",78.199997
"275","2008-02-05",73.400002
"276","2008-02-06",72
"277","2008-02-07",73.800003
"278","2008-02-08",75.199997
"279","2008-02-11",74.199997
"280","2008-02-12",73.400002
"281","2008-02-13",73.599998
"282","2008-02-14",75
"283","2008-02-15",74.800003
"284","2008-02-19",75.599998
"285","2008-02-20",75.800003
"286","2008-02-21",75
"287","2008-02-22",74.400002
"288","2008-02-25",74.199997
"289","2008-02-26",76
"290","2008-02-27",74
"291","2008-02-28",74.599998
"292","2008-02-29",75
"293","2008-03-03",75.400002
"294","2008-03-04",72.599998
"295","2008-03-05",72
"296","2008-03-06",72
"297","2008-03-07",68
"298","2008-03-10",66.599998
"299","2008-03-11",69.199997
"300","2008-03-12",68.800003
"301","2008-03-13",69
"302","2008-03-14",71
"303","2008-03-17",69.800003
"304","2008-03-18",67.800003
"305","2008-03-19",62.200001
"306","2008-03-20",64
"307","2008-03-24",64.199997
"308","2008-03-25",67
"309","2008-03-26",66
"310","2008-03-27",65.599998
"311","2008-03-28",65
"312","2008-03-31",66
"313","2008-04-01",66
"314","2008-04-02",66
"315","2008-04-03",66
"316","2008-04-04",68
"317","2008-04-07",67.599998
"318","2008-04-08",67.199997
"319","2008-04-09",65
"320","2008-04-10",66.599998
"321","2008-04-11",68
"322","2008-04-14",67.400002
"323","2008-04-15",70.800003
"324","2008-04-16",79
"325","2008-04-17",78.199997
"326","2008-04-18",82
"327","2008-04-21",86.400002
"328","2008-04-22",86.800003
"329","2008-04-23",85.599998
"330","2008-04-24",84.599998
"331","2008-04-25",85.199997
"332","2008-04-28",84.400002
"333","2008-04-29",82.400002
"334","2008-04-30",83
"335","2008-05-01",81.800003
"336","2008-05-02",80.599998
"337","2008-05-05",80.800003
"338","2008-05-06",84.800003
"339","2008-05-07",86.400002
"340","2008-05-08",87
"341","2008-05-09",89.800003
"342","2008-05-12",92.599998
"343","2008-05-13",84.400002
"344","2008-05-14",85.599998
"345","2008-05-15",87
"346","2008-05-16",88.800003
"347","2008-05-19",86.800003
"348","2008-05-20",89.800003
"349","2008-05-21",90
"350","2008-05-22",91.599998
"351","2008-05-23",92
"352","2008-05-27",88.199997
"353","2008-05-28",87.800003
"354","2008-05-29",87
"355","2008-05-30",89
"356","2008-06-02",94.400002
"357","2008-06-03",100.199997
"358","2008-06-04",101
"359","2008-06-05",102.400002
"360","2008-06-06",102
"361","2008-06-09",103.599998
"362","2008-06-10",101.599998
"363","2008-06-11",100
"364","2008-06-12",100
"365","2008-06-13",98
"366","2008-06-16",98
"367","2008-06-17",103
"368","2008-06-18",106
"369","2008-06-19",104
"370","2008-06-20",104.400002
"371","2008-06-23",107
"372","2008-06-24",104.599998
"373","2008-06-25",99
"374","2008-06-26",98.400002
"375","2008-06-27",100
"376","2008-06-30",108.199997
"377","2008-07-01",106.199997
"378","2008-07-02",101
"379","2008-07-03",96
"380","2008-07-07",90
"381","2008-07-08",84
"382","2008-07-09",81.400002
"383","2008-07-10",84.599998
"384","2008-07-11",89.199997
"385","2008-07-14",93.400002
"386","2008-07-15",89
"387","2008-07-16",88.599998
"388","2008-07-17",83.199997
"389","2008-07-18",84.199997
"390","2008-07-21",89.400002
"391","2008-07-22",85.199997
"392","2008-07-23",77.599998
"393","2008-07-24",78.400002
"394","2008-07-25",78
"395","2008-07-28",71.800003
"396","2008-07-29",67.400002
"397","2008-07-30",72
"398","2008-07-31",72.800003
"399","2008-08-01",71.599998
"400","2008-08-04",67.800003
"401","2008-08-05",66.599998
"402","2008-08-06",69.599998
"403","2008-08-07",67.599998
"404","2008-08-08",69.199997
"405","2008-08-11",68
"406","2008-08-12",70.400002
"407","2008-08-13",72.800003
"408","2008-08-14",72.599998
"409","2008-08-15",68.800003
"410","2008-08-18",67.599998
"411","2008-08-19",67.800003
"412","2008-08-20",65.599998
"413","2008-08-21",66.199997
"414","2008-08-22",65.800003
"415","2008-08-25",64.800003
"416","2008-08-26",65.800003
"417","2008-08-27",68.199997
"418","2008-08-28",75
"419","2008-08-29",72.199997
"420","2008-09-02",67.199997
"421","2008-09-03",65.599998
"422","2008-09-04",61.799999
"423","2008-09-05",60.400002
"424","2008-09-08",58.200001
"425","2008-09-09",49.599998
"426","2008-09-10",49.799999
"427","2008-09-11",48.799999
"428","2008-09-12",50.400002
"429","2008-09-15",45.599998
"430","2008-09-16",47.799999
"431","2008-09-17",43
"432","2008-09-18",52.200001
"433","2008-09-19",68
"434","2008-09-22",63.400002
"435","2008-09-23",57.799999
"436","2008-09-24",59
"437","2008-09-25",59.200001
"438","2008-09-26",59.400002
"439","2008-09-29",46
"440","2008-09-30",52.200001
"441","2008-10-01",49.599998
"442","2008-10-02",45.400002
"443","2008-10-03",42
"444","2008-10-06",36.599998
"445","2008-10-07",31
"446","2008-10-08",32.400002
"447","2008-10-09",27.200001
"448","2008-10-10",31
"449","2008-10-13",37.799999
"450","2008-10-14",34.400002
"451","2008-10-15",28.200001
"452","2008-10-16",39.599998
"453","2008-10-17",34
"454","2008-10-20",38.799999
"455","2008-10-21",35.200001
"456","2008-10-22",33
"457","2008-10-23",32.799999
"458","2008-10-24",31
"459","2008-10-27",30
"460","2008-10-28",34.400002
"461","2008-10-29",34.799999
"462","2008-10-30",39
"463","2008-10-31",44
"464","2008-11-03",40.200001
"465","2008-11-04",43
"466","2008-11-05",38.400002
"467","2008-11-06",36.400002
"468","2008-11-07",38.200001
"469","2008-11-10",34
"470","2008-11-11",30.6
"471","2008-11-12",27.4
"472","2008-11-13",30
"473","2008-11-14",28.6
"474","2008-11-17",26.6
"475","2008-11-18",24.200001
"476","2008-11-19",22
"477","2008-11-20",18.200001
"478","2008-11-21",22.4
"479","2008-11-24",22.200001
"480","2008-11-25",21
"481","2008-11-26",24
"482","2008-11-28",24.799999
"483","2008-12-01",21.4
"484","2008-12-02",23.6
"485","2008-12-03",22.4
"486","2008-12-04",21.4
"487","2008-12-05",20.6
"488","2008-12-08",18.799999
"489","2008-12-09",18.4
"490","2008-12-10",17.799999
"491","2008-12-11",17
"492","2008-12-12",17.4
"493","2008-12-15",16
"494","2008-12-16",16.200001
"495","2008-12-17",16.200001
"496","2008-12-18",15.8
"497","2008-12-19",15
"498","2008-12-22",15
"499","2008-12-23",14.6
"500","2008-12-24",14.6
"501","2008-12-26",13
"502","2008-12-29",13.8
"503","2008-12-30",14.2
"504","2008-12-31",14.4
"505","2009-01-02",15
"506","2009-01-05",19.200001
"507","2009-01-06",29.6
"508","2009-01-07",25
"509","2009-01-08",27.6
"510","2009-01-09",25.4
"511","2009-01-12",23.4
"512","2009-01-13",24
"513","2009-01-14",22.6
"514","2009-01-15",22.6
"515","2009-01-16",24.6
"516","2009-01-20",22
"517","2009-01-21",23
"518","2009-01-22",21.200001
"519","2009-01-23",21
"520","2009-01-26",22.200001
"521","2009-01-27",22.799999
"522","2009-01-28",22.799999
"523","2009-01-29",22
"524","2009-01-30",21.799999
"525","2009-02-02",25.4
"526","2009-02-03",26.4
"527","2009-02-04",25
"528","2009-02-05",24
"529","2009-02-06",24.6
"530","2009-02-09",25.200001
"531","2009-02-10",22.6
"532","2009-02-11",21.4
"533","2009-02-12",22
"534","2009-02-13",23
"535","2009-02-17",20.6
"536","2009-02-18",19.799999
"537","2009-02-19",19.200001
"538","2009-02-20",18.4
"539","2009-02-23",17.799999
"540","2009-02-24",17.799999
"541","2009-02-25",16
"542","2009-02-26",16
"543","2009-02-27",17
"544","2009-03-02",16
"545","2009-03-03",17
"546","2009-03-04",17.4
"547","2009-03-05",15
"548","2009-03-06",16
"549","2009-03-09",17
"550","2009-03-10",24
"551","2009-03-11",19.799999
"552","2009-03-12",23.200001
"553","2009-03-13",20.4
"554","2009-03-16",19.6
"555","2009-03-17",19.799999
"556","2009-03-18",21
"557","2009-03-19",22.4
"558","2009-03-20",20.4
"559","2009-03-23",22.6
"560","2009-03-24",23.4
"561","2009-03-25",24.200001
"562","2009-03-26",25
"563","2009-03-27",22.799999
"564","2009-03-30",20.4
"565","2009-03-31",20.6
"566","2009-04-01",20.6
"567","2009-04-02",21.4
"568","2009-04-03",21.4
"569","2009-04-06",20.200001
"570","2009-04-07",18.6
"571","2009-04-08",18.799999
"572","2009-04-09",20.200001
"573","2009-04-13",19.799999
"574","2009-04-14",18.4
"575","2009-04-15",18.6
"576","2009-04-16",19.799999
"577","2009-04-17",19.6
"578","2009-04-20",17.6
"579","2009-04-21",17.799999
"580","2009-04-22",17.799999
"581","2009-04-23",17.200001
"582","2009-04-24",18.6
"583","2009-04-27",17.799999
"584","2009-04-28",18
"585","2009-04-29",18.4
"586","2009-04-30",17.6
"587","2009-05-01",17.799999
"588","2009-05-04",20.799999
"589","2009-05-05",21.200001
"590","2009-05-06",24.799999
"591","2009-05-07",24.4
"592","2009-05-08",25.6
"593","2009-05-11",23
"594","2009-05-12",26.200001
"595","2009-05-13",23
"596","2009-05-14",23.200001
"597","2009-05-15",21.6
"598","2009-05-18",23.4
"599","2009-05-19",22.799999
"600","2009-05-20",22.200001
"601","2009-05-21",21.200001
"602","2009-05-22",21.4
"603","2009-05-26",22.200001
"604","2009-05-27",21.6
"605","2009-05-28",21.6
"606","2009-05-29",23.6
"607","2009-06-01",24.200001
"608","2009-06-02",24.200001
"609","2009-06-03",23.200001
"610","2009-06-04",23.4
"611","2009-06-05",23.200001
"612","2009-06-08",22
"613","2009-06-09",22.200001
"614","2009-06-10",21.799999
"615","2009-06-11",22.799999
"616","2009-06-12",23.6
"617","2009-06-15",22.200001
"618","2009-06-16",20.6
"619","2009-06-17",24.4
"620","2009-06-18",22.6
"621","2009-06-19",23.200001
"622","2009-06-22",21.4
"623","2009-06-23",21.200001
"624","2009-06-24",20.799999
"625","2009-06-25",21.799999
"626","2009-06-26",18.4
"627","2009-06-29",18.799999
"628","2009-06-30",19
"629","2009-07-01",19
"630","2009-07-02",18.6
"631","2009-07-06",18.799999
"632","2009-07-07",17.799999
"633","2009-07-08",21.200001
"634","2009-07-09",18.4
"635","2009-07-10",18
"636","2009-07-13",17.4
"637","2009-07-14",18
"638","2009-07-15",18.4
"639","2009-07-16",18.200001
"640","2009-07-17",18
"641","2009-07-20",17.799999
"642","2009-07-21",17.6
"643","2009-07-22",17.200001
"644","2009-07-23",19.200001
"645","2009-07-24",19
"646","2009-07-27",18.200001
"647","2009-07-28",20.200001
"648","2009-07-29",18
"649","2009-07-30",18.4
"650","2009-07-31",19.200001
"651","2009-08-03",20.4
"652","2009-08-04",20.200001
"653","2009-08-05",21.799999
"654","2009-08-06",21.799999
"655","2009-08-07",21.799999
"656","2009-08-10",21.6
"657","2009-08-11",22
"658","2009-08-12",22.4
"659","2009-08-13",22
"660","2009-08-14",20.799999
"661","2009-08-17",20.200001
"662","2009-08-18",21.6
"663","2009-08-19",22
"664","2009-08-20",22
"665","2009-08-21",22.6
"666","2009-08-24",23.200001
"667","2009-08-25",25.4
"668","2009-08-26",24.799999
"669","2009-08-27",23.4
"670","2009-08-28",23
"671","2009-08-31",22.4
"672","2009-09-01",22
"673","2009-09-02",21.4
"674","2009-09-03",21.6
"675","2009-09-04",22.6
"676","2009-09-08",21.799999
"677","2009-09-09",23.200001
"678","2009-09-10",25.799999
"679","2009-09-11",27.4
"680","2009-09-14",25.6
"681","2009-09-15",29.6
"682","2009-09-16",34.599998
"683","2009-09-17",32
"684","2009-09-18",30.4
"685","2009-09-21",32.799999
"686","2009-09-22",31.4
"687","2009-09-23",30.200001
"688","2009-09-24",28.4
"689","2009-09-25",30.200001
"690","2009-09-28",34
"691","2009-09-29",32.599998
"692","2009-09-30",35.799999
"693","2009-10-01",35.400002
"694","2009-10-02",34.799999
"695","2009-10-05",35
"696","2009-10-06",37
"697","2009-10-07",37.599998
"698","2009-10-08",41.599998
"699","2009-10-09",41.599998
"700","2009-10-12",45
"701","2009-10-13",48.400002
"702","2009-10-14",45.400002
"703","2009-10-15",46.200001
"704","2009-10-16",45
"705","2009-10-19",45.599998
"706","2009-10-20",43.799999
"707","2009-10-21",40.799999
"708","2009-10-22",40
"709","2009-10-23",39.400002
"710","2009-10-26",37
"711","2009-10-27",37
"712","2009-10-28",33.400002
"713","2009-10-29",34.799999
"714","2009-10-30",33
"715","2009-11-02",32
"716","2009-11-03",36.200001
"717","2009-11-04",34.599998
"718","2009-11-05",37
"719","2009-11-06",35.599998
"720","2009-11-09",35
"721","2009-11-10",33.799999
"722","2009-11-11",31.799999
"723","2009-11-12",32.799999
"724","2009-11-13",35.200001
"725","2009-11-16",35.599998
"726","2009-11-17",34.799999
"727","2009-11-18",40
"728","2009-11-19",41.200001
"729","2009-11-20",40
"730","2009-11-23",39.799999
"731","2009-11-24",40.200001
"732","2009-11-25",41
"733","2009-11-27",39.799999
"734","2009-11-30",38.799999
"735","2009-12-01",37.200001
"736","2009-12-02",36
"737","2009-12-03",35.200001
"738","2009-12-04",37.200001
"739","2009-12-07",38.200001
"740","2009-12-08",36
"741","2009-12-09",35.799999
"742","2009-12-10",34.799999
"743","2009-12-11",34.400002
"744","2009-12-14",35
"745","2009-12-15",36.200001
"746","2009-12-16",38
"747","2009-12-17",37
"748","2009-12-18",34.799999
"749","2009-12-21",35.799999
"750","2009-12-22",35.400002
"751","2009-12-23",36
"752","2009-12-24",36
"753","2009-12-28",38.799999
"754","2009-12-29",38.799999
"755","2009-12-30",38.400002
"756","2009-12-31",38.400002
"757","2010-01-04",43.400002
"758","2010-01-05",43.599998
"759","2010-01-06",42.799999
"760","2010-01-07",45.400002
"761","2010-01-08",45.400002
"762","2010-01-11",49.799999
"763","2010-01-12",47.200001
"764","2010-01-13",48
"765","2010-01-14",49.400002
"766","2010-01-15",45.799999
"767","2010-01-19",43.799999
"768","2010-01-20",43.599998
"769","2010-01-21",41.799999
"770","2010-01-22",40
"771","2010-01-25",39.400002
"772","2010-01-26",39.200001
"773","2010-01-27",38
"774","2010-01-28",41.200001
"775","2010-01-29",39.200001
"776","2010-02-01",39.799999
"777","2010-02-02",41.200001
"778","2010-02-03",40.200001
"779","2010-02-04",37.799999
"780","2010-02-05",36.599998
"781","2010-02-08",38.400002
"782","2010-02-09",37.799999
"783","2010-02-10",37.799999
"784","2010-02-11",38.400002
"785","2010-02-12",40.799999
"786","2010-02-16",41.400002
"787","2010-02-17",42
"788","2010-02-18",41.599998
"789","2010-02-19",40.599998
"790","2010-02-22",41
"791","2010-02-23",40.799999
"792","2010-02-24",41
"793","2010-02-25",40
"794","2010-02-26",38.400002
"795","2010-03-01",40.200001
"796","2010-03-02",40
"797","2010-03-03",39.799999
"798","2010-03-04",39.599998
"799","2010-03-05",40.599998
"800","2010-03-08",41
"801","2010-03-09",41.200001
"802","2010-03-10",42.400002
"803","2010-03-11",43.200001
"804","2010-03-12",42
"805","2010-03-15",41.599998
"806","2010-03-16",41.799999
"807","2010-03-17",42.200001
"808","2010-03-18",42.200001
"809","2010-03-19",40.400002
"810","2010-03-22",38.799999
"811","2010-03-23",39.200001
"812","2010-03-24",38.799999
"813","2010-03-25",37.799999
"814","2010-03-26",39.599998
"815","2010-03-29",39
"816","2010-03-30",38.599998
"817","2010-03-31",38.400002
"818","2010-04-01",40.400002
"819","2010-04-05",42.799999
"820","2010-04-06",40.599998
"821","2010-04-07",42
"822","2010-04-08",43.200001
"823","2010-04-09",45
"824","2010-04-12",47.200001
"825","2010-04-13",48.200001
"826","2010-04-14",50
"827","2010-04-15",51.599998
"828","2010-04-16",49.200001
"829","2010-04-19",49
"830","2010-04-20",49.599998
"831","2010-04-21",50.799999
"832","2010-04-22",54.799999
"833","2010-04-23",59
"834","2010-04-26",61.799999
"835","2010-04-27",58.400002
"836","2010-04-28",58
"837","2010-04-29",61
"838","2010-04-30",57.599998
"839","2010-05-03",59.599998
"840","2010-05-04",56.599998
"841","2010-05-05",54.400002
"842","2010-05-06",50.799999
"843","2010-05-07",49.200001
"844","2010-05-10",55.799999
"845","2010-05-11",53
"846","2010-05-12",55
"847","2010-05-13",57.400002
"848","2010-05-14",54.599998
"849","2010-05-17",53
"850","2010-05-18",50.599998
"851","2010-05-19",47.200001
"852","2010-05-20",44.599998
"853","2010-05-21",48
"854","2010-05-24",48
"855","2010-05-25",47.799999
"856","2010-05-26",48.200001
"857","2010-05-27",51.599998
"858","2010-05-28",52.400002
"859","2010-06-01",50
"860","2010-06-02",51
"861","2010-06-03",50
"862","2010-06-04",48.599998
"863","2010-06-07",46
"864","2010-06-08",46.200001
"865","2010-06-09",46
"866","2010-06-10",48
"867","2010-06-11",51.200001
"868","2010-06-14",54.599998
"869","2010-06-15",56
"870","2010-06-16",58
"871","2010-06-17",58
"872","2010-06-18",59.400002
"873","2010-06-21",56.599998
"874","2010-06-22",55.200001
"875","2010-06-23",55.400002
"876","2010-06-24",56
"877","2010-06-25",57.400002
"878","2010-06-28",58
"879","2010-06-29",56.200001
"880","2010-06-30",56
"881","2010-07-01",55
"882","2010-07-02",54.400002
"883","2010-07-06",54
"884","2010-07-07",59.200001
"885","2010-07-08",59.599998
"886","2010-07-09",60
"887","2010-07-12",60
"888","2010-07-13",60
"889","2010-07-14",59.200001
"890","2010-07-15",58
"891","2010-07-16",56.200001
"892","2010-07-19",54.200001
"893","2010-07-20",57
"894","2010-07-21",57.799999
"895","2010-07-22",57.599998
"896","2010-07-23",58.400002
"897","2010-07-26",58.799999
"898","2010-07-27",58
"899","2010-07-28",58.799999
"900","2010-07-29",57.599998
"901","2010-07-30",59
"902","2010-08-02",58.599998
"903","2010-08-03",59
"904","2010-08-04",58.799999
"905","2010-08-05",58
"906","2010-08-06",57
"907","2010-08-09",57.200001
"908","2010-08-10",55.799999
"909","2010-08-11",52.200001
"910","2010-08-12",52
"911","2010-08-13",50.599998
"912","2010-08-16",53
"913","2010-08-17",50.400002
"914","2010-08-18",47.799999
"915","2010-08-19",49.599998
"916","2010-08-20",50.799999
"917","2010-08-23",49.400002
"918","2010-08-24",47.400002
"919","2010-08-25",50
"920","2010-08-26",48
"921","2010-08-27",50
"922","2010-08-30",47.599998
"923","2010-08-31",48.200001
"924","2010-09-01",50.599998
"925","2010-09-02",51.200001
"926","2010-09-03",51.400002
"927","2010-09-07",50.599998
"928","2010-09-08",53
"929","2010-09-09",53
"930","2010-09-10",51.799999
"931","2010-09-13",55.599998
"932","2010-09-14",56.400002
"933","2010-09-15",57.400002
"934","2010-09-16",54.799999
"935","2010-09-17",53
"936","2010-09-20",54.799999
"937","2010-09-21",54.799999
"938","2010-09-22",54
"939","2010-09-23",54.599998
"940","2010-09-24",56.599998
"941","2010-09-27",55
"942","2010-09-28",55.400002
"943","2010-09-29",56
"944","2010-09-30",56.799999
"945","2010-10-01",57.400002
"946","2010-10-04",55.799999
"947","2010-10-05",58.599998
"948","2010-10-06",58.400002
"949","2010-10-07",59.799999
"950","2010-10-08",60.599998
"951","2010-10-11",60.799999
"952","2010-10-12",60.200001
"953","2010-10-13",58.599998
"954","2010-10-14",57.799999
"955","2010-10-15",58.799999
"956","2010-10-18",60
"957","2010-10-19",57.799999
"958","2010-10-20",58.599998
"959","2010-10-21",57.400002
"960","2010-10-22",57.799999
"961","2010-10-25",59.799999
"962","2010-10-26",61.200001
"963","2010-10-27",61
"964","2010-10-28",62.200001
"965","2010-10-29",61.599998
"966","2010-11-01",62.599998
"967","2010-11-02",66.199997
"968","2010-11-03",66.599998
"969","2010-11-04",68.400002
"970","2010-11-05",68.800003
"971","2010-11-08",71
"972","2010-11-09",81.599998
"973","2010-11-10",83
"974","2010-11-11",88.400002
"975","2010-11-12",83.400002
"976","2010-11-15",80.400002
"977","2010-11-16",78.400002
"978","2010-11-17",79.199997
"979","2010-11-18",80.400002
"980","2010-11-19",80.400002
"981","2010-11-22",79.800003
"982","2010-11-23",75.800003
"983","2010-11-24",80
"984","2010-11-26",82.400002
"985","2010-11-29",87.599998
"986","2010-11-30",85.199997
"987","2010-12-01",87.400002
"988","2010-12-02",86.800003
"989","2010-12-03",86.800003
"990","2010-12-06",81.400002
"991","2010-12-07",83.199997
"992","2010-12-08",81.800003
"993","2010-12-09",80.599998
"994","2010-12-10",81.800003
"995","2010-12-13",80.199997
