"","date","FCRD"
"321","2011-07-28",12.73
"322","2011-07-29",12.54
"323","2011-08-01",12.54
"324","2011-08-02",12.37
"325","2011-08-03",12.36
"326","2011-08-04",12.09
"327","2011-08-05",11.99
"328","2011-08-08",11.43
"329","2011-08-09",11.49
"330","2011-08-10",11.15
"331","2011-08-11",11.61
"332","2011-08-12",11.55
"333","2011-08-15",12.01
"334","2011-08-16",11.86
"335","2011-08-17",11.72
"336","2011-08-18",11.03
"337","2011-08-19",10.98
"338","2011-08-22",11.04
"339","2011-08-23",11.37
"340","2011-08-24",11.83
"341","2011-08-25",11.32
"342","2011-08-26",11.35
"343","2011-08-29",11.61
"344","2011-08-30",11.68
"345","2011-08-31",11.75
"346","2011-09-01",11.42
"347","2011-09-02",11.06
"348","2011-09-06",11.08
"349","2011-09-07",11.54
"350","2011-09-08",11.37
"351","2011-09-09",11.47
"352","2011-09-12",11.64
"353","2011-09-13",11.29
"354","2011-09-14",11.16
"355","2011-09-15",11.24
"356","2011-09-16",11.35
"357","2011-09-19",11.01
"358","2011-09-20",11.15
"359","2011-09-21",10.89
"360","2011-09-22",10.75
"361","2011-09-23",10.99
"362","2011-09-26",11
"363","2011-09-27",11.2
"364","2011-09-28",10.8
"365","2011-09-29",11.08
"366","2011-09-30",10.92
"367","2011-10-03",10.85
"368","2011-10-04",10.86
"369","2011-10-05",10.97
"370","2011-10-06",10.93
"371","2011-10-07",10.69
"372","2011-10-10",11
"373","2011-10-11",11.11
"374","2011-10-12",11.47
"375","2011-10-13",11.2
"376","2011-10-14",11.34
"377","2011-10-17",11.28
"378","2011-10-18",11.55
"379","2011-10-19",11.51
"380","2011-10-20",11.45
"381","2011-10-21",11.65
"382","2011-10-24",11.69
"383","2011-10-25",11.59
"384","2011-10-26",11.64
"385","2011-10-27",11.85
"386","2011-10-28",11.74
"387","2011-10-31",11.55
"388","2011-11-01",11.19
"389","2011-11-02",11.6
"390","2011-11-03",11.72
"391","2011-11-04",11.62
"392","2011-11-07",11.7
"393","2011-11-08",11.82
"394","2011-11-09",11.81
"395","2011-11-10",11.88
"396","2011-11-11",12.12
"397","2011-11-14",11.91
"398","2011-11-15",11.96
"399","2011-11-16",11.9
"400","2011-11-17",11.93
"401","2011-11-18",11.9
"402","2011-11-21",11.82
"403","2011-11-22",11.69
"404","2011-11-23",11.38
"405","2011-11-25",11.33
"406","2011-11-28",11.49
"407","2011-11-29",11.42
"408","2011-11-30",12
"409","2011-12-01",11.75
"410","2011-12-02",12.01
"411","2011-12-05",12.19
"412","2011-12-06",12.05
"413","2011-12-07",11.7
"414","2011-12-08",11.58
"415","2011-12-09",11.71
"416","2011-12-12",11.54
"417","2011-12-13",11.33
"418","2011-12-14",11.38
"419","2011-12-15",11.56
"420","2011-12-16",11.38
"421","2011-12-19",11.49
"422","2011-12-20",12.05
"423","2011-12-21",12.12
"424","2011-12-22",12.25
"425","2011-12-23",12.14
"426","2011-12-27",12.22
"427","2011-12-28",12.12
"428","2011-12-29",12.21
"429","2011-12-30",12.21
"430","2012-01-03",12.46
"431","2012-01-04",12.4
"432","2012-01-05",12.42
"433","2012-01-06",12.43
"434","2012-01-09",12.8
"435","2012-01-10",12.95
"436","2012-01-11",13.07
"437","2012-01-12",13.07
"438","2012-01-13",12.98
"439","2012-01-17",13.1
"440","2012-01-18",13.34
"441","2012-01-19",13.22
"442","2012-01-20",13.19
"443","2012-01-23",13.19
"444","2012-01-24",13.12
"445","2012-01-25",13.19
"446","2012-01-26",13.2
"447","2012-01-27",13.03
"448","2012-01-30",13.01
"449","2012-01-31",13.04
"450","2012-02-01",13.09
"451","2012-02-02",13.17
"452","2012-02-03",13.36
"453","2012-02-06",13.21
"454","2012-02-07",13.21
"455","2012-02-08",13.19
"456","2012-02-09",13.05
"457","2012-02-10",12.85
"458","2012-02-13",12.9
"459","2012-02-14",12.84
"460","2012-02-15",12.81
"461","2012-02-16",13.01
"462","2012-02-17",12.9
"463","2012-02-21",12.82
"464","2012-02-22",12.68
"465","2012-02-23",12.85
"466","2012-02-24",12.82
"467","2012-02-27",12.81
"468","2012-02-28",12.79
"469","2012-02-29",12.76
"470","2012-03-01",12.71
"471","2012-03-02",12.57
"472","2012-03-05",12.87
"473","2012-03-06",12.53
"474","2012-03-07",12.71
"475","2012-03-08",12.74
"476","2012-03-09",13.01
"477","2012-03-12",12.97
"478","2012-03-13",12.95
"479","2012-03-14",12.87
"480","2012-03-15",13.03
"481","2012-03-16",13.01
"482","2012-03-19",12.88
"483","2012-03-20",13
"484","2012-03-21",13.01
"485","2012-03-22",12.73
"486","2012-03-23",12.85
"487","2012-03-26",12.96
"488","2012-03-27",12.77
"489","2012-03-28",12.66
"490","2012-03-29",12.79
"491","2012-03-30",12.86
"492","2012-04-02",13.2
"493","2012-04-03",13.02
"494","2012-04-04",12.92
"495","2012-04-05",13
"496","2012-04-09",12.89
"497","2012-04-10",12.74
"498","2012-04-11",12.77
"499","2012-04-12",12.81
"500","2012-04-13",12.61
"501","2012-04-16",12.65
"502","2012-04-17",12.6
"503","2012-04-18",12.48
"504","2012-04-19",12.65
"505","2012-04-20",13.04
"506","2012-04-23",12.66
"507","2012-04-24",12.77
"508","2012-04-25",12.65
"509","2012-04-26",12.61
"510","2012-04-27",12.62
"511","2012-04-30",12.6
"512","2012-05-01",12.56
"513","2012-05-02",12.53
"514","2012-05-03",12.52
"515","2012-05-04",12.45
"516","2012-05-07",12.49
"517","2012-05-08",12.67
"518","2012-05-09",12.79
"519","2012-05-10",12.82
"520","2012-05-11",12.81
"521","2012-05-14",12.69
"522","2012-05-15",12.77
"523","2012-05-16",12.78
"524","2012-05-17",12.7
"525","2012-05-18",12.37
"526","2012-05-21",12.58
"527","2012-05-22",12.94
"528","2012-05-23",12.78
"529","2012-05-24",12.69
"530","2012-05-25",12.73
"531","2012-05-29",12.87
"532","2012-05-30",12.66
"533","2012-05-31",12.68
"534","2012-06-01",12.33
"535","2012-06-04",12.34
"536","2012-06-05",12.93
"537","2012-06-06",12.99
"538","2012-06-07",12.95
"539","2012-06-08",13
"540","2012-06-11",12.98
"541","2012-06-12",13.05
"542","2012-06-13",12.67
"543","2012-06-14",12.87
"544","2012-06-15",13.03
"545","2012-06-18",12.97
"546","2012-06-19",13.04
"547","2012-06-20",13.03
"548","2012-06-21",13.03
"549","2012-06-22",13.15
"550","2012-06-25",12.87
"551","2012-06-26",13.09
"552","2012-06-27",13.36
"553","2012-06-28",13.3
"554","2012-06-29",13.47
"555","2012-07-02",13.7
"556","2012-07-03",13.7
"557","2012-07-05",13.23
"558","2012-07-06",13.21
"559","2012-07-09",13.28
"560","2012-07-10",13.29
"561","2012-07-11",13.29
"562","2012-07-12",13.72
"563","2012-07-13",13.64
"564","2012-07-16",13.6
"565","2012-07-17",13.65
"566","2012-07-18",13.7
"567","2012-07-19",13.72
"568","2012-07-20",13.72
"569","2012-07-23",13.63
"570","2012-07-24",13.73
"571","2012-07-25",13.38
"572","2012-07-26",13.58
"573","2012-07-27",13.5
"574","2012-07-30",13.4
"575","2012-07-31",13.8
"576","2012-08-01",13.61
"577","2012-08-02",13.52
"578","2012-08-03",13.63
"579","2012-08-06",13.69
"580","2012-08-07",13.56
"581","2012-08-08",13.61
"582","2012-08-09",13.75
"583","2012-08-10",13.79
"584","2012-08-13",13.71
"585","2012-08-14",13.7
"586","2012-08-15",13.8
"587","2012-08-16",13.76
"588","2012-08-17",13.77
"589","2012-08-20",13.79
"590","2012-08-21",13.82
"591","2012-08-22",13.78
"592","2012-08-23",13.75
"593","2012-08-24",13.69
"594","2012-08-27",13.84
"595","2012-08-28",13.9
"596","2012-08-29",13.94
"597","2012-08-30",13.87
"598","2012-08-31",13.94
"599","2012-09-04",14
"600","2012-09-05",13.92
"601","2012-09-06",13.95
"602","2012-09-07",13.9
"603","2012-09-10",14.08
"604","2012-09-11",14.16
"605","2012-09-12",14.08
"606","2012-09-13",14.16
"607","2012-09-14",14.3
"608","2012-09-17",14.3
"609","2012-09-18",14.43
"610","2012-09-19",14.64
"611","2012-09-20",14.11
"612","2012-09-21",14.16
"613","2012-09-24",14.09
"614","2012-09-25",13.87
"615","2012-09-26",13.99
"616","2012-09-27",13.98
"617","2012-09-28",14.03
"618","2012-10-01",14.03
"619","2012-10-02",14
"620","2012-10-03",14
"621","2012-10-04",14.19
"622","2012-10-05",14.25
"623","2012-10-08",14.23
"624","2012-10-09",14.13
"625","2012-10-10",14.04
"626","2012-10-11",14.19
"627","2012-10-12",13.96
"628","2012-10-15",14.01
"629","2012-10-16",14.17
"630","2012-10-17",14.11
"631","2012-10-18",14.16
"632","2012-10-19",14.07
"633","2012-10-22",14.18
"634","2012-10-23",14.15
"635","2012-10-24",14.21
"636","2012-10-25",14.2
"637","2012-10-26",14.2
"638","2012-10-31",14.27
"639","2012-11-01",14.28
"640","2012-11-02",14.2
"641","2012-11-05",14.35
"642","2012-11-06",14.44
"643","2012-11-07",14.02
"644","2012-11-08",14.13
"645","2012-11-09",14.01
"646","2012-11-12",14.02
"647","2012-11-13",13.74
"648","2012-11-14",13.11
"649","2012-11-15",13.56
"650","2012-11-16",14.01
"651","2012-11-19",14.14
"652","2012-11-20",13.9
"653","2012-11-21",14.14
"654","2012-11-23",14.26
"655","2012-11-26",14.44
"656","2012-11-27",14.21
"657","2012-11-28",14.22
"658","2012-11-29",14.42
"659","2012-11-30",14.5
"660","2012-12-03",14.54
"661","2012-12-04",14.42
"662","2012-12-05",14.35
"663","2012-12-06",14.5
"664","2012-12-07",14.38
"665","2012-12-10",14.39
"666","2012-12-11",14.33
"667","2012-12-12",14.13
"668","2012-12-13",14.07
"669","2012-12-14",14
"670","2012-12-17",14.17
"671","2012-12-18",14.34
"672","2012-12-19",14.6
"673","2012-12-20",14.86
"674","2012-12-21",14.67
"675","2012-12-24",14.7
"676","2012-12-26",14.81
"677","2012-12-27",14.53
"678","2012-12-28",14.41
"679","2012-12-31",14.79
"680","2013-01-02",14.96
"681","2013-01-03",14.89
"682","2013-01-04",14.8
"683","2013-01-07",14.76
"684","2013-01-08",14.88
"685","2013-01-09",15
"686","2013-01-10",14.95
"687","2013-01-11",15
"688","2013-01-14",14.95
"689","2013-01-15",15
"690","2013-01-16",14.98
"691","2013-01-17",14.63
"692","2013-01-18",14.79
"693","2013-01-22",14.88
"694","2013-01-23",14.69
"695","2013-01-24",14.8
"696","2013-01-25",14.85
"697","2013-01-28",14.87
"698","2013-01-29",14.95
"699","2013-01-30",14.86
"700","2013-01-31",14.91
"701","2013-02-01",14.85
"702","2013-02-04",14.78
"703","2013-02-05",14.84
"704","2013-02-06",14.86
"705","2013-02-07",14.73
"706","2013-02-08",14.69
"707","2013-02-11",14.84
"708","2013-02-12",14.85
"709","2013-02-13",14.94
"710","2013-02-14",14.94
"711","2013-02-15",14.95
"712","2013-02-19",15.23
"713","2013-02-20",15.42
"714","2013-02-21",15.24
"715","2013-02-22",15.44
"716","2013-02-25",15.26
"717","2013-02-26",15.24
"718","2013-02-27",15.31
"719","2013-02-28",15.36
"720","2013-03-01",15.45
"721","2013-03-04",15.87
"722","2013-03-05",15.3
"723","2013-03-06",15.3
"724","2013-03-07",15.32
"725","2013-03-08",15.28
"726","2013-03-11",15.52
"727","2013-03-12",15.58
"728","2013-03-13",15.28
"729","2013-03-14",15.37
"730","2013-03-15",15.45
"731","2013-03-18",15.34
"732","2013-03-19",15.07
"733","2013-03-20",15.37
"734","2013-03-21",15.46
"735","2013-03-22",15.42
"736","2013-03-25",15.41
"737","2013-03-26",14.99
"738","2013-03-27",14.98
"739","2013-03-28",14.98
"740","2013-04-01",14.93
"741","2013-04-02",15
"742","2013-04-03",14.71
"743","2013-04-04",14.6
"744","2013-04-05",14.71
"745","2013-04-08",14.94
"746","2013-04-09",14.79
"747","2013-04-10",14.81
"748","2013-04-11",14.76
"749","2013-04-12",14.67
"750","2013-04-15",14.21
"751","2013-04-16",14.44
"752","2013-04-17",14.16
"753","2013-04-18",14.32
"754","2013-04-19",14.42
"755","2013-04-22",14.81
"756","2013-04-23",15.02
"757","2013-04-24",15.05
"758","2013-04-25",15.01
"759","2013-04-26",15.06
"760","2013-04-29",15.23
"761","2013-04-30",15.38
"762","2013-05-01",14.97
"763","2013-05-02",15.13
"764","2013-05-03",15.27
"765","2013-05-06",15.27
"766","2013-05-07",15.03
"767","2013-05-08",15.13
"768","2013-05-09",15.18
"769","2013-05-10",15.28
"770","2013-05-13",15.4
"771","2013-05-14",15.48
"772","2013-05-15",15.4
"773","2013-05-16",15.54
"774","2013-05-17",15.56
"775","2013-05-20",15.49
"776","2013-05-21",15.4
"777","2013-05-22",15.25
"778","2013-05-23",15.19
"779","2013-05-24",15.24
"780","2013-05-28",15.21
"781","2013-05-29",15.28
"782","2013-05-30",15.37
"783","2013-05-31",15.17
"784","2013-06-03",15.25
"785","2013-06-04",15.17
"786","2013-06-05",14.95
"787","2013-06-06",15.14
"788","2013-06-07",15.19
"789","2013-06-10",15.34
"790","2013-06-11",15.2
"791","2013-06-12",14.9
"792","2013-06-13",15.01
"793","2013-06-14",15
"794","2013-06-17",15.22
"795","2013-06-18",15.11
"796","2013-06-19",14.61
"797","2013-06-20",14.89
"798","2013-06-21",15.09
"799","2013-06-24",14.85
"800","2013-06-25",14.86
"801","2013-06-26",15.01
"802","2013-06-27",15.12
"803","2013-06-28",15.19
"804","2013-07-01",15.1
"805","2013-07-02",15.2
"806","2013-07-03",15.04
"807","2013-07-05",14.98
"808","2013-07-08",15.17
"809","2013-07-09",15.07
"810","2013-07-10",15.2
"811","2013-07-11",15.3
"812","2013-07-12",15.3
"813","2013-07-15",15.47
"814","2013-07-16",15.52
"815","2013-07-17",15.79
"816","2013-07-18",15.93
"817","2013-07-19",16.02
"818","2013-07-22",15.95
"819","2013-07-23",16.030001
"820","2013-07-24",16.059999
"821","2013-07-25",16.120001
"822","2013-07-26",16.139999
"823","2013-07-29",15.75
"824","2013-07-30",15.72
"825","2013-07-31",15.58
"826","2013-08-01",15.57
"827","2013-08-02",15.56
"828","2013-08-05",15.62
"829","2013-08-06",15.67
"830","2013-08-07",15.36
"831","2013-08-08",15.4
"832","2013-08-09",15.38
"833","2013-08-12",15.49
"834","2013-08-13",15.34
"835","2013-08-14",15.33
"836","2013-08-15",15.14
"837","2013-08-16",15.1
"838","2013-08-19",15.18
"839","2013-08-20",15.26
"840","2013-08-21",15.1
"841","2013-08-22",15.31
"842","2013-08-23",15.5
"843","2013-08-26",15.45
"844","2013-08-27",15.32
"845","2013-08-28",15.6
"846","2013-08-29",15.82
"847","2013-08-30",15.7
"848","2013-09-03",15.65
"849","2013-09-04",15.96
"850","2013-09-05",15.78
"851","2013-09-06",15.86
"852","2013-09-09",15.79
"853","2013-09-10",15.95
"854","2013-09-11",15.92
"855","2013-09-12",15.45
"856","2013-09-13",15.57
"857","2013-09-16",15.51
"858","2013-09-17",15.62
"859","2013-09-18",15.73
"860","2013-09-19",15.69
"861","2013-09-20",15.67
"862","2013-09-23",15.64
"863","2013-09-24",15.7
"864","2013-09-25",15.81
"865","2013-09-26",15.67
"866","2013-09-27",15.6
"867","2013-09-30",15.61
"868","2013-10-01",15.64
"869","2013-10-02",15.55
"870","2013-10-03",15.39
"871","2013-10-04",15.53
"872","2013-10-07",15.37
"873","2013-10-08",15.32
"874","2013-10-09",15.44
"875","2013-10-10",15.61
"876","2013-10-11",15.91
"877","2013-10-14",15.87
"878","2013-10-15",15.75
"879","2013-10-16",15.86
"880","2013-10-17",16.01
"881","2013-10-18",16.290001
"882","2013-10-21",16.18
"883","2013-10-22",16.24
"884","2013-10-23",16.299999
"885","2013-10-24",16.469999
"886","2013-10-25",16.620001
"887","2013-10-28",16.780001
"888","2013-10-29",16.77
"889","2013-10-30",16.52
"890","2013-10-31",16.25
"891","2013-11-01",16.18
"892","2013-11-04",16.559999
"893","2013-11-05",16.299999
"894","2013-11-06",16.200001
"895","2013-11-07",15.95
"896","2013-11-08",16.110001
"897","2013-11-11",16.23
"898","2013-11-12",16.24
"899","2013-11-13",16.25
"900","2013-11-14",16.290001
"901","2013-11-15",16.33
"902","2013-11-18",16.379999
"903","2013-11-19",16.309999
"904","2013-11-20",16.42
"905","2013-11-21",16.66
"906","2013-11-22",16.73
"907","2013-11-25",16.77
"908","2013-11-26",16.639999
"909","2013-11-27",16.860001
"910","2013-11-29",16.969999
"911","2013-12-02",16.68
"912","2013-12-03",16.74
"913","2013-12-04",16.75
"914","2013-12-05",16.629999
"915","2013-12-06",16.790001
"916","2013-12-09",16.799999
"917","2013-12-10",16.809999
"918","2013-12-11",16.73
"919","2013-12-12",16.200001
"920","2013-12-13",16.23
"921","2013-12-16",16.24
"922","2013-12-17",16.200001
"923","2013-12-18",16.440001
"924","2013-12-19",16.299999
"925","2013-12-20",16.549999
"926","2013-12-23",16.469999
"927","2013-12-24",16.59
"928","2013-12-26",16.440001
"929","2013-12-27",16.440001
"930","2013-12-30",16.450001
"931","2013-12-31",16.49
"932","2014-01-02",16.43
"933","2014-01-03",16.52
"934","2014-01-06",16.5
"935","2014-01-07",16.52
"936","2014-01-08",16.57
"937","2014-01-09",16.49
"938","2014-01-10",16.469999
"939","2014-01-13",16.34
"940","2014-01-14",16.299999
"941","2014-01-15",16.360001
"942","2014-01-16",16.299999
"943","2014-01-17",16.219999
"944","2014-01-21",16.290001
"945","2014-01-22",16.26
"946","2014-01-23",16.280001
"947","2014-01-24",16.1
"948","2014-01-27",15.77
"949","2014-01-28",16
"950","2014-01-29",15.76
"951","2014-01-30",16.01
"952","2014-01-31",15.82
"953","2014-02-03",15.09
"954","2014-02-04",15.24
"955","2014-02-05",15.22
"956","2014-02-06",15.28
"957","2014-02-07",15.26
"958","2014-02-10",15.25
"959","2014-02-11",15.48
"960","2014-02-12",15.51
"961","2014-02-13",15.67
"962","2014-02-14",15.7
"963","2014-02-18",15.93
"964","2014-02-19",15.55
"965","2014-02-20",15.76
"966","2014-02-21",15.86
"967","2014-02-24",15.98
"968","2014-02-25",15.57
"969","2014-02-26",15.47
"970","2014-02-27",15.79
"971","2014-02-28",15.83
"972","2014-03-03",15.88
"973","2014-03-04",15.56
"974","2014-03-05",15.47
"975","2014-03-06",14.79
"976","2014-03-07",14.39
"977","2014-03-10",14.4
"978","2014-03-11",14.33
"979","2014-03-12",14.4
"980","2014-03-13",14.09
"981","2014-03-14",14.08
"982","2014-03-17",14.01
"983","2014-03-18",13.99
"984","2014-03-19",13.84
"985","2014-03-20",13.97
"986","2014-03-21",14.11
"987","2014-03-24",14.08
"988","2014-03-25",14.11
"989","2014-03-26",13.98
"990","2014-03-27",13.97
"991","2014-03-28",13.91
"992","2014-03-31",13.8
"993","2014-04-01",13.97
"994","2014-04-02",13.98
"995","2014-04-03",14.01
"996","2014-04-04",13.88
"997","2014-04-07",13.75
"998","2014-04-08",13.66
"999","2014-04-09",13.74
"1000","2014-04-10",13.61
