"","date","AVAL"
"114","2015-03-06",8.91
"115","2015-03-09",8.86
"116","2015-03-10",8.79
"117","2015-03-11",8.7
"118","2015-03-12",8.88
"119","2015-03-13",8.5
"120","2015-03-16",8.7
"121","2015-03-17",8.65
"122","2015-03-18",8.76
"123","2015-03-19",8.6
"124","2015-03-20",8.84
"125","2015-03-23",8.81
"126","2015-03-24",9.07
"127","2015-03-25",9.03
"128","2015-03-26",9.12
"129","2015-03-27",9.05
"130","2015-03-30",9.04
"131","2015-03-31",8.97
"132","2015-04-01",9.27
"133","2015-04-02",9.32
"134","2015-04-06",9.42
"135","2015-04-07",9.31
"136","2015-04-08",9.36
"137","2015-04-09",9.36
"138","2015-04-10",9.39
"139","2015-04-13",9.3
"140","2015-04-14",9.32
"141","2015-04-15",9.45
"142","2015-04-16",9.5
"143","2015-04-17",9.36
"144","2015-04-20",9.16
"145","2015-04-21",9.19
"146","2015-04-22",9.49
"147","2015-04-23",9.55
"148","2015-04-24",9.69
"149","2015-04-27",9.92
"150","2015-04-28",10.05
"151","2015-04-29",10.15
"152","2015-04-30",10.12
"153","2015-05-01",10.02
"154","2015-05-04",10
"155","2015-05-05",10.24
"156","2015-05-06",10.47
"157","2015-05-07",10.33
"158","2015-05-08",10.36
"159","2015-05-11",10.3
"160","2015-05-12",10.31
"161","2015-05-13",10.3
"162","2015-05-14",10.36
"163","2015-05-15",10.32
"164","2015-05-18",10.34
"165","2015-05-19",10.3
"166","2015-05-20",10.33
"167","2015-05-21",10.32
"168","2015-05-22",10.3
"169","2015-05-26",10.12
"170","2015-05-27",9.93
"171","2015-05-28",9.87
"172","2015-05-29",10.06
"173","2015-06-01",9.91
"174","2015-06-02",9.94
"175","2015-06-03",9.89
"176","2015-06-04",9.64
"177","2015-06-05",9.5
"178","2015-06-08",9.51
"179","2015-06-09",9.72
"180","2015-06-10",9.82
"181","2015-06-11",9.73
"182","2015-06-12",9.76
"183","2015-06-15",9.88
"184","2015-06-16",9.77
"185","2015-06-17",9.78
"186","2015-06-18",9.86
"187","2015-06-19",9.72
"188","2015-06-22",9.87
"189","2015-06-23",9.86
"190","2015-06-24",9.89
"191","2015-06-25",9.85
"192","2015-06-26",9.78
"193","2015-06-29",9.74
"194","2015-06-30",9.79
"195","2015-07-01",9.75
"196","2015-07-02",9.61
"197","2015-07-06",9.29
"198","2015-07-07",9.31
"199","2015-07-08",9.33
"200","2015-07-09",9.39
"201","2015-07-10",9.46
"202","2015-07-13",9.55
"203","2015-07-14",9.55
"204","2015-07-15",9.44
"205","2015-07-16",9.34
"206","2015-07-17",9.1
"207","2015-07-20",8.82
"208","2015-07-21",8.96
"209","2015-07-22",8.85
"210","2015-07-23",8.68
"211","2015-07-24",8.6
"212","2015-07-27",8.55
"213","2015-07-28",8.54
"214","2015-07-29",8.65
"215","2015-07-30",8.6
"216","2015-07-31",8.65
"217","2015-08-03",8.42
"218","2015-08-04",8.38
"219","2015-08-05",8.27
"220","2015-08-06",8.32
"221","2015-08-07",8.17
"222","2015-08-10",8.4
"223","2015-08-11",8.2
"224","2015-08-12",8.26
"225","2015-08-13",8.1
"226","2015-08-14",7.83
"227","2015-08-17",7.78
"228","2015-08-18",7.91
"229","2015-08-19",7.64
"230","2015-08-20",7.52
"231","2015-08-21",7.16
"232","2015-08-24",6.49
"233","2015-08-25",6.48
"234","2015-08-26",6.65
"235","2015-08-27",7.37
"236","2015-08-28",7.42
"237","2015-08-31",7.7
"238","2015-09-01",7.41
"239","2015-09-02",7.35
"240","2015-09-03",7.55
"241","2015-09-04",7.57
"242","2015-09-08",7.6
"243","2015-09-09",7.52
"244","2015-09-10",7.95
"245","2015-09-11",7.9
"246","2015-09-14",7.96
"247","2015-09-15",8.05
"248","2015-09-16",8.11
"249","2015-09-17",8.04
"250","2015-09-18",7.62
"251","2015-09-21",7.6
"252","2015-09-22",7.41
"253","2015-09-23",7.42
"254","2015-09-24",7.52
"255","2015-09-25",7.54
"256","2015-09-28",7.55
"257","2015-09-29",7.62
"258","2015-09-30",7.66
"259","2015-10-01",7.6
"260","2015-10-02",7.75
"261","2015-10-05",8.02
"262","2015-10-06",8.14
"263","2015-10-07",8.24
"264","2015-10-08",8.25
"265","2015-10-09",8.4
"266","2015-10-12",8.38
"267","2015-10-13",8.18
"268","2015-10-14",8.33
"269","2015-10-15",8.28
"270","2015-10-16",8.28
"271","2015-10-19",8.05
"272","2015-10-20",8.13
"273","2015-10-21",8.11
"274","2015-10-22",8.18
"275","2015-10-23",8.3
"276","2015-10-26",8.32
"277","2015-10-27",8.23
"278","2015-10-28",8.31
"279","2015-10-29",8.05
"280","2015-10-30",8.01
"281","2015-11-02",8.12
"282","2015-11-03",8.32
"283","2015-11-04",8.17
"284","2015-11-05",8.18
"285","2015-11-06",8.09
"286","2015-11-09",8.02
"287","2015-11-10",7.91
"288","2015-11-11",7.85
"289","2015-11-12",7.6
"290","2015-11-13",7.44
"291","2015-11-16",7.55
"292","2015-11-17",7.27
"293","2015-11-18",7.19
"294","2015-11-19",7.2
"295","2015-11-20",7.2
"296","2015-11-23",7.17
"297","2015-11-24",7.32
"298","2015-11-25",7.12
"299","2015-11-27",7.08
"300","2015-11-30",6.97
"301","2015-12-01",7.05
"302","2015-12-02",6.92
"303","2015-12-03",6.88
"304","2015-12-04",6.53
"305","2015-12-07",6.31
"306","2015-12-08",6.1
"307","2015-12-09",6.24
"308","2015-12-10",6.26
"309","2015-12-11",6.07
"310","2015-12-14",6.09
"311","2015-12-15",6.34
"312","2015-12-16",6.59
"313","2015-12-17",6.64
"314","2015-12-18",6.51
"315","2015-12-21",6.55
"316","2015-12-22",6.41
"317","2015-12-23",6.77
"318","2015-12-24",6.94
"319","2015-12-28",6.9
"320","2015-12-29",6.94
"321","2015-12-30",6.69
"322","2015-12-31",6.52
"323","2016-01-04",6.49
"324","2016-01-05",6.61
"325","2016-01-06",6.3
"326","2016-01-07",6.15
"327","2016-01-08",6.1
"328","2016-01-11",5.64
"329","2016-01-12",6.22
"330","2016-01-13",6.15
"331","2016-01-14",6.41
"332","2016-01-15",6.13
"333","2016-01-19",6.06
"334","2016-01-20",5.97
"335","2016-01-21",6.17
"336","2016-01-22",6.37
"337","2016-01-25",6.15
"338","2016-01-26",6.37
"339","2016-01-27",6.36
"340","2016-01-28",6.46
"341","2016-01-29",6.56
"342","2016-02-01",6.48
"343","2016-02-02",6.13
"344","2016-02-03",6.41
"345","2016-02-04",6.46
"346","2016-02-05",6.43
"347","2016-02-08",6.25
"348","2016-02-09",6.23
"349","2016-02-10",6.17
"350","2016-02-11",6.08
"351","2016-02-12",6.36
"352","2016-02-16",6.29
"353","2016-02-17",6.51
"354","2016-02-18",6.6
"355","2016-02-19",6.47
"356","2016-02-22",6.66
"357","2016-02-23",6.55
"358","2016-02-24",6.59
"359","2016-02-25",6.69
"360","2016-02-26",6.62
"361","2016-02-29",6.75
"362","2016-03-01",6.95
"363","2016-03-02",7.23
"364","2016-03-03",7.27
"365","2016-03-04",7.33
"366","2016-03-07",7.54
"367","2016-03-08",7.26
"368","2016-03-09",7.36
"369","2016-03-10",7.34
"370","2016-03-11",7.44
"371","2016-03-14",7.36
"372","2016-03-15",7.25
"373","2016-03-16",7.39
"374","2016-03-17",7.54
"375","2016-03-18",7.33
"376","2016-03-21",7.32
"377","2016-03-22",7.53
"378","2016-03-23",7.36
"379","2016-03-24",7.21
"380","2016-03-28",7.43
"381","2016-03-29",7.42
"382","2016-03-30",7.57
"383","2016-03-31",7.73
"384","2016-04-01",7.63
"385","2016-04-04",7.49
"386","2016-04-05",7.48
"387","2016-04-06",7.49
"388","2016-04-07",7.43
"389","2016-04-08",7.53
"390","2016-04-11",7.69
"391","2016-04-12",7.81
"392","2016-04-13",7.94
"393","2016-04-14",7.93
"394","2016-04-15",7.85
"395","2016-04-18",7.89
"396","2016-04-19",8.1
"397","2016-04-20",8.2
"398","2016-04-21",8.1
"399","2016-04-22",8
"400","2016-04-25",7.88
"401","2016-04-26",7.96
"402","2016-04-27",8.05
"403","2016-04-28",8.1
"404","2016-04-29",8.09
"405","2016-05-02",8.23
"406","2016-05-03",8.1
"407","2016-05-04",7.93
"408","2016-05-05",7.86
"409","2016-05-06",7.86
"410","2016-05-09",7.82
"411","2016-05-10",7.93
"412","2016-05-11",7.93
"413","2016-05-12",7.84
"414","2016-05-13",7.8
"415","2016-05-16",7.75
"416","2016-05-17",7.78
"417","2016-05-18",7.57
"418","2016-05-19",7.52
"419","2016-05-20",7.53
"420","2016-05-23",7.49
"421","2016-05-24",7.47
"422","2016-05-25",7.55
"423","2016-05-26",7.58
"424","2016-05-27",7.39
"425","2016-05-31",7.26
"426","2016-06-01",7.33
"427","2016-06-02",7.41
"428","2016-06-03",7.61
"429","2016-06-06",7.47
"430","2016-06-07",7.82
"431","2016-06-08",7.94
"432","2016-06-09",7.96
"433","2016-06-10",7.76
"434","2016-06-13",7.76
"435","2016-06-14",7.74
"436","2016-06-15",7.85
"437","2016-06-16",7.82
"438","2016-06-17",7.85
"439","2016-06-20",7.83
"440","2016-06-21",7.92
"441","2016-06-22",8.02
"442","2016-06-23",8.14
"443","2016-06-24",7.81
"444","2016-06-27",7.67
"445","2016-06-28",7.88
"446","2016-06-29",8.04
"447","2016-06-30",8.05
"448","2016-07-01",8.02
"449","2016-07-05",7.82
"450","2016-07-06",7.83
"451","2016-07-07",7.86
"452","2016-07-08",7.99
"453","2016-07-11",7.96
"454","2016-07-12",8.01
"455","2016-07-13",7.97
"456","2016-07-14",8
"457","2016-07-15",7.97
"458","2016-07-18",8.03
"459","2016-07-19",7.9
"460","2016-07-20",8.07
"461","2016-07-21",7.95
"462","2016-07-22",8.13
"463","2016-07-25",7.8
"464","2016-07-26",7.67
"465","2016-07-27",7.68
"466","2016-07-28",7.64
"467","2016-07-29",7.71
"468","2016-08-01",7.6
"469","2016-08-02",7.61
"470","2016-08-03",7.65
"471","2016-08-04",7.66
"472","2016-08-05",7.77
"473","2016-08-08",7.87
"474","2016-08-09",8
"475","2016-08-10",8.13
"476","2016-08-11",8.26
"477","2016-08-12",8.17
"478","2016-08-15",8.35
"479","2016-08-16",8.28
"480","2016-08-17",8.58
"481","2016-08-18",8.59
"482","2016-08-19",8.55
"483","2016-08-22",8.47
"484","2016-08-23",8.48
"485","2016-08-24",8.51
"486","2016-08-25",8.55
"487","2016-08-26",8.55
"488","2016-08-29",8.45
"489","2016-08-30",8.32
"490","2016-08-31",8.41
"491","2016-09-01",8.44
"492","2016-09-02",8.58
"493","2016-09-06",8.84
"494","2016-09-07",8.94
"495","2016-09-08",8.9
"496","2016-09-09",8.63
"497","2016-09-12",8.54
"498","2016-09-13",8.36
"499","2016-09-14",8.43
"500","2016-09-15",8.4
"501","2016-09-16",8.18
"502","2016-09-19",8.28
"503","2016-09-20",8.22
"504","2016-09-21",8.21
"505","2016-09-22",8.55
"506","2016-09-23",8.38
"507","2016-09-26",8.39
"508","2016-09-27",8.38
"509","2016-09-28",8.71
"510","2016-09-29",8.63
"511","2016-09-30",8.83
"512","2016-10-03",8.41
"513","2016-10-04",8.3
"514","2016-10-05",8.43
"515","2016-10-06",8.45
"516","2016-10-07",8.38
"517","2016-10-10",8.6
"518","2016-10-11",8.45
"519","2016-10-12",8.4
"520","2016-10-13",8.28
"521","2016-10-14",8.31
"522","2016-10-17",8.27
"523","2016-10-18",8.54
"524","2016-10-19",8.54
"525","2016-10-20",8.51
"526","2016-10-21",8.45
"527","2016-10-24",8.45
"528","2016-10-25",8.37
"529","2016-10-26",8.22
"530","2016-10-27",8.17
"531","2016-10-28",8.2
"532","2016-10-31",8.19
"533","2016-11-01",8.06
"534","2016-11-02",8.06
"535","2016-11-03",8.05
"536","2016-11-04",7.94
"537","2016-11-07",8.16
"538","2016-11-08",8.21
"539","2016-11-09",8.12
"540","2016-11-10",7.66
"541","2016-11-11",7.38
"542","2016-11-14",7.36
"543","2016-11-15",7.44
"544","2016-11-16",7.4
"545","2016-11-17",7.36
"546","2016-11-18",7.32
"547","2016-11-21",7.37
"548","2016-11-22",7.29
"549","2016-11-23",7.36
"550","2016-11-25",7.3
"551","2016-11-28",7.28
"552","2016-11-29",7.31
"553","2016-11-30",7.58
"554","2016-12-01",7.69
"555","2016-12-02",7.75
"556","2016-12-05",8.06
"557","2016-12-06",8.11
"558","2016-12-07",8.08
"559","2016-12-08",8.12
"560","2016-12-09",8.04
"561","2016-12-12",8.05
"562","2016-12-13",8.15
"563","2016-12-14",8.03
"564","2016-12-15",8.05
"565","2016-12-16",8.03
"566","2016-12-19",7.94
"567","2016-12-20",8.03
"568","2016-12-21",7.8
"569","2016-12-22",7.84
"570","2016-12-23",7.86
"571","2016-12-27",7.96
"572","2016-12-28",7.99
"573","2016-12-29",8.08
"574","2016-12-30",7.94
"575","2017-01-03",8.16
"576","2017-01-04",8.3
"577","2017-01-05",8.42
"578","2017-01-06",8.31
"579","2017-01-09",8.22
"580","2017-01-10",8.17
"581","2017-01-11",8.12
"582","2017-01-12",8.33
"583","2017-01-13",8.23
"584","2017-01-17",8.29
"585","2017-01-18",8.18
"586","2017-01-19",8.18
"587","2017-01-20",8.18
"588","2017-01-23",8.26
"589","2017-01-24",8.27
"590","2017-01-25",8.3
"591","2017-01-26",8.42
"592","2017-01-27",8.36
"593","2017-01-30",8.39
"594","2017-01-31",8.32
"595","2017-02-01",8.37
"596","2017-02-02",8.46
"597","2017-02-03",8.55
"598","2017-02-06",8.55
"599","2017-02-07",8.56
"600","2017-02-08",8.39
"601","2017-02-09",8.46
"602","2017-02-10",8.46
"603","2017-02-13",8.38
"604","2017-02-14",8.01
"605","2017-02-15",7.98
"606","2017-02-16",8.11
"607","2017-02-17",8.12
"608","2017-02-21",7.85
"609","2017-02-22",7.9
"610","2017-02-23",7.97
"611","2017-02-24",7.79
"612","2017-02-27",7.9
"613","2017-02-28",7.82
"614","2017-03-01",7.74
"615","2017-03-02",7.47
"616","2017-03-03",7.65
"617","2017-03-06",7.69
"618","2017-03-07",7.56
"619","2017-03-08",7.51
"620","2017-03-09",7.5
"621","2017-03-10",7.54
"622","2017-03-13",7.64
"623","2017-03-14",7.55
"624","2017-03-15",7.72
"625","2017-03-16",7.85
"626","2017-03-17",7.83
"627","2017-03-20",7.84
"628","2017-03-21",7.77
"629","2017-03-22",7.86
"630","2017-03-23",7.81
"631","2017-03-24",8
"632","2017-03-27",7.92
"633","2017-03-28",7.9
"634","2017-03-29",8.13
"635","2017-03-30",8.16
"636","2017-03-31",8.17
"637","2017-04-03",8.12
"638","2017-04-04",8.27
"639","2017-04-05",8.2
"640","2017-04-06",8.2
"641","2017-04-07",8.21
"642","2017-04-10",8.27
"643","2017-04-11",8.31
"644","2017-04-12",8.31
"645","2017-04-13",8.16
"646","2017-04-17",8.38
"647","2017-04-18",8.37
"648","2017-04-19",8.3
"649","2017-04-20",8.27
"650","2017-04-21",8.11
"651","2017-04-24",8.23
"652","2017-04-25",8.2
"653","2017-04-26",8.12
"654","2017-04-27",7.92
"655","2017-04-28",7.98
"656","2017-05-01",8.12
"657","2017-05-02",7.96
"658","2017-05-03",7.98
"659","2017-05-04",7.79
"660","2017-05-05",8.06
"661","2017-05-08",8.04
"662","2017-05-09",7.99
"663","2017-05-10",8.02
"664","2017-05-11",8.12
"665","2017-05-12",8.33
"666","2017-05-15",8.53
"667","2017-05-16",8.55
"668","2017-05-17",8.3
"669","2017-05-18",8.14
"670","2017-05-19",8.44
"671","2017-05-22",8.38
"672","2017-05-23",8.4
"673","2017-05-24",8.43
"674","2017-05-25",8.31
"675","2017-05-26",8.37
"676","2017-05-30",8.32
"677","2017-05-31",8.36
"678","2017-06-01",8.44
"679","2017-06-02",8.5
"680","2017-06-05",8.44
"681","2017-06-06",8.51
"682","2017-06-07",8.43
"683","2017-06-08",8.41
"684","2017-06-09",8.47
"685","2017-06-12",8.43
"686","2017-06-13",8.44
"687","2017-06-14",8.45
"688","2017-06-15",8.46
"689","2017-06-16",8.37
"690","2017-06-19",8.36
"691","2017-06-20",8.04
"692","2017-06-21",7.93
"693","2017-06-22",7.96
"694","2017-06-23",7.98
"695","2017-06-26",7.97
"696","2017-06-27",7.93
"697","2017-06-28",8.08
"698","2017-06-29",8.26
"699","2017-06-30",8.28
"700","2017-07-03",8.19
"701","2017-07-05",8.31
"702","2017-07-06",8.42
"703","2017-07-07",8.34
"704","2017-07-10",8.42
"705","2017-07-11",8.31
"706","2017-07-12",8.51
"707","2017-07-13",8.62
"708","2017-07-14",8.63
"709","2017-07-17",8.62
"710","2017-07-18",8.62
"711","2017-07-19",8.67
"712","2017-07-20",8.59
"713","2017-07-21",8.64
"714","2017-07-24",8.59
"715","2017-07-25",8.68
"716","2017-07-26",8.71
"717","2017-07-27",8.72
"718","2017-07-28",8.74
"719","2017-07-31",8.85
"720","2017-08-01",8.91
"721","2017-08-02",8.95
"722","2017-08-03",8.93
"723","2017-08-04",8.9
"724","2017-08-07",8.86
"725","2017-08-08",8.79
"726","2017-08-09",8.8
"727","2017-08-10",8.75
"728","2017-08-11",8.87
"729","2017-08-14",8.65
"730","2017-08-15",8.64
"731","2017-08-16",8.74
"732","2017-08-17",8.73
"733","2017-08-18",8.8
"734","2017-08-21",8.84
"735","2017-08-22",8.9
"736","2017-08-23",8.87
"737","2017-08-24",8.89
"738","2017-08-25",9.23
"739","2017-08-28",9
"740","2017-08-29",8.95
"741","2017-08-30",8.91
"742","2017-08-31",8.99
"743","2017-09-01",9.13
"744","2017-09-05",9.1
"745","2017-09-06",9.21
"746","2017-09-07",9.07
"747","2017-09-08",9.07
"748","2017-09-11",9.01
"749","2017-09-12",9
"750","2017-09-13",9.02
"751","2017-09-14",9.06
"752","2017-09-15",9.19
"753","2017-09-18",9.16
"754","2017-09-19",9.16
"755","2017-09-20",9.11
"756","2017-09-21",9.08
"757","2017-09-22",8.98
"758","2017-09-25",8.98
"759","2017-09-26",8.96
"760","2017-09-27",8.9
"761","2017-09-28",8.94
"762","2017-09-29",8.97
"763","2017-10-02",8.95
"764","2017-10-03",8.89
"765","2017-10-04",8.95
"766","2017-10-05",9.04
"767","2017-10-06",9.03
"768","2017-10-09",8.92
"769","2017-10-10",8.99
"770","2017-10-11",8.96
"771","2017-10-12",8.97
"772","2017-10-13",9.02
"773","2017-10-16",8.96
"774","2017-10-17",8.99
"775","2017-10-18",9.08
"776","2017-10-19",9
"777","2017-10-20",9
"778","2017-10-23",8.86
"779","2017-10-24",8.82
"780","2017-10-25",8.79
"781","2017-10-26",8.76
"782","2017-10-27",8.59
"783","2017-10-30",8.37
"784","2017-10-31",8.32
"785","2017-11-01",8.43
"786","2017-11-02",8.42
"787","2017-11-03",8.44
"788","2017-11-06",8.24
"789","2017-11-07",8.32
"790","2017-11-08",8.39
"791","2017-11-09",8.38
"792","2017-11-10",8.33
"793","2017-11-13",8.22
"794","2017-11-14",8.32
"795","2017-11-15",8.4
"796","2017-11-16",8.45
"797","2017-11-17",8.58
"798","2017-11-20",8.48
"799","2017-11-21",8.51
"800","2017-11-22",8.57
"801","2017-11-24",8.59
"802","2017-11-27",8.41
"803","2017-11-28",8.37
"804","2017-11-29",8.19
"805","2017-11-30",8.15
"806","2017-12-01",8.24
"807","2017-12-04",8.27
"808","2017-12-05",8.23
"809","2017-12-06",8.18
"810","2017-12-07",8.33
"811","2017-12-08",8.34
"812","2017-12-11",8.3
"813","2017-12-12",8.31
"814","2017-12-13",8.37
"815","2017-12-14",8.44
"816","2017-12-15",8.46
"817","2017-12-18",8.5
"818","2017-12-19",8.54
"819","2017-12-20",8.62
"820","2017-12-21",8.62
"821","2017-12-22",8.69
"822","2017-12-26",8.76
"823","2017-12-27",8.74
"824","2017-12-28",8.55
"825","2017-12-29",8.5
"826","2018-01-02",8.66
"827","2018-01-03",8.81
"828","2018-01-04",8.96
"829","2018-01-05",8.96
"830","2018-01-08",8.85
"831","2018-01-09",8.82
"832","2018-01-10",8.82
"833","2018-01-11",8.9
"834","2018-01-12",8.93
"835","2018-01-16",8.88
"836","2018-01-17",8.92
"837","2018-01-18",9.03
"838","2018-01-19",9.06
"839","2018-01-22",9.06
"840","2018-01-23",9.1
"841","2018-01-24",9.45
"842","2018-01-25",9.44
"843","2018-01-26",9.39
"844","2018-01-29",9.21
"845","2018-01-30",9.12
"846","2018-01-31",9.1
"847","2018-02-01",9.23
"848","2018-02-02",8.92
"849","2018-02-05",8.69
"850","2018-02-06",8.91
"851","2018-02-07",8.88
"852","2018-02-08",8.64
"853","2018-02-09",8.52
"854","2018-02-12",8.76
"855","2018-02-13",8.95
"856","2018-02-14",9.06
"857","2018-02-15",8.98
"858","2018-02-16",8.91
"859","2018-02-20",8.86
"860","2018-02-21",8.97
"861","2018-02-22",8.96
"862","2018-02-23",8.96
"863","2018-02-26",8.94
"864","2018-02-27",8.83
"865","2018-02-28",8.58
"866","2018-03-01",8.56
"867","2018-03-02",8.65
"868","2018-03-05",8.55
"869","2018-03-06",8.54
"870","2018-03-07",8.6
"871","2018-03-08",8.48
"872","2018-03-09",8.46
"873","2018-03-12",8.52
"874","2018-03-13",8.45
"875","2018-03-14",8.66
"876","2018-03-15",8.56
"877","2018-03-16",8.48
"878","2018-03-19",8.46
"879","2018-03-20",8.42
"880","2018-03-21",8.42
"881","2018-03-22",8.4
"882","2018-03-23",8.38
"883","2018-03-26",8.41
"884","2018-03-27",8.26
"885","2018-03-28",8.34
"886","2018-03-29",8.31
"887","2018-04-02",8.42
"888","2018-04-03",8.56
"889","2018-04-04",8.62
"890","2018-04-05",8.77
"891","2018-04-06",8.74
"892","2018-04-09",8.77
"893","2018-04-10",8.86
"894","2018-04-11",9.14
"895","2018-04-12",9.16
"896","2018-04-13",9.2
"897","2018-04-16",9.04
"898","2018-04-17",9.02
"899","2018-04-18",9.15
"900","2018-04-19",9.05
"901","2018-04-20",9.03
"902","2018-04-23",8.89
"903","2018-04-24",8.9
"904","2018-04-25",8.75
"905","2018-04-26",8.76
"906","2018-04-27",8.84
"907","2018-04-30",8.86
"908","2018-05-01",8.86
"909","2018-05-02",8.82
"910","2018-05-03",8.67
"911","2018-05-04",8.73
"912","2018-05-07",8.65
"913","2018-05-08",8.5
"914","2018-05-09",8.6
"915","2018-05-10",8.7
"916","2018-05-11",8.51
"917","2018-05-14",8.51
"918","2018-05-15",8.37
"919","2018-05-16",8.44
"920","2018-05-17",8.37
"921","2018-05-18",8.38
"922","2018-05-21",8.34
"923","2018-05-22",8.58
"924","2018-05-23",8.52
"925","2018-05-24",8.56
"926","2018-05-25",8.56
"927","2018-05-29",8.34
"928","2018-05-30",8.53
"929","2018-05-31",8.56
"930","2018-06-01",8.67
"931","2018-06-04",8.74
"932","2018-06-05",8.73
"933","2018-06-06",8.67
"934","2018-06-07",8.65
"935","2018-06-08",8.73
"936","2018-06-11",8.69
"937","2018-06-12",8.6
"938","2018-06-13",8.59
"939","2018-06-14",8.49
"940","2018-06-15",8.41
"941","2018-06-18",8.43
"942","2018-06-19",8.27
"943","2018-06-20",8.23
"944","2018-06-21",8.1
"945","2018-06-22",8.16
"946","2018-06-25",8.07
"947","2018-06-26",8.26
"948","2018-06-27",8.25
"949","2018-06-28",8.25
"950","2018-06-29",8.29
"951","2018-07-02",8.16
"952","2018-07-03",8.34
"953","2018-07-05",8.37
"954","2018-07-06",8.42
"955","2018-07-09",8.24
"956","2018-07-10",8.34
"957","2018-07-11",8.21
"958","2018-07-12",8.22
"959","2018-07-13",8.31
"960","2018-07-16",8.23
"961","2018-07-17",8.17
"962","2018-07-18",8.12
"963","2018-07-19",8.14
"964","2018-07-20",8.09
"965","2018-07-23",8.08
"966","2018-07-24",8.08
"967","2018-07-25",7.96
"968","2018-07-26",8
"969","2018-07-27",8.01
"970","2018-07-30",8.17
"971","2018-07-31",7.83
"972","2018-08-01",7.79
"973","2018-08-02",7.89
"974","2018-08-03",8.03
"975","2018-08-06",7.94
"976","2018-08-07",7.87
"977","2018-08-08",7.87
"978","2018-08-09",7.89
"979","2018-08-10",7.8
"980","2018-08-13",7.69
"981","2018-08-14",7.76
"982","2018-08-15",7.69
"983","2018-08-16",7.76
"984","2018-08-17",7.8
"985","2018-08-20",7.69
"986","2018-08-21",8.02
"987","2018-08-22",7.96
"988","2018-08-23",7.89
"989","2018-08-24",7.94
"990","2018-08-27",8.08
"991","2018-08-28",8.02
"992","2018-08-29",8.02
"993","2018-08-30",7.92
"994","2018-08-31",7.91
"995","2018-09-04",7.62
"996","2018-09-05",7.71
"997","2018-09-06",7.59
"998","2018-09-07",7.63
"999","2018-09-10",7.77
"1000","2018-09-11",7.71
