"","date","KMDA"
"101","2013-10-22",15.99
"102","2013-10-23",15.26
"103","2013-10-24",15.39
"104","2013-10-25",15.16
"105","2013-10-28",15
"106","2013-10-29",14.56
"107","2013-10-30",13.85
"108","2013-10-31",14.36
"109","2013-11-01",13.92
"110","2013-11-04",14.45
"111","2013-11-05",14.78
"112","2013-11-06",14.9
"113","2013-11-07",14.79
"114","2013-11-08",15.12
"115","2013-11-11",15.05
"116","2013-11-12",14.77
"117","2013-11-13",14.36
"118","2013-11-14",14.42
"119","2013-11-15",14.18
"120","2013-11-18",14.12
"121","2013-11-19",14.05
"122","2013-11-20",14.2
"123","2013-11-21",15.14
"124","2013-11-22",15.08
"125","2013-11-25",14.32
"126","2013-11-26",15.23
"127","2013-11-27",14.69
"128","2013-11-29",15.14
"129","2013-12-02",15.06
"130","2013-12-03",14.75
"131","2013-12-04",14.42
"132","2013-12-05",14.43
"133","2013-12-06",14.42
"134","2013-12-09",14.9
"135","2013-12-10",14.3
"136","2013-12-11",15.18
"137","2013-12-12",14.94
"138","2013-12-13",14.29
"139","2013-12-16",14.25
"140","2013-12-17",14.43
"141","2013-12-18",14.5
"142","2013-12-19",14.18
"143","2013-12-20",14.5
"144","2013-12-23",14.4
"145","2013-12-24",14.4
"146","2013-12-26",14.31
"147","2013-12-27",14.5
"148","2013-12-30",14.38
"149","2013-12-31",14.87
"150","2014-01-02",15.2
"151","2014-01-03",15.35
"152","2014-01-06",15.14
"153","2014-01-07",15.39
"154","2014-01-08",15.85
"155","2014-01-09",16.1
"156","2014-01-10",16.040001
"157","2014-01-13",16.42
"158","2014-01-14",16.51
"159","2014-01-15",16.57
"160","2014-01-16",15.83
"161","2014-01-17",16.6
"162","2014-01-21",16.110001
"163","2014-01-22",17
"164","2014-01-23",16.73
"165","2014-01-24",16.280001
"166","2014-01-27",15.59
"167","2014-01-28",15.87
"168","2014-01-29",15.5
"169","2014-01-30",14.82
"170","2014-01-31",15.1
"171","2014-02-03",15.26
"172","2014-02-04",15.86
"173","2014-02-05",15.65
"174","2014-02-06",16.35
"175","2014-02-07",16.35
"176","2014-02-10",16.129999
"177","2014-02-11",16.4
"178","2014-02-12",16.799999
"179","2014-02-13",16.780001
"180","2014-02-14",16.549999
"181","2014-02-18",16.549999
"182","2014-02-19",16.299999
"183","2014-02-20",16.34
"184","2014-02-21",16.5
"185","2014-02-24",16.5
"186","2014-02-25",16.639999
"187","2014-02-26",16.52
"188","2014-02-27",17.4
"189","2014-02-28",17.34
"190","2014-03-03",17.33
"191","2014-03-04",17.200001
"192","2014-03-05",17.5
"193","2014-03-06",15.53
"194","2014-03-07",15.78
"195","2014-03-10",15.95
"196","2014-03-11",15.97
"197","2014-03-12",15.91
"198","2014-03-13",15.96
"199","2014-03-14",15.72
"200","2014-03-17",15.95
"201","2014-03-18",15.8
"202","2014-03-19",15.98
"203","2014-03-20",15.74
"204","2014-03-21",15.48
"205","2014-03-24",15.13
"206","2014-03-25",15.26
"207","2014-03-26",14.81
"208","2014-03-27",14.46
"209","2014-03-28",14.56
"210","2014-03-31",14.5
"211","2014-04-01",14.9
"212","2014-04-02",14.97
"213","2014-04-03",15.01
"214","2014-04-04",14.6
"215","2014-04-07",14.55
"216","2014-04-08",14.54
"217","2014-04-09",14.91
"218","2014-04-10",14.36
"219","2014-04-11",14.24
"220","2014-04-14",14.29
"221","2014-04-15",14.1
"222","2014-04-16",14.33
"223","2014-04-17",14.49
"224","2014-04-21",14.51
"225","2014-04-22",14.4
"226","2014-04-23",14.38
"227","2014-04-24",14.4
"228","2014-04-25",14.2
"229","2014-04-28",14.4
"230","2014-04-29",14.45
"231","2014-04-30",14.31
"232","2014-05-01",14.4
"233","2014-05-02",14.34
"234","2014-05-05",14
"235","2014-05-06",14.01
"236","2014-05-07",13.91
"237","2014-05-08",13.07
"238","2014-05-09",13.42
"239","2014-05-12",13.82
"240","2014-05-13",13.67
"241","2014-05-14",13.67
"242","2014-05-15",13.82
"243","2014-05-16",9.08
"244","2014-05-19",8.61
"245","2014-05-20",8.32
"246","2014-05-21",8.25
"247","2014-05-22",7.85
"248","2014-05-23",7.99
"249","2014-05-27",8.07
"250","2014-05-28",7.79
"251","2014-05-29",7.85
"252","2014-05-30",8.01
"253","2014-06-02",8.03
"254","2014-06-03",8.12
"255","2014-06-04",8.1
"256","2014-06-05",8.18
"257","2014-06-06",8.48
"258","2014-06-09",8.34
"259","2014-06-10",8.16
"260","2014-06-11",8.11
"261","2014-06-12",7.94
"262","2014-06-13",7.95
"263","2014-06-16",7.81
"264","2014-06-17",7.85
"265","2014-06-18",7.64
"266","2014-06-19",7.58
"267","2014-06-20",7.46
"268","2014-06-23",7.22
"269","2014-06-24",7.09
"270","2014-06-25",7.22
"271","2014-06-26",7.05
"272","2014-06-27",7
"273","2014-06-30",7.13
"274","2014-07-01",7.21
"275","2014-07-02",7.07
"276","2014-07-03",7.22
"277","2014-07-07",7
"278","2014-07-08",6.83
"279","2014-07-09",6.76
"280","2014-07-10",6.79
"281","2014-07-11",6.7
"282","2014-07-14",6.58
"283","2014-07-15",6.46
"284","2014-07-16",6.53
"285","2014-07-17",6.62
"286","2014-07-18",6.77
"287","2014-07-21",6.65
"288","2014-07-22",6.71
"289","2014-07-23",6.56
"290","2014-07-24",6.59
"291","2014-07-25",6.51
"292","2014-07-28",6.68
"293","2014-07-29",7.17
"294","2014-07-30",7.34
"295","2014-07-31",6.96
"296","2014-08-01",6.92
"297","2014-08-04",7.04
"298","2014-08-05",7.07
"299","2014-08-06",6.96
"300","2014-08-07",6.76
"301","2014-08-08",6.8
"302","2014-08-11",7.34
"303","2014-08-12",7.17
"304","2014-08-13",7.18
"305","2014-08-14",7.17
"306","2014-08-15",7.04
"307","2014-08-18",6.82
"308","2014-08-19",6.91
"309","2014-08-20",6.75
"310","2014-08-21",6.56
"311","2014-08-22",6.59
"312","2014-08-25",6.6
"313","2014-08-26",6.64
"314","2014-08-27",6.84
"315","2014-08-28",6.74
"316","2014-08-29",6.87
"317","2014-09-02",7.04
"318","2014-09-03",7.16
"319","2014-09-04",5.82
"320","2014-09-05",5.75
"321","2014-09-08",5.29
"322","2014-09-09",5.12
"323","2014-09-10",5.07
"324","2014-09-11",4.89
"325","2014-09-12",4.9
"326","2014-09-15",4.62
"327","2014-09-16",4.65
"328","2014-09-17",4.59
"329","2014-09-18",4.6
"330","2014-09-19",4.63
"331","2014-09-22",4.53
"332","2014-09-23",4.45
"333","2014-09-24",4.62
"334","2014-09-25",4.47
"335","2014-09-26",4.49
"336","2014-09-29",4.55
"337","2014-09-30",4.46
"338","2014-10-01",4.51
"339","2014-10-02",4.47
"340","2014-10-03",4.47
"341","2014-10-06",4.58
"342","2014-10-07",4.49
"343","2014-10-08",4.53
"344","2014-10-09",4.45
"345","2014-10-10",4.37
"346","2014-10-13",4.3
"347","2014-10-14",4.18
"348","2014-10-15",4.24
"349","2014-10-16",4.21
"350","2014-10-17",4.22
"351","2014-10-20",4.03
"352","2014-10-21",4.05
"353","2014-10-22",4.11
"354","2014-10-23",4.01
"355","2014-10-24",4.03
"356","2014-10-27",4.12
"357","2014-10-28",4.27
"358","2014-10-29",4.16
"359","2014-10-30",4.1
"360","2014-10-31",4.14
"361","2014-11-03",4.09
"362","2014-11-04",4.05
"363","2014-11-05",4.03
"364","2014-11-06",4
"365","2014-11-07",4.15
"366","2014-11-10",3.9
"367","2014-11-11",3.8
"368","2014-11-12",3.5
"369","2014-11-13",3.41
"370","2014-11-14",3.41
"371","2014-11-17",3.31
"372","2014-11-18",3.35
"373","2014-11-19",3.39
"374","2014-11-20",3.28
"375","2014-11-21",3.28
"376","2014-11-24",3.14
"377","2014-11-25",3.07
"378","2014-11-26",3.11
"379","2014-11-28",3.19
"380","2014-12-01",3.31
"381","2014-12-02",3.3
"382","2014-12-03",3.27
"383","2014-12-04",3.34
"384","2014-12-05",3.32
"385","2014-12-08",3.45
"386","2014-12-09",3.42
"387","2014-12-10",3.31
"388","2014-12-11",3.53
"389","2014-12-12",3.51
"390","2014-12-15",3.55
"391","2014-12-16",3.57
"392","2014-12-17",3.62
"393","2014-12-18",3.67
"394","2014-12-19",3.69
"395","2014-12-22",3.63
"396","2014-12-23",3.6
"397","2014-12-24",3.57
"398","2014-12-26",3.55
"399","2014-12-29",3.5
"400","2014-12-30",3.7
"401","2014-12-31",3.8
"402","2015-01-02",3.97
"403","2015-01-05",4.39
"404","2015-01-06",4.49
"405","2015-01-07",4.19
"406","2015-01-08",4.1
"407","2015-01-09",4.25
"408","2015-01-12",4.2
"409","2015-01-13",4.18
"410","2015-01-14",4.07
"411","2015-01-15",3.96
"412","2015-01-16",3.96
"413","2015-01-20",3.95
"414","2015-01-21",3.84
"415","2015-01-22",4.09
"416","2015-01-23",3.91
"417","2015-01-26",4.09
"418","2015-01-27",4.23
"419","2015-01-28",4.1
"420","2015-01-29",4.03
"421","2015-01-30",4.03
"422","2015-02-02",4.09
"423","2015-02-03",4.15
"424","2015-02-04",4.09
"425","2015-02-05",4.09
"426","2015-02-06",4.14
"427","2015-02-09",4.03
"428","2015-02-10",4.09
"429","2015-02-11",4.11
"430","2015-02-12",4.2
"431","2015-02-13",4.23
"432","2015-02-17",4.41
"433","2015-02-18",4.51
"434","2015-02-19",4.62
"435","2015-02-20",4.57
"436","2015-02-23",4.59
"437","2015-02-24",4.46
"438","2015-02-25",4.5
"439","2015-02-26",4.52
"440","2015-02-27",4.51
"441","2015-03-02",4.7
"442","2015-03-03",4.77
"443","2015-03-04",4.78
"444","2015-03-05",4.79
"445","2015-03-06",4.63
"446","2015-03-09",4.5
"447","2015-03-10",4.32
"448","2015-03-11",4.3
"449","2015-03-12",4.29
"450","2015-03-13",4.08
"451","2015-03-16",4.15
"452","2015-03-17",4.27
"453","2015-03-18",4.33
"454","2015-03-19",4.43
"455","2015-03-20",4.25
"456","2015-03-23",4.63
"457","2015-03-24",4.36
"458","2015-03-25",4.44
"459","2015-03-26",4.55
"460","2015-03-27",4.49
"461","2015-03-30",4.55
"462","2015-03-31",4.42
"463","2015-04-01",4.57
"464","2015-04-02",4.57
"465","2015-04-06",4.67
"466","2015-04-07",4.57
"467","2015-04-08",4.54
"468","2015-04-09",4.51
"469","2015-04-10",4.53
"470","2015-04-13",4.52
"471","2015-04-14",4.45
"472","2015-04-15",4.47
"473","2015-04-16",4.56
"474","2015-04-17",4.57
"475","2015-04-20",4.99
"476","2015-04-21",4.79
"477","2015-04-22",4.71
"478","2015-04-23",4.72
"479","2015-04-24",4.71
"480","2015-04-27",4.6
"481","2015-04-28",4.61
"482","2015-04-29",4.57
"483","2015-04-30",4.32
"484","2015-05-01",4.21
"485","2015-05-04",4.31
"486","2015-05-05",4.37
"487","2015-05-06",4.29
"488","2015-05-07",4.36
"489","2015-05-08",4.35
"490","2015-05-11",4.4
"491","2015-05-12",4.37
"492","2015-05-13",4.41
"493","2015-05-14",4.4
"494","2015-05-15",4.4
"495","2015-05-18",4.2
"496","2015-05-19",4.2
"497","2015-05-20",4.21
"498","2015-05-21",4.21
"499","2015-05-22",4.25
"500","2015-05-26",4.29
"501","2015-05-27",4.33
"502","2015-05-28",4.44
"503","2015-05-29",4.56
"504","2015-06-01",4.47
"505","2015-06-02",4.41
"506","2015-06-03",4.4
"507","2015-06-04",4.41
"508","2015-06-05",4.29
"509","2015-06-08",4.22
"510","2015-06-09",4.32
"511","2015-06-10",4.32
"512","2015-06-11",4.37
"513","2015-06-12",4.24
"514","2015-06-15",4.18
"515","2015-06-16",4.15
"516","2015-06-17",4.07
"517","2015-06-18",3.96
"518","2015-06-19",3.91
"519","2015-06-22",4.08
"520","2015-06-23",3.97
"521","2015-06-24",4.04
"522","2015-06-25",4.02
"523","2015-06-26",4.02
"524","2015-06-29",3.85
"525","2015-06-30",3.82
"526","2015-07-01",3.92
"527","2015-07-02",3.98
"528","2015-07-06",3.88
"529","2015-07-07",3.83
"530","2015-07-08",3.75
"531","2015-07-09",3.78
"532","2015-07-10",3.85
"533","2015-07-13",3.96
"534","2015-07-14",4
"535","2015-07-15",4.02
"536","2015-07-16",4.03
"537","2015-07-17",4
"538","2015-07-20",4.01
"539","2015-07-21",3.99
"540","2015-07-22",4
"541","2015-07-23",3.9
"542","2015-07-24",3.83
"543","2015-07-27",3.89
"544","2015-07-28",3.89
"545","2015-07-29",3.86
"546","2015-07-30",3.79
"547","2015-07-31",3.85
"548","2015-08-03",3.79
"549","2015-08-04",3.65
"550","2015-08-05",3.7
"551","2015-08-06",3.73
"552","2015-08-07",3.71
"553","2015-08-10",3.77
"554","2015-08-11",3.85
"555","2015-08-12",3.85
"556","2015-08-13",3.84
"557","2015-08-14",3.89
"558","2015-08-17",3.9
"559","2015-08-18",3.82
"560","2015-08-19",3.82
"561","2015-08-20",3.65
"562","2015-08-21",3.56
"563","2015-08-24",3.24
"564","2015-08-25",3.3
"565","2015-08-26",3.34
"566","2015-08-27",3.39
"567","2015-08-28",3.48
"568","2015-08-31",3.48
"569","2015-09-01",3.52
"570","2015-09-02",3.51
"571","2015-09-03",3.46
"572","2015-09-04",3.48
"573","2015-09-08",3.54
"574","2015-09-09",3.46
"575","2015-09-10",3.46
"576","2015-09-11",3.47
"577","2015-09-14",3.47
"578","2015-09-15",3.43
"579","2015-09-16",3.45
"580","2015-09-17",3.54
"581","2015-09-18",3.44
"582","2015-09-21",3.54
"583","2015-09-22",3.5
"584","2015-09-23",3.46
"585","2015-09-24",3.5
"586","2015-09-25",3.49
"587","2015-09-28",3.41
"588","2015-09-29",3.42
"589","2015-09-30",3.42
"590","2015-10-01",3.37
"591","2015-10-02",3.39
"592","2015-10-05",3.49
"593","2015-10-06",3.42
"594","2015-10-07",3.51
"595","2015-10-08",3.54
"596","2015-10-09",3.54
"597","2015-10-12",3.47
"598","2015-10-13",3.42
"599","2015-10-14",3.44
"600","2015-10-15",3.53
"601","2015-10-16",3.53
"602","2015-10-19",3.82
"603","2015-10-20",3.88
"604","2015-10-21",3.97
"605","2015-10-22",3.97
"606","2015-10-23",4
"607","2015-10-26",4.05
"608","2015-10-27",3.99
"609","2015-10-28",4.04
"610","2015-10-29",4.03
"611","2015-10-30",4
"612","2015-11-02",3.94
"613","2015-11-03",3.95
"614","2015-11-04",3.99
"615","2015-11-05",3.95
"616","2015-11-06",3.9
"617","2015-11-09",3.88
"618","2015-11-10",3.93
"619","2015-11-11",3.93
"620","2015-11-12",3.95
"621","2015-11-13",3.92
"622","2015-11-16",3.9
"623","2015-11-17",3.95
"624","2015-11-18",3.97
"625","2015-11-19",3.9
"626","2015-11-20",3.96
"627","2015-11-23",3.96
"628","2015-11-24",3.91
"629","2015-11-25",4.22
"630","2015-11-27",4.16
"631","2015-11-30",4.23
"632","2015-12-01",4.4
"633","2015-12-02",4.34
"634","2015-12-03",4.37
"635","2015-12-04",4.41
"636","2015-12-07",4.37
"637","2015-12-08",4.36
"638","2015-12-09",4.41
"639","2015-12-10",4.3
"640","2015-12-11",4.23
"641","2015-12-14",4.06
"642","2015-12-15",4.02
"643","2015-12-16",4.07
"644","2015-12-17",4.18
"645","2015-12-18",4.18
"646","2015-12-21",4.06
"647","2015-12-22",4.17
"648","2015-12-23",4.45
"649","2015-12-24",4.41
"650","2015-12-28",4.44
"651","2015-12-29",4.25
"652","2015-12-30",4.27
"653","2015-12-31",4.15
"654","2016-01-04",4.22
"655","2016-01-05",4.44
"656","2016-01-06",4.27
"657","2016-01-07",4.17
"658","2016-01-08",4.14
"659","2016-01-11",4.34
"660","2016-01-12",4.25
"661","2016-01-13",4.21
"662","2016-01-14",4.03
"663","2016-01-15",3.96
"664","2016-01-19",3.81
"665","2016-01-20",3.76
"666","2016-01-21",3.7
"667","2016-01-22",3.71
"668","2016-01-25",3.74
"669","2016-01-26",3.69
"670","2016-01-27",3.69
"671","2016-01-28",3.69
"672","2016-01-29",3.7
"673","2016-02-01",3.71
"674","2016-02-02",3.88
"675","2016-02-03",3.95
"676","2016-02-04",3.95
"677","2016-02-05",3.95
"678","2016-02-08",3.79
"679","2016-02-09",3.63
"680","2016-02-10",3.6
"681","2016-02-11",3.45
"682","2016-02-12",3.51
"683","2016-02-16",3.52
"684","2016-02-17",3.63
"685","2016-02-18",3.63
"686","2016-02-19",3.63
"687","2016-02-22",3.61
"688","2016-02-23",3.68
"689","2016-02-24",3.46
"690","2016-02-25",3.46
"691","2016-02-26",3.47
"692","2016-02-29",3.54
"693","2016-03-01",3.76
"694","2016-03-02",3.77
"695","2016-03-03",3.77
"696","2016-03-04",3.77
"697","2016-03-07",3.93
"698","2016-03-08",3.93
"699","2016-03-09",3.99
"700","2016-03-10",4.13
"701","2016-03-11",4.06
"702","2016-03-14",4.06
"703","2016-03-15",4.06
"704","2016-03-16",3.9
"705","2016-03-17",3.8
"706","2016-03-18",3.86
"707","2016-03-21",3.86
"708","2016-03-22",3.81
"709","2016-03-23",3.89
"710","2016-03-24",3.89
"711","2016-03-28",3.91
"712","2016-03-29",3.74
"713","2016-03-30",3.91
"714","2016-03-31",3.83
"715","2016-04-01",3.83
"716","2016-04-04",3.79
"717","2016-04-05",3.79
"718","2016-04-06",3.78
"719","2016-04-07",3.8
"720","2016-04-08",3.89
"721","2016-04-11",3.81
"722","2016-04-12",3.84
"723","2016-04-13",3.84
"724","2016-04-14",3.94
"725","2016-04-15",3.88
"726","2016-04-18",3.89
"727","2016-04-19",3.87
"728","2016-04-20",3.84
"729","2016-04-21",3.94
"730","2016-04-22",4.06
"731","2016-04-25",4.06
"732","2016-04-26",3.93
"733","2016-04-27",3.93
"734","2016-04-28",3.93
"735","2016-04-29",3.93
"736","2016-05-02",4.15
"737","2016-05-03",4.16
"738","2016-05-04",4.16
"739","2016-05-05",4.09
"740","2016-05-06",4.09
"741","2016-05-09",3.89
"742","2016-05-10",3.89
"743","2016-05-11",3.89
"744","2016-05-12",3.97
"745","2016-05-13",3.99
"746","2016-05-16",3.99
"747","2016-05-17",3.8
"748","2016-05-18",3.85
"749","2016-05-19",3.69
"750","2016-05-20",3.68
"751","2016-05-23",3.7
"752","2016-05-24",3.7
"753","2016-05-25",3.67
"754","2016-05-26",3.72
"755","2016-05-27",3.72
"756","2016-05-31",3.66
"757","2016-06-01",3.66
"758","2016-06-02",3.75
"759","2016-06-03",3.71
"760","2016-06-06",3.72
"761","2016-06-07",3.71
"762","2016-06-08",3.71
"763","2016-06-09",3.71
"764","2016-06-10",3.75
"765","2016-06-13",3.71
"766","2016-06-14",3.7
"767","2016-06-15",3.73
"768","2016-06-16",3.74
"769","2016-06-17",3.83
"770","2016-06-20",3.8
"771","2016-06-21",3.72
"772","2016-06-22",3.7
"773","2016-06-23",3.68
"774","2016-06-24",3.65
"775","2016-06-27",3.62
"776","2016-06-28",3.65
"777","2016-06-29",3.68
"778","2016-06-30",3.67
"779","2016-07-01",3.65
"780","2016-07-05",3.63
"781","2016-07-06",3.7
"782","2016-07-07",3.7
"783","2016-07-08",3.7
"784","2016-07-11",3.7
"785","2016-07-12",3.8
"786","2016-07-13",3.8
"787","2016-07-14",3.92
"788","2016-07-15",3.93
"789","2016-07-18",3.85
"790","2016-07-19",3.88
"791","2016-07-20",3.94
"792","2016-07-21",3.92
"793","2016-07-22",3.85
"794","2016-07-25",3.96
"795","2016-07-26",3.94
"796","2016-07-27",3.97
"797","2016-07-28",3.96
"798","2016-07-29",3.96
"799","2016-08-01",4.04
"800","2016-08-02",4.13
"801","2016-08-03",4.1
"802","2016-08-04",4.1
"803","2016-08-05",4.1
"804","2016-08-08",4.15
"805","2016-08-09",4.04
"806","2016-08-10",4.04
"807","2016-08-11",4.1
"808","2016-08-12",4.1
"809","2016-08-15",4.1
"810","2016-08-16",4.12
"811","2016-08-17",4.15
"812","2016-08-18",4.2
"813","2016-08-19",4.25
"814","2016-08-22",4.48
"815","2016-08-23",4.53
"816","2016-08-24",4.5
"817","2016-08-25",4.37
"818","2016-08-26",4.53
"819","2016-08-29",4.53
"820","2016-08-30",4.89
"821","2016-08-31",4.82
"822","2016-09-01",4.85
"823","2016-09-02",4.8
"824","2016-09-06",4.8
"825","2016-09-07",4.84
"826","2016-09-08",4.89
"827","2016-09-09",4.84
"828","2016-09-12",4.81
"829","2016-09-13",4.9
"830","2016-09-14",4.71
"831","2016-09-15",4.73
"832","2016-09-16",4.79
"833","2016-09-19",4.84
"834","2016-09-20",4.8
"835","2016-09-21",4.72
"836","2016-09-22",4.95
"837","2016-09-23",4.96
"838","2016-09-26",5.24
"839","2016-09-27",5.16
"840","2016-09-28",5.14
"841","2016-09-29",5.04
"842","2016-09-30",5.13
"843","2016-10-03",5.05
"844","2016-10-04",5.09
"845","2016-10-05",5.1
"846","2016-10-06",5.25
"847","2016-10-07",5.35
"848","2016-10-10",5.83
"849","2016-10-11",5.67
"850","2016-10-12",5.63
"851","2016-10-13",5.77
"852","2016-10-14",5.71
"853","2016-10-17",5.67
"854","2016-10-18",5.45
"855","2016-10-19",5.52
"856","2016-10-20",5.8
"857","2016-10-21",5.57
"858","2016-10-24",5.55
"859","2016-10-25",5.75
"860","2016-10-26",6
"861","2016-10-27",6
"862","2016-10-28",5.95
"863","2016-10-31",5.75
"864","2016-11-01",5.7
"865","2016-11-02",5.45
"866","2016-11-03",5.5
"867","2016-11-04",5.45
"868","2016-11-07",5.5
"869","2016-11-08",5.45
"870","2016-11-09",5.45
"871","2016-11-10",5.45
"872","2016-11-11",5.4
"873","2016-11-14",5.35
"874","2016-11-15",5.4
"875","2016-11-16",5.5
"876","2016-11-17",5.35
"877","2016-11-18",5.35
"878","2016-11-21",5.2
"879","2016-11-22",5.2
"880","2016-11-23",5.18
"881","2016-11-25",5.25
"882","2016-11-28",5.5
"883","2016-11-29",5.75
"884","2016-11-30",5.55
"885","2016-12-01",5.55
"886","2016-12-02",5.8
"887","2016-12-05",5.8
"888","2016-12-06",5.8
"889","2016-12-07",5.75
"890","2016-12-08",5.85
"891","2016-12-09",5.85
"892","2016-12-12",6
"893","2016-12-13",5.75
"894","2016-12-14",5.5
"895","2016-12-15",5.3
"896","2016-12-16",5.35
"897","2016-12-19",5.5
"898","2016-12-20",5.7
"899","2016-12-21",5.75
"900","2016-12-22",5.65
"901","2016-12-23",5.55
"902","2016-12-27",5.55
"903","2016-12-28",5.5
"904","2016-12-29",5.4
"905","2016-12-30",5.45
"906","2017-01-03",5.85
"907","2017-01-04",6.03
"908","2017-01-05",6.05
"909","2017-01-06",6.08
"910","2017-01-09",6
"911","2017-01-10",5.95
"912","2017-01-11",5.98
"913","2017-01-12",6.15
"914","2017-01-13",6.13
"915","2017-01-17",6.18
"916","2017-01-18",6.2
"917","2017-01-19",6.1
"918","2017-01-20",6.1
"919","2017-01-23",5.77
"920","2017-01-24",6
"921","2017-01-25",5.95
"922","2017-01-26",6
"923","2017-01-27",6.05
"924","2017-01-30",6.1
"925","2017-01-31",6.24
"926","2017-02-01",6.4
"927","2017-02-02",6.45
"928","2017-02-03",6.6
"929","2017-02-06",6.49
"930","2017-02-07",6.55
"931","2017-02-08",6.75
"932","2017-02-09",6.8
"933","2017-02-10",6.85
"934","2017-02-13",7.15
"935","2017-02-14",7.18
"936","2017-02-15",7.15
"937","2017-02-16",7.1
"938","2017-02-17",7.05
"939","2017-02-21",7.1
"940","2017-02-22",7.15
"941","2017-02-23",7.1
"942","2017-02-24",7.2
"943","2017-02-27",6.98
"944","2017-02-28",6.95
"945","2017-03-01",7
"946","2017-03-02",7
"947","2017-03-03",7
"948","2017-03-06",6.9
"949","2017-03-07",6.9
"950","2017-03-08",6.95
"951","2017-03-09",6.95
"952","2017-03-10",7.05
"953","2017-03-13",7
"954","2017-03-14",6.95
"955","2017-03-15",6.95
"956","2017-03-16",7.02
"957","2017-03-17",7.1
"958","2017-03-20",6.95
"959","2017-03-21",6.98
"960","2017-03-22",6.9
"961","2017-03-23",6.85
"962","2017-03-24",6.9
"963","2017-03-27",6.7
"964","2017-03-28",6.8
"965","2017-03-29",6.8
"966","2017-03-30",6.8
"967","2017-03-31",6.8
"968","2017-04-03",6.83
"969","2017-04-04",7
"970","2017-04-05",7.1
"971","2017-04-06",7.1
"972","2017-04-07",7.1
"973","2017-04-10",7
"974","2017-04-11",7
"975","2017-04-12",7.05
"976","2017-04-13",6.9
"977","2017-04-17",7.03
"978","2017-04-18",7
"979","2017-04-19",6.9
"980","2017-04-20",6.85
"981","2017-04-21",6.94
"982","2017-04-24",7.18
"983","2017-04-25",7.2
"984","2017-04-26",7.2
"985","2017-04-27",7.2
"986","2017-04-28",7.15
"987","2017-05-01",7.1
"988","2017-05-02",7.15
"989","2017-05-03",7.25
"990","2017-05-04",7.2
"991","2017-05-05",7.23
"992","2017-05-08",7
"993","2017-05-09",7.1
"994","2017-05-10",7.25
"995","2017-05-11",7.25
"996","2017-05-12",7.3
"997","2017-05-15",7.24
"998","2017-05-16",7.15
"999","2017-05-17",6.95
"1000","2017-05-18",6.75
"1001","2017-05-19",6.85
