"","date","SBT"
"350","2019-04-10",9.84
"351","2019-04-11",10
"352","2019-04-12",10.07
"353","2019-04-15",9.88
"354","2019-04-16",9.93
"355","2019-04-17",9.86
"356","2019-04-18",9.74
"357","2019-04-22",9.54
"358","2019-04-23",9.76
"359","2019-04-24",9.78
"360","2019-04-25",9.59
"361","2019-04-26",9.63
"362","2019-04-29",9.96
"363","2019-04-30",9.79
"364","2019-05-01",9.55
"365","2019-05-02",9.81
"366","2019-05-03",9.87
"367","2019-05-06",9.87
"368","2019-05-07",9.92
"369","2019-05-08",9.96
"370","2019-05-09",10.04
"371","2019-05-10",10.07
"372","2019-05-13",9.74
"373","2019-05-14",9.87
"374","2019-05-15",9.81
"375","2019-05-16",9.86
"376","2019-05-17",9.86
"377","2019-05-20",9.96
"378","2019-05-21",10.07
"379","2019-05-22",10
"380","2019-05-23",9.56
"381","2019-05-24",9.68
"382","2019-05-28",9.53
"383","2019-05-29",9.37
"384","2019-05-30",9.17
"385","2019-05-31",8.89
"386","2019-06-03",9.18
"387","2019-06-04",9.49
"388","2019-06-05",9.44
"389","2019-06-06",9.41
"390","2019-06-07",9.58
"391","2019-06-10",9.67
"392","2019-06-11",9.77
"393","2019-06-12",9.8
"394","2019-06-13",9.73
"395","2019-06-14",9.82
"396","2019-06-17",10.19
"397","2019-06-18",10.17
"398","2019-06-19",9.91
"399","2019-06-20",9.82
"400","2019-06-21",10.06
"401","2019-06-24",9.9
"402","2019-06-25",9.71
"403","2019-06-26",9.78
"404","2019-06-27",10.04
"405","2019-06-28",9.97
"406","2019-07-01",9.91
"407","2019-07-02",10.06
"408","2019-07-03",10.04
"409","2019-07-05",10.1
"410","2019-07-08",10.05
"411","2019-07-09",10.28
"412","2019-07-10",10.05
"413","2019-07-11",9.87
"414","2019-07-12",10.08
"415","2019-07-15",9.94
"416","2019-07-16",9.93
"417","2019-07-17",10.05
"418","2019-07-18",10.08
"419","2019-07-19",9.93
"420","2019-07-22",9.98
"421","2019-07-23",9.95
"422","2019-07-24",10.24
"423","2019-07-25",10.01
"424","2019-07-26",9.93
"425","2019-07-29",9.86
"426","2019-07-30",9.82
"427","2019-07-31",9.82
"428","2019-08-01",9.69
"429","2019-08-02",9.67
"430","2019-08-05",9.48
"431","2019-08-06",9.45
"432","2019-08-07",9.35
"433","2019-08-08",9.24
"434","2019-08-09",9.31
"435","2019-08-12",9.09
"436","2019-08-13",9.14
"437","2019-08-14",9.02
"438","2019-08-15",9.05
"439","2019-08-16",9.46
"440","2019-08-19",9.6
"441","2019-08-20",9.63
"442","2019-08-21",9.62
"443","2019-08-22",9.72
"444","2019-08-23",9.47
"445","2019-08-26",9.66
"446","2019-08-27",9.22
"447","2019-08-28",9.44
"448","2019-08-29",9.38
"449","2019-08-30",9.33
"450","2019-09-03",9.13
"451","2019-09-04",9.21
"452","2019-09-05",9.44
"453","2019-09-06",9.3
"454","2019-09-09",9.66
"455","2019-09-10",9.85
"456","2019-09-11",10.01
"457","2019-09-12",10.03
"458","2019-09-13",10.17
"459","2019-09-16",10.05
"460","2019-09-17",10.06
"461","2019-09-18",9.93
"462","2019-09-19",9.87
"463","2019-09-20",10.12
"464","2019-09-23",10.05
"465","2019-09-24",9.97
"466","2019-09-25",9.94
"467","2019-09-26",9.9
"468","2019-09-27",9.72
"469","2019-09-30",9.76
"470","2019-10-01",9.74
"471","2019-10-02",9.93
"472","2019-10-03",9.75
"473","2019-10-04",9.84
"474","2019-10-07",9.85
"475","2019-10-08",9.81
"476","2019-10-09",9.93
"477","2019-10-10",9.87
"478","2019-10-11",9.91
"479","2019-10-14",9.95
"480","2019-10-15",9.95
"481","2019-10-16",9.95
"482","2019-10-17",10
"483","2019-10-18",9.99
"484","2019-10-21",10
"485","2019-10-22",9.99
"486","2019-10-23",10
"487","2019-10-24",9.95
"488","2019-10-25",10
"489","2019-10-28",10
"490","2019-10-29",9.78
"491","2019-10-30",9.7
"492","2019-10-31",9.69
"493","2019-11-01",9.75
"494","2019-11-04",9.85
"495","2019-11-05",10
"496","2019-11-06",9.99
"497","2019-11-07",10
"498","2019-11-08",10.01
"499","2019-11-11",10.05
"500","2019-11-12",9.99
"501","2019-11-13",9.94
"502","2019-11-14",9.94
"503","2019-11-15",9.92
"504","2019-11-18",9.9
"505","2019-11-19",9.93
"506","2019-11-20",9.85
"507","2019-11-21",9.87
"508","2019-11-22",9.9
"509","2019-11-25",9.7
"510","2019-11-26",9.66
"511","2019-11-27",9.62
"512","2019-11-29",9.69
"513","2019-12-02",9.6
"514","2019-12-03",9.5
"515","2019-12-04",9.48
"516","2019-12-05",9.47
"517","2019-12-06",9.45
"518","2019-12-09",7.29
"519","2019-12-10",7.02
"520","2019-12-11",7.01
"521","2019-12-12",7.27
"522","2019-12-13",7.13
"523","2019-12-16",7.45
"524","2019-12-17",7.74
"525","2019-12-18",7.76
"526","2019-12-19",7.75
"527","2019-12-20",7.93
"528","2019-12-23",7.85
"529","2019-12-24",7.89
"530","2019-12-26",7.84
"531","2019-12-27",7.99
"532","2019-12-30",8.03
"533","2019-12-31",8.1
"534","2020-01-02",8.14
"535","2020-01-03",7.95
"536","2020-01-06",7.89
"537","2020-01-07",7.8
"538","2020-01-08",7.85
"539","2020-01-09",7.94
"540","2020-01-10",7.83
"541","2020-01-13",7.9
"542","2020-01-14",7.8
"543","2020-01-15",7.7
"544","2020-01-16",7.85
"545","2020-01-17",7.67
"546","2020-01-21",7.57
"547","2020-01-22",7.43
"548","2020-01-23",7.4
"549","2020-01-24",7.45
"550","2020-01-27",7.63
"551","2020-01-28",7.63
"552","2020-01-29",7.68
"553","2020-01-30",7.66
"554","2020-01-31",7.33
"555","2020-02-03",7.49
"556","2020-02-04",7.41
"557","2020-02-05",7.39
"558","2020-02-06",7.3
"559","2020-02-07",7.24
"560","2020-02-10",7.26
"561","2020-02-11",7.2
"562","2020-02-12",7.3
"563","2020-02-13",7.34
"564","2020-02-14",7.32
"565","2020-02-18",7.23
"566","2020-02-19",7.15
"567","2020-02-20",7.26
"568","2020-02-21",7.15
"569","2020-02-24",7.18
"570","2020-02-25",7.09
"571","2020-02-26",7.18
"572","2020-02-27",7.1
"573","2020-02-28",7
"574","2020-03-02",7.1
"575","2020-03-03",7.1
"576","2020-03-04",7.11
"577","2020-03-05",6.81
"578","2020-03-06",6.67
"579","2020-03-09",4.88
"580","2020-03-10",4.85
"581","2020-03-11",4.34
"582","2020-03-12",4.21
"583","2020-03-13",4.32
"584","2020-03-16",3.94
"585","2020-03-17",4.54
"586","2020-03-18",2.94
"587","2020-03-19",3.08
"588","2020-03-20",3.2
"589","2020-03-23",3.19
"590","2020-03-24",4.25
"591","2020-03-25",4.65
"592","2020-03-26",4.24
"593","2020-03-27",3.9
"594","2020-03-30",3.82
"595","2020-03-31",4.3
"596","2020-04-01",3.85
"597","2020-04-02",3.5
"598","2020-04-03",3.3
"599","2020-04-06",3.61
"600","2020-04-07",3.43
"601","2020-04-08",3.9
"602","2020-04-09",3.94
"603","2020-04-13",3.78
"604","2020-04-14",3.68
"605","2020-04-15",3.36
"606","2020-04-16",3.16
"607","2020-04-17",3.14
"608","2020-04-20",3.11
"609","2020-04-21",2.9
"610","2020-04-22",2.78
"611","2020-04-23",2.76
"612","2020-04-24",2.76
"613","2020-04-27",3.14
"614","2020-04-28",3.17
"615","2020-04-29",4.08
"616","2020-04-30",3.61
"617","2020-05-01",3.35
"618","2020-05-04",3.49
"619","2020-05-05",3.27
"620","2020-05-06",3.12
"621","2020-05-07",3.25
"622","2020-05-08",3.56
"623","2020-05-11",3.5
"624","2020-05-12",3.15
"625","2020-05-13",3.07
"626","2020-05-14",3.02
"627","2020-05-15",2.83
"628","2020-05-18",2.92
"629","2020-05-19",2.81
"630","2020-05-20",2.83
"631","2020-05-21",2.76
"632","2020-05-22",2.76
"633","2020-05-26",2.65
"634","2020-05-27",2.97
"635","2020-05-28",3.07
"636","2020-05-29",2.85
"637","2020-06-01",2.76
"638","2020-06-02",2.68
"639","2020-06-03",2.89
"640","2020-06-04",3.74
"641","2020-06-05",3.78
"642","2020-06-08",4.08
"643","2020-06-09",3.81
"644","2020-06-10",4.16
"645","2020-06-11",3.67
"646","2020-06-12",3.71
"647","2020-06-15",3.74
"648","2020-06-16",3.58
"649","2020-06-17",3.41
"650","2020-06-18",3.2
"651","2020-06-19",3.29
"652","2020-06-22",3.22
"653","2020-06-23",3.24
"654","2020-06-24",3.08
"655","2020-06-25",3.08
"656","2020-06-26",3.15
"657","2020-06-29",3.39
"658","2020-06-30",3.58
"659","2020-07-01",3.48
"660","2020-07-02",3.46
"661","2020-07-06",3.6
"662","2020-07-07",3.3
"663","2020-07-08",3.4
"664","2020-07-09",3.23
"665","2020-07-10",3.3
"666","2020-07-13",3.315
"667","2020-07-14",3.27
"668","2020-07-15",3.44
"669","2020-07-16",3.38
"670","2020-07-17",3.45
"671","2020-07-20",3.31
"672","2020-07-21",3.44
"673","2020-07-22",3.35
"674","2020-07-23",3.22
"675","2020-07-24",3.18
"676","2020-07-27",3.24
"677","2020-07-28",3.22
"678","2020-07-29",3.16
"679","2020-07-30",3.1
"680","2020-07-31",3.05
"681","2020-08-03",3.13
"682","2020-08-04",3.02
"683","2020-08-05",3.02
"684","2020-08-06",3.09
"685","2020-08-07",3.36
"686","2020-08-10",3.44
"687","2020-08-11",3.56
"688","2020-08-12",3.5
"689","2020-08-13",3.45
"690","2020-08-14",3.47
"691","2020-08-17",3.46
"692","2020-08-18",3.43
"693","2020-08-19",3.29
"694","2020-08-20",3.2
"695","2020-08-21",3.04
"696","2020-08-24",3.1
"697","2020-08-25",3.07
"698","2020-08-26",3.03
"699","2020-08-27",3
"700","2020-08-28",3.03
"701","2020-08-31",2.97
"702","2020-09-01",3.01
"703","2020-09-02",2.97
"704","2020-09-03",3.02
"705","2020-09-04",3.18
"706","2020-09-08",3.06
"707","2020-09-09",3.08
"708","2020-09-10",3.05
"709","2020-09-11",3
"710","2020-09-14",3.03
"711","2020-09-15",3.03
"712","2020-09-16",3.04
"713","2020-09-17",3.04
"714","2020-09-18",2.97
"715","2020-09-21",3
"716","2020-09-22",3.03
"717","2020-09-23",3
"718","2020-09-24",3.01
"719","2020-09-25",3.05
"720","2020-09-28",3.15
"721","2020-09-29",3.05
"722","2020-09-30",3.01
"723","2020-10-01",3.03
"724","2020-10-02",3.14
"725","2020-10-05",3.18
"726","2020-10-06",3.13
"727","2020-10-07",3.46
"728","2020-10-08",3.59
"729","2020-10-09",3.54
"730","2020-10-12",3.57
"731","2020-10-13",3.74
"732","2020-10-14",3.81
"733","2020-10-15",3.85
"734","2020-10-16",3.85
"735","2020-10-19",3.77
"736","2020-10-20",3.88
"737","2020-10-21",3.87
"738","2020-10-22",3.89
"739","2020-10-23",3.95
"740","2020-10-26",3.82
"741","2020-10-27",3.75
"742","2020-10-28",3.72
"743","2020-10-29",3.5
"744","2020-10-30",3.53
"745","2020-11-02",3.55
"746","2020-11-03",3.6
"747","2020-11-04",3.4
"748","2020-11-05",3.4
"749","2020-11-06",3.39
"750","2020-11-09",3.74
"751","2020-11-10",3.89
"752","2020-11-11",3.83
"753","2020-11-12",3.6
"754","2020-11-13",3.67
"755","2020-11-16",3.75
"756","2020-11-17",3.78
"757","2020-11-18",3.66
"758","2020-11-19",3.57
"759","2020-11-20",3.44
"760","2020-11-23",3.52
"761","2020-11-24",3.74
"762","2020-11-25",3.8
"763","2020-11-27",3.88
