"","date","CWEN"
"80","2015-09-08",15.66
"81","2015-09-09",15.26
"82","2015-09-10",14.92
"83","2015-09-11",14.58
"84","2015-09-14",14.36
"85","2015-09-15",14.84
"86","2015-09-16",15.35
"87","2015-09-17",15.43
"88","2015-09-18",15.63
"89","2015-09-21",15.17
"90","2015-09-22",14.52
"91","2015-09-23",14
"92","2015-09-24",13.53
"93","2015-09-25",12.8
"94","2015-09-28",12.04
"95","2015-09-29",11.44
"96","2015-09-30",11.61
"97","2015-10-01",11.56
"98","2015-10-02",12.93
"99","2015-10-05",14.4
"100","2015-10-06",14.37
"101","2015-10-07",14.71
"102","2015-10-08",14.92
"103","2015-10-09",14.94
"104","2015-10-12",14.04
"105","2015-10-13",14.05
"106","2015-10-14",14.35
"107","2015-10-15",15.05
"108","2015-10-16",14.54
"109","2015-10-19",14.6
"110","2015-10-20",14.71
"111","2015-10-21",14.21
"112","2015-10-22",14.53
"113","2015-10-23",14.02
"114","2015-10-26",13.52
"115","2015-10-27",13.06
"116","2015-10-28",13.57
"117","2015-10-29",14.17
"118","2015-10-30",14.44
"119","2015-11-02",14.98
"120","2015-11-03",15.06
"121","2015-11-04",15.99
"122","2015-11-05",15.97
"123","2015-11-06",16.459999
"124","2015-11-09",16.59
"125","2015-11-10",16.559999
"126","2015-11-11",15.85
"127","2015-11-12",14.85
"128","2015-11-13",14.68
"129","2015-11-16",15.46
"130","2015-11-17",14.75
"131","2015-11-18",14.96
"132","2015-11-19",14.81
"133","2015-11-20",14.32
"134","2015-11-23",14.5
"135","2015-11-24",15.29
"136","2015-11-25",14.85
"137","2015-11-27",13.86
"138","2015-11-30",14.14
"139","2015-12-01",14.03
"140","2015-12-02",13.09
"141","2015-12-03",13.08
"142","2015-12-04",12.55
"143","2015-12-07",11.95
"144","2015-12-08",12.3
"145","2015-12-09",13.15
"146","2015-12-10",13
"147","2015-12-11",12.29
"148","2015-12-14",11.73
"149","2015-12-15",12.43
"150","2015-12-16",13.95
"151","2015-12-17",14.58
"152","2015-12-18",14.77
"153","2015-12-21",14.37
"154","2015-12-22",14.85
"155","2015-12-23",15.17
"156","2015-12-24",15.1
"157","2015-12-28",14.98
"158","2015-12-29",14.74
"159","2015-12-30",14.52
"160","2015-12-31",14.76
"161","2016-01-04",14.82
"162","2016-01-05",14.5
"163","2016-01-06",13.95
"164","2016-01-07",13.21
"165","2016-01-08",13.19
"166","2016-01-11",13.5
"167","2016-01-12",13.01
"168","2016-01-13",12.49
"169","2016-01-14",13.26
"170","2016-01-15",12.64
"171","2016-01-19",12.13
"172","2016-01-20",11.97
"173","2016-01-21",12.37
"174","2016-01-22",12.85
"175","2016-01-25",12.17
"176","2016-01-26",12.6
"177","2016-01-27",13
"178","2016-01-28",13.26
"179","2016-01-29",13.24
"180","2016-02-01",13.04
"181","2016-02-02",13.31
"182","2016-02-03",13.17
"183","2016-02-04",12.93
"184","2016-02-05",12.35
"185","2016-02-08",12.1
"186","2016-02-09",12.09
"187","2016-02-10",11.67
"188","2016-02-11",10.89
"189","2016-02-12",11.11
"190","2016-02-16",11.61
"191","2016-02-17",12.73
"192","2016-02-18",12.7
"193","2016-02-19",12.69
"194","2016-02-22",12.7
"195","2016-02-23",12.04
"196","2016-02-24",12.52
"197","2016-02-25",12.86
"198","2016-02-26",12.44
"199","2016-02-29",13.07
"200","2016-03-01",13.76
"201","2016-03-02",13.72
"202","2016-03-03",13.72
"203","2016-03-04",13.5
"204","2016-03-07",13.8
"205","2016-03-08",13.63
"206","2016-03-09",13.89
"207","2016-03-10",14.31
"208","2016-03-11",14.77
"209","2016-03-14",14.45
"210","2016-03-15",14.05
"211","2016-03-16",14.06
"212","2016-03-17",14.06
"213","2016-03-18",14.04
"214","2016-03-21",14.15
"215","2016-03-22",14.07
"216","2016-03-23",13.38
"217","2016-03-24",13.69
"218","2016-03-28",13.73
"219","2016-03-29",14.36
"220","2016-03-30",14.17
"221","2016-03-31",14.24
"222","2016-04-01",14.43
"223","2016-04-04",14.13
"224","2016-04-05",14.04
"225","2016-04-06",14.07
"226","2016-04-07",14.09
"227","2016-04-08",14.31
"228","2016-04-11",14.4
"229","2016-04-12",14.5
"230","2016-04-13",14.65
"231","2016-04-14",14.77
"232","2016-04-15",14.88
"233","2016-04-18",14.87
"234","2016-04-19",15.2
"235","2016-04-20",14.71
"236","2016-04-21",14.75
"237","2016-04-22",15.19
"238","2016-04-25",15.66
"239","2016-04-26",16.09
"240","2016-04-27",16.280001
"241","2016-04-28",16.209999
"242","2016-04-29",16.18
"243","2016-05-02",16.360001
"244","2016-05-03",15.85
"245","2016-05-04",16.02
"246","2016-05-05",15.52
"247","2016-05-06",15.94
"248","2016-05-09",15.19
"249","2016-05-10",15.24
"250","2016-05-11",15.1
"251","2016-05-12",14.62
"252","2016-05-13",14.81
"253","2016-05-16",15.23
"254","2016-05-17",15.28
"255","2016-05-18",14.96
"256","2016-05-19",14.9
"257","2016-05-20",15.16
"258","2016-05-23",15.43
"259","2016-05-24",15.74
"260","2016-05-25",15.54
"261","2016-05-26",15.66
"262","2016-05-27",15.37
"263","2016-05-31",15.46
"264","2016-06-01",15.53
"265","2016-06-02",15.51
"266","2016-06-03",15.7
"267","2016-06-06",15.96
"268","2016-06-07",16.209999
"269","2016-06-08",16.67
"270","2016-06-09",16.58
"271","2016-06-10",15.82
"272","2016-06-13",15.6
"273","2016-06-14",15.18
"274","2016-06-15",14.95
"275","2016-06-16",14.73
"276","2016-06-17",14.98
"277","2016-06-20",14.82
"278","2016-06-21",14.53
"279","2016-06-22",14.48
"280","2016-06-23",14.91
"281","2016-06-24",14.7
"282","2016-06-27",14.59
"283","2016-06-28",15.2
"284","2016-06-29",15.64
"285","2016-06-30",15.59
"286","2016-07-01",16
"287","2016-07-05",15.72
"288","2016-07-06",15.56
"289","2016-07-07",15.52
"290","2016-07-08",15.84
"291","2016-07-11",16.290001
"292","2016-07-12",16.18
"293","2016-07-13",15.96
"294","2016-07-14",16.1
"295","2016-07-15",16.540001
"296","2016-07-18",16.639999
"297","2016-07-19",16.57
"298","2016-07-20",17.309999
"299","2016-07-21",17.6
"300","2016-07-22",17.469999
"301","2016-07-25",18.27
"302","2016-07-26",18.290001
"303","2016-07-27",17.9
"304","2016-07-28",17.959999
"305","2016-07-29",17.940001
"306","2016-08-01",17.559999
"307","2016-08-02",17.52
"308","2016-08-03",17.959999
"309","2016-08-04",18.02
"310","2016-08-05",18.08
"311","2016-08-08",17.77
"312","2016-08-09",17.18
"313","2016-08-10",17.09
"314","2016-08-11",17.66
"315","2016-08-12",17.549999
"316","2016-08-15",17.559999
"317","2016-08-16",17.07
"318","2016-08-17",16.799999
"319","2016-08-18",16.75
"320","2016-08-19",16.889999
"321","2016-08-22",16.91
"322","2016-08-23",17.299999
"323","2016-08-24",17.290001
"324","2016-08-25",17.440001
"325","2016-08-26",17.52
"326","2016-08-29",17.639999
"327","2016-08-30",17.049999
"328","2016-08-31",16.84
"329","2016-09-01",17.1
"330","2016-09-02",17.459999
"331","2016-09-06",17.67
"332","2016-09-07",18.110001
"333","2016-09-08",18.209999
"334","2016-09-09",17.25
"335","2016-09-12",17.51
"336","2016-09-13",16.5
"337","2016-09-14",17.059999
"338","2016-09-15",17.280001
"339","2016-09-16",16.700001
"340","2016-09-19",17.18
"341","2016-09-20",17.129999
"342","2016-09-21",17.719999
"343","2016-09-22",17.639999
"344","2016-09-23",17.48
"345","2016-09-26",17.120001
"346","2016-09-27",17.139999
"347","2016-09-28",17.24
"348","2016-09-29",17.16
"349","2016-09-30",16.959999
"350","2016-10-03",16.51
"351","2016-10-04",16.139999
"352","2016-10-05",16.309999
"353","2016-10-06",16.110001
"354","2016-10-07",15.79
"355","2016-10-10",15.75
"356","2016-10-11",15.75
"357","2016-10-12",15.55
"358","2016-10-13",15.4
"359","2016-10-14",15.45
"360","2016-10-17",15.4
"361","2016-10-18",15.75
"362","2016-10-19",15.95
"363","2016-10-20",15.95
"364","2016-10-21",16.15
"365","2016-10-24",15.7
"366","2016-10-25",15.8
"367","2016-10-26",15.45
"368","2016-10-27",15.3
"369","2016-10-28",15.1
"370","2016-10-31",15.4
"371","2016-11-01",15.4
"372","2016-11-02",14.75
"373","2016-11-03",15.05
"374","2016-11-04",15.5
"375","2016-11-07",16
"376","2016-11-08",16
"377","2016-11-09",14.5
"378","2016-11-10",14.55
"379","2016-11-11",15
"380","2016-11-14",15.3
"381","2016-11-15",15.4
"382","2016-11-16",15.2
"383","2016-11-17",15.5
"384","2016-11-18",15.5
"385","2016-11-21",15.5
"386","2016-11-22",15.9
"387","2016-11-23",16.25
"388","2016-11-25",16.1
"389","2016-11-28",16.35
"390","2016-11-29",15.65
"391","2016-11-30",15.35
"392","2016-12-01",15.05
"393","2016-12-02",14.9
"394","2016-12-05",15.05
"395","2016-12-06",15.2
"396","2016-12-07",15.6
"397","2016-12-08",15.9
"398","2016-12-09",16.049999
"399","2016-12-12",15.85
"400","2016-12-13",16
"401","2016-12-14",15.75
"402","2016-12-15",15.7
"403","2016-12-16",15.6
"404","2016-12-19",15.75
"405","2016-12-20",15.9
"406","2016-12-21",15.75
"407","2016-12-22",15.7
"408","2016-12-23",15.8
"409","2016-12-27",15.9
"410","2016-12-28",16
"411","2016-12-29",16.15
"412","2016-12-30",15.8
"413","2017-01-03",15.7
"414","2017-01-04",15.85
"415","2017-01-05",15.9
"416","2017-01-06",15.9
"417","2017-01-09",15.8
"418","2017-01-10",15.9
"419","2017-01-11",16
"420","2017-01-12",15.65
"421","2017-01-13",15.65
"422","2017-01-17",16.6
"423","2017-01-18",16.549999
"424","2017-01-19",16.5
"425","2017-01-20",16.85
"426","2017-01-23",17
"427","2017-01-24",17.200001
"428","2017-01-25",17.299999
"429","2017-01-26",16.9
"430","2017-01-27",16.6
"431","2017-01-30",16.5
"432","2017-01-31",16.950001
"433","2017-02-01",16.799999
"434","2017-02-02",16.700001
"435","2017-02-03",17.25
"436","2017-02-06",17
"437","2017-02-07",16.9
"438","2017-02-08",17.4
"439","2017-02-09",17.450001
"440","2017-02-10",17.6
"441","2017-02-13",17.450001
"442","2017-02-14",17.75
"443","2017-02-15",17.799999
"444","2017-02-16",17.65
"445","2017-02-17",17.5
"446","2017-02-21",17.799999
"447","2017-02-22",17.700001
"448","2017-02-23",17.9
"449","2017-02-24",18
"450","2017-02-27",17.549999
"451","2017-02-28",17.4
"452","2017-03-01",17.15
"453","2017-03-02",17.1
"454","2017-03-03",17.1
"455","2017-03-06",16.9
"456","2017-03-07",16.65
"457","2017-03-08",16.5
"458","2017-03-09",16.700001
"459","2017-03-10",16.5
"460","2017-03-13",16.5
"461","2017-03-14",16.5
"462","2017-03-15",16.950001
"463","2017-03-16",17.1
"464","2017-03-17",17.049999
"465","2017-03-20",16.950001
"466","2017-03-21",16.9
"467","2017-03-22",16.75
"468","2017-03-23",16.799999
"469","2017-03-24",16.950001
"470","2017-03-27",17.15
"471","2017-03-28",17.299999
"472","2017-03-29",17.450001
"473","2017-03-30",17.6
"474","2017-03-31",17.700001
"475","2017-04-03",17.299999
"476","2017-04-04",17.5
"477","2017-04-05",17.5
"478","2017-04-06",17.5
"479","2017-04-07",17.35
"480","2017-04-10",17.549999
"481","2017-04-11",17.75
"482","2017-04-12",17.85
"483","2017-04-13",17.200001
"484","2017-04-17",17.5
"485","2017-04-18",17.4
"486","2017-04-19",17.200001
"487","2017-04-20",17.299999
"488","2017-04-21",17.450001
"489","2017-04-24",17.549999
"490","2017-04-25",17.549999
"491","2017-04-26",17.549999
"492","2017-04-27",17.6
"493","2017-04-28",17.700001
"494","2017-05-01",17.25
"495","2017-05-02",17.299999
"496","2017-05-03",16.85
"497","2017-05-04",16.65
"498","2017-05-05",17.1
"499","2017-05-08",17.049999
"500","2017-05-09",17
"501","2017-05-10",17.15
"502","2017-05-11",17.1
"503","2017-05-12",17.1
"504","2017-05-15",17.299999
"505","2017-05-16",17.200001
"506","2017-05-17",17.15
"507","2017-05-18",17.049999
"508","2017-05-19",17.4
"509","2017-05-22",17.75
"510","2017-05-23",17.6
"511","2017-05-24",18
"512","2017-05-25",18.049999
"513","2017-05-26",18.35
"514","2017-05-30",17.85
"515","2017-05-31",17.700001
"516","2017-06-01",18
"517","2017-06-02",17.9
"518","2017-06-05",17.65
"519","2017-06-06",17.65
"520","2017-06-07",17.549999
"521","2017-06-08",17.700001
"522","2017-06-09",17.75
"523","2017-06-12",17.6
"524","2017-06-13",17.700001
"525","2017-06-14",17.5
"526","2017-06-15",17.5
"527","2017-06-16",17.549999
"528","2017-06-19",17.299999
"529","2017-06-20",17.35
"530","2017-06-21",17.25
"531","2017-06-22",18.200001
"532","2017-06-23",17.799999
"533","2017-06-26",18.1
"534","2017-06-27",17.9
"535","2017-06-28",17.799999
"536","2017-06-29",17.700001
"537","2017-06-30",17.6
"538","2017-07-03",17.4
"539","2017-07-05",17.299999
"540","2017-07-06",17.15
"541","2017-07-07",17.1
"542","2017-07-10",17.4
"543","2017-07-11",17.15
"544","2017-07-12",17.6
"545","2017-07-13",17.450001
"546","2017-07-14",17.9
"547","2017-07-17",18.15
"548","2017-07-18",18.299999
"549","2017-07-19",18.450001
"550","2017-07-20",18.5
"551","2017-07-21",18.450001
"552","2017-07-24",18.6
"553","2017-07-25",18.4
"554","2017-07-26",18.450001
"555","2017-07-27",18.6
"556","2017-07-28",18.549999
"557","2017-07-31",18.6
"558","2017-08-01",18.549999
"559","2017-08-02",18.25
"560","2017-08-03",18.4
"561","2017-08-04",18.9
"562","2017-08-07",18.450001
"563","2017-08-08",18.35
"564","2017-08-09",18.299999
"565","2017-08-10",18.549999
"566","2017-08-11",18.549999
"567","2017-08-14",18.799999
"568","2017-08-15",18.85
"569","2017-08-16",18.799999
"570","2017-08-17",18.1
"571","2017-08-18",18.4
"572","2017-08-21",18.6
"573","2017-08-22",18.9
"574","2017-08-23",18.950001
"575","2017-08-24",18.9
"576","2017-08-25",18.85
"577","2017-08-28",18.6
"578","2017-08-29",18.65
"579","2017-08-30",18.25
"580","2017-08-31",18.5
"581","2017-09-01",18.700001
"582","2017-09-05",18.700001
"583","2017-09-06",18.4
"584","2017-09-07",18.1
"585","2017-09-08",18.4
"586","2017-09-11",18.6
"587","2017-09-12",18.450001
"588","2017-09-13",18.5
"589","2017-09-14",18.75
"590","2017-09-15",18.950001
"591","2017-09-18",18.75
"592","2017-09-19",18.799999
"593","2017-09-20",19
"594","2017-09-21",19.15
"595","2017-09-22",19.4
"596","2017-09-25",19.6
"597","2017-09-26",19.6
"598","2017-09-27",19.549999
"599","2017-09-28",19.6
"600","2017-09-29",19.299999
"601","2017-10-02",18.950001
"602","2017-10-03",18.950001
"603","2017-10-04",18.549999
"604","2017-10-05",18.799999
"605","2017-10-06",18.85
"606","2017-10-09",18.9
"607","2017-10-10",19
"608","2017-10-11",18.65
"609","2017-10-12",19.1
"610","2017-10-13",19.15
"611","2017-10-16",18.950001
"612","2017-10-17",18.950001
"613","2017-10-18",19
"614","2017-10-19",18.85
"615","2017-10-20",18.950001
"616","2017-10-23",18.65
"617","2017-10-24",18.75
"618","2017-10-25",18.65
"619","2017-10-26",18.549999
"620","2017-10-27",18.700001
"621","2017-10-30",18.549999
"622","2017-10-31",18.6
"623","2017-11-01",18.5
"624","2017-11-02",18.6
"625","2017-11-03",19.299999
"626","2017-11-06",19.25
"627","2017-11-07",19.6
"628","2017-11-08",19.549999
"629","2017-11-09",19.6
"630","2017-11-10",19.549999
"631","2017-11-13",19.65
"632","2017-11-14",19.950001
"633","2017-11-15",19.700001
"634","2017-11-16",19.75
"635","2017-11-17",19.700001
"636","2017-11-20",19.4
"637","2017-11-21",19.25
"638","2017-11-22",19.549999
"639","2017-11-24",19.6
"640","2017-11-27",19.6
"641","2017-11-28",19.75
"642","2017-11-29",19.65
"643","2017-11-30",19.049999
"644","2017-12-01",19.15
"645","2017-12-04",18.6
"646","2017-12-05",18.549999
"647","2017-12-06",18.450001
"648","2017-12-07",18.5
"649","2017-12-08",18.549999
"650","2017-12-11",18.799999
"651","2017-12-12",18.700001
"652","2017-12-13",18.700001
"653","2017-12-14",18.75
"654","2017-12-15",18.6
"655","2017-12-18",18.799999
"656","2017-12-19",18.6
"657","2017-12-20",18.450001
"658","2017-12-21",18.65
"659","2017-12-22",18.700001
"660","2017-12-26",18.799999
"661","2017-12-27",18.799999
"662","2017-12-28",18.9
"663","2017-12-29",18.9
"664","2018-01-02",19.4
"665","2018-01-03",19.200001
"666","2018-01-04",18.9
"667","2018-01-05",19
"668","2018-01-08",19.200001
"669","2018-01-09",18.950001
"670","2018-01-10",18.6
"671","2018-01-11",18.799999
"672","2018-01-12",18.700001
"673","2018-01-16",18.450001
"674","2018-01-17",18.4
"675","2018-01-18",18.5
"676","2018-01-19",18.549999
"677","2018-01-22",18.700001
"678","2018-01-23",19.15
"679","2018-01-24",19.1
"680","2018-01-25",19.25
"681","2018-01-26",19.15
"682","2018-01-29",18.85
"683","2018-01-30",18.9
"684","2018-01-31",18.9
"685","2018-02-01",18.85
"686","2018-02-02",18.450001
"687","2018-02-05",17.9
"688","2018-02-06",17.15
"689","2018-02-07",16.4
"690","2018-02-08",16.799999
"691","2018-02-09",16.85
"692","2018-02-12",16.549999
"693","2018-02-13",16.549999
"694","2018-02-14",16.299999
"695","2018-02-15",16.35
"696","2018-02-16",16.65
"697","2018-02-20",16.35
"698","2018-02-21",15.85
"699","2018-02-22",16.1
"700","2018-02-23",16.700001
"701","2018-02-26",16.450001
"702","2018-02-27",16.200001
"703","2018-02-28",15.65
"704","2018-03-01",16.4
"705","2018-03-02",16.4
"706","2018-03-05",16.299999
"707","2018-03-06",16.35
"708","2018-03-07",16.4
"709","2018-03-08",16.5
"710","2018-03-09",16.75
"711","2018-03-12",16.950001
"712","2018-03-13",16.799999
"713","2018-03-14",17.1
"714","2018-03-15",16.9
"715","2018-03-16",17
"716","2018-03-19",17.25
"717","2018-03-20",17.299999
"718","2018-03-21",17.25
"719","2018-03-22",17.4
"720","2018-03-23",17
"721","2018-03-26",17.25
"722","2018-03-27",17.049999
"723","2018-03-28",17.200001
"724","2018-03-29",17
"725","2018-04-02",16.950001
"726","2018-04-03",17.1
"727","2018-04-04",17.200001
"728","2018-04-05",17.35
"729","2018-04-06",17.25
"730","2018-04-09",17.5
"731","2018-04-10",17.299999
"732","2018-04-11",17.299999
"733","2018-04-12",16.950001
"734","2018-04-13",17.1
"735","2018-04-16",17.450001
"736","2018-04-17",17.65
"737","2018-04-18",17.6
"738","2018-04-19",17.65
"739","2018-04-20",17.65
"740","2018-04-23",17.75
"741","2018-04-24",17.799999
"742","2018-04-25",17.65
"743","2018-04-26",17.9
"744","2018-04-27",17.950001
"745","2018-04-30",17.799999
"746","2018-05-01",17.799999
"747","2018-05-02",17.75
"748","2018-05-03",18.1
"749","2018-05-04",18.35
"750","2018-05-07",18.35
"751","2018-05-08",17.65
"752","2018-05-09",17.5
"753","2018-05-10",17.85
"754","2018-05-11",17.75
"755","2018-05-14",17.799999
"756","2018-05-15",17.65
"757","2018-05-16",17.549999
"758","2018-05-17",17.4
"759","2018-05-18",17.5
"760","2018-05-21",17.549999
"761","2018-05-22",17.6
"762","2018-05-23",17.65
"763","2018-05-24",17.85
"764","2018-05-25",18
"765","2018-05-29",17.950001
"766","2018-05-30",17.950001
"767","2018-05-31",17.5
"768","2018-06-01",17.200001
"769","2018-06-04",17.5
"770","2018-06-05",17.25
"771","2018-06-06",17.1
"772","2018-06-07",17.15
"773","2018-06-08",17.049999
"774","2018-06-11",17.200001
"775","2018-06-12",17.6
"776","2018-06-13",17.549999
"777","2018-06-14",17.35
"778","2018-06-15",17.25
"779","2018-06-18",17.4
"780","2018-06-19",17.25
"781","2018-06-20",17
"782","2018-06-21",16.950001
"783","2018-06-22",17.200001
"784","2018-06-25",17.35
"785","2018-06-26",17.4
"786","2018-06-27",17.299999
"787","2018-06-28",17.299999
"788","2018-06-29",17.200001
"789","2018-07-02",17.35
"790","2018-07-03",17.549999
"791","2018-07-05",17.6
"792","2018-07-06",17.85
"793","2018-07-09",17.450001
"794","2018-07-10",17.549999
"795","2018-07-11",17.549999
"796","2018-07-12",17.75
"797","2018-07-13",17.9
"798","2018-07-16",18.15
"799","2018-07-17",18.1
"800","2018-07-18",17.950001
"801","2018-07-19",18.15
"802","2018-07-20",17.9
"803","2018-07-23",18
"804","2018-07-24",17.950001
"805","2018-07-25",17.85
"806","2018-07-26",18.15
"807","2018-07-27",18.049999
"808","2018-07-30",18.200001
"809","2018-07-31",18.6
"810","2018-08-01",18.450001
"811","2018-08-02",18.85
"812","2018-08-03",18.299999
"813","2018-08-06",18.65
"814","2018-08-07",18.6
"815","2018-08-08",18.799999
"816","2018-08-09",19.1
"817","2018-08-10",19
"818","2018-08-13",19.049999
"819","2018-08-14",19.450001
"820","2018-08-15",19.6
"821","2018-08-16",19.85
"822","2018-08-17",19.9
"823","2018-08-20",20.35
"824","2018-08-21",20.25
"825","2018-08-22",20.15
"826","2018-08-23",20.049999
"827","2018-08-24",20.4
"828","2018-08-27",20.5
"829","2018-08-28",20.200001
"830","2018-08-29",20.1
"831","2018-08-30",20.4
"832","2018-08-31",19.85
"833","2018-09-04",20.1
"834","2018-09-05",20
"835","2018-09-06",20.1
"836","2018-09-07",19.799999
"837","2018-09-10",19.700001
"838","2018-09-11",19.799999
"839","2018-09-12",20.1
"840","2018-09-13",20.200001
"841","2018-09-14",20.1
"842","2018-09-17",20.15
"843","2018-09-18",20.200001
"844","2018-09-19",19.799999
"845","2018-09-20",19.950001
"846","2018-09-21",20
"847","2018-09-24",19.85
"848","2018-09-25",19.200001
"849","2018-09-26",19.1
"850","2018-09-27",19.1
"851","2018-09-28",19.25
"852","2018-10-01",19.280001
"853","2018-10-02",19.469999
"854","2018-10-03",19.530001
"855","2018-10-04",19.43
"856","2018-10-05",19.530001
"857","2018-10-08",19.700001
"858","2018-10-09",19.85
"859","2018-10-10",19.66
"860","2018-10-11",19.459999
"861","2018-10-12",19.549999
"862","2018-10-15",19.65
"863","2018-10-16",19.9
"864","2018-10-17",19.719999
"865","2018-10-18",19.620001
"866","2018-10-19",19.780001
"867","2018-10-22",19.860001
"868","2018-10-23",19.6
"869","2018-10-24",19.549999
"870","2018-10-25",19.639999
"871","2018-10-26",19.4
"872","2018-10-29",19.33
"873","2018-10-30",19.6
"874","2018-10-31",19.610001
"875","2018-11-01",19.57
"876","2018-11-02",19.49
"877","2018-11-05",19.700001
"878","2018-11-06",19.610001
"879","2018-11-07",19.700001
"880","2018-11-08",19.860001
"881","2018-11-09",19.790001
"882","2018-11-12",19.610001
"883","2018-11-13",19.110001
"884","2018-11-14",17.09
"885","2018-11-15",16.370001
"886","2018-11-16",17.99
"887","2018-11-19",18.23
"888","2018-11-20",17.99
"889","2018-11-21",17.969999
"890","2018-11-23",18.01
"891","2018-11-26",18.120001
"892","2018-11-27",18.219999
"893","2018-11-28",18.27
"894","2018-11-29",18.299999
"895","2018-11-30",18.26
"896","2018-12-03",18.280001
"897","2018-12-04",18.1
"898","2018-12-06",18.18
"899","2018-12-07",18.23
"900","2018-12-10",18.049999
"901","2018-12-11",17.98
"902","2018-12-12",18
"903","2018-12-13",18.280001
"904","2018-12-14",18.24
"905","2018-12-17",17.43
"906","2018-12-18",17.309999
"907","2018-12-19",17.17
"908","2018-12-20",16.85
"909","2018-12-21",16.59
"910","2018-12-24",16.01
"911","2018-12-26",16.9
"912","2018-12-27",16.809999
"913","2018-12-28",17.209999
"914","2018-12-31",17.25
"915","2019-01-02",17.200001
"916","2019-01-03",17
"917","2019-01-04",17.629999
"918","2019-01-07",16.92
"919","2019-01-08",15.98
"920","2019-01-09",16.08
"921","2019-01-10",16.440001
"922","2019-01-11",16.24
"923","2019-01-14",14.3
"924","2019-01-15",14.09
"925","2019-01-16",14.38
"926","2019-01-17",15.02
"927","2019-01-18",15.35
"928","2019-01-22",15.17
"929","2019-01-23",15.55
"930","2019-01-24",16.15
"931","2019-01-25",15.14
"932","2019-01-28",15.25
"933","2019-01-29",15.28
"934","2019-01-30",14.8
"935","2019-01-31",15.09
"936","2019-02-01",15.1
"937","2019-02-04",15.04
"938","2019-02-05",14.24
"939","2019-02-06",14.25
"940","2019-02-07",14.4
"941","2019-02-08",14.43
"942","2019-02-11",14.64
"943","2019-02-12",14.68
"944","2019-02-13",13.4
"945","2019-02-14",14.15
"946","2019-02-15",14.51
"947","2019-02-19",14.29
"948","2019-02-20",14.23
"949","2019-02-21",14.44
"950","2019-02-22",14.6
"951","2019-02-25",14.54
"952","2019-02-26",14.5
"953","2019-02-27",14.83
"954","2019-02-28",14.99
"955","2019-03-01",14.51
"956","2019-03-04",14.81
"957","2019-03-05",14.79
"958","2019-03-06",15.11
"959","2019-03-07",14.85
"960","2019-03-08",14.76
"961","2019-03-11",15.2
"962","2019-03-12",15.16
"963","2019-03-13",14.95
"964","2019-03-14",14.69
"965","2019-03-15",14.72
"966","2019-03-18",14.73
"967","2019-03-19",14.5
"968","2019-03-20",14.49
"969","2019-03-21",14.78
"970","2019-03-22",14.7
"971","2019-03-25",14.73
"972","2019-03-26",14.94
"973","2019-03-27",14.95
"974","2019-03-28",14.96
"975","2019-03-29",15.11
"976","2019-04-01",14.96
"977","2019-04-02",15.13
"978","2019-04-03",15.11
"979","2019-04-04",15.16
"980","2019-04-05",15.15
"981","2019-04-08",15.07
"982","2019-04-09",15
"983","2019-04-10",15.21
