"","date","ICMB"
"1","2014-02-06",15.700099
"2","2014-02-07",15.839127
"3","2014-02-10",15.739821
"4","2014-02-11",15.749752
"5","2014-02-12",15.541211
"6","2014-02-13",15.590864
"7","2014-02-14",15.372394
"8","2014-02-18",15.466733
"9","2014-02-19",15.739821
"10","2014-02-20",15.938431
"11","2014-02-21",15.978153
"12","2014-02-24",15.799404
"13","2014-02-25",15.888779
"14","2014-02-26",15.789474
"15","2014-02-27",15.779543
"16","2014-02-28",15.412115
"17","2014-03-03",15.461767
"18","2014-03-04",15.561072
"19","2014-03-05",15.273088
"20","2014-03-06",15.362463
"21","2014-03-07",15.29295
"22","2014-03-10",15.491559
"23","2014-03-11",15.491559
"24","2014-03-12",15.491559
"25","2014-03-13",15.332671
"26","2014-03-14",15.580934
"27","2014-03-17",14.925521
"28","2014-03-18",14.965243
"29","2014-03-19",15.392254
"30","2014-03-20",15.084409
"31","2014-03-21",15.50149
"32","2014-03-24",15.223436
"33","2014-03-25",15.134062
"34","2014-03-26",15.054618
"35","2014-03-27",15.014895
"36","2014-03-28",14.915591
"37","2014-03-31",15.481628
"38","2014-04-01",14.970208
"39","2014-04-02",15.342602
"40","2014-04-03",15.243297
"41","2014-04-04",14.875869
"42","2014-04-07",14.478649
"43","2014-04-08",14.131083
"44","2014-04-09",14.041708
"45","2014-04-10",13.952333
"46","2014-04-11",13.207547
"47","2014-04-14",13.853029
"48","2014-04-15",13.813307
"49","2014-04-16",13.942403
"50","2014-04-17",13.694141
"51","2014-04-21",13.843099
"52","2014-04-22",14.09136
"53","2014-04-23",13.962264
"54","2014-04-24",13.66435
"55","2014-04-25",13.823237
"56","2014-04-28",14.08143
"57","2014-04-29",13.942403
"58","2014-04-30",14.041708
"59","2014-05-01",13.823237
"60","2014-05-02",13.87289
"61","2014-05-05",14.08143
"62","2014-05-06",13.803376
"63","2014-05-07",13.157895
"64","2014-05-08",12.999007
"65","2014-05-09",12.859981
"66","2014-05-12",12.949354
"67","2014-05-13",12.899702
"68","2014-05-14",13.167826
"69","2014-05-15",12.770606
"70","2014-05-16",13.217478
"71","2014-05-19",13.714002
"72","2014-05-20",13.644488
"73","2014-05-21",14.150944
"74","2014-05-22",14.309832
"75","2014-05-23",14.448858
"76","2014-05-27",14.359484
"77","2014-05-28",14.240317
"78","2014-05-29",13.714002
"79","2014-05-30",13.88282
"80","2014-06-02",14.28004
"81","2014-06-03",14.230388
"82","2014-06-04",14.260179
"83","2014-06-05",14.389276
"84","2014-06-06",14.419066
"85","2014-06-09",14.478649
"86","2014-06-10",14.49851
"87","2014-06-11",14.319761
"88","2014-06-12",14.011916
"89","2014-06-13",14.141013
"90","2014-06-16",13.992056
"91","2014-06-17",14.399205
"92","2014-06-18",14.180735
"93","2014-06-19",14.329692
"94","2014-06-20",14.369414
"95","2014-06-23",14.399205
"96","2014-06-24",14.250248
"97","2014-06-25",14.438928
"98","2014-06-26",14.369414
"99","2014-06-27",14.299901
"100","2014-06-30",14.458789
"101","2014-07-01",14.716981
"102","2014-07-02",14.528302
"103","2014-07-03",14.503476
"104","2014-07-07",14.349553
"105","2014-07-08",14.528302
"106","2014-07-09",14.131083
"107","2014-07-10",14.319761
"108","2014-07-11",14.48858
"109","2014-07-14",14.270109
"110","2014-07-15",14.49851
"111","2014-07-16",14.399205
"112","2014-07-17",14.210526
"113","2014-07-18",14.051639
"114","2014-07-21",13.912612
"115","2014-07-22",14.28004
"116","2014-07-23",14.076465
"117","2014-07-24",14.051639
"118","2014-07-25",13.862959
"119","2014-07-28",13.88282
"120","2014-07-29",13.733863
"121","2014-07-30",13.604767
"122","2014-07-31",13.306852
"123","2014-08-01",13.05859
"124","2014-08-04",13.296922
"125","2014-08-05",13.227408
"126","2014-08-06",12.989077
"127","2014-08-07",13.286991
"128","2014-08-08",13.207547
"129","2014-08-11",13.614697
"130","2014-08-12",13.525323
"131","2014-08-13",13.45581
"132","2014-08-14",13.118173
"133","2014-08-15",13.217478
"134","2014-08-18",13.366435
"135","2014-08-19",13.396227
"136","2014-08-20",13.624628
"137","2014-08-21",13.972195
