"","date","GLDD"
"345","2008-05-15",5.5
"346","2008-05-16",5.48
"347","2008-05-19",5.42
"348","2008-05-20",5.41
"349","2008-05-21",5.3
"350","2008-05-22",5.34
"351","2008-05-23",5.34
"352","2008-05-27",5.47
"353","2008-05-28",5.75
"354","2008-05-29",5.93
"355","2008-05-30",6.05
"356","2008-06-02",6.14
"357","2008-06-03",6.02
"358","2008-06-04",6.01
"359","2008-06-05",6.13
"360","2008-06-06",5.77
"361","2008-06-09",5.48
"362","2008-06-10",5.43
"363","2008-06-11",5.27
"364","2008-06-12",5.61
"365","2008-06-13",5.98
"366","2008-06-16",6.02
"367","2008-06-17",6
"368","2008-06-18",5.9
"369","2008-06-19",6.02
"370","2008-06-20",6.02
"371","2008-06-23",6.13
"372","2008-06-24",6.07
"373","2008-06-25",6.12
"374","2008-06-26",5.9
"375","2008-06-27",6.1
"376","2008-06-30",6.11
"377","2008-07-01",6.07
"378","2008-07-02",6.04
"379","2008-07-03",6.01
"380","2008-07-07",6.06
"381","2008-07-08",6.35
"382","2008-07-09",6.35
"383","2008-07-10",6.36
"384","2008-07-11",6.5
"385","2008-07-14",5.89
"386","2008-07-15",5.9
"387","2008-07-16",6.32
"388","2008-07-17",6.66
"389","2008-07-18",6.41
"390","2008-07-21",6.29
"391","2008-07-22",6.51
"392","2008-07-23",6.46
"393","2008-07-24",6.46
"394","2008-07-25",6.54
"395","2008-07-28",6.31
"396","2008-07-29",6.5
"397","2008-07-30",6.51
"398","2008-07-31",6.5
"399","2008-08-01",6.5
"400","2008-08-04",6.34
"401","2008-08-05",6.47
"402","2008-08-06",6.49
"403","2008-08-07",6.71
"404","2008-08-08",7.15
"405","2008-08-11",7.35
"406","2008-08-12",7.53
"407","2008-08-13",7.68
"408","2008-08-14",7.57
"409","2008-08-15",7.49
"410","2008-08-18",7.41
"411","2008-08-19",7.45
"412","2008-08-20",7.39
"413","2008-08-21",7.41
"414","2008-08-22",7.5
"415","2008-08-25",7.28
"416","2008-08-26",7.41
"417","2008-08-27",7.2
"418","2008-08-28",7.5
"419","2008-08-29",7.49
"420","2008-09-02",7.51
"421","2008-09-03",7.76
"422","2008-09-04",7.46
"423","2008-09-05",6.71
"424","2008-09-08",6.98
"425","2008-09-09",7.06
"426","2008-09-10",7.03
"427","2008-09-11",7.01
"428","2008-09-12",6.93
"429","2008-09-15",6.18
"430","2008-09-16",6.52
"431","2008-09-17",5.97
"432","2008-09-18",6.59
"433","2008-09-19",6.96
"434","2008-09-22",6.76
"435","2008-09-23",6.48
"436","2008-09-24",6.36
"437","2008-09-25",6.35
"438","2008-09-26",6.26
"439","2008-09-29",5.99
"440","2008-09-30",6.31
"441","2008-10-01",5.72
"442","2008-10-02",5.29
"443","2008-10-03",5.29
"444","2008-10-06",5.05
"445","2008-10-07",4.9
"446","2008-10-08",4.74
"447","2008-10-09",4.58
"448","2008-10-10",5.03
"449","2008-10-13",5.31
"450","2008-10-14",5.14
"451","2008-10-15",4.6
"452","2008-10-16",5.03
"453","2008-10-17",4.99
"454","2008-10-20",5.01
"455","2008-10-21",5
"456","2008-10-22",4.71
"457","2008-10-23",4.83
"458","2008-10-24",4.5
"459","2008-10-27",4.33
"460","2008-10-28",4.14
"461","2008-10-29",4.22
"462","2008-10-30",4.3
"463","2008-10-31",4.48
"464","2008-11-03",4.6
"465","2008-11-04",4.97
"466","2008-11-05",4.73
"467","2008-11-06",4.4
"468","2008-11-07",4.58
"469","2008-11-10",4.26
"470","2008-11-11",4.33
"471","2008-11-12",4.13
"472","2008-11-13",4.52
"473","2008-11-14",4.22
"474","2008-11-17",4.2
"475","2008-11-18",4.08
"476","2008-11-19",3.45
"477","2008-11-20",3.19
"478","2008-11-21",3.11
"479","2008-11-24",3.04
"480","2008-11-25",2.98
"481","2008-11-26",2.84
"482","2008-11-28",2.68
"483","2008-12-01",2.76
"484","2008-12-02",3.18
"485","2008-12-03",3.37
"486","2008-12-04",3.4
"487","2008-12-05",4.27
"488","2008-12-08",4.23
"489","2008-12-09",4.26
"490","2008-12-10",4.36
"491","2008-12-11",4.16
"492","2008-12-12",4.51
"493","2008-12-15",4
"494","2008-12-16",4.5
"495","2008-12-17",4.49
"496","2008-12-18",4.35
"497","2008-12-19",4.4
"498","2008-12-22",3.81
"499","2008-12-23",3.82
"500","2008-12-24",3.77
"501","2008-12-26",3.97
"502","2008-12-29",3.88
"503","2008-12-30",4.25
"504","2008-12-31",4.15
"505","2009-01-02",4.02
"506","2009-01-05",3.97
"507","2009-01-06",4.26
"508","2009-01-07",4.12
"509","2009-01-08",4.5
"510","2009-01-09",4.22
"511","2009-01-12",3.82
"512","2009-01-13",3.94
"513","2009-01-14",3.64
"514","2009-01-15",3.56
"515","2009-01-16",3.59
"516","2009-01-20",3.23
"517","2009-01-21",3.22
"518","2009-01-22",3.23
"519","2009-01-23",3.17
"520","2009-01-26",3.48
"521","2009-01-27",3.55
"522","2009-01-28",3.84
"523","2009-01-29",3.86
"524","2009-01-30",3.34
"525","2009-02-02",3.36
"526","2009-02-03",3.53
"527","2009-02-04",3.42
"528","2009-02-05",3.52
"529","2009-02-06",3.6
"530","2009-02-09",3.6
"531","2009-02-10",3.2
"532","2009-02-11",3.15
"533","2009-02-12",3.18
"534","2009-02-13",3.11
"535","2009-02-17",2.62
"536","2009-02-18",2.31
"537","2009-02-19",2.53
"538","2009-02-20",2.54
"539","2009-02-23",2.33
"540","2009-02-24",2.54
"541","2009-02-25",2.33
"542","2009-02-26",2.26
"543","2009-02-27",2.42
"544","2009-03-02",2.23
"545","2009-03-03",2.19
"546","2009-03-04",2.27
"547","2009-03-05",2
"548","2009-03-06",1.92
"549","2009-03-09",2.09
"550","2009-03-10",2.44
"551","2009-03-11",2.35
"552","2009-03-12",3.02
"553","2009-03-13",3.2
"554","2009-03-16",3
"555","2009-03-17",3.31
"556","2009-03-18",3.4
"557","2009-03-19",3.13
"558","2009-03-20",3.01
"559","2009-03-23",3.39
"560","2009-03-24",3.03
"561","2009-03-25",3.26
"562","2009-03-26",3.48
"563","2009-03-27",3.25
"564","2009-03-30",2.96
"565","2009-03-31",3.01
"566","2009-04-01",3.33
"567","2009-04-02",3.18
"568","2009-04-03",3.13
"569","2009-04-06",2.95
"570","2009-04-07",2.86
"571","2009-04-08",2.9
"572","2009-04-09",3.13
"573","2009-04-13",3.06
"574","2009-04-14",3.19
"575","2009-04-15",3.62
"576","2009-04-16",3.67
"577","2009-04-17",3.76
"578","2009-04-20",3.52
"579","2009-04-21",3.75
"580","2009-04-22",3.95
"581","2009-04-23",3.82
"582","2009-04-24",3.94
"583","2009-04-27",3.8
"584","2009-04-28",3.95
"585","2009-04-29",4.24
"586","2009-04-30",3.96
"587","2009-05-01",3.88
"588","2009-05-04",4.15
"589","2009-05-05",4.21
"590","2009-05-06",4.29
"591","2009-05-07",4.45
"592","2009-05-08",4.65
"593","2009-05-11",4.41
"594","2009-05-12",4.11
"595","2009-05-13",3.82
"596","2009-05-14",4.01
"597","2009-05-15",3.9
"598","2009-05-18",4.34
"599","2009-05-19",4.55
"600","2009-05-20",4.55
"601","2009-05-21",4.66
"602","2009-05-22",4.75
"603","2009-05-26",4.99
"604","2009-05-27",5
"605","2009-05-28",5.16
"606","2009-05-29",5.21
"607","2009-06-01",5.65
"608","2009-06-02",5.7
"609","2009-06-03",5.5
"610","2009-06-04",5.5
"611","2009-06-05",5.8
"612","2009-06-08",5.7
"613","2009-06-09",5.81
"614","2009-06-10",5.91
"615","2009-06-11",5.88
"616","2009-06-12",5.73
"617","2009-06-15",5.49
"618","2009-06-16",5.28
"619","2009-06-17",5.28
"620","2009-06-18",5.31
"621","2009-06-19",5.38
"622","2009-06-22",5.08
"623","2009-06-23",5.07
"624","2009-06-24",5.1
"625","2009-06-25",5.16
"626","2009-06-26",4.89
"627","2009-06-29",4.99
"628","2009-06-30",4.78
"629","2009-07-01",4.86
"630","2009-07-02",4.77
"631","2009-07-06",4.72
"632","2009-07-07",4.6
"633","2009-07-08",4.46
"634","2009-07-09",4.46
"635","2009-07-10",4.3
"636","2009-07-13",4.49
"637","2009-07-14",4.52
"638","2009-07-15",4.85
"639","2009-07-16",5.05
"640","2009-07-17",4.87
"641","2009-07-20",5.04
"642","2009-07-21",5.05
"643","2009-07-22",4.99
"644","2009-07-23",5.5
"645","2009-07-24",5.29
"646","2009-07-27",5.39
"647","2009-07-28",5.5
"648","2009-07-29",5.64
"649","2009-07-30",5.75
"650","2009-07-31",5.79
"651","2009-08-03",5.8
"652","2009-08-04",6.12
"653","2009-08-05",6.18
"654","2009-08-06",6.11
"655","2009-08-07",6.3
"656","2009-08-10",5.81
"657","2009-08-11",5.56
"658","2009-08-12",5.76
"659","2009-08-13",6.16
"660","2009-08-14",6.3
"661","2009-08-17",6.22
"662","2009-08-18",6.43
"663","2009-08-19",6.47
"664","2009-08-20",6.59
"665","2009-08-21",6.7
"666","2009-08-24",6.67
"667","2009-08-25",6.77
"668","2009-08-26",6.79
"669","2009-08-27",6.55
"670","2009-08-28",6.55
"671","2009-08-31",6.52
"672","2009-09-01",6.63
"673","2009-09-02",6.46
"674","2009-09-03",6.54
"675","2009-09-04",6.65
"676","2009-09-08",6.51
"677","2009-09-09",6.72
"678","2009-09-10",6.71
"679","2009-09-11",6.66
"680","2009-09-14",6.79
"681","2009-09-15",6.87
"682","2009-09-16",7.33
"683","2009-09-17",7.1
"684","2009-09-18",7.07
"685","2009-09-21",7.12
"686","2009-09-22",7.16
"687","2009-09-23",7.16
"688","2009-09-24",7.11
"689","2009-09-25",7.14
"690","2009-09-28",7.3
"691","2009-09-29",7.1
"692","2009-09-30",6.98
"693","2009-10-01",6.62
"694","2009-10-02",6.45
"695","2009-10-05",6.69
"696","2009-10-06",6.94
"697","2009-10-07",6.94
"698","2009-10-08",6.9
"699","2009-10-09",7.03
"700","2009-10-12",6.94
"701","2009-10-13",7
"702","2009-10-14",7.17
"703","2009-10-15",7.16
"704","2009-10-16",6.9
"705","2009-10-19",7.04
"706","2009-10-20",6.84
"707","2009-10-21",6.57
"708","2009-10-22",6.64
"709","2009-10-23",6.34
"710","2009-10-26",6.05
"711","2009-10-27",6.21
"712","2009-10-28",6
"713","2009-10-29",6.1
"714","2009-10-30",6.13
"715","2009-11-02",6.25
"716","2009-11-03",6.54
"717","2009-11-04",6.34
"718","2009-11-05",6.9
"719","2009-11-06",7.06
"720","2009-11-09",7.08
"721","2009-11-10",6.93
"722","2009-11-11",6.89
"723","2009-11-12",6.84
"724","2009-11-13",6.88
"725","2009-11-16",6.94
"726","2009-11-17",6.74
"727","2009-11-18",6.64
"728","2009-11-19",6.31
"729","2009-11-20",6.36
"730","2009-11-23",6.28
"731","2009-11-24",6.18
"732","2009-11-25",6.11
"733","2009-11-27",5.9
"734","2009-11-30",5.89
"735","2009-12-01",5.99
"736","2009-12-02",6.03
"737","2009-12-03",5.9
"738","2009-12-04",6.1
"739","2009-12-07",5.95
"740","2009-12-08",5.89
"741","2009-12-09",6.09
"742","2009-12-10",6.07
"743","2009-12-11",6.26
"744","2009-12-14",6.48
"745","2009-12-15",6.31
"746","2009-12-16",6.3
"747","2009-12-17",6.15
"748","2009-12-18",6.35
"749","2009-12-21",6.3
"750","2009-12-22",6.46
"751","2009-12-23",6.64
"752","2009-12-24",6.52
"753","2009-12-28",6.36
"754","2009-12-29",6.25
"755","2009-12-30",6.33
"756","2009-12-31",6.48
"757","2010-01-04",6.58
"758","2010-01-05",6.52
"759","2010-01-06",6.79
"760","2010-01-07",6.92
"761","2010-01-08",6.99
"762","2010-01-11",6.85
"763","2010-01-12",6.76
"764","2010-01-13",6.85
"765","2010-01-14",6.86
"766","2010-01-15",6.72
"767","2010-01-19",6.84
"768","2010-01-20",6.69
"769","2010-01-21",6.42
"770","2010-01-22",6.06
"771","2010-01-25",6.13
"772","2010-01-26",5.9
"773","2010-01-27",6.26
"774","2010-01-28",6
"775","2010-01-29",5.91
"776","2010-02-01",5.83
"777","2010-02-02",5.81
"778","2010-02-03",5.7
"779","2010-02-04",5.5
"780","2010-02-05",5.5
"781","2010-02-08",5.28
"782","2010-02-09",5.34
"783","2010-02-10",5.4
"784","2010-02-11",5.48
"785","2010-02-12",5.46
"786","2010-02-16",5.77
"787","2010-02-17",5.88
"788","2010-02-18",6
"789","2010-02-19",5.89
"790","2010-02-22",5.86
"791","2010-02-23",4.45
"792","2010-02-24",4.29
"793","2010-02-25",4.5
"794","2010-02-26",4.52
"795","2010-03-01",4.51
"796","2010-03-02",4.39
"797","2010-03-03",4.42
"798","2010-03-04",4.38
"799","2010-03-05",4.42
"800","2010-03-08",4.57
"801","2010-03-09",4.57
"802","2010-03-10",4.52
"803","2010-03-11",4.57
"804","2010-03-12",4.6
"805","2010-03-15",4.56
"806","2010-03-16",4.59
"807","2010-03-17",4.6
"808","2010-03-18",4.64
"809","2010-03-19",4.61
"810","2010-03-22",4.7
"811","2010-03-23",5
"812","2010-03-24",4.9
"813","2010-03-25",5.1
"814","2010-03-26",5.12
"815","2010-03-29",5.21
"816","2010-03-30",5.26
"817","2010-03-31",5.25
"818","2010-04-01",5.34
"819","2010-04-05",5.55
"820","2010-04-06",5.58
"821","2010-04-07",5.45
"822","2010-04-08",5.27
"823","2010-04-09",5.28
"824","2010-04-12",5.25
"825","2010-04-13",5.14
"826","2010-04-14",5.28
"827","2010-04-15",5.52
"828","2010-04-16",5.39
"829","2010-04-19",5.39
"830","2010-04-20",5.53
"831","2010-04-21",5.48
"832","2010-04-22",5.56
"833","2010-04-23",5.55
"834","2010-04-26",5.32
"835","2010-04-27",5.43
"836","2010-04-28",5.36
"837","2010-04-29",5.65
"838","2010-04-30",5.42
"839","2010-05-03",5.61
"840","2010-05-04",5.48
"841","2010-05-05",5.85
"842","2010-05-06",5.53
"843","2010-05-07",5.23
"844","2010-05-10",5.9
"845","2010-05-11",5.88
"846","2010-05-12",5.8
"847","2010-05-13",5.75
"848","2010-05-14",5.69
"849","2010-05-17",5.69
"850","2010-05-18",5.75
"851","2010-05-19",5.75
"852","2010-05-20",5.28
"853","2010-05-21",5.22
"854","2010-05-24",5.26
"855","2010-05-25",5.26
"856","2010-05-26",5.26
"857","2010-05-27",5.7
"858","2010-05-28",5.83
"859","2010-06-01",5.87
"860","2010-06-02",5.95
"861","2010-06-03",6.31
"862","2010-06-04",6.33
"863","2010-06-07",5.88
"864","2010-06-08",5.91
"865","2010-06-09",5.71
"866","2010-06-10",5.84
"867","2010-06-11",6.02
"868","2010-06-14",6
"869","2010-06-15",6.24
"870","2010-06-16",6.3
"871","2010-06-17",6.39
"872","2010-06-18",6.34
"873","2010-06-21",6.31
"874","2010-06-22",6.12
"875","2010-06-23",6.14
"876","2010-06-24",6.29
"877","2010-06-25",6.48
"878","2010-06-28",6.31
"879","2010-06-29",5.96
"880","2010-06-30",6
"881","2010-07-01",5.7
"882","2010-07-02",5.84
"883","2010-07-06",6.13
"884","2010-07-07",6.34
"885","2010-07-08",6.21
"886","2010-07-09",6.11
"887","2010-07-12",5.95
"888","2010-07-13",5.99
"889","2010-07-14",5.89
"890","2010-07-15",5.75
"891","2010-07-16",5.51
"892","2010-07-19",5.48
"893","2010-07-20",5.67
"894","2010-07-21",5.48
"895","2010-07-22",5.69
"896","2010-07-23",5.75
"897","2010-07-26",5.73
"898","2010-07-27",5.8
"899","2010-07-28",5.63
"900","2010-07-29",5.71
"901","2010-07-30",5.6
"902","2010-08-02",5.66
"903","2010-08-03",5.09
"904","2010-08-04",5.29
"905","2010-08-05",5.25
"906","2010-08-06",5.2
"907","2010-08-09",5.33
"908","2010-08-10",5.24
"909","2010-08-11",5.02
"910","2010-08-12",5.05
"911","2010-08-13",5
"912","2010-08-16",5.04
"913","2010-08-17",5.25
"914","2010-08-18",5.17
"915","2010-08-19",4.86
"916","2010-08-20",4.79
"917","2010-08-23",4.81
"918","2010-08-24",4.72
"919","2010-08-25",4.93
"920","2010-08-26",4.76
"921","2010-08-27",4.88
"922","2010-08-30",4.81
"923","2010-08-31",5.05
"924","2010-09-01",5.22
"925","2010-09-02",5.27
"926","2010-09-03",5.22
"927","2010-09-07",5.07
"928","2010-09-08",4.71
"929","2010-09-09",4.87
"930","2010-09-10",4.78
"931","2010-09-13",5.21
"932","2010-09-14",5.06
"933","2010-09-15",4.97
"934","2010-09-16",4.88
"935","2010-09-17",4.61
"936","2010-09-20",4.71
"937","2010-09-21",5.02
"938","2010-09-22",5.19
"939","2010-09-23",5.18
"940","2010-09-24",5.51
"941","2010-09-27",5.44
"942","2010-09-28",5.47
"943","2010-09-29",5.71
"944","2010-09-30",5.81
"945","2010-10-01",5.84
"946","2010-10-04",5.82
"947","2010-10-05",6.01
"948","2010-10-06",5.84
"949","2010-10-07",5.82
"950","2010-10-08",6.01
"951","2010-10-11",5.94
"952","2010-10-12",5.9
"953","2010-10-13",6.22
"954","2010-10-14",6.24
"955","2010-10-15",6.24
"956","2010-10-18",6.31
"957","2010-10-19",6.33
"958","2010-10-20",6.35
"959","2010-10-21",6.44
"960","2010-10-22",6.35
"961","2010-10-25",6.34
"962","2010-10-26",6.41
"963","2010-10-27",6.38
"964","2010-10-28",6.28
"965","2010-10-29",6.2
"966","2010-11-01",6.14
"967","2010-11-02",6.69
"968","2010-11-03",6.69
"969","2010-11-04",6.87
"970","2010-11-05",7.14
"971","2010-11-08",7.2
"972","2010-11-09",7.22
"973","2010-11-10",7.24
"974","2010-11-11",7.2
"975","2010-11-12",7.1
"976","2010-11-15",7.15
"977","2010-11-16",6.98
"978","2010-11-17",7.08
"979","2010-11-18",7.2
"980","2010-11-19",7.17
"981","2010-11-22",7.4
"982","2010-11-23",7.43
"983","2010-11-24",7.56
"984","2010-11-26",7.27
"985","2010-11-29",7.34
"986","2010-11-30",7.67
"987","2010-12-01",7.49
"988","2010-12-02",7.45
"989","2010-12-03",7.56
"990","2010-12-06",7.51
"991","2010-12-07",7.74
"992","2010-12-08",7.71
"993","2010-12-09",7.73
"994","2010-12-10",7.88
"995","2010-12-13",7.93
"996","2010-12-14",7.83
"997","2010-12-15",7.84
"998","2010-12-16",8.05
"999","2010-12-17",7.82
"1000","2010-12-20",7.81
"1001","2010-12-21",7.33
