"","date","WTBA"
"189","2007-10-02",15.86
"190","2007-10-03",15.65
"191","2007-10-04",15.53
"192","2007-10-05",15.74
"193","2007-10-08",15.62
"194","2007-10-09",15.8
"195","2007-10-10",15.81
"196","2007-10-11",15.77
"197","2007-10-12",15.45
"198","2007-10-15",15.27
"199","2007-10-16",15.14
"200","2007-10-17",14.97
"201","2007-10-18",14.97
"202","2007-10-19",14.77
"203","2007-10-22",14.54
"204","2007-10-23",14.49
"205","2007-10-24",14.2
"206","2007-10-25",13.95
"207","2007-10-26",14.3
"208","2007-10-29",14.31
"209","2007-10-30",14.34
"210","2007-10-31",14.33
"211","2007-11-01",12.98
"212","2007-11-02",13.7
"213","2007-11-05",14.06
"214","2007-11-06",13.8
"215","2007-11-07",13.9
"216","2007-11-08",14.6
"217","2007-11-09",14.5
"218","2007-11-12",14.25
"219","2007-11-13",14.15
"220","2007-11-14",13.34
"221","2007-11-15",13.6
"222","2007-11-16",13.36
"223","2007-11-19",13.29
"224","2007-11-20",13.2
"225","2007-11-21",13.22
"226","2007-11-23",13.55
"227","2007-11-26",13.02
"228","2007-11-27",13.25
"229","2007-11-28",13.1
"230","2007-11-29",13.28
"231","2007-11-30",14.04
"232","2007-12-03",13.17
"233","2007-12-04",13.32
"234","2007-12-05",13.27
"235","2007-12-06",13.55
"236","2007-12-07",13.71
"237","2007-12-10",13.4
"238","2007-12-11",13.1
"239","2007-12-12",13.05
"240","2007-12-13",13.13
"241","2007-12-14",13.15
"242","2007-12-17",12.82
"243","2007-12-18",12.92
"244","2007-12-19",12.57
"245","2007-12-20",12.52
"246","2007-12-21",12.32
"247","2007-12-24",12.7
"248","2007-12-26",13.07
"249","2007-12-27",12.95
"250","2007-12-28",13
"251","2007-12-31",13.04
"252","2008-01-02",12.92
"253","2008-01-03",12.97
"254","2008-01-04",12.8
"255","2008-01-07",12.85
"256","2008-01-08",12.87
"257","2008-01-09",13
"258","2008-01-10",13.98
"259","2008-01-11",13.59
"260","2008-01-14",14.2
"261","2008-01-15",14.3
"262","2008-01-16",14.26
"263","2008-01-17",14.31
"264","2008-01-18",13.85
"265","2008-01-22",14.41
"266","2008-01-23",14.25
"267","2008-01-24",13.45
"268","2008-01-25",13.04
"269","2008-01-28",13.12
"270","2008-01-29",12.94
"271","2008-01-30",12.9
"272","2008-01-31",12.8
"273","2008-02-01",12.99
"274","2008-02-04",12.99
"275","2008-02-05",12.2
"276","2008-02-06",12.59
"277","2008-02-07",12.61
"278","2008-02-08",12.75
"279","2008-02-11",12.87
"280","2008-02-12",12.85
"281","2008-02-13",12.69
"282","2008-02-14",12.48
"283","2008-02-15",12.5
"284","2008-02-19",12.66
"285","2008-02-20",13.14
"286","2008-02-21",13.14
"287","2008-02-22",12.98
"288","2008-02-25",13.32
"289","2008-02-26",13.19
"290","2008-02-27",13.15
"291","2008-02-28",12.92
"292","2008-02-29",12.76
"293","2008-03-03",12.72
"294","2008-03-04",13.54
"295","2008-03-05",13.03
"296","2008-03-06",12.71
"297","2008-03-07",12.9
"298","2008-03-10",12.44
"299","2008-03-11",12.75
"300","2008-03-12",12.78
"301","2008-03-13",12.63
"302","2008-03-14",12.09
"303","2008-03-17",12.37
"304","2008-03-18",12.23
"305","2008-03-19",12.35
"306","2008-03-20",12.67
"307","2008-03-24",12.79
"308","2008-03-25",13.44
"309","2008-03-26",12.78
"310","2008-03-27",13.37
"311","2008-03-28",13.41
"312","2008-03-31",13.07
"313","2008-04-01",13.21
"314","2008-04-02",13.25
"315","2008-04-03",13.25
"316","2008-04-04",12.86
"317","2008-04-07",12.5
"318","2008-04-08",12.89
"319","2008-04-09",12.87
"320","2008-04-10",12.89
"321","2008-04-11",12.82
"322","2008-04-14",12.37
"323","2008-04-15",12.48
"324","2008-04-16",12.43
"325","2008-04-17",12.57
"326","2008-04-18",13.09
"327","2008-04-21",12.7
"328","2008-04-22",13.16
"329","2008-04-23",13.09
"330","2008-04-24",12.65
"331","2008-04-25",12.63
"332","2008-04-28",12.49
"333","2008-04-29",12.47
"334","2008-04-30",12.47
"335","2008-05-01",12.34
"336","2008-05-02",12.25
"337","2008-05-05",12.68
"338","2008-05-06",12.44
"339","2008-05-07",12.25
"340","2008-05-08",12.22
"341","2008-05-09",12.19
"342","2008-05-12",12.18
"343","2008-05-13",12.08
"344","2008-05-14",12
"345","2008-05-15",12.04
"346","2008-05-16",12.06
"347","2008-05-19",12.25
"348","2008-05-20",11.95
"349","2008-05-21",11.75
"350","2008-05-22",11.4
"351","2008-05-23",11.51
"352","2008-05-27",11.27
"353","2008-05-28",11.26
"354","2008-05-29",11.3
"355","2008-05-30",12
"356","2008-06-02",11.7
"357","2008-06-03",11.25
"358","2008-06-04",11.26
"359","2008-06-05",11.49
"360","2008-06-06",11.29
"361","2008-06-09",11.53
"362","2008-06-10",11.45
"363","2008-06-11",11.3
"364","2008-06-12",11.25
"365","2008-06-13",11.05
"366","2008-06-16",11.15
"367","2008-06-17",11.3
"368","2008-06-18",10.89
"369","2008-06-19",11.1
"370","2008-06-20",9.55
"371","2008-06-23",9.1
"372","2008-06-24",9.47
"373","2008-06-25",9.8
"374","2008-06-26",9.68
"375","2008-06-27",9.01
"376","2008-06-30",8.7
"377","2008-07-01",8.95
"378","2008-07-02",8.03
"379","2008-07-03",8.2
"380","2008-07-07",7.5
"381","2008-07-08",8.97
"382","2008-07-09",8.1
"383","2008-07-10",8.79
"384","2008-07-11",9.6
"385","2008-07-14",9.48
"386","2008-07-15",9.61
"387","2008-07-16",10.93
"388","2008-07-17",11.23
"389","2008-07-18",9.96
"390","2008-07-21",10.9
"391","2008-07-22",12
"392","2008-07-23",11.75
"393","2008-07-24",11.83
"394","2008-07-25",12.65
"395","2008-07-28",12.2
"396","2008-07-29",12.64
"397","2008-07-30",12.85
"398","2008-07-31",11.78
"399","2008-08-01",13.94
"400","2008-08-04",13.75
"401","2008-08-05",13.96
"402","2008-08-06",13.86
"403","2008-08-07",13.43
"404","2008-08-08",14
"405","2008-08-11",14.5
"406","2008-08-12",14.95
"407","2008-08-13",14.96
"408","2008-08-14",15.17
"409","2008-08-15",14.37
"410","2008-08-18",13.5
"411","2008-08-19",13
"412","2008-08-20",12.88
"413","2008-08-21",12.42
"414","2008-08-22",12.54
"415","2008-08-25",12.09
"416","2008-08-26",12.61
"417","2008-08-27",12.75
"418","2008-08-28",12.7
"419","2008-08-29",12.13
"420","2008-09-02",12.5
"421","2008-09-03",12.39
"422","2008-09-04",12.6
"423","2008-09-05",13.21
"424","2008-09-08",12.89
"425","2008-09-09",12.72
"426","2008-09-10",12.72
"427","2008-09-11",12.25
"428","2008-09-12",12.32
"429","2008-09-15",11.18
"430","2008-09-16",13.1
"431","2008-09-17",10.97
"432","2008-09-18",13.74
"433","2008-09-19",13.53
"434","2008-09-22",13.09
"435","2008-09-23",12.73
"436","2008-09-24",12.86
"437","2008-09-25",12.99
"438","2008-09-26",12.98
"439","2008-09-29",14
"440","2008-09-30",13.03
"441","2008-10-01",13.49
"442","2008-10-02",12.41
"443","2008-10-03",12.89
"444","2008-10-06",13.14
"445","2008-10-07",11.9
"446","2008-10-08",11.4
"447","2008-10-09",9.08
"448","2008-10-10",11.89
"449","2008-10-13",12.3
"450","2008-10-14",11.28
"451","2008-10-15",9.76
"452","2008-10-16",10.87
"453","2008-10-17",11.64
"454","2008-10-20",11.95
"455","2008-10-21",11.42
"456","2008-10-22",10.29
"457","2008-10-23",10.41
"458","2008-10-24",10
"459","2008-10-27",9.25
"460","2008-10-28",11.5
"461","2008-10-29",11.46
"462","2008-10-30",11.98
"463","2008-10-31",12.5
"464","2008-11-03",12.97
"465","2008-11-04",12.98
"466","2008-11-05",12.02
"467","2008-11-06",11.72
"468","2008-11-07",11.89
"469","2008-11-10",10.87
"470","2008-11-11",11.11
"471","2008-11-12",10.9
"472","2008-11-13",12.89
"473","2008-11-14",11.63
"474","2008-11-17",11.36
"475","2008-11-18",11.16
"476","2008-11-19",10.03
"477","2008-11-20",9.61
"478","2008-11-21",11.14
"479","2008-11-24",11.47
"480","2008-11-25",11.98
"481","2008-11-26",12.17
"482","2008-11-28",12.3
"483","2008-12-01",9.4
"484","2008-12-02",11.18
"485","2008-12-03",11.76
"486","2008-12-04",10.17
"487","2008-12-05",11.75
"488","2008-12-08",12.18
"489","2008-12-09",10.98
"490","2008-12-10",11.39
"491","2008-12-11",10.02
"492","2008-12-12",12.19
"493","2008-12-15",11.69
"494","2008-12-16",12.25
"495","2008-12-17",12.2
"496","2008-12-18",12.19
"497","2008-12-19",11.5
"498","2008-12-22",11.78
"499","2008-12-23",12.05
"500","2008-12-24",12.23
"501","2008-12-26",12.25
"502","2008-12-29",11.92
"503","2008-12-30",12.22
"504","2008-12-31",12.25
"505","2009-01-02",12.22
"506","2009-01-05",12.24
"507","2009-01-06",12.34
"508","2009-01-07",12.01
"509","2009-01-08",12.24
"510","2009-01-09",11.02
"511","2009-01-12",10.97
"512","2009-01-13",11.49
"513","2009-01-14",10.5
"514","2009-01-15",11
"515","2009-01-16",11.14
"516","2009-01-20",9.52
"517","2009-01-21",10.71
"518","2009-01-22",9.6
"519","2009-01-23",9.47
"520","2009-01-26",9.5
"521","2009-01-27",9.49
"522","2009-01-28",9.89
"523","2009-01-29",9.1
"524","2009-01-30",8.1
"525","2009-02-02",9.34
"526","2009-02-03",9.44
"527","2009-02-04",8.91
"528","2009-02-05",9.27
"529","2009-02-06",9.45
"530","2009-02-09",9.43
"531","2009-02-10",8.22
"532","2009-02-11",8.65
"533","2009-02-12",8.18
"534","2009-02-13",8.65
"535","2009-02-17",7.53
"536","2009-02-18",7.58
"537","2009-02-19",7.44
"538","2009-02-20",7.52
"539","2009-02-23",6.86
"540","2009-02-24",7.63
"541","2009-02-25",6.85
"542","2009-02-26",6.12
"543","2009-02-27",6.1
"544","2009-03-02",5.62
"545","2009-03-03",4.88
"546","2009-03-04",5.44
"547","2009-03-05",4.5
"548","2009-03-06",5.64
"549","2009-03-09",5.21
"550","2009-03-10",6.46
"551","2009-03-11",5.56
"552","2009-03-12",6.71
"553","2009-03-13",6.5
"554","2009-03-16",6.17
"555","2009-03-17",6.7
"556","2009-03-18",6.89
"557","2009-03-19",6.98
"558","2009-03-20",6.45
"559","2009-03-23",7.27
"560","2009-03-24",7.06
"561","2009-03-25",7.75
"562","2009-03-26",8.55
"563","2009-03-27",7.76
"564","2009-03-30",6.75
"565","2009-03-31",7.45
"566","2009-04-01",7.9
"567","2009-04-02",8.21
"568","2009-04-03",8.67
"569","2009-04-06",8.19
"570","2009-04-07",7.7
"571","2009-04-08",8.37
"572","2009-04-09",8.53
"573","2009-04-13",8.6
"574","2009-04-14",7.79
"575","2009-04-15",7.86
"576","2009-04-16",7.91
"577","2009-04-17",7.99
"578","2009-04-20",7.55
"579","2009-04-21",8.5
"580","2009-04-22",7.94
"581","2009-04-23",7.55
"582","2009-04-24",8.3
"583","2009-04-27",8.05
"584","2009-04-28",8.17
"585","2009-04-29",8.84
"586","2009-04-30",8.8
"587","2009-05-01",7.76
"588","2009-05-04",8.16
"589","2009-05-05",7.6
"590","2009-05-06",7.52
"591","2009-05-07",7.04
"592","2009-05-08",7.79
"593","2009-05-11",7.33
"594","2009-05-12",7.06
"595","2009-05-13",6.53
"596","2009-05-14",6.44
"597","2009-05-15",6.11
"598","2009-05-18",7.16
"599","2009-05-19",6.22
"600","2009-05-20",6.77
"601","2009-05-21",6.36
"602","2009-05-22",6
"603","2009-05-26",6.48
"604","2009-05-27",6.16
"605","2009-05-28",6.1
"606","2009-05-29",6.4
"607","2009-06-01",6.98
"608","2009-06-02",7.01
"609","2009-06-03",7.1
"610","2009-06-04",7.17
"611","2009-06-05",7.13
"612","2009-06-08",7.05
"613","2009-06-09",6.74
"614","2009-06-10",6.39
"615","2009-06-11",6.43
"616","2009-06-12",6.39
"617","2009-06-15",6.08
"618","2009-06-16",5.6
"619","2009-06-17",5.63
"620","2009-06-18",6.2
"621","2009-06-19",5.93
"622","2009-06-22",5.25
"623","2009-06-23",5.11
"624","2009-06-24",5.04
"625","2009-06-25",5.64
"626","2009-06-26",5.63
"627","2009-06-29",5.1
"628","2009-06-30",5.06
"629","2009-07-01",4.99
"630","2009-07-02",4.92
"631","2009-07-06",4.86
"632","2009-07-07",4.81
"633","2009-07-08",4.92
"634","2009-07-09",4.75
"635","2009-07-10",4.72
"636","2009-07-13",4.91
"637","2009-07-14",4.99
"638","2009-07-15",5.12
"639","2009-07-16",4.88
"640","2009-07-17",5.06
"641","2009-07-20",5.45
"642","2009-07-21",5.56
"643","2009-07-22",5.84
"644","2009-07-23",6.07
"645","2009-07-24",6.2
"646","2009-07-27",6.2
"647","2009-07-28",6.24
"648","2009-07-29",5.52
"649","2009-07-30",6.21
"650","2009-07-31",5.92
"651","2009-08-03",6
"652","2009-08-04",5.77
"653","2009-08-05",5.7
"654","2009-08-06",5.6
"655","2009-08-07",6.06
"656","2009-08-10",6.01
"657","2009-08-11",5.89
"658","2009-08-12",5.88
"659","2009-08-13",5.7
"660","2009-08-14",5.62
"661","2009-08-17",5.64
"662","2009-08-18",5.83
"663","2009-08-19",5.93
"664","2009-08-20",5.88
"665","2009-08-21",6.34
"666","2009-08-24",6.02
"667","2009-08-25",6.12
"668","2009-08-26",6.09
"669","2009-08-27",6.14
"670","2009-08-28",5.77
"671","2009-08-31",5.72
"672","2009-09-01",5.57
"673","2009-09-02",5.55
"674","2009-09-03",5.29
"675","2009-09-04",5.27
"676","2009-09-08",5.06
"677","2009-09-09",5.13
"678","2009-09-10",5.12
"679","2009-09-11",5.05
"680","2009-09-14",4.96
"681","2009-09-15",4.97
"682","2009-09-16",5.07
"683","2009-09-17",5.05
"684","2009-09-18",5.21
"685","2009-09-21",5.07
"686","2009-09-22",5.1
"687","2009-09-23",5.01
"688","2009-09-24",5.05
"689","2009-09-25",5.09
"690","2009-09-28",5.54
"691","2009-09-29",5.56
"692","2009-09-30",4.96
"693","2009-10-01",4.87
"694","2009-10-02",4.91
"695","2009-10-05",4.98
"696","2009-10-06",5.09
"697","2009-10-07",5.22
"698","2009-10-08",5.23
"699","2009-10-09",5.28
"700","2009-10-12",4.95
"701","2009-10-13",4.96
"702","2009-10-14",5.17
"703","2009-10-15",4.94
"704","2009-10-16",4.93
"705","2009-10-19",4.99
"706","2009-10-20",4.88
"707","2009-10-21",4.82
"708","2009-10-22",4.96
"709","2009-10-23",4.8
"710","2009-10-26",4.51
"711","2009-10-27",4.48
"712","2009-10-28",4.34
"713","2009-10-29",4.82
"714","2009-10-30",4.4
"715","2009-11-02",4.7
"716","2009-11-03",4.82
"717","2009-11-04",4.52
"718","2009-11-05",4.85
"719","2009-11-06",4.94
"720","2009-11-09",4.96
"721","2009-11-10",4.54
"722","2009-11-11",4.67
"723","2009-11-12",4.51
"724","2009-11-13",4.6
"725","2009-11-16",4.65
"726","2009-11-17",4.76
"727","2009-11-18",4.93
"728","2009-11-19",4.87
"729","2009-11-20",4.97
"730","2009-11-23",5.18
"731","2009-11-24",5.18
"732","2009-11-25",4.99
"733","2009-11-27",4.58
"734","2009-11-30",4.93
"735","2009-12-01",4.94
"736","2009-12-02",5
"737","2009-12-03",4.91
"738","2009-12-04",4.94
"739","2009-12-07",5
"740","2009-12-08",5.05
"741","2009-12-09",5.45
"742","2009-12-10",5.06
"743","2009-12-11",5.16
"744","2009-12-14",5.28
"745","2009-12-15",4.89
"746","2009-12-16",4.93
"747","2009-12-17",4.86
"748","2009-12-18",4.97
"749","2009-12-21",4.98
"750","2009-12-22",4.94
"751","2009-12-23",4.96
"752","2009-12-24",4.99
"753","2009-12-28",5
"754","2009-12-29",4.99
"755","2009-12-30",5.05
"756","2009-12-31",4.93
"757","2010-01-04",5.03
"758","2010-01-05",4.99
"759","2010-01-06",4.93
"760","2010-01-07",4.95
"761","2010-01-08",4.94
"762","2010-01-11",4.97
"763","2010-01-12",4.92
"764","2010-01-13",4.96
"765","2010-01-14",5.05
"766","2010-01-15",5.07
"767","2010-01-19",5.09
"768","2010-01-20",5.08
"769","2010-01-21",4.95
"770","2010-01-22",5
"771","2010-01-25",5.03
"772","2010-01-26",5.11
"773","2010-01-27",5.18
"774","2010-01-28",4.98
"775","2010-01-29",5.1
"776","2010-02-01",5
"777","2010-02-02",4.99
"778","2010-02-03",4.98
"779","2010-02-04",4.8
"780","2010-02-05",4.96
"781","2010-02-08",4.88
"782","2010-02-09",4.94
"783","2010-02-10",4.95
"784","2010-02-11",5
"785","2010-02-12",5.05
"786","2010-02-16",5
"787","2010-02-17",5.11
"788","2010-02-18",5.05
"789","2010-02-19",5.12
"790","2010-02-22",5.17
"791","2010-02-23",5.21
"792","2010-02-24",5.24
"793","2010-02-25",5.16
"794","2010-02-26",5.17
"795","2010-03-01",5.3
"796","2010-03-02",5.35
"797","2010-03-03",5.34
"798","2010-03-04",5.3
"799","2010-03-05",5.53
"800","2010-03-08",5.65
"801","2010-03-09",5.75
"802","2010-03-10",6
"803","2010-03-11",6.02
"804","2010-03-12",5.92
"805","2010-03-15",5.86
"806","2010-03-16",6.05
"807","2010-03-17",6.2
"808","2010-03-18",6.2
"809","2010-03-19",6.32
"810","2010-03-22",6.4
"811","2010-03-23",6.36
"812","2010-03-24",6.22
"813","2010-03-25",6.26
"814","2010-03-26",6.04
"815","2010-03-29",6.17
"816","2010-03-30",6.19
"817","2010-03-31",6.58
"818","2010-04-01",6.49
"819","2010-04-05",6.6
"820","2010-04-06",6.59
"821","2010-04-07",6.89
"822","2010-04-08",7.46
"823","2010-04-09",7.3
"824","2010-04-12",7.13
"825","2010-04-13",7.55
"826","2010-04-14",8.14
"827","2010-04-15",8.1
"828","2010-04-16",7.9
"829","2010-04-19",7.88
"830","2010-04-20",8.1
"831","2010-04-21",8.22
"832","2010-04-22",8.16
"833","2010-04-23",8.16
"834","2010-04-26",8.11
"835","2010-04-27",7.24
"836","2010-04-28",7.72
"837","2010-04-29",8.01
"838","2010-04-30",8.13
"839","2010-05-03",7.96
"840","2010-05-04",7.66
"841","2010-05-05",7.48
"842","2010-05-06",7.41
"843","2010-05-07",7.49
"844","2010-05-10",8.22
"845","2010-05-11",8.28
"846","2010-05-12",8.98
"847","2010-05-13",8.84
"848","2010-05-14",8.06
"849","2010-05-17",8.74
"850","2010-05-18",8.4
"851","2010-05-19",7.91
"852","2010-05-20",7.85
"853","2010-05-21",8.32
"854","2010-05-24",8.01
"855","2010-05-25",7.97
"856","2010-05-26",8.02
"857","2010-05-27",8.25
"858","2010-05-28",7.98
"859","2010-06-01",7.83
"860","2010-06-02",8.34
"861","2010-06-03",8.44
"862","2010-06-04",7.96
"863","2010-06-07",7.91
"864","2010-06-08",7.85
"865","2010-06-09",7.67
"866","2010-06-10",7.92
"867","2010-06-11",8.02
"868","2010-06-14",7.65
"869","2010-06-15",8.04
"870","2010-06-16",7.92
"871","2010-06-17",7.67
"872","2010-06-18",7.63
"873","2010-06-21",7.39
"874","2010-06-22",7.42
"875","2010-06-23",7.25
"876","2010-06-24",7.14
"877","2010-06-25",7.38
"878","2010-06-28",7.3
"879","2010-06-29",6.91
"880","2010-06-30",6.81
"881","2010-07-01",6.56
"882","2010-07-02",6.32
"883","2010-07-06",6.17
"884","2010-07-07",6.98
"885","2010-07-08",6.93
"886","2010-07-09",7
"887","2010-07-12",6.87
"888","2010-07-13",7.15
"889","2010-07-14",7.05
"890","2010-07-15",6.84
"891","2010-07-16",6.11
"892","2010-07-19",6.25
"893","2010-07-20",6.52
"894","2010-07-21",6.18
"895","2010-07-22",6.39
"896","2010-07-23",6.66
"897","2010-07-26",7
"898","2010-07-27",6.9
"899","2010-07-28",6.82
"900","2010-07-29",6.89
"901","2010-07-30",6.69
"902","2010-08-02",6.6
"903","2010-08-03",6.62
"904","2010-08-04",6.9
"905","2010-08-05",6.87
"906","2010-08-06",6.78
"907","2010-08-09",6.85
"908","2010-08-10",6.62
"909","2010-08-11",6.01
"910","2010-08-12",6.21
"911","2010-08-13",6.03
"912","2010-08-16",6.12
"913","2010-08-17",6.24
"914","2010-08-18",6.26
"915","2010-08-19",5.8
"916","2010-08-20",5.78
"917","2010-08-23",5.65
"918","2010-08-24",5.55
"919","2010-08-25",5.96
"920","2010-08-26",5.76
"921","2010-08-27",5.87
"922","2010-08-30",5.77
"923","2010-08-31",5.9
"924","2010-09-01",6.2
"925","2010-09-02",6.16
"926","2010-09-03",6.35
"927","2010-09-07",5.98
"928","2010-09-08",6.16
"929","2010-09-09",6.18
"930","2010-09-10",6.12
"931","2010-09-13",6.61
"932","2010-09-14",6.37
"933","2010-09-15",6.23
"934","2010-09-16",6.2
"935","2010-09-17",6.07
"936","2010-09-20",6.24
"937","2010-09-21",6.14
"938","2010-09-22",6.08
"939","2010-09-23",6.05
"940","2010-09-24",6.42
"941","2010-09-27",6.28
"942","2010-09-28",6.42
"943","2010-09-29",6.46
"944","2010-09-30",6.3
"945","2010-10-01",6.42
"946","2010-10-04",6.3
"947","2010-10-05",6.49
"948","2010-10-06",6.31
"949","2010-10-07",6.14
"950","2010-10-08",6.34
"951","2010-10-11",6.29
"952","2010-10-12",6.33
"953","2010-10-13",6.52
"954","2010-10-14",6.68
"955","2010-10-15",6.58
"956","2010-10-18",6.98
"957","2010-10-19",6.57
"958","2010-10-20",6.69
"959","2010-10-21",6.32
"960","2010-10-22",6.43
"961","2010-10-25",6.46
"962","2010-10-26",6.5
"963","2010-10-27",6.4
"964","2010-10-28",6.33
"965","2010-10-29",6.57
"966","2010-11-01",6.46
"967","2010-11-02",6.54
"968","2010-11-03",6.74
"969","2010-11-04",7
"970","2010-11-05",7.1
"971","2010-11-08",7.22
"972","2010-11-09",7.16
"973","2010-11-10",7.23
"974","2010-11-11",7.28
"975","2010-11-12",7.19
"976","2010-11-15",7.03
"977","2010-11-16",7.05
"978","2010-11-17",7.07
"979","2010-11-18",7.22
"980","2010-11-19",7.49
"981","2010-11-22",7.32
"982","2010-11-23",7.21
"983","2010-11-24",7.37
"984","2010-11-26",7.31
"985","2010-11-29",7.42
"986","2010-11-30",7.27
"987","2010-12-01",7.42
"988","2010-12-02",7.45
"989","2010-12-03",7.48
"990","2010-12-06",7.48
"991","2010-12-07",7.75
"992","2010-12-08",7.81
"993","2010-12-09",7.77
"994","2010-12-10",8
"995","2010-12-13",7.96
"996","2010-12-14",8.09
"997","2010-12-15",8.13
"998","2010-12-16",8.12
"999","2010-12-17",7.93
"1000","2010-12-20",8
"1001","2010-12-21",8.03
