"","date","RY"
"1","2007-01-03",47.419998
"2","2007-01-04",46.84
"3","2007-01-05",46.48
"4","2007-01-08",46.299999
"5","2007-01-09",45.889999
"6","2007-01-10",45.5
"7","2007-01-11",45.900002
"8","2007-01-12",46.439999
"9","2007-01-16",46.18
"10","2007-01-17",46.439999
"11","2007-01-18",46.279999
"12","2007-01-19",46.689999
"13","2007-01-22",46.330002
"14","2007-01-23",46.029999
"15","2007-01-24",46.459999
"16","2007-01-25",46.25
"17","2007-01-26",46.689999
"18","2007-01-29",46.169998
"19","2007-01-30",46.240002
"20","2007-01-31",46.279999
"21","2007-02-01",46.34
"22","2007-02-02",45.799999
"23","2007-02-05",46.049999
"24","2007-02-06",46.240002
"25","2007-02-07",46.080002
"26","2007-02-08",46.099998
"27","2007-02-09",46.310001
"28","2007-02-12",46.18
"29","2007-02-13",46.779999
"30","2007-02-14",47.02
"31","2007-02-15",47.25
"32","2007-02-16",47.029999
"33","2007-02-20",47.509998
"34","2007-02-21",47.389999
"35","2007-02-22",47.5
"36","2007-02-23",47.619999
"37","2007-02-26",47.939999
"38","2007-02-27",46.689999
"39","2007-02-28",46.43
"40","2007-03-01",46.009998
"41","2007-03-02",46.419998
"42","2007-03-05",46.540001
"43","2007-03-06",47.23
"44","2007-03-07",47.669998
"45","2007-03-08",48.189999
"46","2007-03-09",48.919998
"47","2007-03-12",49.470001
"48","2007-03-13",48.57
"49","2007-03-14",48.439999
"50","2007-03-15",48.400002
"51","2007-03-16",48.369999
"52","2007-03-19",48.650002
"53","2007-03-20",49.310001
"54","2007-03-21",50.360001
"55","2007-03-22",49.93
"56","2007-03-23",50.330002
"57","2007-03-26",50.439999
"58","2007-03-27",50.529999
"59","2007-03-28",50.220001
"60","2007-03-29",50.23
"61","2007-03-30",49.900002
"62","2007-04-02",49.959999
"63","2007-04-03",50.27
"64","2007-04-04",50.529999
"65","2007-04-05",51.09
"66","2007-04-09",51.099998
"67","2007-04-10",50.75
"68","2007-04-11",51.080002
"69","2007-04-12",51.43
"70","2007-04-13",51.450001
"71","2007-04-16",52.189999
"72","2007-04-17",52.27
"73","2007-04-18",52.689999
"74","2007-04-19",52.560001
"75","2007-04-20",53.310001
"76","2007-04-23",52.700001
"77","2007-04-24",52.490002
"78","2007-04-25",52.830002
"79","2007-04-26",52.389999
"80","2007-04-27",52.700001
"81","2007-04-30",52.060001
"82","2007-05-01",51.66
"83","2007-05-02",51.91
"84","2007-05-03",52.09
"85","2007-05-04",52.759998
"86","2007-05-07",53.400002
"87","2007-05-08",53.529999
"88","2007-05-09",53.18
"89","2007-05-10",52.82
"90","2007-05-11",53.25
"91","2007-05-14",53.759998
"92","2007-05-15",54.189999
"93","2007-05-16",54.299999
"94","2007-05-17",54.73
"95","2007-05-18",55.110001
"96","2007-05-21",55.02
"97","2007-05-22",55.509998
"98","2007-05-23",55.689999
"99","2007-05-24",55.849998
"100","2007-05-25",54.630001
"101","2007-05-29",54.450001
"102","2007-05-30",54.880001
"103","2007-05-31",54.57
"104","2007-06-01",55.080002
"105","2007-06-04",54.380001
"106","2007-06-05",54.09
"107","2007-06-06",53.27
"108","2007-06-07",52.619999
"109","2007-06-08",53.59
"110","2007-06-11",53.599998
"111","2007-06-12",52.889999
"112","2007-06-13",53.540001
"113","2007-06-14",53.459999
"114","2007-06-15",53.529999
"115","2007-06-18",53.02
"116","2007-06-19",52.93
"117","2007-06-20",52.470001
"118","2007-06-21",51.889999
"119","2007-06-22",52.080002
"120","2007-06-25",51.73
"121","2007-06-26",51.860001
"122","2007-06-27",52.119999
"123","2007-06-28",52.43
"124","2007-06-29",53.07
"125","2007-07-02",52.91
"126","2007-07-03",53.48
"127","2007-07-05",53.5
"128","2007-07-06",53.830002
"129","2007-07-09",53.709999
"130","2007-07-10",53.32
"131","2007-07-11",53.110001
"132","2007-07-12",54.790001
"133","2007-07-13",55.099998
"134","2007-07-16",55.189999
"135","2007-07-17",55.490002
"136","2007-07-18",55.490002
"137","2007-07-19",55.560001
"138","2007-07-20",55.41
"139","2007-07-23",55.110001
"140","2007-07-24",53.990002
"141","2007-07-25",53.810001
"142","2007-07-26",52.330002
"143","2007-07-27",51.27
"144","2007-07-30",50.52
"145","2007-07-31",51.040001
"146","2007-08-01",50.860001
"147","2007-08-02",52.049999
"148","2007-08-03",50.73
"149","2007-08-06",51.950001
"150","2007-08-07",51.34
"151","2007-08-08",52.740002
"152","2007-08-09",50.709999
"153","2007-08-10",51.02
"154","2007-08-13",50.119999
"155","2007-08-14",48.700001
"156","2007-08-15",48.18
"157","2007-08-16",49.27
"158","2007-08-17",50.450001
"159","2007-08-20",50.540001
"160","2007-08-21",51.049999
"161","2007-08-22",51.549999
"162","2007-08-23",52.459999
"163","2007-08-24",52.369999
"164","2007-08-27",51.68
"165","2007-08-28",50.349998
"166","2007-08-29",51.279999
"167","2007-08-30",50.970001
"168","2007-08-31",51.470001
"169","2007-09-04",51.779999
"170","2007-09-05",51.48
"171","2007-09-06",51.169998
"172","2007-09-07",50.709999
"173","2007-09-10",50.880001
"174","2007-09-11",51.16
"175","2007-09-12",51.139999
"176","2007-09-13",50.959999
"177","2007-09-14",50.779999
"178","2007-09-17",51.060001
"179","2007-09-18",52.790001
"180","2007-09-19",53.32
"181","2007-09-20",53.16
"182","2007-09-21",53.759998
"183","2007-09-24",53.369999
"184","2007-09-25",53.91
"185","2007-09-26",54.610001
"186","2007-09-27",55.110001
"187","2007-09-28",55.52
"188","2007-10-01",56.389999
"189","2007-10-02",56.68
"190","2007-10-03",56.25
"191","2007-10-04",56.25
"192","2007-10-05",56.880001
"193","2007-10-08",56.860001
"194","2007-10-09",56.860001
"195","2007-10-10",56.91
"196","2007-10-11",57.099998
"197","2007-10-12",57.560001
"198","2007-10-15",56.830002
"199","2007-10-16",56.09
"200","2007-10-17",56.52
"201","2007-10-18",55.950001
"202","2007-10-19",55.25
"203","2007-10-22",55.200001
"204","2007-10-23",55.599998
"205","2007-10-24",54.57
"206","2007-10-25",54.580002
"207","2007-10-26",56.060001
"208","2007-10-29",57.060001
"209","2007-10-30",57.419998
"210","2007-10-31",59.16
"211","2007-11-01",57.330002
"212","2007-11-02",57.810001
"213","2007-11-05",56.990002
"214","2007-11-06",57.77
"215","2007-11-07",55.529999
"216","2007-11-08",55.299999
"217","2007-11-09",53.869999
"218","2007-11-12",52.200001
"219","2007-11-13",54.349998
"220","2007-11-14",54.16
"221","2007-11-15",51.84
"222","2007-11-16",52.509998
"223","2007-11-19",50.900002
"224","2007-11-20",51.09
"225","2007-11-21",49.580002
"226","2007-11-23",50.450001
"227","2007-11-26",49.810001
"228","2007-11-27",50.82
"229","2007-11-28",53.560001
"230","2007-11-29",53.810001
"231","2007-11-30",53.34
"232","2007-12-03",53.259998
"233","2007-12-04",52.360001
"234","2007-12-05",52.34
"235","2007-12-06",52.09
"236","2007-12-07",52.060001
"237","2007-12-10",52.720001
"238","2007-12-11",51.470001
"239","2007-12-12",51.52
"240","2007-12-13",51.040001
"241","2007-12-14",50.610001
"242","2007-12-17",50.709999
"243","2007-12-18",50.549999
"244","2007-12-19",50.59
"245","2007-12-20",50.040001
"246","2007-12-21",50.23
"247","2007-12-24",51.130001
"248","2007-12-26",50.810001
"249","2007-12-27",50.700001
"250","2007-12-28",51.919998
"251","2007-12-31",51.040001
"252","2008-01-02",50.580002
"253","2008-01-03",50.380001
"254","2008-01-04",49.310001
"255","2008-01-07",48.950001
"256","2008-01-08",48.709999
"257","2008-01-09",48.91
"258","2008-01-10",49.939999
"259","2008-01-11",48.98
"260","2008-01-14",48.939999
"261","2008-01-15",47.720001
"262","2008-01-16",47.52
"263","2008-01-17",46.599998
"264","2008-01-18",46.279999
"265","2008-01-22",47.130001
"266","2008-01-23",49.540001
"267","2008-01-24",49.790001
"268","2008-01-25",49.029999
"269","2008-01-28",49.580002
"270","2008-01-29",50.09
"271","2008-01-30",50.25
"272","2008-01-31",50.380001
"273","2008-02-01",51.75
"274","2008-02-04",51.07
"275","2008-02-05",49.68
"276","2008-02-06",49.75
"277","2008-02-07",50.709999
"278","2008-02-08",50.610001
"279","2008-02-11",50.950001
"280","2008-02-12",50.779999
"281","2008-02-13",50.869999
"282","2008-02-14",50.080002
"283","2008-02-15",49.59
"284","2008-02-19",49.73
"285","2008-02-20",50.25
"286","2008-02-21",49.84
"287","2008-02-22",49.869999
"288","2008-02-25",50.25
"289","2008-02-26",51.650002
"290","2008-02-27",51.41
"291","2008-02-28",51.34
"292","2008-02-29",50.099998
"293","2008-03-03",48.75
"294","2008-03-04",48.189999
"295","2008-03-05",48.299999
"296","2008-03-06",46.349998
"297","2008-03-07",46.400002
"298","2008-03-10",45.5
"299","2008-03-11",47.389999
"300","2008-03-12",47.779999
"301","2008-03-13",48.02
"302","2008-03-14",46.169998
"303","2008-03-17",44.48
"304","2008-03-18",46.860001
"305","2008-03-19",44.779999
"306","2008-03-20",45.77
"307","2008-03-24",46.849998
"308","2008-03-25",47.779999
"309","2008-03-26",46.490002
"310","2008-03-27",46.84
"311","2008-03-28",45.040001
"312","2008-03-31",46.5
"313","2008-04-01",47.779999
"314","2008-04-02",47.68
"315","2008-04-03",48.52
"316","2008-04-04",47.619999
"317","2008-04-07",47.549999
"318","2008-04-08",46.810001
"319","2008-04-09",46.110001
"320","2008-04-10",46.32
"321","2008-04-11",45.41
"322","2008-04-14",44.869999
"323","2008-04-15",45.060001
"324","2008-04-16",46.77
"325","2008-04-17",46.720001
"326","2008-04-18",47.880001
"327","2008-04-21",48.57
"328","2008-04-22",47.689999
"329","2008-04-23",46.68
"330","2008-04-24",47.290001
"331","2008-04-25",47.360001
"332","2008-04-28",47.189999
