"","date","BKU"
"1","2011-01-28",28.4
"2","2011-01-31",28
"3","2011-02-01",28.35
"4","2011-02-02",28.370001
"5","2011-02-03",28.4
"6","2011-02-04",28.360001
"7","2011-02-07",29.07
"8","2011-02-08",29.719999
"9","2011-02-09",29.309999
"10","2011-02-10",29.209999
"11","2011-02-11",29.15
"12","2011-02-14",28.129999
"13","2011-02-15",28.639999
"14","2011-02-16",28.74
"15","2011-02-17",28.99
"16","2011-02-18",29.530001
"17","2011-02-22",29.43
"18","2011-02-23",28.809999
"19","2011-02-24",28.5
"20","2011-02-25",28.82
"21","2011-02-28",28.35
"22","2011-03-01",27.98
"23","2011-03-02",28.059999
"24","2011-03-03",28.15
"25","2011-03-04",28.049999
"26","2011-03-07",28.209999
"27","2011-03-08",28.59
"28","2011-03-09",28.35
"29","2011-03-10",28.1
"30","2011-03-11",28.049999
"31","2011-03-14",28.1
"32","2011-03-15",28.15
"33","2011-03-16",27.959999
"34","2011-03-17",28.23
"35","2011-03-18",28.690001
"36","2011-03-21",28.48
"37","2011-03-22",28.799999
"38","2011-03-23",28.860001
"39","2011-03-24",28.5
"40","2011-03-25",28.540001
"41","2011-03-28",28.860001
"42","2011-03-29",29.08
"43","2011-03-30",28.68
"44","2011-03-31",28.709999
"45","2011-04-01",29
"46","2011-04-04",29.15
"47","2011-04-05",29.360001
"48","2011-04-06",29.389999
"49","2011-04-07",29.4
"50","2011-04-08",29.25
"51","2011-04-11",29.299999
"52","2011-04-12",28.98
"53","2011-04-13",28.91
"54","2011-04-14",29.209999
"55","2011-04-15",29.26
"56","2011-04-18",29.059999
"57","2011-04-19",28.950001
"58","2011-04-20",29
"59","2011-04-21",28.99
"60","2011-04-25",28.92
"61","2011-04-26",28.610001
"62","2011-04-27",28.540001
"63","2011-04-28",28.290001
"64","2011-04-29",28.09
"65","2011-05-02",28.09
"66","2011-05-03",28.27
"67","2011-05-04",28.35
"68","2011-05-05",27.99
"69","2011-05-06",28.209999
"70","2011-05-09",27.889999
"71","2011-05-10",27.74
"72","2011-05-11",27.43
"73","2011-05-12",27.75
"74","2011-05-13",27.07
"75","2011-05-16",27.15
"76","2011-05-17",27.09
"77","2011-05-18",27
"78","2011-05-19",26.540001
"79","2011-05-20",27.1
"80","2011-05-23",26.75
"81","2011-05-24",27.110001
"82","2011-05-25",27.08
"83","2011-05-26",27.200001
"84","2011-05-27",27.77
"85","2011-05-31",28.360001
"86","2011-06-01",28.110001
"87","2011-06-02",27.540001
"88","2011-06-03",27.73
"89","2011-06-06",27.1
"90","2011-06-07",27.639999
"91","2011-06-08",27.49
"92","2011-06-09",27.700001
"93","2011-06-10",27.77
"94","2011-06-13",27.950001
"95","2011-06-14",27.6
"96","2011-06-15",27.73
"97","2011-06-16",27.870001
"98","2011-06-17",27.709999
"99","2011-06-20",28
"100","2011-06-21",27.85
"101","2011-06-22",27.91
"102","2011-06-23",27.030001
"103","2011-06-24",26.459999
"104","2011-06-27",26.139999
"105","2011-06-28",26.33
"106","2011-06-29",26.66
"107","2011-06-30",26.540001
"108","2011-07-01",27
"109","2011-07-05",26.530001
"110","2011-07-06",26.25
"111","2011-07-07",26.389999
"112","2011-07-08",26.26
"113","2011-07-11",26.32
"114","2011-07-12",26.459999
"115","2011-07-13",26.43
"116","2011-07-14",26.309999
"117","2011-07-15",26.15
"118","2011-07-18",25.76
"119","2011-07-19",25.379999
"120","2011-07-20",25.700001
"121","2011-07-21",25.950001
"122","2011-07-22",25.610001
"123","2011-07-25",25.450001
"124","2011-07-26",25.059999
"125","2011-07-27",24.75
"126","2011-07-28",24.76
"127","2011-07-29",24.91
"128","2011-08-01",24.639999
"129","2011-08-02",24.58
"130","2011-08-03",24.4
"131","2011-08-04",24.110001
"132","2011-08-05",24.6
"133","2011-08-08",22.92
"134","2011-08-09",23.120001
"135","2011-08-10",21.870001
"136","2011-08-11",21.27
"137","2011-08-12",21.799999
"138","2011-08-15",22.299999
"139","2011-08-16",22.02
"140","2011-08-17",21.74
"141","2011-08-18",20.879999
"142","2011-08-19",19.91
"143","2011-08-22",19.690001
"144","2011-08-23",19.98
"145","2011-08-24",21.280001
"146","2011-08-25",21.35
"147","2011-08-26",21.790001
"148","2011-08-29",22.92
"149","2011-08-30",22.74
"150","2011-08-31",23.450001
"151","2011-09-01",23.190001
"152","2011-09-02",22.969999
"153","2011-09-06",22.57
"154","2011-09-07",22.98
"155","2011-09-08",22.540001
"156","2011-09-09",22.139999
"157","2011-09-12",22.209999
"158","2011-09-13",22.190001
"159","2011-09-14",22
"160","2011-09-15",21.82
"161","2011-09-16",22.379999
"162","2011-09-19",22.15
"163","2011-09-20",22.02
"164","2011-09-21",21.700001
"165","2011-09-22",20.530001
"166","2011-09-23",20.610001
"167","2011-09-26",20.73
"168","2011-09-27",21.27
"169","2011-09-28",20.559999
"170","2011-09-29",20.85
"171","2011-09-30",20.76
"172","2011-10-03",20
"173","2011-10-04",20.24
"174","2011-10-05",19.6
"175","2011-10-06",19.76
"176","2011-10-07",19.959999
"177","2011-10-10",20.940001
"178","2011-10-11",20.879999
"179","2011-10-12",21.09
"180","2011-10-13",20.91
"181","2011-10-14",20.440001
"182","2011-10-17",20.030001
"183","2011-10-18",20.299999
"184","2011-10-19",20.18
"185","2011-10-20",20.030001
"186","2011-10-21",19.389999
"187","2011-10-24",20.68
"188","2011-10-25",20.01
"189","2011-10-26",21.17
"190","2011-10-27",22.299999
"191","2011-10-28",22.1
"192","2011-10-31",21.790001
"193","2011-11-01",21.049999
"194","2011-11-02",21.66
"195","2011-11-03",22.42
"196","2011-11-04",21.860001
"197","2011-11-07",21.969999
"198","2011-11-08",22.66
"199","2011-11-09",21.610001
"200","2011-11-10",22.18
"201","2011-11-11",22.82
"202","2011-11-14",22.18
"203","2011-11-15",21.889999
"204","2011-11-16",22.16
"205","2011-11-17",21.290001
"206","2011-11-18",21.469999
"207","2011-11-21",21.040001
"208","2011-11-22",20.799999
"209","2011-11-23",20.6
"210","2011-11-25",20.540001
"211","2011-11-28",21.5
"212","2011-11-29",21.52
"213","2011-11-30",21.690001
"214","2011-12-01",22.07
"215","2011-12-02",22.65
"216","2011-12-05",22.280001
"217","2011-12-06",21.889999
"218","2011-12-07",22.23
"219","2011-12-08",21.809999
"220","2011-12-09",22.059999
"221","2011-12-12",21.82
"222","2011-12-13",22.219999
"223","2011-12-14",22
"224","2011-12-15",21.84
"225","2011-12-16",22.309999
"226","2011-12-19",21.66
"227","2011-12-20",22.200001
"228","2011-12-21",22.299999
"229","2011-12-22",22.6
"230","2011-12-23",23.24
"231","2011-12-27",23.379999
"232","2011-12-28",22.4
"233","2011-12-29",22.09
"234","2011-12-30",21.99
"235","2012-01-03",22.040001
"236","2012-01-04",22.290001
"237","2012-01-05",22.700001
"238","2012-01-06",23.059999
"239","2012-01-09",23.16
"240","2012-01-10",23.370001
"241","2012-01-11",23.190001
"242","2012-01-12",23.15
"243","2012-01-13",24.48
"244","2012-01-17",25.940001
"245","2012-01-18",24.950001
"246","2012-01-19",22.58
"247","2012-01-20",22.709999
"248","2012-01-23",22.559999
"249","2012-01-24",23.290001
"250","2012-01-25",22.91
"251","2012-01-26",23.43
"252","2012-01-27",23.51
"253","2012-01-30",23.309999
"254","2012-01-31",22.91
"255","2012-02-01",22.98
"256","2012-02-02",22.969999
"257","2012-02-03",23.700001
"258","2012-02-06",23.139999
"259","2012-02-07",23.030001
"260","2012-02-08",23.24
"261","2012-02-09",23.110001
"262","2012-02-10",22.83
"263","2012-02-13",23.02
"264","2012-02-14",22.82
