"","date","VRTV"
"1","2014-06-18",39.5
"2","2014-06-19",36.57
"3","2014-06-20",35.759998
"4","2014-06-23",36.099998
"5","2014-06-24",36.5
"6","2014-06-25",36.5
"7","2014-06-26",37.5
"8","2014-06-27",37.400002
"9","2014-06-30",37.049999
"10","2014-07-01",37.599998
"11","2014-07-02",35.950001
"12","2014-07-03",32.5
"13","2014-07-07",33.950001
"14","2014-07-08",35.040001
"15","2014-07-09",35.459999
"16","2014-07-10",37.830002
"17","2014-07-11",38.459999
"18","2014-07-14",38.279999
"19","2014-07-15",38.720001
"20","2014-07-16",38.48
"21","2014-07-17",38.75
"22","2014-07-18",38
"23","2014-07-21",37.400002
"24","2014-07-22",37.599998
"25","2014-07-23",38.400002
"26","2014-07-24",38.650002
"27","2014-07-25",38.490002
"28","2014-07-28",38.849998
"29","2014-07-29",40.290001
"30","2014-07-30",39.150002
"31","2014-07-31",39.919998
"32","2014-08-01",38.23
"33","2014-08-04",38.330002
"34","2014-08-05",37.900002
"35","2014-08-06",38.529999
"36","2014-08-07",38.650002
"37","2014-08-08",38.57
"38","2014-08-11",44.990002
"39","2014-08-12",49.41
"40","2014-08-13",45.790001
"41","2014-08-14",44.439999
"42","2014-08-15",44.540001
"43","2014-08-18",45.900002
"44","2014-08-19",44.57
"45","2014-08-20",44.849998
"46","2014-08-21",44.759998
"47","2014-08-22",44.5
"48","2014-08-25",44.700001
"49","2014-08-26",44.93
"50","2014-08-27",44.939999
"51","2014-08-28",45.389999
"52","2014-08-29",44.52
"53","2014-09-02",44.740002
"54","2014-09-03",46
"55","2014-09-04",45.950001
"56","2014-09-05",46.220001
"57","2014-09-08",46.25
"58","2014-09-09",46.279999
"59","2014-09-10",46.23
"60","2014-09-11",45.990002
"61","2014-09-12",46
"62","2014-09-15",45.73
"63","2014-09-16",46.09
"64","2014-09-17",45.68
"65","2014-09-18",45.5
"66","2014-09-19",46.439999
"67","2014-09-22",45.189999
"68","2014-09-23",45.150002
"69","2014-09-24",46.27
"70","2014-09-25",45.970001
"71","2014-09-26",48.380001
"72","2014-09-29",50.220001
"73","2014-09-30",50.060001
"74","2014-10-01",50.18
"75","2014-10-02",48.740002
"76","2014-10-03",47.099998
"77","2014-10-06",45.970001
"78","2014-10-07",44.700001
"79","2014-10-08",44.299999
"80","2014-10-09",42.369999
"81","2014-10-10",43.869999
"82","2014-10-13",44.380001
"83","2014-10-14",44.400002
"84","2014-10-15",44.75
"85","2014-10-16",48.419998
"86","2014-10-17",48.349998
"87","2014-10-20",47.790001
"88","2014-10-21",46.810001
"89","2014-10-22",47.439999
"90","2014-10-23",47.27
"91","2014-10-24",45.310001
"92","2014-10-27",45.900002
"93","2014-10-28",45.98
"94","2014-10-29",44.639999
"95","2014-10-30",44.650002
"96","2014-10-31",45.110001
"97","2014-11-03",45.98
"98","2014-11-04",47.299999
"99","2014-11-05",47.09
"100","2014-11-06",46.82
"101","2014-11-07",47.32
"102","2014-11-10",48.830002
"103","2014-11-11",50.110001
"104","2014-11-12",48.240002
"105","2014-11-13",46.240002
"106","2014-11-14",46.150002
"107","2014-11-17",47.59
"108","2014-11-18",48.389999
"109","2014-11-19",51.119999
"110","2014-11-20",51.529999
"111","2014-11-21",50.09
"112","2014-11-24",50.57
"113","2014-11-25",50.939999
"114","2014-11-26",49.900002
"115","2014-11-28",50.25
"116","2014-12-01",48.639999
"117","2014-12-02",48.98
"118","2014-12-03",50.470001
"119","2014-12-04",49.849998
"120","2014-12-05",48.32
"121","2014-12-08",49
"122","2014-12-09",49.880001
"123","2014-12-10",47
"124","2014-12-11",48
"125","2014-12-12",47.950001
"126","2014-12-15",47.91
"127","2014-12-16",48.529999
"128","2014-12-17",48.900002
"129","2014-12-18",49.700001
"130","2014-12-19",50.330002
"131","2014-12-22",51.049999
"132","2014-12-23",50.060001
"133","2014-12-24",50.150002
"134","2014-12-26",51.16
"135","2014-12-29",51.009998
"136","2014-12-30",50.959999
"137","2014-12-31",51.869999
"138","2015-01-02",54.110001
"139","2015-01-05",51.59
"140","2015-01-06",49.650002
"141","2015-01-07",49.790001
"142","2015-01-08",49.43
"143","2015-01-09",49.41
"144","2015-01-12",49.080002
"145","2015-01-13",49.82
"146","2015-01-14",49.509998
"147","2015-01-15",49.630001
"148","2015-01-16",48.799999
"149","2015-01-20",47.59
"150","2015-01-21",49.669998
"151","2015-01-22",50.43
"152","2015-01-23",49.849998
"153","2015-01-26",51.5
"154","2015-01-27",50.360001
"155","2015-01-28",49.189999
"156","2015-01-29",48.919998
"157","2015-01-30",50.869999
"158","2015-02-02",52.119999
"159","2015-02-03",52.48
"160","2015-02-04",52.689999
"161","2015-02-05",53.110001
