"","date","PYPL"
"1","2015-07-06",36.709999
"2","2015-07-07",36.619999
"3","2015-07-08",34.700001
"4","2015-07-09",34.5
"5","2015-07-10",34.689999
"6","2015-07-13",36.779999
"7","2015-07-14",36.93
"8","2015-07-15",37.509998
"9","2015-07-16",38.630001
"10","2015-07-17",38.389999
"11","2015-07-20",40.470001
"12","2015-07-21",39.349998
"13","2015-07-22",38.389999
"14","2015-07-23",37.009998
"15","2015-07-24",37
"16","2015-07-27",36.389999
"17","2015-07-28",37.599998
"18","2015-07-29",37.950001
"19","2015-07-30",38.450001
"20","2015-07-31",38.700001
"21","2015-08-03",39.389999
"22","2015-08-04",38.950001
"23","2015-08-05",39.27
"24","2015-08-06",38.849998
"25","2015-08-07",39.130001
"26","2015-08-10",39.049999
"27","2015-08-11",38.849998
"28","2015-08-12",38.189999
"29","2015-08-13",37.619999
"30","2015-08-14",38.139999
"31","2015-08-17",38.73
"32","2015-08-18",37.990002
"33","2015-08-19",37.189999
"34","2015-08-20",35.98
"35","2015-08-21",34.25
"36","2015-08-24",33.75
"37","2015-08-25",32.700001
"38","2015-08-26",33.169998
"39","2015-08-27",34.619999
"40","2015-08-28",35.040001
"41","2015-08-31",35
"42","2015-09-01",33.77
"43","2015-09-02",35.07
"44","2015-09-03",35.310001
"45","2015-09-04",34.290001
"46","2015-09-08",34.700001
"47","2015-09-09",34.369999
"48","2015-09-10",33.459999
"49","2015-09-11",33.549999
"50","2015-09-14",33.77
"51","2015-09-15",33.799999
"52","2015-09-16",33.77
"53","2015-09-17",33.32
"54","2015-09-18",32.919998
"55","2015-09-21",34.25
"56","2015-09-22",33.349998
"57","2015-09-23",34.16
"58","2015-09-24",33.91
"59","2015-09-25",33.77
"60","2015-09-28",32.25
"61","2015-09-29",30.629999
"62","2015-09-30",31.040001
"63","2015-10-01",31.48
"64","2015-10-02",32.830002
"65","2015-10-05",32.669998
"66","2015-10-06",31.860001
"67","2015-10-07",32.380001
"68","2015-10-08",31.67
"69","2015-10-09",32.060001
"70","2015-10-12",32.630001
"71","2015-10-13",33.220001
"72","2015-10-14",34.049999
"73","2015-10-15",34.619999
"74","2015-10-16",34.290001
"75","2015-10-19",34.84
"76","2015-10-20",34.869999
"77","2015-10-21",33.830002
"78","2015-10-22",34.790001
"79","2015-10-23",34.990002
"80","2015-10-26",36.439999
"81","2015-10-27",35.939999
"82","2015-10-28",36.52
"83","2015-10-29",35.91
"84","2015-10-30",36.009998
"85","2015-11-02",36.990002
"86","2015-11-03",37.900002
"87","2015-11-04",37.599998
"88","2015-11-05",36.709999
"89","2015-11-06",36.240002
"90","2015-11-09",36.599998
"91","2015-11-10",37
"92","2015-11-11",36.330002
"93","2015-11-12",35.57
"94","2015-11-13",34.529999
"95","2015-11-16",35.610001
"96","2015-11-17",36.209999
"97","2015-11-18",36.220001
"98","2015-11-19",36.189999
"99","2015-11-20",36.360001
"100","2015-11-23",35.560001
"101","2015-11-24",35.119999
"102","2015-11-25",35.360001
"103","2015-11-27",35.18
"104","2015-11-30",35.259998
"105","2015-12-01",35.169998
"106","2015-12-02",35.150002
"107","2015-12-03",34.23
"108","2015-12-04",35.619999
"109","2015-12-07",35.16
"110","2015-12-08",35.599998
"111","2015-12-09",35.07
"112","2015-12-10",35.490002
"113","2015-12-11",34.689999
"114","2015-12-14",35.009998
"115","2015-12-15",36.32
"116","2015-12-16",35.98
"117","2015-12-17",35.540001
"118","2015-12-18",34.98
"119","2015-12-21",36.080002
"120","2015-12-22",36.805
"121","2015-12-23",37.110001
"122","2015-12-24",37.07
"123","2015-12-28",36.610001
"124","2015-12-29",37.080002
"125","2015-12-30",36.48
"126","2015-12-31",36.200001
"127","2016-01-04",34.75
"128","2016-01-05",34.310001
"129","2016-01-06",33.98
"130","2016-01-07",33.130001
"131","2016-01-08",32.689999
"132","2016-01-11",33.040001
"133","2016-01-12",33.080002
"134","2016-01-13",32.119999
"135","2016-01-14",32.869999
"136","2016-01-15",32.310001
