"","date","GH"
"1","2018-10-04",32.200001
"2","2018-10-05",29.200001
"3","2018-10-08",29.549999
"4","2018-10-09",31.51
"5","2018-10-10",30.92
"6","2018-10-11",31.6
"7","2018-10-12",33.580002
"8","2018-10-15",33.369999
"9","2018-10-16",37.720001
"10","2018-10-17",40.73
"11","2018-10-18",40.110001
"12","2018-10-19",35.790001
"13","2018-10-22",37.41
"14","2018-10-23",34.48
"15","2018-10-24",34.709999
"16","2018-10-25",35.139999
"17","2018-10-26",34.990002
"18","2018-10-29",32.59
"19","2018-10-30",34.07
"20","2018-10-31",33.48
"21","2018-11-01",34.23
"22","2018-11-02",40.110001
"23","2018-11-05",35.130001
"24","2018-11-06",35.689999
"25","2018-11-07",36.860001
"26","2018-11-08",38.18
"27","2018-11-09",38.099998
"28","2018-11-12",39.119999
"29","2018-11-13",37.669998
"30","2018-11-14",37.259998
"31","2018-11-15",37.5
"32","2018-11-16",37.25
"33","2018-11-19",33.619999
"34","2018-11-20",34.740002
"35","2018-11-21",37.16
"36","2018-11-23",38.400002
"37","2018-11-26",39.810001
"38","2018-11-27",38.049999
"39","2018-11-28",37.73
"40","2018-11-29",37.549999
"41","2018-11-30",35.73
"42","2018-12-03",45.939999
"43","2018-12-04",42.459999
"44","2018-12-06",46.099998
"45","2018-12-07",45.009998
"46","2018-12-10",43.66
"47","2018-12-11",43.740002
"48","2018-12-12",42.439999
"49","2018-12-13",41.889999
"50","2018-12-14",39.810001
"51","2018-12-17",36.240002
"52","2018-12-18",34.919998
"53","2018-12-19",36.23
"54","2018-12-20",35.68
"55","2018-12-21",34.349998
"56","2018-12-24",32.529999
"57","2018-12-26",35.459999
"58","2018-12-27",35.630001
"59","2018-12-28",37.709999
"60","2018-12-31",37.59
"61","2019-01-02",36.5
"62","2019-01-03",34.299999
"63","2019-01-04",36.200001
"64","2019-01-07",38.139999
"65","2019-01-08",39.93
"66","2019-01-09",39.970001
"67","2019-01-10",41.540001
"68","2019-01-11",42.939999
"69","2019-01-14",39.529999
"70","2019-01-15",40.080002
"71","2019-01-16",40.34
"72","2019-01-17",41.389999
"73","2019-01-18",41.25
"74","2019-01-22",40.610001
"75","2019-01-23",39.990002
"76","2019-01-24",39.470001
"77","2019-01-25",39.25
"78","2019-01-28",41.139999
"79","2019-01-29",40.470001
"80","2019-01-30",39.860001
"81","2019-01-31",40.34
"82","2019-02-01",40.200001
"83","2019-02-04",39.900002
"84","2019-02-05",42.02
"85","2019-02-06",41.27
"86","2019-02-07",39.970001
"87","2019-02-08",39.919998
"88","2019-02-11",41.43
"89","2019-02-12",42.029999
"90","2019-02-13",43.060001
"91","2019-02-14",48.869999
"92","2019-02-15",51.07
"93","2019-02-19",50.23
"94","2019-02-20",50.419998
"95","2019-02-21",52.91
"96","2019-02-22",54.130001
"97","2019-02-25",55.060001
"98","2019-02-26",54.900002
"99","2019-02-27",55.669998
"100","2019-02-28",66.639999
"101","2019-03-01",70.589996
"102","2019-03-04",68.029999
"103","2019-03-05",67.040001
"104","2019-03-06",61.939999
"105","2019-03-07",62.709999
"106","2019-03-08",62.919998
"107","2019-03-11",66.82
"108","2019-03-12",74
"109","2019-03-13",94.449997
"110","2019-03-14",97.510002
"111","2019-03-15",97.980003
"112","2019-03-18",93.5
"113","2019-03-19",91.230003
"114","2019-03-20",88.080002
"115","2019-03-21",85.07
"116","2019-03-22",79.010002
"117","2019-03-25",76.879997
"118","2019-03-26",77.800003
"119","2019-03-27",72.860001
"120","2019-03-28",73.699997
"121","2019-03-29",76.699997
"122","2019-04-01",68.620003
"123","2019-04-02",67
"124","2019-04-03",70.019997
"125","2019-04-04",70.110001
"126","2019-04-05",70
"127","2019-04-08",66.150002
"128","2019-04-09",66.18
"129","2019-04-10",73.989998
"130","2019-04-11",72.089996
"131","2019-04-12",77.540001
"132","2019-04-15",74.019997
"133","2019-04-16",76.620003
"134","2019-04-17",72.709999
"135","2019-04-18",70.510002
"136","2019-04-22",63.939999
"137","2019-04-23",66.720001
"138","2019-04-24",65.5
"139","2019-04-25",65.379997
"140","2019-04-26",67.400002
"141","2019-04-29",66.120003
"142","2019-04-30",65.510002
"143","2019-05-01",65.010002
"144","2019-05-02",66.330002
"145","2019-05-03",69.019997
"146","2019-05-06",69.510002
"147","2019-05-07",68.470001
"148","2019-05-08",64.739998
"149","2019-05-09",64.07
"150","2019-05-10",76
"151","2019-05-13",72.25
"152","2019-05-14",72.5
"153","2019-05-15",77.449997
"154","2019-05-16",76.599998
"155","2019-05-17",76.18
"156","2019-05-20",78.269997
"157","2019-05-21",76.379997
"158","2019-05-22",71.5
"159","2019-05-23",75.809998
"160","2019-05-24",77
"161","2019-05-28",77.690002
"162","2019-05-29",76.559998
"163","2019-05-30",77.540001
"164","2019-05-31",76.879997
"165","2019-06-03",78.169998
"166","2019-06-04",85.269997
"167","2019-06-05",87.580002
"168","2019-06-06",87.93
"169","2019-06-07",90.849998
"170","2019-06-10",90.269997
"171","2019-06-11",87.110001
"172","2019-06-12",87.620003
"173","2019-06-13",89.809998
"174","2019-06-14",88.82
"175","2019-06-17",89.550003
"176","2019-06-18",91.110001
"177","2019-06-19",89.480003
"178","2019-06-20",89.599998
"179","2019-06-21",88.470001
"180","2019-06-24",88.139999
"181","2019-06-25",86.629997
"182","2019-06-26",82.699997
"183","2019-06-27",84.169998
"184","2019-06-28",86.330002
"185","2019-07-01",88.129997
"186","2019-07-02",85.760002
"187","2019-07-03",86
"188","2019-07-05",86
"189","2019-07-08",83.419998
"190","2019-07-09",84.790001
"191","2019-07-10",88.849998
"192","2019-07-11",89.510002
"193","2019-07-12",86.400002
"194","2019-07-15",92.970001
"195","2019-07-16",88.620003
"196","2019-07-17",92.330002
"197","2019-07-18",93.669998
"198","2019-07-19",93.650002
"199","2019-07-22",93.779999
"200","2019-07-23",93.669998
"201","2019-07-24",95.589996
"202","2019-07-25",93.82
"203","2019-07-26",96.970001
"204","2019-07-29",92.720001
"205","2019-07-30",96.989998
"206","2019-07-31",93.989998
"207","2019-08-01",94.470001
"208","2019-08-02",92.059998
"209","2019-08-05",87.220001
"210","2019-08-06",90.5
"211","2019-08-07",109.699997
"212","2019-08-08",110.300003
"213","2019-08-09",103.080002
"214","2019-08-12",98.629997
"215","2019-08-13",101.269997
"216","2019-08-14",98.699997
"217","2019-08-15",98.93
"218","2019-08-16",101.519997
"219","2019-08-19",99.349998
"220","2019-08-20",102.260002
"221","2019-08-21",104.360001
"222","2019-08-22",98.620003
"223","2019-08-23",94.639999
"224","2019-08-26",94.360001
"225","2019-08-27",93.93
"226","2019-08-28",90.309998
"227","2019-08-29",94.040001
"228","2019-08-30",87.529999
"229","2019-09-03",83.739998
"230","2019-09-04",81.25
"231","2019-09-05",82.660004
"232","2019-09-06",81.559998
"233","2019-09-09",81.029999
"234","2019-09-10",80.709999
"235","2019-09-11",76.5
